pair_id,label,method,horizon_ms,block_index,target_frame_index,target_frame_start_sample,target_reference_sample,target_time_s,target_odd_cfo_hz,cutoff_sample,cutoff_time_s,training_cutoff_frame_start_sample,training_stop_reference_sample,training_stop_time_s,last_training_age_ms,actual_forecast_s,selected_history_ms,cfo_hz_at_cutoff,rate_hz_s,prediction_hz,prediction_sigma_hz,odd_residual_hz
D1:126501941:1250000samples,D1,fixed_500ms,500.0,50,1200,126501941,126503613,50.6014452,-194569.002069,125253613,50.1014452,125251941,125253613,50.1014452,0.0,0.5,500.0,-192717.75096918104,-3699.569530524235,-194567.53573444317,14.691478598403716,-1.466334556840593
D1:126501941:1250000samples,D1,adaptive_75_500ms,500.0,50,1200,126501941,126503613,50.6014452,-194569.002069,125253613,50.1014452,125251941,125253613,50.1014452,0.0,0.5,500.0,-192717.75096918104,-3699.569530524235,-194567.53573444317,14.691478598403716,-1.466334556840593
D1:126551941:1250000samples,D1,fixed_125ms,500.0,50,1215,126551941,126553613,50.6214452,-194638.610683,125303613,50.1214452,125301941,125303613,50.1214452,0.0,0.5,125.0,-192801.74175507406,-3866.8946329513765,-194735.18907154974,84.00817526856072,96.5783885497367
D1:126551941:1250000samples,D1,fixed_500ms,500.0,50,1215,126551941,126553613,50.6214452,-194638.610683,125303613,50.1214452,125301941,125303613,50.1214452,0.0,0.5,500.0,-192794.74921560698,-3710.5518754794866,-194650.0251533467,14.557497591033567,11.414470346702728
D1:126551941:1250000samples,D1,adaptive_75_500ms,500.0,50,1215,126551941,126553613,50.6214452,-194638.610683,125303613,50.1214452,125301941,125303613,50.1214452,0.0,0.5,500.0,-192794.74921560698,-3710.5518754794866,-194650.0251533467,14.557497591033567,11.414470346702728
D1:126601941:1250000samples,D1,fixed_125ms,500.0,50,1230,126601941,126603613,50.6414452,-194750.510792,125353613,50.1414452,125351941,125353613,50.1414452,0.0,0.5,125.0,-192876.3085093906,-3825.2591198273076,-194788.93806930425,83.5820362218418,38.427277304261224
D1:126601941:1250000samples,D1,fixed_500ms,500.0,50,1230,126601941,126603613,50.6414452,-194750.510792,125353613,50.1414452,125351941,125353613,50.1414452,0.0,0.5,500.0,-192868.68727767185,-3705.6708505878264,-194721.52270296577,14.515760007066183,-28.98808903421741
D1:126601941:1250000samples,D1,adaptive_75_500ms,500.0,50,1230,126601941,126603613,50.6414452,-194750.510792,125353613,50.1414452,125351941,125353613,50.1414452,0.0,0.5,500.0,-192868.68727767185,-3705.6708505878264,-194721.52270296577,14.515760007066183,-28.98808903421741
D1:126651941:1250000samples,D1,fixed_125ms,500.0,50,1245,126651941,126653613,50.6614452,-194786.673248,125403613,50.1614452,125401941,125403613,50.1614452,0.0,0.5,125.0,-192942.2986579621,-3750.1703739717236,-194817.38384494797,81.81773721555783,30.710596947959857
D1:126651941:1250000samples,D1,fixed_500ms,500.0,50,1245,126651941,126653613,50.6614452,-194786.673248,125403613,50.1614452,125401941,125403613,50.1614452,0.0,0.5,500.0,-192939.66965036653,-3694.9537690009515,-194787.146534867,14.519683748704061,0.4732868669962045
D1:126651941:1250000samples,D1,adaptive_75_500ms,500.0,50,1245,126651941,126653613,50.6614452,-194786.673248,125403613,50.1614452,125401941,125403613,50.1614452,0.0,0.5,500.0,-192939.66965036653,-3694.9537690009515,-194787.146534867,14.519683748704061,0.4732868669962045
D1:126701941:1250000samples,D1,fixed_125ms,500.0,50,1260,126701941,126703613,50.6814452,-194901.583633,125453613,50.1814452,125451941,125453613,50.1814452,0.0,0.5,125.0,-193022.82031247672,-3769.425456139966,-194907.5330405467,81.75845865345603,5.949407546693692
D1:126701941:1250000samples,D1,fixed_500ms,500.0,50,1260,126701941,126703613,50.6814452,-194901.583633,125453613,50.1814452,125451941,125453613,50.1814452,0.0,0.5,500.0,-193016.9166927188,-3704.812928018811,-194869.3231567282,14.49451978788462,-32.260476271796506
D1:126701941:1250000samples,D1,adaptive_75_500ms,500.0,50,1260,126701941,126703613,50.6814452,-194901.583633,125453613,50.1814452,125451941,125453613,50.1814452,0.0,0.5,500.0,-193016.9166927188,-3704.812928018811,-194869.3231567282,14.49451978788462,-32.260476271796506
D1:126751941:1250000samples,D1,fixed_125ms,500.0,50,1275,126751941,126753613,50.7014452,-194956.680712,125503613,50.2014452,125501941,125503613,50.2014452,0.0,0.5,125.0,-193090.44358476426,-3689.6545609343366,-194935.27086523143,80.81657571926715,-21.40984676856897
D1:126751941:1250000samples,D1,fixed_500ms,500.0,50,1275,126751941,126753613,50.7014452,-194956.680712,125503613,50.2014452,125501941,125503613,50.2014452,0.0,0.5,500.0,-193089.38461187386,-3698.559183198491,-194938.6642034731,14.436595750048625,-18.01650852689636
D1:126751941:1250000samples,D1,adaptive_75_500ms,500.0,50,1275,126751941,126753613,50.7014452,-194956.680712,125503613,50.2014452,125501941,125503613,50.2014452,0.0,0.5,500.0,-193089.38461187386,-3698.559183198491,-194938.6642034731,14.436595750048625,-18.01650852689636
D1:126801941:1250000samples,D1,fixed_125ms,500.0,50,1290,126801941,126803613,50.7214452,-195012.155482,125553613,50.2214452,125551941,125553613,50.2214452,0.0,0.5,125.0,-193160.77191171568,-3638.1318702172616,-194979.83784682432,81.30605226391653,-32.3176351756847
D1:126801941:1250000samples,D1,fixed_500ms,500.0,50,1290,126801941,126803613,50.7214452,-195012.155482,125553613,50.2214452,125551941,125553613,50.2214452,0.0,0.5,500.0,-193163.30108677936,-3699.895896764341,-195013.24903516154,14.257926982042761,1.093553161539603
D1:126801941:1250000samples,D1,adaptive_75_500ms,500.0,50,1290,126801941,126803613,50.7214452,-195012.155482,125553613,50.2214452,125551941,125553613,50.2214452,0.0,0.5,500.0,-193163.30108677936,-3699.895896764341,-195013.24903516154,14.257926982042761,1.093553161539603
D1:126851941:1250000samples,D1,fixed_125ms,500.0,50,1305,126851941,126853613,50.7414452,-195107.459876,125603613,50.2414452,125601941,125603613,50.2414452,0.0,0.5,125.0,-193227.01355776613,-3531.2077579712677,-194992.61743675175,82.28033491152046,-114.84243924825569
D1:126851941:1250000samples,D1,fixed_500ms,500.0,50,1305,126851941,126853613,50.7414452,-195107.459876,125603613,50.2414452,125601941,125603613,50.2414452,0.0,0.5,500.0,-193237.93927015725,-3709.8283388116433,-195092.85343956307,14.25221942237869,-14.606436436937656
D1:126851941:1250000samples,D1,adaptive_75_500ms,500.0,50,1305,126851941,126853613,50.7414452,-195107.459876,125603613,50.2414452,125601941,125603613,50.2414452,0.0,0.5,500.0,-193237.93927015725,-3709.8283388116433,-195092.85343956307,14.25221942237869,-14.606436436937656
D1:126901941:1250000samples,D1,fixed_125ms,500.0,50,1320,126901941,126903613,50.7614452,-195141.462334,125653613,50.2614452,125651941,125653613,50.2614452,0.0,0.5,125.0,-193302.23162924338,-3626.607626762599,-195115.53544262468,81.61014839589515,-25.92689137533307
D1:126901941:1250000samples,D1,fixed_500ms,500.0,50,1320,126901941,126903613,50.7614452,-195141.462334,125653613,50.2614452,125651941,125653613,50.2614452,0.0,0.5,500.0,-193310.14407390033,-3703.682378776464,-195161.98526328857,14.284255816653575,20.52292928856332
D1:126901941:1250000samples,D1,adaptive_75_500ms,500.0,50,1320,126901941,126903613,50.7614452,-195141.462334,125653613,50.2614452,125651941,125653613,50.2614452,0.0,0.5,500.0,-193310.14407390033,-3703.682378776464,-195161.98526328857,14.284255816653575,20.52292928856332
D1:126951941:1250000samples,D1,fixed_125ms,500.0,50,1335,126951941,126953613,50.7814452,-195266.584341,125703613,50.2814452,125701941,125703613,50.2814452,0.0,0.5,125.0,-193367.67716993688,-3511.7943268338718,-195123.5743333538,81.86963638546098,-143.01000764619675
D1:126951941:1250000samples,D1,fixed_500ms,500.0,50,1335,126951941,126953613,50.7814452,-195266.584341,125703613,50.2814452,125701941,125703613,50.2814452,0.0,0.5,500.0,-193381.8246480221,-3696.408213580298,-195230.02875481226,14.391354931713751,-36.55558618775103
D1:126951941:1250000samples,D1,adaptive_75_500ms,500.0,50,1335,126951941,126953613,50.7814452,-195266.584341,125703613,50.2814452,125701941,125703613,50.2814452,0.0,0.5,500.0,-193381.8246480221,-3696.408213580298,-195230.02875481226,14.391354931713751,-36.55558618775103
D1:127001941:1250000samples,D1,fixed_125ms,500.0,50,1350,127001941,127003613,50.8014452,-195341.395674,125753613,50.3014452,125751941,125753613,50.3014452,0.0,0.5,125.0,-193440.46849401118,-3521.4917299626404,-195201.2143589925,82.34867073857832,-140.18131500750314
D1:127001941:1250000samples,D1,fixed_500ms,500.0,50,1350,127001941,127003613,50.8014452,-195341.395674,125753613,50.3014452,125751941,125753613,50.3014452,0.0,0.5,500.0,-193453.5904335944,-3686.6614282523974,-195296.9211477206,14.367161753744005,-44.4745262794022
D1:127001941:1250000samples,D1,adaptive_75_500ms,500.0,50,1350,127001941,127003613,50.8014452,-195341.395674,125753613,50.3014452,125751941,125753613,50.3014452,0.0,0.5,500.0,-193453.5904335944,-3686.6614282523974,-195296.9211477206,14.367161753744005,-44.4745262794022
D1:127051941:1250000samples,D1,fixed_125ms,500.0,50,1365,127051941,127053613,50.8214452,-195425.023428,125803613,50.3214452,125801941,125803613,50.3214452,0.0,0.5,125.0,-193516.32216997075,-3598.0868716126256,-195315.36560577707,80.93025243200364,-109.65782222291455
D1:127051941:1250000samples,D1,fixed_500ms,500.0,50,1365,127051941,127053613,50.8214452,-195425.023428,125803613,50.3214452,125801941,125803613,50.3214452,0.0,0.5,500.0,-193524.79486358035,-3675.260843000181,-195362.42528508045,14.405462664699584,-62.59814291953808
D1:127051941:1250000samples,D1,adaptive_75_500ms,500.0,50,1365,127051941,127053613,50.8214452,-195425.023428,125803613,50.3214452,125801941,125803613,50.3214452,0.0,0.5,500.0,-193524.79486358035,-3675.260843000181,-195362.42528508045,14.405462664699584,-62.59814291953808
D1:127101941:1250000samples,D1,fixed_125ms,500.0,50,1380,127101941,127103613,50.8414452,-195428.090269,125853613,50.3414452,125851941,125853613,50.3414452,0.0,0.5,125.0,-193588.45912166568,-3615.1805345812872,-195396.04938895634,80.55093681837785,-32.04088004367077
D1:127101941:1250000samples,D1,fixed_500ms,500.0,50,1380,127101941,127103613,50.8414452,-195428.090269,125853613,50.3414452,125851941,125853613,50.3414452,0.0,0.5,500.0,-193596.40144421952,-3669.416724326509,-195431.10980638277,14.334640802489929,3.019537382759154
D1:127101941:1250000samples,D1,adaptive_75_500ms,500.0,50,1380,127101941,127103613,50.8414452,-195428.090269,125853613,50.3414452,125851941,125853613,50.3414452,0.0,0.5,500.0,-193596.40144421952,-3669.416724326509,-195431.10980638277,14.334640802489929,3.019537382759154
D1:127151941:1250000samples,D1,fixed_125ms,500.0,50,1395,127151941,127153613,50.8614452,-195573.294373,125903613,50.3614452,125901941,125903613,50.3614452,0.0,0.5,125.0,-193678.47342456912,-3829.361213993464,-195593.15403156585,83.27933131539784,19.85965856583789
D1:127151941:1250000samples,D1,fixed_500ms,500.0,50,1395,127151941,127153613,50.8614452,-195573.294373,125903613,50.3614452,125901941,125903613,50.3614452,0.0,0.5,500.0,-193671.74305295123,-3671.416788033647,-195507.45144696807,14.564991910876518,-65.84292603193899
D1:127151941:1250000samples,D1,adaptive_75_500ms,500.0,50,1395,127151941,127153613,50.8614452,-195573.294373,125903613,50.3614452,125901941,125903613,50.3614452,0.0,0.5,500.0,-193671.74305295123,-3671.416788033647,-195507.45144696807,14.564991910876518,-65.84292603193899
D1:127201941:1250000samples,D1,fixed_125ms,500.0,50,1410,127201941,127203613,50.8814452,-195633.844426,125953613,50.3814452,125951941,125953613,50.3814452,0.0,0.5,125.0,-193748.20471214698,-3756.616748131285,-195626.51308621262,82.46455369119128,-7.3313397873716895
D1:127201941:1250000samples,D1,fixed_500ms,500.0,50,1410,127201941,127203613,50.8814452,-195633.844426,125953613,50.3814452,125951941,125953613,50.3814452,0.0,0.5,500.0,-193742.83523097576,-3659.3282074992408,-195572.49933472538,14.379177872176202,-61.345091274619335
D1:127201941:1250000samples,D1,adaptive_75_500ms,500.0,50,1410,127201941,127203613,50.8814452,-195633.844426,125953613,50.3814452,125951941,125953613,50.3814452,0.0,0.5,500.0,-193742.83523097576,-3659.3282074992408,-195572.49933472538,14.379177872176202,-61.345091274619335
D1:127251941:1250000samples,D1,fixed_125ms,500.0,50,1425,127251941,127253613,50.9014452,-195706.005453,126003613,50.4014452,126001941,126003613,50.4014452,0.0,0.5,125.0,-193810.38516040976,-3611.4178575007995,-195616.09408916015,81.77846052383474,-89.91136383984121
D1:127251941:1250000samples,D1,fixed_500ms,500.0,50,1425,127251941,127253613,50.9014452,-195706.005453,126003613,50.4014452,126001941,126003613,50.4014452,0.0,0.5,500.0,-193813.52649345243,-3652.5970546651815,-195639.82502078504,14.317590785712149,-66.18043221495464
D1:127251941:1250000samples,D1,adaptive_75_500ms,500.0,50,1425,127251941,127253613,50.9014452,-195706.005453,126003613,50.4014452,126001941,126003613,50.4014452,0.0,0.5,500.0,-193813.52649345243,-3652.5970546651815,-195639.82502078504,14.317590785712149,-66.18043221495464
D1:127301941:1250000samples,D1,fixed_125ms,500.0,50,1440,127301941,127303613,50.9214452,-195794.113949,126053613,50.4214452,126051941,126053613,50.4214452,0.0,0.5,125.0,-193894.73971559104,-3745.4525559880103,-195767.46599358504,81.94155302168396,-26.647955414955504
D1:127301941:1250000samples,D1,fixed_500ms,500.0,50,1440,127301941,127303613,50.9214452,-195794.113949,126053613,50.4214452,126051941,126053613,50.4214452,0.0,0.5,500.0,-193889.48545517324,-3661.2755356248304,-195720.12322298565,14.352844924353157,-73.99072601433727
D1:127301941:1250000samples,D1,adaptive_75_500ms,500.0,50,1440,127301941,127303613,50.9214452,-195794.113949,126053613,50.4214452,126051941,126053613,50.4214452,0.0,0.5,500.0,-193889.48545517324,-3661.2755356248304,-195720.12322298565,14.352844924353157,-73.99072601433727
D1:127351941:1250000samples,D1,fixed_125ms,500.0,50,1455,127351941,127353613,50.9414452,-195851.308101,126103613,50.4414452,126101941,126103613,50.4414452,0.0,0.5,125.0,-193983.4739326138,-3906.6800342093884,-195936.8139497185,82.22168457528277,85.50584871848696
D1:127351941:1250000samples,D1,fixed_500ms,500.0,50,1455,127351941,127353613,50.9414452,-195851.308101,126103613,50.4414452,126101941,126103613,50.4414452,0.0,0.5,500.0,-193969.27030511966,-3685.895735600583,-195812.21817291994,14.251996366258293,-39.089928080065874
D1:127351941:1250000samples,D1,adaptive_75_500ms,500.0,50,1455,127351941,127353613,50.9414452,-195851.308101,126103613,50.4414452,126101941,126103613,50.4414452,0.0,0.5,500.0,-193969.27030511966,-3685.895735600583,-195812.21817291994,14.251996366258293,-39.089928080065874
D1:127401941:1250000samples,D1,fixed_125ms,500.0,50,1470,127401941,127403613,50.9614452,-195865.493285,126153613,50.4614452,126151941,126153613,50.4614452,0.0,0.5,125.0,-194041.77058215393,-3635.972391693423,-195859.75677800065,83.83319630537095,-5.736506999353878
D1:127401941:1250000samples,D1,fixed_500ms,500.0,50,1470,127401941,127403613,50.9614452,-195865.493285,126153613,50.4614452,126151941,126153613,50.4614452,0.0,0.5,500.0,-194041.14360625396,-3681.0321760034194,-195881.65969425568,14.164835367443711,16.166409255674807
D1:127401941:1250000samples,D1,adaptive_75_500ms,500.0,50,1470,127401941,127403613,50.9614452,-195865.493285,126153613,50.4614452,126151941,126153613,50.4614452,0.0,0.5,500.0,-194041.14360625396,-3681.0321760034194,-195881.65969425568,14.164835367443711,16.166409255674807
D1:127451941:1250000samples,D1,fixed_125ms,500.0,50,1485,127451941,127453613,50.9814452,-195968.393434,126203613,50.4814452,126201941,126203613,50.4814452,0.0,0.5,125.0,-194128.57997056097,-3874.2269409122982,-196065.69344101712,81.94613665519032,97.30000701712561
D1:127451941:1250000samples,D1,fixed_500ms,500.0,50,1485,127451941,127453613,50.9814452,-195968.393434,126203613,50.4814452,126201941,126203613,50.4814452,0.0,0.5,500.0,-194115.71223759456,-3681.6369498014787,-195956.5307124953,14.110536134378648,-11.862721504701767
D1:127451941:1250000samples,D1,adaptive_75_500ms,500.0,50,1485,127451941,127453613,50.9814452,-195968.393434,126203613,50.4814452,126201941,126203613,50.4814452,0.0,0.5,500.0,-194115.71223759456,-3681.6369498014787,-195956.5307124953,14.110536134378648,-11.862721504701767
D1:126201941:2500000samples,D1,fixed_125ms,1000.0,50,1110,126201941,126203613,50.4814452,-194119.2531,123703613,49.4814452,123701941,123703613,49.4814452,0.0,1.0,125.0,-190414.11979127195,-3760.158825894212,-194174.27861716616,181.82851295002686,55.02551716615562
D1:126201941:2500000samples,D1,fixed_500ms,1000.0,50,1110,126201941,126203613,50.4814452,-194119.2531,123703613,49.4814452,123701941,123703613,49.4814452,0.0,1.0,500.0,-190410.69069282548,-3665.417813866649,-194076.10850669214,31.117810621961546,-43.14459330786485
D1:126201941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1110,126201941,126203613,50.4814452,-194119.2531,123703613,49.4814452,123701941,123703613,49.4814452,0.0,1.0,500.0,-190410.69069282548,-3665.417813866649,-194076.10850669214,31.117810621961546,-43.14459330786485
D1:126251941:2500000samples,D1,fixed_125ms,1000.0,50,1125,126251941,126253613,50.5014452,-194222.872019,123753613,49.5014452,123751941,123753613,49.5014452,0.0,1.0,125.0,-190478.87679210436,-3576.1033717028286,-194054.9801638072,183.34617338223586,-167.89185519280727
D1:126251941:2500000samples,D1,fixed_500ms,1000.0,50,1125,126251941,126253613,50.5014452,-194222.872019,123753613,49.5014452,123751941,123753613,49.5014452,0.0,1.0,500.0,-190483.48415624906,-3663.764721790501,-194147.24887803957,29.427529371145955,-75.62314096043701
D1:126251941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1125,126251941,126253613,50.5014452,-194222.872019,123753613,49.5014452,123751941,123753613,49.5014452,0.0,1.0,500.0,-190483.48415624906,-3663.764721790501,-194147.24887803957,29.427529371145955,-75.62314096043701
D1:126301941:2500000samples,D1,fixed_125ms,1000.0,50,1140,126301941,126303613,50.5214452,-194293.964141,123803613,49.5214452,123801941,123803613,49.5214452,0.0,1.0,125.0,-190556.83990822133,-3671.8695970612657,-194228.7095052826,183.47904915335704,-65.25463571739965
D1:126301941:2500000samples,D1,fixed_500ms,1000.0,50,1140,126301941,126303613,50.5214452,-194293.964141,123803613,49.5214452,123801941,123803613,49.5214452,0.0,1.0,500.0,-190556.32795173445,-3660.048311925633,-194216.3762636601,28.483781583599335,-77.5878773399163
D1:126301941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1140,126301941,126303613,50.5214452,-194293.964141,123803613,49.5214452,123801941,123803613,49.5214452,0.0,1.0,500.0,-190556.32795173445,-3660.048311925633,-194216.3762636601,28.483781583599335,-77.5878773399163
D1:126351941:2500000samples,D1,fixed_125ms,1000.0,50,1155,126351941,126353613,50.5414452,-194362.678644,123853613,49.5414452,123851941,123853613,49.5414452,0.0,1.0,125.0,-190649.88862218338,-3954.9919800707867,-194604.88060225418,207.1981268103195,242.2019582541834
D1:126351941:2500000samples,D1,fixed_500ms,1000.0,50,1155,126351941,126353613,50.5414452,-194362.678644,123853613,49.5414452,123851941,123853613,49.5414452,0.0,1.0,500.0,-190632.96906439413,-3669.6331740346386,-194302.60223842878,28.424430902702273,-60.076405571220675
D1:126351941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1155,126351941,126353613,50.5414452,-194362.678644,123853613,49.5414452,123851941,123853613,49.5414452,0.0,1.0,500.0,-190632.96906439413,-3669.6331740346386,-194302.60223842878,28.424430902702273,-60.076405571220675
D1:126401941:2500000samples,D1,fixed_125ms,1000.0,50,1170,126401941,126403613,50.5614452,-194402.803483,123903613,49.5614452,123901941,123903613,49.5614452,0.0,1.0,125.0,-190709.49844744615,-3701.4354347676303,-194410.93388221378,200.86664349940196,8.130399213783676
D1:126401941:2500000samples,D1,fixed_500ms,1000.0,50,1170,126401941,126403613,50.5614452,-194402.803483,123903613,49.5614452,123901941,123903613,49.5614452,0.0,1.0,500.0,-190705.8137596897,-3670.158242752015,-194375.97200244173,29.250818499283152,-26.831480558263138
D1:126401941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1170,126401941,126403613,50.5614452,-194402.803483,123903613,49.5614452,123901941,123903613,49.5614452,0.0,1.0,500.0,-190705.8137596897,-3670.158242752015,-194375.97200244173,29.250818499283152,-26.831480558263138
D1:126451941:2500000samples,D1,fixed_125ms,1000.0,50,1185,126451941,126453613,50.5814452,-194522.509297,123953613,49.5814452,123951941,123953613,49.5814452,0.0,1.0,125.0,-190785.40451182512,-3744.0525859285162,-194529.45709775365,196.4342024739681,6.947800753638148
D1:126451941:2500000samples,D1,fixed_500ms,1000.0,50,1185,126451941,126453613,50.5814452,-194522.509297,123953613,49.5814452,123951941,123953613,49.5814452,0.0,1.0,500.0,-190777.50097423207,-3658.67093997333,-194436.1719142054,29.089724015443927,-86.33738279461977
D1:126451941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1185,126451941,126453613,50.5814452,-194522.509297,123953613,49.5814452,123951941,123953613,49.5814452,0.0,1.0,500.0,-190777.50097423207,-3658.67093997333,-194436.1719142054,29.089724015443927,-86.33738279461977
D1:126501941:2500000samples,D1,fixed_125ms,1000.0,50,1200,126501941,126503613,50.6014452,-194569.002069,124003613,49.6014452,124001941,124003613,49.6014452,0.0,1.0,125.0,-190857.55733182275,-3711.533867545996,-194569.09119936876,175.78546562167193,0.08913036875310354
D1:126501941:2500000samples,D1,fixed_500ms,1000.0,50,1200,126501941,126503613,50.6014452,-194569.002069,124003613,49.6014452,124001941,124003613,49.6014452,0.0,1.0,500.0,-190851.13070068488,-3658.5455179804426,-194509.67621866532,28.12800597568635,-59.32585033468786
D1:126501941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1200,126501941,126503613,50.6014452,-194569.002069,124003613,49.6014452,124001941,124003613,49.6014452,0.0,1.0,500.0,-190851.13070068488,-3658.5455179804426,-194509.67621866532,28.12800597568635,-59.32585033468786
D1:126551941:2500000samples,D1,fixed_125ms,1000.0,50,1215,126551941,126553613,50.6214452,-194638.610683,124053613,49.6214452,124051941,124053613,49.6214452,0.0,1.0,125.0,-190941.3899311763,-3831.0465992067543,-194772.43653038304,176.785946327225,133.82584738303558
D1:126551941:2500000samples,D1,fixed_500ms,1000.0,50,1215,126551941,126553613,50.6214452,-194638.610683,124053613,49.6214452,124051941,124053613,49.6214452,0.0,1.0,500.0,-190930.609745875,-3683.8717871252843,-194614.48153300027,28.36320129423901,-24.129149999731453
D1:126551941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1215,126551941,126553613,50.6214452,-194638.610683,124053613,49.6214452,124051941,124053613,49.6214452,0.0,1.0,500.0,-190930.609745875,-3683.8717871252843,-194614.48153300027,28.36320129423901,-24.129149999731453
D1:126601941:2500000samples,D1,fixed_125ms,1000.0,50,1230,126601941,126603613,50.6414452,-194750.510792,124103613,49.6414452,124101941,124103613,49.6414452,0.0,1.0,125.0,-191003.5264799685,-3605.3145282197465,-194608.84100818826,185.39836374361204,-141.6697838117252
D1:126601941:2500000samples,D1,fixed_500ms,1000.0,50,1230,126601941,126603613,50.6414452,-194750.510792,124103613,49.6414452,124101941,124103613,49.6414452,0.0,1.0,500.0,-191004.12749249255,-3686.8181293931507,-194690.9456218857,27.893953138117293,-59.56517011427786
D1:126601941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1230,126601941,126603613,50.6414452,-194750.510792,124103613,49.6414452,124101941,124103613,49.6414452,0.0,1.0,500.0,-191004.12749249255,-3686.8181293931507,-194690.9456218857,27.893953138117293,-59.56517011427786
D1:126651941:2500000samples,D1,fixed_125ms,1000.0,50,1245,126651941,126653613,50.6614452,-194786.673248,124153613,49.6614452,124151941,124153613,49.6614452,0.0,1.0,125.0,-191082.8283787045,-3729.5079849694766,-194812.33636367397,176.6232700350528,25.66311567396042
D1:126651941:2500000samples,D1,fixed_500ms,1000.0,50,1245,126651941,126653613,50.6614452,-194786.673248,124153613,49.6614452,124151941,124153613,49.6614452,0.0,1.0,500.0,-191078.80960301208,-3689.235723214158,-194768.04532622625,27.2647178813253,-18.627921773761045
D1:126651941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1245,126651941,126653613,50.6614452,-194786.673248,124153613,49.6614452,124151941,124153613,49.6614452,0.0,1.0,500.0,-191078.80960301208,-3689.235723214158,-194768.04532622625,27.2647178813253,-18.627921773761045
D1:126701941:2500000samples,D1,fixed_125ms,1000.0,50,1260,126701941,126703613,50.6814452,-194901.583633,124203613,49.6814452,124201941,124203613,49.6814452,0.0,1.0,125.0,-191162.24921204644,-3783.4880504910197,-194945.73726253747,183.92299513983184,44.15362953746808
D1:126701941:2500000samples,D1,fixed_500ms,1000.0,50,1260,126701941,126703613,50.6814452,-194901.583633,124203613,49.6814452,124201941,124203613,49.6814452,0.0,1.0,500.0,-191154.10430008385,-3691.457265321662,-194845.56156540551,27.04341072833755,-56.02206759448745
D1:126701941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1260,126701941,126703613,50.6814452,-194901.583633,124203613,49.6814452,124201941,124203613,49.6814452,0.0,1.0,500.0,-191154.10430008385,-3691.457265321662,-194845.56156540551,27.04341072833755,-56.02206759448745
D1:126751941:2500000samples,D1,fixed_125ms,1000.0,50,1275,126751941,126753613,50.7014452,-194956.680712,124253613,49.7014452,124251941,124253613,49.7014452,0.0,1.0,125.0,-191237.07389204673,-3785.222854583518,-195022.29674663025,177.45265232347128,65.61603463024949
D1:126751941:2500000samples,D1,fixed_500ms,1000.0,50,1275,126751941,126753613,50.7014452,-194956.680712,124253613,49.7014452,124251941,124253613,49.7014452,0.0,1.0,500.0,-191228.46223420612,-3691.7458390119,-194920.20807321803,26.78811257805706,-36.47263878196827
D1:126751941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1275,126751941,126753613,50.7014452,-194956.680712,124253613,49.7014452,124251941,124253613,49.7014452,0.0,1.0,500.0,-191228.46223420612,-3691.7458390119,-194920.20807321803,26.78811257805706,-36.47263878196827
D1:126801941:2500000samples,D1,fixed_125ms,1000.0,50,1290,126801941,126803613,50.7214452,-195012.155482,124303613,49.7214452,124301941,124303613,49.7214452,0.0,1.0,125.0,-191313.78020485977,-3754.8857200867355,-195068.66592494652,179.25841518446947,56.51044294651365
D1:126801941:2500000samples,D1,fixed_500ms,1000.0,50,1290,126801941,126803613,50.7214452,-195012.155482,124303613,49.7214452,124301941,124303613,49.7214452,0.0,1.0,500.0,-191306.4671231829,-3708.914681694857,-195015.38180487775,27.163224605377703,3.2263228777446784
D1:126801941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1290,126801941,126803613,50.7214452,-195012.155482,124303613,49.7214452,124301941,124303613,49.7214452,0.0,1.0,500.0,-191306.4671231829,-3708.914681694857,-195015.38180487775,27.163224605377703,3.2263228777446784
D1:126851941:2500000samples,D1,fixed_125ms,1000.0,50,1305,126851941,126853613,50.7414452,-195107.459876,124353613,49.7414452,124351941,124353613,49.7414452,0.0,1.0,125.0,-191412.05222378395,-4085.19417645737,-195497.2464002413,165.11506170355884,389.7865242412954
D1:126851941:2500000samples,D1,fixed_500ms,1000.0,50,1305,126851941,126853613,50.7414452,-195107.459876,124353613,49.7414452,124351941,124353613,49.7414452,0.0,1.0,500.0,-191387.11375836423,-3727.329835785705,-195114.44359414993,26.768667390041383,6.983718149916967
D1:126851941:2500000samples,D1,adaptive_75_500ms,1000.0,50,1305,126851941,126853613,50.7414452,-195107.459876,124353613,49.7414452,124351941,124353613,49.7414452,0.0,1.0,500.0,-191387.11375836423,-3727.329835785705,-195114.44359414993,26.768667390041383,6.983718149916967
