group_id,mode,time_s,phase_rad,valid,weight,retune_id,visit_index,window_start_sample,split,device_counter,frame_count,relative_frequency_hz,common_rx1_minus_rx0_authority_hz,canonical_cfo_hz,alias_group
visit-73,m0,0.0735,-2.568298145584161,True,0.8802660784059915,visit-73,73,700000,evaluation,492245093351,4,715522.8297879966,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.0735,1.9726135849237338,True,0.8946239402696963,visit-73,73,700000,evaluation,492245093351,5,715415.832764247,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-73,m0,0.0805,2.665518883464039,True,0.722817844681317,visit-73,73,770000,evaluation,492245163351,5,715606.380689482,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.0805,1.7436552627594932,True,0.9494163953121415,visit-73,73,770000,evaluation,492245163351,4,715268.4816156393,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-73,m0,0.0875,1.7310018565427616,True,0.8876489075046926,visit-73,73,840000,evaluation,492245233351,4,715559.345227979,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.0875,0.8504083247442685,True,0.8458046656843333,visit-73,73,840000,evaluation,492245233351,4,715650.8757610254,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-73,m0,0.0945,0.05583441475135944,True,0.785243694663917,visit-73,73,910000,evaluation,492245303351,4,715836.9666110491,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.0945,-2.4109549991798116,True,0.9407003672108044,visit-73,73,910000,evaluation,492245303351,4,715717.1676847831,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-73,m0,0.1015,-3.0724493215571678,True,0.9189653160669164,visit-73,73,980000,evaluation,492245373351,4,715563.2691997554,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.1015,2.016778679268684,True,0.8965615608490408,visit-73,73,980000,evaluation,492245373351,5,715425.4215747955,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-73,m0,0.1085,-1.641456154956143,True,0.7338932236722091,visit-73,73,1050000,evaluation,492245443351,5,715899.8125741932,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.1085,0.6704631297877865,True,0.6939487144587779,visit-73,73,1050000,evaluation,492245443351,4,715714.1916666916,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-73,m0,0.1155,2.9287700989203813,True,0.7989019222191526,visit-73,73,1120000,evaluation,492245513351,4,715766.9794965573,715627.5941051939,39492.173047419434,visit-73-canonical-4
visit-73,m1,0.1155,-2.817922512312838,True,0.7851411967624129,visit-73,73,1120000,evaluation,492245513351,4,715606.8280313147,715627.5941051939,6255.21220106355,visit-73-canonical-1
visit-74,m0,0.0035,-3.0761441590657754,True,0.9374908496444857,visit-74,74,0,training,492245597101,4,715309.3497102347,715528.5509124289,39061.708302231535,visit-74-canonical-4
visit-74,m1,0.0035,-0.5607040302450922,True,0.7970405497682693,visit-74,74,0,training,492245597101,4,715472.9370160962,715528.5509124289,5873.818810398749,visit-74-canonical-1
visit-74,m0,0.0105,-1.3908947963649245,True,0.6891413432722624,visit-74,74,70000,training,492245667101,4,715685.4295038121,715528.5509124289,39061.708302231535,visit-74-canonical-4
visit-74,m1,0.0105,1.108286992895434,True,0.9586164063040501,visit-74,74,70000,training,492245667101,5,715547.7969733117,715528.5509124289,5873.818810398749,visit-74-canonical-1
visit-74,m0,0.0175,1.2305473193266705,True,0.7530140812365235,visit-74,74,140000,training,492245737101,5,715595.5898226488,715528.5509124289,39061.708302231535,visit-74-canonical-4
visit-74,m1,0.0175,2.30058616600957,True,0.7394976974103997,visit-74,74,140000,training,492245737101,4,715237.0763839033,715528.5509124289,5873.818810398749,visit-74-canonical-1
