exact_rank,east_km_from_iteration9,north_km_from_iteration9,latitude_deg,longitude_deg,balanced_proposal_objective,balanced_exact_capped_loss,group_00_tau_s,group_00_exact_loss,group_16_tau_s,group_16_exact_loss
1,0.04882870612844287,-0.09765625000002529,37.85822833461974,-122.47896245860316,0.2161997273927862,0.05812765917125823,-0.75,0.03902303960257016,-0.5,0.0772322787399463
2,0.09765857446148715,-0.09765625000002529,37.85822833461974,-122.47840687689245,0.216199194960499,0.058139218459190956,-0.75,0.03904536101719693,-0.5,0.07723307590118497
3,0.04882870612844287,-0.04882812500040813,37.85866696312315,-122.47896245860316,0.2161989231744802,0.05813925706446945,-0.75,0.03903732373537486,-0.5,0.07724119039356404
4,0.048831030590103144,-0.04882812500040813,37.85866696312315,-122.47896243215565,0.2161989086520396,0.05813939153551768,-0.75,0.03903710440045889,-0.5,0.07724167867057646
5,0.04882812499991344,-0.04882812499961715,37.858666963123156,-122.47896246521519,0.2161989161331097,0.058139432717083356,-0.75,0.03903722105764215,-0.5,0.07724164437652456
6,0.09765624999982687,-0.09765625000002529,37.85822833461974,-122.47840690333996,0.21619922471996028,0.05813947435300083,-0.75,0.03904568256811057,-0.5,0.0772332661378911
7,0.09765624999982687,-0.04882812499961715,37.858666963123156,-122.47840690333996,0.21619910154950495,0.05815157278191926,-0.75,0.039059498554642566,-0.5,0.07724364700919595
8,0.09765857446148715,-0.04882812500040813,37.85866696312315,-122.47840687689245,0.21619903788626593,0.05815200884438625,-0.75,0.039059482489030836,-0.5,0.07724453519974167
