track_rank,arm,fold,rank,norad,name,train_rms_hz,holdout_rms_hz
3,pss_precise,forward,10,57666,STARLINK-30301,1273.6408354277091,1994.2343515434668
3,pss_precise,forward,11,65204,STARLINK-34787,1433.2423562501006,6703.4458424742315
3,pss_precise,forward,12,67812,STARLINK-36377,1525.8826208018947,6054.800981599971
3,pss_precise,forward,13,64426,STARLINK-34432,1533.7020769459955,5036.848295018158
3,pss_precise,forward,14,50180,STARLINK-3265,1588.8742991330537,3604.819581246311
3,pss_precise,forward,15,48142,STARLINK-2485,1624.0322544835226,1678.6570894135264
3,pss_precise,forward,16,59404,STARLINK-31374,1628.2879735075048,2948.707279518827
3,pss_precise,forward,17,55574,STARLINK-5747,1946.7116029906558,7248.011892638243
3,pss_precise,forward,18,62480,STARLINK-32743,2207.7361804251823,8160.824641289513
3,pss_precise,forward,19,57223,STARLINK-5519,2233.6382733419287,6550.26240259309
3,pss_precise,forward,20,53064,STARLINK-4313,2245.7928009560624,5152.286911077506
3,pss_precise,forward,21,57639,STARLINK-30326,2297.555218236784,6159.770436412777
3,pss_precise,forward,22,58089,STARLINK-30584,2350.935218588291,4641.152942612003
3,pss_precise,forward,23,63779,STARLINK-33881,2352.027911344308,6028.903697430194
3,pss_precise,forward,24,58631,STARLINK-31064,2514.785400428196,4591.976050375953
3,pss_precise,forward,25,63997,STARLINK-34165,2543.1837510576543,5837.7971205217145
3,pss_precise,reverse,1,57527,STARLINK-30250,291.46022123513933,1128.545758604706
3,pss_precise,reverse,2,66967,STARLINK-36136,302.6034661040157,1684.7593679722956
3,pss_precise,reverse,3,57666,STARLINK-30301,473.84807708248934,2685.000298406614
3,pss_precise,reverse,4,55393,STARLINK-4786,520.4350982193233,436.2411682270318
3,pss_precise,reverse,5,48142,STARLINK-2485,525.2916965482369,2882.2766563769246
3,pss_precise,reverse,6,45064,STARLINK-1133,603.6048891814381,1235.2403001579744
3,pss_precise,reverse,7,57991,STARLINK-30537,715.7382306328873,1036.5560857451708
3,pss_precise,reverse,8,59404,STARLINK-31374,765.9304497857846,3647.4500848631465
3,pss_precise,reverse,9,50180,STARLINK-3265,1144.389833098794,3986.825249705348
3,pss_precise,reverse,10,58631,STARLINK-31064,1170.9286271268866,5699.348463407468
3,pss_precise,reverse,11,58089,STARLINK-30584,1278.2875605403387,5501.638188590934
3,pss_precise,reverse,12,68171,STARLINK-37034,1479.8574745901485,1754.2083395101988
3,pss_precise,reverse,13,53064,STARLINK-4313,1627.1409796482328,5675.513501346534
3,pss_precise,reverse,14,63997,STARLINK-34165,1839.5445910431874,6430.208688294216
3,pss_precise,reverse,15,47993,STARLINK-2273,1901.9271939616121,1556.7661000133749
3,pss_precise,reverse,16,64426,STARLINK-34432,1998.4189093529287,4692.681505309383
3,pss_precise,reverse,17,60733,STARLINK-32253,2063.9627928135847,7454.295920533103
3,pss_precise,reverse,18,63779,STARLINK-33881,2064.179166074458,6291.1583908264165
3,pss_precise,reverse,19,57639,STARLINK-30326,2172.584906756512,6292.630345739046
3,pss_precise,reverse,20,45071,STARLINK-1167,2189.619567327848,6782.578227796135
3,pss_precise,reverse,21,61055,STARLINK-11268,2331.4463910302625,2980.8779782600877
3,pss_precise,reverse,22,67030,STARLINK-36138,2411.716866108405,7452.454222034627
3,pss_precise,reverse,23,57223,STARLINK-5519,2437.301366675114,6421.763855898978
3,pss_precise,reverse,24,63560,STARLINK-11592,2550.53041322298,1523.3719082364548
3,pss_precise,reverse,25,67812,STARLINK-36377,2595.786794360017,5220.965183160111
4,glrt_all,forward,1,63118,STARLINK-32945,70.88169049582523,94.57989126887995
4,glrt_all,forward,2,56332,STARLINK-5093,348.2753654230246,179.7251310790415
4,glrt_all,forward,3,62564,STARLINK-11540,512.4967945565364,639.3760586702518
4,glrt_all,forward,4,58677,STARLINK-31058,1294.8717332292097,3235.078850137888
4,glrt_all,forward,5,61055,STARLINK-11268,1741.6591095308117,2338.858619483189
4,glrt_all,forward,6,47993,STARLINK-2273,1744.368895024946,2149.6717397312877
4,glrt_all,forward,7,59374,STARLINK-31641,1752.7193075395255,3321.803374377598
4,glrt_all,forward,8,62480,STARLINK-32743,2493.136128874637,5352.92188731
4,glrt_all,forward,9,67812,STARLINK-36377,2685.4393538647614,5982.646068471549
4,glrt_all,forward,10,59585,STARLINK-31702,2696.393914371251,8469.173345195026
4,glrt_all,forward,11,63047,STARLINK-32590,2956.6213934147218,9302.607380848265
4,glrt_all,forward,12,56357,STARLINK-5538,2963.054201528259,7351.066414395029
4,glrt_all,forward,13,61516,STARLINK-32047,3130.532750209576,7961.903073479137
4,glrt_all,forward,14,69945,STARLINK-37903,3509.0696608933617,9373.407960968078
4,glrt_all,forward,15,59035,STARLINK-31207,3601.2183666343817,10314.184482234368
4,glrt_all,forward,16,55999,STARLINK-5901,3602.7488026015008,9131.938632218342
4,glrt_all,forward,17,69834,STARLINK-37769,3644.6330140960663,10439.468931679172
4,glrt_all,forward,18,59416,STARLINK-31399,3693.0705555654636,10022.053121287312
4,glrt_all,forward,19,69160,STARLINK-37328,3928.563287885131,11335.363206524004
4,glrt_all,forward,20,58636,STARLINK-31008,4107.117938286633,11966.7836115458
4,glrt_all,forward,21,100457,STARLINK-37883,4158.826463543881,11569.413307604285
4,glrt_all,forward,22,45227,STARLINK-1221,4220.968732721242,11452.98617921693
4,glrt_all,forward,23,59606,STARLINK-31782,4251.855352043372,11404.218646894687
4,glrt_all,forward,24,63677,STARLINK-33816,4503.429100192548,11498.237892398896
4,glrt_all,forward,25,53066,STARLINK-4309,4669.360655063802,13072.84733529636
4,glrt_all,reverse,1,63118,STARLINK-32945,47.69904104229271,129.04064151189414
4,glrt_all,reverse,2,62564,STARLINK-11540,112.13158323425101,982.5846453907881
4,glrt_all,reverse,3,56332,STARLINK-5093,190.17882162993646,465.4208474706288
4,glrt_all,reverse,4,47993,STARLINK-2273,412.0571593305662,3308.1972413307485
4,glrt_all,reverse,5,61055,STARLINK-11268,446.317483336846,3422.4673718375575
4,glrt_all,reverse,6,59374,STARLINK-31641,851.7962243492146,4029.4044740271725
4,glrt_all,reverse,7,58677,STARLINK-31058,1033.2277239879809,3443.0903604664168
4,glrt_all,reverse,8,62480,STARLINK-32743,1530.0736042690999,6103.3612264555695
4,glrt_all,reverse,9,67812,STARLINK-36377,1760.0085226477709,6702.936585851553
4,glrt_all,reverse,10,56357,STARLINK-5538,2335.973552689457,7839.720207772972
4,glrt_all,reverse,11,61516,STARLINK-32047,2571.8595718157057,8397.761991005049
4,glrt_all,reverse,12,55999,STARLINK-5901,2943.6061132831246,9644.911730030133
4,glrt_all,reverse,13,59585,STARLINK-31702,3078.3039588135425,8184.137630871175
4,glrt_all,reverse,14,69945,STARLINK-37903,3121.7471193976885,9677.532342829956
4,glrt_all,reverse,15,59416,STARLINK-31399,3369.390395238801,10277.336970521697
4,glrt_all,reverse,16,63047,STARLINK-32590,3383.5806825969344,8983.156473419507
4,glrt_all,reverse,17,59035,STARLINK-31207,3574.9508851939668,10341.638276932748
4,glrt_all,reverse,18,69834,STARLINK-37769,3618.4949622875943,10466.832982581962
4,glrt_all,reverse,19,63677,STARLINK-33816,3723.988564235241,12103.41157083956
4,glrt_all,reverse,20,59606,STARLINK-31782,3807.8379874289085,11751.744340073912
4,glrt_all,reverse,21,45227,STARLINK-1221,3850.2929502375,11744.272252059714
4,glrt_all,reverse,22,69160,STARLINK-37328,3944.6200365200934,11330.444128368474
4,glrt_all,reverse,23,100457,STARLINK-37883,3945.72939063972,11739.94362209786
4,glrt_all,reverse,24,55393,STARLINK-4786,4098.258586353447,13737.799653188998
4,glrt_all,reverse,25,58089,STARLINK-30584,4170.397696096784,14231.72438512162
4,glrt_pss_gated,forward,1,63118,STARLINK-32945,65.0351619981219,104.98797579557043
4,glrt_pss_gated,forward,2,56332,STARLINK-5093,338.5132994238616,250.07923979768302
4,glrt_pss_gated,forward,3,62564,STARLINK-11540,480.57490181032176,729.7968354308684
4,glrt_pss_gated,forward,4,58677,STARLINK-31058,1151.360840067525,3127.8030311749276
4,glrt_pss_gated,forward,5,59374,STARLINK-31641,1606.8635382383109,3398.0317385607145
4,glrt_pss_gated,forward,6,61055,STARLINK-11268,1635.500853337737,2613.183784499383
4,glrt_pss_gated,forward,7,47993,STARLINK-2273,1645.500095672267,2462.616445572758
4,glrt_pss_gated,forward,8,62480,STARLINK-32743,2260.78924728072,5330.656182063665
4,glrt_pss_gated,forward,9,59585,STARLINK-31702,2319.9058625214284,7885.467008307982
4,glrt_pss_gated,forward,10,67812,STARLINK-36377,2425.838986874784,5914.350297998686
4,glrt_pss_gated,forward,11,63047,STARLINK-32590,2543.3282057833667,8660.070496324042
4,glrt_pss_gated,forward,12,56357,STARLINK-5538,2644.2671419563735,7115.8168948044695
4,glrt_pss_gated,forward,13,61516,STARLINK-32047,2785.45344532856,7671.03152944762
4,glrt_pss_gated,forward,14,69945,STARLINK-37903,3102.423324889479,8952.268763691782
4,glrt_pss_gated,forward,15,59035,STARLINK-31207,3150.826021239019,9737.604976457147
4,glrt_pss_gated,forward,16,69834,STARLINK-37769,3188.8025425829055,9855.863437228796
4,glrt_pss_gated,forward,17,55999,STARLINK-5901,3208.0621428053873,8802.992321483429
4,glrt_pss_gated,forward,18,59416,STARLINK-31399,3258.147672174883,9545.481458725613
4,glrt_pss_gated,forward,19,69160,STARLINK-37328,3433.675020884465,10689.106245465622
4,glrt_pss_gated,forward,20,58636,STARLINK-31008,3584.253912704378,11267.341471683045
4,glrt_pss_gated,forward,21,100457,STARLINK-37883,3656.3947184336475,10973.377731800385
4,glrt_pss_gated,forward,22,45227,STARLINK-1221,3724.9670724795396,10907.931449883963
4,glrt_pss_gated,forward,23,59606,STARLINK-31782,3758.5579385406168,10882.660797271656
4,glrt_pss_gated,forward,24,63677,STARLINK-33816,4007.9103425291505,11068.635839254803
4,glrt_pss_gated,forward,25,53066,STARLINK-4309,4102.132218959686,12385.783459380873
4,glrt_pss_gated,reverse,1,63118,STARLINK-32945,50.462901982612024,126.80618756084188
4,glrt_pss_gated,reverse,2,56332,STARLINK-5093,138.62917922604962,518.7003202937733
4,glrt_pss_gated,reverse,3,62564,STARLINK-11540,145.63162523807662,992.2718254830618
4,glrt_pss_gated,reverse,4,47993,STARLINK-2273,498.86069004971154,3358.473349374369
4,glrt_pss_gated,reverse,5,61055,STARLINK-11268,556.2569351819353,3440.795409394189
4,glrt_pss_gated,reverse,6,59374,STARLINK-31641,934.1695693271485,3889.205828950662
4,glrt_pss_gated,reverse,7,58677,STARLINK-31058,1028.036987958979,3209.4337601299394
4,glrt_pss_gated,reverse,8,62480,STARLINK-32743,1599.162556131399,5802.115055380123
4,glrt_pss_gated,reverse,9,67812,STARLINK-36377,1817.3521539561802,6343.123202853027
4,glrt_pss_gated,reverse,10,56357,STARLINK-5538,2333.77739689588,7317.42926505204
4,glrt_pss_gated,reverse,11,61516,STARLINK-32047,2551.933621756915,7813.088740151344
4,glrt_pss_gated,reverse,12,59585,STARLINK-31702,2923.4677642583497,7409.434313286628
4,glrt_pss_gated,reverse,13,55999,STARLINK-5901,2923.5607055528503,8977.490249811637
4,glrt_pss_gated,reverse,14,69945,STARLINK-37903,3060.2458834123604,8947.036503076813
4,glrt_pss_gated,reverse,15,63047,STARLINK-32590,3213.4580362905785,8131.419895719866
4,glrt_pss_gated,reverse,16,59416,STARLINK-31399,3290.931258758495,9482.183290081253
4,glrt_pss_gated,reverse,17,59035,STARLINK-31207,3452.263333960047,9475.41227313233
4,glrt_pss_gated,reverse,18,69834,STARLINK-37769,3494.386605566791,9590.069935298536
4,glrt_pss_gated,reverse,19,63677,STARLINK-33816,3692.1788039492253,11255.690964702842
4,glrt_pss_gated,reverse,20,59606,STARLINK-31782,3729.1856167498718,10859.00553833873
4,glrt_pss_gated,reverse,21,45227,STARLINK-1221,3760.923419398598,10835.963387321493
4,glrt_pss_gated,reverse,22,69160,STARLINK-37328,3804.086096523494,10371.677838416297
4,glrt_pss_gated,reverse,23,100457,STARLINK-37883,3833.2791405056837,10797.197054795946
4,glrt_pss_gated,reverse,24,58636,STARLINK-31008,4029.658236072685,10891.987341226255
4,glrt_pss_gated,reverse,25,55393,STARLINK-4786,4096.355026077099,12823.267820110044
4,pss_precise,forward,1,63118,STARLINK-32945,1819.3309037898384,5859.8562423123585
4,pss_precise,forward,2,56332,STARLINK-5093,2095.2830699576402,5945.195165108433
4,pss_precise,forward,3,62564,STARLINK-11540,2240.796970108028,6474.452422020681
4,pss_precise,forward,4,58677,STARLINK-31058,2906.2217959343407,8861.798452521307
4,pss_precise,forward,5,59374,STARLINK-31641,3354.0780966808907,9118.17603201701
4,pss_precise,forward,6,61055,STARLINK-11268,3376.170179028284,8313.221928090878
4,pss_precise,forward,7,47993,STARLINK-2273,3384.3747367386736,8153.869006716469
4,pss_precise,forward,8,62480,STARLINK-32743,4001.4405651106426,11034.529627934338
4,pss_precise,forward,9,59585,STARLINK-31702,4054.1409801151985,13570.155614211226
4,pss_precise,forward,10,67812,STARLINK-36377,4164.9113227768,11613.440315362752
4,pss_precise,forward,11,63047,STARLINK-32590,4274.621192561433,14336.540268487302
4,pss_precise,forward,12,56357,STARLINK-5538,4381.208215600736,12806.030701543961
4,pss_precise,forward,13,61516,STARLINK-32047,4520.675551486468,13355.995016677774
4,pss_precise,forward,14,69945,STARLINK-37903,4833.539594342081,14624.676872910099
4,pss_precise,forward,15,59035,STARLINK-31207,4879.755377956931,15402.610532695877
4,pss_precise,forward,16,69834,STARLINK-37769,4917.288689180547,15519.616158279288
4,pss_precise,forward,17,55999,STARLINK-5901,4938.4685079821265,14475.713190025313
4,pss_precise,forward,18,59416,STARLINK-31399,4987.237909725342,15211.868281144
4,pss_precise,forward,19,69160,STARLINK-37328,5159.10298040698,16344.089185973198
4,pss_precise,forward,20,58636,STARLINK-31008,5307.582972480624,16916.265664462488
4,pss_precise,forward,21,100457,STARLINK-37883,5380.442855790075,16624.98943826886
4,pss_precise,forward,22,45227,STARLINK-1221,5448.793650679605,16559.85030238618
4,pss_precise,forward,23,59606,STARLINK-31782,5482.207867543344,16534.629216389658
4,pss_precise,forward,24,63677,STARLINK-33816,5729.27892178891,16717.365488397754
4,pss_precise,forward,25,53066,STARLINK-4309,5821.015804220452,18022.52674093691
4,pss_precise,reverse,1,56332,STARLINK-5093,2023.8797647458464,5950.9983754611385
4,pss_precise,reverse,2,63118,STARLINK-32945,2131.338449357604,5583.854562052856
4,pss_precise,reverse,3,62564,STARLINK-11540,2224.9885904562475,6436.836067689537
4,pss_precise,reverse,4,47993,STARLINK-2273,2494.341974450141,8756.583440415096
4,pss_precise,reverse,5,61055,STARLINK-11268,2582.299130682093,8843.377874794429
4,pss_precise,reverse,6,59374,STARLINK-31641,3018.6194089328724,9304.384477708527
4,pss_precise,reverse,7,58677,STARLINK-31058,3127.4391307765554,8638.899265833934
4,pss_precise,reverse,8,62480,STARLINK-32743,3682.1635904189916,11199.955623184773
4,pss_precise,reverse,9,67812,STARLINK-36377,3899.805030598227,11736.222729374673
4,pss_precise,reverse,10,56357,STARLINK-5538,4415.697353186319,12702.390965092523
4,pss_precise,reverse,11,61516,STARLINK-32047,4632.234565798956,13193.033550529359
4,pss_precise,reverse,12,55999,STARLINK-5901,4999.247852230841,14344.957642564086
4,pss_precise,reverse,13,59585,STARLINK-31702,5003.299729778549,12790.688718543666
4,pss_precise,reverse,14,69945,STARLINK-37903,5136.219287650251,14315.15929247805
4,pss_precise,reverse,15,63047,STARLINK-32590,5290.045750565567,13504.822116369733
4,pss_precise,reverse,16,59416,STARLINK-31399,5364.696093167471,14844.599785672404
4,pss_precise,reverse,17,59035,STARLINK-31207,5525.334963334729,14837.36542281294
4,pss_precise,reverse,18,69834,STARLINK-37769,5566.984418879542,14950.802866394371
4,pss_precise,reverse,19,63677,STARLINK-33816,5759.152654977678,16598.993314073556
4,pss_precise,reverse,20,59606,STARLINK-31782,5797.622603872125,16206.827466586426
4,pss_precise,reverse,21,45227,STARLINK-1221,5829.339797874938,16184.016982354975
4,pss_precise,reverse,22,69160,STARLINK-37328,5873.332565599892,15723.983775364228
4,pss_precise,reverse,23,100457,STARLINK-37883,5901.510696930802,16145.515435318177
4,pss_precise,reverse,24,58636,STARLINK-31008,6096.539286139174,16238.569625999928
4,pss_precise,reverse,25,55393,STARLINK-4786,6157.126714433579,18149.495973133464
5,glrt_all,forward,1,65204,STARLINK-34787,124.2263151298718,111.16159239155785
5,glrt_all,forward,2,55574,STARLINK-5747,316.10225977895345,1350.367876928545
5,glrt_all,forward,3,63560,STARLINK-11592,795.1928290330692,3248.4545007009983
5,glrt_all,forward,4,48583,STARLINK-2237,1016.483825318311,3991.4486191769333
5,glrt_all,forward,5,68972,STARLINK-37259,1051.3587156294593,4110.994510468121
5,glrt_all,forward,6,68171,STARLINK-37034,1207.4001645919657,3191.195665528659
5,glrt_all,forward,7,52536,STARLINK-3964,1350.8569950539204,4816.992251200422
5,glrt_all,forward,8,48142,STARLINK-2485,1748.4463606735735,3918.4304161831687
5,glrt_all,forward,9,57991,STARLINK-30537,2205.066810714821,6120.329533803927
5,glrt_all,forward,10,64370,STARLINK-11732,2289.270487522444,2901.865689879161
5,glrt_all,forward,11,66967,STARLINK-36136,2652.0403726357526,6996.66904127153
5,glrt_all,forward,12,57666,STARLINK-30301,2660.781615226633,6824.661253219708
5,glrt_all,forward,13,58089,STARLINK-30584,2706.957667297704,8266.847313232423
5,glrt_all,forward,14,58631,STARLINK-31064,2808.813146876127,6663.249254098926
5,glrt_all,forward,15,59404,STARLINK-31374,2970.318189074592,8772.107338088947
5,glrt_all,forward,16,57527,STARLINK-30250,3268.010405673889,9276.039113443416
5,glrt_all,forward,17,45064,STARLINK-1133,3419.116157658047,9372.629324742593
5,glrt_all,forward,18,50180,STARLINK-3265,3439.7660171951416,8969.794684330463
5,glrt_all,forward,19,55393,STARLINK-4786,3607.7994795990676,10129.764720899328
5,glrt_all,forward,20,53064,STARLINK-4313,3661.298782361993,9325.451157079442
5,glrt_all,forward,21,63997,STARLINK-34165,3764.3767546720474,9516.27591089559
5,glrt_all,forward,22,60733,STARLINK-32253,3775.607172354578,9343.882706602211
5,glrt_all,forward,23,56878,STARLINK-6182,4179.3081006145385,9912.644548498964
5,glrt_all,forward,24,63779,STARLINK-33881,4182.847130403303,10828.273076376494
5,glrt_all,forward,25,59202,STARLINK-31602,4201.877129122075,9615.938425408705
5,glrt_all,reverse,1,65204,STARLINK-34787,79.35245595300594,180.63675038696647
5,glrt_all,reverse,2,64370,STARLINK-11732,379.108236757426,4357.764334874189
5,glrt_all,reverse,3,55574,STARLINK-5747,603.8896701622067,1140.0872795115401
5,glrt_all,reverse,4,68171,STARLINK-37034,1097.217587791339,3295.2656020583727
5,glrt_all,reverse,5,48142,STARLINK-2485,1187.5159121972692,4356.867136907412
5,glrt_all,reverse,6,63560,STARLINK-11592,1337.1889283230946,2879.418868179711
5,glrt_all,reverse,7,48583,STARLINK-2237,1658.238050785182,3548.5011514771354
5,glrt_all,reverse,8,68972,STARLINK-37259,1704.0022498766693,3661.233719953082
5,glrt_all,reverse,9,52536,STARLINK-3964,1916.7024211884548,4439.003011872304
5,glrt_all,reverse,10,58631,STARLINK-31064,2092.3933347365155,7234.795920679592
5,glrt_all,reverse,11,57991,STARLINK-30537,2139.9520412600755,6214.370459798535
5,glrt_all,reverse,12,57666,STARLINK-30301,2266.5628673602782,7163.370059430543
5,glrt_all,reverse,13,66967,STARLINK-36136,2366.741240337398,7257.581095490764
5,glrt_all,reverse,14,59202,STARLINK-31602,2920.049688899192,10620.07637062138
5,glrt_all,reverse,15,50180,STARLINK-3265,3003.28656816906,9355.765765501315
5,glrt_all,reverse,16,60733,STARLINK-32253,3017.104981742576,9966.349940935017
5,glrt_all,reverse,17,58089,STARLINK-30584,3034.484683161734,8092.563064732943
5,glrt_all,reverse,18,53064,STARLINK-4313,3072.211923702348,9824.890300186722
5,glrt_all,reverse,19,56878,STARLINK-6182,3098.594093898164,10773.177976018924
5,glrt_all,reverse,20,63997,STARLINK-34165,3118.9178545598456,10058.071251208385
5,glrt_all,reverse,21,59404,STARLINK-31374,3161.86764283728,8700.732256503175
5,glrt_all,reverse,22,45064,STARLINK-1133,3236.67996322132,9577.45480239223
5,glrt_all,reverse,23,57527,STARLINK-30250,3269.4337009281844,9346.705977628535
5,glrt_all,reverse,24,55393,STARLINK-4786,3545.0359515684277,10253.778957136548
5,glrt_all,reverse,25,45071,STARLINK-1167,3597.1519048581445,11397.671726237144
5,glrt_pss_gated,forward,1,65204,STARLINK-34787,120.50675700818665,106.67608456130478
5,glrt_pss_gated,forward,2,55574,STARLINK-5747,322.7989860657329,1291.208199034322
5,glrt_pss_gated,forward,3,63560,STARLINK-11592,859.1217947254999,3165.6228575456307
5,glrt_pss_gated,forward,4,68171,STARLINK-37034,1035.3717117336857,2832.512516864061
5,glrt_pss_gated,forward,5,48583,STARLINK-2237,1042.3817499731324,3808.5292262648295
5,glrt_pss_gated,forward,6,68972,STARLINK-37259,1076.9870152098601,3920.8662395417828
5,glrt_pss_gated,forward,7,52536,STARLINK-3964,1331.1397857651673,4532.760030424698
5,glrt_pss_gated,forward,8,48142,STARLINK-2485,1416.7573993781332,3348.716826542877
5,glrt_pss_gated,forward,9,64370,STARLINK-11732,1597.2716663090348,2040.9338472019328
5,glrt_pss_gated,forward,10,57991,STARLINK-30537,1952.835271385407,5510.266596237918
5,glrt_pss_gated,forward,11,57666,STARLINK-30301,2285.9554362227386,6044.504240334929
5,glrt_pss_gated,forward,12,66967,STARLINK-36136,2304.4688015182787,6235.936065787867
5,glrt_pss_gated,forward,13,58631,STARLINK-31064,2342.005970449407,5794.258670342637
5,glrt_pss_gated,forward,14,58089,STARLINK-30584,2510.905834895106,7591.267832753245
5,glrt_pss_gated,forward,15,59404,STARLINK-31374,2715.964265650621,8006.024794115443
5,glrt_pss_gated,forward,16,57527,STARLINK-30250,2937.952975146935,8402.010873783904
5,glrt_pss_gated,forward,17,50180,STARLINK-3265,2982.86182448824,7981.274041435384
5,glrt_pss_gated,forward,18,45064,STARLINK-1133,3028.2295750895337,8429.897940686778
5,glrt_pss_gated,forward,19,53064,STARLINK-4313,3146.824525065484,8255.540598627069
5,glrt_pss_gated,forward,20,60733,STARLINK-32253,3208.6662343960643,8217.734660578195
5,glrt_pss_gated,forward,21,63997,STARLINK-34165,3225.7581744170334,8410.75890614168
5,glrt_pss_gated,forward,22,55393,STARLINK-4786,3231.421406683043,9157.628226198514
5,glrt_pss_gated,forward,23,59202,STARLINK-31602,3472.6061512497154,8297.68126064069
5,glrt_pss_gated,forward,24,56878,STARLINK-6182,3497.8365761548835,8631.538984730716
5,glrt_pss_gated,forward,25,63779,STARLINK-33881,3621.6867264453863,9624.730779512687
5,glrt_pss_gated,reverse,1,65204,STARLINK-34787,79.07104635554755,161.40056655910658
5,glrt_pss_gated,reverse,2,64370,STARLINK-11732,241.99980632752744,3036.7900248643227
5,glrt_pss_gated,reverse,3,55574,STARLINK-5747,554.0992907934364,1144.273831144425
5,glrt_pss_gated,reverse,4,68171,STARLINK-37034,964.2491115877756,2916.812345154937
5,glrt_pss_gated,reverse,5,48142,STARLINK-2485,1009.6321746748492,3671.0189894820514
5,glrt_pss_gated,reverse,6,63560,STARLINK-11592,1250.3655964739528,2912.356735077818
5,glrt_pss_gated,reverse,7,48583,STARLINK-2237,1520.6563738204945,3515.3046317783746
5,glrt_pss_gated,reverse,8,68972,STARLINK-37259,1562.2465425566772,3623.8765952584044
5,glrt_pss_gated,reverse,9,52536,STARLINK-3964,1745.915800659365,4291.879042809464
5,glrt_pss_gated,reverse,10,58631,STARLINK-31064,1808.8872554766415,6225.927603338649
5,glrt_pss_gated,reverse,11,57991,STARLINK-30537,1900.9296258444092,5605.352380841878
5,glrt_pss_gated,reverse,12,57666,STARLINK-30301,1989.8092308497994,6314.247965953007
5,glrt_pss_gated,reverse,13,66967,STARLINK-36136,2087.791924083507,6452.225234901771
5,glrt_pss_gated,reverse,14,59202,STARLINK-31602,2505.524447584106,9052.002614781673
5,glrt_pss_gated,reverse,15,60733,STARLINK-32253,2634.7950525125752,8699.72109750825
5,glrt_pss_gated,reverse,16,50180,STARLINK-3265,2646.5846294642315,8296.404346669848
5,glrt_pss_gated,reverse,17,56878,STARLINK-6182,2682.596926697225,9284.229558335213
5,glrt_pss_gated,reverse,18,53064,STARLINK-4313,2696.8204797560516,8652.036978422593
5,glrt_pss_gated,reverse,19,58089,STARLINK-30584,2727.8708828423323,7517.709871683334
5,glrt_pss_gated,reverse,20,63997,STARLINK-34165,2734.7242621540336,8837.12649953142
5,glrt_pss_gated,reverse,21,59404,STARLINK-31374,2832.547306213702,8006.298287188293
5,glrt_pss_gated,reverse,22,45064,STARLINK-1133,2873.740273278913,8622.783281129683
5,glrt_pss_gated,reverse,23,57527,STARLINK-30250,2915.8004766524577,8502.553495803577
5,glrt_pss_gated,reverse,24,56353,STARLINK-5874,3127.8704855482883,10991.632118610549
5,glrt_pss_gated,reverse,25,55393,STARLINK-4786,3157.7142017661427,9300.89666224814
5,pss_precise,forward,1,68171,STARLINK-37034,283.79233689995294,601.3152948291483
5,pss_precise,forward,2,48583,STARLINK-2237,302.8394230863705,1555.2780456271535
5,pss_precise,forward,3,68972,STARLINK-37259,328.8344118561403,1665.8556908072724
5,pss_precise,forward,4,55574,STARLINK-5747,537.1213565016044,963.8412953709484
5,pss_precise,forward,5,52536,STARLINK-3964,545.5916602969445,2268.4329504591474
5,pss_precise,forward,6,48142,STARLINK-2485,628.1690984502694,1121.179425824116
5,pss_precise,forward,7,65204,STARLINK-34787,906.7427218560491,2259.559961017767
5,pss_precise,forward,8,57991,STARLINK-30537,1141.9200480870938,3236.743295965682
5,pss_precise,forward,9,57666,STARLINK-30301,1469.8637663680079,3767.9813857957124
5,pss_precise,forward,10,66967,STARLINK-36136,1487.5985702550047,3956.290496214243
5,pss_precise,forward,11,58631,STARLINK-31064,1526.625282757586,3524.7758426679848
5,pss_precise,forward,12,63560,STARLINK-11592,1663.6731547406803,5359.374103421741
5,pss_precise,forward,13,58089,STARLINK-30584,1689.5669849496082,5294.796609660904
5,pss_precise,forward,14,59404,STARLINK-31374,1891.7269788346005,5705.764788904767
5,pss_precise,forward,15,57527,STARLINK-30250,2110.965518109793,6098.406202226905
5,pss_precise,forward,16,50180,STARLINK-3265,2156.3282057031442,5684.105551374428
5,pss_precise,forward,17,45064,STARLINK-1133,2200.4202546365327,6126.752083691874
5,pss_precise,forward,18,53064,STARLINK-4313,2318.5832910213844,5956.476910766416
5,pss_precise,forward,19,64370,STARLINK-11732,2373.765078926901,4170.312764581371
5,pss_precise,forward,20,60733,STARLINK-32253,2380.184462869723,5920.296424728285
5,pss_precise,forward,21,63997,STARLINK-34165,2396.6649780715825,6110.403694417298
5,pss_precise,forward,22,55393,STARLINK-4786,2400.794253578634,6846.6747941934755
5,pss_precise,forward,23,59202,STARLINK-31602,2642.6009485362806,6004.253885016663
5,pss_precise,forward,24,56878,STARLINK-6182,2666.708695589968,6332.182676400573
5,pss_precise,forward,25,63779,STARLINK-33881,2787.4220538029167,7311.241324659231
5,pss_precise,reverse,1,68171,STARLINK-37034,236.4794051969873,633.4891122752991
5,pss_precise,reverse,2,48142,STARLINK-2485,282.17421205922255,1375.4213891616039
5,pss_precise,reverse,3,55574,STARLINK-5747,289.4268507330618,1172.9479233942438
5,pss_precise,reverse,4,48583,STARLINK-2237,736.1324314957387,1227.7763052930522
5,pss_precise,reverse,5,65204,STARLINK-34787,754.7302090170308,2399.293783232288
5,pss_precise,reverse,6,68972,STARLINK-37259,776.4090104270784,1333.187162072504
