exact_rank,east_km_from_iteration8,north_km_from_iteration8,latitude_deg,longitude_deg,balanced_proposal_objective,balanced_exact_capped_loss,group_00_tau_s,group_00_exact_loss,group_16_tau_s,group_16_exact_loss
1,0.1953125000008731,-0.19531250000005057,37.859105591626566,-122.47951802709042,0.21620249897837818,0.0581348587203451,-0.75,0.039025148493988464,-0.5,0.07724456894670174
2,0.19532179803334826,-0.19531250000005057,37.859105591626566,-122.47951792129575,0.21620249328767122,0.05813498746366791,-0.75,0.03902511510775621,-0.5,0.0772448598195796
3,0.39062500000049727,-0.39062500000010114,37.85735107761291,-122.47729572668986,0.21621133061460487,0.058143038657123336,-0.75,0.03906817169630813,-0.5,0.07721790561793855
4,0.1953125000008731,0.0,37.86086010564022,-122.47951802709042,0.2162260740779653,0.058186366602976124,-0.75,0.03908375752251077,-0.5,0.07728897568344148
5,0.39062500000049727,-0.19531250000005057,37.859105591626566,-122.47729572668986,0.21621286165736792,0.058192940078853526,-0.75,0.03912453552619373,-0.5,0.07726134463151332
6,0.5859467980325965,-0.39062500000010114,37.85735107761291,-122.47507332049463,0.21636334729345733,0.05819675792947855,-0.75,0.03916030350608823,-0.5,0.07723321235286887
7,0.39062500000049727,0.0,37.86086010564022,-122.47729572668986,0.21624874925809132,0.058242718081036704,-0.75,0.0391837928701566,-0.5,0.07730164329191681
8,0.1953125000008731,0.19531250000005057,37.862614619653876,-122.47951802709042,0.21628408140383196,0.058267212163399515,-0.75,0.039145231607453694,-0.5,0.07738919271934534
