segment_index,segment_qualified,frame_index,capture_time_s,measurement_supported,absolute_cfo_measurement_hz,tracked_absolute_cfo_hz,frozen_model_cfo_hz,measurement_residual_hz,tracked_residual_hz,tracked_doppler_rate_hz_s,phase_innovation_modulo_pi_rad,phase_update_applied,frequency_update_applied
176,False,38,52.2764,True,-70986.4552559315,-70841.40002856008,-71013.07996977732,26.62471384581295,171.6799412172404,-258.6864373491287,1.057331201752087,True,True
176,False,39,52.2777332,True,-70956.74087373045,-70846.44124190055,-71018.78689769538,62.04602396492555,172.34565579482296,-533.4162389547541,-0.840173331862859,True,True
176,False,40,52.279066400000005,True,-70966.8437107853,-70847.28515591029,-71024.49382561346,57.650114828167716,177.2086697031773,-543.8463773992003,1.3427508715687981,False,True
176,False,41,52.2804,True,-70959.55548377294,-70844.12838786382,-71030.20246578111,70.64698200816929,186.07407791729202,-320.54662884786916,0.5678107093572509,True,True
176,False,42,52.2817332,True,-70959.02052535956,-70850.47369873973,-71035.90939369918,76.8888683396217,185.4356949594512,-668.6605562007214,-0.860731506190167,True,True
176,False,43,52.2830664,True,-70937.00629951725,-70851.44643433452,-71041.61632161727,104.61002210002334,190.16988728275464,-675.0465172455848,1.4389276337080967,False,True
176,False,44,52.2844,True,-70968.1531455331,-70846.86777844005,-71047.32496178492,79.17181625182275,200.45718334487174,-358.33069963660756,0.7229304512727457,True,True
176,False,45,52.2857332,True,-70956.02197165556,-70847.46680603943,-71053.03188970301,97.0099180474499,205.56508366357593,-367.7118888435949,-0.7626680907622774,False,True
176,False,46,52.2870664,True,-71004.33082674607,-70848.1779826321,-71058.73881762108,54.40799087501364,210.5608349889808,-383.9070987329188,1.4929160533287305,False,True
176,False,47,52.2884,True,-71017.16159126883,-70848.68996113897,-71064.44745778876,47.285866519931005,215.7574966497923,-383.9070987329188,-0.0245624378974032,False,False
176,False,48,52.2897332,True,-71015.26052556327,-70849.5261726363,-71070.15438570682,54.89386014355114,220.62821307052218,-405.30435281133816,1.4900339776465161,False,True
176,False,49,52.2910664,True,-71003.04511795526,-70850.41980716823,-71075.86131362488,72.81619566961308,225.44150645664195,-427.4522778248337,-0.12650527368856346,False,True
176,False,50,52.2924,True,-70977.28249881513,-70851.38141931691,-71081.56995379257,104.2874549774424,230.18853447565925,-450.8195441619767,1.4667782666675535,False,True
176,False,51,52.2937332,True,-71017.25269540153,-70852.51981549124,-71087.27688171063,70.02418630909233,234.75706621939025,-481.3974608544728,0.3312417746359888,False,True
176,False,52,52.2950664,True,-71070.52831589465,-70853.16161458605,-71092.98380962871,22.45549373405811,239.82219504266686,-481.3974608544728,-1.2458873202875,False,False
176,False,53,52.2964,True,-71077.10939421046,-70853.80360623985,-71098.69244979636,21.583055585899274,244.8888435565168,-481.3974608544728,0.3217514877209289,False,False
176,False,54,52.2977332,True,-70989.06220840995,-70855.12338253797,-71104.39937771446,115.3371693045192,249.27599517648923,-515.1702750424082,1.567979611810311,False,True
176,False,55,52.2990664,True,-71060.77197572336,-70855.81020754865,-71110.10630563252,49.33432990916481,254.29609808386886,-515.1702750424082,-0.19020861470578776,False,False
177,False,0,52.301733999999996,True,-71089.8917639143,-71089.8917639143,-71121.52529821744,31.63353430313873,31.63353430313873,0.0,0.0,True,True
177,False,1,52.303067199999994,True,-71047.83933711017,-71014.38638398222,-71127.2322261355,79.39288902533008,112.84584215328505,18043.6281559668,0.6276493981558833,True,True
177,False,2,52.304400799999996,True,-71056.09917987461,-71087.55552742367,-71132.9408663032,76.84168642858276,45.38533887952508,-24046.219801983352,-0.7205344102306439,True,True
177,False,3,52.305733999999994,True,-71077.11378314019,-71110.0466039248,-71138.64779422125,61.53401108106482,28.60119029645284,-20255.18191516579,0.042117389844575914,True,True
177,False,4,52.3070672,True,-71060.02178109006,-71067.74029141708,-71144.35472213934,84.33294104927336,76.61443072225666,-1365.3545014813615,0.8222527799190829,True,True
177,False,5,52.308400799999994,True,-71044.63590929152,-71073.19058601848,-71150.06336230699,105.42745301546529,76.87277628851007,-2099.55182899516,-0.07396129032854204,True,True
177,False,6,52.309734,True,-71089.87845204433,-71077.99294252739,-71155.77029022509,65.8918381807598,77.77734769770177,-2492.0531677432436,-0.03176673874181124,True,True
177,False,7,52.3110672,True,-71041.46419502428,-71080.3817544207,-71161.47721814315,120.01302311886684,81.0954637224495,-2311.7755439570096,0.002789497945904884,True,True
177,False,8,52.3124008,True,-71022.3181840347,-71068.76232758793,-71167.18585831083,144.86767427613086,98.42353072289552,-147.7755674588684,0.396379272407259,True,True
177,False,9,52.313734,True,-71043.17231693647,-71066.12271556622,-71172.89278622888,129.72046929241333,106.77007066266378,229.4680663612046,0.08310443970325476,True,True
177,False,10,52.315067199999994,True,-71070.06496064187,-71057.73438714798,-71178.59971414696,108.53475350508234,120.86532699897361,1187.395728698179,0.3505005052260133,True,True
177,False,11,52.3164008,True,-71029.56269076122,-71033.43222255875,-71184.30835431463,154.74566355341813,150.87613175588194,2221.3972855416687,-0.06074740938247025,True,True
177,False,12,52.317733999999994,True,-71030.67478734683,-71083.39322424818,-71190.01528223269,159.34049488586606,106.62205798451032,2144.2851861342797,-0.5386105947098399,True,True
177,False,13,52.3190672,True,-71057.29002756375,-71049.64404337048,-71195.72221015078,138.43218258702836,146.07816678029485,5225.560016943964,0.5374071784244872,True,True
177,False,14,52.320400799999994,True,-71081.97053628141,-71063.70923877311,-71201.43085031844,119.46031403703091,137.72161154533387,703.5659061336321,-0.35326420663369795,True,True
177,False,15,52.321734,True,-71110.545517395,-71106.22832483074,-71207.13777823653,96.5922608415276,100.90945340579492,-9327.594954209468,-0.715996128574194,True,True
177,False,16,52.3230672,True,-71096.49808116654,-71140.17972040195,-71212.84470615459,116.34662498804391,72.6649857526354,-13733.392441282642,-0.41785055859274944,True,True
177,False,17,52.3244008,False,-71698.1826383264,-71158.49457256164,-71218.55334632227,-479.62929200413055,60.05877376062563,-13733.392441282642,1.331678252826208,False,False
177,False,18,52.325734,False,-73114.1026961998,-71176.80393136437,-71224.26027424034,-1889.84242195946,47.45634287597204,-13733.392441282642,-0.7913038193220984,False,False
177,False,19,52.327067199999995,False,-71531.71444242889,-71195.11329016708,-71229.9672021584,-301.74724027048796,34.853911991318455,-13733.392441282642,-0.9902290082941256,False,False
177,False,20,52.3284008,False,-72141.89772867586,-71213.42814232678,-71235.67584232608,-906.2218863497837,22.247699999294127,-13733.392441282642,1.3430585419486327,False,False
177,False,21,52.329733999999995,False,-72034.05183515916,-71231.7375011295,-71241.38277024413,-792.669064915026,9.645269114640541,-13733.392441282642,0.16163413900049317,False,False
177,False,22,52.3310672,False,-70231.76721296711,-71250.04685993222,-71247.08969816224,1015.3224851951236,-2.9571617699839408,-13733.392441282642,1.1038346607493104,False,False
177,False,23,52.332400799999995,False,-69225.78609993064,-71268.36171209192,-71252.79833832989,2027.012238399242,-15.563373762037372,-13733.392441282642,0.40531110118128666,False,False
177,False,24,52.333734,False,-70721.1432038882,-71286.67107089463,-71258.50526624797,537.3620623597672,-28.165804646661854,-13733.392441282642,-0.40657758326840643,False,False
177,False,25,52.3350672,False,-73114.1026961998,-71304.98042969736,-71264.21219416603,-1849.8905020337697,-40.76823553132999,-13733.392441282642,-0.3723331701930821,False,False
177,False,26,52.3364008,False,-69114.1026961998,-71323.29528185705,-71269.92083433372,2155.8181381339236,-53.374447523325216,-13733.392441282642,-0.4915386860676403,False,False
177,False,27,52.337734,False,-72512.28156996676,-71341.60464065977,-71275.62776225178,-1236.6538077149744,-65.97687840799335,-13733.392441282642,-0.5698833597263628,False,False
177,False,28,52.339067199999995,False,-71510.75876442502,-71359.9139994625,-71281.33469016984,-229.4240742551774,-78.57930929266149,-13733.392441282642,0.1585283280457115,False,False
177,False,29,52.3404008,False,-69114.1026961998,-71378.22885162219,-71287.04333033752,2172.940634137718,-91.18552128467127,-13733.392441282642,-1.0686778843865936,False,False
177,False,30,52.341733999999995,False,-70364.87824994624,-71396.53821042491,-71292.75025825559,927.8720083093503,-103.78795216932485,-13733.392441282642,0.5278191953717548,False,False
177,False,31,52.3430672,False,-71778.38217712508,-71414.84756922764,-71298.45718617368,-479.92499095140374,-116.39038305396389,-13733.392441282642,-1.3801857275136555,False,False
177,False,32,52.344400799999995,False,-70799.41423681632,-71433.16242138733,-71304.16582634133,504.7515895250108,-128.99659504600277,-13733.392441282642,-1.5413025031822007,False,False
177,False,33,52.345734,False,-72019.18614596246,-71451.47178019006,-71309.87275425941,-709.31339170305,-141.5990259306418,-13733.392441282642,-0.5494925437537681,False,False
177,False,34,52.3470672,False,-70704.91713345458,-71469.78113899278,-71315.57968217749,610.662548722903,-154.2014568152954,-13733.392441282642,-1.4078963048035866,False,False
177,False,35,52.3484008,False,-69209.72708795188,-71488.09599115247,-71321.28832234516,2111.561234393288,-166.80766880730516,-13733.392441282642,-1.2978555565252203,False,False
177,False,36,52.349734,False,-69450.17566790266,-71506.4053499552,-71326.99525026322,1876.8195823605638,-179.4100996919733,-13733.392441282642,-0.7747015899845225,False,False
177,False,37,52.351067199999996,False,-70739.45099880335,-71524.7147087579,-71332.70217818128,593.2511793779267,-192.0125305766269,-13733.392441282642,0.2776682382023772,False,False
177,False,38,52.3524008,False,-71628.49611163212,-71543.02956091761,-71338.41081834897,-290.0852932831476,-204.61874256863666,-13733.392441282642,0.8223316180823641,False,False
177,False,39,52.353733999999996,False,-72116.41583835315,-71561.33891972034,-71344.11774626703,-772.2980920861155,-217.2211734533048,-13733.392441282642,1.099529402576859,False,False
177,False,40,52.3550672,False,-71435.05070925932,-71579.64827852305,-71349.82467418512,-85.2260350741999,-229.82360433792928,-13733.392441282642,-1.4486040983329351,False,False
177,False,41,52.356400799999996,False,-72082.1291193051,-71597.96313068275,-71355.53331435277,-726.5958049523324,-242.4298163299827,-13733.392441282642,1.1187342190508796,False,False
177,False,42,52.357734,False,-70981.35840392926,-71616.27248948546,-71361.24024227087,379.88183834160736,-255.03224721459264,-13733.392441282642,1.1269000265630083,False,False
177,False,43,52.3590672,False,-70721.05100044627,-71634.58184828819,-71366.94717018893,645.8961697426566,-267.6346780992608,-13733.392441282642,0.6209230205772243,False,False
177,False,44,52.360400799999994,False,-70281.8856640595,-71652.89670044789,-71372.65581035658,1090.7701462970726,-280.2408900913142,-13733.392441282642,-0.2658546720109318,False,False
177,False,45,52.361734,False,-71682.29802207333,-71671.2060592506,-71378.36273827466,-303.9352837986662,-292.8433209759387,-13733.392441282642,-0.47415925170015605,False,False
177,False,46,52.363067199999996,False,-72318.02631327184,-71689.51541805333,-71384.06966619274,-933.9566470791033,-305.4457518605923,-13733.392441282642,1.4119359579986375,False,False
177,False,47,52.3644008,False,-73114.1026961998,-71707.83027021302,-71389.77830636041,-1724.3243898393848,-318.05196385260206,-13733.392441282642,0.816972920992507,False,False
177,False,48,52.365733999999996,False,-73114.1026961998,-71726.13962901574,-71395.48523427847,-1718.617461921327,-330.6543947372702,-13733.392441282642,-0.5603976609141534,False,False
177,False,49,52.367067199999994,False,-72402.93027893294,-71744.44898781847,-71401.19216219653,-1001.7381167364074,-343.25682562193833,-13733.392441282642,-0.43775070000245075,False,False
177,False,50,52.368400799999996,False,-71855.54621816309,-71762.76383997816,-71406.90080236422,-448.6454157988628,-355.86303761393356,-13733.392441282642,-0.9063431739940816,False,False
177,False,51,52.369733999999994,False,-70567.79873772015,-71781.07319878088,-71412.60773028228,844.8089925621316,-368.4654684986017,-13733.392441282642,-1.3125325848586424,False,False
177,False,52,52.3710672,False,-71048.38136696862,-71799.38255758361,-71418.31465820037,369.9332912317477,-381.06789938324073,-13733.392441282642,-0.04154832718342427,False,False
177,False,53,52.372400799999994,False,-71530.75064039073,-71817.6974097433,-71424.02329836802,-106.72734202271386,-393.6741113752796,-13733.392441282642,-0.560509941811504,False,False
177,False,54,52.373734,False,-70653.70297742636,-71836.00676854602,-71429.73022628612,776.0272488597548,-406.2765422599041,-13733.392441282642,0.2926819599977941,False,False
178,False,0,52.4511564,True,-71795.9361337559,-71795.9361337559,-71761.14640993756,-34.789723818335915,-34.789723818335915,0.0,0.0,True,True
178,False,1,52.4524896,True,-71829.30471891508,-71847.51446505204,-71766.85333785562,-62.45138105946535,-80.66112719642115,-13446.91558170401,-0.41617783124073826,True,True
178,False,2,52.4538232,True,-71813.42474134694,-71835.39980077527,-71772.5619780233,-40.862763323646504,-62.837822751971544,1885.4152846497427,0.14655751307711484,True,True
178,False,3,52.4551564,True,-71796.61520829643,-71779.83938706925,-71778.26890594137,-18.34630235505756,-1.5704811278847046,20172.047306459543,0.476224512991001,True,True
178,False,4,52.456489600000005,True,-71788.814746388,-71798.45235378233,-71783.97583385945,-4.838912528546643,-14.476519922871375,7814.035250936449,-0.5341636271791579,True,True
178,False,5,52.4578232,True,-71799.62539189965,-71806.1613754187,-71789.6844740271,-9.940917872547288,-16.476901391593856,3759.0023272645794,-0.2744554092498266,True,True
178,False,6,52.459156400000005,True,-71791.80477305422,-71790.51242378904,-71795.39140194519,3.58662889097468,4.878978156149969,5794.81576848689,0.21027715957759763,True,True
178,False,7,52.4604896,True,-71804.39497816788,-71795.4622634453,-71801.09832986326,-3.2966483046184294,5.636066417966504,3692.9904334123166,-0.2877884002124629,True,True
178,False,8,52.461823200000005,True,-71810.99643334904,-71811.65619271428,-71806.80697003094,-4.1894633180927485,-4.84922268333321,604.3922938605176,-0.5870608033590274,True,True
178,False,9,52.4631564,True,-71802.48422751325,-71808.81214127135,-71812.513897949,10.029670435746084,3.7017566776485182,874.1952017776805,0.0635683637613993,True,True
178,False,10,52.4644896,True,-71868.40513580535,-71814.65233385695,-71818.22082586706,-50.18430993829679,3.568492010104819,26.592425000478247,-0.2607701557715032,True,True
178,False,11,52.4658232,True,-71776.59267630323,-71800.69808560851,-71823.92946603475,47.336789731518365,23.231380426237592,66.8849323028553,-0.3191139769956619,True,True
178,False,12,52.4671564,True,-71786.08629500755,-71784.16366737928,-71829.63639395281,43.55009894525574,45.472726573527325,213.9882463935063,0.15530426742253045,True,True
178,False,13,52.468489600000005,True,-71785.83391972464,-71802.72781017225,-71835.3433218709,49.509402146257344,32.61551169864833,-1401.7662020025068,-0.3330708267197724,True,True
178,False,14,52.4698232,True,-71814.27355240204,-71826.19304126463,-71841.05196203855,26.778409636506694,14.858920773913269,-5844.240198374556,-0.4037247723420836,True,True
178,False,15,52.471156400000005,True,-71856.21225435087,-71846.74547457839,-71846.75888995665,-9.45336439422681,0.013415378256468102,-8791.302311249408,-0.2016048832523496,True,True
178,False,16,52.4724896,True,-71834.80827096677,-71841.061107047,-71852.4658178747,17.65754690793983,11.40471082770091,-5154.920875707375,0.31618346693855326,True,True
178,False,17,52.473823200000005,True,-71828.266042021,-71845.6991209649,-71858.17445804238,29.908416021382436,12.475337077485165,-4735.555906724827,0.03822627810749424,True,True
178,False,18,52.4751564,True,-71849.06557160216,-71850.16489069037,-71863.88138596044,14.815814358284115,13.716495270069572,-4443.486066201189,0.045835714867356714,True,True
178,False,19,52.4764896,True,-71795.31005869327,-71835.28279241368,-71869.58831387851,74.27825518524332,34.30552146483387,-1523.157476540937,0.6402339465113496,True,True
178,False,20,52.4778232,True,-71903.24969342271,-71839.5331229842,-71875.29695404619,-27.952739376516547,35.763831061995006,-1812.6515160269662,-0.05880043550752956,True,True
178,False,21,52.4791564,True,-71855.6118843932,-71852.84442066659,-71881.00388196425,25.391997571045067,28.159461297662347,-3047.763036647407,-0.445793079661416,True,True
178,False,22,52.480489600000006,True,-71829.69858727384,-71853.15808153564,-71886.71080988234,57.012222608493175,33.552728346694494,-2655.950058003308,0.1864028811667251,True,True
178,False,23,52.4818232,True,-71837.07398799005,-71856.28339638769,-71892.41945005,55.34546205995139,36.13605366231059,-2614.4336643183387,0.01695484610854292,True,True
178,False,24,52.483156400000006,True,-71850.39947179153,-71861.80979106926,-71898.12637796809,47.72690617655462,36.31658689882897,-2796.21358033479,-0.12282659827055475,True,True
178,False,25,52.4844896,True,-71787.99843739739,-71863.46833142856,-71903.83330588615,115.83486848876055,40.36497445758141,-2618.899800571666,0.1412603740433398,True,True
178,False,26,52.485823200000006,True,-71834.02336737428,-71864.89419390385,-71909.54194605383,75.51857867954823,44.64775214997644,-2453.681784513961,0.1532846891801709,True,True
178,False,27,52.4871564,True,-71758.1663768374,-71858.8863773644,-71915.2488739719,157.08249713449914,56.36249660750036,-1751.6213271475765,0.7829332563746876,True,True
178,False,28,52.4884896,True,-71846.07250400922,-71852.12722300236,-71920.95580188996,74.88329788073315,68.82857888759463,-1097.4881304602093,0.8244808308220613,True,True
178,False,29,52.489823200000004,True,-71827.80150618662,-71849.43797072602,-71926.66444205763,98.86293587101682,77.22647133161081,-809.5898097666412,0.3962113230524962,True,True
178,False,30,52.4911564,True,-71898.63501911359,-71851.43936287926,-71932.37136997569,33.73635086210561,80.93200709643133,-872.5937601719643,-0.09737036429947521,True,True
178,False,31,52.492489600000006,True,-71860.05173795404,-71852.61413981263,-71938.0782978938,78.0265599397535,85.46415808115853,-873.4888599489167,-0.047233926661256476,False,True
178,False,32,52.4938232,True,-71848.46582898882,-71856.3587989486,-71943.78693806144,95.3211090726254,87.42813911284611,-1035.155950308983,-0.27256316488809773,True,True
178,False,33,52.495156400000006,True,-71869.41821237897,-71856.232616301,-71949.49386597953,80.07565360056469,93.26124967852957,-943.377782058332,0.16618615246125623,True,True
178,False,34,52.496489600000004,True,-71903.47894774593,-71857.54985008191,-71955.20079389759,51.72184615166043,97.65094381567906,-947.9477206306326,-0.42601091443190486,False,True
178,False,35,52.497823200000006,True,-71854.25387832084,-71865.75169204529,-71960.90943406528,106.65555574443715,95.15774201999011,-1358.3265646302643,-0.8150606709576185,True,True
178,False,36,52.499156400000004,True,-71859.47594169974,-71868.1216662672,-71966.61636198334,107.14042028359836,98.49469571614463,-1391.0369683064998,-0.08686290477511438,True,True
178,False,37,52.5004896,True,-71901.86742988124,-71870.0163367234,-71972.3232899014,70.45586002015625,102.30695317799109,-1394.1387572481515,-0.22444124355859785,False,True
178,False,38,52.501823200000004,True,-71913.03587350258,-71880.19597973785,-71978.03193006908,64.9960565664951,97.83595033122401,-1877.7344036245904,-0.8635655075035071,True,True
178,False,39,52.5031564,True,-71920.76227675975,-71888.6251392747,-71983.73885798715,62.97658122739813,95.11371871244046,-2227.234676531172,-1.0236527549004135,True,True
178,False,40,52.5044896,True,-71923.01794951767,-71891.63151283686,-71989.4457859052,66.42783638753463,97.81427306834667,-2230.215491453934,-0.5311485945991716,False,True
178,False,41,52.5058232,True,-71908.226766699,-71902.23651798464,-71995.15442607288,86.92765937389049,92.9179080882459,-2682.4765508949436,-1.0005104069493564,True,True
178,False,42,52.5071564,True,-71852.00973516058,-71909.56312327644,-72000.86135399094,148.85161883036199,91.29823071449937,-2904.9044156896816,-0.6001902825792007,True,True
178,False,43,52.508489600000004,True,-71870.5120875978,-71913.39249608645,-72006.56828190904,136.0561943112407,93.17578582259011,-2901.3971100645485,0.030268670198677405,False,True
178,False,44,52.5098232,True,-71838.8628612231,-71915.71295716718,-72012.2769220767,173.4140608535963,96.5639649095101,-2806.956679141735,0.2003625595221279,True,True
178,False,45,52.511156400000004,True,-71880.48305168858,-71916.80816533945,-72017.98384999478,137.50079830619507,101.17568465533259,-2647.4051691912036,0.37509838882423585,True,True
178,False,46,52.5124896,True,-71865.5807615868,-71920.28499496184,-72023.69077791284,158.11001632604166,103.4057829509984,-2643.159494467713,0.7028796020050869,False,True
178,False,47,52.513823200000004,True,-71849.22376945637,-71917.44526298909,-72029.39941808053,180.17564862416475,111.95415509144368,-2260.1509619642356,0.7800649584597914,True,True
178,False,48,52.5151564,True,-71826.18090309623,-71920.35243212817,-72035.10634599859,208.92544290235674,114.753913870416,-2251.7517065914517,0.8706420781505546,False,True
178,False,49,52.5164896,True,-71848.62747797328,-71923.25041007782,-72040.81327391665,192.18579594336916,117.5628638388298,-2243.952575170726,1.428729203887011,False,True
178,False,50,52.5178232,True,-71844.92002674777,-71926.09180548656,-72046.52191408433,201.60188733655377,120.43010859776405,-2233.2261159491895,-1.4608480107052868,False,True
178,False,51,52.5191564,True,-71855.76117612129,-71928.91520266287,-72052.2288420024,196.46766588110768,123.31363933952525,-2222.8690979336793,-1.2154079989414668,False,True
178,False,52,52.520489600000005,True,-71928.22211086398,-71931.87049002385,-72057.93576992048,129.713659056506,126.065279896633,-2222.3426493104735,-0.5444369173457082,False,True
178,False,53,52.5218232,True,-71908.92508036776,-71941.43499840962,-72063.64441008813,154.71932972037757,122.20941167851561,-2560.816366160607,-0.5854110837501899,True,True
178,False,54,52.523156400000005,True,-71942.31938522076,-71944.8458478165,-72069.35133800622,127.031952785459,124.50549018972379,-2560.583730486221,0.2502631622535336,False,True
179,False,6,52.5337044,True,-72126.44938142938,-72126.44938142938,-72114.50335996825,-11.94602146113175,-11.94602146113175,0.0,0.0,True,True
179,False,7,52.535037599999995,True,-72144.15488930284,-72144.15489199465,-72120.21028788632,-23.94460141651507,-23.94460410832835,-9.559531759131556,-0.2942721433166682,True,True
179,False,8,52.5363712,True,-72125.58805775915,-72129.82663413313,-72125.918928054,0.3308702948561404,-3.907706079131458,7974.978519496424,0.33181115509504844,False,True
