session_id,tracklet_id,receiver_id,channel,edge,start_utc_ns,end_utc_ns,span_s,observation_count,tle_attempt_state,production_score_state,production_leader,production_abstention_reasons,review_state,review_leader,review_leader_evaluation_rms_hz,review_runner,review_runner_evaluation_rms_hz,research_clear_leader_threshold_pass,cross_receiver_group,catalogue_exclusion_count,propagation_exclusion_count
scan-hop-01b11a5d776e7369,sha256:32611fcaf392bd9fe0b6959d49e7122ca220cd44fdf5daeb0f5d58d6763ea59b,1,3,lower,1789989572505173127,1789989596945504327,24.4403312,39,not-attempted,not-scored,,,reviewed,63148,60.997762177139506,67852,288.4984268995733,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:3615993bc8192ec386e7525dc6d3f53f7be30362a51bd0ddc1aff129ec25a747,0,1,lower,1789989713205121527,1789989731682698327,18.4775768,15,not-attempted,not-scored,,,reviewed,62478,95.09745244373403,52452,383.65076749844246,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:3a6562f22b17dd65a5471d88e15c6f7f5d7114f00b6cb7cdeb3020f3b343b29b,1,4,lower,1789989582053251927,1789989613596250727,31.5429988,36,scored-group-member,non-abstaining,64184,,reviewed,67852,73.31366339787546,64071,848.3015638587211,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:3b06bf2d54015d814c0296018eda81ff3eca8ec0ae84c02ed915587b05b2ca08,1,3,lower,1789989631788473127,1789989656763453927,24.9749808,22,not-attempted,not-scored,,,reviewed,67079,63.233961365970565,63570,46.85018953841997,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:3d1e8495d40d9ebe7c6a4335ec6f333be4099d86a1531eb0daf67d0ab053b2b9,0,1,lower,1789989732171857927,1789989746843962727,14.6721048,28,not-attempted,not-scored,,,reviewed,68115,90.6304358476196,59554,2419.812783563352,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:4d78ee5dbf004b071d269000c0a350b279ad14bc45cb1c0ab2da1de5aebde31d,1,4,lower,1789989717150500727,1789989731422810727,14.27231,25,not-attempted,not-scored,,,reviewed,68115,38.31596895498684,52452,2166.5816787105746,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:5893fedf39488361e1e25998cd2ab7e864d5c19bd1a39cc4e480164c96c06ef0,0,1,lower,1789989780421141127,1789989796324119127,15.902978,24,not-attempted,not-scored,,,reviewed,67870,197.64332214002874,45369,1185.0106764820482,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:5b8b7ec352f6e0b016bd147cd0a932857df932a63116fc26f84fd49ac79a4816,1,2,lower,1789989737014017527,1789989749249061927,12.2350444,13,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-01b11a5d776e7369,sha256:5e3c5e5403fb027185d81bc75dfb2b2d2401a7341f1240734b6ac6af2421b225,1,3,lower,1789989597939721527,1789989612708095127,14.7683736,27,not-attempted,not-scored,,,reviewed,65348,102.55144638622008,64184,99.54929219876084,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:6c8be18286e9133e439695b49199abaf4d15ddfaec5d55e13448642d82ac580b,0,4,lower,1789989743895720727,1789989761736037527,17.8403168,17,scored-group-member,non-abstaining,59554,,reviewed,59554,89.42103766744832,68115,588.1646374222956,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:793c7a4a4ec1e5e6c324e18c38b8953a4cc033a8a168a5d363aa06bcdbf9b3d4,0,2,lower,1789989587381267527,1789989624554863527,37.173596,53,scored-group-member,non-abstaining,64184,,reviewed,67852,118.40755948177073,64071,3185.557367085661,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:7cbd112a28470511c1ba50769480cf9df3feeef61030092e8cd10912e84938b0,1,2,lower,1789989552620907527,1789989560417298727,7.7963912,16,not-attempted,not-scored,,,reviewed,67852,60.22845126771319,64071,50.996109827816134,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:7ede0412a20fa804638c9e7b0a7b7ab1a6991b934aeb97a35c9578b92f7c3146,0,1,lower,1789989671885187927,1789989679508110327,7.6229224,9,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-01b11a5d776e7369,sha256:882ad02fc9e219d6df03966d3ce3c868525c42731d2fac13bab62f47c7af3743,0,3,lower,1789989616759833127,1789989661344858727,44.5850256,90,scored-group-member,non-abstaining,64184,,reviewed,65348,127.43501120598462,64184,281.69975116139614,False,True,0,0
scan-hop-01b11a5d776e7369,sha256:8c03fa2befa3b173bf445de1fd22a48b845b6ba62db92ff043e5c0e6ccffa2dc,1,2,lower,1789989581798561527,1789989622521280327,40.7227188,68,scored-group-member,non-abstaining,64184,,reviewed,67852,79.7119281736318,64071,2792.9237601102586,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:8f7cc646af3fe15dc3a26506c42fed368f17e056b535d310df73d2aad169bbae,1,1,lower,1789989603297039127,1789989626214814727,22.9177756,44,not-attempted,not-scored,,,reviewed,65348,70.07362847266576,57249,128.1891352832636,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:90252e23a1c848f115d466b44e7ddede8152fb78eefadff7da7e8f896f3a41b9,1,2,lower,1789989561166353927,1789989581817515927,20.651162,44,not-attempted,not-scored,,,reviewed,67852,61.176199174469026,63148,180.58226249902017,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:92b77a1042fdf8e931c09c3713b5ca7c2edfea6996d69c51090e799518eedd5e,0,4,lower,1789989713078343927,1789989734229361927,21.151018,37,not-attempted,not-scored,,,reviewed,68115,160.32378846936498,52452,3172.209721609867,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:945833c8419b1488d71ba3f05b7fc9d8b979821f1a68da31720ef03475e084d0,1,1,lower,1789989563075711927,1789989584485485927,21.409774,30,not-attempted,not-scored,,,reviewed,63148,209.58647850964596,67852,323.5695999616409,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:96371c04d9a1b2d7af8443870546b5d27f74f69c02cc96a56a3f85d81ab77d04,1,2,lower,1789989762477056327,1789989780306718727,17.8296624,25,not-attempted,not-scored,,,reviewed,67175,54.59709966047503,67870,281.39250423563374,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:97edfd237f3cc26e95789dee8d13b970423974db60988ec1434dac3761cf30b8,1,1,lower,1789989747331769927,1789989761609363527,14.2775936,29,scored-group-member,non-abstaining,59554,,reviewed,59554,76.28621007117009,68115,441.60149851040603,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:9ff8a3c8fdd83bd59b3424e1daba1603a74154d76b1af031cc16ac2f403dcf54,1,3,lower,1789989612689140727,1789989658800733927,46.1115932,80,scored-group-member,non-abstaining,64184,,reviewed,65348,69.3990707293914,64184,294.63184581316824,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:a5496c5be930738c2b378edcc0a4d5b3acf197f9282993ac42b049921d098dae,0,4,lower,1789989507410594727,1789989521957177127,14.5465824,31,not-attempted,not-scored,,,reviewed,68116,75.44676975057111,47770,127.43922724834792,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:ab022ad49f7a432fc3130250360d6827348a895920e26f211dc0cce85348227a,0,1,lower,1789989747331769927,1789989761097167527,13.7653976,27,scored-group-member,non-abstaining,59554,,reviewed,59554,115.58340997312274,68115,281.3980484324229,False,True,0,0
scan-hop-01b11a5d776e7369,sha256:b057d4e20b33eba3ccf14d86a529a18db7087defb93aa785e732813d2d1315a4,1,3,lower,1789989739938101527,1789989746590381527,6.65228,10,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-01b11a5d776e7369,sha256:b5ce3e1d37bb1dcfb14154c44f4440db0f7462eb2ea6c68e3cde1e2e6a301b73,0,4,lower,1789989792110501127,1789989796449238327,4.3387372,9,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-01b11a5d776e7369,sha256:c30467fede94973abad4c0ede4e0c6ae24c909f0a8df2467e6c804e9f4d6484d,1,1,lower,1789989777370459927,1789989796324119127,18.9536592,39,not-attempted,not-scored,,,reviewed,67870,93.32260721594417,45369,1062.721177939641,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:cba3b0e8fa0d5019581d706ded6869343e3912dc5f4c322afa31398eaf9d7d21,1,3,lower,1789989513013008327,1789989539265442327,26.252434,37,not-attempted,not-scored,,,reviewed,63152,112.47121836118009,55572,265.3720740840222,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:ce4f143587a0f9c2e829ce7e9e9359c22a62b67d44c17f2cd0185c22b5ce097d,1,1,lower,1789989522574542727,1789989566917505927,44.3429632,86,scored-group-member,non-abstaining,59081,,reviewed,59081,70.23572781292111,65323,1467.3925386781289,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:d6d1c6204fcb7722fef81f3aeb8080b465c8b75a8caa869b9423e052e7eaaae3,1,2,lower,1789989630771179127,1789989695560789127,64.78961,124,scored-group-member,abstained,63570,catalogue-leader-did-not-persist-on-heldout;heldout-rank-instability,reviewed,67079,127.36105780529559,63570,464.0964664540722,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:d8412d4049ef107783d3dca29eef7700335e7811c6a281e8c44364d02ded5cb6,1,4,lower,1789989508945251527,1789989521444099927,12.4988484,11,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-01b11a5d776e7369,sha256:dc99b8176f189c0f8b2a1294eb277a974af258088b7caa9719442f19ae2cb9fb,0,4,lower,1789989768328928327,1789989791743887527,23.4149592,29,not-attempted,not-scored,,,reviewed,66975,135.8812350072564,45369,537.5058095461776,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:e1c5b1ef792aac8c4785159322880ffaf2ac164339c8e5b98d9caf21c0a69d8b,1,4,lower,1789989732681081527,1789989761736037527,29.054956,42,scored-group-member,non-abstaining,59554,,reviewed,59554,57.54033531774962,68115,1731.4155408180384,True,True,0,0
scan-hop-01b11a5d776e7369,sha256:e1d699de2c58da3a367e223c28144d9a0e21c28fa2343275e97f6f1e141c2be5,1,4,lower,1789989760694360327,1789989775986725127,15.2923648,22,not-attempted,not-scored,,,reviewed,67175,66.09687819893989,67870,123.19097835804027,False,False,0,0
scan-hop-01b11a5d776e7369,sha256:f0d2650a59965dfb0c98a4bdae01cf05da611ec6e5d560896b6bd7521c84de8b,1,2,lower,1789989689301047527,1789989715897428327,26.5963808,51,not-attempted,not-scored,,,reviewed,62478,78.14284308194891,52452,509.94288709985983,True,False,0,0
scan-hop-01b11a5d776e7369,sha256:f646e4d5d2dc71d9dc85946c7a66a69679f72562d9b01ab879ef649ccd50bfb2,1,2,lower,1789989520274382727,1789989531478770727,11.204388,11,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-04659e64a57981df,sha256:0c75b3ec641788c1be04535160af476ea9f7d506fbd7324b706af07e9c60c310,0,1,upper,1789998990497617944,1789999001863181144,11.3655632,20,not-attempted,not-scored,,,reviewed,67816,194.16229191802398,53404,47.612970546486864,False,False,0,0
scan-hop-04659e64a57981df,sha256:12187aa5bd1e3fe16444f8124016565151139372371517af70a14eb4ad2e79c7,0,4,upper,1789999032224316744,1789999043044494744,10.820178,18,not-attempted,not-scored,,,reviewed,66062,143.47160222640736,60060,192.93544789547417,False,False,0,0
scan-hop-04659e64a57981df,sha256:29af0ac67dbd3eddfc304cd5d3dec537aaced3b7e304ed70ec993b4d575e1814,1,1,upper,1789999123436235544,1789999153507257944,30.0710224,44,scored-group-member,non-abstaining,100417,,reviewed,100417,68.34909139653995,100449,878.0222996680772,True,False,0,0
scan-hop-04659e64a57981df,sha256:2d70b07059c12308c85252720c99c4b6539a6d7c2a21ba2adc2fbb031b1c89d5,1,1,upper,1789999017213577944,1789999031608547944,14.39497,34,not-attempted,not-scored,,,reviewed,66599,92.81354091134266,64762,473.9878048391094,True,False,0,0
scan-hop-04659e64a57981df,sha256:32fc0859428373200032dc4b85c5d0b1ccd25ba13e7794f50564538a566bf731,0,4,upper,1789999047222909944,1789999078069091944,30.846182,83,scored-group-member,non-abstaining,66066,,reviewed,66066,143.7740265156237,55986,650.9969937489602,True,True,0,0
scan-hop-04659e64a57981df,sha256:3f22fd710a750d25ce6696e222cb93c37530e980a12004eca44772eed1e7318e,1,1,upper,1789999137173512344,1789999151471228744,14.2977164,29,not-attempted,not-scored,,,reviewed,100413,53.160150902169306,59410,502.86429769036096,True,False,0,0
scan-hop-04659e64a57981df,sha256:4aecba7a940a2049de69ab5f57245db529921df7c766d96a6dea176729969e2e,0,2,upper,1789998867163050744,1789998890587164344,23.4241136,57,not-attempted,not-scored,,,reviewed,58362,187.2235474435547,47805,187.74060544035783,False,False,0,0
scan-hop-04659e64a57981df,sha256:4c131365277a30d519a5d359e56ba1a2d976f5cb1d080bf848c919bc6875c7d9,0,1,upper,1789999026867148344,1789999036684751144,9.8176028,9,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-04659e64a57981df,sha256:55897283fda7b3df57ffd3e6588ebe27ef10c13e3ed7d18f4676e785393e86f5,0,1,upper,1789998943264274344,1789998956937765144,13.6734908,22,not-attempted,not-scored,,,reviewed,63446,131.68066990647102,62267,268.1016604294429,False,False,0,0
scan-hop-04659e64a57981df,sha256:56b5d7f29c91dfadb39dad4c7392bcc14c85316baa261c8b9e25d3c811b2772b,1,2,upper,1789999001969363944,1789999031733725944,29.764362,44,not-attempted,not-scored,,,reviewed,59550,95.57791218215023,58421,1210.018115150149,True,False,0,0
scan-hop-04659e64a57981df,sha256:645fff70aaee2587c7cc687a5a0a275096d9245cfb1ce2ed197d11bbcb1d0829,1,4,upper,1789999016574914344,1789999031860549144,15.2856348,25,not-attempted,not-scored,,,reviewed,66599,82.71863890003446,64762,426.25218438639865,True,False,0,0
scan-hop-04659e64a57981df,sha256:6be8ea2875ca2bcc55aca4da04cd02e7b251fe759f90f7fab3ed60cd9e001e4b,0,1,upper,1789998856851542744,1789998881935256744,25.083714,56,not-attempted,not-scored,,,reviewed,58362,152.51997981679094,47805,268.88933637297833,False,False,0,0
scan-hop-04659e64a57981df,sha256:6db768b5c834bb56c2ac72a7d92565bf2d1e2f14dad61cbf827d7ce691f649db,0,1,upper,1789998976257626744,1789998985951251544,9.6936248,9,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-04659e64a57981df,sha256:6df37c057bcc1de789cb8814722f5abf9e754a0e630712da1f459228863d2e26,1,2,upper,1789998867162770344,1789998886505902744,19.3431324,55,not-attempted,not-scored,,,reviewed,66601,94.350977737697,56336,110.82292943459896,False,False,0,0
scan-hop-04659e64a57981df,sha256:71b2fb08e1c55ed7d7bb72eab6fa6f20d40ee4582dd0d78c9cc8bdf596b0b7f5,1,2,upper,1789998886486948344,1789998926717919944,40.2309716,97,scored-group-member,non-abstaining,66601,,reviewed,66601,165.12599031603705,63446,970.455981855489,False,True,0,0
scan-hop-04659e64a57981df,sha256:786c40a75a75e56bf6d3fa494c1872967fcd95f0d8d836b11d5922d1063ed271,0,2,upper,1789999032601652344,1789999042535214744,9.9335624,18,not-attempted,not-scored,,,reviewed,66062,189.4758411667618,60060,201.76966939515904,False,False,0,0
scan-hop-04659e64a57981df,sha256:833bccd6f1f7d3d8138719166973b4ae1408ea240e6787b89064d895251740ff,1,2,upper,1789999105498470344,1789999131721356744,26.2228864,26,not-attempted,not-scored,,,reviewed,56326,59.862686747106764,66853,95.84705618750941,False,False,0,0
scan-hop-04659e64a57981df,sha256:8dbb56e1483d0d71d4b2b614d350588382266dcb7a6cf21263ac4b8dc47a7338,1,3,upper,1789999130426519544,1789999156295028744,25.8685092,45,not-attempted,not-scored,,,reviewed,59492,107.54390926541423,49411,285.20460719827423,False,False,0,0
scan-hop-04659e64a57981df,sha256:8f22259a643b2c6c9dee30e90d18bbd8e1539c1a298db01b76a7be3ad215051e,1,1,upper,1789998929878886344,1789998955655254744,25.7763684,31,scored-group-member,abstained,66575,tau-boundary,reviewed,66575,68.97147921769086,56003,190.958375284571,False,True,0,0
scan-hop-04659e64a57981df,sha256:957cb35965d41f3cb5665002c958f59cef3355a549338fac0641b0ff47521a88,1,2,upper,1789998945949474744,1789998956169797944,10.2203232,11,scored-group-member,abstained,66575,tau-boundary,not-reviewed,,,,,,True,0,0
scan-hop-04659e64a57981df,sha256:a2396b53c9264bf41b485acc26910425d215a90b9517e999a9acea9dc198e55f,1,4,upper,1789999047222909944,1789999068667029544,21.4441196,44,scored-group-member,non-abstaining,66066,,reviewed,66066,75.4351869032582,55986,654.5617032611586,True,True,0,0
scan-hop-04659e64a57981df,sha256:b1d2775eb8749931349ef45a762f26c9db59bcdb3adfd9d80b0526b367e31b21,0,3,upper,1789998957936204344,1789998973481756744,15.5455524,27,not-attempted,not-scored,,,reviewed,66575,146.1640574168228,56003,146.7069476584202,False,False,0,0
scan-hop-04659e64a57981df,sha256:b41f4794dd4a335aa296fa7e3626608b30844c91405df9c147b7256c85f8a047,0,1,upper,1789998946714991144,1789998956423251144,9.70826,10,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-04659e64a57981df,sha256:ba300648bee123d708e923480b73a57cda1a0c58ace94cf04da217f9c74f0bf7,1,1,upper,1789998883310903544,1789998911332650344,28.0217468,71,scored-group-member,non-abstaining,66601,,reviewed,66601,142.3631510975884,56336,415.9150160091226,False,True,0,0
scan-hop-04659e64a57981df,sha256:c68838fc692ee8dc6d7015137dec11e27d841499ba9b7d025814997cd40e6eae,0,1,upper,1789999018732506344,1789999031608547944,12.8760416,22,not-attempted,not-scored,,,reviewed,64762,535.2771764006005,66599,321.64892911813524,False,False,0,0
scan-hop-04659e64a57981df,sha256:ca2f4df4128b71d569628ff015467ec41a71231e581f86bed5eca57c16a53495,0,1,upper,1789999048249581944,1789999076792455144,28.5428732,65,scored-group-member,non-abstaining,66066,,reviewed,66066,131.30605100372475,55986,708.0992348804431,True,True,0,0
scan-hop-04659e64a57981df,sha256:cd53357c5463aa85f6c39b92729706be0f6e663d1b87050dfabfe344db423568,1,4,upper,1789998987569373944,1789998993456388344,5.8870144,13,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-04659e64a57981df,sha256:d1a2afdc40ff7882adfda4bc74bc67651093228b7cefc43ea5a9da8b01d72c4f,0,2,upper,1789998896535004744,1789998926717919944,30.1829152,68,scored-group-member,non-abstaining,66601,,reviewed,66601,140.42925407888728,63446,628.842475582261,True,True,0,0
scan-hop-04659e64a57981df,sha256:d5d76ef2ab40911e45f3aa9112c18a71f59f295b2eac2e63f9789ea25da9195c,0,4,upper,1789998937277661944,1789998969159171144,31.8815092,70,scored-group-member,abstained,66575,tau-boundary,reviewed,66575,146.15569023347902,56003,201.99592275008192,False,True,0,0
scan-hop-04659e64a57981df,sha256:d7bc4f0b67763ba93e6c7c72697de5642162a4b9aca084769d055c281b62ace7,1,3,upper,1789998966331919144,1789998986204301144,19.872382,29,not-attempted,not-scored,,,reviewed,64762,110.09947231531548,66062,195.360560081223,False,False,0,0
scan-hop-04659e64a57981df,sha256:e060f8aedcb72cfb429f546a87350b7a173432ef069731217ea17556872b1678,1,1,upper,1789999002221621544,1789999016212629944,13.9910084,27,not-attempted,not-scored,,,reviewed,66062,49.08901668263147,100411,247.61391389552253,True,False,0,0
scan-hop-04659e64a57981df,sha256:e09ad7d2bd3ac387b04ca5e00ab94a8830719d4adb2f99b8d8de20ac7c0a8016,1,4,upper,1789998993437433944,1789999016593868744,23.1564348,52,not-attempted,not-scored,,,reviewed,66599,272.9901336092693,59550,481.3811415139588,False,False,0,0
scan-hop-04659e64a57981df,sha256:e0e2cb06eebd0df2abb22657d5b07ef10ba135dc671dc949cc9d7962b3caf9b0,1,4,upper,1789999122165421144,1789999145097776744,22.9323556,35,not-attempted,not-scored,,,reviewed,59410,97.73114643782417,55598,856.2173579437626,True,False,0,0
scan-hop-04659e64a57981df,sha256:e3d0bbe5391fca244ae4387d4b1fc13bebaf6835e470b4a4877a98876d4c23e5,1,4,upper,1789999021261449144,1789999034397847544,13.1363984,10,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-04659e64a57981df,sha256:e4706b969b6d6c7b02d55d2a86075f212cdff24922476ca427f45823ab4613a6,1,1,upper,1789998906589551144,1789998928629830744,22.0402796,47,not-attempted,not-scored,,,reviewed,56003,80.75357811237637,66575,94.44486960355523,False,False,0,0
scan-hop-04659e64a57981df,sha256:e702bbdb31bb12b63d67148c290bd4b4f49ee8911f0282caca9cc2fece87fcc8,1,1,upper,1789998967226594344,1789998986835075144,19.6084808,35,not-attempted,not-scored,,,reviewed,64762,113.04672893158963,66062,272.31160307241726,False,False,0,0
scan-hop-04659e64a57981df,sha256:e7a0917343ef6fa92078840a443fdd87feb300cc85ff4e212a4c520bfbada052,1,4,upper,1789998916664719944,1789998965591020744,48.9263008,110,scored-group-member,abstained,66575,tau-boundary,reviewed,66575,152.3602405074437,56003,382.9389965397629,False,True,0,0
scan-hop-04659e64a57981df,sha256:f5e5183b6fc3977146b5c0bbff9ba0cada8a7d019685ceb3b04e6790f5999589,1,4,upper,1789998903521346344,1789998917575676744,14.0543304,19,not-attempted,not-scored,,,reviewed,56003,137.00730789762997,53423,146.95985654499344,False,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:087536815846fa1757ac020099a17b264c1b4481b42845c4792fc5db7d9cbeb1,1,3,upper,1789992132827407517,1789992146602497917,13.7750904,21,not-attempted,not-scored,,,reviewed,67203,89.7820168852655,52986,96.27190627972597,False,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:0a61e546f7789a0673fc3d7ee2dfe88c3a2035bfcb8d68ca7c1f63d7c35e8228,1,3,upper,1789992121099697517,1789992143034869117,21.9351716,31,not-attempted,not-scored,,,reviewed,57224,108.0698608956366,47760,154.5364250654141,False,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:10bad05ddb98f06fcf00f09920c535283dc0bfb51cabe3465b6e87cb040110e8,1,1,upper,1789992229051771117,1789992273233350717,44.1815796,94,scored-group-member,non-abstaining,57909,,reviewed,57909,119.29262676663825,48574,452.9183649187546,True,True,0,0
scan-hop-06f6cbf16f6c5563,sha256:16f4d97d4a0deeac392c415eece6302e90f0f192e2d7a771ab2b1fd4fca0501f,1,3,upper,1789992212732932717,1789992228434687917,15.7017552,20,not-attempted,not-scored,,,reviewed,57909,108.48905766262251,52379,126.32396116134854,False,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:1f001c306bc7496342ebe14da6a0debdde9c1f1f966cd1a8894be87b1f6157ce,0,1,upper,1789992181590729917,1789992206788348717,25.1976188,26,not-attempted,not-scored,,,reviewed,63697,219.47971608794705,46375,1208.3462714635557,False,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:221929340bd2c5546e0555394d5fe6974672110915fcdff37025413c78b2c47b,1,3,upper,1789992027253567917,1789992040883155917,13.629588,24,not-attempted,not-scored,,,reviewed,66111,56.086242929114185,64067,611.2740098699408,True,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:25a388d23ada8c13195aa3fdf93e236cffba106fcf89765efa025955bd934e6a,1,1,upper,1789992135751387117,1789992154605215117,18.853828,23,not-attempted,not-scored,,,reviewed,67203,116.95646306295139,52986,106.25602519424164,False,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:25e0575e221801cc7170f2bcaba58290c3e62ffb3e320fb4591024842e636458,1,3,upper,1789992018241373517,1789992041385591117,23.1442176,31,not-attempted,not-scored,,,reviewed,67498,128.00644314563706,63719,1777.7550652091338,True,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:40744bea2ee19fbdfa15cde05ede3b7de97cd4f256dfa43d60727975a1d7d8eb,1,1,upper,1789992195359977517,1789992221293689917,25.9337124,46,not-attempted,not-scored,,,reviewed,66088,102.05569868676486,60043,1038.5229757801824,True,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:46ae8217182b1756ab59d83f538ab0dc3a552d9c258a97832cc3ccc52670b29f,0,1,upper,1789992083749258717,1789992100919971917,17.1707132,12,not-attempted,not-scored,,,not-reviewed,,,,,,False,0,0
scan-hop-06f6cbf16f6c5563,sha256:4dd4a429d15ee8a0cab32bd9e832708d32a65d8961974feb628cabcd2abde92a,0,4,upper,1789992253118497117,1789992281629258717,28.5107616,52,scored-group-member,non-abstaining,57909,,reviewed,57909,104.0188092256923,57926,193.31588175473547,False,True,0,0
scan-hop-06f6cbf16f6c5563,sha256:534ea0c0eb24707c582b0b08ba00e19dba17c4a219a4e6ec546f1ea757ad81eb,1,1,upper,1789992138300056717,1789992172951036317,34.6509796,36,not-attempted,not-scored,,,reviewed,60441,166.34910261134073,47760,2208.5007871532243,False,False,0,0
