branch_resolved_cfo_seed_hz,channel,chunk_compressed_sha256,decimated_2p5m_direct_phase_r,decimated_2p5m_frequency_hz,decimated_2p5m_median_direct_coherence,decimated_2p5m_random_held_r,decimated_2p5m_random_training_r,decimated_2p5m_rate_hz_s,deployed_pilot_held_rms_deg,deployed_response_normalized_r,deployed_retained_bandwidth_hz,direct_phase_r,edge,fft_common_masked_phase_r,fft_common_phat_phase_r,fft_direct_rms_deg,fft_full_phase_r,fitted_frequency_hz,fitted_rate_hz_s,label,median_direct_coherence,median_fft_retained_bandwidth_hz,median_raw_coherence,phase_blind_priority,random_held_r,random_training_r,raw_phase_r,session_id,source_uncompressed_sha256,visit_index,window_count
674853.3580860491,4,sha256:fbc468db261f6b6203f47cbac0676b154d6396d2a98b8a3256a2a93483b94b63,0.7453728255249972,674869.8580860491,0.18053699968007178,0.5899364753061653,0.8881266084029783,475.0,5.9776976762299165,0.9942663405775044,9223632.8125,0.7510599294182764,lower,0.7508702082939762,0.7513768641948197,5.230272380946967e-15,0.7510599294182764,674870.3580860491,475.0,H1,0.30543277185533035,4224243.1640625,0.00579431139550761,0.6279905344037449,0.6021803891888756,0.8822500602198315,0.13948148355802165,scan-fw-e78bf49faf433d04,sha256:3df1b3f50ef4d1dfe74f0438005244806086a668d8b5fa33f39dcc2ca2043575,739,71
674760.4029293256,3,sha256:391a1a77b6d131295d5c6b34e56ff022bdaebe9f4ba166eb75b605deda7d7ce8,0.7486071294392254,674758.9029293256,0.10256227969199075,0.7189896161637692,0.721113379881491,-150.0,2.53556755397803,0.9727659472889856,9245605.46875,0.7442012947029484,lower,0.7483226895225391,0.7351123390284532,4.270499516363916e-15,0.7442012947029484,674758.9029293256,-150.0,H2,0.14363838219407646,4597473.14453125,0.006389483679419909,0.5696110082254504,0.7450526198229457,0.637019036291741,0.12647126108835532,scan-fw-25eae90b871e6bbb,sha256:8a930fdefa4260e8e1548b93f5ca06071c89473d3dd414958266b4c0b1744257,1136,71
674392.6427556162,2,sha256:8e3d2db4e7f9f7be5061915e68fcd7327cb84120341ff7f7f62389f7ffd5d773,0.6460635299805781,674359.6427556162,0.12474378605991486,0.53346681159961,0.7788116266382631,-725.0,3.4339772489246188,0.983918262220527,9245605.46875,0.6372541847180998,lower,0.6369401123386875,0.634829890003871,4.270499516363916e-15,0.6372541847180999,674359.6427556162,-725.0,H3,0.1750227650124686,4590148.92578125,0.006268530247380593,0.5198429935347738,0.44115733994153405,0.7869845482608292,0.055554451211973783,scan-fw-94dcda7ded855b71,sha256:4509d9ff1fa24107c3736c3999b6fbfecd40fb219ccdb4454695e1420c9eab8a,1000,71
674739.265228929,2,sha256:f675566f791a5719df01ec2e366a7a14039e7159ae456c9c76488efb1ce3a458,0.7531326391760546,674723.765228929,0.14443800775720916,0.2209069620025656,0.760367064251271,-425.0,2.197163947885196,0.9840952525713387,9245605.46875,0.748373244565408,lower,0.7483191447361595,0.7469262974813823,4.270499516363916e-15,0.748373244565408,674723.765228929,-425.0,H4,0.19703714930759292,4473876.953125,0.006814908065050172,0.5125113788750387,0.2116640059574328,0.7686447810154521,0.1038459386677442,scan-fw-452dfcf3eb70ece0,sha256:1fc3f971a6ba46bca046155f38715cc988f813debc36cb3095ef6df2ee9c9ef8,804,71
674804.4722974458,4,sha256:5f9cf5233cb1eb6804fe492e35f5c46cb017593ccdb18eab71c53d24a6e0a2b4,0.7539507130711071,674816.4722974458,0.13188259197071275,0.7455117431372572,0.7685758917383301,300.0,3.428635735570005,0.9850314097249607,9245605.46875,0.7509495033663808,lower,0.7504473247690825,0.753651164385089,4.270499516363916e-15,0.7509495033663808,674816.9722974458,300.0,H5,0.21428366711926172,4422302.24609375,0.006638361235613464,0.4857113724144269,0.6023955568919686,0.795445880113137,0.11364238422882236,scan-fw-438bc1098ed57bd4,sha256:e353ebd62069e5c2754ddfb858cd9e0e07ed44b33f66b411e9f538f122f702d2,74,71
