visit_index,time_s,held_after_20ms,qin_phase_deg,qin_tone_coherence,rx0_exact_control_power_ratio,rx1_exact_control_power_ratio,broadband_phase_deg,broadband_coherence,pilot_band_phase_deg,pilot_band_coherence,outside_pilot_phase_deg,outside_pilot_coherence,unmasked_phase_deg,unmasked_coherence
259,0.000902327863025489,False,-67.94707510678957,0.9734938765818525,8.95302376597587,20.361364516800432,-72.53749977251532,0.07260130327276992,-76.73659908032356,0.07935955286189562,-69.6910447771265,0.06948867129622442,-71.83519037911088,0.0693141840520372
259,0.00223562786302549,False,-68.24778668729357,0.9500323576722102,18.329409503203756,37.79448416152904,-41.60514690756745,0.041148251314655576,-54.65115990034553,0.0675599495195308,-37.95850276721378,0.036215254950012016,-42.06003029982676,0.04139571936450562
259,0.00356902786302549,False,-69.95930596035116,0.9677358162027744,12.548111426725937,31.24482044439701,-70.88919428616755,0.08633447444756638,-80.37194884855691,0.07859909668199005,-67.30317259251629,0.0886104424152183,-72.18300521660468,0.08552262488007203
259,0.00490232786302549,False,-65.98074256502306,0.9521000010074893,21.38234183715347,53.053240873873676,-50.729000250326955,0.044228530584548516,-48.71998488909439,0.017816271676884137,-48.571243006114294,0.05225630999010633,-51.66149139672806,0.04203490737222863
259,0.00623562786302549,False,-70.67487121356413,0.9542620158381135,15.017053002759113,30.7405946718752,-84.40370018922835,0.04824103306795345,-54.84472959399734,0.03765204913106754,-90.24283023788017,0.05534292213128578,-84.26142048300812,0.046749295322527175
259,0.00756902786302549,False,-85.05860191290571,0.948661541829603,10.75437441735843,44.886165544291345,-86.52496407313103,0.09335950546257389,-83.36535529911013,0.10260357170113896,-87.0133882326795,0.09240061628113483,-87.05124986026581,0.09088706090099018
259,0.008902327863025488,False,-96.23501805209065,0.9797370279013148,24.939843662050137,39.4821284745044,-100.5436923900585,0.0713530559620397,-103.22028519001948,0.12035752717252626,-97.42609334465928,0.058076394868989176,-101.31404851678346,0.0707333444476333
259,0.010235627863025488,False,-105.80078832976156,0.9619874604216844,28.69052714196482,57.620398087898224,-102.51597315404935,0.050483437936252415,-103.22103884400491,0.09082332708411928,-103.4766624941625,0.03850728522683994,-103.61893925058439,0.05186886243893654
259,0.011569027863025485,False,-115.36002928268528,0.9616069288974463,19.055644619658374,36.82183137221726,-117.72337727321407,0.08552105863259636,-115.34902976008209,0.07043814186138542,-119.38133891755646,0.09122035395910792,-117.08721384133223,0.08055439403107655
259,0.012902327863025484,False,-122.74068610189073,0.9730222061925298,15.82792417690736,34.833725728085604,-114.25654598753326,0.04317522356279596,-81.6575996719035,0.043855256124837004,-119.9568899179207,0.04788107448193021,-115.89895850420162,0.04174756009428705
259,0.014235627863025485,False,-142.9243701589237,0.9671846829142509,18.6815137546499,18.87972375560864,-126.35154040253649,0.03602900783638471,-131.37857399451184,0.039333239249429074,-128.18146729282975,0.03625797808511516,-127.92560520532787,0.03460763525720511
259,0.015569027863025485,False,-146.40846789572942,0.9764573526794595,20.451899821265865,78.86824992961664,-154.1015537016953,0.08025837716845227,-164.57709267687312,0.09464114823317225,-149.79147103860083,0.07789029822344942,-154.7297329996938,0.07654464567208583
259,0.016902327863025486,False,-151.2820324013595,0.9727074547681623,11.64713831740771,30.1120316637592,-151.1472722287678,0.08133380319449925,-158.09973118347773,0.06810562202009544,-149.68364242040948,0.08420857681083008,-150.34722134629038,0.07879431337509055
259,0.018235627863025485,False,-168.01647029270364,0.9623922927078434,39.66322366185416,50.69807400075352,-152.96003232921797,0.03544286045012271,-166.72009183447489,0.025772011806783523,-150.82088699323788,0.03979493729009537,-153.6735277103717,0.03584868192826088
259,0.019569027863025484,False,-172.74949797770975,0.9537913446611517,9.610718270124258,42.79168086778486,-176.4736599111541,0.08481521146468989,173.16066470218271,0.07792380685460279,-173.16538616500355,0.08886581621904246,-176.5181347420134,0.0830047178474521
259,0.020902327863025486,True,-163.8428441566706,0.9541165167218177,20.31212891078157,27.86293500352842,-137.64663763692576,0.04099808436672834,-125.78865315746341,0.03853365283695301,-143.03470181207547,0.04145855122056729,-139.83089987617632,0.03963589489657538
259,0.022235627863025485,True,176.07358332226087,0.9635904867779214,15.286504784810429,30.053100395317212,-167.415080404348,0.03735398790082513,-139.36830532226807,0.051345898548723005,-174.5109959279207,0.03666156028145933,-166.7416911601384,0.03810915555547895
259,0.023569027863025484,True,164.33323704212802,0.9694254155195161,23.77783128298134,37.79625395446257,157.32641791103467,0.08448115833159833,155.32016647139454,0.08623964758478875,158.08222347660316,0.08425993827479185,157.92348223423815,0.08489252600098486
259,0.024902327863025486,True,136.24839205633558,0.9534891349404517,12.38758426984503,29.833827877433702,162.04114484940106,0.05121832000893938,161.71234319696438,0.07257085882633024,162.69427553601062,0.04606310539758653,163.27048337539932,0.050842919196346946
