dwell_label,phase,region_role,trajectory_id,alias_index,frame_start_sample,frame_time_s,strong_interior,crosses_refill,source_seed_hz,primary_absolute_cfo_hz,primary_supported,primary_rejections,sensitivity_absolute_cfo_hz,split_even_absolute_cfo_hz,split_odd_absolute_cfo_hz,split_training_supported
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87875643,35.150926,1,0,433704.6875,433624.587819,1,,433624.587819,433602.442048,433648.919305,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87878976,35.1522592,1,0,433704.6875,433604.243308,1,,433604.243308,433598.58664,433614.010515,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87882310,35.1535928,1,0,433704.6875,433611.573794,1,,433611.573794,433596.762941,433628.058754,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87885643,35.154926,1,0,433704.6875,433611.614933,1,,433611.614933,433614.029504,433607.637366,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87888976,35.1562592,1,0,433704.6875,433595.372335,1,,433595.372335,433587.493469,433594.036405,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87892310,35.1575928,1,0,433704.6875,433587.987569,1,,433587.987569,433591.250249,433591.056276,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87895643,35.158926,1,0,433704.6875,433586.899523,1,,433586.899523,433601.912266,433572.357163,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87898976,35.1602592,1,0,433704.6875,433565.865288,1,,433565.865288,433550.934575,433585.817409,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87902310,35.1615928,1,0,433704.6875,433589.289765,1,,433589.289765,433583.206377,433600.763542,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87905643,35.162926,1,0,433704.6875,433582.7727,1,,433582.7727,433604.570746,433558.243865,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87908976,35.1642592,1,0,433704.6875,433546.932418,1,,433546.932418,433606.63454,433509.646893,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87912310,35.1655928,1,0,433704.6875,433563.105472,1,,433563.105472,433540.672848,433573.349742,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87915643,35.166926,1,0,433704.6875,433576.445151,1,,433576.445151,433579.746736,433570.068297,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87918976,35.1682592,1,0,433704.6875,433570.9584,1,,433570.9584,433580.327349,433561.885793,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87922310,35.1695928,1,0,433704.6875,433568.225331,1,,433568.225331,433580.371636,433552.936819,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87925643,35.170926,1,0,433704.6875,433559.525503,1,,433559.525503,433574.166933,433543.319148,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87928976,35.1722592,1,0,433704.6875,433559.696744,1,,433559.696744,433572.734604,433541.397395,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87932310,35.1735928,1,0,433704.6875,433538.145615,1,,433538.145615,433532.897548,433539.777209,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87935643,35.174926,1,0,433704.6875,433547.878278,1,,433547.878278,433568.909425,433529.319671,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87938976,35.1762592,1,0,433704.6875,433529.81013,1,,433529.81013,433533.292167,433526.213465,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87942310,35.1775928,1,0,433704.6875,433514.470047,1,,433514.470047,433523.516586,433510.161652,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87945643,35.178926,1,0,433704.6875,433513.423864,1,,433513.423864,433495.977011,433533.153201,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87948976,35.1802592,1,0,433704.6875,433509.409976,1,,433509.409976,433515.279604,433499.681859,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87952310,35.1815928,1,0,433704.6875,433479.028967,1,,433479.028967,433484.589433,433482.809648,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87955643,35.182926,1,0,433704.6875,433492.786795,1,,433492.786795,433472.404997,433512.321559,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87958976,35.1842592,1,0,433704.6875,433498.84949,1,,433498.84949,433504.657398,433490.973562,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87962310,35.1855928,1,0,433704.6875,433478.68739,1,,433478.68739,433465.653786,433492.628349,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87965643,35.186926,1,0,433704.6875,433504.790163,1,,433504.790163,433525.215561,433482.079003,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87968976,35.1882592,1,0,433704.6875,433468.329872,1,,433468.329872,433478.552368,433459.571882,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87972310,35.1895928,1,0,433704.6875,433482.36596,1,,433482.36596,433464.372974,433495.829438,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87975643,35.190926,1,0,433704.6875,433456.348914,1,,433456.348914,433485.874948,433413.064083,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87978976,35.1922592,1,0,433704.6875,433465.703349,1,,433465.703349,433458.85166,433474.620918,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87982310,35.1935928,1,0,433704.6875,433461.386584,1,,433461.386584,433463.859344,433457.804916,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87985643,35.194926,1,0,433704.6875,433452.857016,1,,433452.857016,433467.121016,433434.132973,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87988976,35.1962592,1,0,433704.6875,433434.134612,1,,433434.134612,433461.54012,433403.762604,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87992310,35.1975928,1,0,433704.6875,433430.56183,1,,433430.56183,433451.390651,433412.922246,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87995643,35.198926,1,0,433704.6875,433455.721632,1,,433455.721632,433446.607337,433450.087358,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,87998976,35.2002592,1,0,433704.6875,433431.493449,1,,433431.493449,433441.301562,433422.774739,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88002310,35.2015928,1,0,433704.6875,433426.623683,1,,433426.623683,433414.341024,433434.510895,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88005643,35.202926,1,0,433704.6875,433419.77477,1,,433419.77477,433427.100037,433416.547127,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88008976,35.2042592,1,0,433704.6875,433418.624779,1,,433418.624779,433412.271844,433423.798365,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88012310,35.2055928,1,0,433704.6875,433416.519316,1,,433416.519316,433408.327983,433428.711265,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88015643,35.206926,1,0,433704.6875,433404.597851,1,,433404.597851,433387.581112,433415.172621,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88018976,35.2082592,1,0,433704.6875,433395.345185,1,,433395.345185,433374.900394,433410.401024,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88022310,35.2095928,1,0,433704.6875,433397.346823,1,,433397.346823,433402.992216,433392.980256,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88025643,35.210926,1,0,433704.6875,433397.344243,1,,433397.344243,433387.706575,433408.729285,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88028976,35.2122592,1,0,433704.6875,433400.024702,1,,433400.024702,433399.700089,433403.707702,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88032310,35.2135928,1,0,433704.6875,433367.86115,1,,433367.86115,433370.139338,433365.466077,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88035643,35.214926,1,0,433704.6875,433386.362294,1,,433386.362294,433377.809995,433393.296816,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88038976,35.2162592,1,0,433704.6875,433398.390825,1,,433398.390825,433403.651635,433390.231713,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88042310,35.2175928,1,0,433704.6875,433366.005683,1,,433366.005683,433376.67643,433355.916074,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88045643,35.218926,1,0,433704.6875,433361.644809,1,,433361.644809,433395.972727,433336.646937,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88048976,35.2202592,1,0,433704.6875,433341.484404,1,,433341.484404,433331.426814,433361.945033,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88052310,35.2215928,1,0,433704.6875,433352.436695,1,,433352.436695,433326.046404,433349.054813,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88055643,35.222926,1,0,433704.6875,433352.011429,1,,433352.011429,433350.519031,433353.461467,1
470384,explore,early_median_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,88058976,35.2242592,1,0,433704.6875,433353.900865,1,,433353.900865,433341.384639,433356.865512,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100814100,40.3263088,1,0,397554.868324,397585.715672,1,,397585.715672,397593.286223,397582.673068,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100817433,40.327642,1,0,397554.868324,397604.927159,1,,397604.927159,397607.03944,397604.196551,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100820767,40.3289756,1,0,397554.868324,397599.907252,1,,397599.907252,397592.571085,397609.544974,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100824100,40.3303088,1,0,397554.868324,397577.008345,1,,397577.008345,397588.721915,397564.220782,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100827433,40.331642,1,0,397554.868324,397603.885588,1,,397603.885588,397626.184087,397582.962537,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100830767,40.3329756,1,0,397554.868324,397568.420372,1,,397568.420372,397590.575633,397543.912045,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100834100,40.3343088,1,0,397554.868324,397577.62912,1,,397577.62912,397579.93704,397575.342925,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100837433,40.335642,1,0,397554.868324,397539.282686,1,,397539.282686,397541.364098,397530.557777,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100840767,40.3369756,1,0,397554.868324,397536.42235,1,,397536.42235,397536.358818,397538.231936,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100844100,40.3383088,1,0,397554.868324,397566.9307,1,,397566.9307,397560.792721,397579.120137,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100847433,40.339642,1,0,397554.868324,397539.970817,1,,397539.970817,397530.733107,397551.712126,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100850767,40.3409756,1,0,397554.868324,397506.829165,1,,397506.829165,397517.087673,397492.994868,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100854100,40.3423088,1,0,397554.868324,397529.602835,1,,397529.602835,397553.379069,397512.016791,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100857433,40.343642,1,0,397554.868324,397546.274604,1,,397546.274604,397545.468926,397550.534415,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100860767,40.3449756,1,0,397554.868324,397519.031593,1,,397519.031593,397524.197557,397512.595278,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100864100,40.3463088,1,0,397554.868324,397529.869964,1,,397529.869964,397522.725236,397538.803576,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100867433,40.347642,1,0,397554.868324,397521.867506,1,,397521.867506,397524.702975,397522.061272,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100870767,40.3489756,1,0,397554.868324,397515.424788,1,,397515.424788,397527.100679,397504.565978,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100874100,40.3503088,1,0,397554.868324,397504.767958,1,,397504.767958,397502.86002,397503.911898,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100877433,40.351642,1,0,397554.868324,397524.639105,1,,397524.639105,397526.314895,397524.414802,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100880767,40.3529756,1,0,397554.868324,397482.51163,1,,397482.51163,397464.521607,397500.691763,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100884100,40.3543088,1,0,397554.868324,397497.965737,1,,397497.965737,397510.970663,397486.590233,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100887433,40.355642,1,0,397554.868324,397514.194912,1,,397514.194912,397523.818052,397507.482597,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100890767,40.3569756,1,0,397554.868324,397481.83293,1,,397481.83293,397480.584958,397485.421844,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100894100,40.3583088,1,0,397554.868324,397497.897223,1,,397497.897223,397496.220511,397510.622663,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100897433,40.359642,1,0,397554.868324,397468.644953,1,,397468.644953,397465.99699,397474.772451,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100900767,40.3609756,1,0,397554.868324,397465.337058,1,,397465.337058,397461.623854,397473.533345,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100904100,40.3623088,1,0,397554.868324,397456.670344,1,,397456.670344,397455.586473,397461.010091,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100907433,40.363642,1,0,397554.868324,397473.375896,1,,397473.375896,397464.937884,397481.601723,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100910767,40.3649756,1,0,397554.868324,397432.204977,1,,397432.204977,397424.617492,397438.009898,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100914100,40.3663088,1,0,397554.868324,397453.309728,1,,397453.309728,397448.05605,397457.68294,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100917433,40.367642,1,0,397554.868324,397455.259976,1,,397455.259976,397473.545054,397430.10658,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100920767,40.3689756,1,0,397554.868324,397438.646705,1,,397438.646705,397446.496057,397429.518756,1
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100924100,40.3703088,0,1,397554.868324,,0,refill_boundary_crossing,,,,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100927433,40.371642,1,0,397554.868324,396488.326916,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,402342.826259,396370.545468,396655.935814,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100930767,40.3729756,1,0,397554.868324,395644.028179,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,392367.610799,396685.244504,396867.367571,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100934100,40.3743088,1,0,397554.868324,398631.515272,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,398631.515272,398759.556544,399554.868324,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100937433,40.375642,1,0,397554.868324,399286.500418,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,400726.52185,397164.281865,398552.848566,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100940767,40.3769756,1,0,397554.868324,397746.809459,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,391595.640841,399481.69748,397933.156541,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100944100,40.3783088,1,0,397554.868324,399554.868324,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum;search_boundary,392242.108382,395554.868324,399550.761375,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100947433,40.379642,1,0,397554.868324,398615.285554,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,403508.557548,395814.563811,397245.785957,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100950767,40.3809756,1,0,397554.868324,395554.868324,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;tone_deletion_shift_above_maximum;search_boundary,395261.796736,397268.735818,398652.206361,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100954100,40.3823088,1,0,397554.868324,396118.238216,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,392771.538052,398811.400753,397860.299277,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100957433,40.383642,1,0,397554.868324,398191.969499,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,400557.960814,396973.072012,396368.056942,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100960767,40.3849756,1,0,397554.868324,399137.216663,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,402069.404344,395554.868324,399071.05101,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100964100,40.3863088,1,0,397554.868324,398727.2605,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,393251.146634,397159.992323,398823.481015,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100967433,40.387642,1,0,397554.868324,399237.290534,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,399237.290534,399272.184778,395554.868324,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100970767,40.3889756,1,0,397554.868324,399554.868324,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum;search_boundary,402858.847866,399438.502657,398420.126554,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100974100,40.3903088,1,0,397554.868324,399379.894959,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,399379.894959,399554.868324,399212.241543,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100977433,40.391642,1,0,397554.868324,396674.536617,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,396674.536617,396686.580959,398065.699418,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100980767,40.3929756,1,0,397554.868324,397108.617744,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,403554.868324,395641.654413,399175.460072,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100984100,40.3943088,1,0,397554.868324,397371.805516,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,392396.709953,397461.062652,398020.756892,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100987433,40.395642,1,0,397554.868324,396338.863865,0,exact_coherence_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,396338.863865,395559.743242,399554.868324,0
470384,explore,high_margin,sha256:f751bbe5a13af4ba0481e6d434fc5a373c5a95a64c55aa0df8b80a86963ca601,0,100990767,40.3969756,1,0,397554.868324,397982.363888,0,exact_coherence_below_minimum;coherence_margin_below_minimum;even_odd_disagreement_above_maximum;timing_spread_above_maximum;half_frame_difference_above_maximum;tone_deletion_shift_above_maximum,392029.014502,398879.195241,398128.240178,0
