group_id,iteration6_exact_error_km,gaussian_error_km,ar1_student_t_error_km,gaussian_tau_s,ar1_student_t_tau_s,same_gaussian_robust_winner
20260921_00,3.1567737155744595,3.1567737155744595,4.203656075629354,-1.0,-1.25,False
20260921_16,0.42292831048175894,0.42292831048175894,0.42292831048175894,-0.25,-1.0,False
