group_id,provisional_exact_capped_loss,input_rate_only_exact_capped_loss,provisional_loss_delta,converged,solver_message,scale_reaches_guard,reference_error_km_descriptive_only,latitude_deg,longitude_deg,tau_s
20260921_00,0.03798235356937795,0.03918996962223392,-0.0012076160528559712,False,"STOP: TOTAL NO. OF F,G EVALUATIONS EXCEEDS LIMIT",False,4.203656075629354,37.867724886474946,-122.52727365624843,-1.25
20260921_16,0.07717727216860033,0.07750664073315432,-0.00032936856455398345,False,"STOP: TOTAL NO. OF F,G EVALUATIONS EXCEEDS LIMIT",False,1.3593049799259802,37.86086010564022,-122.481740327491,-0.75
