scenario_id,estimator,history_s,frame_start_sample,reference_time_s,status,selected_history_s,estimate_rate_hz_s,rate_sigma_hz_s,receiver_truth_rate_hz_s,physical_truth_rate_hz_s,receiver_error_hz_s,physical_error_hz_s,receiver_covered_95,physical_covered_95,receiver_failure,physical_failure,step_phase,background_session_id,seed,truth_rate_hz_s,truth_acceleration_hz_s2,truth_jerk_hz_s3,snr_db,frame_occupancy,alias_change_hz,cfo_step_hz,sample_clock_offset_ppm
P014,fixed_500ms_linear,0.5,20410000,0.1646688,warmup,,,,6667.914853883514,6668.248253793655,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20426667,0.1713356,warmup,,,,6662.581813871515,6662.914947126322,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20430000,0.17266879999999998,warmup,,,,6661.515333859516,6661.848413789656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20433333,0.174002,warmup,,,,6660.448853847516,6660.781880452989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20436667,0.1753356,warmup,,,,6659.3820538595155,6659.715027124322,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20440000,0.1766688,warmup,,,,6658.315573847516,6658.648493787656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20446667,0.17933559999999998,warmup,,,,6656.182293847516,6656.515107122322,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20450000,0.1806688,warmup,,,,6655.115813835517,6655.448573785656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20453333,0.182002,warmup,,,,6654.049333823517,6654.382040448989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20466667,0.1873356,warmup,,,,6649.782773823516,6650.115267118322,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20470000,0.1886688,warmup,,,,6648.716293811518,6649.048733781656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20473333,0.190002,warmup,,,,6647.649813799519,6647.982200444989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20476667,0.1913356,warmup,,,,6646.583013811518,6646.915347116323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20483333,0.194002,warmup,,,,6644.450053787518,6644.782280442989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20486667,0.1953356,warmup,,,,6643.383253799519,6643.715427114323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20490000,0.1966688,warmup,,,,6642.316773787519,6642.648893777656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20496667,0.1993356,warmup,,,,6640.183493787519,6640.515507112323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20500000,0.2006688,warmup,,,,6639.117013775519,6639.448973775656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20503333,0.202002,warmup,,,,6638.0505337635195,6638.382440438989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20510000,0.20466879999999998,warmup,,,,6635.9172537635195,6636.249053773656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20513333,0.206002,warmup,,,,6634.85077375152,6635.182520436989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20516667,0.2073356,warmup,,,,6633.7839737635195,6634.115667108323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20520000,0.2086688,warmup,,,,6632.71749375152,6633.049133771656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20523333,0.210002,warmup,,,,6631.651013739521,6631.982600434989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20526667,0.21133559999999998,warmup,,,,6630.58421375152,6630.915747106323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20536667,0.2153356,warmup,,,,6627.384453739521,6627.715827104323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20540000,0.2166688,warmup,,,,6626.317973727521,6626.649293767656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20543333,0.218002,warmup,,,,6625.251493715521,6625.582760430989,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20546667,0.2193356,warmup,,,,6624.184693727521,6624.515907102323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20550000,0.2206688,warmup,,,,6623.118213715522,6623.449373765656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20556667,0.2233356,warmup,,,,6620.984933715522,6621.315987100323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20560000,0.2246688,warmup,,,,6619.918453703522,6620.249453763656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20570000,0.2286688,warmup,,,,6616.718693691522,6617.049533761656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20576667,0.2313356,warmup,,,,6614.585413691522,6614.916147096323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20580000,0.2326688,warmup,,,,6613.518933679523,6613.849613759656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20586667,0.2353356,warmup,,,,6611.385653679523,6611.716227094323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20590000,0.23666879999999998,warmup,,,,6610.3191736675235,6610.649693757656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20593333,0.238002,warmup,,,,6609.252693655524,6609.58316042099,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20596667,0.2393356,warmup,,,,6608.1858936675235,6608.516307092323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20600000,0.2406688,warmup,,,,6607.119413655524,6607.449773755656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20603333,0.242002,warmup,,,,6606.052933643525,6606.38324041899,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20610000,0.2446688,warmup,,,,6603.919653643524,6604.249853753656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20620000,0.2486688,warmup,,,,6600.719893631524,6601.049933751656,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20623333,0.250002,warmup,,,,6599.653413619526,6599.98340041499,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20626667,0.25133560000000005,warmup,,,,6598.586613631525,6598.916547086323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20630000,0.2526688,warmup,,,,6597.520133619526,6597.850013749657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20633333,0.254002,warmup,,,,6596.453653607527,6596.78348041299,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20636667,0.25533560000000005,warmup,,,,6595.386853619525,6595.716627084323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20643333,0.258002,warmup,,,,6593.253893595527,6593.58356041099,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20646667,0.2593356,warmup,,,,6592.187093607526,6592.516707082323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20653333,0.262002,warmup,,,,6590.054133583527,6590.38364040899,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20660000,0.26466880000000004,warmup,,,,6587.920853583528,6588.250253743657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20663333,0.266002,warmup,,,,6586.8543735715275,6587.18372040699,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20666667,0.2673356,warmup,,,,6585.787573583527,6586.116867078323,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20670000,0.26866880000000004,warmup,,,,6584.7210935715275,6585.050333741657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20673333,0.270002,warmup,,,,6583.654613559528,6583.98380040499,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20680000,0.27266880000000004,warmup,,,,6581.521333559528,6581.850413739657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20683333,0.274002,warmup,,,,6580.454853547529,6580.78388040299,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20690000,0.27666880000000005,warmup,,,,6578.321573547529,6578.650493737657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20693333,0.278002,warmup,,,,6577.255093535529,6577.58396040099,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20696667,0.2793356,warmup,,,,6576.188293547529,6576.517107072324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20700000,0.28066880000000005,warmup,,,,6575.121813535529,6575.450573735657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20706667,0.2833356,warmup,,,,6572.988533535529,6573.317187070324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20713333,0.28600200000000003,warmup,,,,6570.85557351153,6571.18412039699,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20716667,0.2873356,warmup,,,,6569.78877352353,6570.117267068324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20723333,0.29000200000000004,warmup,,,,6567.65581349953,6567.98420039499,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20726667,0.29133560000000003,warmup,,,,6566.5890135115305,6566.917347066324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20730000,0.2926688,warmup,,,,6565.52253349953,6565.850813729657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20733333,0.29400200000000004,warmup,,,,6564.456053487531,6564.78428039299,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20740000,0.2966688,warmup,,,,6562.322773487531,6562.650893727657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20743333,0.29800200000000004,warmup,,,,6561.2562934755315,6561.58436039099,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20746667,0.29933560000000003,warmup,,,,6560.189493487531,6560.517507062324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20753333,0.30200200000000005,warmup,,,,6558.056533463533,6558.384440388991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20763333,0.30600200000000005,warmup,,,,6554.856773451533,6555.184520386991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20770000,0.3086688,warmup,,,,6552.723493451533,6553.051133721657,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20776667,0.31133560000000005,warmup,,,,6550.590213451533,6550.917747056324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20786667,0.31533560000000005,warmup,,,,6547.390453439533,6547.717827054324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20793333,0.318002,warmup,,,,6545.257493415535,6545.584760380991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20796667,0.3193356,warmup,,,,6544.190693427534,6544.517907052324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20800000,0.32066880000000003,warmup,,,,6543.1242134155345,6543.451373715658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20806667,0.3233356,warmup,,,,6540.990933415534,6541.317987050324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20813333,0.326002,warmup,,,,6538.857973391535,6539.184920376991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20816667,0.3273356,warmup,,,,6537.791173403534,6538.118067048324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20823333,0.330002,warmup,,,,6535.6582133795355,6535.985000374991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20826667,0.3313356,warmup,,,,6534.591413391535,6534.918147046324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20830000,0.33266880000000004,warmup,,,,6533.524933379536,6533.851613709658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20833333,0.334002,warmup,,,,6532.458453367536,6532.785080372991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20836667,0.3353356,warmup,,,,6531.3916533795355,6531.718227044324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20843333,0.338002,warmup,,,,6529.258693355537,6529.585160370991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20846667,0.3393356,warmup,,,,6528.191893367536,6528.518307042324,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20850000,0.34066880000000005,warmup,,,,6527.125413355537,6527.451773705658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20853333,0.34200200000000003,warmup,,,,6526.058933343537,6526.385240368991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20870000,0.3486688,warmup,,,,6520.725893331538,6521.051933701658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20876667,0.3513356,warmup,,,,6518.592613331538,6518.9185470363245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20880000,0.3526688,warmup,,,,6517.5261333195385,6517.852013699658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20886667,0.35533560000000003,warmup,,,,6515.3928533195385,6515.7186270343245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20890000,0.3566688,warmup,,,,6514.326373307538,6514.652093697658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20896667,0.35933560000000003,warmup,,,,6512.193093307539,6512.5187070323245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20900000,0.3606688,warmup,,,,6511.126613295539,6511.452173695658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20903333,0.36200200000000005,warmup,,,,6510.0601332835395,6510.385640358991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20910000,0.3646688,warmup,,,,6507.9268532835395,6508.252253693658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20913333,0.36600200000000005,warmup,,,,6506.86037327154,6507.185720356991,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20920000,0.3686688,warmup,,,,6504.72709327154,6505.052333691658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20926667,0.37133560000000004,warmup,,,,6502.59381327154,6502.9189470263245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20930000,0.3726688,warmup,,,,6501.527333259541,6501.852413689658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20933333,0.374002,warmup,,,,6500.460853247541,6500.785880352992,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20936667,0.37533560000000005,warmup,,,,6499.394053259541,6499.7190270243245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20940000,0.3766688,warmup,,,,6498.327573247541,6498.652493687658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20946667,0.37933560000000005,warmup,,,,6496.194293247541,6496.5191070223245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20953333,0.382002,warmup,,,,6494.0613332235425,6494.386040348992,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20963333,0.386002,warmup,,,,6490.861573211543,6491.186120346992,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20966667,0.3873356,warmup,,,,6489.794773223542,6490.1192670183245,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
P014,fixed_500ms_linear,0.5,20970000,0.38866880000000004,warmup,,,,6488.728293211542,6489.052733681658,,,,,,,pre_step,cap-20260825T062228-886fe2dd9cde,913013,6000.0,-800.0,0.0,-16.0,0.65,750.0,300.0,25.0
