scenario_id,estimator,scope,estimator_no_result,background_session_id,seed,truth_rate_hz_s,truth_acceleration_hz_s2,truth_jerk_hz_s3,snr_db,frame_occupancy,alias_change_hz,cfo_step_hz,sample_clock_offset_ppm,receiver_count,receiver_bias,receiver_mse,receiver_rmse,receiver_median_absolute_error,receiver_failure_rate,receiver_coverage_95,physical_count,physical_bias,physical_mse,physical_rmse,physical_median_absolute_error,physical_failure_rate,physical_coverage_95
P017,fixed_500ms_linear,transition,False,cap-20260825T062228-886fe2dd9cde,913016,-1500.0,-800.0,-300.0,-16.0,0.65,-750.0,-300.0,0.0,234,-334.565681213039,197918.98047049786,444.8808609847111,431.463750138201,0.41452991452991456,0.08547008547008547,234,-334.565681213039,197918.98047049786,444.8808609847111,431.463750138201,0.41452991452991456,0.08547008547008547
P018,causal_20ms_linear,all_complete,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,1472,-145.59947396164335,7999038.849845124,2828.2572106944453,1618.327562320397,0.8403532608695652,0.9436141304347826,1472,-145.59947396164335,7999038.849845124,2828.2572106944453,1618.327562320397,0.8403532608695652,0.9436141304347826
P018,causal_20ms_linear,post_history,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,652,-37.095267648480984,5850536.234789574,2418.788174849045,1700.4785796341537,0.8466257668711656,0.9340490797546013,652,-37.095267648480984,5850536.234789574,2418.788174849045,1700.4785796341537,0.8466257668711656,0.9340490797546013
P018,causal_20ms_linear,pre_step,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,805,31.539272715126106,4772621.430858938,2184.6330197218335,1504.7059288260482,0.8322981366459627,0.9639751552795031,805,31.539272715126106,4772621.430858938,2184.6330197218335,1504.7059288260482,0.8322981366459627,0.9639751552795031
P018,causal_20ms_linear,transition,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,15,-14368.361713360395,274538354.0031851,16569.198954783093,16421.310118672576,1.0,0.26666666666666666,15,-14368.361713360395,274538354.0031851,16569.198954783093,16421.310118672576,1.0,0.26666666666666666
P018,fixed_125ms_linear,all_complete,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,1403,-147.3196573522349,512069.5201699788,715.590329846609,116.53558803453507,0.05559515324305061,0.8474697077690663,1403,-147.3196573522349,512069.5201699788,715.590329846609,116.53558803453507,0.05559515324305061,0.8474697077690663
P018,fixed_125ms_linear,post_history,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,578,19.841935826425924,35403.58284551718,188.15839828590478,128.81074079804102,0.0017301038062283738,0.8823529411764706,578,19.841935826425924,35403.58284551718,188.15839828590478,128.81074079804102,0.0017301038062283738,0.8823529411764706
P018,fixed_125ms_linear,pre_step,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,732,4.685870297520248,27103.96579081532,164.63282112268902,93.90907149293616,0.0,0.9057377049180327,732,4.685870297520248,27103.96579081532,164.63282112268902,93.90907149293616,0.0,0.9057377049180327
P018,fixed_125ms_linear,transition,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,93,-2382.668550867146,7291722.182310695,2700.318903816861,2859.880241508547,0.8279569892473119,0.17204301075268819,93,-2382.668550867146,7291722.182310695,2700.318903816861,2859.880241508547,0.8279569892473119,0.17204301075268819
P018,fixed_500ms_linear,all_complete,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,1137,-177.8889742319913,135414.37922265378,367.98692805948116,46.743560375638936,0.2102022867194371,0.3623570800351803,1137,-177.8889742319913,135414.37922265378,367.98692805948116,46.743560375638936,0.2102022867194371,0.3623570800351803
P018,fixed_500ms_linear,post_history,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,298,50.438112566774016,2814.037670616493,53.0475039056174,49.19234318247595,0.0,0.31543624161073824,298,50.438112566774016,2814.037670616493,53.0475039056174,49.19234318247595,0.0,0.31543624161073824
P018,fixed_500ms_linear,pre_step,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,466,-20.8938916167723,1202.761902391262,34.68085786700298,32.34104751718337,0.0,0.5965665236051502,466,-20.8938916167723,1202.761902391262,34.68085786700298,32.34104751718337,0.0,0.5965665236051502
P018,fixed_500ms_linear,transition,False,cap-20260825T105640-facdadeffb3b,913017,-3500.0,0.0,-300.0,-16.0,1.0,750.0,-300.0,0.0,373,-556.4444175690534,409027.0211898106,639.5522036470601,682.1664315245648,0.6407506702412868,0.10723860589812333,373,-556.4444175690534,409027.0211898106,639.5522036470601,682.1664315245648,0.6407506702412868,0.10723860589812333
