session_id,publication_utc,prior,prior_radius_km,tracks,observations,evaluated_positions,selected_latitude_deg,selected_longitude_deg,selected_spacing_km,selected_rmse_hz,selected_uncapped_rmse_hz,selected_matched_track_count,selected_unmatched_track_count,finest_rmse_hz,finest_evaluated_positions,deferred_cells,selected_reference_error_km,finest_reference_error_km,runtime_ms,search_complete
scan-fw-525ec2bdd6d72e72,2026-09-22T19:07:55.174113+00:00,sacramento,250.0,37,1036,400,37.847242151605016,-122.41973466328683,12.5,188.2064772029747,263.2612922362186,37,0,188.2064772029747,259,67,5.791425248999643,5.791425248999643,133678,False
scan-fw-525ec2bdd6d72e72,2026-09-22T19:07:55.174113+00:00,reno,500.0,37,1036,400,37.86950159896743,-122.4482629890385,12.5,186.0702427622359,261.5665239058506,37,0,186.0702427622359,200,154,3.994480913390877,3.994480913390877,209694,False
scan-fw-6fdbf14afd5bb8cc,2026-09-22T18:52:24.263954+00:00,sacramento,250.0,33,1072,400,37.790454910163106,-122.49014612553002,25.0,122.51231385471395,122.51231385471395,33,0,124.66693781389293,258,82,6.525495158717486,14.008947212249595,121686,False
scan-fw-6fdbf14afd5bb8cc,2026-09-22T18:52:24.263954+00:00,reno,500.0,33,1072,400,37.81168387740501,-122.51733707593512,25.0,123.3076180701838,123.3076180701838,33,0,130.91940327786187,216,129,4.999001983889371,10.845799284926882,198902,False
scan-fw-0120007f9880ed1a,2026-09-22T18:48:56.027363+00:00,sacramento,250.0,47,1504,400,37.790454910163106,-122.49014612553002,25.0,123.6244254853032,123.62442548530319,47,0,125.29697699284314,256,85,6.525495158717486,13.96058503568436,164367,False
scan-fw-0120007f9880ed1a,2026-09-22T18:48:56.027363+00:00,reno,500.0,47,1504,400,37.75715699306074,-122.44420376079852,12.5,123.10863610083388,123.10863610083389,47,0,123.10863610083388,198,149,10.845799284926882,10.845799284926882,261426,False
scan-fw-f835999e917f8264,2026-09-22T18:31:54.795175+00:00,sacramento,250.0,29,664,400,37.622429243690696,-122.41691122054961,12.5,118.50963397286358,118.5096339728636,29,0,118.50963397286358,258,69,25.912181654894372,25.912181654894372,96631,False
scan-fw-f835999e917f8264,2026-09-22T18:31:54.795175+00:00,reno,500.0,29,664,400,37.75715699306074,-122.44420376079852,12.5,118.85200036850813,118.85200036850813,29,0,118.85200036850813,204,151,10.845799284926882,10.845799284926882,158204,False
scan-fw-17031c52550daf5c,2026-09-22T18:02:57.442962+00:00,sacramento,250.0,27,832,400,37.84602941502392,-122.56208207148525,12.5,234.94867926680107,234.9486792668011,27,0,234.94867926680107,263,76,6.719037076702814,6.719037076702814,106698,False
scan-fw-17031c52550daf5c,2026-09-22T18:02:57.442962+00:00,reno,500.0,27,832,400,37.75715699306074,-122.44420376079852,12.5,235.25321415572705,235.25321415572705,27,0,235.25321415572705,201,153,10.845799284926882,10.845799284926882,172266,False
scan-fw-19ab87cc12c4b883,2026-09-22T17:47:39.039527+00:00,sacramento,250.0,40,1017,400,37.84602941502392,-122.56208207148525,12.5,161.6099566935069,190.03864772879854,40,0,161.6099566935069,267,68,6.719037076702814,6.719037076702814,129743,False
scan-fw-19ab87cc12c4b883,2026-09-22T17:47:39.039527+00:00,reno,500.0,40,1017,400,37.75715699306074,-122.44420376079852,12.5,161.0524377825014,186.14165356359666,40,0,161.0524377825014,213,133,10.845799284926882,10.845799284926882,211627,False
scan-fw-b2e91e84767a14ff,2026-09-22T17:38:07.086322+00:00,sacramento,250.0,44,1206,400,37.790454910163106,-122.49014612553002,25.0,125.2633546412847,125.2633546412847,44,0,127.31738408889963,260,73,6.525495158717486,6.719037076702814,145272,False
scan-fw-b2e91e84767a14ff,2026-09-22T17:38:07.086322+00:00,reno,500.0,44,1206,400,37.81168387740501,-122.51733707593512,25.0,124.12754771884693,124.12754771884691,44,0,129.74323849726355,215,133,4.999001983889371,3.994480913390877,238319,False
scan-fw-cb78a72d9ee0ac57,2026-09-22T17:28:10.361676+00:00,sacramento,250.0,41,1224,400,37.733625831183176,-122.56044940436978,12.5,125.09787407173258,125.09787407173258,41,0,125.09787407173258,268,61,14.417820371908652,14.417820371908652,148764,False
scan-fw-cb78a72d9ee0ac57,2026-09-22T17:28:10.361676+00:00,reno,500.0,41,1224,400,37.81168387740501,-122.51733707593512,25.0,124.58757193376086,124.58757193376086,41,0,124.99286564398406,206,142,4.999001983889371,13.793929270457902,235769,False
scan-fw-ebadb0680b85839c,2026-09-22T17:16:11.590430+00:00,sacramento,250.0,30,741,400,37.733625831183176,-122.56044940436978,12.5,282.06384025215675,367.78171485802716,30,0,282.06384025215675,258,75,14.417820371908652,14.417820371908652,99886,False
scan-fw-ebadb0680b85839c,2026-09-22T17:16:11.590430+00:00,reno,500.0,30,741,400,37.81168387740501,-122.51733707593512,25.0,284.39067056012027,369.67945477522727,30,0,285.0397805021596,203,152,4.999001983889371,17.293337213972116,164007,False
scan-fw-0634fced66c0f843,2026-09-22T17:16:09.421765+00:00,sacramento,250.0,32,840,400,37.847242151605016,-122.41973466328683,12.5,113.0651909459214,113.0651909459214,32,0,113.0651909459214,259,86,5.791425248999643,5.791425248999643,118597,False
scan-fw-0634fced66c0f843,2026-09-22T17:16:09.421765+00:00,reno,500.0,32,840,400,37.86950159896743,-122.4482629890385,12.5,118.70857650653213,118.70857650653213,32,0,118.70857650653213,193,164,3.994480913390877,3.994480913390877,193581,False
scan-fw-5148a97309657991,2026-09-22T16:53:40.774376+00:00,sacramento,250.0,47,1276,400,37.847242151605016,-122.41973466328683,12.5,184.004872499318,184.00487249931797,47,0,184.004872499318,256,83,5.791425248999643,5.791425248999643,158838,False
scan-fw-5148a97309657991,2026-09-22T16:53:40.774376+00:00,reno,500.0,47,1276,400,37.86616295802748,-122.59058145391954,12.5,184.10179435117468,184.10179435117468,47,0,184.10179435117468,215,135,9.406731540376745,9.406731540376745,256581,False
scan-fw-d7a50cb9fcb9c2e6,2026-09-22T16:53:16.312563+00:00,sacramento,250.0,32,748,400,37.73587278340162,-122.27618548125011,12.5,157.39428505096308,157.3942850509631,32,0,157.39428505096308,265,81,22.29598229320849,22.29598229320849,104010,False
scan-fw-d7a50cb9fcb9c2e6,2026-09-22T16:53:16.312563+00:00,reno,500.0,32,748,400,37.81168387740501,-122.51733707593512,25.0,150.45400707182742,150.45400707182742,32,0,155.35591742897037,208,146,4.999001983889371,18.905129319097618,177322,False
scan-fw-83ffcefddedf7f7f,2026-09-22T16:32:48.622658+00:00,sacramento,250.0,36,900,400,37.95843295131761,-122.56372246731505,12.5,294.05269043413557,322.11048297709857,36,0,294.05269043413557,265,64,13.96058503568436,13.96058503568436,128294,False
scan-fw-83ffcefddedf7f7f,2026-09-22T16:32:48.622658+00:00,reno,500.0,36,900,400,37.97849942513264,-122.59487969714397,12.5,260.26127561494377,295.4468291366742,36,0,260.26127561494377,203,145,17.293337213972116,17.293337213972116,203241,False
scan-fw-2e2ef6644780516c,2026-09-22T16:32:47.814119+00:00,sacramento,250.0,29,893,400,37.847242151605016,-122.41973466328683,12.5,112.57484104191245,112.57484104191245,29,0,112.57484104191245,265,66,5.791425248999643,5.791425248999643,122515,False
scan-fw-2e2ef6644780516c,2026-09-22T16:32:47.814119+00:00,reno,500.0,29,893,400,37.86950159896743,-122.4482629890385,12.5,112.47739948072238,112.47739948072238,29,0,112.47739948072238,210,143,3.994480913390877,3.994480913390877,196937,False
scan-fw-423434a5bc4ecbf6,2026-09-22T16:14:05.947815+00:00,sacramento,250.0,39,875,400,37.95964855210532,-122.42115641222753,12.5,241.02188170830382,336.6163818597016,39,0,241.02188170830382,264,73,13.53924559286292,13.53924559286292,117916,False
scan-fw-423434a5bc4ecbf6,2026-09-22T16:14:05.947815+00:00,reno,500.0,39,875,400,37.81168387740501,-122.51733707593512,25.0,243.52054906563134,323.59652080678825,39,0,243.76287174574796,213,136,4.999001983889371,13.793929270457902,202389,False
scan-fw-6b6851e02c77f490,2026-09-22T16:14:04.374402+00:00,sacramento,250.0,25,710,400,37.84602941502392,-122.56208207148525,12.5,119.04786824948107,119.04786824948107,25,0,119.04786824948107,262,68,6.719037076702814,6.719037076702814,108178,False
scan-fw-6b6851e02c77f490,2026-09-22T16:14:04.374402+00:00,reno,500.0,25,710,400,37.86950159896743,-122.4482629890385,12.5,116.41210430733908,116.41210430733908,25,0,116.41210430733908,202,143,3.994480913390877,3.994480913390877,183752,False
scan-fw-e201d79ba3234e2e,2026-09-22T16:06:41.821521+00:00,sacramento,250.0,47,1228,400,37.84602941502392,-122.56208207148525,12.5,125.23504189665104,125.23504189665104,47,0,125.23504189665104,262,84,6.719037076702814,6.719037076702814,168386,False
scan-fw-e201d79ba3234e2e,2026-09-22T16:06:41.821521+00:00,reno,500.0,47,1228,400,37.86616295802748,-122.59058145391954,12.5,120.49668939068232,120.49668939068233,47,0,120.49668939068232,211,139,9.406731540376745,9.406731540376745,267834,False
scan-fw-64e06d86f4746e55,2026-09-22T15:17:16.421248+00:00,sacramento,250.0,57,1600,400,37.790454910163106,-122.49014612553002,25.0,197.94709923293135,344.02516228114416,57,0,199.54864420738062,254,76,6.525495158717486,6.719037076702814,208541,False
scan-fw-64e06d86f4746e55,2026-09-22T15:17:16.421248+00:00,reno,500.0,57,1600,400,37.98184591201257,-122.45234138095721,12.5,203.48255281980218,342.1777528918034,57,0,203.48255281980218,206,141,15.054540641770203,15.054540641770203,329210,False
scan-fw-2c0c411e8a7bb555,2026-09-22T15:10:24.756251+00:00,sacramento,250.0,43,1351,400,37.790454910163106,-122.49014612553002,25.0,218.36999530325454,218.36999530325454,43,0,221.47227789222333,247,92,6.525495158717486,5.791425248999643,161946,False
scan-fw-2c0c411e8a7bb555,2026-09-22T15:10:24.756251+00:00,reno,500.0,43,1351,400,37.86950159896743,-122.4482629890385,12.5,214.6835128634254,214.68351286342542,43,0,214.6835128634254,207,140,3.994480913390877,3.994480913390877,259495,False
scan-fw-403170677aada245,2026-09-22T14:59:48.777585+00:00,sacramento,250.0,44,1244,400,37.84602941502392,-122.56208207148525,12.5,254.97101271492377,257.2882551830768,44,0,254.97101271492377,253,80,6.719037076702814,6.719037076702814,153908,False
scan-fw-403170677aada245,2026-09-22T14:59:48.777585+00:00,reno,500.0,44,1244,400,37.86616295802748,-122.59058145391954,12.5,253.5249874279525,255.97604566591184,44,0,253.5249874279525,209,134,9.406731540376745,9.406731540376745,258157,False
scan-fw-5fa0b9053633bf94,2026-09-22T14:49:44.783610+00:00,sacramento,250.0,48,1539,400,37.847242151605016,-122.41973466328683,12.5,121.64191231653712,121.64191231653712,48,0,121.64191231653712,273,58,5.791425248999643,5.791425248999643,179556,False
scan-fw-5fa0b9053633bf94,2026-09-22T14:49:44.783610+00:00,reno,500.0,48,1539,400,37.86950159896743,-122.4482629890385,12.5,124.72378144366574,124.72378144366573,48,0,124.72378144366574,201,148,3.994480913390877,3.994480913390877,289805,False
scan-fw-d912fd4413766729,2026-09-22T14:39:38.260680+00:00,sacramento,250.0,31,920,400,37.84602941502392,-122.56208207148525,12.5,86.94886447610087,86.94886447610087,31,0,86.94886447610087,261,80,6.719037076702814,6.719037076702814,128917,False
scan-fw-d912fd4413766729,2026-09-22T14:39:38.260680+00:00,reno,500.0,31,920,400,37.75715699306074,-122.44420376079852,12.5,94.5671457258441,94.5671457258441,31,0,94.5671457258441,206,135,10.845799284926882,10.845799284926882,209315,False
scan-fw-28025756fe02e6b9,2026-09-22T14:29:31.740105+00:00,sacramento,250.0,47,1536,400,37.734835715388996,-122.41831961318807,12.5,126.25047531312202,126.25047531312201,47,0,126.25047531312202,255,78,14.008947212249595,14.008947212249595,180925,False
scan-fw-28025756fe02e6b9,2026-09-22T14:29:31.740105+00:00,reno,500.0,47,1536,400,37.86616295802748,-122.59058145391954,12.5,127.3420552305435,127.34205523054351,47,0,127.3420552305435,200,148,9.406731540376745,9.406731540376745,290063,False
scan-fw-2b2e4752cdc0f337,2026-09-22T14:19:58.494273+00:00,sacramento,250.0,27,796,400,37.790454910163106,-122.49014612553002,25.0,123.6345399435919,123.63453994359192,27,0,125.14715790595235,261,73,6.525495158717486,14.008947212249595,111250,False
scan-fw-2b2e4752cdc0f337,2026-09-22T14:19:58.494273+00:00,reno,500.0,27,796,400,37.86616295802748,-122.59058145391954,12.5,120.85174962813336,120.85174962813338,27,0,120.85174962813336,207,143,9.406731540376745,9.406731540376745,177184,False
scan-fw-3bee6be6e987a34f,2026-09-22T14:17:53.371912+00:00,sacramento,250.0,28,739,400,37.790454910163106,-122.49014612553002,25.0,127.88459716151948,127.88459716151948,28,0,137.6587888945287,262,73,6.525495158717486,5.791425248999643,95517,False
scan-fw-3bee6be6e987a34f,2026-09-22T14:17:53.371912+00:00,reno,500.0,28,739,400,43.13750061602649,-123.12456379748991,12.5,151.78311805136337,151.78311805136335,28,0,151.78311805136337,213,131,590.5226898480122,590.5226898480122,160807,False
scan-fw-850d8ee48ecae292,2026-09-22T14:01:27.401628+00:00,sacramento,250.0,43,973,400,37.84602941502392,-122.56208207148525,12.5,120.19384463511169,120.1938446351117,43,0,120.19384463511169,268,59,6.719037076702814,6.719037076702814,131029,False
scan-fw-850d8ee48ecae292,2026-09-22T14:01:27.401628+00:00,reno,500.0,43,973,400,37.86950159896743,-122.4482629890385,12.5,116.18585966036298,116.18585966036298,43,0,116.18585966036298,215,134,3.994480913390877,3.994480913390877,211125,False
scan-fw-9c88377aeea4def3,2026-09-22T14:01:26.627167+00:00,sacramento,250.0,48,1485,400,37.733625831183176,-122.56044940436978,12.5,225.16224351868317,312.23608409926584,48,0,225.16224351868317,260,72,14.417820371908652,14.417820371908652,159802,False
scan-fw-9c88377aeea4def3,2026-09-22T14:01:26.627167+00:00,reno,500.0,48,1485,400,37.81168387740501,-122.51733707593512,25.0,224.07203936026454,303.77427080607833,48,0,225.184178473688,225,140,4.999001983889371,13.793929270457902,257138,False
scan-fw-09d296bf7b4ff5b4,2026-09-22T13:42:06.066964+00:00,sacramento,250.0,50,1629,400,37.847242151605016,-122.41973466328683,12.5,133.02194774604408,133.02194774604408,50,0,133.02194774604408,262,73,5.791425248999643,5.791425248999643,204340,False
scan-fw-09d296bf7b4ff5b4,2026-09-22T13:42:06.066964+00:00,reno,500.0,50,1629,400,37.86264885090062,-122.73288652343385,12.5,135.72294635005554,135.72294635005554,50,0,135.72294635005554,206,134,21.758469564145514,21.758469564145514,312248,False
scan-fw-366b25eb3b33bf9e,2026-09-22T13:41:56.597281+00:00,sacramento,250.0,18,356,400,39.30584197593173,-120.2595049734312,12.5,84.99938610089745,84.99938610089745,18,0,84.99938610089745,258,73,252.35188990387303,252.35188990387303,52541,False
scan-fw-366b25eb3b33bf9e,2026-09-22T13:41:56.597281+00:00,reno,500.0,18,356,400,39.96574463245215,-125.24400623996935,25.0,94.50261855623992,94.50261855623992,18,0,97.85335154964014,195,173,335.1715100064097,527.4975665723784,84425,False
scan-fw-bc262c0465264c64,2026-09-22T13:30:40.393437+00:00,sacramento,250.0,28,887,400,37.847242151605016,-122.41973466328683,12.5,87.5756239644474,87.5756239644474,28,0,87.5756239644474,243,99,5.791425248999643,5.791425248999643,118270,False
scan-fw-bc262c0465264c64,2026-09-22T13:30:40.393437+00:00,reno,500.0,28,887,400,37.81168387740501,-122.51733707593512,25.0,92.00547471658835,92.00547471658835,28,0,99.0930532361358,211,140,4.999001983889371,3.994480913390877,183541,False
scan-fw-6734044ad45c65a2,2026-09-22T13:30:29.630135+00:00,sacramento,250.0,32,629,400,37.96069052035866,-122.27858595446993,12.5,177.13953250878077,264.9202557197949,32,0,177.13953250878077,257,69,22.00471710308518,22.00471710308518,88594,False
scan-fw-6734044ad45c65a2,2026-09-22T13:30:29.630135+00:00,reno,500.0,32,629,400,37.985016484384154,-122.30979026269227,12.5,178.4122608143517,256.5475213021492,32,0,178.4122608143517,202,147,21.601679423357677,21.601679423357677,146350,False
scan-fw-bc2618cd1b1aec18,2026-09-22T13:20:48.253243+00:00,sacramento,250.0,30,1099,400,37.84602941502392,-122.56208207148525,12.5,301.5662559375392,457.1465082063834,30,0,301.5662559375392,248,93,6.719037076702814,6.719037076702814,129798,False
scan-fw-bc2618cd1b1aec18,2026-09-22T13:20:48.253243+00:00,reno,500.0,30,1099,400,37.86616295802748,-122.59058145391954,12.5,302.7255973775209,453.26026291428155,30,0,302.7255973775209,199,145,9.406731540376745,9.406731540376745,206922,False
scan-fw-f9b5c569f886a7f7,2026-09-22T13:20:41.792953+00:00,sacramento,250.0,19,374,400,37.790454910163106,-122.49014612553002,25.0,67.51042269553791,67.51042269553791,19,0,73.9058789320852,264,64,6.525495158717486,18.287124442946677,58617,False
scan-fw-f9b5c569f886a7f7,2026-09-22T13:20:41.792953+00:00,reno,500.0,19,374,400,37.75382616560933,-122.58630340508073,12.5,71.1098518839477,71.1098518839477,19,0,71.1098518839477,204,144,13.793929270457902,13.793929270457902,96387,False
scan-fw-946d0d68e935b41a,2026-09-22T13:10:02.105771+00:00,sacramento,250.0,17,240,400,38.29791693230206,-122.28222953441087,12.5,209.41786893688518,209.41786893688518,17,0,209.41786893688518,258,82,52.99487615220453,52.99487615220453,45355,False
scan-fw-946d0d68e935b41a,2026-09-22T13:10:02.105771+00:00,reno,500.0,17,240,400,38.212727941896325,-122.17455560640589,12.5,207.67656165282816,207.67656165282816,17,0,207.67656165282816,200,159,48.76396446556236,48.76396446556236,74326,False
scan-fw-e3bc0741ecf02704,2026-09-22T13:07:50.399388+00:00,sacramento,250.0,48,1436,400,37.847242151605016,-122.41973466328683,12.5,115.1538702263506,115.1538702263506,48,0,115.1538702263506,258,76,5.791425248999643,5.791425248999643,167109,False
scan-fw-e3bc0741ecf02704,2026-09-22T13:07:50.399388+00:00,reno,500.0,48,1436,400,37.75715699306074,-122.44420376079852,12.5,113.23931322838651,113.23931322838652,48,0,113.23931322838651,200,151,10.845799284926882,10.845799284926882,264066,False
scan-fw-faefb7b0410856c9,2026-09-22T12:59:46.321280+00:00,sacramento,250.0,20,351,400,38.5251947645744,-121.70993789272269,12.5,172.88845006618493,172.88845006618493,20,0,172.88845006618493,269,61,101.23802805388594,101.23802805388594,70222,False
scan-fw-faefb7b0410856c9,2026-09-22T12:59:46.321280+00:00,reno,500.0,20,351,400,38.036845106784284,-115.31654855173186,12.5,114.07425191452096,114.07425191452093,20,0,114.07425191452096,217,126,628.8573063215001,628.8573063215001,114268,False
scan-fw-1d05092feaa8f7d5,2026-09-22T12:57:53.257646+00:00,sacramento,250.0,52,1724,400,37.50881852210088,-122.55720706573548,12.5,254.0015528429359,254.0015528429359,52,0,254.0015528429359,261,76,38.35063749172434,38.35063749172434,215789,False
scan-fw-1d05092feaa8f7d5,2026-09-22T12:57:53.257646+00:00,reno,500.0,52,1724,400,42.19971199751622,-115.33694531641673,12.5,228.9942562229391,228.99425622293907,52,0,228.9942562229391,208,138,777.0547983646342,777.0547983646342,332619,False
scan-fw-660a1ef899e4d15b,2026-09-22T12:48:02.059137+00:00,sacramento,250.0,25,382,400,37.790454910163106,-122.49014612553002,25.0,148.82515636572796,148.82515636572796,25,0,152.55483194440131,272,58,6.525495158717486,6.719037076702814,69115,False
scan-fw-660a1ef899e4d15b,2026-09-22T12:48:02.059137+00:00,reno,500.0,25,382,400,37.64481209620486,-122.44016357778293,12.5,197.4752700182981,197.4752700182981,25,0,197.4752700182981,218,127,23.0578760952206,23.0578760952206,119245,False
scan-fw-4898209733e572e4,2026-09-22T12:47:55.786800+00:00,sacramento,250.0,40,1214,400,37.95964855210532,-122.42115641222753,12.5,127.00457733931366,127.00457733931366,40,0,127.00457733931366,264,60,13.53924559286292,13.53924559286292,148988,False
scan-fw-4898209733e572e4,2026-09-22T12:47:55.786800+00:00,reno,500.0,40,1214,400,37.86950159896743,-122.4482629890385,12.5,120.03342898686468,120.03342898686468,40,0,120.03342898686468,196,153,3.994480913390877,3.994480913390877,233378,False
scan-fw-45be2eeff696fa32,2026-09-22T12:38:49.472581+00:00,sacramento,250.0,27,413,400,37.847242151605016,-122.41973466328683,12.5,71.14159129093632,71.14159129093632,27,0,71.14159129093632,255,82,5.791425248999643,5.791425248999643,69147,False
scan-fw-45be2eeff696fa32,2026-09-22T12:38:49.472581+00:00,reno,500.0,27,413,400,37.86950159896743,-122.4482629890385,12.5,71.37418452813417,71.37418452813417,27,0,71.37418452813417,198,154,3.994480913390877,3.994480913390877,114520,False
scan-fw-8c781c2d54369168,2026-09-22T12:37:33.596351+00:00,sacramento,250.0,43,1364,400,37.73587278340162,-122.27618548125011,12.5,125.44520235957215,125.44520235957215,43,0,125.44520235957215,265,58,22.29598229320849,22.29598229320849,159179,False
scan-fw-8c781c2d54369168,2026-09-22T12:37:33.596351+00:00,reno,500.0,43,1364,400,37.81800273344069,-122.23289405958728,25.0,117.57170973580205,117.57170973580205,43,0,120.50348425973243,195,159,22.464316785452084,3.994480913390877,244694,False
scan-fw-d4f03ea04700258c,2026-09-22T12:28:10.224993+00:00,sacramento,250.0,28,518,400,37.847242151605016,-122.41973466328683,12.5,208.35011339130986,275.53291446081374,28,0,208.35011339130986,265,68,5.791425248999643,5.791425248999643,87128,False
scan-fw-d4f03ea04700258c,2026-09-22T12:28:10.224993+00:00,reno,500.0,28,518,400,37.86950159896743,-122.4482629890385,12.5,212.31623941482414,278.2129030698109,28,0,212.31623941482414,216,131,3.994480913390877,3.994480913390877,137423,False
scan-fw-996df584e37dcfa3,2026-09-22T12:28:04.723795+00:00,sacramento,250.0,29,733,400,37.84602941502392,-122.56208207148525,12.5,107.21778214968172,107.21778214968172,29,0,107.21778214968172,250,98,6.719037076702814,6.719037076702814,99092,False
scan-fw-996df584e37dcfa3,2026-09-22T12:28:04.723795+00:00,reno,500.0,29,733,400,37.81168387740501,-122.51733707593512,25.0,104.080539910909,104.080539910909,29,0,111.81187346067253,201,137,4.999001983889371,9.406731540376745,156723,False
scan-fw-9cee2f6f94b83db6,2026-09-22T12:19:02.868257+00:00,sacramento,250.0,27,447,400,37.732243143924165,-122.70257418749492,12.5,68.37492244266721,68.37492244266721,27,0,68.37492244266721,260,67,23.06468411812861,23.06468411812861,77440,False
scan-fw-9cee2f6f94b83db6,2026-09-22T12:19:02.868257+00:00,reno,500.0,27,447,400,37.81168387740501,-122.51733707593512,25.0,67.86990303530868,67.86990303530868,27,0,71.45611947295822,211,134,4.999001983889371,3.994480913390877,130038,False
scan-fw-168cc9d68492e480,2026-09-22T12:17:37.869931+00:00,sacramento,250.0,36,866,400,37.95843295131761,-122.56372246731505,12.5,270.543035865661,312.5034129574111,36,0,270.543035865661,267,67,13.96058503568436,13.96058503568436,109098,False
scan-fw-168cc9d68492e480,2026-09-22T12:17:37.869931+00:00,reno,500.0,36,866,400,37.86950159896743,-122.4482629890385,12.5,270.0087136623075,310.56735484846143,36,0,270.0087136623075,203,146,3.994480913390877,3.994480913390877,179496,False
scan-fw-52100c9b2c494e4d,2026-09-22T12:09:44.406822+00:00,sacramento,250.0,18,532,400,37.84602941502392,-122.56208207148525,12.5,228.3495212548256,250.08657576074762,18,0,228.3495212548256,267,71,6.719037076702814,6.719037076702814,73804,False
scan-fw-52100c9b2c494e4d,2026-09-22T12:09:44.406822+00:00,reno,500.0,18,532,400,41.467550044597516,-124.31551383030069,50.0,231.20644134724944,249.30580887269747,18,0,231.38356059125624,212,140,431.74829144013916,765.2502215812556,115021,False
scan-fw-bbaafbde3bb8b247,2026-09-22T12:07:42.690904+00:00,sacramento,250.0,29,623,400,37.790454910163106,-122.49014612553002,25.0,340.3729645106411,407.250662006143,29,0,341.6719943205391,265,73,6.525495158717486,30.786042307161395,90146,False
scan-fw-bbaafbde3bb8b247,2026-09-22T12:07:42.690904+00:00,reno,500.0,29,623,400,41.80480667397537,-122.45263661604062,12.5,334.0098575278465,442.99372598643646,29,0,334.0098575278465,208,142,439.8716364312676,439.8716364312676,145976,False
scan-fw-ccd8ef735bcb2bb2,2026-09-22T11:52:06.697675+00:00,sacramento,250.0,23,634,400,37.73587278340162,-122.27618548125011,12.5,141.58375237843347,141.58375237843347,23,0,141.58375237843347,255,77,22.29598229320849,22.29598229320849,90402,False
scan-fw-ccd8ef735bcb2bb2,2026-09-22T11:52:06.697675+00:00,reno,500.0,23,634,400,37.86950159896743,-122.4482629890385,12.5,146.47797714241094,146.47797714241094,23,0,146.47797714241094,191,169,3.994480913390877,3.994480913390877,147887,False
scan-fw-17c02491bc6dfaeb,2026-09-22T11:51:59.934335+00:00,sacramento,250.0,17,360,400,37.790454910163106,-122.49014612553002,25.0,120.33114432835654,120.33114432835653,17,0,123.31049953016812,264,71,6.525495158717486,6.719037076702814,71022,False
scan-fw-17c02491bc6dfaeb,2026-09-22T11:51:59.934335+00:00,reno,500.0,17,360,400,37.64481209620486,-122.44016357778293,12.5,138.96233413019849,138.96233413019849,17,0,138.96233413019849,189,162,23.0578760952206,23.0578760952206,118254,False
scan-fw-036fcac4fe1938c0,2026-09-22T11:40:12.331475+00:00,sacramento,250.0,21,343,400,37.62432608803268,-122.13307255739277,12.5,127.05951744903867,127.05951744903867,21,0,127.05951744903867,262,66,39.81970108085268,39.81970108085268,62716,False
scan-fw-036fcac4fe1938c0,2026-09-22T11:40:12.331475+00:00,reno,500.0,21,343,400,37.98184591201257,-122.45234138095721,12.5,130.89617875924324,130.89617875924324,21,0,130.89617875924324,200,153,15.054540641770203,15.054540641770203,109874,False
scan-fw-f66301105ea7360c,2026-09-22T11:38:10.237154+00:00,sacramento,250.0,38,1006,400,37.847242151605016,-122.41973466328683,12.5,122.29783753193172,122.29783753193173,38,0,122.29783753193172,255,81,5.791425248999643,5.791425248999643,124882,False
scan-fw-f66301105ea7360c,2026-09-22T11:38:10.237154+00:00,reno,500.0,38,1006,400,37.86950159896743,-122.4482629890385,12.5,119.92545792176156,119.92545792176156,38,0,119.92545792176156,195,170,3.994480913390877,3.994480913390877,199449,False
scan-fw-b77bcf302a090ba5,2026-09-22T11:29:51.597089+00:00,sacramento,250.0,14,281,400,37.847242151605016,-122.41973466328683,12.5,81.24154600580567,81.24154600580566,14,0,81.24154600580567,259,84,5.791425248999643,5.791425248999643,57910,False
scan-fw-b77bcf302a090ba5,2026-09-22T11:29:51.597089+00:00,reno,500.0,14,281,400,37.86950159896743,-122.4482629890385,12.5,78.80338284862292,78.80338284862292,14,0,78.80338284862292,210,140,3.994480913390877,3.994480913390877,95392,False
scan-fw-46490ad7c8e07d30,2026-09-22T11:27:43.375054+00:00,sacramento,250.0,26,685,400,37.95843295131761,-122.56372246731505,12.5,92.5852598728966,92.5852598728966,26,0,92.5852598728966,265,72,13.96058503568436,13.96058503568436,95580,False
scan-fw-46490ad7c8e07d30,2026-09-22T11:27:43.375054+00:00,reno,500.0,26,685,400,37.86616295802748,-122.59058145391954,12.5,95.32547260968069,95.32547260968067,26,0,95.32547260968069,207,150,9.406731540376745,9.406731540376745,153573,False
scan-fw-9e9275aacc2ad76a,2026-09-22T11:20:37.697107+00:00,sacramento,250.0,26,777,400,37.84602941502392,-122.56208207148525,12.5,321.2521354431443,357.5523918288045,26,0,321.2521354431443,269,67,6.719037076702814,6.719037076702814,96134,False
scan-fw-9e9275aacc2ad76a,2026-09-22T11:20:37.697107+00:00,reno,500.0,26,777,400,37.64481209620486,-122.44016357778293,12.5,328.89850948126815,387.96325054958146,26,0,328.89850948126815,209,149,23.0578760952206,23.0578760952206,156208,False
scan-fw-bc32f921a5904b83,2026-09-22T11:20:33.211878+00:00,sacramento,250.0,21,359,400,37.790454910163106,-122.49014612553002,25.0,69.93368999256738,69.93368999256738,21,0,71.84795446987012,257,82,6.525495158717486,5.791425248999643,63799,False
