session_id,publication_utc,prior,prior_radius_km,tracks,observations,evaluated_positions,selected_latitude_deg,selected_longitude_deg,selected_spacing_km,selected_rmse_hz,selected_uncapped_rmse_hz,selected_matched_track_count,selected_unmatched_track_count,finest_rmse_hz,finest_evaluated_positions,deferred_cells,selected_reference_error_km,finest_reference_error_km,runtime_ms,search_complete
scan-fw-d5170384143bb4cd,2026-09-23T02:50:09.706682+00:00,reno,500.0,26,540,400,37.86950159896743,-122.4482629890385,12.5,171.5157457971903,174.04529445376235,26,0,171.5157457971903,196,159,3.994480913390877,3.994480913390877,145870,False
scan-fw-9237e712aa231d33,2026-09-23T02:36:23.389077+00:00,sacramento,250.0,13,239,400,38.07205491665447,-122.42258490175576,12.5,464.6819195996765,578.1967085709916,13,0,464.6819195996765,270,59,25.407917982652894,25.407917982652894,49850,False
scan-fw-9237e712aa231d33,2026-09-23T02:36:23.389077+00:00,reno,500.0,13,239,400,38.03636475990968,-122.52571376488,25.0,463.6117640136557,583.3045570871034,13,0,464.9222045245086,216,129,21.12454140342945,27.38030874903747,79619,False
scan-fw-25238f9cfeef69f0,2026-09-23T02:20:29.140875+00:00,sacramento,250.0,29,667,400,37.957043731304225,-122.70628344291833,12.5,137.9741486421653,137.9741486421653,29,0,137.9741486421653,260,74,22.780866201315696,22.780866201315696,104064,False
scan-fw-25238f9cfeef69f0,2026-09-23T02:20:29.140875+00:00,reno,500.0,29,667,400,37.86950159896743,-122.4482629890385,12.5,102.52698015583086,102.52698015583086,29,0,102.52698015583086,197,163,3.994480913390877,3.994480913390877,171344,False
scan-fw-e29eb02dee132d88,2026-09-23T02:07:08.577987+00:00,sacramento,250.0,40,987,400,37.790454910163106,-122.49014612553002,25.0,191.7968631895697,310.2921306299266,40,0,192.98112358191165,260,79,6.525495158717486,5.791425248999643,138981,False
scan-fw-e29eb02dee132d88,2026-09-23T02:07:08.577987+00:00,reno,500.0,40,987,400,37.75715699306074,-122.44420376079852,12.5,195.3957408633525,301.5912482076934,40,0,195.3957408633525,205,146,10.845799284926882,10.845799284926882,225224,False
scan-fw-9589cebe3d85e3e7,2026-09-23T01:57:06.471762+00:00,sacramento,250.0,31,696,400,37.790454910163106,-122.49014612553002,25.0,184.63805937051134,184.63805937051134,31,0,186.6773485078355,269,69,6.525495158717486,5.791425248999643,104745,False
scan-fw-9589cebe3d85e3e7,2026-09-23T01:57:06.471762+00:00,reno,500.0,31,696,400,37.86616295802748,-122.59058145391954,12.5,186.46987336722654,186.46987336722654,31,0,186.46987336722654,216,138,9.406731540376745,9.406731540376745,176847,False
scan-fw-e200e7bce283d433,2026-09-23T01:49:21.958633+00:00,sacramento,250.0,42,1220,400,37.847242151605016,-122.41973466328683,12.5,273.8995609950139,286.03391451185445,42,0,273.8995609950139,263,73,5.791425248999643,5.791425248999643,163715,False
scan-fw-e200e7bce283d433,2026-09-23T01:49:21.958633+00:00,reno,500.0,42,1220,400,37.76031272744162,-122.30209149385597,12.5,273.0800724168629,284.31346845506334,42,0,273.0800724168629,200,145,18.905129319097618,18.905129319097618,259828,False
scan-fw-99f2abb55c3851ab,2026-09-23T01:40:16.183425+00:00,sacramento,250.0,25,787,400,37.73587278340162,-122.27618548125011,12.5,127.50215733295504,127.50215733295505,25,0,127.50215733295504,253,72,22.29598229320849,22.29598229320849,113164,False
scan-fw-99f2abb55c3851ab,2026-09-23T01:40:16.183425+00:00,reno,500.0,25,787,400,37.76031272744162,-122.30209149385597,12.5,128.23548812126316,128.23548812126316,25,0,128.23548812126316,204,144,18.905129319097618,18.905129319097618,179216,False
scan-fw-0b3e80870e38107c,2026-09-23T01:27:47.068945+00:00,sacramento,250.0,36,955,400,37.847242151605016,-122.41973466328683,12.5,158.4781362215312,168.44093978542978,36,0,158.4781362215312,268,67,5.791425248999643,5.791425248999643,135542,False
scan-fw-0b3e80870e38107c,2026-09-23T01:27:47.068945+00:00,reno,500.0,36,955,400,37.81168387740501,-122.51733707593512,25.0,158.74506532799742,170.0437925347066,36,0,160.7040927964173,201,151,4.999001983889371,3.994480913390877,220294,False
scan-fw-c3b19f4c856f4ba8,2026-09-23T01:20:40.276453+00:00,sacramento,250.0,38,1064,400,37.790454910163106,-122.49014612553002,25.0,305.93957556723586,400.7760466967118,38,0,307.6901719959888,272,57,6.525495158717486,6.719037076702814,148430,False
scan-fw-c3b19f4c856f4ba8,2026-09-23T01:20:40.276453+00:00,reno,500.0,38,1064,400,37.81168387740501,-122.51733707593512,25.0,304.13562894754716,408.7760748214909,38,0,309.9852566733431,216,136,4.999001983889371,3.994480913390877,239758,False
scan-fw-d68e4be46e965706,2026-09-23T01:18:32.301903+00:00,sacramento,250.0,41,1035,400,37.95843295131761,-122.56372246731505,12.5,130.1433388019246,130.1433388019246,41,0,130.1433388019246,264,76,13.96058503568436,13.96058503568436,135341,False
scan-fw-d68e4be46e965706,2026-09-23T01:18:32.301903+00:00,reno,500.0,41,1035,400,37.97849942513264,-122.59487969714397,12.5,133.1215126642055,133.1215126642055,41,0,133.1215126642055,197,154,17.293337213972116,17.293337213972116,230641,False
scan-fw-bc568dae583c9080,2026-09-23T01:02:24.538513+00:00,sacramento,250.0,28,673,400,37.73587278340162,-122.27618548125011,12.5,122.08653417026986,122.08653417026986,28,0,122.08653417026986,266,79,22.29598229320849,22.29598229320849,98888,False
scan-fw-bc568dae583c9080,2026-09-23T01:02:24.538513+00:00,reno,500.0,28,673,400,37.76031272744162,-122.30209149385597,12.5,117.38828599890132,117.38828599890134,28,0,117.38828599890132,211,143,18.905129319097618,18.905129319097618,166743,False
scan-fw-297ced0d8a53f33d,2026-09-23T01:02:21.889520+00:00,sacramento,250.0,30,722,400,37.847242151605016,-122.41973466328683,12.5,92.33450670162503,92.33450670162503,30,0,92.33450670162503,267,63,5.791425248999643,5.791425248999643,94668,False
scan-fw-297ced0d8a53f33d,2026-09-23T01:02:21.889520+00:00,reno,500.0,30,722,400,37.86950159896743,-122.4482629890385,12.5,95.55119945127835,95.55119945127835,30,0,95.55119945127835,207,149,3.994480913390877,3.994480913390877,156624,False
scan-fw-c8fe15a799b58d03,2026-09-23T00:40:55.221539+00:00,sacramento,250.0,20,379,400,38.06944393299201,-122.70815126261951,12.5,121.55366764444956,121.55366764444956,20,0,121.55366764444956,270,74,31.32383773945114,31.32383773945114,61853,False
scan-fw-c8fe15a799b58d03,2026-09-23T00:40:55.221539+00:00,reno,500.0,20,379,400,37.86950159896743,-122.4482629890385,12.5,89.8393119286444,89.8393119286444,20,0,89.8393119286444,199,149,3.994480913390877,3.994480913390877,99885,False
scan-fw-309c7c537aaf2496,2026-09-23T00:30:49.903783+00:00,sacramento,250.0,29,557,400,37.847242151605016,-122.41973466328683,12.5,150.49965405521402,150.49965405521402,29,0,150.49965405521402,258,76,5.791425248999643,5.791425248999643,84124,False
scan-fw-309c7c537aaf2496,2026-09-23T00:30:49.903783+00:00,reno,500.0,29,557,400,37.92727918367501,-122.37908082471127,50.0,156.19805137274358,156.19805137274358,29,0,156.31052503556256,208,146,12.773803485018046,3.994480913390877,138906,False
scan-fw-303c9eabb87e7334,2026-09-23T00:17:17.318639+00:00,sacramento,250.0,31,838,400,37.957043731304225,-122.70628344291833,12.5,273.2185818771416,327.22950210919026,31,0,273.2185818771416,262,72,22.780866201315696,22.780866201315696,104980,False
scan-fw-303c9eabb87e7334,2026-09-23T00:17:17.318639+00:00,reno,500.0,31,838,400,37.97497706073413,-122.73740452303997,12.5,271.41712252391403,322.57139824985114,31,0,271.41712252391403,207,139,26.151357714794596,26.151357714794596,171519,False
scan-fw-7b2d3ce2001ef71a,2026-09-23T00:09:51.352267+00:00,sacramento,250.0,23,518,400,37.847242151605016,-122.41973466328683,12.5,99.98293295844994,99.98293295844994,23,0,99.98293295844994,258,81,5.791425248999643,5.791425248999643,83468,False
scan-fw-7b2d3ce2001ef71a,2026-09-23T00:09:51.352267+00:00,reno,500.0,23,518,400,37.76031272744162,-122.30209149385597,12.5,110.27156271812646,110.27156271812646,23,0,110.27156271812646,202,146,18.905129319097618,18.905129319097618,135778,False
scan-fw-cf510316ae7f05d5,2026-09-22T23:57:07.678694+00:00,sacramento,250.0,34,750,400,37.84464346814744,-122.70442443606721,12.5,184.35118554536405,189.34408883971798,34,0,184.35118554536405,271,59,19.215448967976897,19.215448967976897,110893,False
scan-fw-cf510316ae7f05d5,2026-09-22T23:57:07.678694+00:00,reno,500.0,34,750,400,37.86616295802748,-122.59058145391954,12.5,184.5109586304336,188.553933954023,34,0,184.5109586304336,203,156,9.406731540376745,9.406731540376745,176057,False
scan-fw-b1b43ef5a8656897,2026-09-22T23:33:55.861256+00:00,sacramento,250.0,56,1522,400,37.84602941502392,-122.56208207148525,12.5,188.63224050433814,238.500666866451,56,0,188.63224050433814,266,72,6.719037076702814,6.719037076702814,188671,False
scan-fw-b1b43ef5a8656897,2026-09-22T23:33:55.861256+00:00,reno,500.0,56,1522,400,37.81168387740501,-122.51733707593512,25.0,182.9000339718749,234.14013666082295,56,0,188.6107680880565,207,151,4.999001983889371,3.994480913390877,296006,False
scan-fw-d7334b0ac3bc4f07,2026-09-22T23:33:54.904976+00:00,sacramento,250.0,50,1521,400,37.90398740525912,-122.34921470922835,50.0,140.07286346645844,140.07286346645844,50,0,141.02079472935415,266,57,13.44429627468804,5.791425248999643,177911,False
scan-fw-d7334b0ac3bc4f07,2026-09-22T23:33:54.904976+00:00,reno,500.0,50,1521,400,37.86950159896743,-122.4482629890385,12.5,134.75173661464936,134.75173661464933,50,0,134.75173661464936,207,146,3.994480913390877,3.994480913390877,279555,False
scan-fw-e1b6c5c1976303f6,2026-09-22T23:11:00.895091+00:00,sacramento,250.0,22,407,400,38.07205491665447,-122.42258490175576,12.5,121.13316904082848,121.13316904082848,22,0,121.13316904082848,256,83,25.407917982652894,25.407917982652894,74120,False
scan-fw-e1b6c5c1976303f6,2026-09-22T23:11:00.895091+00:00,reno,500.0,22,407,400,37.87266473696595,-122.30593181217438,12.5,121.32324348231295,121.32324348231293,22,0,121.32324348231295,187,167,15.994962765033991,15.994962765033991,116331,False
scan-fw-7b25b1ffa0e62950,2026-09-22T23:08:10.215210+00:00,sacramento,250.0,39,997,400,38.01735134561819,-122.20784808965668,25.0,182.83704002946376,182.83704002946376,39,0,187.2795481824268,262,70,30.723216364998475,39.49524590874808,135374,False
scan-fw-7b25b1ffa0e62950,2026-09-22T23:08:10.215210+00:00,reno,500.0,39,997,400,38.100369642611184,-122.17088266163887,12.5,184.61057018206841,184.61057018206841,39,0,184.61057018206841,208,151,39.27215951251938,39.27215951251938,213353,False
scan-fw-8d09a077b695ae81,2026-09-22T22:51:05.537008+00:00,sacramento,250.0,36,776,400,37.847242151605016,-122.41973466328683,12.5,149.0010723317829,149.00107233178292,36,0,149.0010723317829,263,64,5.791425248999643,5.791425248999643,104132,False
scan-fw-8d09a077b695ae81,2026-09-22T22:51:05.537008+00:00,reno,500.0,36,776,400,37.92727918367501,-122.37908082471127,50.0,152.05481392394572,152.05481392394572,36,0,152.78970112165132,208,151,12.773803485018046,15.054540641770203,179862,False
scan-fw-180f6e8236bfab17,2026-09-22T22:39:55.417485+00:00,sacramento,250.0,25,745,400,37.62346387673044,-122.27499371267409,12.5,135.12469360982084,135.12469360982084,25,0,135.12469360982084,271,58,31.18145751870322,31.18145751870322,91733,False
scan-fw-180f6e8236bfab17,2026-09-22T22:39:55.417485+00:00,reno,500.0,25,745,400,37.76031272744162,-122.30209149385597,12.5,96.0906591187003,96.0906591187003,25,0,96.0906591187003,209,153,18.905129319097618,18.905129319097618,153616,False
scan-fw-a9932d4f3c468cb6,2026-09-22T22:30:02.306905+00:00,sacramento,250.0,25,781,400,37.84602941502392,-122.56208207148525,12.5,98.37091672496395,98.37091672496395,25,0,98.37091672496395,264,75,6.719037076702814,6.719037076702814,98988,False
scan-fw-a9932d4f3c468cb6,2026-09-22T22:30:02.306905+00:00,reno,500.0,25,781,400,37.86950159896743,-122.4482629890385,12.5,104.9713996824178,104.97139968241777,25,0,104.9713996824178,205,145,3.994480913390877,3.994480913390877,160223,False
scan-fw-2a89cf8b145dcaea,2026-09-22T22:20:14.020924+00:00,sacramento,250.0,35,741,400,37.961558844668964,-122.13601177104944,12.5,197.66191710957392,197.66191710957392,35,0,197.66191710957392,266,81,33.12985277698099,33.12985277698099,96293,False
scan-fw-2a89cf8b145dcaea,2026-09-22T22:20:14.020924+00:00,reno,500.0,35,741,400,41.637937770737295,-122.37066335173515,25.0,215.83278504427363,215.83278504427363,35,0,229.32457545894422,181,178,421.4221816502338,427.3828124560635,161458,False
scan-fw-ceafe9666d1dda0d,2026-09-22T22:10:15.399625+00:00,sacramento,250.0,23,586,400,37.957043731304225,-122.70628344291833,12.5,249.50981687527155,259.5236509314165,23,0,249.50981687527155,262,72,22.780866201315696,22.780866201315696,90987,False
scan-fw-ceafe9666d1dda0d,2026-09-22T22:10:15.399625+00:00,reno,500.0,23,586,400,37.86950159896743,-122.4482629890385,12.5,239.04907588523247,358.5889311986478,23,0,239.04907588523247,190,180,3.994480913390877,3.994480913390877,143683,False
scan-fw-50c34bc5af3b327f,2026-09-22T21:59:14.307506+00:00,sacramento,250.0,27,685,400,37.84602941502392,-122.56208207148525,12.5,100.57644936098424,100.57644936098424,27,0,100.57644936098424,258,88,6.719037076702814,6.719037076702814,95412,False
scan-fw-50c34bc5af3b327f,2026-09-22T21:59:14.307506+00:00,reno,500.0,27,685,400,37.81168387740501,-122.51733707593512,25.0,103.96118379667406,103.96118379667406,27,0,109.99442922501989,215,139,4.999001983889371,3.994480913390877,151967,False
scan-fw-e11a14696f0f86f9,2026-09-22T21:50:14.920575+00:00,sacramento,250.0,24,471,400,37.73587278340162,-122.27618548125011,12.5,104.62695805468958,104.62695805468958,24,0,104.62695805468958,251,79,22.29598229320849,22.29598229320849,74245,False
scan-fw-e11a14696f0f86f9,2026-09-22T21:50:14.920575+00:00,reno,500.0,24,471,400,37.76031272744162,-122.30209149385597,12.5,109.20569428971098,109.20569428971098,24,0,109.20569428971098,216,138,18.905129319097618,18.905129319097618,120741,False
scan-fw-ef3e66c3c209327e,2026-09-22T21:50:05.740375+00:00,sacramento,250.0,35,665,400,37.847242151605016,-122.41973466328683,12.5,136.0468819511457,136.0468819511457,35,0,136.0468819511457,255,81,5.791425248999643,5.791425248999643,91386,False
scan-fw-ef3e66c3c209327e,2026-09-22T21:50:05.740375+00:00,reno,500.0,35,665,400,37.76031272744162,-122.30209149385597,12.5,140.15329861986612,140.15329861986612,35,0,140.15329861986612,215,130,18.905129319097618,18.905129319097618,152849,False
scan-fw-1b0f21e7b8338b78,2026-09-22T21:31:24.185959+00:00,sacramento,250.0,34,689,400,37.73587278340162,-122.27618548125011,12.5,126.73386769602348,126.73386769602348,34,0,126.73386769602348,266,64,22.29598229320849,22.29598229320849,100237,False
scan-fw-1b0f21e7b8338b78,2026-09-22T21:31:24.185959+00:00,reno,500.0,34,689,400,37.81800273344069,-122.23289405958728,25.0,136.28644994702177,136.28644994702177,34,0,139.1893116919278,204,154,22.464316785452084,18.905129319097618,157904,False
scan-fw-23c903c9f18699eb,2026-09-22T21:18:05.728086+00:00,sacramento,250.0,43,1124,400,37.95964855210532,-122.42115641222753,12.5,247.63442077873395,350.559292680092,43,0,247.63442077873395,255,80,13.53924559286292,13.53924559286292,134949,False
scan-fw-23c903c9f18699eb,2026-09-22T21:18:05.728086+00:00,reno,500.0,43,1124,400,37.92727918367501,-122.37908082471127,50.0,248.7493983084083,350.0318207754533,43,0,248.91953032937133,209,145,12.773803485018046,18.905129319097618,222200,False
scan-fw-ae07971460361cf7,2026-09-22T21:08:11.760988+00:00,sacramento,250.0,43,1051,400,37.619842759033496,-122.70073264310571,12.5,203.49966874274693,258.45242885248024,43,0,203.49966874274693,258,75,31.73651506344456,31.73651506344456,129315,False
scan-fw-ae07971460361cf7,2026-09-22T21:08:11.760988+00:00,reno,500.0,43,1051,400,37.80466390442439,-122.80172806169696,25.0,203.3804064152092,267.0324326486762,43,0,207.26627102216014,205,146,28.19555321649961,31.457628249580136,207565,False
scan-fw-add6f86ed5fb55f8,2026-09-22T20:57:33.246774+00:00,sacramento,250.0,44,1341,400,37.84602941502392,-122.56208207148525,12.5,108.85262915767107,108.85262915767107,44,0,108.85262915767107,265,70,6.719037076702814,6.719037076702814,164288,False
scan-fw-add6f86ed5fb55f8,2026-09-22T20:57:33.246774+00:00,reno,500.0,44,1341,400,37.81168387740501,-122.51733707593512,25.0,111.96703518512673,111.96703518512675,44,0,118.28577944496249,217,126,4.999001983889371,13.793929270457902,257932,False
scan-fw-21fd0c3ec458afb5,2026-09-22T20:49:49.972790+00:00,sacramento,250.0,30,957,400,37.847242151605016,-122.41973466328683,12.5,116.76349018868318,116.76349018868318,30,0,116.76349018868318,253,85,5.791425248999643,5.791425248999643,117008,False
scan-fw-21fd0c3ec458afb5,2026-09-22T20:49:49.972790+00:00,reno,500.0,30,957,400,37.81168387740501,-122.51733707593512,25.0,118.45017487650549,118.45017487650549,30,0,118.70104877278146,204,145,4.999001983889371,9.406731540376745,191390,False
scan-fw-af2edb2370e94774,2026-09-22T20:39:36.328595+00:00,sacramento,250.0,34,944,400,37.790454910163106,-122.49014612553002,25.0,136.77860976301125,136.77860976301125,34,0,139.32196247926564,262,77,6.525495158717486,5.791425248999643,115209,False
scan-fw-af2edb2370e94774,2026-09-22T20:39:36.328595+00:00,reno,500.0,34,944,400,37.75382616560933,-122.58630340508073,12.5,137.72677393354277,137.72677393354277,34,0,137.72677393354277,197,172,13.793929270457902,13.793929270457902,184850,False
scan-fw-664404e3132e1c62,2026-09-22T20:27:22.268839+00:00,sacramento,250.0,32,846,400,37.95964855210532,-122.42115641222753,12.5,114.87596368335237,114.87596368335237,32,0,114.87596368335237,266,74,13.53924559286292,13.53924559286292,108095,False
scan-fw-664404e3132e1c62,2026-09-22T20:27:22.268839+00:00,reno,500.0,32,846,400,37.86950159896743,-122.4482629890385,12.5,112.87613306160434,112.87613306160435,32,0,112.87613306160434,208,147,3.994480913390877,3.994480913390877,167309,False
scan-fw-75d507347bae3eed,2026-09-22T20:17:34.221042+00:00,sacramento,250.0,33,819,400,38.0124832295879,-122.77854945856332,25.0,149.36565444729567,158.57035054199238,33,0,156.93497492381272,265,69,31.46787088895969,5.791425248999643,102452,False
scan-fw-75d507347bae3eed,2026-09-22T20:17:34.221042+00:00,reno,500.0,33,819,400,37.97497706073413,-122.73740452303997,12.5,152.92401001725113,161.66254599578272,33,0,152.92401001725113,213,138,26.151357714794596,26.151357714794596,166410,False
scan-fw-254dad923cc961aa,2026-09-22T20:10:06.275494+00:00,sacramento,250.0,50,1125,400,37.790454910163106,-122.49014612553002,25.0,160.30052544154915,175.3478034805022,50,0,162.3398658091218,264,77,6.525495158717486,5.791425248999643,139636,False
scan-fw-254dad923cc961aa,2026-09-22T20:10:06.275494+00:00,reno,500.0,50,1125,400,37.81168387740501,-122.51733707593512,25.0,156.1121096622428,171.99534851455772,50,0,160.46160716994717,198,148,4.999001983889371,3.994480913390877,224999,False
scan-fw-29d81f76a2b35595,2026-09-22T20:00:24.971233+00:00,sacramento,250.0,25,534,400,37.95843295131761,-122.56372246731505,12.5,117.50838489979952,117.5083848997995,25,0,117.50838489979952,260,72,13.96058503568436,13.96058503568436,79850,False
scan-fw-29d81f76a2b35595,2026-09-22T20:00:24.971233+00:00,reno,500.0,25,534,400,37.76329333414224,-122.15996728340363,12.5,115.97618801848324,115.97618801848324,25,0,115.97618801848324,200,149,30.159412116422683,30.159412116422683,130965,False
scan-fw-2737189b469f63ed,2026-09-22T19:47:16.353019+00:00,sacramento,250.0,46,1270,400,37.95964855210532,-122.42115641222753,12.5,117.05855473473251,117.0585547347325,46,0,117.05855473473251,260,69,13.53924559286292,13.53924559286292,142811,False
scan-fw-2737189b469f63ed,2026-09-22T19:47:16.353019+00:00,reno,500.0,46,1270,400,37.97849942513264,-122.59487969714397,12.5,117.03763652726782,117.03763652726781,46,0,117.03763652726782,213,135,17.293337213972116,17.293337213972116,226753,False
scan-fw-53a405ae9a5de3ce,2026-09-22T19:40:06.465924+00:00,sacramento,250.0,44,949,400,37.847242151605016,-122.41973466328683,12.5,122.72762976445739,122.72762976445738,44,0,122.72762976445739,263,69,5.791425248999643,5.791425248999643,125646,False
scan-fw-53a405ae9a5de3ce,2026-09-22T19:40:06.465924+00:00,reno,500.0,44,949,400,37.64481209620486,-122.44016357778293,12.5,152.24175795035538,152.24175795035538,44,0,152.24175795035538,207,145,23.0578760952206,23.0578760952206,200872,False
scan-fw-c7fa658940337818,2026-09-22T19:30:01.483060+00:00,sacramento,250.0,22,494,400,38.0124832295879,-122.77854945856332,25.0,104.72752740314378,104.7275274031438,22,0,110.32580735158858,262,74,31.46787088895969,22.780866201315696,75473,False
scan-fw-c7fa658940337818,2026-09-22T19:30:01.483060+00:00,reno,500.0,22,494,400,38.02931175785389,-122.81098377695442,25.0,100.68303101177045,100.68303101177045,22,0,106.8363056225256,194,166,34.868378869752625,9.406731540376745,127302,False
scan-fw-a5590056fbb039c0,2026-09-22T19:20:20.849184+00:00,sacramento,250.0,35,752,400,37.733625831183176,-122.56044940436978,12.5,170.36629201925686,283.7073830236369,35,0,170.36629201925686,260,73,14.417820371908652,14.417820371908652,107878,False
scan-fw-a5590056fbb039c0,2026-09-22T19:20:20.849184+00:00,reno,500.0,35,752,400,37.75382616560933,-122.58630340508073,12.5,172.96130915255773,295.85733565745255,35,0,172.96130915255773,216,131,13.793929270457902,13.793929270457902,173640,False
scan-fw-0847a0c9dfef4378,2026-09-22T19:07:55.715969+00:00,sacramento,250.0,47,953,400,37.790454910163106,-122.49014612553002,25.0,94.48707496130818,94.48707496130818,47,0,97.66224206802406,258,78,6.525495158717486,5.791425248999643,130566,False
scan-fw-0847a0c9dfef4378,2026-09-22T19:07:55.715969+00:00,reno,500.0,47,953,400,37.75032028160873,-122.72838974810652,12.5,97.92022894798875,97.92022894798875,47,0,97.92022894798875,204,152,23.98598100794307,23.98598100794307,213488,False
