latitude_deg,longitude_deg,east_km_from_iteration10,north_km_from_iteration10,balanced_exact_capped_loss,postseal_error_km,group_00_tau_s,group_16_tau_s,reference_role
37.85844764887144,-122.47868467931858,0.02441420778179919,0.02441406249941309,0.05813939206926787,1.212613753039161,-0.75,-0.5,post-seal only
