group_id,iteration5_error_km,iteration6_error_km,delta_km,exact_capped_loss,tau_s,exact_candidate_count
20260921_00,3.719980596203823,3.1567737155744595,-0.5632068806293633,0.03896454320193969,-1.0,28
20260921_16,1.7303843176285034,0.42292831048175894,-1.3074560071467445,0.07708697859262159,-0.5,28
