group_id,iteration4_exact_selected_error_km,iteration3_seed_min_error_km,iteration3_seed_max_error_km,iteration4_minus_iteration3_seed_min_km,exact_capped_loss,surrogate_exact_loss_error,candidate_count,latitude_deg,longitude_deg,tau_s
20260921_00,4.203656075629354,4.203656075629354,4.260023693463152,0.0,0.03918996962223392,0.004638865778423498,8,37.867724886474946,-122.52727365624843,-1.25
20260921_16,0.42292831048175894,0.6347737143398362,2.948708033950095,-0.21184540385807726,0.07734874493290428,0.0020042041972546804,9,37.84680822654087,-122.48174710965702,-0.75
