visit_index,time_s,held_after_20ms,evaluation_set,raw_phase_deg,normalized_phase_deg,tone_agreement
259,0.1089023278630255,True,held,23.103070432414842,23.077954209792207,0.9799155162442493
259,0.1102356278630255,True,held,37.05988746663599,36.578236874365466,0.9299966404074197
259,0.1115690278630255,True,held,50.01496576112202,50.328919282086574,0.9744611413656463
259,0.11290232786302551,True,held,69.41263746562676,69.35129552275951,0.9690246224568161
259,0.1142356278630255,True,held,74.61707926712222,74.30140301919141,0.9732682990748589
259,0.1155690278630255,True,held,91.05900830381026,90.96300241135422,0.9885211530371296
259,0.1169023278630255,True,held,103.57633723690287,103.2351101003197,0.9801744689451242
259,0.11823562786302551,True,held,94.22876132468107,94.18392859001699,0.9847505372650261
260,0.12090280234495615,False,training,101.48206552375392,100.6678784490046,0.957950685747927
260,0.12223610234495616,False,training,106.93952044343943,104.86132914181907,0.981870017084868
260,0.12356950234495616,False,training,106.33671152222448,105.54075173402885,0.9614695812601792
260,0.12490280234495615,False,training,71.65342401611689,70.97247082508571,0.9898642330898685
260,0.12623610234495616,False,training,59.691829399447435,58.78531021762219,0.9743964723648415
260,0.12756950234495615,False,training,42.46290295724146,42.09295317401464,0.9876651850639688
260,0.12890280234495616,False,training,21.032004881261287,21.386160501358976,0.9748960966696593
260,0.13023610234495617,False,training,-3.8672264667328835,-3.8041057229621105,0.9890154234949016
260,0.13156950234495615,False,training,-15.7126607707878,-15.71162371416731,0.981654564959815
260,0.13290280234495616,False,training,-29.36664008539139,-29.44974522205063,0.9482996906633424
260,0.13423610234495617,False,training,-46.40297599618188,-46.925878223683554,0.9620068680658107
260,0.13556950234495616,False,training,-50.67701710535825,-52.713372967940806,0.9894998814745442
260,0.13690280234495616,False,training,-72.16911941850528,-72.68524951003192,0.9467607332647812
260,0.13823610234495615,False,training,-83.92913044554393,-83.76518900908087,0.9649871207206258
260,0.13956950234495616,False,boundary,-108.90366204090382,-109.13586827046383,0.9691986949501661
260,0.14090280234495617,True,held,-111.02008293211523,-111.67361598287393,0.9818585700003903
260,0.14223610234495615,True,held,-108.38802376324597,-108.41614470661162,0.9686732166917154
260,0.14356950234495616,True,held,-121.34093284201924,-121.84040530009982,0.9823858279212737
260,0.14490280234495617,True,held,-116.50713135016598,-117.09147895973915,0.9750885620636605
260,0.14623610234495615,True,held,-124.34455612069348,-125.0233359023697,0.9902790347226537
260,0.14756950234495617,True,held,-126.93585624749794,-127.20074600335585,0.9689785262512776
260,0.14890280234495615,True,held,-136.8121935208362,-137.34416192101597,0.9802742880550415
260,0.15023610234495616,True,held,-134.84105890467094,-135.98953336908178,0.9804894222305965
260,0.15156950234495614,True,held,-164.84013255612936,-166.66732158556437,0.9928294686415862
260,0.15290280234495615,True,held,-174.28070224474777,-175.57620864449856,0.963263518073507
260,0.15423610234495616,True,held,170.13602344667845,169.88977643385758,0.9926806859537264
260,0.15556950234495615,True,held,163.41161321939333,163.40196114753414,0.9698722670270143
260,0.15690280234495615,True,held,155.44835305485185,154.8629406558842,0.9900061301875271
260,0.15823610234495616,True,held,156.93582196391785,155.44739096251558,0.9737319282353003
260,0.15956950234495615,True,held,153.88402117966757,153.64979240502888,0.9749130738056229
260,0.16090280234495616,True,held,139.2418358431375,138.82737504933198,0.9638256704411836
260,0.16223610234495617,True,held,117.63668342312445,116.9364866673189,0.9496786876409542
260,0.16356950234495615,True,held,99.29843297783037,99.26940317673767,0.9354543710164592
260,0.16490280234495616,True,held,93.01343235961583,92.59961678572287,0.9821012902080987
260,0.16623610234495614,True,held,53.954025451910354,52.95961999029931,0.9686056839739354
260,0.16756950234495616,True,held,47.70112063167112,47.43657674200571,0.976734617768933
260,0.16890280234495614,True,held,31.946730525293898,31.566331870950847,0.9855612494286814
260,0.17023610234495615,True,held,-13.661172963992202,-14.796918782958828,0.9718459873671724
260,0.17156950234495616,True,held,-27.261319245049844,-27.582719729851878,0.9755065829237201
260,0.17290280234495617,True,held,-58.00741490475366,-58.3450125745959,0.9637430362748107
260,0.17423610234495615,True,held,-71.02470044596505,-71.51250466650882,0.9717199780401261
260,0.17556950234495616,True,held,-99.92476837037817,-100.15867306390096,0.9776243681316708
260,0.17690280234495614,True,held,-132.50722115522902,-133.33862013038257,0.962862609734332
260,0.17823610234495615,True,held,-148.48840029720495,-148.4059889316352,0.9711852953355964
260,0.17956950234495617,True,held,-170.51346516477525,-170.68401087179802,0.9954789110889085
260,0.18090280234495615,True,held,160.71341940517846,159.2240781072462,0.9624199373143133
260,0.18223610234495616,True,held,114.84440395329212,114.4294802103794,0.9636300790631371
260,0.18356950234495617,True,held,89.79663062052032,88.7881364166617,0.9454728994167171
260,0.18490280234495615,True,held,60.61889020360701,60.17848846046935,0.9945153021744095
260,0.18623610234495616,True,held,34.693820950195985,33.79942075142645,0.9692792851919463
260,0.18756950234495617,True,held,2.184623650434809,1.8954145485655143,0.9811107319156634
260,0.18890280234495616,True,held,-24.717966133397717,-25.727346836531108,0.9623434505076118
260,0.19023610234495614,True,held,-56.98318375406256,-57.66607087520227,0.9247494191167286
260,0.19156950234495612,True,held,-94.13497845806239,-94.6644748673312,0.9700083080814524
260,0.19290280234495613,True,held,-135.13514790679994,-136.30416442360203,0.9773463011916406
260,0.19423610234495614,True,held,137.96333170626968,137.7911675313304,0.9815076603070287
260,0.19556950234495613,True,held,49.75563439655015,49.263144711018235,0.982792298150677
260,0.1969028023449561,True,held,-41.88178431660077,-42.82763324588552,0.9800621032896929
260,0.19823610234495614,True,held,-128.84185318986974,-128.67898916719392,0.9740410964092459
260,0.19956950234495613,True,held,137.73085512959506,137.4164454462174,0.9742879701420084
260,0.2009028023449561,True,held,58.67031685216677,58.440825233323366,0.9558430197890987
260,0.20223610234495612,True,held,23.620969144131763,22.371147941725027,0.9618717690688844
260,0.20356950234495613,True,held,-8.363128094591652,-9.060509403631583,0.9447488508820201
260,0.20490280234495611,True,held,-19.071960590330622,-20.228613661008954,0.9499685991887458
260,0.20623610234495612,True,held,-28.12037289584918,-29.42660382542155,0.987526721346495
260,0.20756950234495614,True,held,-40.74076610948353,-41.71371439271931,0.9823711389254375
260,0.20890280234495612,True,held,-57.28561077612284,-57.52449843236187,0.9902747825510438
260,0.21023610234495613,True,held,-83.85882470969979,-85.24442161036683,0.9633934229710688
260,0.21156950234495614,True,held,-111.86871855714635,-113.23981542976641,0.9622573000234379
260,0.21290280234495612,True,held,-143.06931018500967,-142.88904211271068,0.9224584972236252
260,0.21423610234495613,True,held,173.5799121246466,173.2120326767202,0.9723880526148614
260,0.21556950234495614,True,held,149.70768326994812,149.42106082357336,0.94596527409186
260,0.21690280234495612,True,held,125.35106377232353,124.16037149103673,0.9908380085066695
260,0.2182361023449561,True,held,90.11842856442053,89.75726284373641,0.9620658794360951
260,0.21956950234495612,True,held,65.46163742592434,65.7739569502696,0.983843202723504
260,0.22090280234495613,True,held,38.95418878077652,38.456268194650214,0.9801782197556251
260,0.2222361023449561,True,held,8.674583262411183,8.456399737532353,0.9613670556295612
260,0.22356950234495612,True,held,-14.498779111554741,-13.85638805319233,0.9749247263596937
260,0.22490280234495613,True,held,-32.84160127674441,-33.137263553284015,0.9732753485293771
260,0.22623610234495617,True,held,-49.82453329425408,-50.560185512783676,0.9554269818852977
260,0.22756950234495618,True,held,-97.87308310577637,-98.40324173110851,0.9634134559742284
260,0.2289028023449562,True,held,-135.46477555684956,-135.65607546803776,0.9752354989257549
260,0.23023610234495617,True,held,-167.6136771084055,-168.31639265916883,0.9716571873911891
260,0.23156950234495619,True,held,167.68831802004087,167.12320447181432,0.9803756965074663
260,0.2329028023449562,True,held,152.04145869914282,150.77252048186782,0.9831317568616587
260,0.23423610234495618,True,held,121.24136921842677,120.74906336874207,0.9856453568810185
260,0.2355695023449562,True,held,104.0147881509569,103.662252106659,0.9900375081822501
260,0.2369028023449562,True,held,84.41521984828678,83.64061827972786,0.9590241026083918
260,0.23823610234495618,True,held,60.26473204061921,58.688150912880516,0.9585659388672408
261,0.2422366546084755,False,training,-40.70374475016966,-40.94560661175871,0.9930227154099971
261,0.2435699546084755,False,training,-39.320840144432545,-39.53148111787569,0.9764125445117419
261,0.24490335460847548,False,training,-34.25907868312302,-34.39168740317681,0.9747002977991391
261,0.2462366546084755,False,training,-22.59931572712526,-22.405512303754687,0.9536723535461826
261,0.24756995460847547,False,training,-10.14252758416728,-9.93254089905527,0.968409410450705
261,0.24890335460847549,False,training,-20.549428487747385,-20.493265074811912,0.9773163350708398
261,0.2502366546084755,False,training,-21.102224636918688,-20.8656298489291,0.9788459481176267
261,0.2515699546084755,False,training,-12.895220470139954,-12.871178293906471,0.9921661850552429
261,0.25290335460847546,False,training,3.5926362764051243,3.581347256208083,0.9874990288868146
261,0.2542366546084755,False,training,15.353037038605333,15.502864776951386,0.9867710231436243
261,0.2555699546084755,False,training,32.58086190295662,32.676901368036255,0.9886336969769789
261,0.25690335460847546,False,training,45.99749042152314,46.39203991453833,0.977207833583484
261,0.2582366546084755,False,training,54.523817753370494,54.236561160910824,0.9865513345463268
261,0.2595699546084755,False,training,53.44558745436311,53.18819643985085,0.9778013248243898
261,0.26090335460847547,False,boundary,63.3477783474478,63.54529796886645,0.9401475012474265
261,0.2622366546084755,True,held,72.69513914216438,72.56642277339162,0.9778237645313276
261,0.2635699546084755,True,held,70.9873024532156,71.19376089170346,0.9822894228035045
261,0.26490335460847547,True,held,68.0738488909476,68.14421997601696,0.9824414962389321
261,0.2662366546084755,True,held,61.191842644972986,61.34167961383933,0.9824412832228822
261,0.2675699546084755,True,held,45.93748039867717,45.926077230293245,0.9850738260150586
261,0.2689033546084755,True,held,37.75351049824393,37.791977964863946,0.9727560076557357
261,0.2702366546084755,True,held,39.55243604904245,39.696211763580514,0.9775340024816264
261,0.2715699546084755,True,held,11.360708889949708,11.470395976821482,0.9801548145303342
261,0.2729033546084755,True,held,-8.696122123872644,-8.529125905238748,0.9808149521430886
261,0.2742366546084755,True,held,-20.953305309322975,-20.845736350953466,0.9737237820401211
261,0.2755699546084755,True,held,-50.45227658020951,-50.544569879510824,0.9796041929427484
261,0.2769033546084755,True,held,-73.6547055852765,-73.69943943437332,0.9922855257715255
261,0.2782366546084755,True,held,-73.77002232580256,-73.6354492082618,0.9887401690548584
261,0.2795699546084755,True,held,-88.673855765907,-88.39709213398832,0.9881215679158281
261,0.2809033546084755,True,held,-97.21474233428437,-96.7600289066552,0.9841923606539937
261,0.28223665460847547,True,held,-106.57890643788343,-106.51313709646782,0.9949859919877634
261,0.2835699546084755,True,held,-124.05297726018979,-123.9096424202138,0.9857792291137968
261,0.2849033546084755,True,held,-124.38808666636568,-124.32342695779042,0.9775014867772659
261,0.28623665460847547,True,held,-120.04544578406633,-120.24385262630938,0.9378450767527048
261,0.2875699546084755,True,held,-128.09853521256457,-127.80484980070992,0.9866699405729549
261,0.2889033546084755,True,held,-133.22915853706093,-133.30997140994518,0.9855514392452941
261,0.2902366546084755,True,held,-145.58073380463685,-145.84403197825742,0.9854332921807568
261,0.2915699546084755,True,held,-152.88441488031043,-152.92096084882286,0.9928776033072502
261,0.2929033546084755,True,held,-178.91798820377437,-178.81286743714688,0.9821056134114106
261,0.2942366546084755,True,held,156.83666760139903,157.33322190455073,0.9822929484224996
261,0.2955699546084755,True,held,136.02092461591224,136.28265894543506,0.9875934906254401
261,0.2969033546084755,True,held,121.07450037021789,121.38568608434319,0.9886526464115954
261,0.2982366546084755,True,held,117.91359834117858,118.08719003982203,0.9495427981102023
261,0.2995699546084755,True,held,100.2028822261401,100.29271963820872,0.9872507309127119
261,0.3009033546084755,True,held,74.35195680627639,74.4952369790703,0.9669696741158794
261,0.3022366546084755,True,held,58.67259984535119,58.64994111520703,0.9819393607812604
261,0.30356995460847547,True,held,23.19289550021879,23.422004709582843,0.9809389562662071
261,0.3049033546084755,True,held,-14.971042293842423,-14.956688971828964,0.9773573679587605
261,0.3062366546084755,True,held,-48.02051873276814,-47.96162158877005,0.9745933878940373
261,0.30756995460847547,True,held,-82.10882241816809,-82.1767211461394,0.9260723013099615
261,0.3089033546084755,True,held,-110.24765280438244,-110.14204629309403,0.9945714905162812
261,0.3102366546084755,True,held,-127.87903508066465,-127.75024159553543,0.9696574706997589
261,0.3115699546084755,True,held,-174.61200544794866,-174.48487826023643,0.9880527955352091
261,0.3129033546084755,True,held,159.3009054961025,159.14094074533125,0.9624181847711945
261,0.3142366546084755,True,held,143.63793223060955,143.52349734249538,0.9901039324362625
261,0.3155699546084755,True,held,110.87224742155914,111.27055179342462,0.9373265897147817
261,0.3169033546084755,True,held,98.02733638395316,98.35735183038047,0.9761227106946914
261,0.3182366546084755,True,held,88.63030025548667,88.66239972823159,0.9897425790665866
261,0.3195699546084755,True,held,100.44594427971678,100.210885973503,0.9764606411809832
261,0.3209033546084755,True,held,89.72746577419035,89.90151028781439,0.98611368277362
261,0.3222366546084755,True,held,74.14130262588874,74.36646256322935,0.9917534048098197
261,0.3235699546084755,True,held,68.24233826217574,68.09021131941128,0.9685457384815798
261,0.32490335460847547,True,held,74.16458173063522,74.15664361108753,0.9879457125025002
261,0.32623665460847545,True,held,83.26087057668748,83.34473282710142,0.9889256326014022
261,0.3275699546084755,True,held,90.10031763942104,90.10480085791835,0.9912535385572422
261,0.3289033546084755,True,held,101.66291344798488,101.80826611497324,0.9926744529065932
261,0.33023665460847546,True,held,110.58024740579519,110.69395294549308,0.9671540833518695
261,0.3315699546084755,True,held,110.47711631070594,110.2529261487661,0.9774726910983224
261,0.3329033546084755,True,held,117.90605588810062,117.8944791226159,0.9708736428212508
261,0.33423665460847546,True,held,135.52706105418528,135.57182656175544,0.979162413344517
261,0.3355699546084755,True,held,162.35069023269196,162.42432535757973,0.979372645216662
261,0.3369033546084755,True,held,-177.69437005056955,-177.54784655543875,0.985080766113328
261,0.33823665460847546,True,held,178.6943880532034,179.12665148110378,0.9676401675959936
261,0.33956995460847544,True,held,175.86424455968654,176.19412719765367,0.9815431520542038
261,0.34090335460847543,True,held,171.80031955279375,172.25802907085279,0.9703171437895075
261,0.34223665460847547,True,held,-179.6581251922795,-179.7584041380154,0.9695869338690452
261,0.34356995460847545,True,held,163.84451939218647,164.10905646115438,0.9733187766917787
261,0.34490335460847543,True,held,-175.27162105710548,-175.15235760750346,0.9967927880897216
261,0.34623665460847547,True,held,-162.7413146111056,-162.84943075546235,0.9868864517655467
261,0.34756995460847545,True,held,-172.43685443547864,-172.37511462870344,0.9893731761530428
261,0.34890335460847544,True,held,134.76548283546384,134.88062635672313,0.9810064129477415
261,0.3502366546084755,True,held,139.95515757912278,139.89708028519263,0.965814671596304
261,0.35156995460847545,True,held,142.91202012749508,142.71517394914827,0.989406071746609
261,0.35290335460847544,True,held,142.53474721834215,142.63204787037432,0.9640189798958723
261,0.3542366546084755,True,held,159.89941805592133,159.9566746818202,0.9644526338634771
261,0.35556995460847546,True,held,167.77796133585903,167.80862334711796,0.9904266468242918
261,0.35690335460847544,True,held,178.54658127566762,178.7598550316998,0.9810164023538619
261,0.3582366546084755,True,held,-178.81518691785791,-178.75204864931868,0.9881303739194863
261,0.35956995460847546,True,held,-169.5532876989603,-169.20520342994328,0.9720399384727121
262,0.3622371207536246,False,training,-157.4310163090221,-157.31865922715394,0.9777432363547615
262,0.3635704207536246,False,training,-162.6895791167649,-162.33637557087602,0.9876431303348903
262,0.3649038207536246,False,training,-162.42244203202534,-162.0830552814348,0.988033537685715
262,0.3662371207536246,False,training,-159.25780554423295,-159.0957746884392,0.9879352800008218
262,0.3675704207536246,False,training,-156.0998845334303,-156.30073569096007,0.9841601698371146
262,0.3689038207536246,False,training,-163.43707787551904,-163.20505087794473,0.9913449467970745
262,0.3702371207536246,False,training,-141.04380724662605,-140.84202884326095,0.9592843611650325
262,0.3715704207536246,False,training,-139.3360819606501,-139.24531811369883,0.9840868840789208
262,0.3729038207536246,False,training,-136.30413961558895,-136.53574752626466,0.9912975567200246
262,0.3742371207536246,False,training,-143.03248581869403,-143.04497699928933,0.9709820088117798
262,0.3755704207536246,False,training,-121.88034144713146,-122.03444605149348,0.9698610127554746
262,0.3769038207536246,False,training,-113.05568826198046,-113.21061850525255,0.9859166971544723
262,0.3782371207536246,False,training,-91.10290242862412,-91.60933564411937,0.9731979252692434
262,0.37957042075362457,False,training,-80.99478963361024,-80.89386803304795,0.9908893628820031
262,0.3809038207536246,False,boundary,-72.07464895995427,-72.2838845867216,0.9841505023180982
262,0.3822371207536246,True,held,-66.4617615451051,-66.6656971052923,0.9676994752768546
262,0.3835704207536246,True,held,-42.79379943824386,-43.29686487031451,0.9902312694911448
262,0.3849038207536246,True,held,-31.591379600365624,-31.665477305313747,0.9794952753559295
262,0.3862371207536246,True,held,-7.751426940104992,-8.026069899068357,0.968383197458565
262,0.3875704207536246,True,held,-10.237123865764282,-10.602461860241457,0.9877546139705359
262,0.3889038207536246,True,held,-13.228659302103898,-13.477894024357791,0.9768956971553914
262,0.3902371207536246,True,held,-4.880695049609201,-4.6082661459172245,0.9620147816101475
262,0.3915704207536246,True,held,-15.778740430571105,-15.79841841877523,0.9752766111439813
262,0.3929038207536246,True,held,0.8371973486431957,0.7082040549385981,0.9646403397390247
262,0.3942371207536246,True,held,3.1443196065395487,2.9070768589381815,0.9946905255644678
262,0.3955704207536246,True,held,15.733897265330627,15.482204761989204,0.9900280921570619
262,0.3969038207536246,True,held,13.267419892097834,13.73882399295419,0.960294298377805
262,0.3982371207536246,True,held,14.009419646044991,13.844503903221446,0.9458021318986641
262,0.3995704207536246,True,held,16.255873885089375,15.708892893813946,0.985844546401794
262,0.4009038207536246,True,held,18.837621020835986,18.5578578344254,0.9779071775947268
262,0.4022371207536246,True,held,22.124615093134594,21.992350333100845,0.9787012323616779
262,0.4035704207536246,True,held,33.27428552951294,33.09507721931569,0.976764075482229
262,0.4049038207536246,True,held,32.621763252691856,32.60529795777335,0.9744561087263092
262,0.4062371207536246,True,held,42.58906554129067,42.798753765001955,0.9797116072258851
262,0.4075704207536246,True,held,28.99759323997082,28.914368061646122,0.9667179401179515
262,0.4089038207536246,True,held,24.029655757291682,23.759919565926094,0.9784215922448312
262,0.4102371207536246,True,held,15.78474572700194,15.492828875708605,0.972716400303924
262,0.4115704207536246,True,held,-2.6380623820103732,-2.2396255675189165,0.9845569272405167
262,0.4129038207536246,True,held,-6.518567578110112,-6.6972333238409005,0.9609947731236822
262,0.4142371207536246,True,held,-3.093710960838719,-3.191505252782654,0.9753891762826538
262,0.4155704207536246,True,held,-15.009635665821081,-15.319907353858678,0.9804004895692788
262,0.4169038207536246,True,held,-26.207538782941608,-26.234427482394587,0.9517288462537479
262,0.4182371207536246,True,held,-29.44964541776593,-29.671585467201364,0.9487948291149558
262,0.4195704207536246,True,held,-44.0960313016025,-44.66880915340873,0.9673980954679675
262,0.4209038207536246,True,held,-51.77720442521209,-51.52004421365494,0.9838357547615351
262,0.4222371207536246,True,held,-47.25356608283483,-47.1108685972462,0.9931896426021388
262,0.4235704207536246,True,held,-60.241551848660635,-60.492403901637154,0.9643064861722888
262,0.4249038207536246,True,held,-62.53843955562988,-62.48836840112229,0.960577020361243
262,0.4262371207536246,True,held,-93.07187508528962,-93.00726311475154,0.9929973892476098
262,0.4275704207536246,True,held,-122.40835915667822,-122.44332222796727,0.9838268717096437
262,0.4289038207536246,True,held,-134.95406079531213,-135.3842408692173,0.976587017432014
262,0.4302371207536246,True,held,-144.72038754306223,-144.87657979361416,0.9449211893192286
262,0.4315704207536246,True,held,-147.13014991865282,-146.6202762004038,0.9826324860055603
262,0.4329038207536246,True,held,-152.83385632232722,-152.81305284135007,0.9717652429596892
262,0.43423712075362464,True,held,-158.35846663603706,-158.94825916562024,0.9370990208666166
262,0.4355704207536246,True,held,-169.85123511477946,-169.34688615031774,0.9702015220980917
262,0.4369038207536246,True,held,172.76715739133547,172.3719254731359,0.9708430017066688
262,0.43823712075362464,True,held,159.26308462717586,159.05985340992046,0.9739016798284823
262,0.4395704207536246,True,held,161.46699162020596,161.6197920875381,0.9854107135967638
262,0.4409038207536246,True,held,155.1564733321236,155.19040594082415,0.9922520619935158
262,0.44223712075362465,True,held,151.30849767800888,151.56310298744933,0.9717065343932977
262,0.44357042075362463,True,held,156.00543995421899,155.700782828784,0.9858427277849434
262,0.4449038207536246,True,held,150.49725430802755,150.74367345532787,0.9765819403146035
262,0.44623712075362465,True,held,125.81636263277522,125.69980563422526,0.9883283352170349
262,0.44757042075362463,True,held,124.58373856272117,124.6080361147387,0.9683249359408154
262,0.4489038207536246,True,held,120.21811567215187,120.63400214189136,0.9534941488668192
262,0.4502371207536246,True,held,122.99949423990796,122.68691574811535,0.9536182897475208
262,0.45157042075362464,True,held,110.47138610507861,110.75817850156011,0.9771123424716422
262,0.4529038207536246,True,held,106.33126377214819,106.3454318315598,0.981814981056188
262,0.4542371207536246,True,held,94.26381232206809,94.17628729023562,0.9584834692587193
262,0.45557042075362464,True,held,122.71005598331261,122.44014265324608,0.9895081275007525
262,0.4569038207536246,True,held,117.41706855981157,117.38815164724623,0.9583234796510504
262,0.4582371207536246,True,held,119.68922831233918,119.51534804695063,0.9746181603473869
