visit_index,target_index,channel,edge,receiver_id,probe_start_sample,candidate_rank,integer_epoch_sample,fractional_epoch_offset_samples,acquired_absolute_baseband_cfo_hz,glrt_residual_cfo_hz,tracking_absolute_baseband_cfo_hz,pilot_nominal_baseband_hz,pilot_relative_raw_cfo_hz,pilot_relative_canonical_display_cfo_hz,pilot_alias_lift,fractional_exact_score,fractional_control_score,fractional_margin,passed_0p025_comparison_gate,integer_device_sample_counter
311,7,4,upper,1,0,3,10499,0.6511920372180566,461898.4302569807,47496.448863637546,509394.8791206182,312500.0,196894.87912061822,-30377.848152109043,1,0.03705182504260671,0.03580008340711719,0.0012517416354895228,False,492566764405
311,7,4,upper,1,0,4,12986,-0.3716721650935653,1072723.057284425,-91885.6534090932,980837.4038753319,312500.0,668337.4038753319,-13480.777942849905,3,0.04476377177268815,0.0321029283795367,0.012660843393151454,False,492566766892
311,7,4,upper,1,0,6,3738,0.5711180019791808,-293091.20410498045,-55930.397727274125,-349021.60183225456,312500.0,-661521.6018322546,20296.57998592721,-3,0.040383377183378824,0.03325532101588258,0.007128056167496247,False,492566757644
312,5,2,upper,0,0,0,1466,-0.8118556677210416,33492.781895279535,0.0,33492.781895279535,312500.0,-279007.21810472046,-51734.4908319932,-1,0.4480794399386215,0.04398418984294675,0.4040952500956747,True,492568156599
312,5,2,upper,0,0,1,1466,-0.8118556677210444,33492.78189527948,0.0,33492.78189527948,312500.0,-279007.2181047205,-51734.49083199326,-1,0.4480794399386266,0.04398418984294263,0.404095250095684,True,492568156599
312,5,2,upper,0,0,2,1465,0.07989695025485105,-80405.9936478989,-113636.36363636647,-194042.35728426537,312500.0,-506542.35728426534,-51996.90273881081,-2,0.33878540067315066,0.03799394999074041,0.30079145068241026,True,492568156598
312,5,2,upper,0,0,3,13245,0.9084332205524689,719982.0046564558,27077.41477272795,747059.4194291838,312500.0,434559.4194291838,-19986.03511627071,2,0.036894038790923234,0.03812234708385061,-0.0012283082929273742,False,492568168378
312,5,2,upper,0,0,6,6792,0.9950823718453152,-404043.97416769865,-30628.5511363644,-434672.52530406305,312500.0,-747172.525304063,-65354.343485881225,-3,0.044826146606686365,0.03179778220394385,0.013028364402742514,False,492568161925
312,5,2,upper,1,0,0,4639,-0.39223831369344186,688987.645142882,72798.29545454727,761785.9405974293,312500.0,449285.9405974293,-5259.51394802524,2,0.043453018975530264,0.03463063613223769,0.008822382843292571,False,492568159772
312,5,2,upper,1,0,1,696,0.6080695952138099,-254215.2179566936,-5770.596590909235,-259985.81454760284,312500.0,-572485.8145476028,109332.36727057898,-3,0.03967250246654142,0.03364831899848596,0.006024183468055465,False,492568155829
312,5,2,upper,1,0,3,7425,0.7020457966967533,-105495.09195073857,-47940.340909092105,-153435.43285983067,312500.0,-465935.4328598307,-11389.978314376145,-2,0.04257339039525092,0.03621633706145215,0.006357053333798768,False,492568162558
312,5,2,upper,1,0,4,245,-1.1327144895487697,762318.8153480268,-47496.448863637546,714822.3664843893,312500.0,402322.3664843893,-52223.08806106524,2,0.04428688939016252,0.03277484583372637,0.011512043556436154,False,492568155378
312,5,2,upper,1,0,5,6115,-0.9700605894746045,371478.17311004305,-85227.27272727486,286250.9003827682,312500.0,-26249.099617231812,-26249.099617231812,0,0.03952007913800693,0.03365682399101741,0.0058632551469895225,False,492568161248
313,6,3,upper,0,0,1,12774,-0.7012058336253851,-264359.5362403017,-43057.52840909198,-307417.06464939367,312500.0,-619917.0646493937,61901.1171687881,-3,0.040344769031523016,0.03819291385515016,0.002151855176372855,False,492569569592
313,6,3,upper,0,0,2,12120,-0.7899458832642794,1095814.5885631857,-112304.6875000028,983509.9010631829,312500.0,671009.9010631829,-10808.280754998908,3,0.03967717437649463,0.03200462596119935,0.007672548415295279,False,492569568938
313,6,3,upper,0,0,5,5884,1.0468808978411113,-197509.46693123458,22194.602272727825,-175314.86465850676,312500.0,-487814.86465850676,-33269.41011305223,-2,0.040447271678318644,0.03273698751902896,0.007710284159289683,False,492569562702
313,6,3,upper,0,0,7,1299,0.7228500438041845,263949.11628792086,-112304.6875000028,151644.42878791806,312500.0,-160855.57121208194,66417.15606064533,-1,0.04741052609823612,0.036463708663000347,0.010946817435235776,False,492569558117
313,6,3,upper,1,0,1,5288,0.9610554340104995,-263774.9247846807,68803.26704545626,-194971.65773922444,312500.0,-507471.65773922444,-52926.20319376991,-2,0.036296098692712386,0.03292939599341051,0.0033667026993018795,False,492569562106
313,6,3,upper,1,0,3,283,-0.9739614489778954,681013.5751916612,-59037.64204545602,621975.9331462053,312500.0,309475.93314620527,82203.205873478,1,0.03840542622277051,0.03885388459318062,-0.0004484583704101111,False,492569557101
314,4,1,upper,0,0,0,5516,0.19834683140850548,98543.94817952454,0.0,98543.94817952454,312500.0,-213956.05182047546,13316.675452251802,-1,0.4444333535991172,0.04132933832086048,0.4031040152782567,True,492570970102
314,4,1,upper,0,0,1,10040,-0.5183396687339024,-28282.553907466063,47052.556818182995,18770.002910716932,312500.0,-293729.9970892831,-66457.26981655581,-1,0.04544671327348924,0.03826235906730762,0.007184354206181617,False,492570974626
314,4,1,upper,0,0,3,2512,-0.5413386486833965,-466884.19516593404,-44389.20454545565,-511273.3997113897,312500.0,-823773.3997113897,85317.50937951938,-4,0.04099220900875471,0.03709669794993469,0.0038955110588200156,False,492570967098
314,4,1,upper,0,0,4,10040,1.0743028260063034,-444591.32674672524,93661.22159091143,-350930.1051558138,312500.0,-663430.1051558137,18388.076662368025,-3,0.03888229495276118,0.043050478408889065,-0.004168183456127884,False,492570974626
314,4,1,upper,0,0,5,6841,-1.2844936926245325,510688.55781496887,-45720.88068181932,464967.6771331495,312500.0,152467.67713314953,-74805.05013957774,1,0.04603220902963806,0.03262095456428184,0.013411254465356223,False,492570971427
314,4,1,upper,1,0,0,5516,0.4228495985354996,780961.6798047503,0.0,780961.6798047503,312500.0,468461.67980475025,13916.225259295723,2,0.5176422999225777,0.039500425257856166,0.4781418746647215,True,492570970102
314,4,1,upper,1,0,1,5516,0.4228495985354996,780961.6798047503,0.0,780961.6798047503,312500.0,468461.67980475025,13916.225259295723,2,0.5176422999225777,0.039500425257856166,0.4781418746647215,True,492570970102
314,4,1,upper,1,0,4,12489,-0.011313501907576998,485464.77515553066,111860.79545454825,597325.5706100789,312500.0,284825.57061007887,57552.8433373516,1,0.04006529402426445,0.040799713638252,-0.0007344196139875483,False,492570977075
315,6,3,upper,0,0,0,4972,0.17408520341344455,-227997.34167615522,-20419.0340909096,-248416.37576706483,312500.0,-560916.3757670649,-106370.92122161033,-2,0.03925635693636063,0.03203191664172588,0.007224440294634746,False,492572375949
315,6,3,upper,0,0,1,3476,0.9127455750460719,178020.52034788256,113192.47159091191,291212.9919387945,312500.0,-21287.008061205503,-21287.008061205503,0,0.04097926277326369,0.03456239798937456,0.0064168647838891285,False,492572374453
315,6,3,upper,0,0,4,6127,-0.4338661240542312,-202677.51123512647,69691.05113636538,-132986.46009876108,312500.0,-445486.4600987611,9058.994446693454,-2,0.042417133267539736,0.03923341261786428,0.0031837206496754533,False,492572377104
315,6,3,upper,0,0,6,6126,0.5672044263544804,-202758.53348132403,69691.05113636538,-133067.48234495864,312500.0,-445567.48234495864,8977.97220049589,-2,0.04244620028023288,0.03914245262186565,0.0033037476583672315,False,492572377103
315,6,3,upper,0,0,7,12703,0.4631228969890576,709819.6471026186,-64364.346590910696,645455.3005117079,312500.0,332955.3005117079,105682.57323898064,1,0.03939344178510262,0.03713418005602149,0.0022592617290811343,False,492572383680
315,6,3,upper,1,0,1,10889,-0.9411957256550334,650082.5041084122,-81676.1363636384,568406.3677447737,312500.0,255906.36774477374,28633.640472046478,1,0.03641954386466171,0.031953105815011734,0.004466438049649975,False,492572381866
315,6,3,upper,1,0,2,4425,-1.1615376543990756,36624.35845085862,-7990.056818182017,28634.301632676605,312500.0,-283865.6983673234,-56592.97109459611,-1,0.03934372192307238,0.036314990052202664,0.0030287318708697164,False,492572375402
315,6,3,upper,1,0,5,10200,0.2766327272958187,1073338.6058711875,-106977.98295454812,966360.6229166394,312500.0,653860.6229166394,-27957.558901542332,3,0.047639470895258974,0.0380723714506821,0.009567099444576871,False,492572381177
315,6,3,upper,1,0,7,9069,-0.7030532565414032,-36897.04620747926,-15980.113636364034,-52877.15984384329,312500.0,-365377.1598438433,89168.29470161122,-2,0.03679995099868271,0.03412730494896637,0.002672646049716343,False,492572380046
316,6,3,upper,0,0,1,6496,-0.8833003952978377,288523.76431055926,103426.84659091166,391950.61090147094,312500.0,79450.61090147094,79450.61090147094,0,0.03895007459532624,0.03383696366372401,0.00511311093160223,False,492573582819
316,6,3,upper,0,0,2,6496,-0.8833003952978377,288523.76431055926,103426.84659091166,391950.61090147094,312500.0,79450.61090147094,79450.61090147094,0,0.03895007459532624,0.03383696366372401,0.00511311093160223,False,492573582819
316,6,3,upper,0,0,3,8887,0.27358663484897994,207999.21877929894,15980.113636364034,223979.33241566297,312500.0,-88520.66758433703,-88520.66758433703,0,0.0411957751803545,0.03903452047185105,0.0021612547085034517,False,492573585210
316,6,3,upper,0,0,6,10963,-0.76264467046336,5435.809839441325,-6658.3806818183475,-1222.570842377023,312500.0,-313722.570842377,-86449.84356964976,-1,0.04188378692777993,0.03493185601990849,0.00695193090787144,False,492573587286
316,6,3,upper,0,0,7,5992,1.2945584510946846,720288.647568612,-47052.556818182995,673236.090750429,312500.0,360736.09075042896,-93809.36379502557,2,0.046970917664123486,0.04104117503806343,0.00592974262606006,False,492573582315
316,6,3,upper,1,0,2,10688,-0.23294589674950592,337840.3090323042,-56374.289772728676,281466.0192595755,312500.0,-31033.98074042448,-31033.98074042448,0,0.04875547964984005,0.031249300171366765,0.017506179478473282,False,492573587011
316,6,3,upper,1,0,4,11672,1.0585314429693518,-405190.9077796835,-27965.198863637062,-433156.1066433205,312500.0,-745656.1066433205,-63837.92482513876,-3,0.03918556837983992,0.03923226612640506,-4.669774656514136e-05,False,492573587995
316,6,3,upper,1,0,5,9971,-0.7448988516885164,694797.2419286722,-32404.119318182627,662393.1226104896,312500.0,349893.1226104896,-104652.33193496492,2,0.045091918302395076,0.03662285277786792,0.008469065524527156,False,492573586294
316,6,3,upper,1,0,6,11673,0.06869677246319647,-403457.0852318114,-29740.767045455286,-433197.8522772667,312500.0,-745697.8522772667,-63879.67045908491,-3,0.038858548734729985,0.03933391627762958,-0.00047536754289959765,False,492573587996
316,6,3,upper,1,0,7,2307,1.318270737608592,71049.57570154697,-4438.920454545565,66610.65524700141,312500.0,-245889.3447529986,-18616.61748027132,-1,0.039750131456305605,0.03831984086469124,0.0014302905916143624,False,492573578630
317,6,3,upper,0,0,2,6609,-1.2966093435239197,-171123.41114117036,-21306.818181818715,-192430.22932298906,312500.0,-504930.22932298906,-50384.774777534534,-2,0.03723387031999983,0.03725509072498861,-2.1220404988780972e-05,False,492574783859
317,6,3,upper,0,0,3,7502,0.8534587079075144,199162.04936801066,43501.42045454654,242663.4698225572,312500.0,-69836.5301774428,-69836.5301774428,0,0.03832583265852046,0.03302450206063199,0.005301330597888468,False,492574784752
317,6,3,upper,0,0,5,4159,-0.38481519812178694,-101507.93951574445,113192.47159091191,11684.532075167459,312500.0,-300815.46792483254,-73542.74065210528,-1,0.041938942706846005,0.037131919617832604,0.004807023089013401,False,492574781409
317,6,3,upper,0,0,7,2267,-0.5698796505638238,828922.5613169015,81676.1363636384,910598.6976805399,312500.0,598098.6976805399,-83719.48413764185,3,0.04009452513986238,0.03291486598884547,0.007179659151016905,False,492574779517
317,6,3,upper,1,0,0,3799,1.403117684354231,-3049.959007295256,87446.73295454764,84396.77394725238,312500.0,-228103.22605274763,-830.4987800203671,-1,0.03776196116128724,0.0332063400330654,0.004555621128221839,False,492574781049
317,6,3,upper,1,0,4,9934,1.0026957864643207,-273528.056842295,-104758.52272727534,-378286.5795695703,312500.0,-690786.5795695703,-8968.39775138849,-3,0.040450626687674546,0.03450538676011182,0.005945239927562726,False,492574787184
317,6,3,upper,1,0,5,3644,-1.0896375541237096,-254935.2838422273,-35511.36363636452,-290446.6474785918,312500.0,-602946.6474785919,78871.53433958988,-3,0.03773580762470467,0.03747852845902827,0.0002572791656764023,False,492574780894
317,6,3,upper,1,0,6,4556,1.2450220131568708,54432.255969914026,28852.982954546173,83285.2389244602,312500.0,-229214.7610755398,-1942.0338028125407,-1,0.036067446814065214,0.03360964691953527,0.0024577998945299467,False,492574781806
317,6,3,upper,1,0,7,4467,-0.09374255347427264,464944.6009840574,-60369.31818181969,404575.2828022377,312500.0,92075.28280223772,92075.28280223772,0,0.039373923794374245,0.032033426306702355,0.00734049748767189,False,492574781717
318,5,2,upper,0,0,0,512,0.37078046727543507,30539.14378742641,0.0,30539.14378742641,312500.0,-281960.8562125736,-54688.12893984633,-1,0.5510066713942294,0.03861269397134948,0.51239397742288,True,492576183225
318,5,2,upper,0,0,1,512,0.37078046727543507,30539.14378742641,0.0,30539.14378742641,312500.0,-281960.8562125736,-54688.12893984633,-1,0.5510066713942294,0.03861269397134948,0.51239397742288,True,492576183225
318,5,2,upper,0,0,2,511,1.09981109944469,-83963.87867520115,-112748.57954545735,-196712.4582206585,312500.0,-509212.4582206585,-54667.003675203945,-2,0.4431671602004706,0.038924326370215784,0.40424283383025483,True,492576183224
318,5,2,upper,0,0,5,9704,1.1463596301766172,-61976.75395365001,12872.86931818214,-49103.88463546787,312500.0,-361603.8846354679,92941.56990998663,-2,0.04798747898895178,0.03790992325373747,0.010077555735214315,False,492576192417
318,5,2,upper,1,0,0,8177,0.47798243051179046,-189010.31458451576,98544.03409091155,-90466.28049360421,312500.0,-402966.2804936042,51579.174051850336,-2,0.043117943004476966,0.03523992235099052,0.007878020653486445,False,492576190890
318,5,2,upper,1,0,1,6554,-0.6779813848772547,-415962.12205983815,71466.6193181836,-344495.5027416545,312500.0,-656995.5027416545,24822.679076527245,-3,0.03357470121489477,0.03446802627922684,-0.0008933250643320748,False,492576189267
318,5,2,upper,1,0,2,9514,1.3087929918713495,255428.48822750436,-104314.63068182078,151113.85754568357,312500.0,-161386.14245431643,65886.58481841083,-1,0.037962652095996516,0.0394569816520227,-0.001494329556026186,False,492576192227
318,5,2,upper,1,0,7,9387,1.08228788393094,27222.609469998977,-15092.329545454922,12130.279924544055,312500.0,-300369.72007545596,-73096.9928027287,-1,0.03646458942858418,0.03994469863144243,-0.003480109202858246,False,492576192100
319,5,2,upper,0,0,0,7825,0.31022136046743487,30107.206731049286,0.0,30107.206731049286,312500.0,-282392.7932689507,-55120.06599622345,-1,0.5001641362198929,0.042980950633928816,0.45718318558596405,True,492577396552
319,5,2,upper,0,0,1,7826,-0.6898650300451421,30110.09037663421,0.0,30110.09037663421,312500.0,-282389.9096233658,-55117.182350638526,-1,0.5001972088370685,0.042985234962631735,0.4572119738744368,True,492577396553
319,5,2,upper,0,0,2,7825,0.15038508556804703,-84398.48064618051,-112748.57954545735,-197147.06019163787,312500.0,-509647.06019163784,-55101.60564618331,-2,0.3838887485330835,0.035049106815470694,0.34883964171761284,True,492577396552
319,5,2,upper,0,0,3,5114,-0.6618955018032557,-465237.8548555813,96768.46590909333,-368469.388946488,312500.0,-680969.388946488,848.7928716937313,-3,0.04229893917382897,0.03915563642991621,0.0031433027439127653,False,492577393841
319,5,2,upper,1,0,0,7825,0.36127336694128426,712600.0,0.0,712600.0,312500.0,400100.0,-54445.45454545453,2,0.1687055764914159,0.04533285748715073,0.12337271900426518,True,492577396552
319,5,2,upper,1,0,1,1504,-1.039268201268499,246658.86053530066,37730.823863637306,284389.68439893797,312500.0,-28110.31560106203,-28110.31560106203,0,0.03617066415058819,0.03256484083973964,0.0036058233108485563,False,492577390231
319,5,2,upper,1,0,2,7030,0.7197685562138254,107423.65503977798,-26189.630681818835,81234.02435795915,312500.0,-231265.97564204084,-3993.2483693135728,-1,0.03913828416563369,0.035035717662297995,0.0041025665033356945,False,492577395757
319,5,2,upper,1,0,3,8899,0.09847976552730438,-34090.250613911776,-16867.897727273146,-50958.14834118492,312500.0,-363458.14834118495,91087.30620426958,-2,0.03976531404563405,0.04648211502306323,-0.006716800977429181,False,492577397626
319,5,2,upper,1,0,4,10110,-0.6712058081857931,-116377.42522166163,46608.664772728436,-69768.7604489332,312500.0,-382268.76044893323,72276.6940965213,-2,0.04684820034546272,0.037720825723037595,0.009127374622425126,False,492577398837
320,5,2,upper,0,0,0,3283,0.16822094150304556,29684.383007721044,0.0,29684.383007721044,312500.0,-282815.61699227896,-55542.88971955169,-1,0.466531821337476,0.03618758625954949,0.4303442350779265,True,492578596546
320,5,2,upper,0,0,1,3283,0.0447811102883034,-85936.93220354657,-111860.79545454825,-197797.72765809484,312500.0,-510297.72765809484,-55752.27311264031,-2,0.38179997186420495,0.03354169194866012,0.3482582799155448,True,492578596546
320,5,2,upper,0,0,5,6224,-0.6175389163946905,1100091.0033077376,-35511.36363636452,1064579.6396713732,312500.0,752079.6396713732,70261.45785319142,3,0.03906926796863454,0.036626785557608274,0.0024424824110262644,False,492578599487
320,5,2,upper,0,0,7,12850,-1.4144339954912932,466985.56342557597,23082.38636363694,490067.9497892129,312500.0,177567.9497892129,-49704.777483514365,1,0.039836716318787775,0.03261507733723962,0.007221638981548158,False,492578606113
320,5,2,upper,1,0,0,9702,0.3214582747133966,-433856.81917571544,-71910.51136363816,-505767.3305393536,312500.0,-818267.3305393537,90823.5785515554,-4,0.0395262448773527,0.03591760491987311,0.0036086399574795924,False,492578602965
320,5,2,upper,1,0,1,8459,0.25256749637267134,-58227.02525607997,5326.704545454679,-52900.320710625296,312500.0,-365400.32071062527,89145.13383482926,-2,0.037227085139063656,0.03631258749790776,0.0009144976411558994,False,492578601722
320,5,2,upper,1,0,2,10929,0.441433352025449,-12406.239296714484,87890.6250000022,75484.38570328771,312500.0,-237015.61429671227,-9742.887023985008,-1,0.03973466789001169,0.03846095212261203,0.0012737157673996594,False,492578604192
320,5,2,upper,1,0,3,10929,0.441433352025449,-12406.239296714484,87890.6250000022,75484.38570328771,312500.0,-237015.61429671227,-9742.887023985008,-1,0.03973466789001169,0.03846095212261203,0.0012737157673996594,False,492578604192
320,5,2,upper,1,0,4,6025,-1.0763225167073227,-418990.1659571668,2663.3522727273394,-416326.81368443946,312500.0,-728826.8136844395,-47008.631866257754,-3,0.03346351989487533,0.037944398138201156,-0.004480878243325825,False,492578599288
320,5,2,upper,1,0,5,12152,0.3177545743378338,-434512.67500405456,-887.784090909113,-435400.4590949637,312500.0,-747900.4590949637,-66082.27727678197,-3,0.04225256962998967,0.037686614973213635,0.004565954656776033,False,492578605415
320,5,2,upper,1,0,6,6025,-1.4224197150307611,-317984.4547618958,29296.87500000073,-288687.57976189506,312500.0,-601187.5797618951,80630.60205628665,-3,0.03650296880468177,0.03858763207054921,-0.0020846632658674397,False,492578599288
321,7,4,upper,0,0,0,3332,-0.5884996807658185,94970.54075037484,0.0,94970.54075037484,312500.0,-217529.45924962516,9743.268023102108,-1,0.34190506332970333,0.04283865681854127,0.29906640651116206,True,492579996849
321,7,4,upper,0,0,2,8008,-0.6506159980404355,-83226.6532002493,-3107.244318181896,-86333.8975184312,312500.0,-398833.8975184312,55711.557027023344,-2,0.03508328922991797,0.04004720824951674,-0.004963919019598771,False,492580001525
321,7,4,upper,0,0,3,3331,0.3082685013823436,-17250.937899253855,111860.79545454825,94609.8575552944,312500.0,-217890.1424447056,9382.584828021674,-1,0.25504632292341256,0.036121149875486425,0.21892517304792614,True,492579996848
321,7,4,upper,0,0,5,4697,0.3064554045068665,-177792.4084693098,102095.170454548,-75697.2380147618,312500.0,-388197.2380147618,66348.2165306927,-2,0.04503859263475709,0.04049184668907282,0.004546745945684272,False,492579998214
321,7,4,upper,1,0,0,3332,-0.41813471244369,777358.1451488793,0.0,777358.1451488793,312500.0,464858.14514887927,10312.690603424737,2,0.34374187958311375,0.03589905808699019,0.3078428214961236,True,492579996849
321,7,4,upper,1,0,1,3331,0.5822114329143784,777355.2794807513,0.0,777355.2794807513,312500.0,464855.27948075125,10309.824935296725,2,0.3437821796173123,0.035895852742431004,0.30788632687488127,True,492579996848
321,7,4,upper,1,0,2,13328,-0.9647212295968633,255086.84928448652,19975.142045455043,275061.99132994155,312500.0,-37438.00867005845,-37438.00867005845,0,0.036648925828380544,0.04366136635480032,-0.0070124405264197776,False,492580006845
321,7,4,upper,1,0,3,7525,-1.1170507812737211,362172.491469718,33291.90340909174,395464.39487880975,312500.0,82964.39487880975,82964.39487880975,0,0.03922116104372911,0.038322106346572724,0.0008990546971563845,False,492580001042
321,7,4,upper,1,0,4,8649,0.3994842097463957,389195.0805942634,-41281.960227273754,347913.12036698963,312500.0,35413.120366989635,35413.120366989635,0,0.04258036840274168,0.041899760771007,0.0006806076317346782,False,492580002166
321,7,4,upper,1,0,5,8648,0.16534836130801525,294438.3559033249,94549.00568182053,388987.36158514547,312500.0,76487.36158514547,76487.36158514547,0,0.03563761470542112,0.038430897041641814,-0.0027932823362206913,False,492580002165
322,4,1,upper,0,0,0,10126,0.006600211001289937,94669.24186734925,0.0,94669.24186734925,312500.0,-217830.75813265075,9441.969140076515,-1,0.47084988772830244,0.042726819681258354,0.4281230680470441,True,492581410118
322,4,1,upper,0,0,1,10125,0.9453294577326595,-20244.51576596126,-112304.6875000028,-132549.20326596405,312500.0,-445049.20326596405,9496.251279490476,-2,0.3878484733364977,0.036117778863853256,0.35173069447264443,True,492581410117
322,4,1,upper,0,0,2,12861,1.0408956128097864,-228425.41804554744,-91441.76136363864,-319867.17940918606,312500.0,-632367.1794091861,49451.00240899564,-3,0.04328136001157593,0.03464188677506821,0.008639473236507725,False,492581412853
322,4,1,upper,0,0,3,7768,0.9946474286842939,829849.5407393858,-91885.6534090932,737963.8873302926,312500.0,425463.8873302926,-29081.567215161922,2,0.04244307475228198,0.036102955611040835,0.006340119141241142,False,492581407760
322,4,1,upper,0,0,4,12861,-0.0623748281526188,-342823.7540736974,-57705.965909092345,-400529.7199827897,312500.0,-713029.7199827897,-31211.538164607948,-3,0.04508433563750155,0.03373383376940476,0.011350501868096788,False,492581412853
322,4,1,upper,0,0,6,12262,-0.06851786575362577,588557.523210323,-98100.14204545699,490457.381164866,312500.0,177957.38116486598,-49315.34610786129,1,0.03696216849835287,0.03829649835864363,-0.0013343298602907575,False,492581412254
322,4,1,upper,0,0,7,6382,1.0335758540368536,91403.88380250297,30628.5511363644,122032.43493886737,312500.0,-190467.56506113263,36805.16221159464,-1,0.03926704253836462,0.03932531625471338,-5.8273716348762605e-05,False,492581406374
322,4,1,upper,1,0,0,10126,-0.0949852364475063,777085.0310671558,0.0,777085.0310671558,312500.0,464585.03106715577,10039.576521701238,2,0.5016858832037326,0.034669381193213715,0.4670165020105189,True,492581410118
322,4,1,upper,1,0,1,10126,-0.2269186684928872,663876.1917588457,113192.47159091191,777068.6633497577,312500.0,464568.66334975767,10023.20880430314,2,0.39790193187828105,0.039572510190038275,0.3583294216882428,True,492581410118
322,4,1,upper,1,0,2,575,1.4901981870274903,-93495.65458568989,-12872.86931818214,-106368.52390387203,312500.0,-418868.523903872,35676.93064158253,-2,0.03707640497206526,0.032977042314132635,0.004099362657932627,False,492581400567
322,4,1,upper,1,0,3,659,1.3864330856266163,921066.8779347753,40394.176136364644,961461.05407114,312500.0,648961.05407114,-32857.127747041755,3,0.04089768530397952,0.03162370756238709,0.009273977741592429,False,492581400651
322,4,1,upper,1,0,4,12081,-1.1357386299779508,138732.50182875848,-9321.732954545687,129410.7688742128,312500.0,-183089.2311257872,44183.49614694007,-1,0.03785974810558589,0.040911829060827944,-0.003052080955242051,False,492581412073
322,4,1,upper,1,0,5,11105,-1.111939600697901,-194551.62481146998,-34179.68750000085,-228731.31231147083,312500.0,-541231.3123114709,-86685.85776601633,-2,0.0404832675440029,0.03769716037663072,0.0027861071673721816,False,492581411097
322,4,1,upper,1,0,6,9806,-0.8458920222536657,-237894.79087628203,52379.26136363767,-185515.52951264437,312500.0,-498015.5295126444,-43470.07496718987,-2,0.037750203724745766,0.03708687439279335,0.0006633293319524142,False,492581409798
323,4,1,upper,0,0,0,3099,0.6023440849878676,94293.36127251355,0.0,94293.36127251355,312500.0,-218206.63872748645,9066.088545240811,-1,0.5578582218830199,0.04193488646973294,0.5159233354132869,True,492582610119
323,4,1,upper,0,0,2,7375,0.756919723309204,183113.8015155722,51935.36931818311,235049.1708337553,312500.0,-77450.82916624469,-77450.82916624469,0,0.03883328590678149,0.03665649871089352,0.002176787195887972,False,492582614395
323,4,1,upper,0,0,3,3099,0.5710224723544506,-17372.98030505667,111416.90340909369,94043.92310403702,312500.0,-218456.076895963,8816.650376764272,-1,0.4514861263053194,0.03595270004626027,0.41553342625905915,True,492582610119
323,4,1,upper,0,0,4,1481,0.6381644989205543,902408.7597085637,-23082.38636363694,879326.3733449267,312500.0,566826.3733449267,112280.91879947222,2,0.03663607127732811,0.0414382101846216,-0.004802138907293488,False,492582608501
323,4,1,upper,1,0,0,3099,0.7874959673680451,776621.2949058907,0.0,776621.2949058907,312500.0,464121.2949058907,9575.840360436181,2,0.49560376394786515,0.03381866442267768,0.4617850995251875,True,492582610119
323,4,1,upper,1,0,1,3099,0.7874959673680451,776621.2949058907,0.0,776621.2949058907,312500.0,464121.2949058907,9575.840360436181,2,0.49560376394786515,0.03381866442267768,0.4617850995251875,True,492582610119
323,4,1,upper,1,0,2,12358,1.0331204372286538,123477.59281326813,54598.72159091045,178076.31440417859,312500.0,-134423.68559582141,92849.04167690585,-1,0.04287890101372149,0.036771604299909645,0.006107296713811848,False,492582619378
323,4,1,upper,1,0,4,165,-0.10147738718673482,151996.35983376062,18643.465909091374,170639.825742852,312500.0,-141860.174257148,85412.55301557927,-1,0.044229039370622746,0.03203701237088206,0.012192026999740688,False,492582607185
323,4,1,upper,1,0,6,11352,-1.113070354729362,477794.86226025363,8877.84090909113,486672.70316934475,312500.0,174172.70316934475,-53100.024103382515,1,0.04013088071366804,0.03616349736608684,0.003967383347581205,False,492582618372
324,4,1,upper,0,0,0,12436,0.6570581587882588,93885.90257286304,0.0,93885.90257286304,312500.0,-218614.09742713696,8658.629845590302,-1,0.5467705537862965,0.0431021145022133,0.5036684392840831,True,492583823454
324,4,1,upper,0,0,1,12436,0.6570581587882588,93885.90257286304,0.0,93885.90257286304,312500.0,-218614.09742713696,8658.629845590302,-1,0.5467705537862965,0.0431021145022133,0.5036684392840831,True,492583823454
324,4,1,upper,0,0,2,12436,0.24603952607267468,-20095.37075107661,-113636.36363636647,-133731.73438744308,312500.0,-446231.73438744305,8313.720158011478,-2,0.419508421695465,0.03502316303406394,0.38448525866140104,True,492583823454
324,4,1,upper,1,0,0,12436,0.66330444451391,776218.6102101367,0.0,776218.6102101367,312500.0,463718.61021013674,9173.155664682214,2,0.4812327153861594,0.039478812783899725,0.44175390260225966,True,492583823454
324,4,1,upper,1,0,1,12436,0.66330444451391,776218.6102101367,0.0,776218.6102101367,312500.0,463718.61021013674,9173.155664682214,2,0.4812327153861594,0.039478812783899725,0.44175390260225966,True,492583823454
324,4,1,upper,1,0,3,5550,-0.7085268006581894,-217207.83623392438,1331.6761363636697,-215876.1600975607,312500.0,-528376.1600975607,-73830.7055521062,-2,0.04091478550372948,0.039455972662895585,0.0014588128408338924,False,492583816568
324,4,1,upper,1,0,5,13085,-0.1496367393072116,-173195.12002281955,-80788.35227272929,-253983.47229554883,312500.0,-566483.4722955488,-111938.01775009424,-2,0.040100429831548594,0.03313027054135948,0.006970159290189112,False,492583824103
324,4,1,upper,1,0,6,8392,1.4558202662575015,-264925.1570861094,-53267.04545454678,-318192.2025406562,312500.0,-630692.2025406562,51125.97927752556,-3,0.041936196651132795,0.03263660977258096,0.009299586878551834,False,492583819410
