analysis_elapsed_seconds,analyzed_segments,bundle_bytes,burst_id,capture_elapsed_seconds,fallback_window_segments,position,preferred_window_segments,qualified_fraction,qualified_segments,scan_id,status,unavailable_segments
14.519248358003097,11,6250544,scan-burst-1d7f35e8242a4b12,1.9277414520038292,0,2,11,0.36363636363636365,4,scan-burst-1d7f35e8242a4b12-02,partial,0
13.702459582011215,10,6245800,scan-burst-1d7f35e8242a4b12,1.9671882469847333,0,3,10,0.4,4,scan-burst-1d7f35e8242a4b12-03,partial,0
11.813196173985489,11,6351368,scan-burst-1d7f35e8242a4b12,1.901310060027754,0,4,11,0.36363636363636365,4,scan-burst-1d7f35e8242a4b12-04,partial,0
10.756850792997284,8,6348029,scan-burst-d61062da31e543b0,1.8306432259851135,2,1,6,0.125,1,scan-burst-d61062da31e543b0-01,partial,0
10.274810636008624,7,6177404,scan-burst-d61062da31e543b0,1.909903730993392,1,2,6,0.0,0,scan-burst-d61062da31e543b0-02,insufficient_data,0
10.429023450997192,6,5977396,scan-burst-d61062da31e543b0,1.9515633579867426,0,3,6,0.0,0,scan-burst-d61062da31e543b0-03,insufficient_data,0
10.440758818003815,4,5921612,scan-burst-d61062da31e543b0,1.9629776990041137,0,4,4,0.0,0,scan-burst-d61062da31e543b0-04,insufficient_data,0
10.336820744007127,6,5935860,scan-burst-80213988a64f4798,1.8362612320051994,1,1,5,0.16666666666666666,1,scan-burst-80213988a64f4798-01,partial,0
10.507907406979939,5,5838642,scan-burst-80213988a64f4798,1.9010907560004853,0,2,5,0.2,1,scan-burst-80213988a64f4798-02,partial,0
10.306799193989718,6,5933891,scan-burst-80213988a64f4798,1.8666289169923402,0,3,6,0.3333333333333333,2,scan-burst-80213988a64f4798-03,partial,0
10.722224263998214,7,6086521,scan-burst-80213988a64f4798,1.8960100050026085,0,4,7,0.2857142857142857,2,scan-burst-80213988a64f4798-04,partial,0
10.541841900005238,9,6430147,scan-burst-f83b1f6916f247b8,1.862858452979708,1,1,8,0.1111111111111111,1,scan-burst-f83b1f6916f247b8-01,partial,0
11.004933939984767,12,6451761,scan-burst-f83b1f6916f247b8,1.8739037879859097,1,2,11,0.16666666666666666,2,scan-burst-f83b1f6916f247b8-02,partial,0
10.934644530003425,9,6529913,scan-burst-f83b1f6916f247b8,1.8241825150034856,0,3,9,0.1111111111111111,1,scan-burst-f83b1f6916f247b8-03,partial,0
10.740221051994013,9,6563261,scan-burst-f83b1f6916f247b8,1.8642680469783954,0,4,9,0.0,0,scan-burst-f83b1f6916f247b8-04,insufficient_data,0
10.559496297995793,4,5769675,scan-burst-8f2d6a19140b4c2f,1.8952680889924522,0,1,4,0.0,0,scan-burst-8f2d6a19140b4c2f-01,insufficient_data,0
10.606949487002566,4,5759708,scan-burst-8f2d6a19140b4c2f,1.9404343070054892,0,2,4,0.0,0,scan-burst-8f2d6a19140b4c2f-02,insufficient_data,0
10.786485930992058,4,5740828,scan-burst-8f2d6a19140b4c2f,1.8780604650091846,0,3,4,0.0,0,scan-burst-8f2d6a19140b4c2f-03,insufficient_data,0
10.538521851995029,4,5701771,scan-burst-8f2d6a19140b4c2f,1.9063824370095972,0,4,4,0.0,0,scan-burst-8f2d6a19140b4c2f-04,insufficient_data,0
10.882102458999725,2,5633663,scan-burst-0db8b25760c1447a,1.918833370989887,0,1,2,0.0,0,scan-burst-0db8b25760c1447a-01,insufficient_data,0
10.767805602023145,2,5643372,scan-burst-0db8b25760c1447a,1.9062814569915645,0,2,2,0.0,0,scan-burst-0db8b25760c1447a-02,insufficient_data,0
10.634578244003933,2,5633882,scan-burst-0db8b25760c1447a,1.8871801370114554,0,3,2,0.0,0,scan-burst-0db8b25760c1447a-03,insufficient_data,0
10.354633648996241,2,5638776,scan-burst-0db8b25760c1447a,1.8818217680091038,0,4,2,0.0,0,scan-burst-0db8b25760c1447a-04,insufficient_data,0
11.163572257995838,9,6163550,scan-burst-b35103a007174843,1.947541255998658,0,1,9,0.4444444444444444,4,scan-burst-b35103a007174843-01,partial,0
11.617223193024984,10,6467731,scan-burst-b35103a007174843,1.877045717992587,0,2,10,0.4,4,scan-burst-b35103a007174843-02,partial,0
11.168538667989196,9,6335780,scan-burst-b35103a007174843,1.8786447980091907,1,3,8,0.2222222222222222,2,scan-burst-b35103a007174843-03,partial,0
11.339596564008389,9,6506546,scan-burst-b35103a007174843,2.1003321550088003,0,4,9,0.4444444444444444,4,scan-burst-b35103a007174843-04,partial,0
10.887626225012355,9,6253294,scan-burst-ee66068b4388458f,1.946385179006029,0,1,9,0.2222222222222222,2,scan-burst-ee66068b4388458f-01,partial,0
10.938611562014557,8,6299275,scan-burst-ee66068b4388458f,1.8693696999980602,0,2,8,0.375,3,scan-burst-ee66068b4388458f-02,partial,1
10.876529243018012,8,6204394,scan-burst-ee66068b4388458f,1.878477080987068,0,3,8,0.625,5,scan-burst-ee66068b4388458f-03,partial,0
11.124422859022161,8,6209765,scan-burst-ee66068b4388458f,2.096967905003112,0,4,8,0.75,6,scan-burst-ee66068b4388458f-04,partial,0
11.720308393996675,7,6047146,scan-burst-2079d2abd2f045bd,1.9056093939871062,2,1,5,0.5714285714285714,4,scan-burst-2079d2abd2f045bd-01,partial,0
15.442228255007649,7,6117042,scan-burst-2079d2abd2f045bd,1.8908764859952498,0,2,7,0.14285714285714285,1,scan-burst-2079d2abd2f045bd-02,partial,0
16.58529937901767,9,6266022,scan-burst-2079d2abd2f045bd,1.8828243699972518,1,3,8,0.2222222222222222,2,scan-burst-2079d2abd2f045bd-03,partial,0
11.539148894982645,8,6070783,scan-burst-2079d2abd2f045bd,1.9090686080162413,0,4,8,0.375,3,scan-burst-2079d2abd2f045bd-04,partial,0
10.681486126006348,5,5990008,scan-burst-af0ba497083a4244,1.9277568699908443,0,1,5,0.0,0,scan-burst-af0ba497083a4244-01,insufficient_data,0
10.894621354993433,4,5794103,scan-burst-af0ba497083a4244,1.9108634650183376,0,2,4,0.25,1,scan-burst-af0ba497083a4244-02,partial,0
