absolute_rate_outlier_count,absolute_rate_outlier_fraction,applied_phase_slip_count,byte_size,frame_count,internal_status,maximum_absolute_rate_hz_s,median_track_rate_sigma_hz_s,median_track_slip_fraction,path,phase_slip_count,phase_slip_fraction,registry_status,session_id,track_count
9162,0.7108938547486033,8114,11875671,12888,complete,11909296.469411781,0.1714798856577176,0.6449776060521675,stream-1 · RX0,8114,0.6295779019242707,complete,cap-20260823T112821-12d694a8feba,10
11696,0.4994448714663934,15986,21576723,23418,complete,1548840722.9313939,0.15957496536639204,0.6411122074483575,stream-0 · RX0,15986,0.6826372875565804,complete,cap-20260823T112821-12d694a8feba,14
117,0.9831932773109243,78,110638,119,complete,3369541.5694663846,0.1964756154165511,0.6554621848739496,stream-1 · RX0,78,0.6554621848739496,complete,cap-20260823T113111-10142f2c1489,1
8240,0.7347957909755662,7025,10359311,11214,complete,3374424802.274976,0.17180284751421251,0.6219954084031754,stream-1 · RX1,7025,0.6264490815052612,complete,cap-20260823T113111-10142f2c1489,10
5255,0.863740959894806,3616,5617966,6084,complete,236984597.1770586,0.18228551658263653,0.5890547263681591,stream-0 · RX1,3616,0.5943458251150558,complete,cap-20260823T113111-10142f2c1489,10
2563,0.8670500676589986,1839,2726368,2956,complete,8029559.646412752,0.16926798279907712,0.6290322580645161,stream-0 · RX0,1839,0.6221244925575101,complete,cap-20260823T113111-10142f2c1489,5
16260,0.5322770721487495,20043,28228767,30548,complete,16866201.80676488,0.1432119111794376,0.6851258889327455,stream-1 · RX1,20043,0.6561149666099254,partial_coverage,cap-20260823T113719-e85d040a0afd,14
15554,0.4844124700239808,21613,29687303,32109,complete,17468111.977484576,0.14578711340871953,0.6902634468066837,stream-0 · RX1,21613,0.6731134572861192,partial_coverage,cap-20260823T113719-e85d040a0afd,14
11144,0.4131998516870597,18942,24872161,26970,complete,18341068.2657754,0.15881288898724405,0.6191208115585614,stream-0 · RX0,18942,0.7023359288097887,complete,cap-20260823T113719-e85d040a0afd,11
2746,0.811705586757316,2203,3120465,3383,complete,3973446415.9972157,0.18404142726355172,0.6477024070021882,stream-1 · RX0,2203,0.6511971622819982,complete,cap-20260823T113719-e85d040a0afd,5
4107,0.5277563608326908,5300,7192776,7782,complete,20081985.533858597,0.14927567211947623,0.6446280991735537,stream-0 · RX1,5300,0.6810588537650989,complete,cap-20260823T114012-49c3afc433c0,5
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T114012-49c3afc433c0,0
4403,0.6234777683375814,4677,6506754,7062,complete,15926691.295829535,0.15172762060249606,0.6614893617021277,stream-0 · RX0,4677,0.6622769753610875,complete,cap-20260823T114012-49c3afc433c0,4
0,,0,1594,0,no_result,,,,stream-1 · RX1,0,,no_result,cap-20260823T114012-49c3afc433c0,0
8412,0.5125830235817439,10752,15124892,16411,complete,134300799.03718823,0.1650380717321946,0.6898176040003614,stream-0 · RX0,10752,0.6551703125952105,partial_coverage,cap-20260823T114537-e7e1cf063697,10
7713,0.675275783575556,7353,10551961,11422,complete,10066463.519183138,0.16995178531138977,0.5962498535099028,stream-0 · RX1,7353,0.6437576606548766,partial_coverage,cap-20260823T114537-e7e1cf063697,12
8658,0.7614106059273591,7097,10487114,11371,complete,42973639.973433584,0.17222454346361432,0.6205533596837944,stream-1 · RX0,7097,0.6241315627473397,complete,cap-20260823T114537-e7e1cf063697,11
20159,0.5009691848906561,26424,37216562,40240,complete,14241741.510837588,0.15907868478444748,0.6302263500957718,stream-1 · RX1,26424,0.6566600397614314,partial_coverage,cap-20260823T114537-e7e1cf063697,16
7084,0.5464362850971922,8780,11951001,12964,complete,8673736.060169525,0.15964972294870022,0.6140027637033625,stream-0 · RX0,8780,0.6772601049058933,complete,cap-20260823T114819-6119ff0fc686,9
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T114819-6119ff0fc686,0
9273,0.5731858078872543,10629,14952510,16178,complete,17986031.175915375,0.1607020769053494,0.6746242263483643,stream-0 · RX1,10629,0.6570033378662381,complete,cap-20260823T114819-6119ff0fc686,11
10442,0.6208454723824246,10640,15539704,16819,complete,41959945.37563664,0.16819636470170368,0.6136058338130876,stream-1 · RX1,10640,0.6326178726440336,complete,cap-20260823T114819-6119ff0fc686,12
13883,0.5698395107334893,15861,22461803,24363,complete,45209579.97245089,0.1516031106013043,0.6883326309080817,stream-1 · RX0,15861,0.651028198497722,partial_coverage,cap-20260823T115110-180c32b1c8f9,14
19289,0.5656266494633746,22832,31436772,34102,complete,9252925.212524403,0.15573767004832537,0.6579692045217433,stream-0 · RX0,22832,0.6695208492170547,partial_coverage,cap-20260823T115110-180c32b1c8f9,16
17824,0.4563236047107015,26336,36091524,39060,partial,13942083.2239203,0.14026123834326973,0.6905933543824352,stream-1 · RX1,26336,0.6742447516641065,partial_coverage,cap-20260823T115110-180c32b1c8f9,14
19284,0.46164895145073254,27635,38633440,41772,complete,9297889.96356333,0.16143723745660166,0.644780783897827,stream-0 · RX1,27635,0.6615675572153595,partial_coverage,cap-20260823T115110-180c32b1c8f9,16
0,,0,1594,0,no_result,,,,stream-0 · RX1,0,,no_result,cap-20260823T115700-5d76364aed04,0
3321,0.7251091703056769,2797,4236995,4580,complete,13579614.893295355,0.1650433506878746,0.612245648082804,stream-1 · RX1,2797,0.6106986899563319,complete,cap-20260823T115700-5d76364aed04,4
1794,0.7413223140495868,1489,2230511,2420,complete,2700003.444285399,0.17335310460200734,0.6152892561983472,stream-0 · RX0,1489,0.6152892561983471,complete,cap-20260823T115700-5d76364aed04,2
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T115700-5d76364aed04,0
290,0.9797297297297297,173,273410,296,complete,148268695.29200223,0.22616787529831753,0.5844594594594594,stream-1 · RX0,173,0.5844594594594594,complete,cap-20260823T120000-c785295408a6,2
13481,0.4964280453675063,18034,25082916,27156,partial,8884520.767635174,0.14035927025381878,0.675356921166977,stream-0 · RX1,18034,0.6640889674473412,partial_coverage,cap-20260823T120000-c785295408a6,13
9282,0.60421820075511,10113,14153234,15362,partial,106414457.24509497,0.1488667909302161,0.670205706702057,stream-0 · RX0,10113,0.658312719697956,complete,cap-20260823T120000-c785295408a6,11
2980,0.962532299741602,1877,2857690,3096,complete,12880834.251406496,0.1910886607727686,0.6067415730337079,stream-1 · RX1,1877,0.6062661498708011,complete,cap-20260823T120000-c785295408a6,9
4909,0.406441463818513,8235,11122477,12078,complete,8726071.03397156,0.1416594616998686,0.683802985036103,stream-0 · RX0,8235,0.6818181818181818,partial_coverage,cap-20260823T120300-951fa50b00a5,8
5784,0.6265843353916152,6356,8499978,9231,complete,11288531.362512324,0.14895994115810207,0.6716101694915254,stream-1 · RX0,6356,0.6885494529303434,complete,cap-20260823T120300-951fa50b00a5,9
11014,0.6220841570177916,11403,16363887,17705,complete,13795748.00269064,0.1512964490965031,0.6647081265751476,stream-1 · RX1,11403,0.6440553515955945,partial_coverage,cap-20260823T120300-951fa50b00a5,12
12893,0.5591066782307025,15028,21306640,23060,partial,18830200.328578405,0.15499628392349696,0.6511254989876105,stream-0 · RX1,15028,0.6516912402428447,partial_coverage,cap-20260823T120300-951fa50b00a5,14
127,0.8466666666666667,94,139358,150,complete,5763924.69443137,0.20270231286557408,0.6266666666666667,stream-1 · RX0,94,0.6266666666666667,complete,cap-20260823T120914-2fb2b61aab4b,1
12769,0.7260889343796202,10747,16250427,17586,partial,14260341.80637658,0.17008331264116572,0.6193549414161996,stream-1 · RX1,10747,0.6111111111111112,partial_coverage,cap-20260823T120914-2fb2b61aab4b,14
4147,0.7965808682289666,3183,4810882,5206,complete,10931124.549204206,0.17253704929667363,0.6199095022624435,stream-0 · RX1,3183,0.6114099116404149,complete,cap-20260823T120914-2fb2b61aab4b,7
10207,0.7341052934407365,8797,12816858,13904,complete,1010477955.542745,0.16727351699222828,0.6183998442494545,stream-0 · RX0,8797,0.6326956271576525,complete,cap-20260823T120914-2fb2b61aab4b,12
5275,0.8188450791679602,3944,5950784,6442,complete,861233075.4907274,0.16991721104415763,0.620293006598969,stream-0 · RX1,3944,0.612232226016765,complete,cap-20260823T121207-a425c08db278,6
14972,0.5964227383181293,15821,23218475,25103,complete,13651969.641743504,0.15665840387561064,0.6286127167630058,stream-1 · RX1,15821,0.6302433972035215,partial_coverage,cap-20260823T121207-a425c08db278,15
1588,0.976629766297663,953,1497439,1626,complete,23375582.930900116,0.19595103642273864,0.5798319327731092,stream-1 · RX0,953,0.5861008610086101,complete,cap-20260823T121207-a425c08db278,6
7516,0.46034176517425124,11145,15040325,16327,complete,7797639.363087465,0.14154399589887323,0.6987295825771325,stream-0 · RX0,11145,0.6826116249157836,partial_coverage,cap-20260823T121207-a425c08db278,9
13057,0.7392707507643529,10716,16319465,17662,partial,9600265.474043183,0.173721295939259,0.6007326007326007,stream-0 · RX1,10716,0.6067263050617144,complete,cap-20260823T121500-1549f8e17f0e,13
11395,0.5255753885890873,14272,20017241,21681,complete,11975659.496808503,0.15358209251694543,0.6672686650530628,stream-1 · RX1,14272,0.6582722199160556,complete,cap-20260823T121500-1549f8e17f0e,12
5874,0.43115091015854373,9128,12554728,13624,complete,7007298.708694885,0.1422361929969409,0.7100195254410896,stream-0 · RX0,9128,0.6699941280093952,complete,cap-20260823T121500-1549f8e17f0e,8
6250,0.8623068432671082,4372,6686993,7248,complete,17976263.84902195,0.1835773093717847,0.598504837291117,stream-1 · RX0,4372,0.6032008830022075,partial_coverage,cap-20260823T121500-1549f8e17f0e,8
5926,0.8197537695393554,4524,6663636,7229,complete,10434532.950848892,0.17426473104019147,0.6366559485530546,stream-0 · RX0,4524,0.6258126988518468,complete,cap-20260823T121800-1b13c9a3deb5,9
103,0.9809523809523809,60,98103,105,complete,9861345.517182777,0.23121567029102993,0.5714285714285714,stream-0 · RX1,60,0.5714285714285714,complete,cap-20260823T121800-1b13c9a3deb5,1
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T121800-1b13c9a3deb5,0
11739,0.5886275886275887,12353,18427521,19943,complete,31864102.314750206,0.1601605771090996,0.6241911641313682,stream-1 · RX1,12353,0.619415333701048,complete,cap-20260823T121800-1b13c9a3deb5,10
571,0.9710884353741497,365,542000,588,complete,9698477.603394007,0.1832760648530916,0.620748299319728,stream-1 · RX0,365,0.6207482993197279,complete,cap-20260823T122100-237b879c5bd8,2
819,0.3772455089820359,1460,2007997,2171,partial,9430160.016430067,0.14575386016015543,0.6725011515430677,stream-0 · RX1,1460,0.6725011515430677,complete,cap-20260823T122100-237b879c5bd8,1
559,0.8560490045941807,420,602100,653,complete,12996199.65125687,0.16692685647185662,0.6431852986217458,stream-0 · RX0,420,0.6431852986217458,complete,cap-20260823T122100-237b879c5bd8,1
7463,0.6576489249206908,7104,10493151,11348,complete,17590657.743490074,0.1668604920348994,0.6000986923266716,stream-1 · RX1,7104,0.6260133944307367,complete,cap-20260823T122100-237b879c5bd8,8
918,0.9098116947472745,636,930114,1009,complete,1102509765.1137352,0.1732145368729576,0.6269930963319656,stream-1 · RX0,636,0.6303270564915758,complete,cap-20260823T122400-3e76e386934e,2
9277,0.5741428394603293,10303,14944487,16158,partial,11826608.758303737,0.1556986046193034,0.6677759290072102,stream-0 · RX1,10303,0.6376407971283574,complete,cap-20260823T122400-3e76e386934e,7
1695,0.9122712594187298,1124,1713192,1858,complete,5084543.670450443,0.192403632146664,0.6050775740479548,stream-0 · RX0,1124,0.604951560818084,complete,cap-20260823T122400-3e76e386934e,4
4261,0.9002746672300866,2955,4373345,4733,complete,10923686.794110347,0.1812157843268304,0.6204903646177704,stream-1 · RX1,2955,0.6243397422353687,complete,cap-20260823T122400-3e76e386934e,10
3522,0.9082001031459516,2302,3578649,3878,complete,22626530.720848512,0.18560660242786198,0.5638150609080841,stream-0 · RX1,2302,0.593604951005673,complete,cap-20260823T122700-0f0409ec36c0,8
9174,0.909126944802299,6130,9332385,10091,complete,12004985.24126071,0.17988052488868608,0.6253753753753754,stream-1 · RX1,6130,0.6074720047567139,complete,cap-20260823T122700-0f0409ec36c0,11
296,0.9966329966329966,186,275258,297,complete,11825361.83687936,0.1851535525356155,0.6262626262626263,stream-0 · RX0,186,0.6262626262626263,complete,cap-20260823T122700-0f0409ec36c0,1
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T122700-0f0409ec36c0,0
12079,0.4561383633548582,17386,24488161,26481,complete,9091580.322167786,0.16196705468237935,0.6401636855820072,stream-1 · RX1,17386,0.6565462029379555,partial_coverage,cap-20260823T123000-7d9bf279ce51,14
1193,0.9875827814569537,710,1112573,1208,complete,12021324.971841734,0.19122389088718322,0.560541480307895,stream-1 · RX0,710,0.5877483443708609,complete,cap-20260823T123000-7d9bf279ce51,4
15572,0.5691104451428989,17521,25304475,27362,complete,14793629.253984254,0.15775755003850478,0.6390977443609023,stream-0 · RX1,17521,0.6403406183758498,partial_coverage,cap-20260823T123000-7d9bf279ce51,15
18113,0.4833226598356281,25329,34549678,37476,complete,10565810.28470899,0.16122103512157598,0.6162456028141989,stream-0 · RX0,25329,0.6758725584373999,partial_coverage,cap-20260823T123000-7d9bf279ce51,15
5106,0.6433161144009072,5069,7316319,7937,complete,9194608.240775786,0.1648672688195325,0.6189555125725339,stream-0 · RX0,5069,0.6386544034269875,complete,cap-20260823T123300-c314b8b8743a,5
6376,0.4013596877753997,11165,14641655,15886,complete,17580210.55524271,0.14540460871115574,0.6800415678426722,stream-1 · RX0,11165,0.702820093163792,complete,cap-20260823T123300-c314b8b8743a,6
16049,0.49792132042690496,21501,29803324,32232,partial,11248299.15404441,0.16126565574113072,0.6251186976740108,stream-1 · RX1,21501,0.6670699925539836,partial_coverage,cap-20260823T123300-c314b8b8743a,16
9621,0.5799276672694395,10792,15339377,16590,complete,30486917.585643042,0.16183895575877777,0.6302083333333334,stream-0 · RX1,10792,0.6505123568414708,complete,cap-20260823T123300-c314b8b8743a,11
1921,0.9702020202020202,1193,1823402,1980,complete,5590422.661206991,0.19351485458597767,0.5992865636147444,stream-0 · RX0,1193,0.6025252525252526,complete,cap-20260823T123600-af912444ceca,4
3517,0.5670751370525637,3936,5736021,6202,complete,8141371.7397861285,0.15483819918137529,0.6564777554214174,stream-0 · RX1,3936,0.6346339890357949,complete,cap-20260823T123600-af912444ceca,4
13387,0.497880095209759,18058,24861340,26888,complete,12830807.378797796,0.14915404401189775,0.6561832960513543,stream-1 · RX1,18058,0.6716007140731926,partial_coverage,cap-20260823T123600-af912444ceca,14
4063,0.6814827239181482,3844,5499378,5962,complete,36756739.462569766,0.17584998525279566,0.5954320130625654,stream-1 · RX0,3844,0.644750083864475,complete,cap-20260823T123600-af912444ceca,6
17472,0.4750666159116863,24276,33976372,36778,complete,7431951.416986097,0.1532112556800524,0.6418480628386288,stream-0 · RX1,24276,0.6600685192234488,partial_coverage,cap-20260823T123900-885a0a1407c0,14
12959,0.6000926140310257,14076,19896744,21595,complete,174582766.69458866,0.1651245008712976,0.6396378594909196,stream-1 · RX0,14076,0.6518175503588793,partial_coverage,cap-20260823T123900-885a0a1407c0,14
5166,0.30982367758186397,12176,15355839,16674,complete,9118047.192450259,0.14806012740622587,0.6902973143759874,stream-0 · RX0,12176,0.7302386949742113,partial_coverage,cap-20260823T123900-885a0a1407c0,8
19400,0.5582894471783361,22549,32129305,34749,complete,17456737.942210037,0.1627585547305072,0.6159662497728787,stream-1 · RX1,22549,0.6489107600218711,partial_coverage,cap-20260823T123900-885a0a1407c0,16
6090,0.5229263266357548,7506,10737561,11646,complete,4977016.447341734,0.16449785756549656,0.6165413533834586,stream-1 · RX0,7506,0.6445131375579598,complete,cap-20260823T124200-2d84faf9d282,8
13416,0.455458989679522,19988,27231474,29456,complete,11587787.409759872,0.16007571147011812,0.6589956556785393,stream-1 · RX1,19988,0.6785714285714286,complete,cap-20260823T124200-2d84faf9d282,14
6539,0.8583617747440273,4531,7036027,7618,complete,6678337.384543276,0.1677956823350158,0.5973245928505582,stream-0 · RX1,4531,0.5947755316355999,complete,cap-20260823T124200-2d84faf9d282,6
4003,0.3507096548098826,8059,10512505,11414,complete,1943942.106250457,0.14303392136583587,0.7360353620860272,stream-0 · RX0,8059,0.7060627299807254,complete,cap-20260823T124200-2d84faf9d282,6
0,,0,1594,0,no_result,,,,stream-0 · RX1,0,,no_result,cap-20260823T124500-aeeb35522ab9,0
0,,0,1594,0,no_result,,,,stream-0 · RX0,0,,no_result,cap-20260823T124500-aeeb35522ab9,0
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T124500-aeeb35522ab9,0
0,,0,1594,0,no_result,,,,stream-1 · RX1,0,,no_result,cap-20260823T124500-aeeb35522ab9,0
6519,0.562516179135387,7602,10713675,11589,partial,6993137.945640536,0.16260210463421182,0.6477477477477478,stream-0 · RX1,7602,0.6559668651307274,complete,cap-20260823T124800-650468f8f57d,10
367,0.8779904306220095,241,386112,418,complete,4031544.0975321373,0.19039183629627002,0.5765550239234449,stream-1 · RX0,241,0.5765550239234449,complete,cap-20260823T124800-650468f8f57d,2
5676,0.5343626435699491,7011,9788857,10622,complete,6571627.053919185,0.16855610847788843,0.6440616246498599,stream-0 · RX0,7011,0.6600451892299002,complete,cap-20260823T124800-650468f8f57d,10
6495,0.8408855515277058,4732,7133799,7724,complete,555163646.2005483,0.18230860044553338,0.5945378151260504,stream-1 · RX1,4732,0.6126359399274987,complete,cap-20260823T124800-650468f8f57d,13
4868,0.9724330803036356,3003,4624616,5006,complete,910790471.8277721,0.186647570179378,0.6077259713701431,stream-1 · RX1,3003,0.5998801438274071,complete,cap-20260823T125100-15f477ec3c2e,12
115,0.9829059829059829,68,108926,117,complete,2753433.9114091247,0.17767437821592558,0.5811965811965812,stream-0 · RX0,68,0.5811965811965812,complete,cap-20260823T125100-15f477ec3c2e,1
9623,0.7299552453917925,8127,12188849,13183,complete,17008051.149379432,0.16921836300114793,0.5844895844895845,stream-0 · RX1,8127,0.6164757642418266,partial_coverage,cap-20260823T125100-15f477ec3c2e,10
1083,0.7327469553450608,958,1363714,1478,complete,999095.8069098035,0.15811637962564457,0.6487179927396479,stream-1 · RX0,958,0.6481732070365359,complete,cap-20260823T125100-15f477ec3c2e,2
0,,0,1594,0,no_result,,,,stream-0 · RX0,0,,no_result,cap-20260823T130000-3b8996fa984b,0
7861,0.6136612021857923,8237,11831313,12810,complete,11223110.310846291,0.1524290380104315,0.6701309449426782,stream-0 · RX1,8237,0.6430132708821233,complete,cap-20260823T130000-3b8996fa984b,8
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T130000-3b8996fa984b,0
2966,0.8759598346131128,2071,3129949,3386,complete,8798225.946484817,0.1854131220669481,0.6101694915254238,stream-1 · RX1,2071,0.6116361488481985,complete,cap-20260823T130000-3b8996fa984b,7
379,0.9844155844155844,243,356161,385,complete,2482008.556877398,0.18329933027593986,0.6206140350877193,stream-0 · RX1,243,0.6311688311688312,complete,cap-20260823T131519-2504637dc8f8,2
1714,0.4295739348370927,2752,3675564,3990,complete,9440733.73125976,0.14525252685575607,0.6897243107769424,stream-0 · RX0,2752,0.6897243107769424,complete,cap-20260823T131519-2504637dc8f8,2
2049,0.48531501657982,2937,3901509,4222,complete,6193932.990419458,0.1444234683286573,0.6956418758882046,stream-1 · RX1,2937,0.6956418758882047,complete,cap-20260823T131519-2504637dc8f8,2
510,0.7142857142857143,480,657802,714,complete,3939523.58263001,0.15764137402745249,0.6722689075630253,stream-1 · RX0,480,0.6722689075630253,complete,cap-20260823T131519-2504637dc8f8,1
1381,0.9892550143266475,821,1286888,1396,complete,23300775.936727498,0.19783491864230335,0.5726162455033974,stream-1 · RX0,821,0.58810888252149,complete,cap-20260823T131801-604f88d26a85,4
10436,0.5784922394678492,11310,16660226,18040,complete,6880650.581358249,0.16516623223479682,0.6524596045498033,stream-0 · RX1,11310,0.626940133037694,partial_coverage,cap-20260823T131801-604f88d26a85,12
6874,0.5768230259293446,7682,11015602,11917,partial,57142462.917392634,0.1603500602087335,0.6425591098748261,stream-1 · RX1,7682,0.6446253251657297,partial_coverage,cap-20260823T131801-604f88d26a85,11
2992,0.7365829640571148,2624,3739666,4062,complete,7143241.955638811,0.16728028151059376,0.655336165054397,stream-0 · RX0,2624,0.6459871984244214,complete,cap-20260823T131801-604f88d26a85,4
1397,0.8169590643274853,1048,1577262,1710,complete,11701924.54355166,0.17321952513154415,0.6278195488721805,stream-1 · RX0,1048,0.6128654970760234,complete,cap-20260823T132100-7e848cfd1394,3
6653,0.6754314720812182,6181,9096297,9850,complete,14739973.307216961,0.15714369340618867,0.6476821192052981,stream-0 · RX1,6181,0.62751269035533,complete,cap-20260823T132100-7e848cfd1394,5
3032,0.4307430032675096,4965,6480971,7039,complete,5977342.428387309,0.16474963141371587,0.6642335766423357,stream-0 · RX0,4965,0.7053558744139793,complete,cap-20260823T132100-7e848cfd1394,7
7214,0.5026126942102697,9577,13256744,14353,complete,13120356.727272645,0.17078112439936247,0.6138854296388543,stream-1 · RX1,9577,0.66724726538006,complete,cap-20260823T132100-7e848cfd1394,10
8366,0.6337878787878788,8147,12199045,13200,complete,18352393.56334642,0.16918220481426022,0.6086956521739131,stream-0 · RX1,8147,0.6171969696969697,complete,cap-20260823T132400-e36b1b963036,7
2867,0.9406167979002624,1804,2808397,3048,complete,33523152.174531255,0.1958918575560833,0.5809668823753331,stream-1 · RX0,1804,0.5918635170603674,complete,cap-20260823T132400-e36b1b963036,10
14390,0.5801015883254051,15752,22957945,24806,complete,17686053.581419066,0.16432502873790233,0.5955758701030271,stream-1 · RX1,15752,0.6350076594372329,complete,cap-20260823T132400-e36b1b963036,14
3452,0.3131917982217383,7828,10157938,11022,complete,1842745.6364878572,0.13689809754396123,0.7083993258342918,stream-0 · RX0,7828,0.710215931772818,complete,cap-20260823T132400-e36b1b963036,4
17248,0.5226033208095988,22233,30483698,33004,partial,20459360.35550795,0.16218260916994864,0.5983630952380952,stream-1 · RX1,22233,0.6736456187128833,partial_coverage,cap-20260823T132700-1f1a9f00d07d,16
3175,0.739920764390585,2594,3960532,4291,complete,8130476.267692155,0.16828658448860742,0.6486486486486487,stream-0 · RX1,2594,0.604521090654859,complete,cap-20260823T132700-1f1a9f00d07d,5
0,,0,1594,0,no_result,,,,stream-0 · RX0,0,,no_result,cap-20260823T132700-1f1a9f00d07d,0
10154,0.44096061145611676,16280,21220426,23027,complete,97049119.86055744,0.1288147121696805,0.7961020819259725,stream-1 · RX0,16280,0.7069961349719894,partial_coverage,cap-20260823T132700-1f1a9f00d07d,12
20670,0.4818743443291759,28785,39680617,42895,partial,46371734.33983765,0.1584393003595591,0.6164599632982433,stream-1 · RX1,28785,0.671057232777713,partial_coverage,cap-20260823T133000-05e02094d704,16
4556,0.216067532960258,16045,19430112,21086,complete,6354002.215998654,0.13080840338840613,0.7588519313304721,stream-0 · RX0,16045,0.7609314236934459,partial_coverage,cap-20260823T133000-05e02094d704,9
9324,0.5068493150684932,12212,16975934,18396,complete,20753797.000875015,0.1625238855329934,0.5956663941128373,stream-1 · RX0,12212,0.6638399652098282,complete,cap-20260823T133000-05e02094d704,7
17778,0.4922608334487055,23913,33370332,36115,complete,6552322.97905852,0.14764950689861805,0.6687450978361882,stream-0 · RX1,23913,0.6621348470164752,partial_coverage,cap-20260823T133000-05e02094d704,14
13848,0.6428074084389361,13338,19915908,21543,complete,77065262.84703982,0.16399555727555898,0.6172006745362564,stream-1 · RX1,13338,0.6191338253725108,partial_coverage,cap-20260823T133300-eb7033a60d1c,13
832,0.9976019184652278,528,769651,834,complete,31108116.811020173,0.19194016049375795,0.6330935251798562,stream-0 · RX0,528,0.6330935251798561,complete,cap-20260823T133300-eb7033a60d1c,2
2848,0.9847856154910097,1763,2671499,2892,complete,26475792.687686037,0.1866820929836439,0.6067883745801828,stream-0 · RX1,1763,0.609612724757953,complete,cap-20260823T133300-eb7033a60d1c,6
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T133300-eb7033a60d1c,0
5124,0.3049273982385146,12295,15486657,16804,partial,9079512.646095136,0.13172307309661377,0.7611336032388664,stream-1 · RX0,12295,0.7316710307069745,complete,cap-20260823T133600-e6a64a20edaf,9
11497,0.5995515227367543,12229,17694498,19176,complete,19713401.799888216,0.16400278479790176,0.6285643978800839,stream-0 · RX0,12229,0.6377242386316229,complete,cap-20260823T133600-e6a64a20edaf,8
13848,0.41347187388032963,23455,30949067,33492,partial,12985938.079091081,0.14435222179985668,0.7076300617013385,stream-1 · RX1,23455,0.7003164934909829,partial_coverage,cap-20260823T133600-e6a64a20edaf,14
13569,0.6673388088329317,12533,18809740,20333,complete,13064676.21237432,0.17175690971294924,0.639871382636656,stream-0 · RX1,12533,0.6163871538877687,complete,cap-20260823T133600-e6a64a20edaf,15
538,0.955595026642984,366,522464,563,complete,6898378.163563687,0.15336553193248925,0.650088809946714,stream-0 · RX1,366,0.650088809946714,complete,cap-20260823T133900-e9ac7614124b,1
550,0.5735140771637122,611,885076,959,complete,2224518.836075667,0.16063462446461732,0.6371220020855057,stream-1 · RX0,611,0.6371220020855057,complete,cap-20260823T133900-e9ac7614124b,1
4787,0.8182905982905982,3516,5409282,5850,complete,13369259.312087871,0.17769919745637217,0.5811965811965812,stream-1 · RX1,3516,0.601025641025641,complete,cap-20260823T133900-e9ac7614124b,7
830,0.9975961538461539,522,768275,832,complete,150076729.2256781,0.17882427876797183,0.6274038461538461,stream-0 · RX0,522,0.6274038461538461,complete,cap-20260823T133900-e9ac7614124b,2
3013,0.7688185761673897,2601,3610668,3919,complete,33581632.70656347,0.1687022961003514,0.6805174249770776,stream-1 · RX0,2601,0.6636897167644807,complete,cap-20260823T134200-2d7cd9a08d04,4
19574,0.5170646661031276,24255,34965172,37856,complete,11692190.705283673,0.15315358078356625,0.6262135922330098,stream-1 · RX1,24255,0.6407174556213018,partial_coverage,cap-20260823T134200-2d7cd9a08d04,15
2615,0.8618984838497034,1796,2803592,3034,complete,12522473.728585921,0.19412356181296708,0.5689655172413792,stream-0 · RX1,1796,0.5919578114700066,complete,cap-20260823T134200-2d7cd9a08d04,6
100,0.9803921568627451,67,95076,102,complete,3651643.5476500103,0.23031648531608578,0.6568627450980392,stream-0 · RX0,67,0.6568627450980392,complete,cap-20260823T134200-2d7cd9a08d04,1
3636,0.5278745644599303,4432,6366031,6888,complete,13525225.552545799,0.1513914688114826,0.6434378629500581,stream-1 · RX1,4432,0.6434378629500581,complete,cap-20260823T134500-a3357e0a77fc,2
7856,0.4581292278982972,11354,15797444,17148,complete,7181810.959868611,0.14189021771245913,0.6815903883930254,stream-0 · RX0,11354,0.6621180312572895,partial_coverage,cap-20260823T134500-a3357e0a77fc,10
14889,0.4571244358478401,21955,30092265,32571,complete,10061427.02920994,0.14380546893735546,0.6723400102105168,stream-0 · RX1,21955,0.6740658868318443,partial_coverage,cap-20260823T134500-a3357e0a77fc,12
3653,0.7041249036237471,3329,4776797,5188,complete,11795034.607397739,0.16659749277817484,0.6503089439189513,stream-1 · RX0,3329,0.6416730917501927,complete,cap-20260823T134500-a3357e0a77fc,4
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T134800-272180665c42,0
7452,0.5709907286797946,8310,12063203,13051,complete,14580027.88778783,0.16615240270302395,0.6492537313432836,stream-0 · RX1,8310,0.6367328174086276,complete,cap-20260823T134800-272180665c42,11
13280,0.6032524756972836,14375,20357052,22014,complete,23969746.915794216,0.16423518800995512,0.6185383244206774,stream-1 · RX1,14375,0.6529935495593713,complete,cap-20260823T134800-272180665c42,16
