absolute_rate_outlier_count,absolute_rate_outlier_fraction,applied_phase_slip_count,byte_size,frame_count,internal_status,maximum_absolute_rate_hz_s,median_track_rate_sigma_hz_s,median_track_slip_fraction,path,phase_slip_count,phase_slip_fraction,registry_status,session_id,track_count
12256,0.6347627926248187,12339,17803301,19308,complete,11555456.583074898,0.1692751987094044,0.5981245813797723,stream-0 · RX0,12339,0.6390615288999378,partial_coverage,cap-20260823T105700-5b47e25426e2,15
11195,0.6774174028803098,10381,15283167,16526,complete,7579406.822474235,0.16264707061287662,0.6405497686299426,stream-0 · RX1,10381,0.6281616846181775,partial_coverage,cap-20260823T105700-5b47e25426e2,12
1665,0.973115137346581,1077,1575023,1711,complete,288098082.86924,0.19190652186658586,0.6019417475728155,stream-1 · RX0,1077,0.6294564582115721,complete,cap-20260823T105700-5b47e25426e2,7
560,0.9929078014184397,351,520837,564,complete,8039021.713594384,0.1815504629025322,0.6223404255319149,stream-1 · RX0,351,0.6223404255319149,complete,cap-20260823T110332-725635ff80b1,2
11203,0.6434807581849512,10964,16106029,17410,complete,17370072.05758054,0.16698680379195355,0.6242424242424243,stream-1 · RX1,10964,0.6297530155083285,partial_coverage,cap-20260823T110332-725635ff80b1,13
8517,0.688298044286407,7847,11409281,12374,complete,1720047842.728557,0.16722138878475767,0.6158672855423758,stream-0 · RX0,7847,0.6341522547276548,partial_coverage,cap-20260823T110332-725635ff80b1,8
6556,0.5635691567093613,7387,10759639,11633,complete,29902693.801636033,0.19765691451126322,0.5978868862647607,stream-0 · RX1,7387,0.6350038683056821,complete,cap-20260823T110332-725635ff80b1,11
232,0.9957081545064378,149,216311,233,complete,249911568.4958196,0.2056597061647649,0.6394849785407726,stream-0 · RX1,149,0.6394849785407726,complete,cap-20260823T110622-a02d007ca14a,1
15322,0.47566124425679873,21885,29771076,32212,partial,16126264.089111306,0.1567443585403104,0.6364385227500049,stream-1 · RX1,21885,0.6794051906121942,partial_coverage,cap-20260823T110622-a02d007ca14a,16
0,,0,1594,0,no_result,,,,stream-0 · RX0,0,,no_result,cap-20260823T110622-a02d007ca14a,0
10962,0.7111716621253406,9946,14199974,15414,complete,13998795.15434782,0.1690431692414323,0.6117796596932241,stream-1 · RX0,9946,0.6452575580640976,partial_coverage,cap-20260823T110622-a02d007ca14a,14
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T111139-5bde5bd4dd04,0
2553,0.959053343350864,1614,2458579,2662,complete,196441021.72836822,0.18833389278853113,0.6239255958658512,stream-1 · RX1,1614,0.6063110443275732,complete,cap-20260823T111139-5bde5bd4dd04,8
0,,0,1594,0,no_result,,,,stream-0 · RX0,0,,no_result,cap-20260823T111139-5bde5bd4dd04,0
600,0.970873786407767,369,570829,618,complete,5165545.7178122215,0.19865238535152893,0.5821917808219178,stream-0 · RX1,369,0.5970873786407767,complete,cap-20260823T111139-5bde5bd4dd04,3
12595,0.6000762304064033,13413,19393847,20989,complete,14034802.13739421,0.16331271437337264,0.6132613507471726,stream-0 · RX1,13413,0.6390490256801181,complete,cap-20260823T111430-17ab4cda0851,16
2558,0.3731582786287381,4901,6308721,6855,complete,7358971.648125045,0.1404017100253493,0.7142857142857143,stream-1 · RX0,4901,0.7149525893508388,complete,cap-20260823T111430-17ab4cda0851,5
13139,0.545639534883721,15812,22187781,24080,complete,8131492.195616371,0.16164403924207024,0.6293083555753832,stream-0 · RX0,15812,0.6566445182724252,partial_coverage,cap-20260823T111430-17ab4cda0851,16
15229,0.4637897429650384,21477,30332313,32836,complete,19242942.030490536,0.14546787005744186,0.6696220251983201,stream-1 · RX1,21477,0.6540687050797904,partial_coverage,cap-20260823T111430-17ab4cda0851,13
14235,0.6935106693949138,12623,18984316,20526,complete,40760177.520800754,0.1672690679534528,0.5919258649882297,stream-1 · RX1,12623,0.6149761278378642,partial_coverage,cap-20260823T111715-35a82d19c4c5,16
199,0.9660194174757282,110,190929,206,complete,4203836.829103553,0.22119891991984153,0.5339805825242718,stream-0 · RX1,110,0.5339805825242718,complete,cap-20260823T111715-35a82d19c4c5,2
0,,0,1594,0,no_result,,,,stream-0 · RX0,0,,no_result,cap-20260823T111715-35a82d19c4c5,0
0,,0,1594,0,no_result,,,,stream-1 · RX0,0,,no_result,cap-20260823T111715-35a82d19c4c5,0
15615,0.44212582818959173,23987,32640863,35318,partial,10281992.147037627,0.1378045908736582,0.7005804195804196,stream-1 · RX1,23987,0.6791720935500312,partial_coverage,cap-20260823T112002-cd1078bbb46d,14
5839,0.30967913020418986,13389,17373397,18855,partial,9050293.251401136,0.13236326576532284,0.7262479871175523,stream-1 · RX0,13389,0.7101034208432776,partial_coverage,cap-20260823T112002-cd1078bbb46d,9
16318,0.45883477674052414,23173,32864508,35564,complete,9677068.064734481,0.1405484525267749,0.6927247328878318,stream-0 · RX1,23173,0.6515858733550781,partial_coverage,cap-20260823T112002-cd1078bbb46d,14
6466,0.27757029405451816,16609,21477250,23295,complete,5977297.330458346,0.12518776741752302,0.7718130661203939,stream-0 · RX0,16609,0.7129856192315948,partial_coverage,cap-20260823T112002-cd1078bbb46d,10
24230,0.5607238729982412,27508,39979006,43212,partial,17174494.370091457,0.15774503998388817,0.6278529027785366,stream-1 · RX1,27508,0.6365824308062575,partial_coverage,cap-20260823T112246-00eaaa171336,16
20063,0.5040321567642256,25774,36774156,39805,complete,19576636.69023326,0.15210456013265608,0.6484069312465064,stream-0 · RX1,25774,0.6475065946489135,partial_coverage,cap-20260823T112246-00eaaa171336,15
14799,0.6210499811154475,15197,21967163,23829,complete,1600177438.5992205,0.1668604374397903,0.6354166666666666,stream-1 · RX0,15197,0.6377523186033824,complete,cap-20260823T112246-00eaaa171336,15
7135,0.3941335690217091,12445,16677672,18103,complete,114217527.6930093,0.14462154477237615,0.693508011867748,stream-0 · RX0,12445,0.6874551179362537,partial_coverage,cap-20260823T112246-00eaaa171336,10
14712,0.6107098381070983,15275,22275061,24090,complete,13577126.275548384,0.16377161822780906,0.6340819022457067,stream-0 · RX1,15275,0.6340805313408053,partial_coverage,cap-20260823T112821-12d694a8feba,13
14909,0.5236372576566451,18953,26324940,28472,partial,20193986.719599683,0.16154742386182652,0.6173155203005949,stream-1 · RX1,18953,0.665671536948581,partial_coverage,cap-20260823T112821-12d694a8feba,16
