session_id,visit_index,target_index,band,state,reason,time_s,frame_phase_s,timing_rate_s_per_s,timing_sigma_s,cfo_hz,cfo_rate_hz_per_s,cfo_sigma_hz,accepted_observations
scan-hop-e31b77794a04c236,979,6,derived2p5,lost,no observation inside prediction gate,123.3976434,,,,,,,0
scan-hop-e31b77794a04c236,980,7,native10,lost,no observation inside prediction gate,123.5237914,,,,,,,0
scan-hop-e31b77794a04c236,980,7,derived2p5,lost,no observation inside prediction gate,123.5237914,,,,,,,0
scan-hop-e31b77794a04c236,981,0,native10,lost,no observation inside prediction gate,123.6486301,,,,,,,0
scan-hop-e31b77794a04c236,981,0,derived2p5,lost,no observation inside prediction gate,123.6486302,,,,,,,0
scan-hop-e31b77794a04c236,982,1,native10,lost,no observation inside prediction gate,123.7738487,,,,,,,0
scan-hop-e31b77794a04c236,982,1,derived2p5,lost,no observation inside prediction gate,123.7738486,,,,,,,0
scan-hop-e31b77794a04c236,983,2,native10,lost,no observation inside prediction gate,123.9001916,,,,,,,0
scan-hop-e31b77794a04c236,983,2,derived2p5,lost,no observation inside prediction gate,123.9001916,,,,,,,0
scan-hop-e31b77794a04c236,985,4,native10,lost,no observation inside prediction gate,124.1527225,,,,,,,0
scan-hop-e31b77794a04c236,985,4,derived2p5,lost,no observation inside prediction gate,124.1527226,,,,,,,0
scan-hop-e31b77794a04c236,986,2,native10,lost,no observation inside prediction gate,124.2776339,,,,,,,0
scan-hop-e31b77794a04c236,986,2,derived2p5,lost,no observation inside prediction gate,124.2776338,,,,,,,0
scan-hop-e31b77794a04c236,988,4,native10,lost,no observation inside prediction gate,124.5289018,,,,,,,0
scan-hop-e31b77794a04c236,988,4,derived2p5,lost,no observation inside prediction gate,124.5289018,,,,,,,0
scan-hop-e31b77794a04c236,989,5,native10,lost,no observation inside prediction gate,124.6550791,,,,,,,0
scan-hop-e31b77794a04c236,989,5,derived2p5,lost,no observation inside prediction gate,124.655079,,,,,,,0
scan-hop-e31b77794a04c236,990,6,native10,lost,no observation inside prediction gate,124.7813522,,,,,,,0
scan-hop-e31b77794a04c236,990,6,derived2p5,lost,no observation inside prediction gate,124.7813522,,,,,,,0
scan-hop-e31b77794a04c236,991,2,native10,lost,no observation inside prediction gate,124.9063198,,,,,,,0
scan-hop-e31b77794a04c236,991,2,derived2p5,lost,no observation inside prediction gate,124.9063198,,,,,,,0
