session_id,visit_index,target_index,band,state,reason,time_s,frame_phase_s,timing_rate_s_per_s,timing_sigma_s,cfo_hz,cfo_rate_hz_per_s,cfo_sigma_hz,accepted_observations
scan-hop-e31b77794a04c236,992,7,native10,lost,no observation inside prediction gate,125.0318078,,,,,,,0
scan-hop-e31b77794a04c236,992,7,derived2p5,lost,no observation inside prediction gate,125.0318078,,,,,,,0
scan-hop-e31b77794a04c236,993,0,native10,lost,no observation inside prediction gate,125.1581554,,,,,,,0
scan-hop-e31b77794a04c236,993,0,derived2p5,lost,no observation inside prediction gate,125.1581554,,,,,,,0
scan-hop-e31b77794a04c236,994,1,native10,lost,no observation inside prediction gate,125.2845347,,,,,,,0
scan-hop-e31b77794a04c236,994,1,derived2p5,lost,no observation inside prediction gate,125.2845346,,,,,,,0
scan-hop-e31b77794a04c236,998,4,native10,lost,no observation inside prediction gate,125.7873842,,,,,,,0
scan-hop-e31b77794a04c236,998,4,derived2p5,lost,no observation inside prediction gate,125.7873842,,,,,,,0
scan-hop-e31b77794a04c236,999,5,native10,lost,no observation inside prediction gate,125.913434,,,,,,,0
scan-hop-e31b77794a04c236,999,5,derived2p5,lost,no observation inside prediction gate,125.913434,,,,,,,0
scan-hop-e31b77794a04c236,1000,6,native10,lost,no observation inside prediction gate,126.0397948,,,,,,,0
scan-hop-e31b77794a04c236,1000,6,derived2p5,lost,no observation inside prediction gate,126.0397948,,,,,,,0
scan-hop-e31b77794a04c236,1003,0,native10,lost,no observation inside prediction gate,126.4163458,,,,,,,0
scan-hop-e31b77794a04c236,1003,0,derived2p5,lost,no observation inside prediction gate,126.4163458,,,,,,,0
scan-hop-e31b77794a04c236,1004,1,native10,lost,no observation inside prediction gate,126.5426869,,,,,,,0
scan-hop-e31b77794a04c236,1004,1,derived2p5,lost,no observation inside prediction gate,126.542687,,,,,,,0
scan-hop-e31b77794a04c236,1009,5,native10,lost,no observation inside prediction gate,127.1716531,,,,,,,0
scan-hop-e31b77794a04c236,1009,5,derived2p5,lost,no observation inside prediction gate,127.171653,,,,,,,0
scan-hop-e31b77794a04c236,1010,6,native10,lost,no observation inside prediction gate,127.2980099,,,,,,,0
scan-hop-e31b77794a04c236,1010,6,derived2p5,lost,no observation inside prediction gate,127.2980098,,,,,,,0
scan-hop-e31b77794a04c236,1014,1,native10,lost,no observation inside prediction gate,127.8006955,,,,,,,0
scan-hop-e31b77794a04c236,1014,1,derived2p5,lost,no observation inside prediction gate,127.8006954,,,,,,,0
scan-hop-c2313aebc38416ef,953,6,native10,acquiring,accepted PSS observation,120.1473027,0.0007911063310449319,0.0,8.695467155046351e-07,-200000.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,953,6,derived2p5,acquiring,accepted PSS observation,120.1473026,0.0007910371825084079,0.0,1.0390017840690004e-06,-200000.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,954,2,native10,acquiring,accepted PSS observation,120.2735812,0.0007907318003798475,0.0,8.46130407909933e-07,0.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,954,2,derived2p5,acquiring,no observation inside prediction gate,120.2735812,,,,,,,0
scan-hop-c2313aebc38416ef,955,1,native10,acquiring,no observation inside prediction gate,120.3984819,,,,,,,0
scan-hop-c2313aebc38416ef,955,1,derived2p5,acquiring,no observation inside prediction gate,120.3984818,,,,,,,0
scan-hop-c2313aebc38416ef,956,0,native10,acquiring,no observation inside prediction gate,120.5242242,,,,,,,0
scan-hop-c2313aebc38416ef,956,0,derived2p5,acquiring,no observation inside prediction gate,120.5242242,,,,,,,0
scan-hop-c2313aebc38416ef,957,4,native10,acquiring,no observation inside prediction gate,120.6503935,,,,,,,0
scan-hop-c2313aebc38416ef,957,4,derived2p5,acquiring,no observation inside prediction gate,120.6503934,,,,,,,0
scan-hop-c2313aebc38416ef,958,5,native10,acquiring,no observation inside prediction gate,120.7767652,,,,,,,0
scan-hop-c2313aebc38416ef,958,5,derived2p5,acquiring,no observation inside prediction gate,120.7767652,,,,,,,0
scan-hop-c2313aebc38416ef,959,6,native10,acquiring,accepted PSS observation,120.903079,0.0007878519690711936,-4.249785725419694e-06,8.373697945917103e-07,-200000.0,0.0,141471.92541368937,2
scan-hop-c2313aebc38416ef,959,6,derived2p5,coasting,no observation inside prediction gate,120.903079,0.0007910371825084079,0.0,7.6289422844938545e-06,-200000.0,0.0,200143.10804020718,1
scan-hop-c2313aebc38416ef,960,2,native10,acquiring,accepted PSS observation,121.0277556,0.0007874180584192815,-4.339303615852159e-06,9.496768853080289e-07,0.0,0.0,141471.7111964709,2
scan-hop-c2313aebc38416ef,960,2,derived2p5,acquiring,no observation inside prediction gate,121.0277556,,,,,,,0
scan-hop-c2313aebc38416ef,961,1,native10,acquiring,no observation inside prediction gate,121.1530393,,,,,,,0
scan-hop-c2313aebc38416ef,961,1,derived2p5,acquiring,no observation inside prediction gate,121.1530394,,,,,,,0
scan-hop-c2313aebc38416ef,962,0,native10,acquiring,no observation inside prediction gate,121.279095,,,,,,,0
scan-hop-c2313aebc38416ef,962,0,derived2p5,acquiring,no observation inside prediction gate,121.279095,,,,,,,0
scan-hop-c2313aebc38416ef,963,3,native10,acquiring,no observation inside prediction gate,121.4053933,,,,,,,0
scan-hop-c2313aebc38416ef,963,3,derived2p5,acquiring,no observation inside prediction gate,121.4053934,,,,,,,0
scan-hop-c2313aebc38416ef,964,5,native10,acquiring,no observation inside prediction gate,121.5317415,,,,,,,0
scan-hop-c2313aebc38416ef,964,5,derived2p5,acquiring,no observation inside prediction gate,121.5317414,,,,,,,0
scan-hop-c2313aebc38416ef,965,7,native10,acquiring,no observation inside prediction gate,121.6566474,,,,,,,0
scan-hop-c2313aebc38416ef,965,7,derived2p5,acquiring,no observation inside prediction gate,121.6566474,,,,,,,0
scan-hop-c2313aebc38416ef,966,6,native10,tracking,accepted PSS observation,121.7821243,0.0007838449071696983,-4.44910002148147e-06,9.021100811133693e-07,-200000.0,0.0,115774.78528431394,3
scan-hop-c2313aebc38416ef,966,6,derived2p5,coasting,no observation inside prediction gate,121.7821242,0.0007910371825084079,0.0,1.638164385517186e-05,-200000.0,0.0,200670.67697388263,1
scan-hop-c2313aebc38416ef,967,2,native10,coasting,no observation inside prediction gate,121.9082373,0.0007835973809947798,-4.339303615852159e-06,2.2690252720817255e-06,0.0,0.0,141982.8622755954,2
scan-hop-c2313aebc38416ef,967,2,derived2p5,lost,no observation inside prediction gate,121.9082374,,,,,,,0
scan-hop-c2313aebc38416ef,968,1,native10,lost,no observation inside prediction gate,122.0344966,,,,,,,0
scan-hop-c2313aebc38416ef,968,1,derived2p5,lost,no observation inside prediction gate,122.0344966,,,,,,,0
scan-hop-c2313aebc38416ef,969,0,native10,lost,no observation inside prediction gate,122.1608014,,,,,,,0
scan-hop-c2313aebc38416ef,969,0,derived2p5,lost,no observation inside prediction gate,122.1608014,,,,,,,0
scan-hop-c2313aebc38416ef,970,5,native10,lost,no observation inside prediction gate,122.2856809,,,,,,,0
scan-hop-c2313aebc38416ef,970,5,derived2p5,lost,no observation inside prediction gate,122.285681,,,,,,,0
scan-hop-c2313aebc38416ef,971,3,native10,acquiring,no observation inside prediction gate,122.411019,,,,,,,0
scan-hop-c2313aebc38416ef,971,3,derived2p5,acquiring,no observation inside prediction gate,122.411019,,,,,,,0
scan-hop-c2313aebc38416ef,972,6,native10,tracking,accepted PSS observation,122.5371867,0.0007800608075150697,-4.671966930393439e-06,7.950543391373781e-07,-200000.0,0.0,100713.11737069573,4
scan-hop-c2313aebc38416ef,972,6,derived2p5,lost,no observation inside prediction gate,122.5371866,,,,,,,0
scan-hop-c2313aebc38416ef,973,7,native10,acquiring,no observation inside prediction gate,122.6634949,,,,,,,0
scan-hop-c2313aebc38416ef,973,7,derived2p5,acquiring,no observation inside prediction gate,122.663495,,,,,,,0
scan-hop-c2313aebc38416ef,974,2,native10,coasting,no observation inside prediction gate,122.7897298,0.0007797723174021832,-4.339303615852159e-06,3.708137129872958e-06,0.0,0.0,143045.2116084191,2
scan-hop-c2313aebc38416ef,974,2,derived2p5,lost,no observation inside prediction gate,122.7897298,,,,,,,0
scan-hop-c2313aebc38416ef,975,1,native10,lost,no observation inside prediction gate,122.9146093,,,,,,,0
scan-hop-c2313aebc38416ef,975,1,derived2p5,lost,no observation inside prediction gate,122.9146094,,,,,,,0
scan-hop-c2313aebc38416ef,976,0,native10,lost,no observation inside prediction gate,123.0400965,,,,,,,0
scan-hop-c2313aebc38416ef,976,0,derived2p5,lost,no observation inside prediction gate,123.0400966,,,,,,,0
scan-hop-c2313aebc38416ef,977,4,native10,acquiring,no observation inside prediction gate,123.1663143,,,,,,,0
scan-hop-c2313aebc38416ef,977,4,derived2p5,acquiring,no observation inside prediction gate,123.1663142,,,,,,,0
scan-hop-c2313aebc38416ef,978,5,native10,acquiring,accepted PSS observation,123.2926047,0.0007820496897204291,0.0,9.970165722767593e-07,0.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,978,5,derived2p5,lost,no observation inside prediction gate,123.2926046,,,,,,,0
scan-hop-c2313aebc38416ef,979,3,native10,lost,no observation inside prediction gate,123.4187431,,,,,,,0
scan-hop-c2313aebc38416ef,979,3,derived2p5,lost,no observation inside prediction gate,123.418743,,,,,,,0
scan-hop-c2313aebc38416ef,980,6,native10,tracking,accepted PSS observation,123.5437368,0.0007749454560477953,-4.8304161910528145e-06,7.341047050579982e-07,-200000.0,0.0,91156.78574952214,5
scan-hop-c2313aebc38416ef,980,6,derived2p5,acquiring,accepted PSS observation,123.5437368,0.0007747361665907926,0.0,1.0323765693364596e-06,-200000.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,981,7,native10,lost,no observation inside prediction gate,123.6693453,,,,,,,0
scan-hop-c2313aebc38416ef,981,7,derived2p5,lost,no observation inside prediction gate,123.6693454,,,,,,,0
scan-hop-c2313aebc38416ef,982,2,native10,tracking,accepted PSS observation,123.7978341,0.0007735592126284969,-4.9081489532476924e-06,8.454107272400899e-07,0.0,0.0,117354.06315575648,3
scan-hop-c2313aebc38416ef,982,2,derived2p5,lost,no observation inside prediction gate,123.7978342,,,,,,,0
scan-hop-c2313aebc38416ef,983,1,native10,acquiring,accepted PSS observation,123.924787,0.000787277063928374,0.0,1.122802035840098e-06,0.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,983,1,derived2p5,lost,no observation inside prediction gate,123.924787,,,,,,,0
scan-hop-c2313aebc38416ef,984,0,native10,lost,no observation inside prediction gate,124.0511299,,,,,,,0
scan-hop-c2313aebc38416ef,984,0,derived2p5,lost,no observation inside prediction gate,124.0511298,,,,,,,0
scan-hop-c2313aebc38416ef,985,5,native10,coasting,no observation inside prediction gate,124.1769801,0.0007820496897204291,0.0,8.899906318781579e-06,0.0,0.0,200196.01031821378,1
scan-hop-c2313aebc38416ef,985,5,derived2p5,lost,no observation inside prediction gate,124.1769802,,,,,,,0
scan-hop-c2313aebc38416ef,986,3,native10,lost,no observation inside prediction gate,124.3018951,,,,,,,0
scan-hop-c2313aebc38416ef,986,3,derived2p5,lost,no observation inside prediction gate,124.301895,,,,,,,0
scan-hop-c2313aebc38416ef,987,6,native10,tracking,accepted PSS observation,124.4280862,0.0007701314756028203,-5.002990490792164e-06,6.479013280555733e-07,-200000.0,0.0,84539.48603264536,6
scan-hop-c2313aebc38416ef,987,6,derived2p5,acquiring,accepted PSS observation,124.4280862,0.0007698453277756424,-5.456164902451407e-06,1.2203010159374929e-06,-200000.0,0.0,141490.60136391103,2
scan-hop-c2313aebc38416ef,988,7,native10,acquiring,accepted PSS observation,124.5541998,0.0004472841270549069,0.0,1.2074723538297273e-06,-1000000.0,0.0,200000.0,1
scan-hop-c2313aebc38416ef,988,7,derived2p5,lost,no observation inside prediction gate,124.5541998,,,,,,,0
scan-hop-c2313aebc38416ef,989,2,native10,tracking,accepted PSS observation,124.6804294,0.0007688912107419438,-5.000412127141973e-06,7.061361310419561e-07,0.0,0.0,102430.26095881905,4
scan-hop-c2313aebc38416ef,989,2,derived2p5,lost,no observation inside prediction gate,124.6804294,,,,,,,0
scan-hop-c2313aebc38416ef,990,1,native10,coasting,no observation inside prediction gate,124.8061479,0.000787277063928374,0.0,8.884968775691775e-06,0.0,0.0,200194.6750451915,1
scan-hop-c2313aebc38416ef,990,1,derived2p5,lost,no observation inside prediction gate,124.8061478,,,,,,,0
scan-hop-c2313aebc38416ef,991,0,native10,lost,no observation inside prediction gate,124.9310248,,,,,,,0
scan-hop-c2313aebc38416ef,991,0,derived2p5,lost,no observation inside prediction gate,124.9310248,,,,,,,0
scan-hop-c2313aebc38416ef,992,5,native10,coasting,no observation inside prediction gate,125.0573061,0.0007820496897204291,0.0,1.7675674351158094e-05,0.0,0.0,200781.59518186847,1
scan-hop-c2313aebc38416ef,992,5,derived2p5,lost,no observation inside prediction gate,125.0573062,,,,,,,0
scan-hop-c2313aebc38416ef,993,3,native10,lost,no observation inside prediction gate,125.1835678,,,,,,,0
scan-hop-c2313aebc38416ef,993,3,derived2p5,lost,no observation inside prediction gate,125.1835678,,,,,,,0
scan-hop-c2313aebc38416ef,995,7,native10,coasting,no observation inside prediction gate,125.4356445,0.0004472841270549069,0.0,8.896895423715922e-06,-1000000.0,0.0,200194.712102649,1
scan-hop-c2313aebc38416ef,995,7,derived2p5,lost,no observation inside prediction gate,125.4356446,,,,,,,0
scan-hop-c2313aebc38416ef,999,4,native10,lost,no observation inside prediction gate,125.9432007,,,,,,,0
scan-hop-c2313aebc38416ef,999,4,derived2p5,lost,no observation inside prediction gate,125.9432006,,,,,,,0
scan-hop-c2313aebc38416ef,1001,3,native10,lost,no observation inside prediction gate,126.1943251,,,,,,,0
scan-hop-c2313aebc38416ef,1001,3,derived2p5,lost,no observation inside prediction gate,126.194325,,,,,,,0
scan-hop-c2313aebc38416ef,1003,7,native10,coasting,no observation inside prediction gate,126.4457419,0.0004472841270549069,0.0,1.8954516624087628e-05,-1000000.0,0.0,200898.10623208582,1
scan-hop-c2313aebc38416ef,1003,7,derived2p5,lost,no observation inside prediction gate,126.4457418,,,,,,,0
scan-hop-c2313aebc38416ef,1021,4,native10,lost,no observation inside prediction gate,128.7093285,,,,,,,0
scan-hop-c2313aebc38416ef,1021,4,derived2p5,lost,no observation inside prediction gate,128.7093286,,,,,,,0
scan-hop-c2313aebc38416ef,1031,4,native10,lost,no observation inside prediction gate,129.9788442,,,,,,,0
scan-hop-c2313aebc38416ef,1031,4,derived2p5,lost,no observation inside prediction gate,129.9788442,,,,,,,0
scan-hop-c2313aebc38416ef,1039,4,native10,lost,no observation inside prediction gate,130.9843141,,,,,,,0
scan-hop-c2313aebc38416ef,1039,4,derived2p5,lost,no observation inside prediction gate,130.9843142,,,,,,,0
scan-hop-e336bdc3f097d035,953,4,native10,acquiring,accepted PSS observation,120.1487954,0.0007014951998814936,0.0,9.304671959175595e-07,-200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,953,4,derived2p5,acquiring,no observation inside prediction gate,120.1487954,,,,,,,0
scan-hop-e336bdc3f097d035,954,5,native10,acquiring,no observation inside prediction gate,120.275072,,,,,,,0
scan-hop-e336bdc3f097d035,954,5,derived2p5,acquiring,no observation inside prediction gate,120.275072,,,,,,,0
scan-hop-e336bdc3f097d035,955,1,native10,acquiring,accepted PSS observation,120.3999139,0.0007100677504643669,0.0,1.0429709103261764e-06,200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,955,1,derived2p5,acquiring,no observation inside prediction gate,120.3999138,,,,,,,0
scan-hop-e336bdc3f097d035,956,6,native10,acquiring,accepted PSS observation,120.5251112,0.0007799734384760083,0.0,8.883115497937027e-07,-200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,956,6,derived2p5,acquiring,accepted PSS observation,120.5251112,0.0007799395005528948,0.0,1.148028168415841e-06,-200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,957,7,native10,acquiring,accepted PSS observation,120.6513389,0.0007763444524233301,0.0,8.510599683188862e-07,-200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,957,7,derived2p5,acquiring,accepted PSS observation,120.651339,0.000776283848856368,0.0,1.2477909373600479e-06,-200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,958,2,native10,acquiring,accepted PSS observation,120.7775693,0.0007808406099781111,0.0,8.454700653881629e-07,200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,958,2,derived2p5,acquiring,ambiguous timing modes,120.7775694,,,,,,,0
scan-hop-e336bdc3f097d035,959,0,native10,acquiring,no observation inside prediction gate,120.9038312,,,,,,,0
scan-hop-e336bdc3f097d035,959,0,derived2p5,acquiring,no observation inside prediction gate,120.9038312,,,,,,,0
scan-hop-e336bdc3f097d035,960,3,native10,acquiring,accepted PSS observation,121.0287937,0.0007778746250018084,0.0,8.296687586903292e-07,200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,960,3,derived2p5,acquiring,accepted PSS observation,121.0287938,0.00048070397905753044,0.0,1.0325246488474752e-06,600000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,961,4,native10,coasting,no observation inside prediction gate,121.1539453,0.0007014951998814936,0.0,1.009464147197335e-05,-200000.0,0.0,200253.26749380978,1
scan-hop-e336bdc3f097d035,961,4,derived2p5,acquiring,no observation inside prediction gate,121.1539454,,,,,,,0
scan-hop-e336bdc3f097d035,962,5,native10,acquiring,no observation inside prediction gate,121.2802121,,,,,,,0
scan-hop-e336bdc3f097d035,962,5,derived2p5,acquiring,accepted PSS observation,121.2802122,0.0007979655471627403,0.0,1.0931924181858869e-06,600000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,963,1,native10,coasting,no observation inside prediction gate,121.4063935,0.0007100677504643669,0.0,1.011885889769658e-05,200000.0,0.0,200253.93872164123,1
scan-hop-e336bdc3f097d035,963,1,derived2p5,acquiring,no observation inside prediction gate,121.4063934,,,,,,,0
scan-hop-e336bdc3f097d035,964,6,native10,acquiring,accepted PSS observation,121.5325957,0.000783382321806456,3.3575148900701373e-06,6.427281442447968e-07,-200000.0,0.0,141511.23090561686,2
scan-hop-e336bdc3f097d035,964,6,derived2p5,acquiring,accepted PSS observation,121.5325958,0.0007833095882194525,3.302230787488478e-06,1.027939339825127e-06,-200000.0,0.0,141511.23092345975,2
scan-hop-e336bdc3f097d035,965,7,native10,acquiring,accepted PSS observation,121.6575913,0.0007802686836052586,3.872214987146319e-06,8.129162299262841e-07,-200000.0,0.0,141511.0111978882,2
scan-hop-e336bdc3f097d035,965,7,derived2p5,coasting,no observation inside prediction gate,121.6575914,0.000776283848856368,0.0,1.0139761719242156e-05,-200000.0,0.0,200253.8239688768,1
scan-hop-e336bdc3f097d035,966,2,native10,acquiring,accepted PSS observation,121.7828932,0.0007840262505147399,3.14656945650422e-06,8.007080469338809e-07,200000.0,0.0,141510.84580543335,2
scan-hop-e336bdc3f097d035,966,2,derived2p5,acquiring,ambiguous timing modes,121.7828932,,,,,,,0
scan-hop-e336bdc3f097d035,967,0,native10,acquiring,accepted PSS observation,121.9091972,0.0007726409844462271,0.0,1.0850061846889611e-06,200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,967,0,derived2p5,acquiring,no observation inside prediction gate,121.9091972,,,,,,,0
scan-hop-e336bdc3f097d035,968,3,native10,acquiring,accepted PSS observation,122.0352922,0.0007816181010557311,3.6942671900356903e-06,8.132209098709366e-07,200000.0,0.0,141511.0550609131,2
scan-hop-e336bdc3f097d035,968,3,derived2p5,acquiring,accepted PSS observation,122.0352922,0.00044882977339210067,-3.1339145454645804e-05,9.257851011883983e-07,700126.8934970389,252.5699966813393,141511.05504308766,2
scan-hop-e336bdc3f097d035,969,4,native10,coasting,no observation inside prediction gate,122.1615673,0.0007014951998814936,0.0,2.014988888698102e-05,-200000.0,0.0,201017.02204874827,1
scan-hop-e336bdc3f097d035,969,4,derived2p5,lost,no observation inside prediction gate,122.1615674,,,,,,,0
scan-hop-e336bdc3f097d035,970,5,native10,lost,no observation inside prediction gate,122.2865854,,,,,,,0
scan-hop-e336bdc3f097d035,970,5,derived2p5,coasting,no observation inside prediction gate,122.2865854,0.0007979655471627403,0.0,1.0123100755370299e-05,600000.0,0.0,200253.88497855698,1
scan-hop-e336bdc3f097d035,971,1,native10,acquiring,accepted PSS observation,122.4120088,0.0007152303132816674,2.5589759221611752e-06,1.1127826356552956e-06,200000.0,0.0,141779.31976990838,2
scan-hop-e336bdc3f097d035,971,1,derived2p5,lost,no observation inside prediction gate,122.4120088,,,,,,,0
scan-hop-e336bdc3f097d035,972,6,native10,tracking,accepted PSS observation,122.5381741,0.0007863711732450931,3.102708143937311e-06,6.127107033541465e-07,-200000.0,0.0,115909.14573315451,3
scan-hop-e336bdc3f097d035,972,6,derived2p5,tracking,accepted PSS observation,122.5381742,0.0007864177095652941,3.1719017363940304e-06,9.432143906639545e-07,-200000.0,0.0,115909.14576215768,3
scan-hop-e336bdc3f097d035,973,7,native10,tracking,accepted PSS observation,122.6643602,0.0007839249768133471,3.726085891870212e-06,7.167477333963057e-07,-200000.0,0.0,115909.479347028,3
scan-hop-e336bdc3f097d035,973,7,derived2p5,acquiring,accepted PSS observation,122.6643602,0.0007837738908815727,3.7066801411993495e-06,1.0476790517658851e-06,-200000.0,0.0,141779.64843922117,2
scan-hop-e336bdc3f097d035,974,2,native10,tracking,accepted PSS observation,122.7907243,0.0007870144497889179,3.035863370422198e-06,6.812220107793807e-07,200000.0,0.0,115909.82668939343,3
scan-hop-e336bdc3f097d035,974,2,derived2p5,lost,ambiguous timing modes,122.7907242,,,,,,,0
scan-hop-e336bdc3f097d035,975,0,native10,acquiring,accepted PSS observation,122.915614,0.0007761988590535234,3.4946334288891505e-06,1.1065801521383763e-06,200000.0,0.0,141511.04049812784,2
scan-hop-e336bdc3f097d035,975,0,derived2p5,lost,no observation inside prediction gate,122.915614,,,,,,,0
scan-hop-e336bdc3f097d035,976,3,native10,tracking,accepted PSS observation,123.040933,0.0007851189278494257,3.56578387885942e-06,7.732104400589265e-07,200000.0,0.0,115908.89600971426,3
scan-hop-e336bdc3f097d035,976,3,derived2p5,coasting,no observation inside prediction gate,123.040933,0.00041731385008577444,-3.1339145454645804e-05,2.109481110594624e-06,700380.8881905575,252.5699966813393,142229.86894279328,2
scan-hop-e336bdc3f097d035,977,4,native10,acquiring,accepted PSS observation,123.1671952,0.0007770304989877944,0.0,1.0880670894188306e-06,-200000.0,0.0,200000.0,1
scan-hop-e336bdc3f097d035,977,4,derived2p5,lost,no observation inside prediction gate,123.1671952,,,,,,,0
scan-hop-e336bdc3f097d035,978,5,native10,lost,no observation inside prediction gate,123.2932853,,,,,,,0
scan-hop-e336bdc3f097d035,978,5,derived2p5,coasting,no observation inside prediction gate,123.2932854,0.0007979655471627403,0.0,2.016106727183092e-05,600000.0,0.0,201017.3267976778,1
scan-hop-e336bdc3f097d035,979,1,native10,coasting,no observation inside prediction gate,123.4195648,0.0007178086248258964,2.5589759221611752e-06,1.7510778836348279e-06,200000.0,0.0,142858.2723168979,2
scan-hop-e336bdc3f097d035,979,1,derived2p5,lost,no observation inside prediction gate,123.4195648,,,,,,,0
scan-hop-e336bdc3f097d035,980,6,native10,tracking,accepted PSS observation,123.5444612,0.0007890681374258722,2.9031123375519334e-06,5.793650346224483e-07,-200000.0,0.0,101133.91889675148,4
scan-hop-e336bdc3f097d035,980,6,derived2p5,tracking,accepted PSS observation,123.5444612,0.0007891423254112903,2.96552744575635e-06,8.891639247757834e-07,-200000.0,0.0,101133.91882214537,4
scan-hop-e336bdc3f097d035,981,7,native10,tracking,accepted PSS observation,123.6701861,0.0007872729174595665,3.5501753678761226e-06,6.655513547971033e-07,-200000.0,0.0,101133.82751800567,4
scan-hop-e336bdc3f097d035,981,7,derived2p5,tracking,accepted PSS observation,123.6701862,0.0007871244695124211,3.546818556481944e-06,9.073513679798859e-07,-200000.0,0.0,116247.27074536093,3
scan-hop-e336bdc3f097d035,982,2,native10,tracking,accepted PSS observation,123.796648,0.0007896633034146761,2.8554737291226846e-06,6.888739591946641e-07,200000.0,0.0,101134.37831248206,4
scan-hop-e336bdc3f097d035,982,2,derived2p5,lost,ambiguous timing modes,123.796648,,,,,,,0
scan-hop-e336bdc3f097d035,983,0,native10,coasting,no observation inside prediction gate,123.9227504,0.0007797184315844145,3.4946334288891505e-06,2.4531032598018343e-06,200000.0,0.0,142231.42922833763,2
scan-hop-e336bdc3f097d035,983,0,derived2p5,lost,no observation inside prediction gate,123.9227504,,,,,,,0
scan-hop-e336bdc3f097d035,984,3,native10,tracking,accepted PSS observation,124.0490404,0.0007884246656153359,3.4419918122344415e-06,7.164575983708364e-07,148857.91840733934,-759.5006099123442,101135.6332779507,4
scan-hop-e336bdc3f097d035,984,3,derived2p5,coasting,no observation inside prediction gate,124.0490404,0.00038572062564326965,-3.1339145454645804e-05,3.446019169129304e-06,700635.5058732299,252.5699966813393,143668.46339090745,2
scan-hop-e336bdc3f097d035,985,4,native10,coasting,no observation inside prediction gate,124.1739413,0.0007770304989877944,0.0,1.0126256081496899e-05,-200000.0,0.0,200254.07335690342,1
scan-hop-e336bdc3f097d035,985,4,derived2p5,lost,no observation inside prediction gate,124.1739414,,,,,,,0
scan-hop-e336bdc3f097d035,986,5,native10,lost,no observation inside prediction gate,124.2994372,,,,,,,0
scan-hop-e336bdc3f097d035,986,5,derived2p5,lost,no observation inside prediction gate,124.2994372,,,,,,,0
scan-hop-e336bdc3f097d035,987,1,native10,coasting,no observation inside prediction gate,124.4255959,0.0007203830341877417,2.5589759221611752e-06,2.4667115485102188e-06,200000.0,0.0,144647.08824238423,2
scan-hop-e336bdc3f097d035,987,1,derived2p5,lost,no observation inside prediction gate,124.4255958,,,,,,,0
scan-hop-e336bdc3f097d035,988,6,native10,tracking,accepted PSS observation,124.5517396,0.0007914537166210983,2.705213476573955e-06,5.273423666098915e-07,-200000.0,0.0,91666.81826448746,5
scan-hop-e336bdc3f097d035,988,6,derived2p5,tracking,accepted PSS observation,124.5517396,0.0007915006696189202,2.748407544681504e-06,8.013534423180766e-07,-200000.0,0.0,91666.81817876731,5
scan-hop-e336bdc3f097d035,989,7,native10,tracking,accepted PSS observation,124.6780522,0.0007903080093339866,3.3604308303530525e-06,6.335878174950165e-07,-200000.0,0.0,91667.72883409834,5
scan-hop-e336bdc3f097d035,989,7,derived2p5,tracking,accepted PSS observation,124.6780522,0.0007902372929867237,3.3810406846591095e-06,8.379787098295526e-07,-200000.0,0.0,101535.302571741,4
scan-hop-e336bdc3f097d035,990,2,native10,tracking,accepted PSS observation,124.8029236,0.0007920668288703673,2.69192540315429e-06,6.664557640416918e-07,200000.0,0.0,91665.6011814403,5
scan-hop-e336bdc3f097d035,990,2,derived2p5,lost,ambiguous timing modes,124.8029236,,,,,,,0
scan-hop-e336bdc3f097d035,991,0,native10,coasting,no observation inside prediction gate,124.9285844,0.0007832334527047278,3.4946334288891505e-06,3.943367804093878e-06,200000.0,0.0,143667.00664754896,2
scan-hop-e336bdc3f097d035,991,0,derived2p5,lost,no observation inside prediction gate,124.9285844,,,,,,,0
scan-hop-e336bdc3f097d035,992,3,native10,tracking,accepted PSS observation,125.0547326,0.0007913715259792104,3.2676567208692936e-06,7.05365088616271e-07,158997.78968020098,-498.40220233247095,91666.0378119278,5
scan-hop-e336bdc3f097d035,992,3,derived2p5,lost,ambiguous timing modes,125.0547326,,,,,,,0
scan-hop-e336bdc3f097d035,993,4,native10,acquiring,accepted PSS observation,125.1808948,0.0007827138929955212,2.8142432022734014e-06,1.071081688298945e-06,-200000.0,0.0,141779.88924326,2
scan-hop-e336bdc3f097d035,993,4,derived2p5,lost,no observation inside prediction gate,125.1808948,,,,,,,0
