latitude_deg,longitude_deg,east_km_from_iteration9,north_km_from_iteration9,balanced_exact_capped_loss,postseal_error_km,group_00_tau_s,group_16_tau_s,reference_role
37.85822833461974,-122.47896245860316,0.04882870612844287,-0.09765625000002529,0.05812765917125823,1.179285838445297,-0.75,-0.5,post-seal only
