visit_index,track_elapsed_s,dwell_center_time_ms,most_likely_rx1_minus_rx0_phase_deg,coherence_magnitude,minimum_normalized_prediction_error,conditional_phase_jackknife_se_deg
376,0,16.4998,35.3103785734,0.18708429651,0.98234386342,3.77252194969
376,0,16.9998,31.197738517,0.169180892735,0.985585016898,4.3395831002
376,0,17.4998,28.8681563083,0.15735517357,0.987542074724,4.75917418616
376,0,17.9998,21.4956207038,0.155585544608,0.987822422457,6.2288544305
376,0,18.4998,21.7291784546,0.160651835315,0.987011138645,5.71123610347
376,0,18.9998,20.95474075,0.167614084526,0.985852686089,6.80981535411
376,0,19.4998,18.7026491435,0.17787928817,0.984052315093,5.86997675364
376,0,19.9998,23.477577575,0.185246069877,0.982692166243,4.85432210924
376,0,20.4998,19.8579205992,0.177919083694,0.984045120743,5.20216396857
376,0,20.9998,17.5024061389,0.177505150179,0.984119871591,2.85381974275
376,0,21.4998,13.7234020433,0.182405780444,0.983223337427,4.96885687595
376,0,21.9998,4.71436147143,0.173693774224,0.984799712021,4.18732704433
376,0,22.4998,2.8394848303,0.179483352091,0.983761010776,3.20138124503
376,0,22.9998,1.1261525155,0.184789725226,0.982778081487,3.526009592
376,0,23.4998,-1.18062924748,0.178762520901,0.983892250768,2.88166848426
376,0,23.9998,1.85373095353,0.180450115392,0.983584137659,2.37254598143
376,0,24.4998,3.93691886596,0.172716751462,0.984971534494,3.22283387117
376,0,24.9998,4.52186870725,0.173504847863,0.98483301517,3.6847353288
376,0,25.4998,8.66191369593,0.174752070546,0.984612468863,2.30875487575
376,0,25.9998,14.0064889401,0.18910348325,0.981957164352,3.70333854112
376,0,26.4998,15.0285480776,0.195702025414,0.980663406704,3.49470072622
376,0,26.9998,18.7620278391,0.194400572071,0.980922228099,3.34431480112
376,0,27.4998,17.9157479553,0.185542847751,0.982636174608,3.24740506482
376,0,27.9998,13.278125514,0.173486640652,0.984836222686,4.37050582073
376,0,28.4998,14.0658453847,0.171703334185,0.985148701989,3.03056263196
376,0,28.9998,13.1757928135,0.173696482644,0.98479923432,3.54420497018
376,0,29.4998,14.7450517658,0.182625770945,0.983182499736,2.87125407942
376,0,29.9998,19.0894582798,0.186713926599,0.982414326857,2.90959154831
376,0,30.4998,19.4480080901,0.191119867009,0.981566705036,3.2984125111
376,0,30.9998,20.4832450117,0.188123319746,0.982145415184,2.89846145314
376,0,31.4998,20.1793765023,0.174336675839,0.984686104024,3.42559948374
376,0,31.9998,21.5053318858,0.175105162323,0.984549735731,2.99507645317
376,0,32.4998,19.8166436476,0.17199486404,0.985097846279,3.46573373889
376,0,32.9998,23.1735951739,0.174452314541,0.984665623423,3.6808539282
376,0,33.4998,30.0064547287,0.187011455313,0.982357732998,3.50045469964
376,0,33.9998,34.4189462525,0.189996782469,0.981784712985,5.56952441704
376,0,34.4998,38.4078380255,0.189764420771,0.981829651523,3.74781920442
376,0,34.9998,41.5569989581,0.185037280858,0.982731501832,4.35657809132
376,0,35.4998,42.0476876589,0.18049892847,0.983575181072,3.07380771384
376,0,35.9998,45.4291235328,0.177248475118,0.984166133368,4.1763757337
376,0,36.4998,49.5840227181,0.178837377448,0.983878647206,2.77342430195
376,0,36.9998,55.1032596573,0.182522331434,0.983201707956,4.41403234083
376,0,37.4998,61.374345112,0.187267875364,0.982308883629,3.22675264702
376,0,37.9998,65.6468056772,0.198255862445,0.980150301232,2.98328993265
376,0,38.4998,66.2425300462,0.196148382774,0.980574225612,3.42106104448
376,0,38.9998,65.2384538122,0.189934428064,0.98179677787,3.06543432678
376,0,39.4998,60.7462068743,0.178097356864,0.984012871602,5.06619668511
376,0,39.9998,53.3175335199,0.161890306283,0.986808759959,5.09831757314
376,0,40.4998,51.1797120242,0.160097200502,0.987101254376,4.78113374507
376,0,40.9998,43.2852854606,0.164808592,0.986325568969,5.28610437375
376,0,41.4998,42.7000669016,0.167523530945,0.985868077675,6.24474978329
376,0,41.9998,42.4854063354,0.169512221338,0.98552808525,4.60063508408
376,0,42.4998,40.6002562768,0.162351285115,0.986733023782,7.06105514324
376,0,42.9998,39.30851289,0.168902455782,0.985632771589,4.62889638635
376,0,43.4998,36.0853336754,0.174320472815,0.984688972599,4.35293369554
376,0,43.9998,25.2433361577,0.179706227559,0.983720321929,4.84920512422
376,0,44.4998,24.0127528767,0.187979941097,0.982172867547,4.1285085072
376,0,44.9998,17.5828409242,0.174569847512,0.984644792978,5.61805359772
376,0,45.4998,8.90051272202,0.183211372888,0.983073543965,4.70886404147
376,0,45.9998,3.18420262025,0.169025734235,0.985611638104,5.9928657367
376,0,46.4998,-9.1758648421,0.178806299383,0.983884295688,4.46484418346
376,0,46.9998,-14.1031121514,0.1903164266,0.981722800879,3.46519143934
376,0,47.4998,-17.3094546812,0.178114387829,0.984009789,2.84473274316
376,0,47.9998,-19.3779549058,0.176984517613,0.984213635612,2.95820549947
376,0,48.4998,-18.5092009014,0.172260851944,0.985051368654,3.73251591951
376,0,48.9998,-14.7519599113,0.167751304874,0.985829346141,5.93417080472
376,0,49.4998,-8.18809750104,0.167390996504,0.985890589411,6.73545641481
376,0,49.9998,3.72667040842,0.172367291265,0.985032749152,7.46446361044
376,0,50.4998,21.7388294544,0.176378287782,0.984322457124,9.12970135949
376,0,50.9998,36.2317544035,0.181744481568,0.98334579036,6.51741185106
376,0,51.4998,44.7696295944,0.182329452669,0.98323749455,5.43478435281
376,0,51.9998,52.312141135,0.1854118883,0.982660893532,3.90276305842
376,0,52.4998,49.5750364452,0.184856478661,0.98276552763,3.30347241516
376,0,52.9998,48.3681885412,0.181271076961,0.983433168374,3.82965596565
376,0,53.4998,43.3913661348,0.182879843854,0.983135271828,4.42217839461
376,0,53.9998,41.1681767992,0.178137413026,0.98400562096,3.38739879628
376,0,54.4998,35.6711969168,0.175204433975,0.984532074803,4.92184212396
376,0,54.9998,27.422775733,0.174026704591,0.984740933489,4.43514873895
376,0,55.4998,21.2367446513,0.174303122695,0.98469204395,5.20446325182
376,0,55.9998,8.68774830997,0.178085975449,0.984014931466,3.85575077177
376,0,56.4998,6.65329151631,0.172848490745,0.984948424664,3.23511875206
376,0,56.9998,4.0875659714,0.158855594156,0.987301828321,4.06266854568
376,0,57.4998,6.55923182952,0.160898319209,0.986970987859,3.69346567654
376,0,57.9998,19.6153360395,0.165235153886,0.98625419843,4.98216741734
376,0,58.4998,25.8360726554,0.160483393061,0.98703854056,6.08407069524
376,0,58.9998,36.3277007422,0.171267113404,0.985224632186,5.73925299742
376,0,59.4998,47.7161483911,0.175351312036,0.984505925512,4.71584775748
376,0,59.9998,53.3654827296,0.169130994821,0.985593580839,4.29256349141
376,0,60.4998,56.638003856,0.183816635167,0.982960550905,3.12968456661
376,0,60.9998,57.5739224633,0.181986004013,0.98330112089,3.04742306134
376,0,61.4998,58.8228941293,0.173945731544,0.984755239883,2.62004084226
376,0,61.9998,65.0514109796,0.174658475079,0.984629075887,5.24030431404
376,0,62.4998,76.2618912592,0.160330669455,0.987063359887,6.12333429024
376,0,62.9998,86.8617891814,0.17071696203,0.98532010985,5.83805495056
376,0,63.4998,95.5954229428,0.177583603069,0.984105717858,3.83190062682
376,0,63.9998,95.5442667014,0.181328411082,0.983422598548,4.14633664229
376,0,64.4998,93.0620832648,0.173172526389,0.984891504737,3.87987408635
376,0,64.9998,95.4280743276,0.173780169418,0.984784470185,4.01929676373
376,0,65.4998,90.2206975756,0.17523509716,0.98452661758,4.69325117566
376,0,65.9998,87.8229887954,0.16722719331,0.985918386996,5.22861248453
376,0,66.4998,85.6389988185,0.174217409089,0.98470721251,5.47812750061
376,0,66.9998,76.9994381231,0.176975277118,0.984215297224,3.13837708116
376,0,67.4998,74.7568577424,0.177907263895,0.984047257734,3.27001841957
376,0,67.9998,72.5411540398,0.18400619056,0.982925084549,3.60840709617
376,0,68.4998,65.7625041867,0.191993312699,0.981396233883,4.92030181511
376,0,68.9998,61.4841481879,0.184090616204,0.982909276091,4.55281122515
376,0,69.4998,53.7454759483,0.181734907229,0.983347559866,4.16141107353
376,0,69.9998,54.7362596786,0.169695857128,0.98549648202,4.67876878626
376,0,70.4998,59.1964968676,0.160685781897,0.987005612697,4.73915748611
376,0,70.9998,61.5639382596,0.166716115654,0.986004937504,4.60364443059
376,0,71.4998,69.5481879837,0.15626828255,0.987714646985,3.59891009848
376,0,71.9998,73.4261392428,0.157769939141,0.987475896568,5.95362891596
376,0,72.4998,81.8054591246,0.154394014159,0.988009356429,5.09862607171
376,0,72.9998,92.93381965,0.156840586392,0.987623931697,5.73726711317
376,0,73.4998,100.319563239,0.159237273139,0.987240340972,3.93526421464
376,0,73.9998,107.522411178,0.162125276018,0.986770183415,3.67048819665
376,0,74.4998,113.158272644,0.160295904313,0.98706900623,3.47463480148
376,0,74.9998,114.5825266,0.157290340237,0.9875524031,4.60502347565
376,0,75.4998,122.42626406,0.169374922767,0.985551690952,5.63353333182
376,0,75.9998,126.92430425,0.152873935696,0.988245698086,7.98709917764
376,0,76.4998,132.78474735,0.148536787535,0.988906882749,6.27801806078
376,0,76.9998,142.782474034,0.152972537677,0.988230440088,5.59382043135
376,0,77.4998,139.952275605,0.163723033348,0.98650634481,4.2946005323
376,0,77.9998,146.635145658,0.183444608792,0.983030048119,3.8037122504
376,0,78.4998,149.916378572,0.195187129202,0.98076601929,4.67309187109
376,0,78.9998,153.645624065,0.198346620298,0.980131939188,4.05086235787
376,0,79.4998,165.312743878,0.191640493717,0.981465191012,2.6865262622
376,0,79.9998,165.537441395,0.187321907389,0.982298581396,3.87143423039
376,0,80.4998,164.787394326,0.180579829447,0.983560331244,4.16027964698
376,0,80.9998,166.922893392,0.181876230358,0.983321431085,3.73156405273
376,0,81.4998,165.899160337,0.182948988226,0.983122407286,4.44628429666
376,0,81.9998,172.061669706,0.180667639335,0.983544205462,4.80194167886
376,0,82.4998,-177.728934396,0.183810590456,0.982961681266,4.50809801096
376,0,82.9998,-170.692865732,0.174659182487,0.984628950404,3.74436041544
376,0,83.4998,-166.291623524,0.174865890405,0.984592260976,3.21790658096
376,0,83.9998,-161.961768306,0.177657757982,0.984092333589,2.4699004728
376,0,84.4998,-159.647481328,0.173224529386,0.984882359685,3.38406483531
376,0,84.9998,-161.53520841,0.184113140058,0.982905057296,3.37014769119
376,0,85.4998,-156.999454552,0.182365526304,0.983230804448,3.57565636037
376,0,85.9998,-160.951487409,0.170941540716,0.985281172893,5.51760117676
376,0,86.4998,-163.998980543,0.171400949436,0.985201357354,4.53419426642
376,0,86.9998,-161.304687681,0.172087890972,0.985081599555,5.09444373164
376,0,87.4998,-167.583483516,0.174733379468,0.98461578603,3.04873555083
376,0,87.9998,-169.292332151,0.173347138347,0.984860786927,4.47501896173
376,0,88.4998,-172.926033449,0.178404362132,0.983957256984,3.78214896046
376,0,88.9998,173.259647557,0.171418634057,0.985198280499,5.43735208472
376,0,89.4998,166.520642966,0.167246466772,0.985915117722,5.17304087721
376,0,89.9998,161.07959547,0.175840697899,0.984418635014,4.42697560576
376,0,90.4998,154.273687471,0.172131202994,0.985074032221,2.8686961522
376,0,90.9998,154.09890986,0.177306858037,0.984155616807,3.3787414433
376,0,91.4998,149.074954796,0.167385448527,0.985891531367,4.94626957306
376,0,91.9998,145.268861518,0.17180708583,0.985130613299,4.28794449317
376,0,92.4998,138.645478302,0.177246148157,0.984166552451,5.98630143657
376,0,92.9998,134.886771234,0.173716034827,0.984795785554,3.94852018228
376,0,93.4998,140.564934452,0.183441890303,0.983030555416,5.4164095042
376,0,93.9998,144.861278978,0.172079996565,0.985082978628,5.80010009795
376,0,94.4998,152.920732516,0.171038175224,0.98526440239,4.66578246025
376,0,94.9998,161.916675558,0.169955785088,0.985451688879,3.71385445572
376,0,95.4998,168.182929847,0.172917295475,0.984936347652,5.23663887605
376,0,95.9998,169.851640161,0.166513520008,0.98603917146,4.23337727663
376,0,96.4998,172.763238975,0.176555341334,0.984290714904,4.36911031914
376,0,96.9998,171.166388856,0.175996968411,0.984390708566,3.31330223553
376,0,97.4998,169.891419864,0.171267121978,0.985224630696,3.22651559523
376,0,97.9998,172.139297001,0.185562902605,0.982632387608,3.05413702144
376,0,98.4998,173.333924361,0.174511091358,0.984655208178,2.94711472404
376,0,98.9998,173.960430209,0.171998589157,0.985097195879,3.21716939733
376,0,99.4998,170.368301211,0.15776543133,0.987476616775,4.02350439187
376,0,99.9998,164.932675538,0.141621502792,0.98992088065,4.5119085612
376,0,100.4998,164.787474659,0.152593655666,0.988289014535,3.61534756267
376,0,100.9998,161.423042668,0.160519058961,0.987032740952,4.42352010603
376,0,101.4998,156.465128424,0.169986042214,0.98544647011,4.56638963764
376,0,101.9998,153.045436173,0.180016381475,0.983663612421,4.29734575115
376,0,102.4998,147.910885993,0.178760972801,0.98389253204,3.83211119488
376,0,102.9998,141.958479897,0.174871035065,0.984591347258,4.40239174334
376,0,103.4998,140.354461119,0.179555307702,0.983747880036,4.66752791956
376,0,103.9998,133.049130674,0.169717821663,0.985492699623,5.86110374129
376,0,104.4998,121.058367627,0.174438714101,0.984668032904,5.05250148318
376,0,104.9998,114.601464975,0.172497191853,0.985010009494,4.88379672394
376,0,105.4998,102.121093343,0.172151561005,0.985070474658,3.12209883892
376,0,105.9998,97.8393044139,0.170000276481,0.985444014643,3.69730333512
376,0,106.4998,88.476123465,0.157433767541,0.987529548337,3.9320456542
376,0,106.9998,82.3889077135,0.16394804122,0.986468975579,3.79155792314
376,0,107.4998,76.7138636646,0.16154537994,0.986865284737,4.30186238816
376,0,107.9998,69.6312001769,0.162484007678,0.986711177219,4.6817925074
376,0,108.4998,60.9138561039,0.156136703852,0.987735455327,7.55487404006
376,0,108.9998,44.0701089555,0.152590271383,0.988289537069,8.06573349049
376,0,109.4998,31.192517572,0.158106974744,0.987421989089,5.48446830478
376,0,109.9998,24.1635724225,0.165862236481,0.986148933229,3.65016402596
376,0,110.4998,18.2950527154,0.175251210185,0.9845237495,3.79277602718
376,0,110.9998,18.8093283813,0.173316551474,0.984866170089,4.50754198685
376,0,111.4998,13.2116427897,0.158321006101,0.987387694387,5.68599541941
376,0,111.9998,5.20756624404,0.16501184643,0.986291584947,7.65661729485
376,0,112.4998,6.18471450475,0.15369134763,0.988118904618,7.81209510806
376,0,112.9998,0.0678417134179,0.163834479764,0.986487842419,7.15685254837
376,0,113.4998,-3.46732242907,0.179058367737,0.983838452666,6.51605064099
376,0,113.9998,-5.36359449665,0.175619660928,0.984458091894,5.04442700699
376,0,114.4998,-10.3030801428,0.189922981308,0.981798992244,4.44387463567
376,0,114.9998,-17.2500115134,0.175941961797,0.984400541487,4.09911482636
376,0,115.4998,-21.78542677,0.167185272197,0.985925496557,4.64993264253
376,0,115.9998,-21.2512307238,0.175633879271,0.984455555346,4.32781843329
376,0,116.4998,-26.4196000952,0.164862340574,0.986316586427,6.22073852415
376,0,116.9998,-28.1834105663,0.165385166614,0.986229053853,4.12129940565
376,0,117.4998,-24.6991863575,0.16916350152,0.985588002034,6.46376292817
376,0,117.9998,-30.763136461,0.161335012744,0.986899697874,5.464184205
453,9.7968004,1.9998,-161.295524558,0.140578208509,0.990069576996,6.52979286167
453,9.7968004,2.4998,-163.69146607,0.142287417266,0.989825384039,4.8856022594
453,9.7968004,2.9998,-164.061307383,0.165319205757,0.986240112857,4.7279751905
453,9.7968004,3.4998,-163.403152335,0.156010232718,0.987755439007,3.97372169531
453,9.7968004,3.9998,-160.645565473,0.1601386979,0.98709452305,3.65722584953
453,9.7968004,4.4998,-155.530042777,0.154661018286,0.98796759533,3.33645495718
453,9.7968004,4.9998,-148.242910972,0.144088464542,0.989564810604,3.65299474678
453,9.7968004,5.4998,-154.39271969,0.143107811978,0.989707105234,5.19087305285
453,9.7968004,5.9998,-158.398215496,0.142395622269,0.989809823531,5.69100841346
453,9.7968004,6.4998,-162.358971502,0.14391943308,0.98958940818,5.54682332915
453,9.7968004,6.9998,-174.131499259,0.153718424447,0.988114692728,3.79946002028
453,9.7968004,7.4998,-171.782925252,0.172493330057,0.985010685772,2.39578076413
453,9.7968004,7.9998,-170.549322882,0.167576719671,0.98585903811,4.00399457212
453,9.7968004,8.4998,-172.31111591,0.162959942188,0.98663268608,3.889902526
453,9.7968004,8.9998,-172.688748139,0.142022518838,0.989863427016,5.12194994839
453,9.7968004,9.4998,-175.987567314,0.133911540609,0.990993289226,6.39436046492
453,9.7968004,9.9998,-175.24889476,0.14344815639,0.989657833005,5.15609829111
453,9.7968004,10.4998,-172.884808429,0.161809515294,0.986822010679,4.72624608926
453,9.7968004,10.9998,-163.83445814,0.188970350134,0.981982793521,3.90909527941
453,9.7968004,11.4998,-159.96818118,0.194379538944,0.98092639624,2.85943508313
453,9.7968004,11.9998,-156.731633065,0.201337189757,0.979521993638,2.94454156958
453,9.7968004,12.4998,-151.473036375,0.194462484998,0.980909956076,2.97035988198
453,9.7968004,12.9998,-148.969853416,0.183581281675,0.98300453357,3.85222706705
453,9.7968004,13.4998,-144.373409163,0.175452796865,0.984487844553,3.60595256648
453,9.7968004,13.9998,-140.03212862,0.166574527618,0.986028867097,3.60538086519
453,9.7968004,14.4998,-139.183787188,0.174424050902,0.984670630448,2.56270649703
453,9.7968004,14.9998,-138.940716976,0.166171937758,0.986096793982,3.52315510496
453,9.7968004,15.4998,-142.665118128,0.165186525655,0.986262344279,3.5000339021
453,9.7968004,15.9998,-145.634053332,0.161369610076,0.986894041396,4.07198068061
453,9.7968004,16.4998,-154.499493486,0.159635048373,0.987176099453,4.89814662688
453,9.7968004,16.9998,-164.537896936,0.15850520599,0.987358141544,5.489839569
453,9.7968004,17.4998,-169.036103425,0.171569673829,0.985171988549,4.61583415249
453,9.7968004,17.9998,-174.039387889,0.177279684368,0.984160512066,3.18149407396
453,9.7968004,18.4998,-172.877949016,0.170770184639,0.985310886999,3.58690483637
453,9.7968004,18.9998,-172.090886094,0.176934675776,0.984222597032,3.5635127284
453,9.7968004,19.4998,-167.132824975,0.166497660497,0.986041849542,4.07602539825
453,9.7968004,19.9998,-167.503387062,0.172126954722,0.985074774552,5.13974000501
453,9.7968004,20.4998,-169.757822735,0.175321348271,0.984511261917,3.77933762847
453,9.7968004,20.9998,-164.484965726,0.167570791418,0.985860045779,4.23596866152
453,9.7968004,21.4998,-164.495355375,0.169858075136,0.985468535424,3.93606994989
453,9.7968004,21.9998,-154.28592374,0.165086473174,0.986279096592,5.82546078907
453,9.7968004,22.4998,-151.837574719,0.165440576051,0.986219760396,6.25543221016
453,9.7968004,22.9998,-150.73107973,0.172790831134,0.984958541603,4.60760269185
453,9.7968004,23.4998,-150.480867359,0.159163407406,0.987252252336,6.69710618502
453,9.7968004,23.9998,-154.095265249,0.161470014604,0.986877618747,3.25310157213
453,9.7968004,24.4998,-152.854407139,0.149424046809,0.988773206673,4.23156668441
453,9.7968004,24.9998,-157.882141181,0.155002326139,0.987914105017,5.05798237225
453,9.7968004,25.4998,-161.868990831,0.163241990038,0.986586059444,6.49633144314
453,9.7968004,25.9998,-170.119590426,0.161339724176,0.986898927653,4.27647692453
453,9.7968004,26.4998,-166.911884438,0.170602536941,0.985339928344,5.17817051065
453,9.7968004,26.9998,-169.218637659,0.168712127887,0.985665368116,4.59747078922
453,9.7968004,27.4998,-169.485949035,0.167730899629,0.985832818134,3.69494955914
453,9.7968004,27.9998,-171.076119903,0.16377176848,0.98649825537,5.78868708424
453,9.7968004,28.4998,-177.638321165,0.160852455207,0.986978463622,3.35046484034
453,9.7968004,28.9998,179.614765116,0.158563783464,0.987348736047,4.73855977231
453,9.7968004,29.4998,170.195130672,0.152241642413,0.988343301852,5.16846880153
453,9.7968004,29.9998,164.108822682,0.150097598196,0.988671184477,5.74493572303
453,9.7968004,30.4998,161.421165494,0.149032776765,0.988832256477,5.16198589311
453,9.7968004,30.9998,154.61847095,0.141366789056,0.989957287438,4.11315171145
453,9.7968004,31.4998,150.342486052,0.142406177637,0.989808304962,4.82408464404
453,9.7968004,31.9998,146.210246333,0.145494073645,0.989359123137,4.73388064448
453,9.7968004,32.4998,134.112661154,0.143646779333,0.98962902281,4.56857987453
453,9.7968004,32.9998,135.542673087,0.152663211376,0.988278272498,5.39668465523
453,9.7968004,33.4998,136.428343019,0.153372727175,0.988168410019,4.56021301727
453,9.7968004,33.9998,135.227941937,0.147009628001,0.98913506119,5.65050550598
453,9.7968004,34.4998,142.919791887,0.153863009265,0.988092189211,3.66206377621
453,9.7968004,34.9998,143.065199133,0.157963448465,0.987444959959,3.5164647727
453,9.7968004,35.4998,146.555313547,0.157668948357,0.987492026663,4.32728570298
453,9.7968004,35.9998,154.29215759,0.163531652165,0.98653808783,3.99836004077
453,9.7968004,36.4998,156.806213377,0.159791480417,0.987150790298,3.84475556827
453,9.7968004,36.9998,160.763925214,0.150111450246,0.988669081394,4.48620104002
453,9.7968004,37.4998,159.745921159,0.144252182878,0.989540958089,4.38691334891
453,9.7968004,37.9998,154.361516407,0.142945876936,0.989730506889,3.39516206125
453,9.7968004,38.4998,152.621927891,0.153190804556,0.988196628915,3.89534375843
453,9.7968004,38.9998,153.012809235,0.162045446759,0.986783295959,3.42110009657
453,9.7968004,39.4998,155.297889496,0.177227914753,0.984169836071,3.09460766939
453,9.7968004,39.9998,152.703236451,0.177983135958,0.984033537698,4.14882071903
453,9.7968004,40.4998,154.163336782,0.177814684819,0.984063990736,4.10504502
453,9.7968004,40.9998,155.00471469,0.178475700693,0.983944319696,4.43036291802
453,9.7968004,41.4998,149.738115691,0.166505157489,0.986040583612,5.59348546234
453,9.7968004,41.9998,154.320378484,0.15500849617,0.987913136928,4.30286731618
453,9.7968004,42.4998,149.556574144,0.161350008513,0.986897246299,5.23682437933
453,9.7968004,42.9998,142.230057257,0.145523009262,0.989354867464,2.22974538211
453,9.7968004,43.4998,147.155984659,0.150222548319,0.988652206783,4.15800332737
453,9.7968004,43.9998,147.237217289,0.160095687264,0.987101499806,4.55588386661
453,9.7968004,44.4998,151.856826623,0.155165147423,0.98788854484,4.02379024709
453,9.7968004,44.9998,158.426195749,0.156226837106,0.987721203259,5.19579155915
453,9.7968004,45.4998,162.603917414,0.150946497029,0.988541933878,4.02696028864
453,9.7968004,45.9998,165.592195591,0.145428977261,0.989368693952,3.42481523088
453,9.7968004,46.4998,171.07248832,0.146736425981,0.989175627121,2.54294183139
453,9.7968004,46.9998,171.704984535,0.166646337335,0.986016733252,3.41722164819
453,9.7968004,47.4998,173.469203077,0.168360455903,0.985725497737,2.52277061469
453,9.7968004,47.9998,176.997687259,0.167778537973,0.985824711699,2.34977076461
453,9.7968004,48.4998,175.998222633,0.160436103555,0.987046228237,3.96377500872
453,9.7968004,48.9998,177.484129269,0.14949438917,0.988762573931,2.68278625018
453,9.7968004,49.4998,179.034385693,0.133180826198,0.991091755355,5.28705421402
453,9.7968004,49.9998,179.711820907,0.139725325204,0.990190301658,3.82288405685
453,9.7968004,50.4998,-168.256121072,0.140776141936,0.990041452598,6.35175275169
453,9.7968004,50.9998,-161.543701547,0.146281572588,0.989242994173,5.72492451863
453,9.7968004,51.4998,-153.45140854,0.155776527287,0.987792323085,4.92579736335
453,9.7968004,51.9998,-145.149961629,0.165579573842,0.986196433134,3.00774298497
453,9.7968004,52.4998,-146.547798043,0.154755714965,0.987952766424,4.78265877543
453,9.7968004,52.9998,-140.762865231,0.157455877349,0.987526023297,3.84935435549
453,9.7968004,53.4998,-140.161765441,0.166065426014,0.986114736875,6.23899934731
453,9.7968004,53.9998,-132.852895071,0.154628035571,0.987972758033,5.50292455411
453,9.7968004,54.4998,-130.264828968,0.163838139128,0.98648723467,5.31057844825
453,9.7968004,54.9998,-125.000662813,0.168107660831,0.985768641401,4.08589553178
453,9.7968004,55.4998,-121.067776228,0.165855227946,0.986150111982,2.91139585072
453,9.7968004,55.9998,-117.999834434,0.172131760302,0.985073934837,4.32444672805
453,9.7968004,56.4998,-111.463215717,0.176674489427,0.98426933549,3.2108030914
453,9.7968004,56.9998,-107.604797724,0.175874359604,0.984412621635,3.05304799744
453,9.7968004,57.4998,-103.563511566,0.179999293695,0.983666739434,2.38076068826
453,9.7968004,57.9998,-100.850672152,0.173279116443,0.984872757164,3.08144581915
453,9.7968004,58.4998,-96.3411959888,0.181022653901,0.983478926452,2.94442519513
453,9.7968004,58.9998,-89.4245560235,0.174937679057,0.984579508443,4.49059716239
453,9.7968004,59.4998,-86.846844753,0.176331772206,0.984330791,4.83962492749
453,9.7968004,59.9998,-84.5625997647,0.181846515176,0.983326926774,4.96244901888
453,9.7968004,60.4998,-84.9466170596,0.169944837009,0.985453576976,5.61764186359
453,9.7968004,60.9998,-88.3692706002,0.160269665074,0.987073267016,4.59102146548
453,9.7968004,61.4998,-87.8852352134,0.153611643849,0.988131298398,5.11128556211
453,9.7968004,61.9998,-85.5524638839,0.154162649969,0.988045483444,3.44501214534
453,9.7968004,62.4998,-83.3361438598,0.151891086611,0.988397236848,4.55290339441
453,9.7968004,62.9998,-77.3147867091,0.1587367466,0.987320943401,3.05362719995
453,9.7968004,63.4998,-69.0523998315,0.168264696296,0.985741848549,3.75574098192
453,9.7968004,63.9998,-60.4549314501,0.156931694086,0.987609458942,5.10200111408
453,9.7968004,64.4998,-55.9015407701,0.15971061282,0.98716387705,3.76620988888
453,9.7968004,64.9998,-54.8601663914,0.159815480912,0.987146905005,3.99480841742
453,9.7968004,65.4998,-57.5738710262,0.141466038898,0.989943109395,6.29190787605
