session_id,published_ns,rate_msps,tracklet_id,channel,edge,observations,evaluation_observations,span_s,best_norad,runner_norad,best_rms_hz,runner_rms_hz
scan-fw-3e89e3cdbcc7a7e2,1789806575836313400,20.0,sha256:5f7587d9d45829ec07413e52dd42d496baf0a998f8a4656e627a29229a0a52bd,2,lower,53,22,29.889733824000004,64044,53388,111.51309000192255,277.5955867245842
scan-fw-3e89e3cdbcc7a7e2,1789806575836313400,20.0,sha256:f408aa082f6f84976243e8717777feb6e6d941e68c62885c2a377ce54c090e74,4,lower,22,9,20.06799256299999,64044,53388,28.500124754853722,112.96891972611468
scan-fw-3e89e3cdbcc7a7e2,1789806575836313400,20.0,sha256:51cfd0d0e8a22320224ff0c208f24fd376c7f83107a043461bb3e93204d4a75e,1,lower,14,6,11.510367537999997,55477,58859,21.784480976290666,37.94408157444081
scan-fw-3e89e3cdbcc7a7e2,1789806575836313400,20.0,sha256:1d6494856376076f94ae4a9751688df6bf03384f0ffca8b61dfa15398cf57447,1,lower,47,19,35.23506816899999,58859,55477,27.376811140997685,169.92191024951313
scan-fw-3e89e3cdbcc7a7e2,1789806575836313400,20.0,sha256:5cde299d743376c425658b8085cbb750deacc6fa5ae46b2f3c5812bf7c08e0b6,3,lower,26,11,24.148288078999997,67847,62098,34.257151398659516,41.14737231267093
scan-fw-78052ab28dddda91,1789805907632933402,15.0,sha256:40d49c485b93c0db3e3c4dc8695db9230c104e30c1288e8bacba582a06cf84d5,4,upper,15,6,12.908053822,58874,59424,36.69933754906621,237.8527911867323
scan-fw-78052ab28dddda91,1789805907632933402,15.0,sha256:53e0fed9ba7cd504db9b511f885f12589732bdb172cd80ed81b302c3743c35ee,3,upper,47,19,27.081293197999997,60112,100017,83.5220928841305,1344.817694927307
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:1d3c11636b22f57fe11c3be9b0d7b9c7f0b34a510e802113d74fae0201d7fc46,2,lower,43,18,24.27600283,62427,61523,83.95942175558339,559.8555336792842
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:96e762d3842a9812936225fee99027d9ccf35c76bfa8145d2f9d7b95851d5735,3,lower,20,8,17.261290543,61523,62427,28.669961870561686,683.014433635064
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:3015399c972fc0bc176250c496745ab339fb8dfc502f9f169e8b2fa887c834bf,2,lower,72,29,42.657777802999995,67925,59511,57.303346022244774,1459.9135672919913
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:bd90bc3757fa1db4004eeb9780842df6ed1f85b0d56a2c4c3ff9ec13e0365e50,3,lower,26,11,16.699460412,68708,51852,26.557095661784203,2892.300083982945
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:d11755bdd5c19869e6f43113630fd1a27f610a51210f73f1b42d02fa2c57b048,3,lower,46,19,27.36329538400001,67188,51852,63.26255387965111,934.7231975607261
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:f8ae5197e02eade7e44e48e7a4eecaa3eb2ad1e9f9577ace69a4a116c8005278,2,lower,33,14,24.834077344999997,66617,63516,102.55929180539945,120.12127753760174
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:ba8b911e1bbc501805e7ffc729e171720c4ebdc6e63300c63581b105e0314e67,3,lower,66,27,32.97213502399998,63516,66617,62.357459146732666,230.06759519745842
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:8b7e2e03d6bcae6d87b8ff155243fc6fabc7773c0a6298c5e0154095a74702cd,4,lower,40,16,30.866804994000006,63516,66617,47.67028927321812,203.4957947310566
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:fa66b84a6a236aaa094e217d329cf95e97141776e10b42bae33b75b6c133166a,2,lower,39,16,23.707579355999997,57411,51880,82.43982441673522,737.50623361404
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:a232954193043076c6de4cc3310ab0aae35a223b8c0a3c332dab48794fc2f572,2,lower,55,22,28.06254130100001,61524,52878,34.50486934355818,1779.1275266855662
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:1e0eb983f9a595fe08cce79af38530a24b1a3188fe5ca4e45f502381d974bc63,4,lower,18,8,18.660977373999998,58069,60108,31.922107379948837,255.8618925691168
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:980f4c923f6412c4dcfd21b13691b110bc4e9fc3e53eb616faae79bee1ab9bb1,3,lower,42,17,18.099797623,67496,60108,24.99914697832317,787.733760425818
scan-fw-2916f41f6a7c1766,1789805254184774480,10.0,sha256:08e055b39985c55c5816cb307781738017134afb79015aa00132bca578f44dd9,2,lower,33,14,20.622058831999993,57409,63060,80.01451615158133,232.03003264183474
scan-fw-dc044366963f57e1,1789804789947664288,20.0,sha256:1a7b15f807a19b66f1d21996a545b8e59350df8b0239a53486330226ee8671f6,1,upper,16,7,7.302156637999985,67926,68709,33.15820640258034,342.4346729070204
scan-fw-54dd4f7f249a5cd6,1789804772734606992,15.0,sha256:a84583942d02e76d2aa167c52273923d044477ddd1842e3d11f54919828af3b7,4,lower,40,16,28.062385834000004,67172,67427,32.10275707305486,618.9076603912806
scan-fw-41f86ae9c08f33fb,1789803450700976599,10.0,sha256:436ec24114cd6e5ba9a143e00e83dfeeed9ed8f741aae95da4e1b718d14bec7d,2,upper,33,14,24.55285548399999,64110,52569,32.676879307326494,886.639482247179
scan-fw-41f86ae9c08f33fb,1789803450700976599,10.0,sha256:958b09380e79f70c8edbd146b32e43c00cd0e15f20deea815e134e0b5b77caa7,1,upper,19,8,9.822725234000018,52283,64706,86.1110454919936,281.1993635642608
scan-fw-41f86ae9c08f33fb,1789803450700976599,10.0,sha256:99f86caf95067b8365b403ccdb7bfe45e4e4602ffcf968e4e464d9906a6f78a2,3,upper,18,8,16.978769710999984,64247,52574,146.57229490511702,198.86991768383945
scan-fw-87e4ac2be754ce20,1789802307342411184,15.0,sha256:ff2f59cb64c0792383f17b5a168121b2f142e48317f931dc831b802cef3a82ec,3,upper,39,16,24.972051318999995,62859,66463,33.25765629724194,3547.6354818695554
scan-fw-87e4ac2be754ce20,1789802307342411184,15.0,sha256:57a2d2f8819b71797bc1fc2562e62fd00b12babb5b72928d314aa723dfdfff5e,1,upper,20,8,12.90946030500001,68528,68518,21.54192680564828,415.7129929302644
scan-fw-87e4ac2be754ce20,1789802307342411184,15.0,sha256:688e35750610a91fa5c6718e2c8ef8b069f2def21b5fce85feb03e0ac076d442,2,upper,52,21,29.04488723900002,68528,55349,67.60090856797956,1130.7325931068378
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:7c4b921797d7d0ea5ce06e98e8eedb722a9ed3104b2f93d34b2289f5f2ec710e,1,lower,21,9,23.994107344,62867,63058,63.01069128407856,3491.8120446450766
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:5c4212e9e970234ab82324124b0d5f570826f64bc376bdb4d8c132ba6fc39416,2,lower,66,27,41.95748587,67013,60129,65.4937655634386,513.7727247854381
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:51554d383d462cab5eacff0fee0feb254a40b529bd45806f1e19fc2206388f8b,1,lower,51,21,28.48001561199999,67028,60129,101.92312362789717,433.4411497827382
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:466fdbebe69641a3e1d30d3ab16d5e50e2455b7afda442abcd31107b16c9eaa1,3,lower,22,9,18.79749638300001,64684,55353,85.23672930052955,101.39125742219048
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:17910b03423418334ab3057111f6164a71d8e2ab18db9c8dd1079fb9cfcc2ed5,2,lower,22,9,8.55734525500003,68516,62069,20.671568274989923,272.57103269443706
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:1658413e79246ce0d81d8c560ccce5830563ddf8023ad006b0694c5614b14f13,1,lower,20,8,20.202312488000018,60941,44741,24.037879304219413,1802.5534114950437
scan-fw-b3dbf793ce4251af,1789801669742765132,10.0,sha256:d0e71548ee2cbe379f501c7a63beac6f631bee86fdb65f210465a1797b106472,3,lower,15,6,13.468090630999995,60941,44741,34.39877877719328,1762.9097141811817
scan-fw-4fe4d9ee254edb00,1789800528117966139,15.0,sha256:83924580f32d5cad11a3102de6d080671cc6c405407f84a2c9d83732753f9952,4,lower,66,27,42.798699223,59296,64474,44.872359819346855,2801.3914195057723
scan-fw-4fe4d9ee254edb00,1789800528117966139,15.0,sha256:1235d99d2d91afe410cb5f3cabb6e63128da890bb62926976a13744b79e96f8d,1,lower,24,10,23.995082253,62500,67533,151.24607826254427,251.1785793003496
scan-fw-4fe4d9ee254edb00,1789800528117966139,15.0,sha256:b239eaa72e003c5c3ac5af8a9bcf3a53937377998d344354c78818f9384bced2,3,lower,27,11,15.854656411,67533,68512,24.557313630969436,1764.4810655853753
scan-fw-4fe4d9ee254edb00,1789800528117966139,15.0,sha256:e089e4ca447414349688fb4f354ada4108db1abcd29eb9cffac6e9316e57494a,3,lower,53,22,41.812078670999995,67355,54196,86.47675418863679,1721.869213520851
scan-fw-4fe4d9ee254edb00,1789800528117966139,15.0,sha256:37032bdbe23a66c9a0c6047e8cbdd21c5486fed877cfc43ffad2097c954d90bc,4,lower,29,12,13.186704149999997,58779,54196,20.21322008256788,503.5302420946334
scan-fw-4fe4d9ee254edb00,1789800528117966139,15.0,sha256:162cbdfd4f27183b16702ad5875bb19e4180ccf51798e8e09f51974f1bbc3e1e,3,lower,66,27,47.15070846699999,56546,66474,50.71204620146746,709.7894441088814
scan-fw-c0de8ee05fb54d71,1789798748758936591,15.0,sha256:dfa1f38b944e0f34bed3a4ba957e26f6ab36cfe2375dfee2299f559064fab9b9,4,upper,25,10,20.066190034,64269,64262,37.81574714265096,203.1116715572294
scan-fw-c0de8ee05fb54d71,1789798748758936591,15.0,sha256:cea98d234778fcdae77c79ce18e7a49b16d4684d34d6321ca5594ced313457a9,2,upper,30,12,22.02941505999999,58745,52297,60.32150637340419,712.2612992995349
scan-fw-c0de8ee05fb54d71,1789798748758936591,15.0,sha256:8ac61e3026ec743a4ba5edc783eab2335b6c8eb7635b65a615704c454ecc7c69,4,upper,40,16,26.238095171999987,58745,52297,87.4606471791277,809.7809558463631
scan-fw-b568a0c1b40b119c,1789798068851460833,10.0,sha256:8b11b3e2d06ee9275a106be3557e19dc8443b75098794b391369290358afcc5f,2,lower,27,11,22.313256253,65520,57124,56.91903460005637,536.8746033269348
scan-fw-b568a0c1b40b119c,1789798068851460833,10.0,sha256:86ec2ce62b943006abfb14511c2761738f1852e2f9a9e04cc3754eaf5d3b0240,2,lower,83,34,38.58414605799999,64259,58732,53.0652182636152,4039.8127599052164
scan-fw-b568a0c1b40b119c,1789798068851460833,10.0,sha256:639d1797f9c2fc6765bb6be7188f136cdc0d6ea82fa97c6569e0c7bd67fdf5dc,3,lower,82,33,36.89746011600002,61912,68556,40.597149291430064,684.1429048592482
scan-fw-b568a0c1b40b119c,1789798068851460833,10.0,sha256:5c4c80316a5c893ee5fe7c21fb68eee8ea42b1adebbbf76c7e5da9d14249509b,2,lower,24,10,25.53408915,66335,58353,52.20934475413106,1751.2565882791173
scan-fw-4c394692cb098185,1789797595055867827,20.0,sha256:246f2c95474f7fa8fd202a9931c016a6e5e069712c7a7bc60beacb664faf9eb1,1,upper,38,16,30.622487235999984,65536,62918,36.973441485244614,847.246695469454
scan-fw-4c394692cb098185,1789797595055867827,20.0,sha256:5a7a287a05203fad927c924b3986991f3c6ed0b0c8cbec5f472fb0518e32d945,3,upper,20,8,14.598090804000009,59876,61244,43.336201541495775,615.7730309688984
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:24aadbaf3b42ce1898ad131daa51b6039ea929a0d648675020530a44f699fa17,2,lower,18,8,16.416819169,58384,65606,33.452101247393514,343.28351903056927
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:9bc69b21094ad0669460a3c0bfd008d2244bd02f26851526def73b7af7304e0e,1,lower,28,12,17.254833941,68564,62606,30.614065109288685,92.53608523444
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:6db02dd813c6863b8f2176ea54fe9d14a196ed122de9ed9e920fc7f7fa065ae8,1,lower,25,10,19.927044847999994,67598,51809,48.464047807222364,1970.4678902614025
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:c349ee3d6eaec256e30347e3e913c09f12b1b22da7788463e3ce38c880cc5fa2,3,lower,31,13,28.905562849000006,64427,52095,76.87421722179502,830.3509205833791
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:cf3e88a328fe34b1546e69924a311c06f39e632b1c398802b76328f68e931c21,2,lower,29,12,26.101468901000004,66929,66539,56.309278781425746,657.7836306387984
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:ea1e3ed061a66dea49313c657c8f9a72fd218b25b0f3190c132d3e881bcd23cb,1,lower,17,7,17.399128622000006,66539,48669,39.919161599029316,95.50199551580008
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:c47b04798abd43b1f2c3d0093ca5aa7434d7f7ad369985571a5b75378449eb4a,2,lower,21,9,24.836057196000013,59867,53682,111.08059799960945,654.0843783535358
scan-fw-b2e05cbef9cef064,1789796929633371605,15.0,sha256:c0e7a8f029d3d9342380e2ee214878e208bf770c07ccf2175a5f7edca01b6be2,2,lower,34,14,16.838811597000017,59794,57114,52.013871860830186,85.30035470349316
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:2ce4a32a8ea33e4390efd632c529eaa956d5a5e93010411b2610a2c7abadabc4,3,lower,19,8,17.121404430999995,65196,66104,159.93180225825253,2434.4034360790015
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:52880fca37dba64bdb3371d8cea9b22a5bee024c669af83b9719331dfb4b41bb,4,lower,25,10,11.646765670000008,65196,67575,58.95724013980893,823.3389634235402
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:babd37608386c8eb8e914a49b54a8a6c8c33ad63b5e504c8dc10a879b082d1c2,3,lower,22,9,9.541345193999994,59871,66011,79.24611453379147,220.3229994391738
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:ef57a6ec53be71b7e0b917fd2b7a5e644287d952e57b19a4d881df2ce19ea2e1,2,lower,53,22,44.637402603,66447,48398,65.04023674422127,543.9718422610176
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:625ef42f3896852d849e09f42998c8fc5129115450d3b7b2862186766acad342,4,lower,17,7,18.386389772,67459,66941,196.4961157970711,259.4862829040866
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:a2d0e42465288a357bca45276df87f26f2b2e9b1adda7dd17d8de6b4acd8ff24,2,lower,21,9,22.034952032000007,66006,67471,101.96286266371649,1430.5744894401137
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:abf319e88696744dc01725697a233e98fb262ac8cb7dd80e55d7c2ffcaddbbc7,2,lower,31,13,17.42266610300004,65193,67590,74.76002111341826,500.2830851897391
scan-fw-96bb535863ddc61e,1789796369572619263,20.0,sha256:c818f6de6813e3a36054090b62a2cdaaada23ae52c3130fe95827fa8a3253b9c,4,lower,34,14,18.826666023999962,65193,67590,26.77077013296405,514.9406290765287
scan-fw-8cd26e195b762814,1789795129001224209,15.0,sha256:c899d5823c8704435d25c2e1f028f92856fe6844fd55356dd0446d2e5803df33,4,upper,50,20,41.392430555000004,62213,52111,91.41302143999415,1735.3685771717733
scan-fw-8cd26e195b762814,1789795129001224209,15.0,sha256:3f3c9ee1f25c05e3b26ef3265878855a4094ec259abc0d12b8599923ccda9be4,3,upper,50,20,32.27337621699999,62213,52111,32.51277193432865,557.1306044581161
scan-fw-8cd26e195b762814,1789795129001224209,15.0,sha256:5adca11272896257a8b9f627496c5c0b4153fc77be8b2ca9ffc5067ffa71ba7b,4,upper,25,10,13.470698413999969,58422,50813,44.42396860814875,101.89877951451687
scan-fw-8cd26e195b762814,1789795129001224209,15.0,sha256:5f30c6d8a5ec835f762f4dc5a5b915b17f520df47ed2070fbe77b51ca071113f,1,upper,15,6,7.718492553999965,65384,67563,143.76287232243342,222.78511005530595
scan-fw-92807dcc78cf5d6a,1789794589992765520,20.0,sha256:46e4de8e163f4329116f5fe604991c4ca35222f1acac1565591e4d4ccd86d83d,2,upper,23,10,15.721320327999997,64938,62017,33.50981436862502,1129.1911255079822
scan-fw-92807dcc78cf5d6a,1789794589992765520,20.0,sha256:e069e83a0840f1521305a9e28445c2887c5717416d70ef350e45559af335af72,3,upper,41,17,29.626471345,64181,67827,88.7911837083892,1098.0096257814498
scan-fw-92807dcc78cf5d6a,1789794589992765520,20.0,sha256:c19b72de01f8736dcfe85959c4a802f54bc37020e518dc826966e5f96acdbe43,2,upper,28,12,17.829357491999986,58410,64904,35.581131304835566,422.01233355341105
scan-fw-92807dcc78cf5d6a,1789794589992765520,20.0,sha256:948b54d6bbad6b412b202cdfbc96a0bb1f2ece6531c51041276e93bd3ebb1cc0,2,upper,25,10,13.617962237,69431,52127,80.22850245366328,1384.6524590472172
scan-fw-92807dcc78cf5d6a,1789794589992765520,20.0,sha256:cf76f8cffda284b5232780f2121d84e21412bb922c515b713a1be9db0fb81233,1,upper,17,7,9.558731112999993,64949,62051,85.7165622442028,71.42206169369095
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:4129610662a6a297ca70b600dda5c03cc512ef0da521f6e81e9f0c16345ad55c,2,lower,52,21,35.075412593,58378,64927,144.83886069516342,1804.957854980416
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:c8333e3a12acbeb00c7f527da3ca72ad234364de5cda35759bd2ea06fed38bdc,4,lower,27,11,24.832177815,58378,64927,110.72846819814139,1451.293371686523
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:d2f083db5559808a69f86ebb57b6474e579fd67bdbb43f486182140be004adc7,3,lower,17,7,12.625024132,58378,100302,41.01395472271558,530.4256564873958
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:5d2b31235e1254f57f9bb72707823cb66b16bf8205ecf1196a0d5f25b6695626,3,lower,19,8,13.892587246000005,67849,100220,76.97528233375195,298.08481691189235
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:2804276b7e017d28840395cabf53fa10ebed579c0153fb3e394df38d124358d1,1,lower,25,10,18.65848379999997,62212,62914,35.892341410756956,770.93339594971
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:06bda3ee6c7ad65580997fc48297bab8a029067a6acd23ff646109b8f090b703,3,lower,78,32,36.33988497600001,62212,62914,40.33707529275717,2433.076359725522
scan-fw-d8e6d060118ee225,1789794487374401609,10.0,sha256:41a389c5ab2d9d0c11be14508f6e72b4cc9c6394cf996d2f17f9a81139b002ac,2,lower,24,10,14.594248838999988,57772,61674,54.57253417216557,443.7123319546057
