path,branch_id,alias_index,before_v1,after_v2,automatic_correction,geometry_display,observations,duration_s,residual_rms_hz,probes,blocks,coverage,median_block_delta,median_corrected_margin,harmful_blocks,reason
radio_pluto_5d4d · stream-0/RX1,sha256:9cca9122b13468549b2d939305c3548201561c78786fb63a7a9606fdcdb89315,-1,rejected,geometry_only,False,True,11,1.9999999999999991,390.19333563813353,81,3,1.0,-0.002757767398682002,0.0017415955207849727,1,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:9cca9122b13468549b2d939305c3548201561c78786fb63a7a9606fdcdb89315,0,rejected,geometry_only,False,True,11,1.9999999999999991,390.19333563813353,81,3,1.0,-0.0008584138479045267,0.00012347828165115704,0,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:9cca9122b13468549b2d939305c3548201561c78786fb63a7a9606fdcdb89315,1,rejected,geometry_only,False,True,11,1.9999999999999991,390.19333563813353,81,3,1.0,-0.004635433408427543,-0.0016123093791203039,0,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:9cca9122b13468549b2d939305c3548201561c78786fb63a7a9606fdcdb89315,2,rejected,geometry_only,False,True,11,1.9999999999999991,390.19333563813353,81,3,1.0,-0.0033894161803997187,0.0006394972448548475,0,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:ad1893ba9df1e98dbe0858b104c636af0838e55eef72f37afb31dcdc6e8fc1bc,0,rejected,geometry_only,False,True,25,4.675000000000001,506.51396302151886,188,6,1.0,-5.083230138444236e-05,0.0009755647467159911,0,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:ad1893ba9df1e98dbe0858b104c636af0838e55eef72f37afb31dcdc6e8fc1bc,1,rejected,geometry_only,False,True,25,4.675000000000001,506.51396302151886,188,6,1.0,-0.002611964069107327,-7.851464036409336e-05,1,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:ad1893ba9df1e98dbe0858b104c636af0838e55eef72f37afb31dcdc6e8fc1bc,2,rejected,geometry_only,False,True,25,4.675000000000001,506.51396302151886,188,6,1.0,-0.004286133803723622,9.216734875541928e-05,1,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:e7935fe88db67f1be3859c581ad0787175954bdc151c1c74ca6270d96583a37b,-1,rejected,geometry_only,False,True,82,11.225000000000001,394.79640486141665,450,12,1.0,-0.0058367864880540426,0.00011357878707771163,1,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:e7935fe88db67f1be3859c581ad0787175954bdc151c1c74ca6270d96583a37b,0,rejected,geometry_only,False,True,82,11.225000000000001,394.79640486141665,450,12,1.0,-8.499535843996785e-05,0.003309616271264462,0,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:e7935fe88db67f1be3859c581ad0787175954bdc151c1c74ca6270d96583a37b,1,rejected,geometry_only,False,True,82,11.225000000000001,394.79640486141665,450,12,1.0,-0.005793348756792757,0.0004904502456058012,1,"credible geometry retained, but corrected GLRT64/control separation was weak"
radio_pluto_5d4d · stream-0/RX1,sha256:e7935fe88db67f1be3859c581ad0787175954bdc151c1c74ca6270d96583a37b,2,rejected,geometry_only,False,True,82,11.225000000000001,394.79640486141665,450,12,1.0,-0.004620171588535204,-0.00018331710659320877,1,"credible geometry retained, but corrected GLRT64/control separation was weak"
