session_id,rate_msps,group_id,tracklet_id,channel,edge,span_s,norad,accepted,reasons,tau_s,evaluation_rank,runner_nll_margin,nominal_nll,radio_null_nll,minus500_nll,plus500_nll
scan-fw-ca412a042c7f030b,15.0,sha256:a498b096bb0f672537db3b96b2b62b386cdb10819b3aba567b4ae8dd111d55d5,sha256:cda3b31acc90206d1fcf8ff744e78b208fc12f96e410839b85b668588799007e,1,lower,28.928213333,53072,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary;wrong-time--500s-materially-better-on-randomized-evaluation,5.0,1,0.1494642728731037,94.20533251122475,93.48869717810004,93.84663554144205,98.01869525782374
scan-fw-ca412a042c7f030b,15.0,sha256:e59ca49ddfdc531fb6cbbb999165a62496daae908a22a6e7dfaf0d8e3f6b5048,sha256:686729d151d347c18ac371caaf710cec58ddac463a333595add7f0fd037669a3,2,upper,28.363548533,66345,False,radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,-2.0,1,0.04145520210289533,101.77772360824504,100.58656001624458,100.98432385418488,102.42322258408824
scan-fw-ca412a042c7f030b,15.0,sha256:7b500626133993c9239a4a9d909a372a405e85ccceea058126683e46e5b9e758,sha256:610b8fd0c7e8cf35e44197c3e1c3b0015d353cd0ec797ac7f1b8f5eca9834e27,2,upper,21.348298333,54159,False,tau-boundary,5.0,1,0.5123247559175894,67.54262717920291,67.51235480536438,67.49708326922953,67.84363223488695
scan-fw-ca412a042c7f030b,15.0,sha256:7060e587475709c93eec7b0d4b72686857c9bcf6889f07edea88bb59aaa7cdd5,sha256:cda3b31acc90206d1fcf8ff744e78b208fc12f96e410839b85b668588799007e,1,lower,28.928213333,53072,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary;wrong-time--500s-materially-better-on-randomized-evaluation,5.0,1,0.1494642728731037,94.20533251122475,93.48869717810004,93.84663554144205,98.01869525782374
scan-fw-41baafbb4271e426,10.0,sha256:5c4d5ebb1a8993db6bfdedcb100533ab4561afca36d759d888be8055b6eba065,sha256:9a761696e25189933db900fa5ab70633ea46e04ec75e3cb160d95c74f531fd3c,4,lower,38.4643483,62284,False,radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time-+500s-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,-3.0,1,7.235716799610316,135.90737866212325,134.0118909375153,134.75165359240512,135.64485825200052
scan-fw-41baafbb4271e426,10.0,sha256:6aeee1d2c149270492439e74d479ab45a48c61039ecaf59bfa20578c65d522af,sha256:a55684d9beee524e9f920eca947434b5820927d9935a46d8943e2196323cec25,4,upper,29.9016782,68050,False,radio-polynomial-null-materially-better-on-randomized-evaluation,-2.0,1,3.5517522309865797,101.6029290245538,100.11484090307158,103.70389192058889,106.56047962888456
scan-fw-41baafbb4271e426,10.0,sha256:75032833ff768edd4205718977c5a58118857ab98c8d692f2f22822e1365c525,sha256:f353897a43e2d31205947528bc624211f0ad5338effc645f9ef82c3eab29fa0f,3,upper,29.1988623,67976,False,radio-polynomial-null-materially-better-on-randomized-evaluation,-4.0,1,5.91318551531738,120.16681896376213,117.11666004311067,150.79280491387993,151.62667021038084
scan-fw-41baafbb4271e426,10.0,sha256:5c2467ed478b4c9c3f7016134ed578f14cea6cf691e6407a5dde3f0d702fd759,sha256:34208e7c643f128477a0a4d716ee2f25b788dd24b57377cae0d55ccaa57d8267,2,upper,27.3777046,59240,False,radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,1.0,1,0.797027674250117,85.58891496691203,84.25588184526117,85.22252301619442,86.00669449440369
scan-fw-6bff1fff37cc8ff2,15.0,sha256:a8eaba5e95c0dc46c4081677490e3ebe0554f694721a85892ba41d0051bef5b4,sha256:0a740ffe0c3f0fb986cd795de7384172c2620f159fb02fa1edbccaacca4df10e,4,lower,34.537751467,68063,False,radio-polynomial-null-materially-better-on-randomized-evaluation,-2.0,1,38.451799588876256,101.3791022391092,100.56400523513899,103.02467803528651,112.36672958856757
scan-fw-6bff1fff37cc8ff2,15.0,sha256:066889379e3daff0bb99263408ee3bf28ddc99a644740ee75cddf39868578e97,sha256:f1943533397b72fe68c0b55a8053a7ffcb2f92c1270976f6c046992d33bae702,2,upper,33.2721698,67086,False,radio-polynomial-null-materially-better-on-randomized-evaluation,-1.0,1,1.2734113987338844,135.95386859660684,134.0923991545316,137.3332540384696,136.65073603479394
scan-fw-6bff1fff37cc8ff2,15.0,sha256:c6fba177298774223940f0611c894e17f9454238865df7dc12991208d4df2278,sha256:547261d4bfc8412f47daaf34a7c8215567ac9b3974d6363dc68a0f5454894467,3,lower,26.260163267,61589,False,radio-polynomial-null-materially-better-on-randomized-evaluation,-1.0,1,5.394032426170554,93.48632620817165,92.59596809367582,94.60982053836017,94.21324688721305
scan-fw-6bff1fff37cc8ff2,15.0,sha256:efc3260b3b47150676088971d718b93697dd473c5e51295a913429b4e73d77ad,sha256:724fa6887e1f5a8f6d4d756dc3db08a7f456bcb5f577f84b2ae1c27a8676e4f1,2,upper,13.349659,63664,False,catalogue-leader-did-not-persist-on-heldout;heldout-rank-instability;radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time-+500s-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,-3.0,3,0.6239557887767972,68.6943892908836,67.65929519177287,67.81019666218309,67.84545933389671
scan-fw-b2f704c15e95d366,10.0,sha256:8c7326c2d4fb15e5b669a45df8f5eef229ecbb080a1743a9a9dd8c4be31eca64,sha256:1597db9ae2ec854d743b178678ce222bcca0f8f113793e1ec9e7750f560dd469,1,upper,37.621738,63378,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,-5.0,1,1.4509399227133883,140.0390650354595,134.80661623243887,191.60174869093552,169.0320954186722
scan-fw-b2f704c15e95d366,10.0,sha256:f5c51191cb7a7d15a77ba49c898de68e80731ff7ac7e931c3182469c091ba65e,sha256:3217a259b18fd1745edcf3730e8e4390eb0ba69a6bbb0d75f01422420ac5b5cd,3,upper,27.9442398,69500,False,radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time-+500s-materially-better-on-randomized-evaluation,-2.0,1,2.053578004562439,94.97881227404977,91.74504998192356,95.81389827877663,94.63365386402236
scan-fw-b2f704c15e95d366,10.0,sha256:7b2d85c694943fd66b95fb3bf97b432e03bce78831bfb786f3ab5ac00a69b701,sha256:1597db9ae2ec854d743b178678ce222bcca0f8f113793e1ec9e7750f560dd469,1,upper,37.621738,63378,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,-5.0,1,1.4509399227133883,140.0390650354595,134.80661623243887,191.60174869093552,169.0320954186722
scan-fw-b2f704c15e95d366,10.0,sha256:f5c51191cb7a7d15a77ba49c898de68e80731ff7ac7e931c3182469c091ba65e,sha256:3217a259b18fd1745edcf3730e8e4390eb0ba69a6bbb0d75f01422420ac5b5cd,3,upper,27.9442398,69500,False,radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time-+500s-materially-better-on-randomized-evaluation,-2.0,1,2.053578004562439,94.97881227404977,91.74504998192356,95.81389827877663,94.63365386402236
scan-fw-e902dc59d3ff9b05,15.0,sha256:88e593beebfe305f1676a3dac9e7d6ac52126f80f808ab992fce5d990bcab489,sha256:514baa2d377f4f50ea56197eef23ab638621367cec6ca013a28506306a6b020a,3,lower,31.0251394,68143,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,-5.0,1,15.521108346394115,111.65792671389406,108.99830840059266,113.77934558148422,141.9868304490629
scan-fw-e902dc59d3ff9b05,15.0,sha256:1c4dfe22d0fd46c688ca205cbb0b12b9bcfe9781222c4cee23877685db9f8a4c,sha256:0651d3b950082f88ca46e35263d2cb7fe22cb0e118030955fd57cb872673ce34,2,lower,28.220406933,67335,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,-5.0,1,0.9769570463973309,96.33824175284681,92.72797947877976,96.55217649677286,96.56844218656403
scan-fw-e902dc59d3ff9b05,15.0,sha256:a819a57ae6e7c960f0fee89873c66a7f4954dd11579ec90ebcfc6467886c70a9,sha256:7e4723ae331121044174c8a4a9c19c44b8d57f2eab737c1e2398a009a364aeb4,2,lower,20.644230133,67814,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary;wrong-time--500s-materially-better-on-randomized-evaluation,-5.0,1,0.17136023321904048,52.49088813394896,50.92582882286823,52.22012646771605,52.837107157703294
scan-fw-e902dc59d3ff9b05,15.0,sha256:9998860b6d94b7c8826e6a5b9ae77eb574d6313c5f968d42a89b002c6c49bb99,sha256:676d30ebfe73d325b4b480c1582ef27e6607f73f4b7f052f7f5eb62d862909cc,2,lower,18.821810067,68162,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,5.0,1,0.9179910931393209,78.03296062894373,75.9943540873442,79.42245702153826,78.6754803168044
scan-fw-1043f994f9abb964,10.0,sha256:a7cb8180f1c1dd1ed01559ef5f782d09ecacc6e63d6a0def9cfa3c8171822340,sha256:73bdb641dbd8186cd24fc17e6847be536982a61748b7d7fd656e893b59970825,2,upper,37.3417348,66149,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary;wrong-time-+500s-materially-better-on-randomized-evaluation,-5.0,1,4.32602502077745,141.4439332572853,134.05919036482118,146.55541666175301,139.11511556945965
scan-fw-1043f994f9abb964,10.0,sha256:a4a988f5a202f53cf4bfb9577a4aa17126401893d8a5dd50a72f01565a7e19bc,sha256:8e71e5041e3e2eeaf9ce87d42ec8273e94c8ee4509c94b8517bbb83626e4b4cc,2,upper,25.5524142,63757,False,radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,3.0,1,0.09826774285221518,96.32422884733853,92.23082209083,95.65041792451913,97.85591780772307
scan-fw-1043f994f9abb964,10.0,sha256:6c53a22cde86ae6b01d1448b8d88f5f6d7aa9a9129f23f87f5d6505ccc01ad85,sha256:4803997f92d8a07ba29b074df21980d40b12476d71abdeb759ece8f152808d9d,3,upper,16.575187,67341,False,catalogue-leader-did-not-persist-on-heldout;heldout-rank-instability;radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary;wrong-time-+500s-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,-5.0,2,0.14808549746612698,70.76255373951048,67.01909100510528,70.0451411005219,70.35508910965412
scan-fw-1043f994f9abb964,10.0,sha256:9d6b94db572a1efd9b17f282057849be307d5cd6664f4f0cd830b216f6d8d252,sha256:2cd507b42bb369e837547db0499ff3d3634a5f52a86d5a82fb82e1f577c3f18a,3,upper,15.1790802,69319,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,-5.0,1,1.1141580342639585,60.20171614786953,58.99162816509329,61.408972319299856,61.316476798741746
scan-fw-530f9e29db0f3554,15.0,sha256:6d818e105e7689d09bfb7adfe724ea27c64d8ba120e5511ff4c36f1fadcaeb66,sha256:09504f53e4d82fe0785ea28cafb24f0600bf2ae32ffece3afacd088b7e9c59f2,1,upper,34.395087534,66162,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary;wrong-time-+500s-materially-better-on-randomized-evaluation,-5.0,1,3.6400192363952897,96.37734387990142,92.64555779191011,97.47292585074351,95.67308232002443
scan-fw-530f9e29db0f3554,15.0,sha256:1a2b06d704da06e695d62cc7fb062e9d9555ff833b2e089530f6c4b2266c085e,sha256:c42693e1d9ffdca8f35bacb1d77299c2ae9583c1613743e2bb6de255841d73f0,2,lower,25.699026,69145,False,radio-polynomial-null-materially-better-on-randomized-evaluation;tau-boundary,-5.0,1,3.3410807072354345,72.0549411023286,67.4479513269613,76.30308977152757,77.98657432382079
scan-fw-530f9e29db0f3554,15.0,sha256:7c925d558bdbeed524e99ce820ae55366ba6a4ec2f3761d6534d20a230f92f9a,sha256:d8e1c3509736a81eb4ad5eac667a81d658d51356a5b89f061928f742098cd1f2,4,upper,21.2081354,58540,False,catalogue-leader-did-not-persist-on-heldout;heldout-rank-instability;radio-polynomial-null-materially-better-on-randomized-evaluation;wrong-time--500s-materially-better-on-randomized-evaluation,1.0,2,0.10563849819766347,52.72526992749202,50.349774342816104,51.528572667231586,53.37756620288684
