session_id,rate_msps,tracklet_id,channel,edge,span_s,observation_count,local_rms_hz,rate_hz_s,eligibility
scan-fw-adf042843aa506f0,10.0,sha256:89fce65e1fb92fa81f902af119c4871752b04daa3567ea121724e5b461b3f26e,3,upper,13.2083429,13,54.13089135274014,-3685.179977856478,sparse
scan-fw-adf042843aa506f0,10.0,sha256:e237b173a5cae67135fc7dff537d56545def17af3fb697c92f4b7f383f176f94,2,upper,6.8936673,12,77.05180926686268,-3391.977423440144,short+sparse
scan-fw-90078d48510c04f2,15.0,sha256:fb9e0554640dd4171ef9dcc100781cb04138768972a0c02155b3c29c8800d9b1,2,lower,9.702965866,12,108.34167482765797,-3863.7253695349773,sparse
scan-fw-90078d48510c04f2,15.0,sha256:450c7523ddac9b316238a0f4080c7799fedd195ca7fb2df140e416860daaa072,1,lower,15.593745866,12,371.22840297770284,-3067.4447421715045,sparse
scan-fw-8b2d288d474419eb,15.0,sha256:dbf7fea06c1dff8075330e0464ca7166eaeea159480163d8838a07a4ffefbae9,4,lower,13.768376067,12,36.61305187573906,-3723.7863518100507,sparse
scan-fw-2b63d0cb7547aa3b,20.0,sha256:8cca1a2d3b399c5048535dc771be8d77f66c50bc1e829edf9ea973676b252a1a,3,upper,9.4229502,13,44.836468020752164,-3994.769918945065,sparse
scan-fw-1e6e4601793af106,15.0,sha256:c17931a33199c4fea95262b8c5df455618b00354c91d0e8ae2afc85e3e56ada3,4,upper,7.1762924,12,66.5730902652752,-3656.502627220905,sparse
scan-fw-ab858991e99e0693,20.0,sha256:3ad0d07cc01fb4dde8aa568b4f9c2b60d7756e71658815e36da9b44b7268c1e8,1,lower,6.75634785,21,136.1395931690578,-2896.9615511851407,short
scan-fw-0bf630e4b9b09edc,10.0,sha256:635bc3ab7d0b558c6d0bbd15f8f55fbd4b1b52a75382ed848f5b017f1f4bd1a9,3,upper,13.205588,12,186.22239872089312,-3959.9291782654327,sparse
scan-fw-0bf630e4b9b09edc,10.0,sha256:eb1df3fe9a3d6c330e8a40dc3417bdf6cf3cf3d0ebfe7ea0f1e0b04bcdf61425,4,upper,11.103022,13,167.2504309871605,-3329.390510970354,sparse
scan-fw-0bf630e4b9b09edc,10.0,sha256:093ff816da43fcd68b509483f8124a1b9bdc9ebfc718ee12e4d532fa4f8533e8,4,upper,13.3473769,12,107.19803811081276,-3685.1837319032475,sparse
scan-fw-cbaa70cfaff36586,10.0,sha256:38571135746ab8a8a081f924b5ca0b4426b8db2b7fab5e7a1ee70d1a3ed8d275,2,lower,6.1921227,16,67.78068053749683,-3594.9922876357427,short
scan-fw-483997e3b0f41dba,15.0,sha256:4807c43049a73233b721f03a452ca4a587a57fb22ab95152bc5c3a61a02c493e,1,upper,9.421492733,13,136.21630536450365,-3338.9037566045345,sparse
scan-fw-6fc86fefa3a9661e,10.0,sha256:9d3ccf2c363cb9f1f8a54884164d3af6cecca0a2cd06b189b7f7aaed196689bb,2,upper,13.3456325,13,51.312989379166076,-3752.788720042116,sparse
scan-fw-ff31c55557ef77ce,20.0,sha256:9167aa1d2341f434b197154d821baf3d8cedf82ac42fd749064f47c068795981,1,upper,12.22964645,12,62.297017560497984,-3719.0068836063915,sparse
scan-fw-ff31c55557ef77ce,20.0,sha256:513c46939363c598a7e0e6b226741f3c2fbc279ed9164f545b0a205468ab38d5,3,upper,13.3562943,13,62.703564718164195,-3983.570928049252,sparse
scan-fw-ff31c55557ef77ce,20.0,sha256:da4fb52b395ef72da6ff59904632e4422eb020d2a1a50ac0909d0bd45e1e4717,1,upper,8.58296995,12,59.61845078137068,-3992.009143357399,sparse
scan-fw-a6984e2071268bd9,15.0,sha256:c3d13948e62d49e1a3caa3478e500cd2bc156bf48f088648fcc679c620efc101,4,lower,13.489735934,12,312.62595706371883,-3061.585444627943,sparse
scan-fw-0782f3b060eb5c5b,15.0,sha256:a598b9a5e4aeec512fb567858ba05ceba5298309a90c08a29039015ad2777cbc,1,upper,13.070939467,13,286.117730682821,-2980.0712296967304,sparse
scan-fw-36250ca449cdb6e8,20.0,sha256:5758ed7ad6b960cfca14a60aca92a9a2602042cd8dbd9c89869f3de00103e3e1,3,upper,13.220321,13,168.49129652411716,-3832.9095844081844,sparse
scan-fw-36250ca449cdb6e8,20.0,sha256:da8b451ad1f2f11b2d596d79637c6024d2101acd2f1fe59d2d50306ca5e761e7,3,upper,6.61897825,14,45.36153119132443,-3539.974305431976,short
scan-fw-e89f3e1df66396e2,10.0,sha256:fc4162f52e2316de62889737518536bad0509344e1077c3230320d285a19dc00,1,lower,9.5590322,12,172.94240293819843,-3340.412503327183,sparse
scan-fw-7307e459e9c1c11b,15.0,sha256:c47d5966c44c970a20907d8d159a56938d018516419b111454745ddce70b67e8,4,lower,9.424251,12,119.78340866832193,-3821.6639301088026,sparse
scan-fw-ec8dc35c6aa55a05,10.0,sha256:c0f9929153556478dc1dca71d6b7466ca1654da1f8a013c96cb19574921b09a1,2,lower,14.4696303,12,82.07662084111334,-3894.952205330435,sparse
scan-fw-ec8dc35c6aa55a05,10.0,sha256:79d4018e95f1892d62c0c9d5e1f5b82cdf2a9e6552a2d56cf76d9f68f680f8b5,1,lower,11.8072888,13,143.30431293930985,-3475.716971065912,sparse
scan-fw-171de8838408d501,10.0,sha256:cd2b3b3069d3b56a0c3a3a699c30fff60de647ee44c0f85aa456fc17a7d8130e,3,upper,12.3642928,13,51.363956211884705,-3659.2392057206434,sparse
scan-fw-bf41043ead1c9de3,10.0,sha256:f251466ddf38c14bace260caca8029521681324053cbf574ec83e553a79e6c86,1,lower,9.843005,12,118.24833387613236,-3506.7200505730193,sparse
scan-fw-ad107441f55ccacc,15.0,sha256:db7ecce6e953054c18ad9340fd214492d3e27f41cc946f1b90359e1d7b41494d,3,upper,12.9283016,12,22.051289523401575,-3344.5382443515955,sparse
scan-fw-ad107441f55ccacc,15.0,sha256:4fc1643b4012880d419ecf7d775ea43d48cf79782187429298cb3520c93c86e8,2,upper,12.7869692,13,103.6620625863922,-4298.856216653034,sparse
scan-fw-ad107441f55ccacc,15.0,sha256:54b19bdd299d83b587e828bb9161073459b2cb0cd080463fb023442f4526c286,1,upper,12.9336506,13,120.56885854311135,-5895.8458270016845,sparse
scan-fw-11ad489650a948bc,10.0,sha256:98a6a773b43c817f9e22c27ab15effedd80afef9ff5b86adebacb7dbd8fa67b7,3,upper,8.1562658,12,128.41110789876842,-3884.300684956913,sparse
scan-fw-11ad489650a948bc,10.0,sha256:5d5ff01109b81d1ee849f0445081acb51b15452038c933897c1e61cc2f4030fd,1,upper,10.6842072,12,141.82247869161358,-3867.6926900622625,sparse
scan-fw-d8e6d060118ee225,10.0,sha256:17c4b575c9591d60a11094f6aa6dd391fcacab2b8b7461a37a4ab79fa6fc314c,3,lower,5.770754,13,77.54698018627802,-2943.4267926544435,short+sparse
scan-fw-92807dcc78cf5d6a,20.0,sha256:12ddb21d123585f89da6f610539022ace076e8690c7eb3b14b201a5b7501cdfe,2,upper,9.8455992,12,189.26573062831577,-4116.013337411892,sparse
scan-fw-92807dcc78cf5d6a,20.0,sha256:3be8eaf21076f329786bdb13aa2818b580045208883eb1af9117378836380382,3,upper,11.40170375,13,205.8555946630404,-3423.8773800799545,sparse
scan-fw-b2e05cbef9cef064,15.0,sha256:fbc5c6330f147886b5f90c2fd5087a5c7a24c72cd6922e8f1b61af0a21c25e32,4,lower,10.4027816,12,156.3676600219821,-3451.0880015696475,sparse
scan-fw-b2e05cbef9cef064,15.0,sha256:83676c98380fa9579278a16bac98cbc477e102ef688c7c1be4ace72ac68d6c11,1,lower,10.121727334,13,210.66041596624237,-2925.5204750757425,sparse
scan-fw-b568a0c1b40b119c,10.0,sha256:a2fae7fcd1c151db76456917c820b17347bdd081c371426e61db3af8f16b1087,3,lower,5.3522898,12,22.64584365367702,-3714.802335267743,short+sparse
scan-fw-dc044366963f57e1,20.0,sha256:39af2d3e101646fdbb21c249733639dbfaa6f63e8c75afa053199a454ec66742,4,upper,19.5283415,12,154.7574606586404,-3092.455698575925,sparse
scan-fw-54dd4f7f249a5cd6,15.0,sha256:1857cda7776936bf1fa8b421b1ba7e8e86c0e10a58fefe0072ed52821a796e12,1,lower,10.261617133,12,140.11898338813768,-3600.6677320010645,sparse
scan-fw-893ebcf66d7b21c2,10.0,sha256:891298933af928fec29e046bc67817061cc6dae8ed8e27370bb796293abe55e7,2,upper,12.7853378,12,81.84144940361335,-4011.01283939688,sparse
scan-fw-3e0db0230903d2cb,20.0,sha256:851151b6660d36cf24758090b2262d34c24dff2c5f753212dfc1fc9af259ffad,4,lower,13.0736473,13,132.9966587489231,-3967.779912514524,sparse
scan-fw-7156da925530db62,20.0,sha256:9141b86effc392a186929c5a891fcd5df17a1cae0f56817b32226ca72c0d5ee7,4,lower,12.6496713,12,154.52695927303364,-3655.364310354018,sparse
scan-fw-7e6a9f15e94bd52d,15.0,sha256:ee475e506f3b13d8eba68f2fdd31c6334f9dc20def125c104292d89ce416ef21,3,upper,6.753658267,12,26.081912359347342,-3877.1771609479515,short+sparse
scan-fw-b8afcb22dcde7385,20.0,sha256:a46d9b91b9bf95dc46466eb7364c366200328931e17fc09059b96042247b7b38,3,lower,5.91620165,20,21.792479940087226,-3672.6729990305153,short
scan-fw-f529b0106f4fd51a,20.0,sha256:872ce47815404962f1bc0c25cf78ecab52b614b28426600020f564d8b7b6f0c7,4,upper,9.5838902,12,110.34708513168196,-3785.7716395657867,sparse
scan-fw-8b3ad96be4c27d8a,10.0,sha256:ee78fdb03bf6a2b3eef466db43e6a89911a95ee6ccb0f3b44fd563286484f3c2,1,lower,9.2815355,12,137.61712429181676,-2495.8318595023115,sparse
scan-fw-9b7493c84ab97255,20.0,sha256:1db087020bc06bdf5f638ad25dfa75321f0596c94eb21cb594884c21f1d5058e,4,lower,5.21092905,13,41.08761648361323,-3639.898417272465,short+sparse
scan-fw-9b7493c84ab97255,20.0,sha256:d252b06d5f83d976f23da9dd7571fba0628b6c6102a37e39d1f78ef582a55925,4,lower,10.40802665,12,56.116751850124295,-4258.882649368935,sparse
scan-fw-6762e26558d3741a,10.0,sha256:31fa85270787d2d40474cd2a64620ae64cdb4e9e7abd9f2be7b3387b37152533,3,lower,12.7871264,13,231.8285144915137,-3290.7651709612087,sparse
scan-fw-01ede191d2da6359,10.0,sha256:402bc2fadda056bda34e1144ce251f783f766096ef60754a0e2475171782460e,2,lower,7.4536355,13,16.685938952480253,-3858.789361348295,sparse
scan-fw-0f11319b19cf5ba3,15.0,sha256:25877c0b1e09bc4c2bb27b118f6a6632ff6fd1e12056430f10b7a6a38874765e,2,upper,15.7350322,13,425.4034485989218,-3305.8583114338408,sparse
scan-fw-70c34e9e17107f06,20.0,sha256:878971c5b7fd3d2951abec80e19684912ff1ad9b32374c10af658b88cf5eea1c,1,lower,6.47362515,14,18.58616609638723,-3723.8970830375774,short
scan-fw-70c34e9e17107f06,20.0,sha256:33429cc2d7194c701f892a4dd95ea4fe289665860b7f4d7072d0d2618bc0f9a4,4,lower,5.35363125,14,94.48786759221322,-3939.4092354031454,short
scan-fw-70c34e9e17107f06,20.0,sha256:74486ba02c6b271aa1172c24d89e8e2cb1a24ddcbb6bd3ee059a9abf2fa7c58b,4,lower,5.77493185,16,38.895249891446106,-3843.9073302928805,short
scan-fw-6f8ab737878e0ea0,15.0,sha256:e53ebcdeaed5f9deb63cffb632d1de78fa5cb99939c7dafd026d2f12ce9aaf83,2,upper,7.596338267,13,92.52121175557406,-3321.175103344821,sparse
scan-fw-6f8ab737878e0ea0,15.0,sha256:e8b8effab66a655dc2800a8d0385c72d9f569647aa969011db568904a7317fc0,2,upper,9.704280134,12,93.3587760266349,-3671.389239874105,sparse
scan-fw-edfdbf96c564b086,15.0,sha256:c366e55551bd862dc6efc526bc47ec82981e469e6fb02821409513d7e11d3706,2,lower,8.573706334,13,123.33504437474396,-3175.637137133201,sparse
scan-fw-edfdbf96c564b086,15.0,sha256:29a016afdc1d4fc61372a415ca34e4eaaf4957941c720ef0b093344e1aa56f49,2,lower,8.016325066,12,67.54101016052414,-3843.5197500158997,sparse
scan-fw-15654253cc41118a,10.0,sha256:fa2e4e3fafaa299f68ab20cf58c9212500cbf340ab5e93cb8e4b05169f9d6f7f,4,lower,10.2602237,13,117.22371301591568,-3879.84223268373,sparse
scan-fw-c0e63a90663e67fe,20.0,sha256:1d698b90baaa019af0b166e6b12268659153a545e0ce931640ff637193d0657e,3,upper,11.9497336,13,296.99941073913016,-2989.5730697593945,sparse
scan-fw-c0e63a90663e67fe,20.0,sha256:9a901e939b6a013918a0c273efc4eae6b4f5428535ef08dec9f136e68d67e618,3,upper,8.8616641,12,106.34310074739028,-3554.420933755441,sparse
scan-fw-f6c184cd03fbc4c2,15.0,sha256:e3eaac1bed9a46e4d9a7b3a7640614cfa1f865e5638e23efc30c7692b71066af,3,lower,9.560088067,13,174.90062978308507,-3427.7531895524558,sparse
scan-fw-f6c184cd03fbc4c2,15.0,sha256:ce7ceef93d5d0fe80451a4267a08186fe3d936cb9885c803e4b47f3e9e3e7a6d,4,lower,9.137671533,12,91.24107383068478,-3584.9983488187263,sparse
scan-fw-ad50d8462a371a53,15.0,sha256:e7450a1c674c2bed1e2f5ba34a1a75722fca1fe694923c0d360d51312164f1e7,3,upper,6.8936078,15,55.066676351460394,-3706.6743121327636,short
scan-fw-b43c06c322ffc878,10.0,sha256:93d8993f163e79b663d9e5becbe253e9268db6f093f787314e5dd42c75f6411c,2,lower,13.3442815,12,81.74117397371901,-3559.348735051162,sparse
scan-fw-0e0aae67f5769fe4,10.0,sha256:d740772ad18bce56e5f397bd681cb8cdbd21194a23ef097ded298df9507f4004,4,upper,8.9962657,13,82.22691979392411,-3952.6150983382495,sparse
scan-fw-0ab75ea0586e9421,10.0,sha256:a38eb69e25bda47641bc1654696b697539e25e6270db81b066805ab7768e18f6,1,upper,9.1376118,12,92.89788388561465,-3851.1028960100484,sparse
