session_id,rate_msps,tracklet_id,channel,edge,start_s,span_s,observations,norad,runner_norad,fit_rms_hz,evaluation_rms_hz,runner_evaluation_rms_hz,runner_ratio,tau_s,production_norad,production_accepted,png
scan-fw-f94fe74916477d90,10.0,sha256:8311adf36d0754d9d0819d64e1319f7d428de1756844123a29611a203a813193,4,upper,6.502674395,29.328103039,52,59689,48596,75.55801521018192,81.08945127867594,1259.6885885501658,15.53455558875419,0.0,48596,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-f94fe74916477d90/tle-review-01.png?sha256=sha256:adfd4f665ec2ce395fb1cc85d3a0e471c28c86a3d4de8e6bb9aeaf9195d0c21b
scan-fw-f94fe74916477d90,10.0,sha256:f3a818e60e8bdd9025e8ec12c424e522c82d1979806e034930f5551854156692,1,upper,162.248261575,30.86928618500002,66,64413,66627,116.03312373084006,82.25255298088993,199.75365084415802,2.4285404355846265,-2.0,66627,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-f94fe74916477d90/tle-review-11.png?sha256=sha256:0f26929ce7c603c9b5e118eeef59e86c64f662949b4a2b32363a5ffac798bcab
scan-fw-5b85fe8e43a3fc5e,10.0,sha256:38b0ac4e006dabcc019a7d4bc75756b37f39a98f7f943576f32e7d8e89183614,3,lower,70.489690587,27.359259473999998,63,55761,62598,75.41701947665338,97.41857965173321,520.4952999510447,5.342875063584284,1.0,55767,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-5b85fe8e43a3fc5e/tle-review-05.png?sha256=sha256:5a410a07aebcd0c22ddfa987fb94c636f5acf5f0af7c81b1787d5e41b7640d0a
scan-fw-5277275caed556a0,10.0,sha256:efacecf1c83dd25eea8a6df7ba8e701841b591fd66f989939bab16a4d85c4ce7,3,upper,259.622124025,33.53447401599999,52,65493,62559,135.1617405001189,117.80209607368195,1277.513881055379,10.844576825325158,-4.0,62559,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-5277275caed556a0/tle-review-15.png?sha256=sha256:4763c90515fe01aa85b2fb4d95996ba2339710d229185ba8f8ec849bb8bf78fd
scan-fw-eb906a4f2646f979,20.0,sha256:02480be058f6ddd3e0987d369b52d2547844a165711ac2cae682bcb495430c01,2,upper,176.919795788,16.565938517000006,37,67021,57648,55.348722564337244,23.838680158241623,191.25128141049515,8.022729452342388,0.0,62477,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-eb906a4f2646f979/tle-review-03.png?sha256=sha256:f407fc75169ffdb940a46a8c20ac88dac0b711c8c1f4aac1f0be258ea48b7509
scan-fw-6f7e9e36fe903ede,15.0,sha256:ebacdac75b39270c2fd1a4b760a144b911ed3e51e3225f8f72da90df7324d191,1,upper,5.364738745,42.237293777999994,82,67006,58091,140.86973085731339,142.35237116175216,707.5362104182271,4.9703155953353795,0.0,58364,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-6f7e9e36fe903ede/tle-review-01.png?sha256=sha256:9b48ab5955ab705dd36494bc591dd84d8bb4cfec698958428b6be936ee3e2d17
scan-fw-6f7e9e36fe903ede,15.0,sha256:4f8aaf1156b8d9b4844d39c791c5ee18b5b6f6f715ec8af6770d2aeb5b5dd5c4,3,upper,251.06276251,17.678720464999998,23,58044,53176,56.196355463298175,50.02252899419269,168.25823634535638,3.363649134270883,1.0,57244,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-6f7e9e36fe903ede/tle-review-09.png?sha256=sha256:ff4e857ccd856dae838b514edbe4096c4b25f62eb1487e33cf075cc87a888e2b
scan-fw-61cdad43d64350d3,20.0,sha256:38cb18a581069a669b8ef0c6cabd30dae1f7a625667c357a7135420709492919,2,lower,142.985592095,29.108967036000024,37,67019,48440,75.13153436357551,55.79964220508994,656.9159420794037,11.772762622113751,0.0,48440,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-61cdad43d64350d3/tle-review-09.png?sha256=sha256:d18f5731f4bd478fa9e91894d53972aabbe69ee5b8acaede1ce159519c660d60
scan-fw-28c64db3ed2cd49a,10.0,sha256:aa5c4f6c9b3acc53826f46c0f4c0e0cac25016b86dc8645c799b3d31dc1a57a8,2,upper,210.506178314,24.55356817499998,31,57081,63146,102.34807850732089,138.15329057116347,130.23090676446168,0.9426551204538923,5.0,63146,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-28c64db3ed2cd49a/tle-review-06.png?sha256=sha256:4330da5b12b56dce947ba1efae621dd5eaa33bc382fb284523018f547c189c91
scan-fw-6ff985ae6095569d,10.0,sha256:428cd55f0b61b4e53e3b044254c75de1614e1bc971e6a5ff1dcf780aa9120f02,3,lower,10.871184851,14.872084679999999,24,64730,68069,66.25293611010977,50.04186560679707,257.22666390351395,5.140229301694449,-2.0,68069,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-6ff985ae6095569d/tle-review-02.png?sha256=sha256:3867e577da6d44714a57c15e12f13f6470bbc72809e38e00d6d592905f7a65ee
scan-fw-6ff985ae6095569d,10.0,sha256:078c6fbfb6b918b61706b77caf10d5af397d463a6a051b570c0261903cc54f9d,2,lower,257.94478684,10.663905301,18,59259,63679,43.670836260911045,40.2661021055636,59.97230859841091,1.4893994070045458,0.0,100034,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-6ff985ae6095569d/tle-review-04.png?sha256=sha256:824e7d355ccbabf696ef26a42ded09c5e267489fd7f9c602a2eeb9fc9b6a195b
scan-fw-6ff985ae6095569d,10.0,sha256:6c80dfa5028e14de221b9336e42ab694799c69d796048105cdce68c373bc0acf,2,lower,273.51670375,25.952153698000018,33,59456,48022,656.342316485258,455.6389026332599,475.15937789161205,1.0428419854967126,1.0,48022,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-6ff985ae6095569d/tle-review-05.png?sha256=sha256:80dbb44dad9971bad4a3f13589a93f9f0ab8046726eff009a5a6ed2fb32c6cf6
scan-fw-bb6e6788d7ceda8b,20.0,sha256:b7371b1df102278ad9f60710aa5082ead3ab8b7418c07e8f652759704de8a44f,2,lower,83.296732044,44.781392588,74,59165,59668,64.56351272052832,82.32401082314784,517.8934956270472,6.290916713710771,0.0,59668,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-bb6e6788d7ceda8b/tle-review-04.png?sha256=sha256:b1f17d8f2fd86d546a40e1e7a4256a8cc4ef9a4e40c3118f5a5b445bd1bdf6ea
scan-fw-adf042843aa506f0,10.0,sha256:5e03afe05bb88ac393f945d9ac1cc3b017ab531aad1e4ff524f187f09282fe41,1,upper,12.687602026,31.98501049,42,67053,66283,103.64838598624902,80.93202318638409,318.7283435983875,3.938222857278205,-1.0,66283,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-adf042843aa506f0/tle-review-02.png?sha256=sha256:0c595e605c69f4a5b039f5ecc32c745bf447dfea5e461db32892acde35a80536
scan-fw-adf042843aa506f0,10.0,sha256:6cc5ce39d7ff2e3c0d9327416b24de7a93bd39ba5bbf8d928bd651ba460c3f95,1,upper,280.247229942,19.50298885699999,39,58444,65036,21.7636307943724,43.970998170095974,59.94452070420253,1.3632740487790407,-2.0,45368,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-adf042843aa506f0/tle-review-10.png?sha256=sha256:283ddcd12576d052a9356acdfc9fd366b38b9997ca5161d401eff6e7ff418fda
scan-fw-90078d48510c04f2,15.0,sha256:02166146dd87c9bc974b2ae10845b859ffd25e76e620aa8deae2e0162ab5a87e,2,lower,75.115713872,33.257477312000006,59,63404,68256,129.37386146885214,145.83169225370395,636.2840000374863,4.363139384891321,0.0,68256,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-90078d48510c04f2/tle-review-05.png?sha256=sha256:71b1c5e02778d69e1856d4de224859b43e8a09937bc059d37a7b79df10c1f8dd
scan-fw-90078d48510c04f2,15.0,sha256:5f5f439321f4f7ee48616f89c10b9a0371412c4c6087aaf997a27362fe597b8d,1,lower,102.900842764,36.196487553,64,69206,53144,31.732634565749134,99.03667908477117,539.2874122391119,5.4453301264020055,0.0,53144,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-90078d48510c04f2/tle-review-07.png?sha256=sha256:204056d80e11c4c16b26646ce24384d1e20b104db3b17b60bc74f4e80b5eede3
scan-fw-ad2d4b4fedfe9f26,15.0,sha256:8dc088001ea796e1e10a159243ef610e53e5dae76f4adf83ab11b178f23c54c4,2,upper,29.508926717,25.816150582,55,68008,64332,93.46377217826796,90.95361039791261,231.96878701139735,2.5504076858143176,-1.0,64332,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ad2d4b4fedfe9f26/tle-review-01.png?sha256=sha256:1be158cb9a64c5e86ffdafbd3df58089139d8e6b62285c735fe2149264c5a559
scan-fw-ad2d4b4fedfe9f26,15.0,sha256:79821a0c3c947402a71c469974ddaa29c799c56612113af8526ccfbe50e5c1d8,1,upper,55.745351197,13.050358756000001,18,63926,68008,26.801677013870023,120.23875445190563,592.3949162239098,4.926821796551978,-5.0,68008,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ad2d4b4fedfe9f26/tle-review-02.png?sha256=sha256:6571d4c55fc5530c8ca69096ef9b8ee6406861976343be2e203e82344b17ae38
scan-fw-8b2d288d474419eb,15.0,sha256:cb924b0ebe9348aa825d6e4e5f1fa82a2b4ff5cf059da6287a29a41f737b984a,2,lower,37.372139441,13.330576690999997,14,47734,59899,1071.6571936085536,1676.9472609513841,1738.185395410047,1.0365176269311658,-5.0,59899,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-8b2d288d474419eb/tle-review-02.png?sha256=sha256:22acd883ed5787bbf420fcc931d764a03f1a02b6e55bc70690d5a2ff7a50a96d
scan-fw-8b2d288d474419eb,15.0,sha256:7d2b3c294f384a022304be3d5ad6672906a46fc949b426437198504f27aa2178,1,lower,257.653596573,23.71708242899996,50,67862,51125,97.47263358233214,63.12681300245049,877.7195991838803,13.904069561531777,-5.0,51125,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-8b2d288d474419eb/tle-review-04.png?sha256=sha256:275b4beea715f91961a193beac551beb7ba62890f88abbc46731b83bb34bbe56
scan-fw-2b63d0cb7547aa3b,20.0,sha256:6b062f26c3aba4c801cdcbfcee2f1676dbd61be3c30309f97e70409c4678e16f,2,upper,0.856847325,11.795937838,21,56841,62134,29.844394432234708,47.21720875340823,34.00256675177359,0.7201308092850622,-2.0,54864,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-2b63d0cb7547aa3b/tle-review-01.png?sha256=sha256:e131d09f941f601ad77845ecfda767968e621682eaaddc5d17fc1fc1b6c9416c
scan-fw-2b63d0cb7547aa3b,20.0,sha256:82926066894a19b30b5541ea6d2cb7b319e779bcb950a5d80153c2e53a621560,2,upper,30.762241851,20.914146301000002,47,62236,60045,44.42278999619564,22.652548434243513,452.64935481254696,19.98227069799722,-4.0,46702,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-2b63d0cb7547aa3b/tle-review-02.png?sha256=sha256:690d83819def92ca33cc2030e0c50a7480251c8b90c637b6ae49711dfdbdd12c
scan-fw-1e6e4601793af106,15.0,sha256:3cc5acc77b15837213f529b201d8f83d87ff03f5c5b28b0814240777773fd127,1,upper,178.50667423,12.769377593000002,14,59683,68270,67.57658870656587,210.55295574851218,286.72506286804355,1.3617717302934116,1.0,68270,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-1e6e4601793af106/tle-review-04.png?sha256=sha256:8a4d24c7ee3f66a6500a50ac51635ca9ff72656d0d2e5b266e55a013bdee23ad
scan-fw-ab858991e99e0693,20.0,sha256:ae4002e974e2deea838d5260a22cd396a9f61ea42ddc14fbc60da9138bd91201,2,lower,252.727429489,12.774684463,18,59633,69371,144.63970160342006,104.18802133095912,139.28041875464726,1.3368179659753319,-1.0,69371,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ab858991e99e0693/tle-review-06.png?sha256=sha256:d10f11f23071e7f877aaeed27c7c16998d628d66e724556e3544aa1d581e5c42
scan-fw-a8deff7b7fa80c35,20.0,sha256:82ce6e6f1564ae795de93811f7af21aac0c26d548c8b6300bd4fa8ce7236c232,1,upper,123.156343593,19.229476594000005,26,67619,65742,77.11200876843746,134.5834892328866,221.41588284089715,1.6451935085272877,-1.0,67897,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-a8deff7b7fa80c35/tle-review-05.png?sha256=sha256:3e3772e01736c566989ef4ff8526f332a15f1a5dca05a3c2834cb3a344c3f9ef
scan-fw-cbaa70cfaff36586,10.0,sha256:66f740d57e1367bff8683edb20080d5220d4e50af464b39d0eb3fbec4a5c1794,1,lower,152.431001033,18.380042578,36,62453,63837,43.28042902519687,39.6682837555867,1020.360642178601,25.72232891308029,-5.0,63837,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-cbaa70cfaff36586/tle-review-03.png?sha256=sha256:4c7e028b7afc85bdbf4105500ab43f462208c51449781c90e848eb09e548f8a7
scan-fw-cbaa70cfaff36586,10.0,sha256:45c27901e000a4f7041b72a3c7784a41e1d57cb8d46b711e04935961f08c9ee6,3,lower,166.460941945,20.343353129999997,31,64604,63837,410.64819488049795,370.67287982401695,787.9564766042643,2.125746229339356,-5.0,63837,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-cbaa70cfaff36586/tle-review-04.png?sha256=sha256:a512dccf2777674ee9fa6db1fe0e371408b8b70716692a7fb80c072839c10c58
scan-fw-483997e3b0f41dba,15.0,sha256:0bc3932749a903a581c4c02843076b43929eb8773344569e306d104cfada4698,2,upper,224.683516085,25.534575200000006,50,58719,59645,82.66322291231745,111.08978619883678,811.5243542123508,7.3051212175332125,-3.0,59645,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-483997e3b0f41dba/tle-review-03.png?sha256=sha256:fa4bf28a73dd73f3e301a50a89216c04d9c755c7b20364b84860bb2f8a1dc998
scan-fw-483997e3b0f41dba,15.0,sha256:0865cbe2fa8933082c66b166ac6de2edc51b79df62340ade27a356e0ec594c9a,2,upper,250.919498999,14.59398118599998,22,53920,59645,28.699010273358617,60.14591654972144,41.69367712681496,0.6932087749024096,-5.0,59238,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-483997e3b0f41dba/tle-review-04.png?sha256=sha256:7df7796196a962cc3ade1ca8fceacd19e09579ae1e1277e152dee897093177ef
scan-fw-e69759741a2fb730,15.0,sha256:aa1bae58c8e182be3703e5270363545508f8997276837297d1c401c8df70b8ac,2,lower,77.635135534,14.732138943999999,21,58154,63074,56.41114214843109,53.51224932163004,476.5156727727966,8.904796169354547,1.0,63074,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-e69759741a2fb730/tle-review-03.png?sha256=sha256:fc13f9699084008819e2301449d2ae7b9f917495f9426a3f3b104e4cd0ac2819
scan-fw-81f3e8b8122c997f,15.0,sha256:77cc77157d8bac40097e4bbf0afe674ca8fead71d241d0a76c20ecde69701df2,1,lower,162.250261197,15.293383423000023,17,58677,64760,25.889549525642412,23.938378733671193,115.16176415135823,4.810758716477914,0.0,69462,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-81f3e8b8122c997f/tle-review-05.png?sha256=sha256:d833db3256e535ec7f19710ed5b1782bac03084d167731a23f5724bdcdc62616
scan-fw-ff31c55557ef77ce,20.0,sha256:c9c5807a4c77bdf74157f4034522c270dcd55c07525aa7aa913bf04e834e9b21,4,upper,134.09837949,19.653605666999994,26,64780,49435,37.152837436674524,65.47671977183163,94.37329533865066,1.4413259501623732,-4.0,49435,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ff31c55557ef77ce/tle-review-02.png?sha256=sha256:6e3ff58f05b1598d8aa604414be6f134ac66d088e7750ef4c9178ed1a667071b
scan-fw-a37981b1b45e9276,20.0,sha256:d443be16bd037b8aea77372696e1b2fd5909c13ca11c2a2ad13f5d3e179674c7,3,lower,69.238310565,19.793248991,22,67215,61638,42.62023015112804,33.219326013456055,158.7940041851079,4.780169354453058,0.0,67208,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-a37981b1b45e9276/tle-review-03.png?sha256=sha256:7f44a7173965bc9732eaa3036014e05ddcf3f8864862828aa5d45f4a2d81b39a
scan-fw-a37981b1b45e9276,20.0,sha256:0f6d824d31c0bc893467b6cdb53bdeca1043570068d11b21ff45284b33fcca9b,4,lower,236.569261405,26.544163739000027,34,58796,63139,47.25675290784535,102.84839207810604,146.42173294409028,1.4236657470823013,0.0,63139,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-a37981b1b45e9276/tle-review-04.png?sha256=sha256:d37d6acad888ed6989d6f0a4722042554936eddb3778db2e75b00debce1a6163
scan-fw-a37981b1b45e9276,20.0,sha256:4e94af9f86d765393f61f9f32d23f90de94a4efe0188eba6cf15b80f050d7ac4,3,lower,264.235941942,20.352147430000002,20,58595,66181,58.32716627909085,64.64796987851376,107.43525873403516,1.6618504639190854,4.0,66181,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-a37981b1b45e9276/tle-review-05.png?sha256=sha256:40929aa6c68783647f825a6069a9ba0b22d7a5a016ecc1dfbb273119e629e334
scan-fw-5d1fcb12ab73c075,10.0,sha256:dec00a709e6dd227645ad7680db78973320c2f16198b1b0475394ace1da5de57,2,upper,28.540265217,23.289313449,52,66934,53492,147.02004465137063,132.37410504823785,676.7749657840072,5.1125933243317245,-5.0,53492,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-5d1fcb12ab73c075/tle-review-01.png?sha256=sha256:68cca671ec9052965fd3e1b1ead19e4724fc5715619d2889ac74deb1841c3791
scan-fw-5d1fcb12ab73c075,10.0,sha256:b3391c39d81ec6edcbd4b0e19f4b7efa802dc383b63ca8547a81c5ff40524182,4,upper,205.889599372,19.221426909,18,67108,53467,75.66237010952044,37.79886294982272,483.10899697855115,12.781045758436418,-1.0,53467,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-5d1fcb12ab73c075/tle-review-06.png?sha256=sha256:5b1e32cb7fc23f767901a45fd00a798e43b83720d5c527d03e2cb8a9cc6e5767
scan-fw-1a67294623b55199,10.0,sha256:bfe5282f5cb4fec9324535a7b5faf589a2a199d746ca9db4ea420f93774ac323,2,lower,90.968729383,29.042824812000006,18,58518,100004,51.88240429075154,1071.4372449671807,994.592947810789,0.9282792365886576,-1.0,100004,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-1a67294623b55199/tle-review-02.png?sha256=sha256:2e0bc1e9366864feaba2c9e2bfb6548695615e5da2f57645e8434ce4bf4cedb2
scan-fw-1a67294623b55199,10.0,sha256:c631fe353201af8e661fa3db1aab16f290da5df6bd27783df9c55f1a6906531f,4,lower,127.026115762,35.637412556,48,63402,56767,538.7873757564113,578.6752465995004,786.0052513549339,1.3582838664238321,-5.0,56767,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-1a67294623b55199/tle-review-03.png?sha256=sha256:23bef9530a03759a58d1db4e59f7ba6e914e057decf3926f1601d369879beeb6
scan-fw-2a556a3951e8c2d4,10.0,sha256:476c2bf197e66175bd2a34ba138cfc39700debafd7c7dadb2116f6f79a4500a5,2,upper,25.87229644,22.315929771999997,42,64295,62887,48.71147214985962,79.35263450546768,346.19835582393864,4.362783390639467,-2.0,62887,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-2a556a3951e8c2d4/tle-review-02.png?sha256=sha256:95a181cbe95f9a907a0529fc16c6447caab8244a3ac6ed2237e9bdcbf725fbfe
scan-fw-0e60d5cd2b17f060,20.0,sha256:3992aca43925242b608d7d3d8ebad941cb9464a972bedddbd5edb64489e0765a,1,lower,129.615548534,12.074714117000013,26,66825,65517,55.80295943078871,21.523924542272226,65.33682122003873,3.0355440566481975,0.0,54082,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-0e60d5cd2b17f060/tle-review-01.png?sha256=sha256:9d8f478f690486a5f0e90133764aa63cbec33827ed371d07b7e996d4753a2201
scan-fw-0e60d5cd2b17f060,20.0,sha256:7fb1de0b721dd113af868a857de8585dd7e6c20048ae271c337e7cb79b9f5b46,2,lower,130.318287036,14.740590097000023,14,59751,68953,28.006498854860777,35.701313971865844,140.57096696361555,3.9374171795018933,-2.0,68953,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-0e60d5cd2b17f060/tle-review-02.png?sha256=sha256:8b3f5c9d3efe18e0aca5c76bf4134a40ddb4635b7cf8b407e72816e1bcfb6537
scan-fw-0782f3b060eb5c5b,15.0,sha256:006e2321fd1c138fbb65d7e5fddbf975f780add7889596e3706b3b2b104b36d5,3,upper,204.754208272,30.871982185000007,42,59887,45564,82.55991456313362,65.93384359992963,465.28892729277067,7.056905860304908,1.0,45564,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-0782f3b060eb5c5b/tle-review-01.png?sha256=sha256:18f2cfc49d61b446e0baa429d47cad6090d46ac8822fd8bf179a0c21944ae63c
scan-fw-1be2dad4c21118c5,20.0,sha256:a6c0b4a83caf6b976ce5cbdba5b7589bf8ca5fabf7d7eca47982816746fb5d9b,1,lower,257.624053975,16.98672131500001,16,59903,66886,28.62265765550434,23.171464272023126,88.21650989586992,3.807118482468162,0.0,66886,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-1be2dad4c21118c5/tle-review-02.png?sha256=sha256:51b806b3f5028c66573217a25ac1bf093c0b44f2b93a04b0e8a445451b84b819
scan-fw-1be2dad4c21118c5,20.0,sha256:12ac16fec23e1db04e4a7cb604cb8d4bfdb78d0f3992cd1a221a645dc7dde9d1,2,lower,283.746875358,12.494621429999995,23,59332,66886,19.274527430617056,31.800449408082212,113.65888979958017,3.574128413754219,-1.0,100447,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-1be2dad4c21118c5/tle-review-03.png?sha256=sha256:80e00aa616c58f684e62b8f0d61119e861cc61567022ba7bec3a753b00170bad
scan-fw-36250ca449cdb6e8,20.0,sha256:50b1ef4bb53ca04fbc39c243dd9b08a64f0e2656b368274efc212f43c7fa1862,1,upper,287.676711094,12.213235236000003,21,67629,51865,22.342902384149962,68.65188882330929,80.75142547763866,1.1762447743494746,-3.0,60402,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-36250ca449cdb6e8/tle-review-03.png?sha256=sha256:4f58c95f2e42516a17d657710d4001bf5589924af5beef269f137d96fbfa217d
scan-fw-e89f3e1df66396e2,10.0,sha256:a2330e3b3e47093b7acafc04448145e6dd6bd8d2f51f238255676e3b89cbec20,3,lower,36.527168111,21.605841589,21,62131,68715,40.15304477959161,74.95050474927781,157.6138274232033,2.102905483431344,2.0,68715,True,http://gauss:8090/api/v1/scanner/tracking/scan-fw-e89f3e1df66396e2/tle-review-01.png?sha256=sha256:1a46bd1c865bda8f704d744404d18c6f6b3bfeb55e28780a412572d69adb67d4
scan-fw-e89f3e1df66396e2,10.0,sha256:33d2154862a5f2dfd3eeb0de6b728a859e97c947624dc0d046d34854dd56f980,4,lower,141.766406764,18.237406399999998,34,67455,68255,42.047745068441145,38.07123168253041,277.7366941920369,7.295185417378572,0.0,68255,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-e89f3e1df66396e2/tle-review-04.png?sha256=sha256:024e90454c49ae803e4e5dfd3f7220cf87019b08ec5c4d965dc7c6975ddfc5bb
scan-fw-e89f3e1df66396e2,10.0,sha256:811a042174fe17b58469bebb59800a0401571011be9472b5da042b3921652e06,3,lower,197.886194966,21.188381193999987,27,59631,51857,41.49151536564503,28.066343890510183,345.97360693141843,12.326992367837384,-1.0,51857,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-e89f3e1df66396e2/tle-review-05.png?sha256=sha256:b374d4ee5c803c1c34c29c70c90409373c95f4d8911e20b3c36eb787546edea1
scan-fw-e89f3e1df66396e2,10.0,sha256:7047ce4186f4d2031a02736f3edf9f46d4396046e4ca4e0e352ce8a2ed3b844b,3,lower,251.203160739,35.78079042899998,68,67470,66254,142.18864411008852,171.3098361271651,416.64586790566386,2.432118769855008,2.0,66254,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-e89f3e1df66396e2/tle-review-08.png?sha256=sha256:2edf9db6b6000b3b215ba4663bf9495ea2740f18b3bf74fe7f3a902307c16004
scan-fw-78e75ea0dc7b5c8b,15.0,sha256:f93588179a5480259e9a713e8994d4a9500524ad734fd815e5c0a14b9b875d7b,4,upper,185.953064271,25.538935878000018,24,67627,66345,120.82884504289666,42.53224612275684,145.75869122582682,3.4270160763468067,-1.0,66345,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-78e75ea0dc7b5c8b/tle-review-04.png?sha256=sha256:fa4b9e43fafcea00b9966df07774f4e10852e7ba7623e62f6722a3ce653482e9
scan-fw-78e75ea0dc7b5c8b,15.0,sha256:859acd3b958471ee81760979709a9ba006b587d5ea272a3adb1e95033941dd2c,4,upper,214.718619171,35.78000717399999,62,58192,53794,85.14951320781974,78.44777959412866,1144.5693896894684,14.590207595565042,-1.0,60093,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-78e75ea0dc7b5c8b/tle-review-05.png?sha256=sha256:1be134fecb34d0a11f5be5df93d2ab29f00083047b6f26cda42717f571a8ac8d
scan-fw-655821e89b4fef6d,10.0,sha256:21cf89d6866cec18eeb7ba07a27d9ac0b3b44e4f5c786bdcdb7b4a6218db8767,1,upper,154.111081047,7.0160644460000015,17,59240,64220,32.35846841445123,24.85104779526438,79.78945293860156,3.210707797753552,1.0,61882,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-655821e89b4fef6d/tle-review-01.png?sha256=sha256:b4b935fa57c7b87019d47f039c4f92f127458af97b207fd9c4042e7e0f8782b7
scan-fw-d1147df1da924456,15.0,sha256:853c75e11cb81d235274b1650ff8d38aa76e4236a640cf1be471f28593c2aaa9,2,upper,0.427051181,7.999999556,17,67344,60272,22.902701335255692,27.597427434600146,50.42948207673153,1.8273254706888296,-1.0,60272,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-d1147df1da924456/tle-review-01.png?sha256=sha256:d06a1bee8faad1178bcc52e2126498c1a516cf199e3319983730c822d76450d5
scan-fw-228e95f8726c7caa,20.0,sha256:0e64f7d801ec6b15d56368be7536b3396d1f526eda044e3139234c700f9bd8e0,2,lower,25.827353592,14.608597371999998,16,65631,58948,39.11004601066613,47.605509223180064,229.8882013885606,4.829025151497035,1.0,69509,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-228e95f8726c7caa/tle-review-03.png?sha256=sha256:8f373691b37efa2dce1a38d5bbdbfa2891b4e41ce3e95d9fcd1da3da237bbee0
scan-fw-76de27b80cc1e288,10.0,sha256:3b9023aadfce9831e1d72218d321f13967765ccf69a69be9f6765c56b9de1d46,2,upper,42.2853914,37.462833997,63,67362,52846,119.89608107106937,126.37637585245602,257.03497931719596,2.0338847160586675,-1.0,52846,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-76de27b80cc1e288/tle-review-01.png?sha256=sha256:9097ad4a5fc4f302ba7cf0598b749148aa285e996e111203ffbbc93248d8d46b
scan-fw-76de27b80cc1e288,10.0,sha256:5b5579433d8589151e10e6683341b33c14b88b51d3aceb3ebd85d563e8e85a98,2,upper,267.340259339,12.766452528999992,16,67361,60271,74.96878724285118,35.866023035197706,143.42923624038318,3.999028163775687,-1.0,63890,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-76de27b80cc1e288/tle-review-06.png?sha256=sha256:92d7a0e794ecdc741516b0cbb18b997278d1083a66144e8b69ea65f15b809ee7
