session_id,rate_msps,tracklet_id,channel,edge,start_s,span_s,observations,norad,runner_norad,fit_rms_hz,evaluation_rms_hz,runner_evaluation_rms_hz,runner_ratio,tau_s,production_norad,production_accepted,png
scan-fw-b06315212ddf5fc7,15.0,sha256:e95a088992a7e876131c59857a6275af3b639ddc79f01958fae897149ef89660,1,lower,271.967830317,27.78133760100002,21,63023,52838,385.2288323587181,597.3082813256949,448.330049635743,0.7505840177549483,-5.0,52838,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-b06315212ddf5fc7/tle-review-17.png?sha256=sha256:464a57a79122139c16c824c39342add4a8d2fd3968c5537e7c41adf90eb9614a
scan-fw-58e52b6878d5b070,10.0,sha256:1abc5146c68fa4259271eef35c24c7385786e0dc3cfe06583245185d915527ee,2,lower,160.721647228,36.193381165000005,28,69526,66171,446.51280887204865,430.8839080186848,526.864562741907,1.2227529339969228,-5.0,48116,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-58e52b6878d5b070/tle-review-04.png?sha256=sha256:7e65b7f9efd8c25d4ef8465f5ccc3312bf1ac36f610aed6ef5de3bbc032ba1f1
scan-fw-55e1cd429ff192a6,15.0,sha256:effc21ff8ff5f2b605efed67d5c1d1b48fb47b015c556cd7c5e4c3cefe51b511,4,lower,280.950663837,18.65890183700003,30,66502,56702,29.087199388373335,30.59657420750525,128.2744915236885,4.19244620831515,-1.0,56702,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-55e1cd429ff192a6/tle-review-03.png?sha256=sha256:f08b156ff01eba692da9eab7bd8f90881b2ded9b6e69b3ae464c1817d71f4273
scan-fw-021518da1ab8aaa4,20.0,sha256:e324a298a8a3de050431b838d6451633754105ddd7fca5c1f20ecee54cc10ebc,1,upper,222.813053666,13.896741547000005,14,60029,66266,34.45024456723633,28.59368363313613,31.902026948751555,1.1157018926998798,0.0,55587,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-021518da1ab8aaa4/tle-review-07.png?sha256=sha256:84cb754cf59a14089c264a00f1cd333da67098b01265443423e0bcaae7593958
scan-fw-2c570fb935c75a7e,10.0,sha256:f5757b38ce2a3822262ec891d1304a4551bbe4abc1478395cf6dbcaecdc3d1ee,1,lower,20.68037018,18.801493285000003,27,66279,63055,79.35683857233914,52.1364009453333,277.7960710611371,5.328255614583279,-2.0,63055,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-2c570fb935c75a7e/tle-review-01.png?sha256=sha256:bef6bd6304b530360ac212097f2c143ca6eec56869353d1e57b4f8c5dc6da7d0
scan-fw-bb9e21d60e3f0a83,15.0,sha256:aa19774a3ba90622ce400813b2f7c9b215bc71b0d6db192a4d82822da74d9edb,1,lower,130.674743473,12.488081631,17,66288,48309,20.49038950589447,31.736669316704276,416.0080603926241,13.108119703464359,-1.0,58236,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-bb9e21d60e3f0a83/tle-review-06.png?sha256=sha256:f9cfef35b681b2801b238137e5c8f250dcdef8a49cd960d6f8ec499e0070e279
scan-fw-f72b01c8dcc297be,15.0,sha256:25e4428246182a4fec48992e629d1aad8b14ca7d7f0aad571711bb3a265dbc63,2,upper,25.441652415,28.763419556000002,31,61674,64192,42.8331109197631,132.5011088663766,227.3682402723404,1.715972358402181,0.0,64192,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-f72b01c8dcc297be/tle-review-01.png?sha256=sha256:e75d546d1798cf3b6e2270d06855400ceae4f5c45d80fe1077dba9ee112fe95c
scan-fw-f72b01c8dcc297be,15.0,sha256:7d83754ced0dfd5bf13d47bdd9f4568d208d92b4066b36f8658b727b70b2a1a7,4,upper,156.769049275,31.008134154000004,27,59579,53292,104.3492784514239,107.12081448007054,599.9702398027014,5.600874514582073,2.0,53292,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-f72b01c8dcc297be/tle-review-10.png?sha256=sha256:aeb0c23218ea26291f09310b914ee7a94cb7215fbeb2985d3f9b430e7a2edfff
scan-fw-201fa5d5e0fdb1b0,20.0,sha256:db125d3fc482dbdece93dedd0a02a6bdfa7a8006f3372959dcbd9e4bfc3c5c1c,1,lower,99.860175692,14.738791737,15,65332,58163,22.11816666023373,34.885393270527025,641.5188658780659,18.389325896464925,-1.0,59582,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-201fa5d5e0fdb1b0/tle-review-01.png?sha256=sha256:912bee566efe2d7216fe400f81ea96fdbe29ebab7186e13520a7ed240d07c095
scan-fw-201fa5d5e0fdb1b0,20.0,sha256:5de59acf43acd1e3f08ef92ab7a3961baf2bfb666c3038a5a524ae43921f9867,4,lower,210.755848819,47.44668266399998,53,66961,66025,124.90865185566558,103.62448866448548,771.0852461966535,7.441148864852468,-2.0,59087,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-201fa5d5e0fdb1b0/tle-review-02.png?sha256=sha256:d63870056888fea8af06d6b35556ff5a37819233b6a893e99418b512a3532753
scan-fw-aad53cf772dc4baf,10.0,sha256:3fa33e6c8d8d951a40746a0ffa55b86898b0d58e8b253b9eed3e0b6c11bfc406,3,upper,170.954295528,16.274048731000022,20,48670,66091,74.66585200969678,90.46886395820869,122.862404857173,1.3580628680595375,-1.0,66103,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-aad53cf772dc4baf/tle-review-03.png?sha256=sha256:52a2a9e55093bd325308ac45467de2c4b66102347d2eb493f33a73d36549f5df
scan-fw-f18c43720f58f08b,20.0,sha256:e1c795d7f7457966cf8233444a2a0c23b497a2e7eca8de57b88d1f988adc88bf,2,upper,261.568591817,18.66948730499996,16,60431,53023,20.435163851490543,28.136880518094657,136.00004144901925,4.83351526341232,0.0,63586,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-f18c43720f58f08b/tle-review-04.png?sha256=sha256:e499fbc1e302372193ea9cb16a5072490cb84a93d715a37731bae3ff88580607
scan-fw-238918c2fc5adbd2,10.0,sha256:191c45f15b541246da929dad5552d239500cf6be6b6f1b26aa6b767494a50869,4,lower,162.679879232,28.484045616000003,29,67329,48639,38.367991866715094,50.565954144372505,246.50332349911585,4.874887217500459,0.0,48639,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-238918c2fc5adbd2/tle-review-09.png?sha256=sha256:0c68ec63392e856a7caf4416da298629205041e04c1602d8f4f1648327c164ec
scan-fw-0e051aa4840732c4,15.0,sha256:8181647314f7d2da0761660606a2dd0c14850e6fddcabafe77ccd56644240cc9,3,upper,238.847176628,26.38016774900001,29,57919,60193,79.81769451425274,126.57364097422345,243.9755588418457,1.9275384429490416,-1.0,67037,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-0e051aa4840732c4/tle-review-05.png?sha256=sha256:c4b2932a654ccb6be7ea74a788039f5a44e1ec899dcb3fcdd83c041a5852ab07
scan-fw-058d6084382f51ba,20.0,sha256:559170868f91c1af8e37ab0e3493da726159ef4c37a0f4e1c757fd21bebfdb07,2,lower,2.561748939,37.201354084,30,67045,57920,106.10721698033791,56.274795759348656,208.86020887371464,3.7114343296220267,-1.0,57920,True,http://gauss:8090/api/v1/scanner/tracking/scan-fw-058d6084382f51ba/tle-review-01.png?sha256=sha256:0282d7573e742c82cb6cee5ed7c913a934d49a044fa9cb19d063930161fb54f8
scan-fw-73af001a36ff7af2,10.0,sha256:a31ae99580e93a2891bef3ea40c2edc15bf9bfe9b5274c0d185d4bd2ab0576a0,4,upper,0.476443069,24.409025533,22,58447,62272,103.4002373985696,122.73051374694082,135.40248867165434,1.1032504023477159,4.0,62272,True,http://gauss:8090/api/v1/scanner/tracking/scan-fw-73af001a36ff7af2/tle-review-01.png?sha256=sha256:2858a7953dae39a0f29d5d1bcfb5934241eebf408a76d64f0292b38dd3ad0770
scan-fw-73af001a36ff7af2,10.0,sha256:c98ec97e8dcbbad06234350170d58c69b455098f9b563cfa7eed33a7653d7b3a,3,upper,9.175040639,28.900278866999997,26,59925,58447,53.38550773890592,71.74748363820677,271.4937395717595,3.784017582286111,1.0,62272,True,http://gauss:8090/api/v1/scanner/tracking/scan-fw-73af001a36ff7af2/tle-review-04.png?sha256=sha256:3596c39fdc03599fb73dae4324326c61cd8c1e2adf986dba8a8114cad496e22d
scan-fw-696d33fa7ed976b2,15.0,sha256:f567e137cb39e008f7f562c4e6e6d574cb1cde6f3f51fcdcc2f094425853c02d,1,upper,167.571776895,23.992179776,26,66206,58357,122.99808775906698,177.73384722393968,187.6427973128658,1.055751620997891,-1.0,58357,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-696d33fa7ed976b2/tle-review-03.png?sha256=sha256:48284e6ea65928337ef137744d1673d4fad3a5c8a9fdc54bbd8c46658f9dab69
scan-fw-e07879366dab5aa9,10.0,sha256:3c81e645e95580c5b958841d58b5979d019bb1df4d646f88d2bb08def4343bf4,2,lower,263.131137585,36.477763279000044,73,66606,69976,53.50649010919615,47.81094221812725,778.408515129706,16.280969983364535,-1.0,69976,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-e07879366dab5aa9/tle-review-14.png?sha256=sha256:d0991f2a005888ccd0025d0d092827b5a9b370ae0798cad4bc3f8d0785ca878e
