session_id,rate_msps,tracklet_id,channel,edge,span_s,observation_count,local_rms_hz,rate_hz_s,eligibility
scan-fw-41baafbb4271e426,10.0,sha256:fe86eed0efbfa83f154946a7b2de9974a462fc503ae46d2ca81dfd48124101b5,2,lower,9.1376053,8,65.81228685890692,-3882.323994537401,sparse
scan-fw-41baafbb4271e426,10.0,sha256:97c314ef8ec57314a43b32bb61093b5c6a406a1b2fbe6678cf9c64a847add6bb,3,upper,13.2083532,12,203.3366003084734,-3525.1723508658247,sparse
scan-fw-41baafbb4271e426,10.0,sha256:9a761696e25189933db900fa5ab70633ea46e04ec75e3cb160d95c74f531fd3c,4,lower,38.4643483,39,498.848100981492,-3666.302550949338,eligible
scan-fw-41baafbb4271e426,10.0,sha256:276c864984ef68361e5a4e454dd2e2206ef650e18de30de83aa5a36f72f1234a,4,upper,34.9550194,26,390.6335138660842,-3683.3950314274102,eligible
scan-fw-41baafbb4271e426,10.0,sha256:922ddb2f690eb9f7ef44bc418541e5d95995c8260c726d01f149d5196f217aa8,3,upper,13.6255999,9,170.89838944398755,-3673.7861243386496,sparse
scan-fw-6bff1fff37cc8ff2,15.0,sha256:f1943533397b72fe68c0b55a8053a7ffcb2f92c1270976f6c046992d33bae702,2,upper,33.2721698,38,264.92778322905457,-3115.2570876814957,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:518bda1e8da5decd5aac7d187af7093cd9022948ddd93499370edea9ac1efe21,2,lower,32.2910186,24,282.99802417516753,-3108.254197723928,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:edde68a4c0b52a74b9f86a245010daead66c0fd5f1e0b28c6b4b359a5e68d402,3,lower,22.471023667,30,229.57713771191715,-3072.6903713303122,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:5c0f13ffc8e5e897dd2ba237a8c2751d9ef0c36696bb329c0c1158bb38722cfd,3,lower,13.911045134,16,344.6558248084922,-3701.7039177226884,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:d21e33975dfc79d56a3783baf5ecdbb78825b9fad78c0ba9cf0c987c1b1f187f,3,lower,31.865696,30,296.8275212550292,-3100.3583269499854,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:dda61a63f41eaeeadd15727a23a8b87dd0e4a5495fe3c271279560d96afbb8bc,2,lower,13.206946,14,28.4633902386423,-3146.5797608438884,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:724fa6887e1f5a8f6d4d756dc3db08a7f456bcb5f577f84b2ae1c27a8676e4f1,2,upper,13.349659,20,125.29386672760508,-3857.7442609560753,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:40d9753465d08b6198c12aa0af93396c8080f3cd101708307e6f33b61e4758d2,2,lower,12.088314734,16,91.66997778051251,-3897.51882927064,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:c72239934b136d80c4cc4e2d10a4c668fcf367c8c5615450294654c18a696d94,4,upper,31.450998067,25,834.0851622170827,-3828.563571941475,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:0a740ffe0c3f0fb986cd795de7384172c2620f159fb02fa1edbccaacca4df10e,4,lower,34.537751467,30,819.1069847664414,-3829.0023331726984,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:f9bd51c5468c066b337d6e85bc6e9019fa86b1f7774caf04afb05741bb427ee4,2,lower,21.487152466,18,399.2394541872698,-3587.85163258219,eligible
scan-fw-6bff1fff37cc8ff2,15.0,sha256:d209904dc69f76a9a101e9976be52291132e9d64e74e08b9a525be1fc8119149,2,upper,13.346998,10,153.11412597105186,-3645.1943857526066,sparse
scan-fw-6bff1fff37cc8ff2,15.0,sha256:547261d4bfc8412f47daaf34a7c8215567ac9b3974d6363dc68a0f5454894467,3,lower,26.260163267,26,441.7463845598504,-3930.830528644114,eligible
scan-fw-b2f704c15e95d366,10.0,sha256:3217a259b18fd1745edcf3730e8e4390eb0ba69a6bbb0d75f01422420ac5b5cd,3,upper,27.9442398,26,155.8899297667365,-3673.8721191280574,eligible
scan-fw-b2f704c15e95d366,10.0,sha256:971da929951fac6fba2dcd68c8aa27800ef54d85bdc31f31891d403b980969e4,2,upper,8.4403343,13,130.6803316029994,-4060.80244551386,sparse
scan-fw-b2f704c15e95d366,10.0,sha256:be2ddccc9446a1aec57d023b32b5c15e793b1b36e11f1a640896b1ebb01cf310,3,lower,23.5963217,31,145.34216314549496,-3668.8267774814885,eligible
scan-fw-b2f704c15e95d366,10.0,sha256:948ead10aac7af709db4e1fb2adbc08aa9fdcc83984b700aac5f3e04ca673da6,2,lower,7.7388987,8,86.32937453507954,-4068.7635814720597,sparse
scan-fw-b2f704c15e95d366,10.0,sha256:26f05f83bbceb38e9721d6ef6066453cb34953620c32465af466815bf503ac67,4,lower,13.3507418,12,143.50413947962394,-3843.310426830549,sparse
scan-fw-b2f704c15e95d366,10.0,sha256:c22ca14bc7c15fa03f26ce8a78a18f6c057a9dae294c8452b1391d3b9ae72fb0,4,lower,13.4897752,9,469.37276106724556,-2948.917449127506,sparse
scan-fw-b2f704c15e95d366,10.0,sha256:12ed9041c01bdfc06eb9990dbecbdf18211ca3547d584e79ad01c42f004bd203,1,lower,14.1924403,19,399.6058999540222,-2989.4823219868267,eligible
scan-fw-b2f704c15e95d366,10.0,sha256:4f1b57e450ded2ecb91f0a3c7a073daaae6afdd974969ba2aab7deed190f56ae,4,lower,36.921776,30,1011.3258551027806,-3846.2324809380507,eligible
scan-fw-b2f704c15e95d366,10.0,sha256:1597db9ae2ec854d743b178678ce222bcca0f8f113793e1ec9e7750f560dd469,1,upper,37.621738,40,948.2883652109019,-3866.574258243651,eligible
scan-fw-b2f704c15e95d366,10.0,sha256:bb5d12ac5390b51def5f55f1d6a592ad24532130d2f63ea2cb43029ff5da1484,1,lower,36.2177286,49,882.4189925505366,-3881.702994656819,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:c645c2f42a6360c68f14899c2b06dafb66fb0db3bbe963d5c6c665596c28ba8f,4,upper,9.5588258,12,69.12324654183448,-3890.711543306063,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:e727d5526c735365564e846d285a882000c20811af171e05eb5b49cdd7efe7f3,1,upper,7.593621067,10,46.247703732027055,-3872.4771012637048,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:871abb47d5cf95d5f158795c194170a4f3a888b4c223634ed8997415a7790d22,2,upper,8.717621333,10,96.96799285172882,-3884.3267849754247,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:e3eec3d210abfe84bbbffce04343692152eacca7e72387cc1b046f22cda97e1e,2,lower,6.610955067,9,22.788150663670972,-3869.4837391056735,short+sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:ab09d244cf155df70e49a2a3fe6d406354360003acf6f1bbb8736e8347bea089,3,lower,17.276335866,23,528.3394347751449,-3482.385355423045,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:9fb2798bb24e47246bbeb40124d261c3d5a9886d1e5b0029bbebb40915b8f65b,4,lower,17.276382333,11,196.00928803201634,-3896.2174629916135,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:bd5535848bf44c05bba1d42b75185aeacf8e8f43563921caa2b9418bc511f509,4,upper,13.348322533,10,105.38294853589495,-3912.8686616636983,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:514baa2d377f4f50ea56197eef23ab638621367cec6ca013a28506306a6b020a,3,lower,31.0251394,31,315.7572126079419,-4307.093240860048,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:51cf33fbf071a61b9f0340075acf99f4646c01ce6c9d56aaea2cbbe27f0e1732,3,upper,29.061096133,38,230.3286116654181,-4319.565414355161,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:b3470f4e9316f63bb653c6fd2af745c19bb3dda3a11e38eee25cd2709a3edb9b,3,upper,7.173597267,10,107.81148282211713,-3769.85989233242,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:ddbdaddc6022614985bad3b6aa1fa1c3a3ca52fc4fa7c65b52c7c46b410c80e8,3,lower,7.1750268,8,83.36149431133244,-2766.466433459232,sparse
scan-fw-e902dc59d3ff9b05,15.0,sha256:7f68bc51583ced71f9d6343b00faac947511cb566b43e0d15ffd4e59096b2570,2,upper,23.870942467,17,614.6620437092329,-3593.7181476842366,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:0651d3b950082f88ca46e35263d2cb7fe22cb0e118030955fd57cb872673ce34,2,lower,28.220406933,26,625.6709184987197,-3610.1076308298584,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:8a3e0f510c89d8ec7551f3a0c15a930d72596cc1b063605100cd2a2cfc7deb6b,1,upper,26.397647466,25,214.60476873818612,-3713.6552930861135,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:237593be691f8de18c615b6973f24fd904838e6975fec6b5597a61aea23f7c20,2,upper,17.278922867,16,190.66965897192776,-3979.522685358318,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:7e4723ae331121044174c8a4a9c19c44b8d57f2eab737c1e2398a009a364aeb4,2,lower,20.644230133,14,362.1866711130386,-3905.880285083409,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:676d30ebfe73d325b4b480c1582ef27e6607f73f4b7f052f7f5eb62d862909cc,2,lower,18.821810067,22,729.242141739877,-2926.875239450109,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:33c88a8bfa1dfa6de9036e73f36c66a18d01502e4a4b33a4fb90bfd143558dff,2,upper,15.736438466,20,472.28548242213225,-2988.7719970103694,eligible
scan-fw-e902dc59d3ff9b05,15.0,sha256:08f9a8b62016d87ee7ca3bd016e4fcb26393c09aa77a3ea0ddd03363557cdc70,4,lower,13.349746,13,324.45130112850387,-3090.7222726901455,sparse
scan-fw-1043f994f9abb964,10.0,sha256:2cd507b42bb369e837547db0499ff3d3634a5f52a86d5a82fb82e1f577c3f18a,3,upper,15.1790802,16,366.81330636325237,-3255.2534441063644,eligible
scan-fw-1043f994f9abb964,10.0,sha256:3b6e8e92f50d67c469090295925285632eb28545c804d8267c05b64a55ec2f00,3,lower,13.2083892,10,269.2561314587039,-3302.2281211795075,sparse
scan-fw-1043f994f9abb964,10.0,sha256:8e71e5041e3e2eeaf9ce87d42ec8273e94c8ee4509c94b8517bbb83626e4b4cc,2,upper,25.5524142,26,433.459765256623,-3563.9327137690134,eligible
scan-fw-1043f994f9abb964,10.0,sha256:45fbadac0716f4cea36f381f2293282b33673564510b3d4d7e7737a726d28a90,3,lower,13.0669578,8,12.704554385712138,-3664.834583226607,sparse
scan-fw-1043f994f9abb964,10.0,sha256:15a66358faa02c8fe8e9f5df521bef743e4b505e2bc6cab0b4f5698ae594e4c6,4,lower,10.1215668,10,175.95283313419242,-3460.0249374558957,sparse
scan-fw-1043f994f9abb964,10.0,sha256:247e9d8429fad103c6f4ee94e211734d67702a696a831e65dc3b4a1170bb97b3,3,upper,15.1751043,11,412.86202142925225,-2871.010104610261,sparse
scan-fw-1043f994f9abb964,10.0,sha256:c047a4c54487ad0a4296b2d769d0b570c25f9b3a8f2e6a8dcb140a71eef26b7c,3,lower,14.8963628,17,397.28090771805427,-2832.918433834203,eligible
scan-fw-1043f994f9abb964,10.0,sha256:14a67631e6d662a987d375091ff4d333aebf56cd91a9852124a0bff4df0e986c,3,upper,14.332225,15,134.64454813187012,-4306.98096121925,eligible
scan-fw-1043f994f9abb964,10.0,sha256:b294e6158ba741f3698419046f2152d9874425ad9ba527d4e8ba10f2315ba05e,3,lower,13.2083286,17,107.31631962993535,-4310.602507822518,eligible
scan-fw-1043f994f9abb964,10.0,sha256:b8722879043b9f04c7476884564df702589f21a4570716769a3bd7c344cccc9d,2,upper,9.4201734,11,211.44229304696626,-3072.4474882363206,sparse
scan-fw-1043f994f9abb964,10.0,sha256:73bdb641dbd8186cd24fc17e6847be536982a61748b7d7fd656e893b59970825,2,upper,37.3417348,38,515.2366783965986,-3882.120204567283,eligible
scan-fw-1043f994f9abb964,10.0,sha256:6fd821d1ebc0654d00aefff3552e5df4b654c6fbe00eee555832158a2a5208d1,1,lower,20.7842573,14,106.31364335304565,-3680.1889602132583,eligible
scan-fw-1043f994f9abb964,10.0,sha256:0f0cbfde07ea3049e134815dc01e575a87d57406222d4c34dbfd7f32f9aae195,1,upper,13.7695851,11,57.958820650713385,-3692.8663587555966,sparse
scan-fw-1043f994f9abb964,10.0,sha256:4803997f92d8a07ba29b074df21980d40b12476d71abdeb759ece8f152808d9d,3,upper,16.575187,19,226.80260795274796,-3773.145776852538,eligible
scan-fw-1043f994f9abb964,10.0,sha256:1f2cda42a5f7762a7d3b77513382fa8782f8fa310bbc002239fc40e6a72489c7,3,lower,13.3471464,15,145.25839762076635,-3796.536753803127,eligible
scan-fw-1043f994f9abb964,10.0,sha256:316277ee42ea14bfe2ff3ee7862903d2a2a09633a551d30ad0b2848592154dea,2,upper,6.8933198,12,24.25954349696688,-3878.651298599512,short+sparse
scan-fw-530f9e29db0f3554,15.0,sha256:a772e804d6a1270390fb3ecb3a47ca0d40b6b830216ecfda07a7e2788803b176,4,lower,9.984331933,11,98.781838878056,-3492.7026387632377,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:9a9bd3ecae562d4e33a4605db8bde7761fb44b711483dd5f55cdc530d1bdcaaf,1,lower,7.8803092,9,32.36845943724407,-3511.5131493919635,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:c42693e1d9ffdca8f35bacb1d77299c2ae9583c1613743e2bb6de255841d73f0,2,lower,25.699026,20,325.2858223679874,-4276.724834607874,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:28443a217f896af18ee790a3a2af26ffb4d8b7d5a126e0dbd16256bacd4928d3,1,lower,18.8217028,16,308.36636410790055,-3852.876705786005,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:71cc327462b899d68cdbe1d4e770ecf15bbb3bfd266e3c465a9e9a66130f230d,4,lower,9.560184266,11,79.39630050485994,-3885.7276747950928,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:9d13179a7262db3deb5fb2f79ccdd6f5e5613e4a3078d537314d2f1be7fe84b6,4,lower,11.805700734,15,164.50103865845674,-3575.792007011087,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:9407ff354519a898d9381ae651db84aaed8ecc2d18b5e3a451db736d5ce591df,1,upper,7.3150024,9,90.88908305444431,-3527.978474209666,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:ab040a85e98ecc52bf514a9c355f347dd7f7688c534fb7c5dbbcb9bd37953bc0,4,upper,11.805692666,12,174.47342024456535,-3643.424515298494,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:d8e1c3509736a81eb4ad5eac667a81d658d51356a5b89f061928f742098cd1f2,4,upper,21.2081354,14,211.967733782344,-3909.8304410161127,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:ef49c7bf4946d2c5651b996d1abe7dbe16e964f85a6c6d485cec06efa98afc41,4,lower,12.788272333,17,127.36430528962553,-3887.7053714025255,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:5d319ee487ef89a7c2eaa94527a51b691ec64fd2b590aa9570c380d4701d7ef5,2,lower,12.6482586,10,158.06086477791993,-3862.0964611458035,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:d1dd336babbb29520723ca28539001706dbb994a6acb770279b4ef2057373bdf,2,lower,18.258934667,18,191.96720418647473,-3923.288655251624,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:09504f53e4d82fe0785ea28cafb24f0600bf2ae32ffece3afacd088b7e9c59f2,1,upper,34.395087534,27,823.2721529140957,-3869.800754256084,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:cdec9da92c27d22537e5960454c8a455922ea2ce1a3333b734ffc1d408a8ca6f,1,lower,31.589682534,31,532.5241493250525,-3914.6124557698176,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:9e4ec395571f567923458c129079b29c2b72c447006674d319292467616c8a04,3,upper,8.017612266,9,12.736635294348865,-3675.9276420831093,sparse
scan-fw-530f9e29db0f3554,15.0,sha256:dc712a8a8253206a46498bb66bdcefbe67a5711978b738c8586c948142976c77,1,lower,19.662979067,20,125.53312555187965,-3568.4435599659714,eligible
scan-fw-530f9e29db0f3554,15.0,sha256:e727e389c29d6f13e7fc80ad5f761f5e65bd4c6711860df217e17a7367073f77,1,upper,13.7709468,17,119.54060210115203,-3556.215842700215,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:02fdd43d337bebba1a888a15c3b6ebfa67a4f7ec3066e9de2cd29cd764ab50a2,2,upper,12.3722606,9,288.3788498568725,-3031.5653001905116,sparse
scan-fw-0f8d349f23ffa78a,20.0,sha256:55e6f756eba6c06ad25f3548b2ea08249ff2f6abb9fab7b813e1a3c2b757610f,2,lower,14.3364096,14,364.94469681017284,-3057.3199786035975,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:a755f67abdd1df75cdab0df9be6381ea45b0426baaf84ff7ec57e26c1f547b31,2,lower,17.7176674,19,555.4386549780248,-3109.9475890400927,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:87c23252cd2593d2de219c4774e8ad2609ec63703a107fb7893580cf81b6811b,2,upper,18.9818109,20,757.4987586419979,-3166.296817257002,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:77767e07cbb6fc0530e9f3799b8485092de2b625170b9cd3a3f964e926ff6273,3,lower,25.4255045,21,106.35787971753398,-3227.705820378973,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:321daf3144a6ebcd1fedf5d478e9f11e9ef8bed351d71973cc973c5f44c623e0,3,upper,17.56432725,16,98.84711247151274,-3233.1381060450954,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:dfd042f705312bb563d4b273f8bf462d536129ba96a689d99193c001a39e9aa9,4,lower,4.0882819,10,70.38975934162538,-3762.4800547505965,short+sparse
scan-fw-0f8d349f23ffa78a,20.0,sha256:796cf3c9f7e90d93dd4471d783a15a0e358ab7765d0236795fc9eade3ab34204,4,upper,11.3897064,10,253.18534676271292,-3418.401210987496,sparse
scan-fw-0f8d349f23ffa78a,20.0,sha256:1a5c46151778ebdd4a31a863f2e90d791d45930c61041d5db2b8ea5fac7e366e,4,lower,28.0976691,33,606.762988131017,-3710.4504363438264,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:42f89a4a2f113df198dacfd8170e265cdec2aba5f19150e87f863d1a4177cf62,2,upper,18.6909964,21,240.13082342020974,-3804.212318615739,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:d35a263769297f48297453d84d479c3a9d4d1e8f9c476b40ba588174a8a8291f,2,lower,17.14832545,17,158.57455101479212,-3807.7948076968014,eligible
scan-fw-0f8d349f23ffa78a,20.0,sha256:aa9f574c87eb5ab4ffb8848d628438ca2f2260133d3177ebfa64822dabb1cc69,4,upper,12.6509762,10,45.5112447908025,-3844.7511497571254,sparse
scan-fw-16df08681cce3379,15.0,sha256:9fbafdd661d1b9474d3167e45bc941e3f115098b2f37d7221df9acb522d0375d,4,lower,17.152345067,12,224.5469145077618,-3778.493883722941,sparse
scan-fw-16df08681cce3379,15.0,sha256:6feb11cf06b57a1e213a028ea9700d43792394703e5df50475342aae1c43f94b,3,lower,11.260087734,13,133.99339711277233,-3726.2723694997253,sparse
scan-fw-16df08681cce3379,15.0,sha256:36193e9e3d28793f8b0d511d4d12a8f9890872eac97b2005d696c7ebf89aaed4,2,lower,7.1909894,9,45.65042388686297,-3694.727137742926,sparse
scan-fw-16df08681cce3379,15.0,sha256:4b6a5d128729b92a025f79d7c2bf4774ab89954e5c65f67065ace442f40eb5bc,1,lower,10.121576266,9,99.82380752931881,-3801.755031271204,sparse
scan-fw-16df08681cce3379,15.0,sha256:6c341487bf86e4c32b1c067fd454c86b982fe840695f744050ad4eab68fec180,2,lower,19.944321666,15,164.48534164117123,-3843.535704917935,eligible
scan-fw-16df08681cce3379,15.0,sha256:cb1cb0765789b91e34b52a4ad979c6f6d3206f65476a78be0b504e352aadd8ff,2,upper,14.4709878,17,119.09080392234473,-3826.2102077934933,eligible
scan-fw-16df08681cce3379,15.0,sha256:2ab2e1452689fe07d5ccd5360634a2563a5767391615ddea62c2d5c41f484614,1,lower,23.870912333,24,148.94276985680833,-3474.1288438304223,eligible
scan-fw-16df08681cce3379,15.0,sha256:a8f7216e89d161123789393e78117a84e5dfaa578f50c6f1b2dea8f105f18e21,1,lower,27.377741466,39,532.8304764919318,-3593.369362730725,eligible
scan-fw-16df08681cce3379,15.0,sha256:63a69fba064b86f7fbb044d5a4a5e06a83d823919bc8aa72a9bab1a5f04f83a6,1,upper,28.781735133,30,445.31957194775856,-3617.822301388275,eligible
scan-fw-16df08681cce3379,15.0,sha256:c0669573464a539d056513fe95aab2da20faa133bbe78d8705164ab91aa6cf7d,4,lower,25.133695,15,312.8912049164476,-3645.1874929144587,eligible
scan-fw-16df08681cce3379,15.0,sha256:8b021ce4bbee4ddb442dcfc30b7cb0800107f757eb73ae923677604c6974a4a4,2,lower,17.136307934,14,53.31773650363064,-3700.0583765377755,eligible
scan-fw-16df08681cce3379,15.0,sha256:0a508d32285eeff931ae810379268efd6f94a0e5dce67b83f1048386d4b532cf,4,lower,18.539045534,11,251.2226105404505,-3983.079206986089,sparse
scan-fw-16df08681cce3379,15.0,sha256:fc008a57a6f466d719e991b47b060707425bcf3c584042ca0cf1d20890859b97,2,upper,19.944171467,18,174.51842405068732,-3996.0305992196877,eligible
scan-fw-16df08681cce3379,15.0,sha256:b9b0ae816b415ba964a788ffe1e83a3ca421af0e3778c0719d9d91819f028d5f,2,lower,20.785608667,20,141.3421586908829,-4001.920437699461,eligible
scan-fw-16df08681cce3379,15.0,sha256:d192d028c353e177b7ec502f05eb03d6f73f84dacbce915c2a5365490691d398,2,lower,22.607131533,20,744.1493414068885,-3362.2505515806615,eligible
scan-fw-16df08681cce3379,15.0,sha256:5675f6342c15cf7f5a999cce0d66edbdd452a1ec62e11a822bef20e8f8a10463,2,upper,20.081774067,26,655.6761709718226,-3365.463191303837,eligible
scan-fw-16df08681cce3379,15.0,sha256:70dbf1e1eeb581f20224826698ba0587f9b6e69731bf8725ce08318bc01c2203,2,lower,11.104376,8,247.41603534089754,-2975.319915670214,sparse
scan-fw-16df08681cce3379,15.0,sha256:5ed0872e208874427c097014e05d0820ccb0cac103ca96d5aa4bde9ae11e8d89,2,upper,33.691997133,30,844.2025584082461,-3587.0665376397774,eligible
