group_id,iteration4_error_km,iteration5_error_km,delta_km,exact_capped_loss,tau_s,shortlist_count
20260921_00,4.203656075629354,3.719980596203823,-0.48367547942553113,0.03931358971022654,-1.0,9
20260921_16,0.42292831048175894,1.7303843176285034,1.3074560071467445,0.07736364353124267,-0.5,10
