latitude_deg,longitude_deg,east_km_from_iteration10,north_km_from_iteration10,balanced_exact_capped_loss,postseal_error_km,cross_group_shared_norad_count,selected
37.85822833461974,-122.47896245860316,0.0,0.0,0.05812765917125823,1.179285838445297,0,True
