visit_index,split,target_index,receiver_id,device_counter,time_s,phase_rad,residual_cfo_hz,exact_coherence,control_coherence,margin,held_even_odd_phase_rad,training_supported
969,evaluation,4,0,493458864307,0.1165047,-0.22768097864147277,-370.004348986905,0.04510426583138169,0.006636722219978188,0.038467543611403504,0.11052008231560295,True
969,evaluation,4,0,493458877640,0.117838,1.6330962186179494,-389.52638342437376,0.04552767478625664,0.00637581265286385,0.03915186213339279,0.22750664575550217,True
969,evaluation,4,1,493457704307,0.0005047,-2.175548602855477,-3.4557676358860903,0.16552175178293593,0.005386621489858444,0.1601351302930775,-0.0392600207238627,True
969,evaluation,4,1,493457717640,0.001838,0.5888675743882172,25.975604216825825,0.16484992341572144,0.004591247191340314,0.1602586762243811,-0.005673946193620605,True
969,evaluation,4,1,493457730974,0.0031714,-0.7803435760798272,-19.54550938864962,0.023372655169525833,0.005811673840236185,0.017560981329289647,0.31304252616629746,True
969,evaluation,4,1,493457744307,0.0045047,2.0802131477561163,9.41850962943263,0.16722912109415577,0.006094715921601444,0.16113440517255434,-0.04602942857617065,True
969,evaluation,4,1,493457757640,0.005838,0.95544618560966,-22.63553513496064,0.16391625799321025,0.003441561015247198,0.16047469697796304,-0.05004232701618294,True
969,evaluation,4,1,493457770974,0.0071714,-2.948126238622398,-14.431152922302697,0.1501013357013708,0.006881957288205738,0.14321937841316507,-0.06260530692715793,True
969,evaluation,4,1,493457784307,0.0085047,2.113703813032582,-31.807753706655753,0.15857339327847778,0.00521966704891683,0.15335372622956095,-0.030788776150031394,True
969,evaluation,4,1,493457797640,0.009838,-1.785959077460815,-39.73805199279501,0.160773223714494,0.005539911765957633,0.15523331194853637,-0.13082355691541947,True
969,evaluation,4,1,493457810974,0.0111714,-3.0134709680170233,-91.05358694660366,0.01485476611695639,0.004702310718557426,0.010152455398398964,-0.23747610472485747,False
969,evaluation,4,1,493457824307,0.0125047,-0.760648206728245,-28.359131639191734,0.15589222910667305,0.005543127236525333,0.15034910187014772,-0.0034306380905839706,True
969,evaluation,4,1,493457837640,0.013838,-2.109326504086014,-52.37209478655184,0.16165485994603093,0.005543367619861753,0.15611149232616917,0.04075289360817291,True
969,evaluation,4,1,493457850974,0.0151714,0.05681203542305342,-36.18007372275288,0.18016738217392333,0.006481824072558359,0.173685558101365,0.0290937980021988,True
969,evaluation,4,1,493457864307,0.0165047,-1.2682895529403002,-28.869019251329153,0.13085204184462076,0.006608888417717722,0.12424315342690304,-0.04577859132404072,True
969,evaluation,4,1,493457877640,0.017838,0.9221042657751275,-52.96598027218497,0.15833412566304575,0.006658802861347728,0.15167532280169801,0.007068076384939781,True
969,evaluation,4,1,493457890974,0.0191714,-0.38514930688990145,-69.20499286937583,0.014102109839322568,0.004761752592140649,0.009340357247181918,0.07030338038004524,False
969,evaluation,4,1,493457904307,0.0205047,1.4856964803407229,-55.83139242308048,0.158849995228073,0.0036886651785748925,0.15516133004949811,-0.05158894216374388,True
969,evaluation,4,1,493457917640,0.021838,-0.12457644397355296,-61.06526034297647,0.15834819166919653,0.004647132761668161,0.15370105890752836,0.09570854333778844,True
969,evaluation,4,1,493457930974,0.0231714,1.8784918965992883,-57.976164373143135,0.1621260637825788,0.00386231715247178,0.158263746630107,0.006481548266007442,True
969,evaluation,4,1,493457944307,0.0245047,0.2957679353320037,-70.31443379239535,0.16511222437580347,0.005866216403550065,0.1592460079722534,0.015029767014665518,True
969,evaluation,4,1,493457957640,0.025838,2.209817995924907,-49.85961636958388,0.14138658548777258,0.004585704311488817,0.13680088117628375,0.007010859343545173,True
969,evaluation,4,1,493457970974,0.0271714,0.28525877361469437,-63.861728608592045,0.020247329383552358,0.004620683543767693,0.015626645839784667,-0.15091773576194556,False
969,evaluation,4,1,493457984307,0.0285047,2.238509298884444,-64.50238292253641,0.17025714586983837,0.004546689499333982,0.16571045637050438,-0.11624284982883748,True
969,evaluation,4,1,493457997640,0.029838,0.44214982720411933,-105.92127679574885,0.15420891975720827,0.005176927247129406,0.14903199251007887,-0.092695839442688,True
969,evaluation,4,1,493458010974,0.0311714,2.24648407050806,-104.23204971883997,0.15579312285298347,0.005036581391206596,0.15075654146177686,0.058360090560401146,True
969,evaluation,4,1,493458024307,0.0325047,0.3443097737990937,-106.56685140436433,0.15636317271950115,0.004323562464731771,0.15203961025476936,0.024802726837664935,True
969,evaluation,4,1,493458037640,0.033838,2.033536102657369,-121.17019887031174,0.1463645652732498,0.004347575892258598,0.14201698938099122,0.10686441678291003,True
969,evaluation,4,1,493458050974,0.0351714,-0.01618262467205786,-106.6212698808684,0.02415270226573553,0.004434141919927482,0.019718560345808045,-0.059093046207913114,True
969,evaluation,4,1,493458064307,0.0365047,1.7061665723967698,-129.56218130293408,0.13928845092776387,0.00542629728259172,0.13386215364517215,-0.1216153317312203,True
969,evaluation,4,1,493458077640,0.037838,-0.39370829244074274,-133.6103730719497,0.16378116854322164,0.007280815332367578,0.15650035321085407,-0.08242763885939541,True
969,evaluation,4,1,493458090974,0.0391714,0.9809528472106126,-252.13553742779675,0.019057692820690163,0.005368247140759135,0.013689445679931028,0.12949496670842353,True
969,evaluation,4,1,493458104307,0.0405047,-1.0099256002478911,-103.01553316387675,0.16106711142459126,0.005783636606736388,0.15528347481785487,-0.003772932329947354,True
969,evaluation,4,1,493458117640,0.041838,0.3858128199969856,-157.94332464399818,0.154878829729889,0.006333111773093644,0.14854571795679536,-0.038531765471244483,True
969,evaluation,4,1,493458130974,0.0431714,-1.6885062263605863,-134.04265873254434,0.14451791357554006,0.005408843384516672,0.1391090701910234,-0.010973808588283562,True
969,evaluation,4,1,493458144307,0.0445047,-0.405659971482819,-131.3893821630399,0.14541557843389297,0.0049159576808358,0.14049962075305716,-0.05940742851217329,True
969,evaluation,4,1,493458157640,0.045838,-2.679366150791301,-165.50456033722728,0.14095240318679708,0.006862797293317323,0.13408960589347976,-0.07421958546708196,True
969,evaluation,4,1,493458170974,0.0471714,-1.4029210848659277,-110.64819393746009,0.021992831437104936,0.006337592153188588,0.01565523928391635,-0.5839500546356003,True
969,evaluation,4,1,493458184307,0.0485047,2.6082955474809686,-148.93247657696463,0.14443682675951813,0.006866927145730063,0.13756989961378807,0.006847518759892202,True
969,evaluation,4,1,493458197640,0.049838,-2.491407641856421,-158.2327562082548,0.14144513281662774,0.005615339113022076,0.13582979370360565,-0.02476693483821668,True
969,evaluation,4,1,493458210974,0.0511714,1.3981496263892517,-159.42664532893573,0.14497747505633685,0.008240805620439178,0.13673666943589766,-0.06594166758486586,True
969,evaluation,4,1,493458224307,0.0525047,2.4353336416664018,-156.9498019284909,0.14874958016576573,0.005276295568620993,0.14347328459714473,0.01241093235424362,True
969,evaluation,4,1,493458237640,0.053838,-0.07310135392868239,-177.4664782602324,0.14049157893348757,0.005470168247093291,0.13502141068639428,-0.09130206473270874,True
969,evaluation,4,1,493458250974,0.0551714,0.968165261084554,-134.77803476858264,0.019874823481857064,0.0069094374837983365,0.012965385998058729,0.046588527226712584,True
969,evaluation,4,1,493458264307,0.0565047,-1.6412304730513503,-205.20638770861004,0.1427445843389914,0.0066625045477509285,0.13608207979124046,-0.04669836362559554,True
969,evaluation,4,1,493458277640,0.057838,-0.6385889185700254,-210.4282438928562,0.14753820266648845,0.004274778594792785,0.14326342407169568,-0.03399399313207474,True
969,evaluation,4,1,493458290974,0.0591714,2.9403038711481964,-207.4200832581184,0.15044659291836054,0.004069538878247143,0.1463770540401134,-0.02223740084048842,True
969,evaluation,4,1,493458304307,0.0605047,-2.4164800079983526,-186.68445396764977,0.14230374280947236,0.004434312328049594,0.13786943048142278,0.03196359729668474,True
969,evaluation,4,1,493458317640,0.061838,1.0156029432855722,-232.4706874004717,0.13085250379499125,0.0052916278053354955,0.12556087598965576,0.12953688417683873,True
969,evaluation,4,1,493458330974,0.0631714,1.7551198103793655,-247.9030182479599,0.023763391573533126,0.004743458777551932,0.019019932795981194,0.1261037641926921,True
969,evaluation,4,1,493458344307,0.0645047,-1.0002019971595821,-208.6806370175055,0.13732575862641636,0.004993551437394632,0.13233220718902172,-0.04870158310398209,True
969,evaluation,4,1,493458357640,0.065838,-0.2557463492574058,-230.91822401795275,0.132791259211716,0.004116899498912022,0.12867435971280397,-0.1909479976918229,True
969,evaluation,4,1,493458370974,0.0671714,3.0376787009132773,-212.76157918094083,0.14912862037361752,0.0043459143917398205,0.1447827059818777,-0.07878951106591137,True
969,evaluation,4,1,493458384307,0.0685047,-2.6427630286901143,-231.04684958057007,0.13428788010326112,0.00569161458197318,0.12859626552128794,-0.10864615730472926,True
969,evaluation,4,1,493458397640,0.069838,0.6971911706669015,-231.92213578328543,0.13612934218066788,0.005108666782334277,0.13102067539833362,-0.06193491865018319,True
969,evaluation,4,1,493458410974,0.0711714,1.384404193511208,-147.42451788435548,0.016420045878237255,0.005715028809909535,0.01070501706832772,0.5527261252474118,True
969,evaluation,4,1,493458424307,0.0725047,-1.8351521819076424,-245.0957541377134,0.14290952175432725,0.00428860947742779,0.13862091227689946,-0.13571431919105792,True
969,evaluation,4,1,493458437640,0.073838,-1.3799267005613265,-206.62318291418748,0.15619373540990167,0.0050356703071415656,0.15115806510276011,0.1397475683723095,True
969,evaluation,4,1,493458450974,0.0751714,1.6674103073986393,-258.4463837081655,0.1466307134213008,0.004118122104385233,0.14251259131691557,0.08789423863316514,True
969,evaluation,4,1,493458464307,0.0765047,2.0778438144017946,-271.21070050825176,0.1430584010264427,0.0050811857527702795,0.13797721527367243,0.0031515266071109327,True
969,evaluation,4,1,493458477640,0.077838,-1.2414454672865693,-249.2773233240894,0.14188396016347787,0.0048314258692005495,0.13705253429427733,-0.09044799300152118,True
969,evaluation,4,1,493458490974,0.0791714,-0.9986566084699867,-202.93110921164478,0.0148404848775521,0.005611184088512576,0.009229300789039524,-0.5597381570561268,False
969,evaluation,4,1,493458504307,0.0805047,2.107944713712698,-266.04112095808625,0.14127962395470792,0.004271425531616789,0.13700819842309112,0.056694453427225566,True
969,evaluation,4,1,493458517640,0.081838,2.34709071153297,-250.86387462220605,0.12119452393864939,0.00456695884803752,0.11662756509061187,0.03638479447350851,True
969,evaluation,4,1,493458530974,0.0831714,-1.032828784053189,-278.7623216341077,0.14241031859483524,0.003816602377571253,0.138593716217264,0.1166171556830915,True
