method,frame_count,span_s,reference_time_s,cfo_hz,rate_hz_s,conditional_rate_sigma_hz_s,training_objective,even_exact_objective,even_control_objective,odd_exact_objective,odd_control_objective,even_exact_minus_control,odd_exact_minus_control,odd_cfo_rms_hz,odd_cfo_median_absolute_hz,cfo_search_boundary,rate_search_boundary,profile_support_complete,fit_symbols,validation_symbols,carrier_phase_connected,odd_symbols_influenced_fit,label,window_id,duration_ms,block_index,window_start_s,window_stop_s,initial_glrt_rate_hz_s,rate_delta_from_glrt_hz_s
occupancy_mixture,15,0.018666799999998318,50.24944506666667,-193255.76585924346,-4949.317833827783,283.23987008248105,-30.628926131883627,-5.503028262948704,-2034.6852068368112,-12.982511244996154,-2013.7430512908384,2029.1821785738625,2000.7605400458422,48.41547105371853,29.134514972392935,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0062,20.0,62,50.2401116,50.2587784,-3699.3178338277826,-1250.0000000000005
glrt_rate_recentered,14,0.018666799999998318,50.269254600000004,-193334.0476191832,-3699.3178338277826,,-6.452952136625753,-6.452952136625753,-1764.0580915220887,-5.676040940378785,-1731.6944323357316,1757.605139385463,1726.0183913953529,50.16106476283204,16.96677202844876,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0063,20.0,63,50.2601116,50.2787784,-3699.3178338277826,0.0
frame_maxima,14,0.018666799999998318,50.269254600000004,-193332.5826391638,-2681.121972847565,1823.4451916451828,-6.406350185863105,-6.406350185863105,-1764.3407574896787,-7.31855956375838,-1731.771519647951,1757.9344073038155,1724.4529600841927,52.69046610612339,21.039555472380016,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0063,20.0,63,50.2601116,50.2787784,-3699.3178338277826,1018.1958609802177
summed_profile,14,0.018666799999998318,50.269254600000004,-193339.0476191832,-1774.3178338277826,221.64353655359335,-5.389047559952049,-5.389047559952049,-1765.0679238955945,-8.507451470204119,-1731.7173224605385,1759.6788763356424,1723.2098709903344,52.5633711153264,30.95904682474793,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0063,20.0,63,50.2601116,50.2787784,-3699.3178338277826,1925.0
occupancy_mixture,14,0.018666799999998318,50.269254600000004,-193339.0476191832,-1774.3178338277826,222.39279419746325,-29.09884102791951,-5.389047559952049,-1765.0679238955945,-8.507451470204119,-1731.7173224605385,1759.6788763356424,1723.2098709903344,52.5633711153264,30.95904682474793,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0063,20.0,63,50.2601116,50.2787784,-3699.3178338277826,1925.0
glrt_rate_recentered,14,0.018666800000005423,50.28954031428571,-193389.0909238123,-3699.3178338277826,,-7.062666559524949,-7.062666559524949,-1268.471955560602,-8.481938041963172,-1149.5900988752855,1261.409289001077,1141.1081608333225,59.802333331252335,26.42342985216237,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0064,20.0,64,50.2801116,50.2987784,-3699.3178338277826,0.0
frame_maxima,14,0.018666800000005423,50.28954031428571,-193408.68459530835,-4330.947097347574,1673.917552335841,-7.412030244384343,-7.412030244384343,-1269.0910310499546,-5.705912609286575,-1150.2507228179804,1261.6790008055702,1144.544810208694,50.26904396003134,29.7108432573732,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0064,20.0,64,50.2801116,50.2987784,-3699.3178338277826,-631.629263519791
summed_profile,14,0.018666800000005423,50.28954031428571,-193399.0909238123,-4449.317833827783,,-6.834577812105708,-6.834577812105708,-1268.9979545427989,-6.927395393126847,-1149.9345619199016,1262.1633767306932,1143.0071665267749,54.84810594343672,29.47410178440623,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0064,20.0,64,50.2801116,50.2987784,-3699.3178338277826,-750.0000000000005
occupancy_mixture,14,0.018666800000005423,50.28954031428571,-193399.0909238123,-4449.317833827783,,-32.200373519502925,-6.834577812105708,-1268.9979545427989,-6.927395393126847,-1149.9345619199016,1262.1633767306932,1143.0071665267749,54.84810594343672,29.47410178440623,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0064,20.0,64,50.2801116,50.2987784,-3699.3178338277826,-750.0000000000005
glrt_rate_recentered,15,0.018666799999998318,50.30944506666666,-193482.72492927307,-3699.3178338277826,,-5.241679389076363,-5.241679389076363,-1051.4977388425061,-8.969021733253216,-1064.3923916245021,1046.2560594534298,1055.423369891249,54.86429167426739,31.76248944955296,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0065,20.0,65,50.3001116,50.3187784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.30944506666666,-193474.0988106705,-5104.094791859629,1743.5736388559826,-6.291420089165002,-6.291420089165002,-1050.5645036315111,-10.796622321831077,-1064.1813105059437,1044.273083542346,1053.3846881841125,56.6933294651629,47.46232462613261,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0065,20.0,65,50.3001116,50.3187784,-3699.3178338277826,-1404.7769580318468
summed_profile,15,0.018666799999998318,50.30944506666666,-193482.72492927307,-3949.317833827783,,-5.379973627470179,-5.379973627470179,-1051.472950209088,-9.058457325325394,-1064.3486958104509,1046.0929765816177,1055.2902384851254,54.88575877019629,31.137692970019998,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0065,20.0,65,50.3001116,50.3187784,-3699.3178338277826,-250.00000000000045
occupancy_mixture,15,0.018666799999998318,50.30944506666666,-193482.72492927307,-3949.317833827783,,-34.80846724074029,-5.379973627470179,-1051.472950209088,-9.058457325325394,-1064.3486958104509,1046.0929765816177,1055.2902384851254,54.88575877019629,31.137692970019998,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0065,20.0,65,50.3001116,50.3187784,-3699.3178338277826,-250.00000000000045
glrt_rate_recentered,15,0.018666800000005423,50.32944506666667,-193556.71128594968,-3699.3178338277826,,-5.084992966548718,-5.084992966548718,-1820.882881735891,-11.502882631612538,-1839.0343847821928,1815.7978887693423,1827.5315021505803,44.37721951045341,29.559404227795312,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0066,20.0,66,50.3201116,50.3387784,-3699.3178338277826,0.0
frame_maxima,15,0.018666800000005423,50.32944506666667,-193534.91279476497,-4032.2047025081542,1460.1060776813188,-6.058289757784158,-6.058289757784158,-1820.3616243678312,-18.466181500369288,-1839.025522468217,1814.303334610047,1820.559340967848,48.12555114286019,40.999820583849214,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0066,20.0,66,50.3201116,50.3387784,-3699.3178338277826,-332.88686868037166
summed_profile,15,0.018666800000005423,50.32944506666667,-193546.71128594968,-2949.3178338277826,,-5.019557379374521,-5.019557379374521,-1820.6464800621054,-15.519457817676136,-1839.2501895137864,1815.626922682731,1823.7307316961103,46.42090517490529,37.22803399449913,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0066,20.0,66,50.3201116,50.3387784,-3699.3178338277826,750.0
occupancy_mixture,15,0.018666800000005423,50.32944506666667,-193546.71128594968,-2949.3178338277826,,-31.674494656468617,-5.019557379374521,-1820.6464800621054,-15.519457817676136,-1839.2501895137864,1815.626922682731,1823.7307316961103,46.42090517490529,37.22803399449913,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0066,20.0,66,50.3201116,50.3387784,-3699.3178338277826,750.0
glrt_rate_recentered,15,0.018666799999998318,50.34944506666667,-193650.69764262624,-3699.3178338277826,,-14.588595286160096,-14.588595286160096,-1908.9622826507396,-8.267574699095327,-1917.7455843777907,1894.3736873645794,1909.4780096786953,39.39056933041347,29.27272803435335,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0067,20.0,67,50.3401116,50.3587784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.34944506666667,-193665.0788162523,-1815.0594899398825,3245.4440905210163,-21.07894287647796,-21.07894287647796,-1909.4263523218672,-17.738701803539545,-1918.239756272909,1888.3474094453893,1900.5010544693696,46.239771164607234,34.56479048030451,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0067,20.0,67,50.3401116,50.3587784,-3699.3178338277826,1884.2583438879
summed_profile,15,0.018666799999998318,50.34944506666667,-193650.69764262624,-3699.3178338277826,102.85437987801764,-14.588595286160096,-14.588595286160096,-1908.9622826507396,-8.267574699095327,-1917.7455843777907,1894.3736873645794,1909.4780096786953,39.39056933041347,29.27272803435335,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0067,20.0,67,50.3401116,50.3587784,-3699.3178338277826,0.0
occupancy_mixture,15,0.018666799999998318,50.34944506666667,-193650.69764262624,-3699.3178338277826,103.34651181428009,-40.15437422771905,-14.588595286160096,-1908.9622826507396,-8.267574699095327,-1917.7455843777907,1894.3736873645794,1909.4780096786953,39.39056933041347,29.27272803435335,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0067,20.0,67,50.3401116,50.3587784,-3699.3178338277826,0.0
glrt_rate_recentered,15,0.018666799999998318,50.369445066666664,-193704.68399930274,-3699.3178338277826,,-7.418875754614393,-7.418875754614393,-1967.8139374063207,-8.860506145729467,-1997.3569598089723,1960.3950616517063,1988.4964536632428,41.24247437789322,28.454629292478785,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0068,20.0,68,50.3601116,50.3787784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.369445066666664,-193690.88567889994,-4156.814208630362,1669.4871528876283,-10.551986220966434,-10.551986220966434,-1967.3557222227585,-14.136841073478157,-1997.5407284968376,1956.803736001792,1983.4038874233595,47.65215397796415,35.028635951865,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0068,20.0,68,50.3601116,50.3787784,-3699.3178338277826,-457.4963748025798
summed_profile,15,0.018666799999998318,50.369445066666664,-193704.68399930274,-4199.317833827783,,-7.640627969874758,-7.640627969874758,-1967.7830719533647,-8.319935460324851,-1997.3358778464421,1960.14244398349,1989.0159423861173,40.750008519991844,26.21375530216028,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0068,20.0,68,50.3601116,50.3787784,-3699.3178338277826,-500.00000000000045
occupancy_mixture,15,0.018666799999998318,50.369445066666664,-193704.68399930274,-4199.317833827783,,-32.62220556361682,-7.640627969874758,-1967.7830719533647,-8.319935460324851,-1997.3358778464421,1960.14244398349,1989.0159423861173,40.750008519991844,26.21375530216028,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0068,20.0,68,50.3601116,50.3787784,-3699.3178338277826,-500.00000000000045
glrt_rate_recentered,15,0.018666799999998318,50.38944506666666,-193778.6703559793,-3699.3178338277826,,-8.183281454700682,-8.183281454700682,-1628.060323555821,-16.8489873682015,-1704.354814708653,1619.8770421011204,1687.5058273404516,67.16665213151911,35.759369150648126,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0069,20.0,69,50.3801116,50.3987784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.38944506666666,-193763.75489372527,-4194.606189440215,1968.6255628953259,-11.064505191955693,-11.064505191955693,-1628.2899647692916,-23.44377199923802,-1703.9134048977025,1617.2254595773359,1680.4696328984646,72.46482759819345,47.66500630733208,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0069,20.0,69,50.3801116,50.3987784,-3699.3178338277826,-495.28835561243204
summed_profile,15,0.018666799999998318,50.38944506666666,-193778.6703559793,-3949.317833827783,,-8.406793782597427,-8.406793782597427,-1628.1276959914294,-16.74866391813841,-1704.3584416353083,1619.720902208832,1687.60977771717,67.09618356744443,33.759402483992744,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0069,20.0,69,50.3801116,50.3987784,-3699.3178338277826,-250.00000000000045
occupancy_mixture,15,0.018666799999998318,50.38944506666666,-193778.6703559793,-3949.317833827783,,-34.47738396983934,-8.406793782597427,-1628.1276959914294,-16.74866391813841,-1704.3584416353083,1619.720902208832,1687.60977771717,67.09618356744443,33.759402483992744,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0069,20.0,69,50.3801116,50.3987784,-3699.3178338277826,-250.00000000000045
glrt_rate_recentered,15,0.018666799999998318,50.40944506666666,-193852.65671265585,-3699.3178338277826,,-17.040642447006284,-17.040642447006284,-1996.1381045730473,-4.712569583740786,-1967.0646895066482,1979.097462126041,1962.3521199229074,40.13472964562139,26.261452311533503,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0070,20.0,70,50.4001116,50.4187784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.40944506666666,-193860.6114679137,-4277.969498713868,3548.631584434692,-19.16429827899829,-19.16429827899829,-1996.1193518177015,-7.408398599731842,-1966.7135759729067,1976.9550535387032,1959.305177373175,39.96530233688203,25.544460931472713,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0070,20.0,70,50.4001116,50.4187784,-3699.3178338277826,-578.6516648860857
summed_profile,15,0.018666799999998318,50.40944506666666,-193852.65671265585,-3949.317833827783,,-17.328261277242454,-17.328261277242454,-1996.1718742152477,-5.273527427743194,-1967.0846528227821,1978.8436129380052,1961.811125395039,40.40011932623743,27.84089837447391,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0070,20.0,70,50.4001116,50.4187784,-3699.3178338277826,-250.00000000000045
occupancy_mixture,15,0.018666799999998318,50.40944506666666,-193852.65671265585,-3449.3178338277826,,-37.87706545168503,-17.36083334587166,-1996.1066929363199,-4.75244259103193,-1967.0399166045781,1978.7458595904482,1962.2874740135462,39.91956373565653,23.92808564484585,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0070,20.0,70,50.4001116,50.4187784,-3699.3178338277826,250.0
glrt_rate_recentered,15,0.018666799999998318,50.429445066666666,-193926.6430693324,-3699.3178338277826,,-7.23457084103345,-7.23457084103345,-2028.106277026685,-4.107387993050896,-1970.925120486342,2020.8717061856514,1966.817732493291,39.76824045397329,19.4256600230583,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0071,20.0,71,50.4201116,50.4387784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.429445066666666,-193949.14276983636,-6782.0138002090525,1860.7728571060113,-12.995961070492566,-12.995961070492566,-2028.1098830786075,-15.96205970111985,-1969.9230752385124,2015.113922008115,1953.9610155373925,53.27675983747714,37.41957509072381,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0071,20.0,71,50.4201116,50.4387784,-3699.3178338277826,-3082.69596638127
summed_profile,15,0.018666799999998318,50.429445066666666,-193931.6430693324,-4324.317833827783,185.80525332477652,-7.3848212764303,-7.3848212764303,-2028.10589572981,-5.4303683901207584,-1970.6891606529475,2020.7210744533797,1965.2587922628268,41.37099123607044,26.092243356397375,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0071,20.0,71,50.4201116,50.4387784,-3699.3178338277826,-625.0000000000005
occupancy_mixture,15,0.018666799999998318,50.429445066666666,-193931.6430693324,-4324.317833827783,186.0560941109571,-32.25840182634695,-7.3848212764303,-2028.10589572981,-5.4303683901207584,-1970.6891606529475,2020.7210744533797,1965.2587922628268,41.37099123607044,26.092243356397375,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0071,20.0,71,50.4201116,50.4387784,-3699.3178338277826,-625.0000000000005
glrt_rate_recentered,15,0.018666799999998318,50.44944506666668,-194000.62942600902,-3699.3178338277826,,-10.092222769836809,-10.092222769836809,-1982.541614984789,-7.530444778449203,-2088.5986919286793,1972.4493922149522,2081.06824715023,35.74147738526174,29.4246169856051,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0072,20.0,72,50.4401116,50.4587784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.44944506666668,-193986.32700805867,-4882.397897987251,2554.0168212818858,-12.00055280020129,-12.00055280020129,-1982.7661959497932,-11.59789539965506,-2088.9517599820224,1970.7656431495918,2077.3538645823674,42.010353677395265,33.66282493350445,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0072,20.0,72,50.4401116,50.4587784,-3699.3178338277826,-1183.0800641594683
summed_profile,15,0.018666799999998318,50.44944506666668,-193995.62942600902,-4949.317833827783,259.8449799650725,-10.289684334183931,-10.289684334183931,-1982.278112350166,-8.357850581422033,-2088.641638089763,1971.9884280159822,2080.283787508341,37.399579020351,35.874703454523114,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0072,20.0,72,50.4401116,50.4587784,-3699.3178338277826,-1250.0000000000005
occupancy_mixture,15,0.018666799999998318,50.44944506666668,-193995.62942600902,-4949.317833827783,260.4794056279022,-35.42066807305279,-10.289684334183931,-1982.278112350166,-8.357850581422033,-2088.641638089763,1971.9884280159822,2080.283787508341,37.399579020351,35.874703454523114,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0072,20.0,72,50.4401116,50.4587784,-3699.3178338277826,-1250.0000000000005
glrt_rate_recentered,15,0.018666800000005423,50.469445066666665,-194094.61578268552,-3699.3178338277826,,-13.529174448881195,-13.529174448881195,-1744.3233758331626,-15.445553857876714,-1767.7148093370986,1730.7942013842815,1752.2692554792218,47.65757140977769,39.02787587849889,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0073,20.0,73,50.4601116,50.4787784,-3699.3178338277826,0.0
frame_maxima,15,0.018666800000005423,50.469445066666665,-194077.61635607327,-7441.404157687869,2285.2358633763956,-17.58876794978574,-17.58876794978574,-1744.9228155341486,-24.213033618737825,-1769.0497982650945,1727.334047584363,1744.8367646463566,54.46613009171359,38.966229350393405,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0073,20.0,73,50.4601116,50.4787784,-3699.3178338277826,-3742.0863238600864
summed_profile,15,0.018666800000005423,50.469445066666665,-194094.61578268552,-3699.3178338277826,100.28602831456242,-13.529174448881195,-13.529174448881195,-1744.3233758331626,-15.445553857876714,-1767.7148093370986,1730.7942013842815,1752.2692554792218,47.65757140977769,39.02787587849889,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0073,20.0,73,50.4601116,50.4787784,-3699.3178338277826,0.0
occupancy_mixture,15,0.018666800000005423,50.469445066666665,-194094.61578268552,-3699.3178338277826,100.61908050884688,-38.43374729327461,-13.529174448881195,-1744.3233758331626,-15.445553857876714,-1767.7148093370986,1730.7942013842815,1752.2692554792218,47.65757140977769,39.02787587849889,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0073,20.0,73,50.4601116,50.4787784,-3699.3178338277826,0.0
glrt_rate_recentered,15,0.018666799999998318,50.48944506666667,-194168.60213936213,-3699.3178338277826,,-8.055766815347514,-8.055766815347514,-1919.5485532730484,-13.019806230267593,-1958.5115863018118,1911.4927864577007,1945.491780071544,52.79311353997783,28.375689258100465,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0074,20.0,74,50.4801116,50.4987784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.48944506666667,-194162.10698260795,-2377.9285905211236,2389.3028224833342,-9.472362241836208,-9.472362241836208,-1919.537604242769,-13.173422889046602,-1958.5719818568102,1910.0652420009328,1945.3985589677636,51.479212615715205,29.585465224285144,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0074,20.0,74,50.4801116,50.4987784,-3699.3178338277826,1321.389243306659
summed_profile,15,0.018666799999998318,50.48944506666667,-194168.60213936213,-3699.3178338277826,104.84477078482712,-8.055766815347514,-8.055766815347514,-1919.5485532730484,-13.019806230267593,-1958.5115863018118,1911.4927864577007,1945.491780071544,52.79311353997783,28.375689258100465,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0074,20.0,74,50.4801116,50.4987784,-3699.3178338277826,0.0
occupancy_mixture,15,0.018666799999998318,50.48944506666667,-194168.60213936213,-3699.3178338277826,105.23239128404069,-33.167557661802086,-8.055766815347514,-1919.5485532730484,-13.019806230267593,-1958.5115863018118,1911.4927864577007,1945.491780071544,52.79311353997783,28.375689258100465,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0074,20.0,74,50.4801116,50.4987784,-3699.3178338277826,0.0
glrt_rate_recentered,15,0.018666800000005423,50.509445066666665,-194222.58849603863,-3699.3178338277826,,-6.309872306190229,-6.309872306190229,-2000.7652184769174,-18.006948359924387,-1921.5102558998015,1994.4553461707271,1903.5033075398771,65.24978216260196,35.391532027832,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0075,20.0,75,50.5001116,50.5187784,-3699.3178338277826,0.0
frame_maxima,15,0.018666800000005423,50.509445066666665,-194213.48609827476,-1430.1731225926492,1492.4631487525269,-9.59359235285731,-9.59359235285731,-2000.9901942075276,-29.689263539785067,-1920.4408109289968,1991.3966018546703,1890.7515473892117,73.67299320904537,37.76147736987332,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0075,20.0,75,50.5001116,50.5187784,-3699.3178338277826,2269.1447112351334
summed_profile,15,0.018666800000005423,50.509445066666665,-194222.58849603863,-3199.3178338277826,,-6.548684838399262,-6.548684838399262,-2000.809760386359,-18.923829567734884,-1921.3631780649253,1994.2610755479595,1902.4393484971904,65.67839766969925,32.72486536114593,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0075,20.0,75,50.5001116,50.5187784,-3699.3178338277826,500.0
occupancy_mixture,15,0.018666800000005423,50.509445066666665,-194222.58849603863,-3199.3178338277826,,-32.01241762869884,-6.548684838399262,-2000.809760386359,-18.923829567734884,-1921.3631780649253,1994.2610755479595,1902.4393484971904,65.67839766969925,32.72486536114593,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0075,20.0,75,50.5001116,50.5187784,-3699.3178338277826,500.0
glrt_rate_recentered,15,0.018666799999998318,50.52944506666666,-194296.5748527152,-3699.3178338277826,,-7.172329862334459,-7.172329862334459,-1097.6007695577432,-9.765185786923338,-1083.9682769622623,1090.4284396954088,1074.2030911753388,49.09427756822944,31.361832736321958,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0076,20.0,76,50.5201116,50.5387784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.52944506666666,-194316.21756807246,-3809.7824054042767,2000.1911922484273,-9.88312676292362,-9.88312676292362,-1097.9007312882923,-12.932018435499769,-1083.3519140437625,1088.0176045253686,1070.4198956082628,50.54898811581367,47.75902784001664,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0076,20.0,76,50.5201116,50.5387784,-3699.3178338277826,-110.46457157649411
summed_profile,15,0.018666799999998318,50.52944506666666,-194296.5748527152,-2699.3178338277826,,-7.303043222196248,-7.303043222196248,-1097.2613964710447,-9.228004427718167,-1083.6474957095563,1089.9583532488484,1074.4194912818382,48.49290764682835,32.58715604036115,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0076,20.0,76,50.5201116,50.5387784,-3699.3178338277826,1000.0
occupancy_mixture,15,0.018666799999998318,50.52944506666666,-194296.5748527152,-2699.3178338277826,,-36.27540184330224,-7.303043222196248,-1097.2613964710447,-9.228004427718167,-1083.6474957095563,1089.9583532488484,1074.4194912818382,48.49290764682835,32.58715604036115,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0076,20.0,76,50.5201116,50.5387784,-3699.3178338277826,1000.0
glrt_rate_recentered,15,0.018666799999998318,50.54944506666667,-194370.5612093918,-3699.3178338277826,,-6.5632885530650364,-6.5632885530650364,-1634.2597957377454,-10.969774491651622,-1505.391649987047,1627.6965071846803,1494.4218754953954,53.979635702286146,36.88797659051488,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0077,20.0,77,50.5401116,50.5587784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.54944506666667,-194384.08447316237,-3930.9828999174183,1961.1779144940162,-8.852106506237783,-8.852106506237783,-1634.9308247569302,-11.050999729739248,-1505.164347729229,1626.0787182506924,1494.1133479994896,52.576929712159604,30.475312577473233,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0077,20.0,77,50.5401116,50.5587784,-3699.3178338277826,-231.66506608963573
summed_profile,15,0.018666799999998318,50.54944506666667,-194370.5612093918,-3949.317833827783,,-6.8658467163681145,-6.8658467163681145,-1634.2900224660293,-11.56670336057734,-1505.3073242248902,1627.4241757496611,1493.7406208643129,54.801753203274295,37.887943257170264,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0077,20.0,77,50.5401116,50.5587784,-3699.3178338277826,-250.00000000000045
occupancy_mixture,15,0.018666799999998318,50.54944506666667,-194370.5612093918,-3949.317833827783,,-33.858361311802824,-6.8658467163681145,-1634.2900224660293,-11.56670336057734,-1505.3073242248902,1627.4241757496611,1493.7406208643129,54.801753203274295,37.887943257170264,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0077,20.0,77,50.5401116,50.5587784,-3699.3178338277826,-250.00000000000045
glrt_rate_recentered,15,0.018666799999998318,50.56944506666668,-194444.54756606836,-3699.3178338277826,,-9.955465530640623,-9.955465530640623,-1922.812897858222,-6.61759167753087,-1810.5062641192471,1912.8574323275814,1803.8886724417162,41.094498344806944,16.259640258416766,False,False,True,upstream GLRT64 (even + odd Qin); local even-Qin intercept,odd Qin response (not fit-withheld from upstream GLRT64 slope),False,True,D1,D1-20ms-0078,20.0,78,50.5601116,50.5787784,-3699.3178338277826,0.0
frame_maxima,15,0.018666799999998318,50.56944506666668,-194446.4070091976,-3194.8019903151367,2255.159547734094,-9.942214928102786,-9.942214928102786,-1922.744738845199,-7.542211192701116,-1810.7396468756383,1912.802523917096,1803.197435682937,41.34883726122214,16.881827661709394,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0078,20.0,78,50.5601116,50.5787784,-3699.3178338277826,504.5158435126459
summed_profile,15,0.018666799999998318,50.56944506666668,-194444.54756606836,-3699.3178338277826,105.24473301327859,-9.955465530640623,-9.955465530640623,-1922.812897858222,-6.61759167753087,-1810.5062641192471,1912.8574323275814,1803.8886724417162,41.094498344806944,16.259640258416766,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0078,20.0,78,50.5601116,50.5787784,-3699.3178338277826,0.0
occupancy_mixture,15,0.018666799999998318,50.56944506666668,-194444.54756606836,-3699.3178338277826,105.64317499538146,-35.015115756358206,-9.955465530640623,-1922.812897858222,-6.61759167753087,-1810.5062641192471,1912.8574323275814,1803.8886724417162,41.094498344806944,16.259640258416766,False,False,True,even Qin,odd Qin,False,False,D1,D1-20ms-0078,20.0,78,50.5601116,50.5787784,-3699.3178338277826,0.0
