session_id,candidate_name,tracklet_id,lane,candidate_id,t512_s,t8192_s,cfo512_hz,cfo8192_hz,common_display_reference_hz,difference8192_minus512_hz
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:a4781a2218bf7f06f8f92ee2abdcc9a6c9d68c8fa24c9ca5560325bfc975a18b,213.82781057859225,213.82781057800668,-439865.00616318727,-439648.0896500148,-439777.97353326774,216.91651317244396
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:14c1009a10cdae622057e4ba367e88fe3c5c86368f61309f573c7590e748749b,214.83181650144476,214.83181650181746,-443065.93611475494,-442957.4778581687,-443067.73001167265,108.45825658622198
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:5f2e777b92b3ec4afdf7be951de240c6d05ef985b606521bdc6ff59bfec3170f,215.84115547313357,215.84115547366372,-446175.83609089494,-446311.40891162766,-446404.82584219484,-135.57282073271926
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:0168cf12b5508b8446779b4cc985b89b5939b8bd42654f36fe44ce9b8ba8d2ab,216.84716085037437,216.84716085076417,-449574.71154619276,-449601.8261103393,-449758.9215379108,-27.114564146555495
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:413be7c7fe29de8e26370f74aae6a7ff19b0be8e46f0a571d25b246fe53b5eaa,217.86716593870167,217.86716593869014,-452928.5133419747,-452955.62790612126,-453186.4368878598,-27.114564146555495
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:e957c865a374f10599e84560b7c25dd8ad11f1ec325f194b03377b4711d2568e,218.8718373479011,218.8718373486887,-456431.18306576647,-456539.6413223527,-456586.96388366265,-108.45825658622198
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:4a99b024e7304f03eb482debba04488272b3fa2df1962f9b5de436d2ee861517,219.8785084831374,219.8785084830337,-459871.3748623099,-459925.603990603,-460016.90452035615,-54.22912829311099
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:ce6bcf5c6ed4e216243718cfda487fb850c178249e116cb2d96efbfadd258f1f,220.88384597202278,220.88384597195935,-463420.8762758856,-463258.1888910063,-463463.1550603413,162.68738487933297
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:d3123a7febcb7a8961bc68a4e65a173b8efcb820af8e4fd2026710033b684dbb,221.89051646411843,221.89051646268692,-466856.09612235555,-466774.75242991594,-466933.08440865437,81.34369243960828
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:e308c45cd0507e3121138fdb364c94d017171ca92c66d6dda6c0fa7de4867608,222.8978533418796,222.89785334169497,-470416.4407405211,-470335.09704808146,-470422.6761791896,81.34369243966648
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:d523540a82ad5c717b3ca797ddf927f8789f8c73b221dd1f7293643c5a1cbf94,223.90252325411134,223.90252325300088,-474081.8189868758,-473919.1316019965,-473918.5626638544,162.68738487933297
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:41baebd1b368848194e87277c85ef52956a0de14c02c402a85172580caf16fd3,224.91452616522656,224.91452616520928,-477377.83034573996,-477377.83034573996,-477453.85963920405,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:709bdb73aaebdc77f107cefa7ddb69ddaf700e5b60fbe63804a6345856280d07,225.91986211139607,225.91986211276435,-480825.87197244616,-481015.673921472,-480977.8972808432,-189.80194902583025
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:0dd706fa954243ed327f10d2bf779473e477ce0c560983937912b9a56f210e11,226.92519770898846,226.92519770875373,-484670.47831520205,-484480.6763661762,-484512.15371030057,189.80194902583025
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:1931efa62f0d853589119e18286356e368b3be7f8cbda63b8908d91e60612cca,227.9311996879916,227.9311996880236,-488038.2557267004,-488038.2557267004,-488057.21369128674,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:4e11f881aed5d157722a22ba2c4c56babbe794ba81db815a0c771fd69470a3a9,228.93453470893823,228.93453470751032,-491785.2169414384,-491622.5295565591,-491599.54394957906,162.68738487927476
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:6e0530333d31b9059f9c13d2ec19d555e5f889e89fc1fd1433ad0adcb2e77554,229.94386936077245,229.94386936220383,-495055.9147840091,-495191.4876047419,-495167.9981400477,-135.57282073277747
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:2bf5af4053368535e8154e1daa3c46183d600031beeb98bdf5e16be80fb9288b,230.9478704155268,230.9478704148861,-498811.75194372825,-498757.52281543514,-498720.74555044685,54.22912829311099
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:345dd785f5e10bf73097713071e15159fa7b865eaf6f8e96bab68e480cbdd089,231.95320444252252,231.95320444304878,-502378.18847725244,-502323.9593489593,-502279.5900960021,54.22912829311099
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:6c1cde9cd5ae3e26b70a38a52690220c85a529d00158b32f271152960f5a00e5,232.9612048616653,232.961204861127,-505911.8404512756,-505830.496758836,-505847.4853310164,81.34369243960828
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:1319e39fd5b7abe74e48b89dae97ee6b84f380dd1364d96da9ad62a1f88440b6,233.96653828224206,233.9665382824071,-509484.1373246908,-509348.5645039581,-509403.7822755747,135.57282073271926
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:26ff4362613d14f79fc780efdf8526a6e0c206a7a49c83dd73c4e5473f9aa30a,234.97453805340257,234.97453805262214,-513085.5971602633,-513004.25346782367,-512965.56998572417,81.34369243960828
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:26712e8a077ce1ee3ab7576bb6fac7794985d147dd264dc450599d2193a70a42,235.98053748350858,235.98053748224635,-516615.2777978444,-516533.93410540477,-516514.5815245139,81.34369243960828
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:722f060681845c2000f873b7731d98a5889330215297915c58081a292d134257,236.9852033037969,236.9852033038104,-520134.67907042004,-520134.67907042004,-520051.429861304,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:ddb93b81e8bc25990f7b93ca2ab5cdd6836ea8e2064ea4372746026671b789b7,237.9932021266869,237.99320212605005,-523727.47593528655,-523700.36137114005,-523590.7460245128,27.114564146497287
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:e2ffb0eb3a112b944b808c3edbd5823b97a119cf1cb699a8f9ae8239f41e7e87,239.0012006124474,239.0012006117973,-527276.9136972842,-527195.5700048446,-527119.0006611678,81.34369243960828
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:3793ae6296353c23c4383af729c258a515ffa08133871c51f11a3002332c3bb3,240.00786549933218,240.00786549951673,-530764.6687545887,-530737.5541904422,-530629.7720595539,27.114564146497287
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:1e324caad096a9588e4c95cd1e7515243597bb24760b9cc67c9c160cd691a3d6,241.0138633615822,241.0138633614027,-534241.1019726566,-534241.1019726566,-534123.6503198976,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:48f84cf0ca9973de1bd9da6cb29bd55183510bf5048e4df3099bd99b8bf5863c,242.02586089755107,242.02586089823933,-537712.8314609667,-537658.6023326736,-537621.8827117444,54.22912829311099
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:9cff0d7d1df92cae0e0c2642276f9f1b9bd2f74afe9002a2809cdc09ecfe9650,243.0305248399056,243.0305248400215,-541169.7137225324,-541169.7137225324,-541076.6367532067,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:2aeb4345128deec3462b0e0d5aec373c9ec6d77034403d4ed6db4f8a75d36628,244.03452181732706,244.03452181773153,-544609.7882955342,-544555.5591672411,-544509.2875803788,54.22912829311099
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:4a171162f936933cf70905f5ed16e8a2a08b160b274c281aeef3161e97242224,245.04118514747591,245.04118514749135,-547993.9092716028,-547993.9092716028,-547929.4034781225,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:ac23002bd476366aa68466a731469f7924e3188261915135ee7f2749dab098be,246.04651482381016,246.04651482378392,-551410.394806847,-551437.5093709935,-551321.5832431294,-27.114564146497287
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:3d91cc9307acaee5896d744e54b80a9f298ab2dae23c588f2943248446619b9e,247.05184420395616,247.0518442033146,-554777.2140552581,-554695.8703628185,-554688.6045749844,81.34369243960828
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:a14dbadfdb482c8f64f5bc2ab8777be55070667906e67aac3fd9591722e0a4b8,248.05983994797154,248.05983994780183,-558136.6860308759,-558109.5714667294,-558037.5227083467,27.114564146497287
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:45a6d02fafb69fa4b1db018c7b14a29170cf00f9b1ca1e03934c3bb44ad607a2,249.06516872130246,249.06516872127023,-561449.6981838197,-561449.6981838197,-561348.8474373188,0.0
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:9e37d6253da5eb0f948db4fb2f33ca403581a7d729c9ab6ab8fa6d5e1a722fd9,250.07316389531402,250.07316389518448,-564733.0441622424,-564624.5859056562,-564638.3684280466,108.45825658622198
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:905038ec0a669fee51a6dae18d390b73a8bfc9668d1924ecd916047328378921,251.07849210190201,251.0784920999876,-567951.9008523363,-567843.4425957501,-567886.9096317008,108.45825658622198
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:da921ab41937ba243dfdac8eb8eda931e8f13a6fd75d32f91635366a550ac9be,252.08382001673107,252.08382001755336,-571207.6362744772,-571072.0634537445,-571101.4476767346,135.57282073271926
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:20b58e0c19f9f0603285d6b3e42943389eeade8a8b1a771fab35ed63f18da302,253.09181427160405,253.09181427124113,-574353.3424503403,-574244.884193754,-574288.5980481927,108.45825658622198
scan-hop-12a4736937c06530,STARLINK-36469,sha256:61da7dfe1197d5e917f7b1f781dd480ecd1dac93aaa0fba8e8bcb9e96173822d,CH4 lower · RX0,sha256:afe4043d53b981149976028e2fc9ee6955ccad9490802cf07e307b03c44686a3,254.09647497803923,254.09647497865876,-577530.651733102,-577476.4226048089,-577427.6566420833,54.22912829311099
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:472ed26dd4ec72a09d14555153614a34e3809019cc50c33275e067407ff1f7ee,207.29176505323187,207.2917650540227,-355482.45382803294,-355402.7148736248,-355118.50472586637,79.7389544081525
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:9b7d2fdc53c519178f05c0c2d605e7d4eb01c4bdfe627d860c38df2eccc3d44d,208.29710616441167,208.29710616438143,-358219.0416181015,-358245.62126957084,-358176.4235821372,-26.579651469364762
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:dec42b435be873ee401d7d69aaa83a491ed1c90b8976000aa497acaf001b855b,209.30111362764143,209.30111362725668,-361488.13638123183,-361408.3974268236,-361271.40172667627,79.7389544082107
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:4684ea5275e314432317e5e07cfb2b7571a37bc9890a8d3302175601703c888a,210.30845418984023,210.30845419055797,-364530.7474376845,-364610.48639209266,-364416.17626262887,-79.7389544081525
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:2741c3dbc82348e89e6f178f797dabfea143ef2305e2228b5e8ddd0fe08b6df4,211.31379445351334,211.31379445412523,-367781.6227261628,-367808.20237763214,-367592.40619686764,-26.579651469364762
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:5a5f14ddf463e2d4e01026f756cb3c5edfb91113bcbc230367d7b6bad3a65b54,212.31980113261207,212.31980113266837,-370901.6174448716,-370821.8784904634,-370806.6711305294,79.7389544081525
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:cccb9396a8c4516cb74c6c3259c5d6b7e7e3b4c0cfefc5118bd57af4886389fe,213.32514080659783,213.32514080683035,-374195.9126361207,-374249.0719390595,-374052.94252194767,-53.15930293878773
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:d02966472077adc91a28442c26f5a6ed640e331c30f9e2dcaaf3bb7c03e463a7,214.33048024034682,214.33048023946677,-377572.3367000621,-377412.85879124585,-377331.57184609934,159.47790881624678
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:ad390176b52dfa0caf178afd8935424dbefa10fd7d24a0d59a6203fb0a472faf,215.33581935500544,215.33581935524592,-380808.8029827611,-380702.4843768836,-380640.79166457354,106.31860587751726
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:d68bc46b0e2631d54660dd9cc5d8a842a7a52a3a2c6b568bef04f639bafa6155,216.34449153158616,216.34449153348913,-383791.5832390802,-383951.0611478965,-383989.9486578508,-159.477908816305
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:9cbaaabeb2bf45d666006a13208e81754c08c4b67693210c816070033fd7b6f1,217.35049674153467,217.35049674162912,-387236.00110028114,-387315.74005468935,-387357.37504969875,-79.7389544082107
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:76cf35bbe9dcd5dd3204b11e9b66d7c0acab06310fca2b0fddbd652b30b902d4,218.36983504059523,218.3698350397697,-390942.8599259493,-390783.382017133,-390795.2457222575,159.477908816305
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:bcdec9e5faa150b6769acfac38d44b4621aee50eda329147dab80e1bc7408781,219.37717296109818,219.37717296085907,-394246.5659444848,-394193.406641546,-394216.3756915883,53.15930293878773
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:2e08127635811dcd99e774faaaa6325aa3687734c72ae0b86e1f1cc3afc986d8,220.3811772686278,220.38117726813067,-397764.10011225916,-397631.2018549122,-397647.88490313746,132.89825734694023
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:f8ae6e0bbc8dfacb3f61f3b3561fa3653bb9861fc5c1ecf62591580167884e07,221.38784793661617,221.38784793660983,-401196.0643912406,-401010.00683095487,-401108.487902842,186.05756028572796
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:375314d68a3e196d40fcda2942764eed47b6fceb5d8baec18068fc65e02cafa2,222.3945182901735,222.39451829077979,-404712.6785666753,-404526.6210063896,-404587.3243311548,186.05756028566975
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:549c899dbe51770f086af62cf3c17c1334b6512bedde1ea0fb2669dca991ff50,223.40052165727664,223.4005216573743,-408201.0191273823,-408014.96156709665,-408080.3001572723,186.05756028566975
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:d23ef789b78177d8e1c5d232e98581851a8e69bc14277b574603ff183b1e0549,224.41185809165268,224.41185809274322,-411443.6182067902,-411629.67576707585,-411606.57464276964,-186.05756028566975
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:563e91b11e78d5a3a7bd0e380a46fdac8a039404425d24a95f9cbc05c0b9a856,225.41719415307327,225.4171941527316,-414868.24224293535,-415080.87945468497,-415124.8400035293,-212.6372117496212
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:7a71501d60a0cf0b4c95ac2d2da3cc3ae74f7ef24d03885b3001b89ed709cded,226.42252996142844,226.42252996143094,-418613.8988643879,-418640.47851585725,-418654.20806031936,-26.579651469364762
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:fe3f89b11750e55984d952d89475dff935fa84b4ccc0153453b49e72d36786fd,227.42853207308067,227.42853207302522,-421969.12869717425,-422048.8676515824,-422195.2606026197,-79.7389544081525
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:8d5c1f1ebb85a793e292863ba333d3898576f5fb954b684fe948e2938988ffde,228.4332005645741,228.4332005630547,-425573.5672658976,-425706.46552324446,-425739.1827916381,-132.89825734688202
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:3f3105f36ee1aa8a7a7eaa9d39a7d3478868c2f6aed7be3e92d1aa77b6695505,229.43853540209793,229.43853540179634,-429133.270414866,-429292.7483236823,-429291.2553352989,-159.477908816305
scan-hop-12a4736937c06530,STARLINK-36469,sha256:c69298fc39bd1f48a3f4ea8342c31d2e2788987a3a3f82bc1f362997f9663ef8,CH4 upper · RX0,sha256:81d69ee1c62d3658524353cc9ed8dd4994a619c422109a56ca9aff7701d77854,230.44653658046528,230.44653658050393,-432838.8442703145,-432838.8442703145,-432856.7981867102,0.0
