session_id,fs,version,profile,case,attempted,recovered,common,alias_changes,rank_changes,timing_error_ns_rms,timing_error_ns_p95,timing_error_ns_max,timing_error_ns_all_recovered_rms,cfo_error_hz_rms,cfo_error_hz_p95,cfo_error_hz_max,cfo_error_hz_all_recovered_rms,raw_cfo_error_hz_rms,raw_cfo_error_hz_p95,raw_cfo_error_hz_max,raw_cfo_error_hz_all_recovered_rms
scan-hop-432b03933b8c76bf,2500000,filtered,grid512,shift_hz,24,24,24,0,9,0.09485521434066174,0.2034190068017464,0.2203907992518947,0.09485521434066174,18.818103607009718,36.316677916897845,37.37776721201362,18.818103607009718,18.818103607009718,36.316677916897845,37.37776721201362,18.818103607009718
scan-hop-862a183b8ab422da,2500000,filtered,grid512,shift_hz,24,24,24,0,7,0.2628203743221669,0.5569966134480984,0.7960287873743505,0.2628203743221669,26.493942735967984,40.88266078418014,41.96326201045213,26.493942735967984,26.493942735967984,40.88266078418014,41.96326201045213,26.493942735967984
scan-hop-cabca9c4f49c5a27,2500000,filtered,grid512,shift_hz,24,19,19,0,11,9.236879767230121,23.186812648753104,23.26357171592193,9.236879767230121,75.79083582640274,147.88861593340908,156.82936141665482,75.79083582640274,75.79083582640274,147.88861593340908,156.82936141665482,75.79083582640274
scan-hop-432b03933b8c76bf,2500000,filtered,grid8192,shift_hz,24,24,24,0,8,0.003537955981848235,0.006191608846722179,0.007302233145413395,0.003537955981848235,13.756613932205605,22.066800144664327,22.57007302695274,13.756613932205605,13.756613932205605,22.066800144664327,22.57007302695274,13.756613932205605
scan-hop-862a183b8ab422da,2500000,filtered,grid8192,shift_hz,24,24,24,0,8,0.007477165582477493,0.015128507566694935,0.018276275891987437,0.007477165582477493,12.296530054484803,18.724291304730958,19.716427324347023,12.296530054484803,12.296530054484803,18.724291304730958,19.716427324347023,12.296530054484803
scan-hop-cabca9c4f49c5a27,2500000,filtered,grid8192,shift_hz,24,19,19,0,11,9.46925179907356,23.785959436719434,23.793903361924578,9.46925179907356,63.19513420721534,157.1038519744913,159.5742669950198,63.19513420721534,63.19513420721534,157.1038519744913,159.5742669950198,63.19513420721534
scan-hop-432b03933b8c76bf,2500000,filtered,local512,shift_hz,24,24,24,0,9,0.09485521434066174,0.2034190068017464,0.2203907992518947,0.09485521434066174,0.033519194559797634,0.057560512713996544,0.06230270341347932,0.033519194559797634,0.033519194559797634,0.057560512713996544,0.06230270341347932,0.033519194559797634
scan-hop-862a183b8ab422da,2500000,filtered,local512,shift_hz,24,24,24,0,6,0.26286282210808354,0.5569966134480984,0.7960287873743505,0.26286282210808354,0.09725710182498042,0.24243498288311668,0.289820249004606,0.09725710182498042,0.09725710182498042,0.24243498288311668,0.289820249004606,0.09725710182498042
scan-hop-cabca9c4f49c5a27,2500000,filtered,local512,shift_hz,24,19,19,0,11,9.236879767230121,23.186812648753104,23.26357171592193,9.236879767230121,62.754110092001596,155.02415652619595,155.12536751970106,62.754110092001596,62.754110092001596,155.02415652619595,155.12536751970106,62.754110092001596
scan-hop-432b03933b8c76bf,2500000,filtered,joint512,shift_hz,24,24,24,0,6,0.07082906354055253,0.12300024318837552,0.2513921084105683,0.07082906354055253,0.03784617783142237,0.06909569096710583,0.06993906866841826,0.03784617783142237,0.03784617783142237,0.06909569096710583,0.06993906866841826,0.03784617783142237
