channel,fitted_relative_cfo_hz,fitted_relative_rate_hz_s,forward_cfo_rate_median_coherence,forward_cfo_rate_r,forward_cfo_rate_train_centered_rms_deg,forward_cfo_rate_zero_intercept_rms_deg,forward_constant_cfo_median_coherence,forward_constant_cfo_r,forward_constant_cfo_train_centered_rms_deg,forward_constant_cfo_zero_intercept_rms_deg,forward_raw_median_coherence,forward_raw_r,forward_raw_train_centered_rms_deg,forward_raw_zero_intercept_rms_deg,phase_blind_seed_relative_cfo_hz,rx0_candidate_rank,rx1_candidate_rank,seed_probe_index,selected_alias_relative_cfo_hz,split,status,target_index,time_bin,visit_index,wrong_time_median_coherence
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,1,288,
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,1,368,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,2,713,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,2,665,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,2,621,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,2,656,
2,682275.2897612085,-1300.0,0.13725357565333055,0.3265240508395025,87.42245575341754,85.56006459567372,0.13815398589399147,0.9660079231679054,15.818486120123888,61.64708165027492,0.006352587526891886,0.27706681097067704,97.17827047694945,86.09653025604895,682382.7897612085,0,0,0,682382.7897612085,evaluation,completed,5,3,952,0.0066856817458192785
2,682262.3256785397,-175.0,0.1126961029802997,0.12148892727059553,103.32456964222384,107.45503784964899,0.11289872239743579,0.23960686447755014,91.45322991880754,118.23179132656318,0.005574592734003061,0.22263139747516414,88.33878356828329,121.49754132070596,682270.3256785397,0,0,0,682270.3256785397,evaluation,completed,5,3,923,0.006133459895840121
2,682336.7105603904,600.0,0.18665655389469388,0.02560968706240667,102.72230860466458,103.42606070209277,0.18683196591694684,0.02625412255605869,105.16234697010967,105.7271122009789,0.007430143705277654,0.11785837325668876,90.84818612133198,96.30422642157265,682361.7105603904,1,0,0,682361.7105603904,evaluation,completed,5,3,1010,0.006451446027273487
2,682306.6828644739,-525.0,0.09206154641135358,0.4378701002887403,74.46678356684646,99.69726661295371,0.09186075724154658,0.2958012125457068,112.3219949769862,98.40357903180626,0.005674589759125992,0.25174481655671815,90.55863087464417,117.47999992790659,682382.6828644739,0,0,0,682382.6828644739,evaluation,completed,5,3,901,0.007398049781376828
2,682128.9104183111,75.0,0.053612639553253974,0.08354468564675305,102.1505476687338,93.02907213369431,0.05360761169577067,0.15025893119612552,110.25539600503706,107.7468426094101,0.0058406754144068014,0.2652786948200138,121.55207622147216,91.85278586066687,682132.9104183111,0,0,0,682132.9104183111,evaluation,completed,5,4,1168,0.0064431440580070935
2,-165228.86013454595,2000.0,0.007351339994148219,0.3405696711497566,117.34574207462558,111.61757319822719,0.007307735449552302,0.059864921670889464,102.38676524896496,98.83473367972464,0.006999278112101024,0.11233528892570321,96.91426729710582,109.43645267857426,743931.0489563631,0,0,1,-165159.86013454595,evaluation,completed,5,4,1111,0.006008121010422867
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,4,1228,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,4,1377,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,5,1506,
2,682117.8289055965,250.0,0.13474447404750226,0.26178283762441024,99.60443902568208,88.74264278699958,0.13440991036915667,0.17230405351821093,94.58395761388405,111.02951447958199,0.007598826923834487,0.3850062553846381,79.76288310910559,126.13524466027147,682102.8289055965,1,0,0,682102.8289055965,evaluation,completed,5,5,1626,0.005885092838193852
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,5,1441,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,5,1454,
2,682089.8305788969,150.0,0.04980488378329272,0.6513072909034612,71.65679568641926,60.023159199421315,0.049819534211474746,0.5884777984468064,81.78879649080146,94.76176973304234,0.005494570624657206,0.13375227364393197,103.05380495066825,109.90050031665302,682132.8305788969,0,0,0,682132.8305788969,evaluation,completed,5,6,1711,0.007255786746221821
2,682114.243636909,-175.0,0.05920922094053352,0.6229083278848739,118.85467359469618,101.62403677522377,0.05907828288748143,0.8974533028908191,129.3059564452279,160.17678738623746,0.007311077849845943,0.3944017912366726,117.29065805961402,129.6215923355827,682105.743636909,0,0,0,682105.743636909,evaluation,completed,5,6,1759,0.005205126732259874
2,489422.2739307642,-550.0,0.0074447046409724495,0.11342808976696922,97.66544294006411,98.28184543010185,0.0074277971668418544,0.14645986345283163,104.93197656482145,103.44085782006542,0.007253636558901294,0.2101640838778268,92.0976281468585,97.35921230425117,716740.5012034915,0,0,0,489467.7739307642,evaluation,completed,5,6,1742,0.005548265220295201
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,6,1869,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,7,1981,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,7,1955,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,7,2146,
2,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,5,7,2048,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,0,86,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,0,161,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,0,32,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,0,68,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,1,434,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,1,492,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,1,337,
3,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,6,1,442,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,2,757,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,2,748,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,2,784,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,2,689,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,3,1040,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,3,972,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,3,872,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,3,1086,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,4,1355,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,4,1182,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,4,1253,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,4,1189,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,5,1555,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,5,1568,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,5,1542,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,5,1570,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,6,1690,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,6,1697,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,6,1681,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,6,1848,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,7,2179,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,7,2015,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,7,2212,
3,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,6,7,2112,
4,-29561.180062752333,-800.0,0.007067518922843966,0.15425128822992132,108.48936057780934,94.39037260682619,0.007019186513901623,0.09581186613444877,105.65689393488356,106.65079343763621,0.005788601056299479,0.27636382279294636,89.00521003170151,117.5573661864695,652273.5017554294,0,1,0,-29544.680062752333,development,completed,7,0,106,0.007213965904719396
4,882862.7267303145,-175.0,0.00742096856193649,0.289061509619962,110.19993462434076,112.13696691520087,0.007428349132990127,0.24929207008197368,98.97953670409407,99.82230899631206,0.006092498073507483,0.1863708148526583,104.24440935725671,119.49169179847522,655581.9994575873,0,0,0,882854.7267303145,development,completed,7,0,139,0.006955926675319093
4,682422.2425069069,375.0,0.10383720474487775,0.8544523600014793,39.34062146202111,125.77660752135101,0.10412656255901402,0.5376654270212511,69.31313043588524,84.54501580897525,0.0066186929731669765,0.15641489430482153,99.6397108560559,111.36011609224632,682383.7425069069,0,0,0,682383.7425069069,development,completed,7,0,165,0.007669446378949076
4,937647.5942021532,-100.0,0.00635266259166699,0.0652959156118596,103.41675154357863,106.50748907212015,0.006364925138182541,0.02820875895318753,95.65198753721124,109.28148813681939,0.006286289591396328,0.2646240854278396,103.5691187945355,120.51039280667096,710306.8669294259,0,0,0,937579.5942021532,development,completed,7,0,128,0.006546988549978748
4,682393.5636858292,525.0,0.04764830638418914,0.22687116967780596,106.36497949280849,90.24019363788632,0.04776036618783306,0.11413930641919189,104.16846671841074,99.58772891168093,0.0064490162379288,0.3568450317792339,84.70685337267656,122.05956131185994,682364.0636858292,0,0,0,682364.0636858292,development,completed,7,1,403,0.006939483317179494
4,682252.7178094892,-875.0,0.04496203866551894,0.23767781165981536,89.4542647076649,87.55374920979935,0.0442944209945176,0.2873016535276678,119.88460833391369,107.02340780605525,0.007352487730939506,0.3090488478396188,83.40237533486574,110.85024488392665,682267.7178094892,0,0,0,682267.7178094892,development,completed,7,1,428,0.0068598528448569895
4,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,7,1,550,
4,-105817.43831065856,-1975.0,0.008948983753338904,0.2195653305230347,95.52956810014301,113.37888470946899,0.008227067499646173,0.42621345309937847,133.6097003304331,75.60708358813355,0.0067510743301119145,0.0397588653165939,101.72044922797525,104.02155489364465,803304.9707802505,0,0,0,-105785.93831065856,development,completed,7,1,453,0.006142014259239088
4,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,7,2,685,
4,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,7,2,711,
4,682259.1873491085,-575.0,0.05993038853082963,0.14951129938020352,98.75647282059421,96.1351907049648,0.060812677056229135,0.2199822829766872,112.63936206881274,90.03582185956593,0.0062941424406251535,0.17018928237091815,105.37086202586217,108.91495191790686,682245.1873491085,0,0,0,682245.1873491085,evaluation,completed,7,2,814,0.006555434114945352
4,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,7,2,681,
4,682240.9635523378,-400.0,0.17147117539337525,0.14386764415793307,97.95605569238258,104.04032513852108,0.17213274253571603,0.3262015321486418,86.24707696849809,122.18872134656898,0.0054800572901828135,0.30218815673274585,83.42700179391858,113.6601511864463,682307.9635523378,0,0,0,682307.9635523378,evaluation,completed,7,3,1036,0.007284308333324515
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,3,852,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,3,1014,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,3,895,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,4,1142,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,4,1295,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,4,1119,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,4,1137,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,5,1464,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,5,1615,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,5,1634,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,5,1599,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,6,1807,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,6,1733,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,6,1863,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,6,1666,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,7,2142,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,7,2007,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,7,2196,
4,,,,,,,,,,,,,,,,,,,,evaluation,dense_pending,7,7,2044,
