channel,fitted_relative_cfo_hz,fitted_relative_rate_hz_s,forward_cfo_rate_median_coherence,forward_cfo_rate_r,forward_cfo_rate_train_centered_rms_deg,forward_cfo_rate_zero_intercept_rms_deg,forward_constant_cfo_median_coherence,forward_constant_cfo_r,forward_constant_cfo_train_centered_rms_deg,forward_constant_cfo_zero_intercept_rms_deg,forward_raw_median_coherence,forward_raw_r,forward_raw_train_centered_rms_deg,forward_raw_zero_intercept_rms_deg,phase_blind_seed_relative_cfo_hz,rx0_candidate_rank,rx1_candidate_rank,seed_probe_index,selected_alias_relative_cfo_hz,split,status,target_index,time_bin,visit_index,wrong_time_median_coherence
1,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,4,0,177,
1,682411.2970279001,775.0,0.045033361832423346,0.2624497764684807,90.63292259315256,91.02769656814074,0.04508840893907536,0.5093879741964106,79.66245838733498,134.39393978864845,0.005063832440550876,0.35409616803532185,105.80511904525615,75.71716946655756,909572.5243006274,0,0,1,682299.7970279001,development,completed,4,0,194,0.006012189340297345
1,682306.5626407338,-1125.0,0.03436145113691837,0.030629773448971054,102.88895175319615,102.81368969942804,0.03529408704496981,0.028503199238569168,106.77980406484419,107.36264204372642,0.006909311242993207,0.21402013629651512,112.39863151429013,108.19035588367181,682370.0626407338,0,0,0,682370.0626407338,development,completed,4,0,34,0.006464250892071019
1,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,4,0,89,
1,213616.3389410203,1525.0,0.007467507753511602,0.25474503750454236,98.75393548020416,82.98647340748511,0.007172003907808313,0.13092067998596513,92.82334022300785,114.09338019130028,0.00805321360453784,0.15531807095740793,92.35000667639669,110.6860504380211,895316.0207592021,0,1,0,213497.8389410203,development,completed,4,1,449,0.0053826216270491355
1,682346.1189894382,25.0,0.07347239845740405,0.7292320838570671,79.29887830613237,92.0044658241606,0.07349180750594791,0.6945266229031806,81.22920603225703,85.53772512328624,0.007275458487424924,0.2768891414807623,96.89790304956576,103.13268823318114,682306.1189894382,1,0,0,682306.1189894382,development,completed,4,1,372,0.006639094184034965
1,682374.7891998065,-700.0,0.07595444470421463,0.14866449070174576,107.61859304631393,107.82049691814784,0.07600740520626548,0.4693582633939102,116.9253192347469,90.53250758806337,0.00603534214534491,0.2780559808384266,105.94730639778403,97.89646060686465,682415.7891998065,0,0,0,682415.7891998065,development,completed,4,1,322,0.006176515934268635
1,682368.0017553634,-125.0,0.06807806496951056,0.4425516867182092,106.17810589277498,85.96414072038267,0.06807976727561871,0.2191194817926969,99.44790000634481,86.69735527588065,0.006817520866462796,0.30777283745252987,94.61883010789546,89.65512724257178,682354.0017553634,0,0,0,682354.0017553634,development,completed,4,1,351,0.005638185629476702
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,2,731,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,2,805,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,2,767,
1,357247.4603437146,-750.0,0.006226846746935103,0.1759590346639838,96.99957756213459,115.46481404498009,0.006169999831558004,0.12184002319872571,93.81491031911791,98.7511885092965,0.006748497320223768,0.17946925166111613,101.47336601086806,115.73186465672423,811894.4148891692,0,0,2,357348.9603437146,evaluation,completed,4,2,609,0.0068471424634410655
1,682291.5496811757,350.0,0.15340893463114047,0.44702790797518066,119.1642285026631,133.78732281835875,0.15315028219095383,0.27968437954718933,97.18006506540607,101.2442609510168,0.005152270291461269,0.22904086045344352,115.40570596508432,88.66192290518605,682281.5496811757,0,1,0,682281.5496811757,evaluation,completed,4,3,1043,0.005587484870199645
1,682286.7847925238,-200.0,0.09534678288108281,0.3903322357644376,120.51325483343736,72.53957228020207,0.09538426403063954,0.6275308835155814,130.76888678642575,112.18763202267702,0.005863257141145694,0.09537761940519499,93.56972915421251,95.97006729205599,682308.2847925238,0,0,0,682308.2847925238,evaluation,completed,4,3,969,0.007292754452783543
1,682424.4987472377,0.0,0.14424353940553997,0.4520448382356758,102.50810018515965,115.83679590953287,0.14424353940553997,0.4520448382356758,102.50810018515965,115.83679590953287,0.006328500440102381,0.22542878310821512,122.64553229129105,102.97464409766482,682445.9987472377,0,1,0,682445.9987472377,evaluation,completed,4,3,951,0.006611026946713752
1,682313.4304338945,1350.0,0.07634992527723163,0.04240522574195557,108.26796623330638,101.19883543610342,0.07605044620335649,0.2627451611909402,85.63652129506869,115.30499370425589,0.005785181010528375,0.125829398264197,108.43053448395327,108.17744057383716,682247.4304338945,0,0,0,682247.4304338945,evaluation,completed,4,3,1074,0.005376768082765316
1,682201.1981154069,-475.0,0.03702269796508514,0.1914398312988009,96.8370120638397,107.31740127427646,0.03686465361709999,0.5628021395760983,95.08639910346348,61.960490679299085,0.007102307234257945,0.4423729260500694,123.26160118764851,120.11485824780341,682290.6981154069,0,0,0,682290.6981154069,evaluation,completed,4,4,1149,0.006719997018185889
1,682220.9563234923,175.0,0.05062332502413337,0.3074028306564911,107.00909109174766,101.69450891549536,0.050678604417953944,0.3719317004670899,111.74781415613053,76.9284760124317,0.006713878061526776,0.034108925386130924,104.05739374400991,107.93132136411968,682243.9563234923,1,0,1,682243.9563234923,evaluation,completed,4,4,1136,0.00786867856286454
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,4,1376,
1,682095.7114905326,-1050.0,0.05111545149333274,0.2562226261630229,107.10830799154411,88.29678260238776,0.052003740479510466,0.49262287487027656,77.6400936437428,93.15662249814699,0.008271112993106865,0.06546469088079038,111.20237852923253,103.31119069334052,682024.2114905326,0,0,0,682024.2114905326,evaluation,completed,4,4,1198,0.005247486291290675
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,5,1440,
1,1556497.0149357468,2000.0,0.00780560542454104,0.09549915629224467,95.18167386897534,101.78391283172917,0.007556844837787867,0.22316531276643226,115.98353645777385,88.55023224189486,0.006217699953848722,0.0601716366699177,104.32054121685923,103.99282968848482,647330.6058448376,0,0,0,1556421.5149357468,evaluation,completed,4,5,1629,0.00717683917430003
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,5,1520,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,5,1493,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,6,1778,
1,878904.937853019,-425.0,0.006704523184510154,0.32539427117579645,93.33655659490304,119.37290414132333,0.006691486817583275,0.4124500211488312,79.64969925211034,87.59083090581231,0.006794173030343188,0.09230727900357585,115.13376655016219,99.97246423468827,651607.2105802917,1,0,0,878879.937853019,evaluation,completed,4,6,1717,0.006661043214054674
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,6,1844,
1,197024.17944974784,1950.0,0.007201032047936433,0.18258577760927508,90.14192610596707,90.33772380121769,0.007409335070358479,0.06229758931805106,101.69927533949863,103.45296137194765,0.007862467787056378,0.2235012919676175,89.37697524259848,116.96585095450436,651579.6339952024,2,0,0,197034.17944974784,evaluation,completed,4,6,1718,0.005824310537585663
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,7,2031,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,7,1999,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,7,2169,
1,,,,,,,,,,,,,,,,,,,,evaluation,no_training_half_pair,4,7,1961,
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,0,250,
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,0,2,
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,0,130,
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,0,26,
2,,,,,,,,,,,,,,,,,,,,development,no_training_half_pair,5,1,401,
2,682453.4096233658,50.0,0.03874047299803735,0.12781573138715654,107.38106568756791,95.85363471094789,0.03873470461957358,0.040305629375635414,104.58335185416261,99.40575528327226,0.0067876334066259755,0.3513637080115102,103.36987423784923,92.44020815898469,682489.9096233658,1,0,0,682489.9096233658,development,completed,5,1,319,0.005981794223721278
