sample_rate_hz,session_id,probe_id,target_index,injected_delay_ns,recovered,delay_error_ns
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:694:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:697:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:726:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:757:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:759:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1344:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1369:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1402:0,,,True,-4.984961213375357
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1454:0,,,True,-2.0471069900321055
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1456:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1470:0,,,False,
10000000,scan-fw-d355d83ab1474d34,scan-fw-d355d83ab1474d34:1488:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:636:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:675:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:683:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:713:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:741:0,,,True,1.960978656132184
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:799:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:836:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1314:0,,,True,-4.417042155213792
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1346:0,,,True,3.468113512652387
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1369:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1422:0,,,True,1.0484979029401131
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1458:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1523:0,,,False,
10000000,scan-fw-d72f88e21eb9e620,scan-fw-d72f88e21eb9e620:1528:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:664:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:699:0,,,True,-0.7349765754905206
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:707:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:717:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:728:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:730:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:750:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1342:0,,,True,1.5561333413994873
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1383:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1424:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1432:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1463:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1476:0,,,False,
10000000,scan-fw-e6f41401336687f2,scan-fw-e6f41401336687f2:1491:0,,,True,-2.6983405454825515
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:635:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:660:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:700:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:743:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:749:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:760:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:775:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1377:0,,,True,-0.1638052570268087
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1394:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1397:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1426:0,,,True,0.8227285261343127
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1440:0,,,True,1.401216945731889
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1442:0,,,False,
10000000,scan-fw-ee0580647f45d712,scan-fw-ee0580647f45d712:1453:0,,,True,0.5643950349506213
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:624:0,,,True,3.758468774902582
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:668:0,,,True,-4.204598940154284
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:713:0,,,True,1.4011462529733762
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:727:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:734:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:762:0,,,True,1.2613480815165303
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:851:0,,,True,2.854812602078482
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1338:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1400:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1424:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1441:0,,,True,1.274331129789985
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1449:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1451:0,,,False,
10000000,scan-fw-f0e3c515533afbc9,scan-fw-f0e3c515533afbc9:1485:0,,,True,-1.9039470031655696
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:662:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:685:0,,,True,-4.214617431366207
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:703:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:722:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:733:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:736:0,,,True,-7.404861697424465
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:761:0,,,True,0.08846984976946715
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1383:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1389:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1410:0,,,True,-0.29983290027331577
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1427:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1447:0,,,False,
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1448:0,,,True,-0.8074808968172533
10000000,scan-fw-f83f76755271d5e9,scan-fw-f83f76755271d5e9:1473:0,,,False,
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:641:0,0,175.10342060555155,False,
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:662:0,5,-37.23398510205868,False,
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:666:0,2,218.5055518323055,False,
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:725:0,6,287.99999890778236,False,
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:744:0,7,-181.92815571298678,True,2.1303879590033716
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:755:0,4,9.531499986183462,True,-1.787585535308037
15000000,scan-fw-856a78101d6735d2,scan-fw-856a78101d6735d2:843:0,3,-54.47518453545621,True,2.6818810103279347
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:652:0,0,-38.212927119083645,False,
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:675:0,1,248.96094577728775,True,3.839703539045672
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:677:0,7,-113.16600205248935,False,
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:713:0,6,262.1938428784772,True,-0.0884648841639546
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:729:0,2,18.06374309303908,False,
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:732:0,3,227.94771259531672,False,
15000000,scan-fw-7b78a2ba16003bdc,scan-fw-7b78a2ba16003bdc:799:0,5,-20.105639930038024,True,-4.375070636202707
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:619:0,0,275.6988938478148,False,
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:672:0,2,155.7502824627947,False,
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:678:0,6,45.21921281925921,False,
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:731:0,7,254.38364688940646,False,
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:746:0,3,132.49670514434297,False,
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:753:0,1,17.649595576727563,True,1.4771523653578242
15000000,scan-fw-da6805a08345af8c,scan-fw-da6805a08345af8c:784:0,5,253.0455757202957,True,-2.6072829122908843
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:643:0,1,-4.8574272477173395,False,
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:677:0,6,78.98650920760764,True,-1.0795017550453139
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:701:0,4,-6.337858883469039,False,
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:740:0,5,185.07529869000683,False,
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:751:0,7,3.0228020357999412,False,
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:766:0,0,35.10271192141755,True,2.1455909636034747
20000000,scan-fw-3c965db47d95e0db,scan-fw-3c965db47d95e0db:774:0,3,149.50865733135845,False,
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:615:0,4,209.64083525750885,True,-0.24113120527925958
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:698:0,2,84.54147923809029,False,
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:711:0,1,-269.99461760433144,False,
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:733:0,5,-189.60560113042078,False,
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:738:0,0,80.19148149892243,False,
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:742:0,7,43.056528361767676,True,-1.2950495608594963
20000000,scan-fw-84ee89a6734ea002,scan-fw-84ee89a6734ea002:753:0,3,-269.4993314491015,True,1.6349307484773021
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:558:0,6,-96.2601142827238,False,
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:629:0,2,124.44236266688421,False,
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:691:0,0,194.37547112987772,False,
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:734:0,5,120.39413058715354,False,
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:774:0,7,-39.32223501115544,False,
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:824:0,4,188.39830426523434,False,
20000000,scan-fw-0ae4d2e146a1cbac,scan-fw-0ae4d2e146a1cbac:847:0,3,-211.2789845540865,False,
