session_id,analysis_run_id,pipeline_release_id,path_id,trajectory_id,rf_frequency_hz,rank,catalog_number,object_name,peak_elevation_deg,element_age_s,boundary_uncertain,comparison_score,detrended_frequency_rms_hz,slope_rms_difference_hz_s,acceleration_rms_difference_hz_s2,jerk_rms_difference_hz_s3,best_timing_score,worst_timing_score,top_two_score_margin,real_better_than_null_count,null_comparison_count
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:6a0bb9638253cbd0d030f031ff233e291bbc022fbb17479a3881ce81306b5b73,11690312500,2,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,2170.5389163070063,3335.4937626172664,2029.590299251187,21.949961171500536,0.5303887990239333,2165.995803501857,2172.4774231901742,732.1346538736725,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:6a0bb9638253cbd0d030f031ff233e291bbc022fbb17479a3881ce81306b5b73,11690312500,3,60258,STARLINK-32200,70.60926670470485,41480.472984234,False,2204.456886549983,3409.820742914575,2074.786544475763,19.78552813322438,0.5601725466834434,2200.2795689198456,2206.240045962254,732.1346538736725,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:6a0bb9638253cbd0d030f031ff233e291bbc022fbb17479a3881ce81306b5b73,11690312500,4,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,2310.392092423529,3661.4687642901317,2228.0671155772498,8.158741799800472,1.1348762057296964,2309.2931510177536,2313.0028038525975,732.1346538736725,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:6a0bb9638253cbd0d030f031ff233e291bbc022fbb17479a3881ce81306b5b73,11690312500,5,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,2312.8017311754857,3681.026158179389,2239.9356426586173,6.713590947268091,1.0943472367390974,2311.8395969798594,2315.0905647965196,732.1346538736725,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:7b3e36fbbcf9ef2ae93ccdb56f4d4d1bae7b4b0459bf7a310a8b0a036fb2cb9c,11690312500,1,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,28450.733487759982,4271.09438111219,1941.8968511968742,882.7907591224335,404.8114875355544,28443.397867438012,28453.860390096743,784.8074525579432,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:7b3e36fbbcf9ef2ae93ccdb56f4d4d1bae7b4b0459bf7a310a8b0a036fb2cb9c,11690312500,2,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,29235.540940317926,6188.644051264815,2796.2079003320027,874.380278276029,404.6117208841767,29231.846181043322,29237.118309470563,784.8074525579432,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:7b3e36fbbcf9ef2ae93ccdb56f4d4d1bae7b4b0459bf7a310a8b0a036fb2cb9c,11690312500,3,60258,STARLINK-32200,70.60926670470485,41480.472984234,False,29277.726586238256,6295.634405951026,2845.171673902415,873.6329590468916,404.58193713651724,29274.403545978334,29279.14604470251,784.8074525579432,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:7b3e36fbbcf9ef2ae93ccdb56f4d4d1bae7b4b0459bf7a310a8b0a036fb2cb9c,11690312500,4,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,29409.802990465334,6800.990618740176,3074.2567004380653,863.9875213839624,404.007233477471,29409.12478669045,29411.423032894178,784.8074525579432,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-0,sha256:7b3e36fbbcf9ef2ae93ccdb56f4d4d1bae7b4b0459bf7a310a8b0a036fb2cb9c,11690312500,5,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,29422.300167636273,6814.884848246715,3081.050915427436,864.5068513215086,404.04776244646155,29421.735712017457,29423.651915344206,784.8074525579432,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:0702536980356abaef67d62e53176f25b84cb0624db64d5d266a1858c61738a0,11690312500,1,57368,STARLINK-6218,84.79918724843213,35689.952760234,False,1556.7607149477205,1592.5977392173907,1489.8515162430476,13.49422273047147,1.2822753608359645,1555.3569102879574,1560.0903945517293,162.36806984243503,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:0702536980356abaef67d62e53176f25b84cb0624db64d5d266a1858c61738a0,11690312500,2,67508,STARLINK-36526,66.55499684591152,74366.454840234,False,1719.1287847901556,1789.826955928487,1674.2675672726414,7.833390024499153,1.1901344201012312,1718.1964660024648,1721.3485308365803,162.36806984243503,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:0702536980356abaef67d62e53176f25b84cb0624db64d5d266a1858c61738a0,11690312500,3,69534,STARLINK-37407,79.86793050169801,92033.986488234,False,1785.2390842558796,1776.5845849435677,1661.9595008044093,30.593171070584766,0.8033452555561917,1782.6363464207789,1791.3748870267027,162.36806984243503,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:0702536980356abaef67d62e53176f25b84cb0624db64d5d266a1858c61738a0,11690312500,4,55294,STARLINK-5286,88.18435345145292,19528.018008234,False,1887.2903423868652,1991.6977885923104,1863.0343613928446,2.6782852677206255,1.0672058964429385,1886.8305554610704,1888.402752064839,162.36806984243503,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:0702536980356abaef67d62e53176f25b84cb0624db64d5d266a1858c61738a0,11690312500,5,49742,STARLINK-3202,62.61125940033147,62581.172568234,False,2000.6702677321896,2025.404873227314,1894.5881280625144,26.318517617371818,0.6931621028892533,1998.4307262143495,2005.9499040169908,162.36806984243503,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:18ec075848c2b198ec60faf2c2413ff7bac2f0a1da11bf32b0a8f209fa4e9526,11690312500,1,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,3117.578278275303,1637.9011201334788,1567.8367433164808,420.4833404669438,0.3306221476461913,3108.247821368876,3121.5530683700604,108.27198076535751,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:18ec075848c2b198ec60faf2c2413ff7bac2f0a1da11bf32b0a8f209fa4e9526,11690312500,2,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,3225.8502590406606,1914.5956749637603,1816.0383494570106,379.451618266025,1.1348762057296964,3223.101741618035,3227.0309703269595,108.27198076535751,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:18ec075848c2b198ec60faf2c2413ff7bac2f0a1da11bf32b0a8f209fa4e9526,11690312500,3,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,3258.5317892548787,1947.3325861969297,1846.3344622844156,380.24965539354525,1.0943472367390974,3255.668695193844,3259.7608656744146,108.27198076535751,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:18ec075848c2b198ec60faf2c2413ff7bac2f0a1da11bf32b0a8f209fa4e9526,11690312500,4,54771,STARLINK-5451,62.480361637860746,35959.436951978,False,3440.673843858718,2177.2612527254014,2057.8821169346515,372.3951275953823,1.0543483186477314,3439.238595509756,3441.2950107776783,108.27198076535751,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:18ec075848c2b198ec60faf2c2413ff7bac2f0a1da11bf32b0a8f209fa4e9526,11690312500,5,57368,STARLINK-6218,84.79918724843213,35689.952760234,False,3485.981159446808,2389.075677411638,2250.1551171840597,331.56683322246477,1.2822753608359645,3483.5384973929863,3491.752301980707,108.27198076535751,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:350edf0685918db49bbd31cf3be691faf4d67df071e314eb2f252f515de6960f,11690312500,1,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,31812.827834259584,8186.032441502709,4216.696871141712,1024.571636611861,537.5646467422025,31804.03349182508,31816.573520973154,550.9660089558238,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:350edf0685918db49bbd31cf3be691faf4d67df071e314eb2f252f515de6960f,11690312500,2,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,32363.793843215408,9112.404036516247,4720.421451044482,1037.1468454164642,536.760392684119,32363.435324573344,32363.957683810695,550.9660089558238,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:350edf0685918db49bbd31cf3be691faf4d67df071e314eb2f252f515de6960f,11690312500,3,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,32388.757728368444,9159.250851726883,4745.44444396675,1036.8831065712282,536.8009216531099,32388.197875136066,32389.00683874745,550.9660089558238,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:350edf0685918db49bbd31cf3be691faf4d67df071e314eb2f252f515de6960f,11690312500,4,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,32438.859796443005,9287.242113594815,4811.117391245548,1030.862852361939,537.3648800908248,32434.096122475174,32440.892138642714,550.9660089558238,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:350edf0685918db49bbd31cf3be691faf4d67df071e314eb2f252f515de6960f,11690312500,5,60258,STARLINK-32200,70.60926670470485,41480.472984234,False,32463.64674973819,9329.029444436499,4833.856579359679,1031.3760824591486,537.3350963431653,32459.22344683376,32465.534547750274,550.9660089558238,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:48a58b5a7b71a2c6e7de84cbe1b0424e9c6305775cac7f3c3fb8635f293cc8c1,11690312500,1,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,19055.43122451473,21962.7318916724,2639.01279486576,141.00186985416693,17.40788352918225,19054.67669758397,19057.237419468962,47.18625934391093,1,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:48a58b5a7b71a2c6e7de84cbe1b0424e9c6305775cac7f3c3fb8635f293cc8c1,11690312500,2,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,19102.61748385864,21929.531528479158,2635.489071079331,141.79400649614115,17.44841249817285,19102.011947075458,19104.072031606443,47.18625934391093,1,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:48a58b5a7b71a2c6e7de84cbe1b0424e9c6305775cac7f3c3fb8635f293cc8c1,11690312500,3,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,19168.452004733303,9944.58782559883,1303.9002527461478,173.13129674372948,18.212137587265754,19161.6444652264,19171.357684824055,47.18625934391093,1,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:48a58b5a7b71a2c6e7de84cbe1b0424e9c6305775cac7f3c3fb8635f293cc8c1,11690312500,4,54771,STARLINK-5451,62.480361637860746,35959.436951978,False,19492.374648319037,25117.79171407885,3032.60754579097,140.44363506009682,17.488411416264217,19491.092828334193,19495.417439191995,47.18625934391093,1,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:48a58b5a7b71a2c6e7de84cbe1b0424e9c6305775cac7f3c3fb8635f293cc8c1,11690312500,5,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,19497.17276613006,18043.816323731662,2179.005179480038,158.21719432094682,18.012370935888015,19492.925800393765,19498.985389348898,47.18625934391093,1,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:eaa9e4598a0595b301a7d204c5a95ed52774638d53508e5b9284888de3bba1f1,11690312500,1,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,2163.7385159014684,3476.2318666349965,1812.0553094760633,51.103228132414735,0.3306221476461913,2154.02639743182,2167.874494415408,136.37668865513206,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:eaa9e4598a0595b301a7d204c5a95ed52774638d53508e5b9284888de3bba1f1,11690312500,2,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,2300.1152045566005,4217.4078176000285,2197.204414217924,8.10236103289258,1.1348762057296964,2297.3916247975785,2301.286384074183,136.37668865513206,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:eaa9e4598a0595b301a7d204c5a95ed52774638d53508e5b9284888de3bba1f1,11690312500,3,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,2332.478735594108,4272.0458227755735,2225.6353103642136,8.965705999627195,1.0943472367390974,2329.6225230723626,2333.7056579315913,136.37668865513206,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:eaa9e4598a0595b301a7d204c5a95ed52774638d53508e5b9284888de3bba1f1,11690312500,4,54771,STARLINK-5451,62.480361637860746,35959.436951978,False,2526.1899534556096,4732.630499174319,2465.434437814562,2.2466822546594494,1.0543483186477314,2525.524628249171,2526.5110879032786,136.37668865513206,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-0/rx-1,sha256:eaa9e4598a0595b301a7d204c5a95ed52774638d53508e5b9284888de3bba1f1,11690312500,5,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,2571.6468683696685,4520.801527772884,2355.1005391893887,29.309483802241996,0.5303887990239333,2565.6678036026933,2574.1963874335943,136.37668865513206,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-0,sha256:3c9376f217509db24c63711bb4633934ff2d849f3c46b9c42522f74ac74b87c7,10709687498,1,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,1155.5956485838446,685.0980852656955,1058.5543726413957,42.94012994521198,0.30288838567902504,1147.6058268988836,1159.0193041285672,720.3854012855297,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-0,sha256:3c9376f217509db24c63711bb4633934ff2d849f3c46b9c42522f74ac74b87c7,10709687498,2,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,1875.9810498693744,1183.0916671159912,1827.6879961071202,20.623620437216267,0.48589789964860536,1872.0097246954515,1877.6862139134014,720.3854012855297,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-0,sha256:3c9376f217509db24c63711bb4633934ff2d849f3c46b9c42522f74ac74b87c7,10709687498,3,60258,STARLINK-32200,70.60926670470485,41480.472984234,False,1911.043492344248,1208.521388287755,1866.9683854329592,18.667204014737056,0.5131832805956639,1907.4203201893504,1912.5998886119216,720.3854012855297,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-0,sha256:3c9376f217509db24c63711bb4633934ff2d849f3c46b9c42522f74ac74b87c7,10709687498,4,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,1998.5660726625713,1281.456959381253,1979.6628794996625,6.182531928328216,1.0396787521532014,1997.9062639889978,2000.132351800556,720.3854012855297,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-0,sha256:3c9376f217509db24c63711bb4633934ff2d849f3c46b9c42522f74ac74b87c7,10709687498,5,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,2007.8539418740263,1289.468861412844,1992.0355741780033,4.87870610836531,1.00254949726755,2007.3038812307054,2009.1630575705947,720.3854012855297,4,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:4663d9c7d6f65e4b0441b63f6b8e01830fc2a37e41f7cb4206e6618f939e58dd,10709687498,1,63062,STARLINK-11412,66.21988933414397,17437.38511249,False,22427.021483879435,9902.935738526226,1251.2018135264195,190.7973729930572,23.004522370489486,22420.788211295214,22429.69758183079,256.66819123074674,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:4663d9c7d6f65e4b0441b63f6b8e01830fc2a37e41f7cb4206e6618f939e58dd,10709687498,2,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,22683.68967511018,20935.030531352797,2519.7703518438743,172.08292166267674,22.26773200401531,22682.592054828478,22686.282621486636,256.66819123074674,2,4
