session_id,analysis_run_id,pipeline_release_id,path_id,trajectory_id,rf_frequency_hz,rank,catalog_number,object_name,peak_elevation_deg,element_age_s,boundary_uncertain,comparison_score,detrended_frequency_rms_hz,slope_rms_difference_hz_s,acceleration_rms_difference_hz_s2,jerk_rms_difference_hz_s3,best_timing_score,worst_timing_score,top_two_score_margin,real_better_than_null_count,null_comparison_count
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:4663d9c7d6f65e4b0441b63f6b8e01830fc2a37e41f7cb4206e6618f939e58dd,10709687498,3,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,22717.503912377473,20905.35582641265,2516.157548549468,172.51359944833072,22.304861258900967,22716.55246166175,22719.75418820932,256.66819123074674,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:4663d9c7d6f65e4b0441b63f6b8e01830fc2a37e41f7cb4206e6618f939e58dd,10709687498,4,58037,STARLINK-30533,73.19584361799146,62692.60351249,False,22898.726836130936,17385.805293854624,2088.5145009909324,181.8330188003117,22.821512856519906,22895.337165617108,22900.183134073268,256.66819123074674,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:4663d9c7d6f65e4b0441b63f6b8e01830fc2a37e41f7cb4206e6618f939e58dd,10709687498,5,60258,STARLINK-32200,70.60926670470485,41480.472984234,False,22915.00333177211,17849.195890154853,2144.1635146667422,181.06824088375058,22.794227475572843,22911.987237624602,22916.3000043164,256.66819123074674,2,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:474c824b6b82d5fec088d2398ae4941163c1be111f4fd93316295960c42f485e,10709687498,1,63189,STARLINK-11639,37.25824733904857,18037.508280234,False,185.75950021144536,59.26187233950659,43.03028209726496,19.3900675651653,0.6030730128154126,184.61606783022333,186.31063237686277,4.006596042125551,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:474c824b6b82d5fec088d2398ae4941163c1be111f4fd93316295960c42f485e,10709687498,2,57330,STARLINK-6212,52.97671338341794,29943.830904234,False,189.7660962535709,122.50175285765202,71.23258635293703,14.194982371111882,0.8098344508913241,186.35617427902892,191.23570466760555,4.006596042125551,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:474c824b6b82d5fec088d2398ae4941163c1be111f4fd93316295960c42f485e,10709687498,3,55294,STARLINK-5286,88.18435345145292,19528.018008234,False,307.3832491199762,443.6784993807033,246.37606750511367,3.8425014576508087,0.9776848691535683,307.22454099281083,307.738366351497,4.006596042125551,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:474c824b6b82d5fec088d2398ae4941163c1be111f4fd93316295960c42f485e,10709687498,4,54771,STARLINK-5451,62.480361637860746,35959.436951978,False,319.15486201040835,280.3587985306079,157.73465505831106,20.17645569803581,0.9659058307259891,318.114471904997,321.56846020918874,4.006596042125551,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:474c824b6b82d5fec088d2398ae4941163c1be111f4fd93316295960c42f485e,10709687498,5,51986,STARLINK-3645,47.562636035860756,15372.864888234,False,367.7599690587322,424.99394489476884,238.0907934512026,18.2469282332985,0.4456888332386732,366.1195822048059,371.60254513892266,4.006596042125551,3,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:5495c509b6f5f379d862027134d1a2a97fcccc343d4ebeeee25787e735336dde,10709687498,1,57368,STARLINK-6218,84.79918724843213,35689.952760234,False,10377.363048240079,2558.1386190870503,1285.9439529243823,321.69363783850656,173.24099110422677,10376.26398523624,10379.958740369573,161.27495194929543,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:5495c509b6f5f379d862027134d1a2a97fcccc343d4ebeeee25787e735336dde,10709687498,2,67508,STARLINK-36526,66.55499684591152,74366.454840234,False,10538.638000189374,2857.2187123548856,1444.1553924880095,321.63606337945595,173.32540293505164,10537.957963216753,10540.252846500236,161.27495194929543,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:5495c509b6f5f379d862027134d1a2a97fcccc343d4ebeeee25787e735336dde,10709687498,3,69534,STARLINK-37407,79.86793050169801,92033.986488234,False,10583.276826597397,2889.9539083032882,1461.9534496361164,323.58743767830936,173.67974684843202,10581.000214586984,10588.612701259743,161.27495194929543,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:5495c509b6f5f379d862027134d1a2a97fcccc343d4ebeeee25787e735336dde,10709687498,4,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,10691.717272271795,3129.0327537410385,1588.9182742170526,322.6178738374777,173.3760258938149,10686.632057024659,10693.905205151046,161.27495194929543,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:5495c509b6f5f379d862027134d1a2a97fcccc343d4ebeeee25787e735336dde,10709687498,5,55294,STARLINK-5286,88.18435345145292,19528.018008234,False,10707.053787465818,3164.642916584588,1607.43152264506,321.72435173782833,173.43801977681457,10706.770254754007,10707.739726083624,161.27495194929543,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:c2051f6ee4a304ab8e10c24922c27357a159c99bbc4fe509970a98da571fed25,10709687498,1,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,11618.509495191629,436.8498122954389,356.8376494700808,238.58213456817904,75.25723222596969,11618.370544842988,11618.571941168582,3.479675029951977,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:c2051f6ee4a304ab8e10c24922c27357a159c99bbc4fe509970a98da571fed25,10709687498,2,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,11621.989170221581,496.19190211183303,353.62276981309043,238.8057443513624,75.29436148085533,11621.693657978816,11622.120040232101,3.479675029951977,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:c2051f6ee4a304ab8e10c24922c27357a159c99bbc4fe509970a98da571fed25,10709687498,3,57368,STARLINK-6218,84.79918724843213,35689.952760234,False,11632.518049848411,1336.0743050969652,424.98585106592185,234.9975123293628,75.12219743638151,11630.924470713648,11636.294008140472,3.479675029951977,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:c2051f6ee4a304ab8e10c24922c27357a159c99bbc4fe509970a98da571fed25,10709687498,4,54771,STARLINK-5451,62.480361637860746,35959.436951978,False,11638.567778462766,1004.9968354483191,376.5520411018833,237.82106558277482,75.3310051473969,11637.769053792266,11638.914933529843,3.479675029951977,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:c2051f6ee4a304ab8e10c24922c27357a159c99bbc4fe509970a98da571fed25,10709687498,5,67508,STARLINK-36526,66.55499684591152,74366.454840234,False,11693.282023017011,1554.935768436574,473.5568054683496,235.22431945182473,75.20660926720646,11691.886367253453,11696.578153815386,3.479675029951977,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:cc94d61428113e948395495c62cd1cdd4cc4f644f52782680ae4187dfd5c184c,10709687498,1,57368,STARLINK-6218,84.79918724843213,35689.952760234,False,758.7916754667307,955.0000643644911,611.7512824205057,21.042266907786665,1.1747135417413652,756.6507848678676,763.8206950261609,55.59561555776497,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:cc94d61428113e948395495c62cd1cdd4cc4f644f52782680ae4187dfd5c184c,10709687498,2,57645,STARLINK-30277,81.31049950561541,17943.462744234,False,814.3872910244957,1044.3872060967842,668.8239950500044,21.49327014429119,1.0396787521532014,809.4435213025479,816.5144682586707,55.59561555776497,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:cc94d61428113e948395495c62cd1cdd4cc4f644f52782680ae4187dfd5c184c,10709687498,3,67414,STARLINK-36506,78.82001207309419,35767.436280234,False,849.055017587492,1097.6272063331571,702.8421491834757,21.813690573864374,1.00254949726755,844.0878953529284,851.1918084891407,55.59561555776497,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:cc94d61428113e948395495c62cd1cdd4cc4f644f52782680ae4187dfd5c184c,10709687498,4,67508,STARLINK-36526,66.55499684591152,74366.454840234,False,852.708165033178,1155.1319175793592,739.4126226358125,15.217868749845747,1.0903017109164213,851.0637405317884,856.57561021782,55.59561555776497,0,4
cap-20260821T201522-841b2a20e151,capture-fb15d5f27c1c43b2b1c4f3fcf9fd13cf,4f0b17e5f65c3a6801212b9846521ccd3531ec3a,cap-20260821T201522-841b2a20e151/stream-1/rx-1,sha256:cc94d61428113e948395495c62cd1cdd4cc4f644f52782680ae4187dfd5c184c,10709687498,5,54771,STARLINK-5451,62.480361637860746,35959.436951978,False,925.6447334210953,1283.1791602135656,821.189967293379,14.241701020818272,0.9659058307259891,922.1114471411947,927.1673542706642,55.59561555776497,0,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:a70630a7319ebee0e4a6918c069e02d5492fdb1fda8544e0b4442b1127db320a,10959687498,1,59424,STARLINK-11083,66.19891164538559,40529.139873708,False,730.0747813177647,973.0030206778962,492.9448448736409,28.862787283328466,0.8837150284924369,715.0903097132365,736.3879635146288,178.8354061958479,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:a70630a7319ebee0e4a6918c069e02d5492fdb1fda8544e0b4442b1127db320a,10959687498,2,45689,STARLINK-1413,89.79459394975073,24490.157505452,False,908.9101875136126,1686.9664381096356,852.3495418686687,5.022503805982418,0.4845938530333809,897.6134352614499,913.6693236245974,178.8354061958479,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:a70630a7319ebee0e4a6918c069e02d5492fdb1fda8544e0b4442b1127db320a,10959687498,3,68048,STARLINK-36318,79.25382460236133,41453.252673708,False,1287.8307822036172,2213.3577236973206,1119.3756071617643,24.52942914991363,0.035792751350348394,1281.3454809633515,1290.565966027349,178.8354061958479,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:a70630a7319ebee0e4a6918c069e02d5492fdb1fda8544e0b4442b1127db320a,10959687498,4,59500,STARLINK-31512,85.47975899174476,17977.971777708,False,1522.0107325650872,2673.5813599887288,1351.8860853096432,24.973880210738226,0.006536804118167282,1515.5506564686807,1524.7348508933856,178.8354061958479,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:a70630a7319ebee0e4a6918c069e02d5492fdb1fda8544e0b4442b1127db320a,10959687498,5,69846,STARLINK-37603,63.649379378734764,73904.179425708,False,1597.6603754928017,2867.6230852085464,1449.719015205187,21.0229124537136,0.10781910904763041,1590.3547906560343,1600.740035081772,178.8354061958479,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:b02cf8e40723528f6a23dcea4635284de7ee71095c8d2722e72523a7bacd1854,10959687498,1,59424,STARLINK-11083,66.19891164538559,40529.139873708,False,20360.027961342712,1152.9297865711671,799.2760688900445,765.549005516946,407.87324387883734,20353.618475483207,20362.79982408441,155.4398943410415,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:b02cf8e40723528f6a23dcea4635284de7ee71095c8d2722e72523a7bacd1854,10959687498,2,45689,STARLINK-1413,89.79459394975073,24490.157505452,False,20515.467855683753,1535.3600739476005,926.958750081822,772.5516577440544,407.47412270337827,20508.710516326282,20518.342073392538,155.4398943410415,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:b02cf8e40723528f6a23dcea4635284de7ee71095c8d2722e72523a7bacd1854,10959687498,3,68048,STARLINK-36318,79.25382460236133,41453.252673708,False,20628.841673668074,1693.666667716276,1003.5020670263895,781.78768282285,406.95373609899445,20624.808534503303,20630.550655073977,155.4398943410415,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:b02cf8e40723528f6a23dcea4635284de7ee71095c8d2722e72523a7bacd1854,10959687498,4,52704,STARLINK-3999,84.06975417136562,68304.093441708,False,20765.340727821946,1895.1393923008009,1100.2978334120517,791.3320183130961,406.46087517562086,20764.316498773605,20765.77684036873,155.4398943410415,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-0,sha256:b02cf8e40723528f6a23dcea4635284de7ee71095c8d2722e72523a7bacd1854,10959687498,5,59500,STARLINK-31512,85.47975899174476,17977.971777708,False,20788.81158787961,2066.6964592366517,1159.7689020525738,782.1436682164549,406.996065654463,20784.092061983494,20790.806722500554,155.4398943410415,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:05192e39bba9af253e35211140a308f6b4f53cef3c9b8c3bec7e6237b0b832ff,10959687498,1,68052,STARLINK-35808,70.31776113643964,41412.354369708,False,1865.056252573422,633.9937218962503,455.52889505137756,193.6217418029158,1.3220071837229863,1861.6263125663672,1866.5120218945324,218.2442593829917,0,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:05192e39bba9af253e35211140a308f6b4f53cef3c9b8c3bec7e6237b0b832ff,10959687498,2,62510,STARLINK-32701,57.497431193448314,18064.145409964,False,2083.3005119564136,1440.6713833539702,764.1658155695832,182.8806099522138,0.996106976221618,2081.2528978597493,2084.1725681213065,218.2442593829917,0,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:05192e39bba9af253e35211140a308f6b4f53cef3c9b8c3bec7e6237b0b832ff,10959687498,3,60293,STARLINK-32159,48.387880890696046,92015.772513964,False,2191.554945261127,1677.6207133522585,874.7047397715188,183.352947360139,0.8808492590785598,2189.591168732643,2192.3909198396013,218.2442593829917,0,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:05192e39bba9af253e35211140a308f6b4f53cef3c9b8c3bec7e6237b0b832ff,10959687498,4,67912,STARLINK-36676,48.44754410742576,29891.287617452,False,2300.21527320921,2071.102297472447,1057.4424889206302,173.69076046476047,0.7374773367526328,2300.0995784671154,2300.2710087108794,218.2442593829917,0,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:05192e39bba9af253e35211140a308f6b4f53cef3c9b8c3bec7e6237b0b832ff,10959687498,5,57416,STARLINK-30224,42.97854582742653,20277.569121708,False,2308.591100421723,2185.4305833623257,1110.2538385430726,167.86276886935215,0.6560947826024054,2308.168819214691,2309.6075481022845,218.2442593829917,0,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:2e07791c7718309df8426f6b49761a96cbfacabcc9079ac8cb6a75265939659d,10959687498,1,64359,STARLINK-34291,87.44561368887041,48412.900545964,False,56.285144672856276,11.896812355639609,17.91344694077864,14.202653932351444,0.3936863527717269,55.50287722411721,58.221345571607685,19.186572348040798,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:2e07791c7718309df8426f6b49761a96cbfacabcc9079ac8cb6a75265939659d,10959687498,2,57362,STARLINK-6343,55.186342519655696,29964.286977708,False,75.47171702089707,46.96706088244712,64.02714454891029,2.7443034574698157,0.7081982145868854,75.13243987895908,76.29326557019928,19.186572348040798,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:2e07791c7718309df8426f6b49761a96cbfacabcc9079ac8cb6a75265939659d,10959687498,3,69846,STARLINK-37603,63.649379378734764,73904.179425708,False,122.27741526991016,12.414257669990594,28.942074120827833,36.69224829384575,0.10781910904763041,121.3512210321205,125.36871687514885,19.186572348040798,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:2e07791c7718309df8426f6b49761a96cbfacabcc9079ac8cb6a75265939659d,10959687498,4,60298,STARLINK-32124,48.4319735146409,41458.526529708,False,150.7434981996224,100.84173423578729,137.34502114814433,3.949999221075278,0.5371597323027926,149.79370152154675,151.14933902418636,19.186572348040798,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:2e07791c7718309df8426f6b49761a96cbfacabcc9079ac8cb6a75265939659d,10959687498,5,69963,STARLINK-37931,50.25242871630628,20277.569121708,False,154.85711708029478,77.67660059197124,106.24915683665351,18.615578949817007,0.25152410867222175,151.39542888652508,156.31980779724975,19.186572348040798,4,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:777a12e716350101e0feb59db535b7d0f70c5da446e3309b530d74f5096afdc9,10959687498,1,68052,STARLINK-35808,70.31776113643964,41412.354369708,False,45664.502763590826,4610.946217032433,3047.7348755970565,1432.8208163135673,516.7778685198545,45664.177009631836,45664.64935962968,206.57269573928352,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:777a12e716350101e0feb59db535b7d0f70c5da446e3309b530d74f5096afdc9,10959687498,2,52704,STARLINK-3999,84.06975417136562,68304.093441708,False,45871.07545933011,4833.000053386903,3153.7300809322396,1451.9035237355683,515.9845150108553,45867.16748613017,45872.7281115811,206.57269573928352,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:777a12e716350101e0feb59db535b7d0f70c5da446e3309b530d74f5096afdc9,10959687498,3,67339,STARLINK-36451,75.10492296381263,13188.861249708,False,45972.25743482585,5184.944775736587,3287.7102670692916,1447.097441472693,516.0615898137665,45969.213345233475,45973.545859545324,206.57269573928352,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:777a12e716350101e0feb59db535b7d0f70c5da446e3309b530d74f5096afdc9,10959687498,4,62510,STARLINK-32701,57.497431193448314,18064.145409964,False,46030.76918409616,5665.485069409949,3460.9114320068998,1429.3487179443218,516.451968312353,46030.405134450004,46031.65122042489,206.57269573928352,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:777a12e716350101e0feb59db535b7d0f70c5da446e3309b530d74f5096afdc9,10959687498,5,60293,STARLINK-32159,48.387880890696046,92015.772513964,False,46111.66501297173,5859.753956591725,3539.301930829784,1430.5689242986398,516.3367105952098,46111.388444127144,46112.337469937476,206.57269573928352,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:795a2b40d2eb0193e17141b003216a0ccea067f25e323844cb6f4c7c8fc09f41,10959687498,1,68052,STARLINK-35808,70.31776113643964,41412.354369708,False,2034.425695910798,1871.1015955154212,1994.4249526044914,8.139858090262846,1.3220071837229863,2032.2241855658178,2035.3672547335714,461.1565336963431,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:795a2b40d2eb0193e17141b003216a0ccea067f25e323844cb6f4c7c8fc09f41,10959687498,2,62510,STARLINK-32701,57.497431193448314,18064.145409964,False,2495.582229607141,2327.4200799409077,2480.6952779161634,1.4036640531512,0.996106976221618,2495.324859695242,2496.2382768649313,461.1565336963431,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:795a2b40d2eb0193e17141b003216a0ccea067f25e323844cb6f4c7c8fc09f41,10959687498,3,52704,STARLINK-3999,84.06975417136562,68304.093441708,False,2572.897025184951,2307.9044153201503,2459.9227178615956,33.325884867497315,0.5286536747240268,2566.554039153535,2575.5770291964127,461.1565336963431,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:795a2b40d2eb0193e17141b003216a0ccea067f25e323844cb6f4c7c8fc09f41,10959687498,4,60293,STARLINK-32159,48.387880890696046,92015.772513964,False,2612.3634159415274,2439.8837552007976,2600.536497889781,0.8265225508659543,0.8808492590785598,2612.3634159415274,2612.4207540638845,461.1565336963431,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:795a2b40d2eb0193e17141b003216a0ccea067f25e323844cb6f4c7c8fc09f41,10959687498,5,67339,STARLINK-36451,75.10492296381263,13188.861249708,False,2655.5290389066213,2407.1792461586656,2565.695490594046,25.90188947747918,0.6057284776352304,2650.4887597836378,2657.6604604537174,461.1565336963431,1,4
cap-20260821T193701-87f96f47e73f,capture-e19e3933f9ea4b079b2a7efa1a23baec,d9dfe1bf3f194f57679d62948303905277fd1190,cap-20260821T193701-87f96f47e73f/stream-0/rx-1,sha256:98c0d0267dc82e76ee51c15bc3da6eeb863b8169f673006e113e77d9cb988f16,10959687498,1,59424,STARLINK-11083,66.19891164538559,40529.139873708,False,14213.441410042982,1151.5370221527198,666.3801108635496,538.9748202863717,300.75029004970935,14202.601818764433,14218.059962815238,201.86782045534346,4,4
