session_id,radio_id,sample_rate_hz,inventory_segment,visit_index,phase_blind_priority,state,reason,channel,edge,supported,band_phase_resultant,tracked_coherence,wrong_pair_coherence,held_group_count
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1921,0.5808600175693808,replayed,,3,upper,True,0.9805726119074409,0.2114714081399484,0.0034713953236018735,3
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1896,0.5699585779265176,replayed,,3,upper,True,0.9898670051297166,0.212514064663897,0.007420323999295854,3
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1852,0.5670194857136291,replayed,,3,upper,True,0.9816744735520107,0.19363666277335645,0.009314113617919149,3
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1889,0.5617159334138343,replayed,,3,upper,True,0.9827591488352811,0.20180320167324312,0.0006037084157227165,3
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1897,0.558051903248237,abstained,ValueError: fewer than eight coherent physical-overlap bins,,,False,,,,
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1878,0.5498964556289033,replayed,,3,upper,True,0.977577648056809,0.20542129937703613,0.0068767037552582184,3
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1838,0.5488577505287342,replayed,,3,upper,True,0.9812400352020316,0.19251741008267773,0.005028263522865533,3
scan-fw-d30c80bd75815223,radio_pluto_5d4d,2500000,original_published_cohort,1932,0.543740477943859,replayed,,3,upper,True,0.98316406411029,0.20310113776520772,0.004398463272251681,3
scan-fw-b97ce25ed1ac630f,radio_pluto_5d4d,2500000,original_published_cohort,1643,0.5819499525698318,replayed,,2,lower,True,0.971337251937018,0.1655169568918991,0.006902087840241287,3
scan-fw-b97ce25ed1ac630f,radio_pluto_5d4d,2500000,original_published_cohort,196,0.5484763050006148,replayed,,4,lower,True,0.9786612867216093,0.20739083777739023,0.00864592693946013,3
scan-fw-b97ce25ed1ac630f,radio_pluto_5d4d,2500000,original_published_cohort,1727,0.5480072142136077,replayed,,2,lower,True,0.9694199835933872,0.16280513446465011,0.006616559151895645,3
scan-fw-b97ce25ed1ac630f,radio_pluto_5d4d,2500000,original_published_cohort,198,0.5476921583125636,replayed,,4,lower,True,0.9821221386510627,0.19639168000157567,0.009862251832266935,3
scan-fw-b97ce25ed1ac630f,radio_pluto_5d4d,2500000,original_published_cohort,1702,0.5315044133659002,replayed,,2,lower,True,0.9767117155639412,0.17552486491033506,0.002994236029270802,3
scan-fw-b97ce25ed1ac630f,radio_pluto_5d4d,2500000,original_published_cohort,197,0.52684703593304,replayed,,4,lower,True,0.9778629398142127,0.1502269631111862,0.001398079839023392,3
