candidate,visit_index,elapsed_s,azimuth_deg,elevation_deg,east_direction_cosine,nominal_geometric_phase_deg,nominal_change_from_first_deg,nominal_phase_rate_deg_s,nominal_change_per_120ms_deg
59925,376,0.0,285.61353191988815,74.08832743548487,-0.2640385520068954,-345.45653318499063,0.0,15.973835915380619,1.9168603098456742
59925,453,9.7968004,276.9963868950575,81.96507375345158,-0.13873592014107303,-181.51603103365443,163.9405021513362,17.366603271229053,2.0839923925474864
59925,486,13.998552,264.26298279208885,85.25064630605385,-0.08238225218657406,-107.78534808660164,237.671185098389,17.698483930289655,2.1238180716347586
59925,513,17.450626,230.51725702245582,87.36510724661778,-0.03548142650970167,-46.42235196843324,299.0341812165574,17.831220872912468,2.139746504749496
59925,537,20.495472,172.77801332275402,87.24375611019023,0.00604520353433298,7.909280820907494,353.36581400589813,17.839212407502234,2.140705488900268
59925,564,23.9285964,142.36462711134183,85.04578396116895,0.05273416978621018,68.99508930141799,414.4516224864086,17.725416075660405,2.1270499290792486
59925,588,26.9698864,132.69650709517305,82.67412314990509,0.09371612107129125,122.6140881426575,468.07062132764815,17.519192612753898,2.1023031135304677
59925,614,30.2807628,127.53794144049385,80.00294857671545,0.1376541425734406,180.10068041401527,525.5572135990059,17.189121286821774,2.062694554418613
59925,638,33.3435156,124.76744039105488,77.52520186501216,0.17744660312491561,232.16340142399136,577.619934608982,16.794792625574928,2.0153751150689914
59925,668,37.170744,122.57251370797944,74.46307509332269,0.22572795117993957,295.3326128509306,640.7891460359212,16.197931811726107,1.9437518174071329
59925,697,40.8743328,121.16328911557474,71.56094475279049,0.2706530141915757,354.1106072125713,699.567140397562,15.530201818657474,1.863624218238897
59925,724,44.3066512,120.22040206976449,68.93957673810965,0.31051474336803014,406.2639562723606,751.7204894573513,14.851221087317867,1.782146530478144
60188,376,0.0,244.6562646452718,39.26931157873425,-0.6996692858409341,-915.4167981360358,0.0,9.277940288910713,1.1133528346692856
60188,453,9.7968004,234.9575659453316,40.46258138875528,-0.6229120331906852,-814.9909542741632,100.42584386187264,11.176943467177125,1.341233216061255
60188,486,13.998552,230.6105700387984,40.70607207371797,-0.5858712062314967,-766.52835072492,148.88844741111586,11.875474160643762,1.4250568992772514
60188,513,17.450626,227.00253879315878,40.77473070421465,-0.5538647276864717,-724.652469216013,190.76432892002288,12.37331001026405,1.484797201231686
60188,537,20.495472,223.8170355886152,40.7352567897543,-0.5246222576992905,-686.3928960334047,229.02390210263115,12.74655306965542,1.5295863683586504
60188,564,23.9285964,220.24744229540948,40.57919789014549,-0.4907101507356005,-642.0237733593453,273.3930247766905,13.08630846645542,1.5703570159746505
60188,588,26.9698864,217.12580490514273,40.34497349941245,-0.46001497891345483,-601.8635484126522,313.5532497233836,13.311620462911833,1.59739445554942
60188,614,30.2807628,213.79203545688574,39.99254296352893,-0.42610519841725364,-557.497469587255,357.91932854878087,13.474173384690857,1.6169008061629029
60188,638,33.3435156,210.78484925164014,39.58214200748972,-0.3944624485249195,-516.0974747942219,399.31932334181397,13.548225824479232,1.6257870989375078
60188,668,37.170744,207.15132698474952,38.96599797248598,-0.3548148640667601,-464.2243033502382,451.19249478579763,13.541257451373667,1.62495089416484
60188,697,40.8743328,203.78424729387598,38.273646020534756,-0.31661032175585413,-414.2391453559609,501.17765278007494,13.43617853695207,1.6123414244342484
60188,724,44.3066512,200.8060923704936,37.56024173754363,-0.28157664416907174,-368.4026085629001,547.0141895731357,13.260856455212888,1.5913027746255466
