session_id,track,path,candidate_name,catalog_number,train_rms_hz,holdout_rms_hz,linear_holdout_rms_hz,holdout_advantage_hz,runner_up_margin_hz,epoch_adjustment_s,nuisance_drift_hz_s,free_affine_catalog_number,free_affine_holdout_rms_hz,adjacent_tle_shape_rms_hz,failed_secure_checks,secure_association
cap-20260824T192019-9023840c8e9f,T1,stream-0/RX1,STARLINK-36722,67917,304.28581639165293,346.112311293213,1129.9933508536055,783.8810395603925,0.3582342548384645,-0.15000000000000002,14.461523961537422,67917,346.112311293213,0.0,"['runner_up_training_margin', 'scalar_shape_identity_agree']",False
cap-20260824T192019-9023840c8e9f,T2,stream-1/RX1,STARLINK-35564,67420,280.08084281664907,308.56348716106424,352.792666658584,44.22917949751974,0.6482502376317143,0.09999999999999992,-194.3395125642383,52838,327.647907060149,0.0,"['beats_linear_holdout', 'runner_up_training_margin', 'scalar_wrong_time_null', 'scalar_shape_identity_agree', 'identity_stable_across_nuisance_models']",False
cap-20260824T192019-9023840c8e9f,T3,stream-1/RX1,STARLINK-36722,67917,716.4702184959524,257.32700905933336,340.24705442945157,82.9200453701182,0.11877756691683317,-0.2,54.718525350827896,62839,233.86427653427003,0.0,"['beats_linear_holdout', 'runner_up_training_margin', 'scalar_wrong_time_null', 'scalar_shape_identity_agree', 'identity_stable_across_nuisance_models']",False
cap-20260824T192252-9981b9c27853,T1,stream-1/RX1,STARLINK-36865,67930,232.62907015534836,391.88024840741343,2888.4674297221864,2496.587181314773,7.713693392842828,-0.3,-2.921057677789184,67930,391.88024840741343,0.0,"['runner_up_training_margin', 'epoch_search_interior', 'scalar_wrong_time_null', 'scalar_shape_identity_agree']",False
cap-20260824T192252-9981b9c27853,T2,stream-0/RX1,STARLINK-31032,58535,153.30917592851566,206.81556452050515,338.0261259333766,131.21056141287144,32.00900593586752,0.2999999999999999,-16.12113584555971,58535,206.81556452050515,0.0,"['runner_up_training_margin', 'epoch_search_interior', 'scalar_wrong_time_null']",False
cap-20260824T192252-9981b9c27853,T3,stream-0/RX1,STARLINK-6375,57342,252.3480199860737,261.27767399376495,607.6897646742906,346.41209068052564,0.7587089102671882,0.2999999999999999,-117.77741388452144,52503,263.8176423311613,0.0,"['runner_up_training_margin', 'epoch_search_interior', 'scalar_wrong_time_null', 'scalar_shape_identity_agree', 'identity_stable_across_nuisance_models']",False
cap-20260824T192531-491832825b97,T1,stream-0/RX1,STARLINK-32504,62024,257.3499752706712,1735.7332294607081,371.7132433542457,-1364.0199861064625,34.838834432075544,-0.3,40.25019418433195,62194,1269.2060375065323,0.0,"['holdout_rms', 'beats_linear_holdout', 'runner_up_training_margin', 'epoch_search_interior', 'scalar_wrong_time_null', 'identity_stable_across_nuisance_models']",False
cap-20260824T192531-491832825b97,T2,stream-1/RX1,STARLINK-32504,62024,249.4854002186692,1811.6158058474787,829.4595718595681,-982.1562339879106,5.704949146226426,-0.3,85.2263117214816,64132,1695.4560821351247,0.0,"['holdout_rms', 'beats_linear_holdout', 'runner_up_training_margin', 'epoch_search_interior', 'scalar_wrong_time_null', 'identity_stable_across_nuisance_models']",False
cap-20260824T192531-491832825b97,T3,stream-0/RX1,STARLINK-6276,57355,242.50196102860673,279.5425090124943,2381.475738854758,2101.933229842264,1.4546394436395644,-0.3,-116.5762909586771,69519,199.3821034339903,0.0,"['runner_up_training_margin', 'epoch_search_interior', 'scalar_wrong_time_null', 'scalar_shape_identity_agree', 'identity_stable_across_nuisance_models']",False
