abstention_reasons,abstention_recommended,catalog_number,fit_rms_hz,heldout_rank,heldout_runner_nll_margin,leading_candidate_persisted_on_heldout,nominal_beats_both_wrong_times,nominal_beats_radio_null,radio_id,radio_null_delta,randomized_evaluation_rms_hz,rank,row_kind,scored_observation_count,selected_tau_seconds,session_id,source_observation_count,support_span_seconds,tracklet_id,training_runner_nll_margin,wrong_time_minus_delta,wrong_time_plus_delta
tau-boundary,True,55612,,1,0.09815835840291243,True,True,False,radio_pluto_5d4d,-0.08291351264580271,,1,physical_group_candidate,36,-5.0,scan-fw-573f6201b09f5ba4,36,25.1575624,sha256:61a626e77ed68006b8acb46bc5d392cee4fac6845d7f1cb756a2fcf01f340a5f,0.10489993266560305,0.018075291986662023,0.01707395501927067
,False,55612,,1,0.11550337078065809,True,False,True,radio_pluto_5d4d,0.04421019205184962,,1,physical_group_candidate,25,-2.0,scan-fw-573f6201b09f5ba4,25,19.0577588,sha256:a4a9a78f8ec2ffa3f1725e1b04599f954cfab9c8e84a9742f23f21130ce010b8,0.2198737564004034,-0.002780608752445346,0.002493809316149509
,False,66198,,1,0.13354079865243307,True,False,False,radio_pluto_5d4d,-0.10195887883187993,,1,physical_group_candidate,15,-1.0,scan-fw-573f6201b09f5ba4,15,17.8774224,sha256:6546d71e31add91a6fb70ee2fb7c3baaa53eda32d2700a3a7032659ffde9caff,0.880036334810427,-0.194623277190054,0.4392832147745551
,,53707,624.558532853317,,,,,,radio_pluto_5d4d,,490.48995043786033,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:de584bde36b479aec272a0a129be47729bb57e84102965555d11ac031efb0124,,,
,,69172,1330.1716591513295,,,,,,radio_pluto_5d4d,,1286.4431520867088,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:de584bde36b479aec272a0a129be47729bb57e84102965555d11ac031efb0124,,,
,,58746,2402.303353939323,,,,,,radio_pluto_5d4d,,2525.5555264534955,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:de584bde36b479aec272a0a129be47729bb57e84102965555d11ac031efb0124,,,
,,57984,4314.475994372974,,,,,,radio_pluto_5d4d,,4618.3717410252275,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:de584bde36b479aec272a0a129be47729bb57e84102965555d11ac031efb0124,,,
,,63549,7092.741897256792,,,,,,radio_pluto_5d4d,,7899.367352211471,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:de584bde36b479aec272a0a129be47729bb57e84102965555d11ac031efb0124,,,
,,53707,601.3936357741472,,,,,,radio_pluto_5d4d,,540.306177834601,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:122263d541d0bde8813a61beddbb2e10041710c86acd012a914e2ab6dc7bf195,,,
,,69172,1300.449567044794,,,,,,radio_pluto_5d4d,,1216.9586685515785,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:122263d541d0bde8813a61beddbb2e10041710c86acd012a914e2ab6dc7bf195,,,
,,58746,2342.0775258375347,,,,,,radio_pluto_5d4d,,2229.679813573226,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:122263d541d0bde8813a61beddbb2e10041710c86acd012a914e2ab6dc7bf195,,,
,,57984,4207.162517243747,,,,,,radio_pluto_5d4d,,4059.6606103943745,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:122263d541d0bde8813a61beddbb2e10041710c86acd012a914e2ab6dc7bf195,,,
,,63549,6919.2176256751545,,,,,,radio_pluto_5d4d,,6739.191061435174,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:122263d541d0bde8813a61beddbb2e10041710c86acd012a914e2ab6dc7bf195,,,
,,59491,145.5190651428835,,,,,,radio_pluto_5d4d,,193.58781599647344,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:ade44b04a6d2fd51b5afe59aa94e625ecad5d497923e2bd6edc5363857406446,,,
,,57529,1189.9124714727454,,,,,,radio_pluto_5d4d,,1803.0779744057015,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:ade44b04a6d2fd51b5afe59aa94e625ecad5d497923e2bd6edc5363857406446,,,
,,53707,1454.2652597759964,,,,,,radio_pluto_5d4d,,1993.6755179624474,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:ade44b04a6d2fd51b5afe59aa94e625ecad5d497923e2bd6edc5363857406446,,,
,,53055,1720.6121593862904,,,,,,radio_pluto_5d4d,,2554.925966079074,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:ade44b04a6d2fd51b5afe59aa94e625ecad5d497923e2bd6edc5363857406446,,,
,,56005,2687.689765756325,,,,,,radio_pluto_5d4d,,2837.3646521006285,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:ade44b04a6d2fd51b5afe59aa94e625ecad5d497923e2bd6edc5363857406446,,,
,,53707,364.29530993801995,,,,,,radio_pluto_5d4d,,556.0944633320579,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:54d43923d3992840c4f9bd05a811096de8c1ba1ffd74ad064e023e99fa88987a,,,
,,69172,902.545473220824,,,,,,radio_pluto_5d4d,,1194.1298760186658,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:54d43923d3992840c4f9bd05a811096de8c1ba1ffd74ad064e023e99fa88987a,,,
,,58746,1713.2246225139704,,,,,,radio_pluto_5d4d,,2176.7411164267046,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:54d43923d3992840c4f9bd05a811096de8c1ba1ffd74ad064e023e99fa88987a,,,
,,57984,3183.8660148427184,,,,,,radio_pluto_5d4d,,3897.5159788880183,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:54d43923d3992840c4f9bd05a811096de8c1ba1ffd74ad064e023e99fa88987a,,,
,,63549,5364.7516952011365,,,,,,radio_pluto_5d4d,,6368.991816054,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:54d43923d3992840c4f9bd05a811096de8c1ba1ffd74ad064e023e99fa88987a,,,
,,53707,501.42315850229585,,,,,,radio_pluto_5d4d,,506.1988363951116,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:31b5033b2cf8e63598735789412ad51e28bcd7306d11e9f3827512b4e84e09c4,,,
,,69172,1015.5912074980666,,,,,,radio_pluto_5d4d,,1165.9707261029823,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:31b5033b2cf8e63598735789412ad51e28bcd7306d11e9f3827512b4e84e09c4,,,
,,58746,1829.7516003669634,,,,,,radio_pluto_5d4d,,2119.5827940192544,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:31b5033b2cf8e63598735789412ad51e28bcd7306d11e9f3827512b4e84e09c4,,,
,,57984,3285.145836012659,,,,,,radio_pluto_5d4d,,3849.7167272949537,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:31b5033b2cf8e63598735789412ad51e28bcd7306d11e9f3827512b4e84e09c4,,,
,,63549,5364.217360572966,,,,,,radio_pluto_5d4d,,6323.654784913313,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:31b5033b2cf8e63598735789412ad51e28bcd7306d11e9f3827512b4e84e09c4,,,
,,59390,130.18230959309844,,,,,,radio_pluto_5d4d,,154.93034582346726,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:18e38a4ecf96920b03fcaba6cce5d40166304df0011c1823c8925a7cf0195378,,,
,,59490,132.1164639178362,,,,,,radio_pluto_5d4d,,157.01875449633866,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:18e38a4ecf96920b03fcaba6cce5d40166304df0011c1823c8925a7cf0195378,,,
,,55590,217.97802829924123,,,,,,radio_pluto_5d4d,,201.81483408238904,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:18e38a4ecf96920b03fcaba6cce5d40166304df0011c1823c8925a7cf0195378,,,
,,55784,291.3100945949554,,,,,,radio_pluto_5d4d,,295.123639241984,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:18e38a4ecf96920b03fcaba6cce5d40166304df0011c1823c8925a7cf0195378,,,
,,52565,384.1272603811623,,,,,,radio_pluto_5d4d,,399.2126188325519,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:18e38a4ecf96920b03fcaba6cce5d40166304df0011c1823c8925a7cf0195378,,,
,,66623,117.36404080815001,,,,,,radio_pluto_5d4d,,148.14780470458507,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a208c0ae4efee14533b3a5eb4d3141d41c71476a55727d90c7a235e5a50b4433,,,
,,56907,425.3964621159981,,,,,,radio_pluto_5d4d,,413.0697318266236,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a208c0ae4efee14533b3a5eb4d3141d41c71476a55727d90c7a235e5a50b4433,,,
,,53608,722.8297133033989,,,,,,radio_pluto_5d4d,,903.691087402975,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a208c0ae4efee14533b3a5eb4d3141d41c71476a55727d90c7a235e5a50b4433,,,
,,53053,909.8807621762481,,,,,,radio_pluto_5d4d,,1050.0477867684224,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a208c0ae4efee14533b3a5eb4d3141d41c71476a55727d90c7a235e5a50b4433,,,
,,69172,1402.8732145832143,,,,,,radio_pluto_5d4d,,1293.2730812159639,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a208c0ae4efee14533b3a5eb4d3141d41c71476a55727d90c7a235e5a50b4433,,,
,,66203,129.3816553518783,,,,,,radio_pluto_5d4d,,168.89785983824444,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5262631355326fa410da4be66b5dded26df11983f1966257b15ce41919a6d3bf,,,
,,58628,184.7065312801212,,,,,,radio_pluto_5d4d,,226.30094267067616,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5262631355326fa410da4be66b5dded26df11983f1966257b15ce41919a6d3bf,,,
,,66081,549.9917615828565,,,,,,radio_pluto_5d4d,,787.3234096307148,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5262631355326fa410da4be66b5dded26df11983f1966257b15ce41919a6d3bf,,,
,,66190,889.5469017693283,,,,,,radio_pluto_5d4d,,1249.1109696722976,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5262631355326fa410da4be66b5dded26df11983f1966257b15ce41919a6d3bf,,,
,,63642,2141.5644477844617,,,,,,radio_pluto_5d4d,,1689.9082085850534,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5262631355326fa410da4be66b5dded26df11983f1966257b15ce41919a6d3bf,,,
,,59390,145.1582235307504,,,,,,radio_pluto_5d4d,,172.3805104739928,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5d5d2a983ac97c3f39bebcb4ced7df93d96e40a0ba3a4fe510c3b2b7bc399893,,,
,,59490,146.4073574743939,,,,,,radio_pluto_5d4d,,174.38109305806677,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5d5d2a983ac97c3f39bebcb4ced7df93d96e40a0ba3a4fe510c3b2b7bc399893,,,
,,55590,150.04691300228677,,,,,,radio_pluto_5d4d,,231.91636982439948,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5d5d2a983ac97c3f39bebcb4ced7df93d96e40a0ba3a4fe510c3b2b7bc399893,,,
,,55784,177.93884579908118,,,,,,radio_pluto_5d4d,,356.4684117013001,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5d5d2a983ac97c3f39bebcb4ced7df93d96e40a0ba3a4fe510c3b2b7bc399893,,,
,,52565,327.8238270002111,,,,,,radio_pluto_5d4d,,366.89734018391096,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:5d5d2a983ac97c3f39bebcb4ced7df93d96e40a0ba3a4fe510c3b2b7bc399893,,,
,,59390,145.99503167281506,,,,,,radio_pluto_5d4d,,127.21794933272804,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:15783a8c2b6973e4514eb7445772eed0bee8fbafba6047580ec3d53d9b88efeb,,,
,,59490,146.4980115877774,,,,,,radio_pluto_5d4d,,127.58466451085535,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:15783a8c2b6973e4514eb7445772eed0bee8fbafba6047580ec3d53d9b88efeb,,,
,,52565,148.54838527969164,,,,,,radio_pluto_5d4d,,115.85738950116371,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:15783a8c2b6973e4514eb7445772eed0bee8fbafba6047580ec3d53d9b88efeb,,,
,,55784,154.39802306055768,,,,,,radio_pluto_5d4d,,133.40573221804868,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:15783a8c2b6973e4514eb7445772eed0bee8fbafba6047580ec3d53d9b88efeb,,,
,,55590,289.6778855355351,,,,,,radio_pluto_5d4d,,222.91744836268686,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:15783a8c2b6973e4514eb7445772eed0bee8fbafba6047580ec3d53d9b88efeb,,,
,,59491,104.7952123016833,,,,,,radio_pluto_5d4d,,42.632697724204576,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a1ba3a92009425c596cb742f80d859e8222d2ec55f706afb2032bfd8bdcfe430,,,
,,64380,110.41002316337668,,,,,,radio_pluto_5d4d,,509.2036902752248,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a1ba3a92009425c596cb742f80d859e8222d2ec55f706afb2032bfd8bdcfe430,,,
,,57984,251.9562860213916,,,,,,radio_pluto_5d4d,,741.5512739726048,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a1ba3a92009425c596cb742f80d859e8222d2ec55f706afb2032bfd8bdcfe430,,,
,,58746,279.9320125675151,,,,,,radio_pluto_5d4d,,819.6594100778038,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a1ba3a92009425c596cb742f80d859e8222d2ec55f706afb2032bfd8bdcfe430,,,
,,69172,292.16238007361386,,,,,,radio_pluto_5d4d,,896.808149211304,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:a1ba3a92009425c596cb742f80d859e8222d2ec55f706afb2032bfd8bdcfe430,,,
,,57529,54.940440046382804,,,,,,radio_pluto_5d4d,,54.86696802032129,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:7b6eb5307ae6711173dba61c04fe37ffec36ecbb041ae2ab4a4ed67cb039f9a5,,,
,,53055,194.5477268940177,,,,,,radio_pluto_5d4d,,174.56409674334375,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:7b6eb5307ae6711173dba61c04fe37ffec36ecbb041ae2ab4a4ed67cb039f9a5,,,
,,66196,219.35774741901275,,,,,,radio_pluto_5d4d,,156.476330393874,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:7b6eb5307ae6711173dba61c04fe37ffec36ecbb041ae2ab4a4ed67cb039f9a5,,,
,,56005,262.1381174208724,,,,,,radio_pluto_5d4d,,207.3201957818084,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:7b6eb5307ae6711173dba61c04fe37ffec36ecbb041ae2ab4a4ed67cb039f9a5,,,
,,48593,827.5455587315109,,,,,,radio_pluto_5d4d,,902.2233970789725,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:7b6eb5307ae6711173dba61c04fe37ffec36ecbb041ae2ab4a4ed67cb039f9a5,,,
,,53061,130.87170845052853,,,,,,radio_pluto_5d4d,,154.98942962493933,1,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:bf85e0fe16e1d913c680157961c14384460cb111e6aaa3e79fab915fbe5e3a4d,,,
,,49426,133.88080352477783,,,,,,radio_pluto_5d4d,,117.72360058250426,2,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:bf85e0fe16e1d913c680157961c14384460cb111e6aaa3e79fab915fbe5e3a4d,,,
,,62523,229.42199464238712,,,,,,radio_pluto_5d4d,,924.1700161224087,3,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:bf85e0fe16e1d913c680157961c14384460cb111e6aaa3e79fab915fbe5e3a4d,,,
,,60065,608.0149927908263,,,,,,radio_pluto_5d4d,,577.0320346500798,4,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:bf85e0fe16e1d913c680157961c14384460cb111e6aaa3e79fab915fbe5e3a4d,,,
,,59698,836.2770483386406,,,,,,radio_pluto_5d4d,,1363.89592815586,5,review_candidate,,,scan-fw-d30c80bd75815223,,,sha256:bf85e0fe16e1d913c680157961c14384460cb111e6aaa3e79fab915fbe5e3a4d,,,
tau-boundary,True,53707,,1,2.754791859329032,True,False,False,radio_pluto_5d4d,-1.441953409597204,,1,physical_group_candidate,75,-5.0,scan-fw-d30c80bd75815223,75,39.7377208,sha256:de584bde36b479aec272a0a129be47729bb57e84102965555d11ac031efb0124,3.5722409832165454,-0.7038000751646223,6.874602616951506
,False,59491,,1,4.475801670465785,True,True,False,radio_pluto_5d4d,-0.06222819587520689,,1,physical_group_candidate,56,1.0,scan-fw-d30c80bd75815223,56,34.4136504,sha256:ade44b04a6d2fd51b5afe59aa94e625ecad5d497923e2bd6edc5363857406446,3.6761130465845895,1.584734851276039,3.3366220345453144
,False,59490,,1,0.0024808661901545292,True,True,False,radio_pluto_5d4d,-0.024796671792586267,,1,physical_group_candidate,49,1.0,scan-fw-d30c80bd75815223,49,27.4990312,sha256:18e38a4ecf96920b03fcaba6cce5d40166304df0011c1823c8925a7cf0195378,0.06254149002160148,1.3664228081001966,0.5172863026071468
,False,66623,,1,0.5628976926220162,True,True,False,radio_pluto_5d4d,-0.024013713283721927,,1,physical_group_candidate,36,1.0,scan-fw-d30c80bd75815223,36,25.0162696,sha256:a208c0ae4efee14533b3a5eb4d3141d41c71476a55727d90c7a235e5a50b4433,0.7957624291088621,0.212151828496701,1.0470372611791845
,,59376,65.17021665447801,,,,,,radio_pluto_5d4d,,93.7807943552106,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:3b1fff823c385257991ec88e4f357f75c9a4465c7f660d96e1412c3e9136c91e,,,
,,66638,1043.0488563309186,,,,,,radio_pluto_5d4d,,1753.0156489707588,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:3b1fff823c385257991ec88e4f357f75c9a4465c7f660d96e1412c3e9136c91e,,,
,,53056,3127.0877860306105,,,,,,radio_pluto_5d4d,,3094.9607180813805,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:3b1fff823c385257991ec88e4f357f75c9a4465c7f660d96e1412c3e9136c91e,,,
,,64377,3230.082690401922,,,,,,radio_pluto_5d4d,,3470.2355424748225,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:3b1fff823c385257991ec88e4f357f75c9a4465c7f660d96e1412c3e9136c91e,,,
,,53417,3814.814962359263,,,,,,radio_pluto_5d4d,,6274.073483203014,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:3b1fff823c385257991ec88e4f357f75c9a4465c7f660d96e1412c3e9136c91e,,,
,,69175,120.71875721761425,,,,,,radio_pluto_5d4d,,149.22002520386954,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:c635178fc00dc09394a7adb0e680234d26b4ba41a1476b824c821f12a2a0be90,,,
,,58000,4687.413374102428,,,,,,radio_pluto_5d4d,,5179.271811434643,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:c635178fc00dc09394a7adb0e680234d26b4ba41a1476b824c821f12a2a0be90,,,
,,53636,4895.914305838829,,,,,,radio_pluto_5d4d,,6145.204709094226,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:c635178fc00dc09394a7adb0e680234d26b4ba41a1476b824c821f12a2a0be90,,,
,,63640,5074.944088837973,,,,,,radio_pluto_5d4d,,6515.285594947767,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:c635178fc00dc09394a7adb0e680234d26b4ba41a1476b824c821f12a2a0be90,,,
,,47826,11061.863071188043,,,,,,radio_pluto_5d4d,,13489.97448836377,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:c635178fc00dc09394a7adb0e680234d26b4ba41a1476b824c821f12a2a0be90,,,
,,69175,172.24531464030844,,,,,,radio_pluto_5d4d,,215.46528803809682,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:6f0fd48a75cb558dd5f7b4606fdd4218fd6ee2966f42cbf17d1464d62dd5db6c,,,
,,58000,3748.7435223849716,,,,,,radio_pluto_5d4d,,3953.4166394995536,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:6f0fd48a75cb558dd5f7b4606fdd4218fd6ee2966f42cbf17d1464d62dd5db6c,,,
,,53636,4440.018914448847,,,,,,radio_pluto_5d4d,,5107.646194354615,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:6f0fd48a75cb558dd5f7b4606fdd4218fd6ee2966f42cbf17d1464d62dd5db6c,,,
,,63640,4757.668467434905,,,,,,radio_pluto_5d4d,,5603.819430391982,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:6f0fd48a75cb558dd5f7b4606fdd4218fd6ee2966f42cbf17d1464d62dd5db6c,,,
,,66640,9120.139234267392,,,,,,radio_pluto_5d4d,,9225.151504412977,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:6f0fd48a75cb558dd5f7b4606fdd4218fd6ee2966f42cbf17d1464d62dd5db6c,,,
,,63513,86.36426559247816,,,,,,radio_pluto_5d4d,,66.27887595121865,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:ea8875b8485287c61e90e40c8e38772f0474f9bafc0e2ff67e700d123402433e,,,
,,48571,2009.618554309818,,,,,,radio_pluto_5d4d,,2034.6554886168917,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:ea8875b8485287c61e90e40c8e38772f0474f9bafc0e2ff67e700d123402433e,,,
,,47916,2119.4692555606293,,,,,,radio_pluto_5d4d,,1972.0363316826677,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:ea8875b8485287c61e90e40c8e38772f0474f9bafc0e2ff67e700d123402433e,,,
,,69176,2769.7644594827275,,,,,,radio_pluto_5d4d,,2794.821567638248,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:ea8875b8485287c61e90e40c8e38772f0474f9bafc0e2ff67e700d123402433e,,,
,,56906,3387.7655879890817,,,,,,radio_pluto_5d4d,,3229.9222156487135,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:ea8875b8485287c61e90e40c8e38772f0474f9bafc0e2ff67e700d123402433e,,,
,,63513,142.10540285385272,,,,,,radio_pluto_5d4d,,140.0112470083525,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1dbf4b20e33d5b1b707e481a7eb92cfe704fc096da857956ced1a36f4d47dba7,,,
,,47916,1475.836653331538,,,,,,radio_pluto_5d4d,,2094.9830660099606,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1dbf4b20e33d5b1b707e481a7eb92cfe704fc096da857956ced1a36f4d47dba7,,,
,,48571,1708.7395925930398,,,,,,radio_pluto_5d4d,,1833.7570998652998,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1dbf4b20e33d5b1b707e481a7eb92cfe704fc096da857956ced1a36f4d47dba7,,,
,,69176,2256.217864084514,,,,,,radio_pluto_5d4d,,2558.9441824586584,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1dbf4b20e33d5b1b707e481a7eb92cfe704fc096da857956ced1a36f4d47dba7,,,
,,56906,2267.827910996258,,,,,,radio_pluto_5d4d,,3310.6246532265895,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1dbf4b20e33d5b1b707e481a7eb92cfe704fc096da857956ced1a36f4d47dba7,,,
,,63513,116.2594999974319,,,,,,radio_pluto_5d4d,,122.50723600476728,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1485fe09b589bcc41445b5737920f8d7bdc2864199d12e0148ddb7e33a971bea,,,
,,48571,2294.711264599601,,,,,,radio_pluto_5d4d,,1597.380854816795,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1485fe09b589bcc41445b5737920f8d7bdc2864199d12e0148ddb7e33a971bea,,,
,,47916,2309.15422048324,,,,,,radio_pluto_5d4d,,1658.918927911939,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1485fe09b589bcc41445b5737920f8d7bdc2864199d12e0148ddb7e33a971bea,,,
,,69176,3157.0120919900814,,,,,,radio_pluto_5d4d,,2187.172223208987,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1485fe09b589bcc41445b5737920f8d7bdc2864199d12e0148ddb7e33a971bea,,,
,,55615,3405.44337606808,,,,,,radio_pluto_5d4d,,2888.9272714820227,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:1485fe09b589bcc41445b5737920f8d7bdc2864199d12e0148ddb7e33a971bea,,,
,,63513,132.51377200021903,,,,,,radio_pluto_5d4d,,120.14741451360574,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:2477042f95213b3d42be3ca24b80a6e4f3ba7e266e7de9fe5d3fee7baa37a46a,,,
,,48571,1954.4463559476026,,,,,,radio_pluto_5d4d,,2372.9598836477717,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:2477042f95213b3d42be3ca24b80a6e4f3ba7e266e7de9fe5d3fee7baa37a46a,,,
,,47916,1961.9490277485309,,,,,,radio_pluto_5d4d,,2468.4357368539036,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:2477042f95213b3d42be3ca24b80a6e4f3ba7e266e7de9fe5d3fee7baa37a46a,,,
,,69176,2697.650756649268,,,,,,radio_pluto_5d4d,,3264.454312524923,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:2477042f95213b3d42be3ca24b80a6e4f3ba7e266e7de9fe5d3fee7baa37a46a,,,
,,55615,2985.170270801816,,,,,,radio_pluto_5d4d,,3827.219237242756,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:2477042f95213b3d42be3ca24b80a6e4f3ba7e266e7de9fe5d3fee7baa37a46a,,,
,,63513,79.69477951952334,,,,,,radio_pluto_5d4d,,79.97438488456378,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:5c775029b21b40c0da21dc06ba30ac8b7705223ec5e13f62f1d2bdb767ec01eb,,,
,,48571,2147.020113165648,,,,,,radio_pluto_5d4d,,2158.1880469714883,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:5c775029b21b40c0da21dc06ba30ac8b7705223ec5e13f62f1d2bdb767ec01eb,,,
,,47916,2228.923803987442,,,,,,radio_pluto_5d4d,,2098.4517524432144,3,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:5c775029b21b40c0da21dc06ba30ac8b7705223ec5e13f62f1d2bdb767ec01eb,,,
,,69176,2985.950775596603,,,,,,radio_pluto_5d4d,,2974.573742196655,4,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:5c775029b21b40c0da21dc06ba30ac8b7705223ec5e13f62f1d2bdb767ec01eb,,,
,,55615,3392.383646395007,,,,,,radio_pluto_5d4d,,2945.8201015230147,5,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:5c775029b21b40c0da21dc06ba30ac8b7705223ec5e13f62f1d2bdb767ec01eb,,,
,,47916,1121.0686068475786,,,,,,radio_pluto_5d4d,,1101.835215296326,1,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:faa15220df8dbe3878d61d87dfb2ee18932a66609f6318e5d6d7420386ae1239,,,
,,63513,1283.0600861409575,,,,,,radio_pluto_5d4d,,636.1502506161415,2,review_candidate,,,scan-fw-b6659f13921e711b,,,sha256:faa15220df8dbe3878d61d87dfb2ee18932a66609f6318e5d6d7420386ae1239,,,
