channel,edge,end_seconds,fit_observation_count,observation_count,radio_id,randomized_evaluation_observation_count,rank1_catalog_number,rank1_fit_rms_hz,rank1_randomized_evaluation_rms_hz,reviewed_candidate_count,session_id,span_seconds,start_seconds,tracklet_id
3,lower,299.068973268,34,58,radio_pluto_5d4d,24,67818,158.69390845418607,170.91733711746173,5,scan-fw-7fc0a2494f8caa5d,34.775835115999996,264.293138152,sha256:8b354590211e6d1d5e99660dc1f99c2fb3c6b507c4bfe45a8f9acfc9c7e9f68f
2,lower,299.469226514,39,66,radio_pluto_5d4d,27,67818,154.29874587668036,149.5931205557319,5,scan-fw-7fc0a2494f8caa5d,34.254759302000025,265.214467212,sha256:a412803251e76ef96fc1f0ae8e9e0fb8955e3c4b8030275fd560e1ba70222518
1,lower,171.930420229,28,48,radio_pluto_5d4d,20,63648,816.3861901627764,993.115794795131,5,scan-fw-7fc0a2494f8caa5d,33.77624477499998,138.154175454,sha256:a8d95fed330be0116e6da1b00ce46c2ba3278e9e39926b1c7b1292c136f75768
3,lower,297.285201618,28,47,radio_pluto_5d4d,19,67818,125.25245968313138,126.58709757314925,5,scan-fw-7fc0a2494f8caa5d,32.99206349899998,264.293138119,sha256:0e19977321c22e9658b33e57f79dbfcd05e9bce71fc965ce4e8fc0af98ca376a
2,lower,131.622292536,27,46,radio_pluto_5d4d,19,57525,155.6035524578363,206.70935496990538,5,scan-fw-7fc0a2494f8caa5d,30.852140852000005,100.770151684,sha256:08959ce4119dd8240438082cfe4f96df57f136cba0a1f781708c244822e31b1c
1,lower,111.278295372,30,51,radio_pluto_5d4d,21,59576,302.03133752296554,191.4206080032174,5,scan-fw-7fc0a2494f8caa5d,27.624008601,83.654286771,sha256:7eddd0a2986201a23df2b659f8a589144956b03bcdb8f01eba82d5578c9af170
2,lower,237.217256168,18,31,radio_pluto_5d4d,13,68977,47.344934928140574,47.6780448263661,5,scan-fw-7fc0a2494f8caa5d,26.376072726000018,210.841183442,sha256:e0beaf86030dd74434c91e4e9f498abc7969eb053d147c74e5edd2d621de2a53
4,lower,186.860440023,20,34,radio_pluto_5d4d,14,63648,89.68185680406225,119.73028811302434,5,scan-fw-7fc0a2494f8caa5d,25.93398479999999,160.926455223,sha256:a05a95c13139635dff039a5b627c538af4384c3944dd9af3f90d95f89d202f33
3,lower,94.698439932,8,14,radio_pluto_5d4d,6,58105,107.44886446946282,112.71889958058921,5,scan-fw-7fc0a2494f8caa5d,21.585271950000006,73.113167982,sha256:df33b8508b0ab8d440ac4ab14e82415d15c38c3f3b2dcb423d24d5977c797cdf
4,lower,38.078386348,16,28,radio_pluto_5d4d,12,63854,129.4990955032853,84.989268415631,5,scan-fw-7fc0a2494f8caa5d,21.426808360000003,16.651577988,sha256:b03810f3a3cc52c5a840bcb96d84b6ecf01d96b1527771dee5fbe17b7fcafa38
3,lower,52.830330756,16,28,radio_pluto_5d4d,12,68978,158.114862116204,166.2560882827927,5,scan-fw-7fc0a2494f8caa5d,21.385333665,31.444997091,sha256:95bb27bcd23ea45d50351bd85463119da5cdb284fd13e0f51767a545124136a3
2,lower,158.380842639,15,25,radio_pluto_5d4d,10,57525,53.514707151284995,48.8938917031268,5,scan-fw-7fc0a2494f8caa5d,21.24788391300001,137.132958726,sha256:ace8148fc727acfaec2eee1d7f58f474315613a0dd5920ef579999f77b0755a2
4,lower,188.303709048,21,36,radio_pluto_5d4d,15,63648,33.44274928004929,42.52438710545648,5,scan-fw-7fc0a2494f8caa5d,21.083917810000003,167.219791238,sha256:0f107d2e89e83fb0dcce2a9c1e10533ee48273c5e12633337ba8dc836e99225d
2,lower,157.178185089,11,19,radio_pluto_5d4d,8,57525,53.550475181419294,51.535861067090586,5,scan-fw-7fc0a2494f8caa5d,20.887892366000017,136.290292723,sha256:9a62ebdb9580be720c99ed04644cc4080bdeb50417396349cbf20e5fc9c671e8
1,lower,103.897020518,16,27,radio_pluto_5d4d,11,59576,32.290217029034686,37.54752276407613,5,scan-fw-7fc0a2494f8caa5d,20.242672876,83.654347642,sha256:e4d0782cedd33114fcadba2e2b9fa52fbab57dab1533d411aeae14f793637b02
1,lower,172.61175107,12,20,radio_pluto_5d4d,8,62555,147.3381439830781,159.540979818293,5,scan-fw-7fc0a2494f8caa5d,15.995983905999992,156.615767164,sha256:4230bab11dda36d05a740369cebbb1c59834282693a62fccc9766d5c3710098d
2,lower,293.315779934,19,32,radio_pluto_5d4d,13,65223,131.51029186063653,104.57751678036907,5,scan-fw-7fc0a2494f8caa5d,14.71054126499996,278.605238669,sha256:6723fb4e651fad1a8564055f84405086de2d387f6e805f30326bf5509f440fe2
3,lower,127.374417079,17,29,radio_pluto_5d4d,12,65211,84.16987634357477,80.1257734578743,5,scan-fw-7fc0a2494f8caa5d,13.550773128000003,113.823643951,sha256:04f12d7b90ec942c4dc2675e78d1e043092beb420a66801a523f351fadc6a53a
1,lower,203.386838051,10,18,radio_pluto_5d4d,8,57614,38.53192216140542,34.60710794119459,5,scan-fw-7fc0a2494f8caa5d,13.438674463000012,189.948163588,sha256:d77da3898259b6a7ac7cfc9c7cf4b37966b8aecdbf16268362d52c2da936261b
2,lower,261.867764086,12,21,radio_pluto_5d4d,9,67818,98.43724104354985,81.95467490879905,5,scan-fw-7fc0a2494f8caa5d,13.388649079000032,248.479115007,sha256:270b8a367993034a393c2ebaefccc81f61557e86880abf0f493d1aef5f708048
4,lower,38.078386361,10,18,radio_pluto_5d4d,8,52535,121.70037829531731,1284.530507542722,5,scan-fw-7fc0a2494f8caa5d,12.948364883,25.130021478,sha256:e86b95975d03415457fd4bc6d08f1fa32085034ec3bfbce4c422c980debc06ca
2,lower,62.170443062,8,14,radio_pluto_5d4d,6,67797,139.3363622076169,151.2061116925323,5,scan-fw-7fc0a2494f8caa5d,11.403967183999995,50.766475878,sha256:582fdc7a2d839f19b4779d5a80c009b589bd4737d2b3a48b6fdb6b54a38d41aa
4,lower,198.395911843,43,72,radio_pluto_5d4d,29,63659,121.48911093616857,107.48117210467166,5,scan-fw-51dadc5c6aa0e74b,39.40767608499999,158.988235758,sha256:f336bf126aca3ccfc0d277f012134ebdd2af7e8bd8d7ff5f1ba52ea36aec3fa4
4,lower,198.395911816,44,74,radio_pluto_5d4d,30,62845,120.94938124071719,116.60630786804248,5,scan-fw-51dadc5c6aa0e74b,39.12659285699999,159.269318959,sha256:b5c52924fd1fe2b40f278978c8806cff42acec0f0e9e9f18096a234280b571d9
3,lower,247.820311242,25,43,radio_pluto_5d4d,18,68194,51.17851396060481,79.51135745704718,5,scan-fw-51dadc5c6aa0e74b,35.49328960700001,212.327021635,sha256:cc27b84e9a64c6cb386c7e9fafc55b75d609818e61ca9d3bdaf1f2db9ab068a3
4,lower,166.362706747,27,46,radio_pluto_5d4d,19,67812,163.8401000598737,192.0819215243461,5,scan-fw-51dadc5c6aa0e74b,32.385367109000015,133.977339638,sha256:cdcd994aff597d178064e7e7bb1e020bc7c1fd8d0db688ce999bba94420824a3
2,lower,25.202346991,26,44,radio_pluto_5d4d,18,68975,85.81703802943002,136.34782192589634,5,scan-fw-51dadc5c6aa0e74b,24.962270374,0.240076617,sha256:32beb0b50f6512f26026ff3ccb18b107be0b81afac450c0d642388e8ab9eec31
3,lower,214.370988376,15,26,radio_pluto_5d4d,11,68974,55.60911200876297,74.65502508435175,5,scan-fw-51dadc5c6aa0e74b,23.89195017900002,190.479038197,sha256:7a5b5030b653b9ab05a8c66baf3cae4422fb8da48ae6237cfb1a532b563d61c8
1,lower,23.017576634,22,38,radio_pluto_5d4d,16,68975,77.91866735044002,71.96709068917788,5,scan-fw-51dadc5c6aa0e74b,22.376002332000002,0.641574302,sha256:2065d292ed3148c7d86dc3453b81c31d9fa5e9919bbe6642d25bc7c9d1f9f79a
4,lower,278.185507388,12,21,radio_pluto_5d4d,9,63657,32.6146563790477,26.72950102933595,5,scan-fw-51dadc5c6aa0e74b,14.189292265000006,263.996215123,sha256:a9406361ae4be5742be12c77b8b917346b73bfb5c608aca7ff31b3e482b777f5
1,lower,57.661281472,57,95,radio_pluto_5d4d,38,59207,176.02552461028955,222.41901970002937,5,scan-fw-524e4ca2638f3601,50.792029363,6.869252109,sha256:8f4e155ebcd8bdc9ad893ead829b7bd45205fb9798cde77e759dfea41d8e5c9f
1,lower,57.661281462,51,85,radio_pluto_5d4d,34,59207,106.66577583878853,110.82380763730833,5,scan-fw-524e4ca2638f3601,49.689353091,7.971928371,sha256:1c308e4406dc0027f20de6b0ab0608f10c642c7db26a717e8e49af218d14f835
4,lower,246.794360985,27,46,radio_pluto_5d4d,19,57495,106.09045953090853,90.17962953493986,5,scan-fw-524e4ca2638f3601,32.112891308,214.681469677,sha256:ccdceca172a41eb93cb0ce7adc11e2e9e439787a739f6aa9141fdae67a30ce9b
4,lower,51.906719743,13,23,radio_pluto_5d4d,10,59207,197.34720564318496,186.05936880373352,5,scan-fw-524e4ca2638f3601,31.948060918999996,19.958658824,sha256:e8f435bae67b02b7f7248cddf371ad9feb31340f393cf2921d372b9fd7522a0b
4,lower,208.526837651,32,54,radio_pluto_5d4d,22,68184,86.63424961420831,137.83068784013628,5,scan-fw-524e4ca2638f3601,28.220910207000003,180.305927444,sha256:ea6abf657e6a24d0942d5f0b55c7d1ab6fcaff4047c1fd382479a99ad09e4bf5
4,lower,203.254692287,33,55,radio_pluto_5d4d,22,65509,114.84715852781517,111.2907482424087,5,scan-fw-524e4ca2638f3601,27.456131341000003,175.798560946,sha256:8438087766fc35572012af0ae126527a8755c0d54a0846692b68208bae3438e8
4,lower,206.381487056,28,47,radio_pluto_5d4d,19,68184,110.50014177127984,133.0164993259937,5,scan-fw-524e4ca2638f3601,26.49611871799999,179.885368338,sha256:f85d7727ec762dbf9a63d0f21f82f7bd1c1cf60291e23a1c06c84e30d258a9f9
1,lower,233.465454703,24,40,radio_pluto_5d4d,16,59214,195.8065419786069,139.95036024065536,5,scan-fw-524e4ca2638f3601,24.658714425,208.806740278,sha256:12c0b27927fb653abc6b1a925b6760a060fcce58dff55514d529f4475b8a593d
2,lower,53.97201667,14,24,radio_pluto_5d4d,10,59207,103.13225022405258,128.87445685708218,5,scan-fw-524e4ca2638f3601,20.465311465,33.506705205,sha256:9a65066474b20731480ab2c605a423b43b5d3d33311ef8505783db9c3b756853
1,lower,187.301528608,16,27,radio_pluto_5d4d,11,68184,174.47815913755434,255.38893191812485,5,scan-fw-524e4ca2638f3601,20.04146173000001,167.260066878,sha256:69a725de59372dbfed6ef292e70d214549468062c6c29509f963426acafff5b0
1,lower,186.741527306,17,29,radio_pluto_5d4d,12,68184,85.79046843951636,108.63423002384823,5,scan-fw-524e4ca2638f3601,19.48146042100001,167.260066885,sha256:2269dee9a4eceea27f36d772a8c9969d09747fc7497aed391adfeb54099cdf25
4,lower,173.894613337,16,27,radio_pluto_5d4d,11,68184,50.509486599522056,86.0836121897245,5,scan-fw-524e4ca2638f3601,16.235230471000023,157.659382866,sha256:2b7ff3dbd909a8e9155b05129e09af932f15847f794a5d2f7930535a07b30568
2,lower,53.490623687,13,22,radio_pluto_5d4d,9,59207,63.80090445358383,50.82426109280715,5,scan-fw-524e4ca2638f3601,15.713340615,37.777283072,sha256:97582a7f67fdc9860d8fa8b632c166acf6a51a533e2d499bef5343bbcb426924
3,lower,22.463762464,9,16,radio_pluto_5d4d,7,65199,38.139140623085034,79.33632453943366,5,scan-fw-524e4ca2638f3601,13.810616174999998,8.653146289,sha256:74be17c64323022c1c8367cf20c4e740af2659791e401f23995af54d9edbd6ba
1,lower,291.310828329,10,17,radio_pluto_5d4d,7,58084,36.83941859785802,46.1701045720257,5,scan-fw-524e4ca2638f3601,12.727075409999998,278.583752919,sha256:98460e9bfd0f252dc475bfdbcd7d080c39f83a24820d49753c5c9bb1df24ce37
3,lower,112.74245365,10,17,radio_pluto_5d4d,7,62477,65.18147150914713,64.33410732485957,5,scan-fw-524e4ca2638f3601,12.385500184999998,100.356953465,sha256:1d28b8f87b83f2fb37c4fe0b7a9a0340dc48b9a84d7f16cf4dde73c0c889ce3a
3,lower,215.363244615,12,20,radio_pluto_5d4d,8,68906,103.75420360757617,63.00804138914482,5,scan-fw-524e4ca2638f3601,11.826834724000008,203.536409891,sha256:66c223b97f7bccefef00df8f10e21150732edd2dc54d01dfd6a14f5ad71d78cf
1,lower,68.307851084,9,16,radio_pluto_5d4d,7,59207,44.57096716407822,57.661470711977756,5,scan-fw-524e4ca2638f3601,7.939924766000004,60.367926318,sha256:a4a212dafa8fc8154ec0d0d5691b73e9d7d0f47472fb2c2232804ba769e4fb19
4,lower,173.894613317,9,15,radio_pluto_5d4d,6,68184,115.84967478995019,158.90967973595738,5,scan-fw-524e4ca2638f3601,7.436510306999992,166.45810301,sha256:50b8cf565182b3706818810a7293e0429af3b81f5e49e02d5fd76dae3c607a69
2,lower,190.163054588,42,71,radio_pluto_5d4d,29,62481,97.83256323011389,93.42581766767357,5,scan-fw-8634c361a1e38331,41.106592610999996,149.056461977,sha256:604537e3705faca3435b3762e62a7b8defa023279b3d1df01d17a149deee736c
2,lower,185.953753389,37,63,radio_pluto_5d4d,26,62481,163.48633685466945,122.28675849617181,5,scan-fw-8634c361a1e38331,36.89729145300001,149.056461936,sha256:f9ec787ab0e6e63b842042fe13a660d8eb371394159bcd2473ed88c5433126cb
3,lower,147.934142216,35,59,radio_pluto_5d4d,24,65502,58.31136133706054,45.721552409690794,5,scan-fw-8634c361a1e38331,34.795002886999995,113.139139329,sha256:7a8fbc86fd9f5b9ddaa0babe3e59629f441792f14f104c190a1ea573c883291f
1,lower,283.336581519,28,48,radio_pluto_5d4d,20,68915,130.71126924450786,121.57710832187222,5,scan-fw-8634c361a1e38331,33.42504942599999,249.911532093,sha256:5f703294f6fa7e6c34411bfd451a585303b0063ac8df93062137ea7cc63d6864
1,lower,284.71924488,31,53,radio_pluto_5d4d,22,68915,159.82548420463868,132.85982838785444,5,scan-fw-8634c361a1e38331,33.205066078000016,251.514178802,sha256:2bcda9e4d2c67c5e9616f9f916f1cb3bf747bff1cb5584b483bc629933305e7d
3,lower,268.566271212,19,32,radio_pluto_5d4d,13,58689,120.49009856722155,123.8352386685635,5,scan-fw-8634c361a1e38331,32.98591438700001,235.580356825,sha256:f0ec80614b544c2e2b73679a3749460aac7551093de85e609fbd3518d1b4c496
4,lower,270.209198858,22,38,radio_pluto_5d4d,16,58689,74.4861569981811,127.93251466494922,5,scan-fw-8634c361a1e38331,31.68201539399999,238.527183464,sha256:feb42fcf267cadd6f47613f3173718a1658562f0efa24a5d64a55995febfbd7e
2,lower,283.076200901,27,45,radio_pluto_5d4d,18,62849,129.86715059091298,123.71381426255418,5,scan-fw-8634c361a1e38331,30.921176059000004,252.155024842,sha256:831929baf85cdc165a5107538085e2f3542ae5933f24bb4b8e7e9feb2c43de2e
4,lower,99.790680472,13,22,radio_pluto_5d4d,9,57605,59.85835697987775,52.302967332255015,5,scan-fw-8634c361a1e38331,22.118345371000004,77.672335101,sha256:1d374464f4ec0b8709a66de30c6498d2ca9c6a268dbaf9702161e724143ed2d3
3,lower,133.823961937,18,30,radio_pluto_5d4d,12,64413,765.7804129284509,893.041598758746,5,scan-fw-8634c361a1e38331,20.68482257800001,113.139139359,sha256:f0dcbd79f5d8e15ea103005735641683d16ede8cdcadf662d77420db7c02ba55
4,lower,98.027091403,12,21,radio_pluto_5d4d,9,57605,193.78003930639062,157.0203683053397,5,scan-fw-8634c361a1e38331,20.354756285999997,77.672335117,sha256:21c0c59a3ffbaede8c25cdfd1f08198de1d3c19896a34e677637d2dcda22eb5b
4,lower,248.107216435,9,16,radio_pluto_5d4d,7,58689,146.02393184059352,196.93009087776605,5,scan-fw-8634c361a1e38331,19.58276495199999,228.524451483,sha256:4f0ba90266e684147bd7715e3a3f2afd797cc65b53206a0fa1424a1e4ccc98a5
3,lower,283.877815308,10,17,radio_pluto_5d4d,7,69760,683.1113764066665,636.3013682182637,5,scan-fw-8634c361a1e38331,19.137995612999987,264.739819695,sha256:128292f6065734c1cd52008a0d33d6a0076d2f2856a0bfcc353479e0e397ce86
2,lower,283.076200889,16,27,radio_pluto_5d4d,11,62849,126.9009904539915,166.24892521249234,5,scan-fw-8634c361a1e38331,17.253084237999985,265.823116651,sha256:552cf699e23b5058e338d9c1ad7784fc0cc88baf93b67ad39bdd62b1774483e2
1,lower,191.906429114,10,18,radio_pluto_5d4d,8,69831,35.466539442319196,76.88883860676505,5,scan-fw-8634c361a1e38331,14.649887418999981,177.256541695,sha256:608aca2b00c3cd8e07d89dbbad407c41d374a13a9c278a5beda53417da2f1a6e
3,lower,298.626822329,13,23,radio_pluto_5d4d,10,57514,91.56885766618187,74.52855228209829,5,scan-fw-8634c361a1e38331,14.188244495999982,284.438577833,sha256:cbf44dcedc7e61771108cca2102624eaa933996dca67e71a775cd7f7842fc6a9
1,lower,131.539902257,14,24,radio_pluto_5d4d,10,64413,107.95834739536869,156.32368571365055,5,scan-fw-8634c361a1e38331,12.530321174999997,119.009581082,sha256:25b83217bf6d56eb7ca2c160598d669c86ed5e188a0b521b8394600b3a918553
4,lower,113.560418574,9,16,radio_pluto_5d4d,7,57605,57.377821732031755,107.26710200215179,5,scan-fw-8634c361a1e38331,9.582647905000002,103.977770669,sha256:dc214980ddf7d2a8c14f23f2e9b206fb5dbd121c0770c5b819aba28d5495e919
4,lower,52.796945887,8,14,radio_pluto_5d4d,6,68918,38.1571847372102,99.06842910222119,5,scan-fw-8634c361a1e38331,7.658624508999999,45.138321378,sha256:c42773f00fb83f554df99338c843d59d4660032c31c0e79bb42045ec6b929017
2,upper,113.688102485,26,44,radio_pluto_5d4d,18,59190,104.1397202268503,96.63001833948196,5,scan-fw-3e1fe8de00bd8065,35.43341492100001,78.254687564,sha256:26194dcde4b3a4b28bb224b831b033e84ecfec702e5677badb39fe62241f3d07
3,upper,55.665598646,27,46,radio_pluto_5d4d,19,69971,152.0693110969202,139.30011409415954,5,scan-fw-3e1fe8de00bd8065,30.690663982,24.974934664,sha256:b6f94e6e524105b578b1431b877c5e8f03ecec5df37cb966774e1e51189104a5
3,upper,248.676899068,29,49,radio_pluto_5d4d,20,69956,88.95858940796181,150.12304519546993,5,scan-fw-3e1fe8de00bd8065,29.859341994000005,218.817557074,sha256:27839a4bf374d7d6cfad642ef0f16ce1b47a46c2f2174b8862b8a2355017a23e
3,upper,248.395563813,25,43,radio_pluto_5d4d,18,69956,149.77092184258888,202.44596219464904,5,scan-fw-3e1fe8de00bd8065,29.578006744999982,218.817557068,sha256:01faee0ad37d92823b137cfa2f79f8b4aead6619c3fb5f8607e086233d607df5
3,upper,60.897564074,34,58,radio_pluto_5d4d,24,69971,80.89285815531638,113.82650632723454,5,scan-fw-3e1fe8de00bd8065,29.447933603000003,31.449630471,sha256:0468b55a7af0360eea3d0e5dbcf17d0b975a2ccd689cef5e64f4dec0db89f8b5
3,upper,218.396281828,27,45,radio_pluto_5d4d,18,69829,146.9357978848386,143.19594125933062,5,scan-fw-3e1fe8de00bd8065,27.407912263000014,190.988369565,sha256:8832fc1b2a6cbc5e6774aef92b3daa1ea81136832589e365017383c704e7425c
2,upper,284.556362359,24,41,radio_pluto_5d4d,17,67984,69.96643755252977,60.994852143384094,5,scan-fw-3e1fe8de00bd8065,20.44296521299998,264.113397146,sha256:06b5e982583ea0469700d1c31e2b89c8f63b97faa3c89ae20060120ef163fea6
3,upper,215.690966788,14,24,radio_pluto_5d4d,10,69829,52.36891932776483,37.06364918947373,5,scan-fw-3e1fe8de00bd8065,18.002592117999995,197.68837467,sha256:3ec6865595964203031a81e1abfa015be726bc6d1c1914d9e2fd59cabeb8dab2
4,upper,233.586838885,13,22,radio_pluto_5d4d,9,57635,51.85798913814957,72.95318569288376,5,scan-fw-3e1fe8de00bd8065,14.369319695999991,219.217519189,sha256:af74127e60f6bfe2756c3e794a9ccc6e7918a76249d4b008e10ed244fe5f6e58
3,upper,38.046294302,15,26,radio_pluto_5d4d,11,68609,90.90360346184494,93.42615501291421,5,scan-fw-3e1fe8de00bd8065,13.632953414,24.413340888,sha256:25db76fc5b1283196176e2918f80278cf6fd7cbf2c6ebb6b48d1a6fd7c8053b2
1,upper,183.371890733,13,22,radio_pluto_5d4d,9,65514,41.075849697612874,37.506901469182786,5,scan-fw-3e1fe8de00bd8065,9.434163177999977,173.937727555,sha256:2ac3d8a95260c2f140d3783413ec2f943b551a341558db2c8a62727c07301599
2,lower,215.963610981,42,70,radio_pluto_5d4d,28,69969,165.69331010634303,140.58564212295218,5,scan-fw-d8925d2a4c00a806,50.05510374799999,165.908507233,sha256:69cf46edc3472d821673dad7b205cb4f71a4e3f1c62fbb1c8d4c0fa04e9aa13a
1,lower,71.152845286,38,64,radio_pluto_5d4d,26,62847,306.33134578133956,184.23456571367316,5,scan-fw-d8925d2a4c00a806,42.595984619000006,28.556860667,sha256:9d181622a500ee24cb7020e0a9a58adea91d3929239e33a5f32c36c04aca226e
2,lower,215.963610993,24,41,radio_pluto_5d4d,17,69969,108.51780575313758,117.83619934819525,5,scan-fw-d8925d2a4c00a806,38.669288669,177.294322324,sha256:e4db838c5467b093d5cd7377cca53094807ca21c1bbcbf615e2b858552e22b03
3,lower,41.966135231,12,21,radio_pluto_5d4d,9,59042,167.43081975463986,210.7414328879938,5,scan-fw-d8925d2a4c00a806,32.953243272,9.012891959,sha256:62f2a3552cd1bfe9f0a3ef367d2151ad9423f9bc6e36a631aea530d7d895dd15
4,lower,278.641837923,27,45,radio_pluto_5d4d,18,69759,113.83534355656145,134.85767242473992,5,scan-fw-d8925d2a4c00a806,28.98094926600004,249.660888657,sha256:a937ae5c523e794abe926bc9024c9cb4818e1c8b800da288c6e0eee27d399e12
2,lower,68.328805275,28,48,radio_pluto_5d4d,20,62847,122.51874618515969,105.37398390647728,5,scan-fw-d8925d2a4c00a806,28.26785686099999,40.060948414,sha256:89626085a0e32898740228b5feae710780f737c88f18582d6d4863416b969029
4,lower,133.622263005,23,39,radio_pluto_5d4d,16,66984,105.27178668430466,112.67031224171969,5,scan-fw-d8925d2a4c00a806,27.577731821000015,106.044531184,sha256:f340a706535f0158751d7bea3debee33c36a29176d7e356959563a36aef0d0b8
2,lower,67.106273659,20,34,radio_pluto_5d4d,14,62847,132.1847659659712,130.97456747577894,5,scan-fw-d8925d2a4c00a806,27.045325249999998,40.060948409,sha256:c37231617315b477e3abe0fa47a083108b68d01da653ed42feaebb119c93a187
4,lower,132.780546066,26,44,radio_pluto_5d4d,18,65499,160.53556016283238,150.15458744609333,5,scan-fw-d8925d2a4c00a806,26.735943101000004,106.044602965,sha256:3e7de7e683e17413979604e0a4bda2839cb2a1811debdae18a6a69c23507b952
4,lower,230.253689986,29,49,radio_pluto_5d4d,20,65937,140.54280989656215,203.73061850680617,5,scan-fw-d8925d2a4c00a806,26.42058967700001,203.833100309,sha256:cbceadaae910555aed8237a2cc73ab1e5773fd40edee1cdf54fe11f823c6443e
4,lower,278.641837922,27,46,radio_pluto_5d4d,19,69759,148.53475445870922,171.1882958829415,5,scan-fw-d8925d2a4c00a806,26.39488210099998,252.246955821,sha256:95bf8d7fc8a348c3e906d6e8350591892b03110de85d4dabd5e7676e5f8a0fe5
2,lower,229.551679116,21,36,radio_pluto_5d4d,15,65937,143.68197743369532,137.5198196029199,5,scan-fw-d8925d2a4c00a806,25.578574075000006,203.973105041,sha256:85df265ae5af25d018f02d28adcd418b5df3d10889ffce06e97a9f7999c86297
4,lower,132.098382406,21,35,radio_pluto_5d4d,14,65499,108.08247879863902,86.3025770110358,5,scan-fw-d8925d2a4c00a806,24.432117702000014,107.666264704,sha256:a73aac0826341bb322268c6b0b0b2882e3ba5c4f5850364c03a562101531130f
4,lower,229.692844924,20,34,radio_pluto_5d4d,14,65937,91.00843918439804,69.47932695580383,5,scan-fw-d8925d2a4c00a806,23.994412772000004,205.698432152,sha256:87fdf54548060f254b2336c77bd3fe3988b084368b26e63833fc4d7e21d290f4
2,lower,128.630305369,22,38,radio_pluto_5d4d,16,66984,64.85909002769903,79.90650186372312,5,scan-fw-d8925d2a4c00a806,21.483989494000014,107.146315875,sha256:a68f4399b548cda2be02198772ab931bf1f1665e18064f79e1e5f4c954ca577b
1,lower,248.078222166,17,29,radio_pluto_5d4d,12,66985,79.54485426941383,92.34812158274835,5,scan-fw-d8925d2a4c00a806,21.411843358,226.666378808,sha256:6a8e501483c7f963d54698de762f0e9648807b59bcd81b8e678475a5addb1e2e
1,lower,142.181073137,9,16,radio_pluto_5d4d,7,67981,162.84608770384875,248.45825684359406,5,scan-fw-d8925d2a4c00a806,18.820022353,123.361050784,sha256:1f99896df8ae4608cca255e390fbc4546e74b71303aea16b9824e392224ec787
1,lower,278.782286491,13,22,radio_pluto_5d4d,9,59032,96.67524833284774,135.04715439018275,5,scan-fw-d8925d2a4c00a806,18.260058060000006,260.522228431,sha256:5c433eb9e90ddf4a4b43c2ed261b927b3d0c335f3897195f5b19db4d0e9a3e8c
1,lower,62.428848266,14,24,radio_pluto_5d4d,10,62847,161.78296884264466,255.85845306407563,5,scan-fw-d8925d2a4c00a806,17.615893292000003,44.812954974,sha256:3b5cb1368f7c7f56dba41dc2e25a9f5a501d348db3731ab1114d664217208bde
4,lower,248.478385334,12,21,radio_pluto_5d4d,9,66985,73.58146788440098,66.79162948861756,5,scan-fw-d8925d2a4c00a806,14.315982994999985,234.162402339,sha256:6d95fba66935438977370eb4b58ac838443365d20aa1ef4955b27f1523779088
4,upper,112.557060012,32,54,radio_pluto_5d4d,22,63147,96.4059716345038,97.64543255912149,5,scan-fw-12cb866cbc37adb9,39.51214729799999,73.044912714,sha256:d239b45527049480ea37e88b62e8b3136236416094901877f4df59f5aa231012
2,upper,226.250419118,45,75,radio_pluto_5d4d,30,63152,155.67054007785492,288.540212604874,5,scan-fw-12cb866cbc37adb9,39.016049003000006,187.234370115,sha256:3c884f2d9e928ac773f5ba2a197dc264914edbd6ee3cdbd24b1fdbf038963132
2,upper,226.250419119,41,69,radio_pluto_5d4d,28,63152,174.65569603305914,170.91784908090898,5,scan-fw-12cb866cbc37adb9,37.93337359099999,188.317045528,sha256:d4ebcb0fc1a35c41473f76b32c116dec8b0dbdccc330592cb3a2dd235c0ce595
4,upper,163.442394076,31,53,radio_pluto_5d4d,22,62843,92.28342752431085,114.13382377102572,5,scan-fw-12cb866cbc37adb9,34.83125863800001,128.611135438,sha256:cc8d01233939faefccb333ca05a94c51f70d92e8ac2692ef7d1a689bb256089a
2,upper,82.749013693,28,48,radio_pluto_5d4d,20,57641,88.59968981013189,84.77625476301712,5,scan-fw-12cb866cbc37adb9,33.501350828999996,49.247662864,sha256:da128776ae85756b0477139edd84106c5a438ce18759299fdbd4735fa23eb257
2,upper,77.995673614,15,25,radio_pluto_5d4d,10,57641,202.17535632584546,141.9432733158004,5,scan-fw-12cb866cbc37adb9,32.214789133,45.780884481,sha256:c1a8fe0c0d6eeee36ede9b294168af57140e9c39aa9611b84e60a7d37d636801
1,upper,218.555804012,33,56,radio_pluto_5d4d,23,63152,102.89708789370935,108.01119820355515,5,scan-fw-12cb866cbc37adb9,31.601424418000022,186.954379594,sha256:0726d059f81a0c6019f74032acdc7c32b6e357512ccd167da50a8a8007c95660
3,upper,83.410327134,18,31,radio_pluto_5d4d,13,57641,268.4994106540002,145.85929972855513,5,scan-fw-12cb866cbc37adb9,30.795965529999997,52.614361604,sha256:5fb5573035cf6509eba3fdeae248eaf167a47a1e3f19368e498d47013dea2d61
1,upper,218.555803963,28,47,radio_pluto_5d4d,19,63152,168.17618474877696,135.43858405762614,5,scan-fw-12cb866cbc37adb9,30.09807914999999,188.457724813,sha256:0e8d7893cf1a67c88817f3fb0024501d8069f635419e717cffbb925c12f78454
