actual_rf_hz,channel,edge,normalized_rate_hz_per_s,observation_count,radio_id,receiver_id,residual_rms_hz,sample_rate_hz,session_id,span_seconds,tracklet_id
11690312500.0,4,upper,-3862.6912242774824,10,radio_pluto_5d4d,1,82.52385429314947,2500000,scan-fw-af33f52c96a606b7,7.6977084,sha256:7dc23da7c5620fff8f762ff17b7c5b97bcd9b742bb615bb97692cd6fb56573b5
11440312496.0,3,upper,-3238.3235809446846,14,radio_pluto_5d4d,0,192.7973260055273,2500000,scan-fw-af33f52c96a606b7,17.4190168,sha256:9f6fe410b412497e3ba40ecd954204674449af5c47cbdf4715cdab481467ccc6
10940312500.0,1,upper,-3719.2110961431517,11,radio_pluto_5d4d,1,84.21547443443447,2500000,scan-fw-af33f52c96a606b7,11.2056072,sha256:e0b22966cf8d8a861cab173b6173029095321eda6e33e48537431477cfd137a9
11190312500.0,2,upper,-3149.031458796498,26,radio_pluto_5d4d,1,151.3227193355566,2500000,scan-fw-af33f52c96a606b7,27.9803304,sha256:8eac2806dc7792cf5d2669623aa4f768a39bd7da2d0e2fe490d47f86181cda5f
11690312500.0,4,upper,-3619.0850160185446,16,radio_pluto_5d4d,0,122.72314973498823,2500000,scan-fw-af33f52c96a606b7,10.1002288,sha256:4de35ec71f7c9ef4f5a24cabeb15b3e0717fba10fbfa4197411f1ef63636850f
11440312496.0,3,upper,-3168.002348217145,8,radio_pluto_5d4d,1,163.563968397097,2500000,scan-fw-af33f52c96a606b7,5.849636,sha256:a11d343028376bd23319cbcfbdfc6d24e3360b086575805dc8233d226ea26cb3
11190312500.0,2,upper,-3833.99524012812,68,radio_pluto_5d4d,0,576.16381434278,2500000,scan-fw-af33f52c96a606b7,43.9161632,sha256:080b4469de1ab7c775a86c2c43ea359f3c2250b62a877ff2640ae946d350d800
11190312500.0,2,upper,-3861.0556513430333,30,radio_pluto_5d4d,1,395.7405418929759,2500000,scan-fw-af33f52c96a606b7,24.9522228,sha256:7a04ee20b2bf5319475e53b02f1e7cd7194bc0426e93a647a97d6709d7ca749a
11190312500.0,2,upper,-3653.1368124351598,61,radio_pluto_5d4d,1,466.94290082743163,2500000,scan-fw-af33f52c96a606b7,36.8562304,sha256:d856cbc092058da9f5f0629f2758ed60662748eaadabdc4443e71e8dc9fc3e1d
11190312500.0,2,upper,-3656.0485555978676,50,radio_pluto_5d4d,0,351.3491173260388,2500000,scan-fw-af33f52c96a606b7,36.2948924,sha256:0a42d77597ba441dfde9c2caa102a31b261ef3c99dfc8abe4bfa30d5999efb67
10709687498.0,1,lower,-3947.489083895002,27,radio_pluto_5d4d,0,432.76627584625817,2500000,scan-fw-412a75e0665c8e93,28.2402412,sha256:2922e7d44a233cf89e62cb1c2355877242368215b1b027d3bee70136727fdaf3
10709687498.0,1,lower,-3862.3741409878307,9,radio_pluto_5d4d,1,166.30343791656307,2500000,scan-fw-412a75e0665c8e93,10.159002,sha256:40f67c828f3c1294ec827aaa0d88e170b0888b513946c43e30aeb3a55c4ac485
10709687498.0,1,lower,-3540.852795874702,33,radio_pluto_5d4d,1,717.7762941714187,2500000,scan-fw-412a75e0665c8e93,30.8482476,sha256:fa6e5ee05b347db7ce093ef3d5e1e7a158ff664c495dba2ab29b0d367889474f
10709687498.0,1,lower,-3299.231319565582,40,radio_pluto_5d4d,0,814.951403434743,2500000,scan-fw-412a75e0665c8e93,25.1921784,sha256:05653c32e09a913eccff37e5c0a3798c7c134d961a19c3f1cb7685d8f8fc31e4
11209687498.0,3,lower,-3776.223806531822,12,radio_pluto_5d4d,1,91.48981876198981,2500000,scan-fw-412a75e0665c8e93,14.4255132,sha256:80b0fdbe1905e4453b726fd2047adb80c773939c0aade7e88cfcdf4eba4b965a
11209687498.0,3,lower,-3566.1662279115285,44,radio_pluto_5d4d,0,978.760662705676,2500000,scan-fw-412a75e0665c8e93,32.2055568,sha256:b6505cb3caf7ea360f2b47fc8aebb0aa5b0d59cab131c797c8c3328bc00c83bd
10709687498.0,1,lower,-2715.1406251081544,9,radio_pluto_5d4d,0,102.9275184320157,2500000,scan-fw-412a75e0665c8e93,5.4095744,sha256:63becfa0d9f610e55dadc783e9255f82320e6b57bd4a0521d7f17275750056bb
11209687498.0,3,lower,-2803.7958656636847,12,radio_pluto_5d4d,0,123.89478570046768,2500000,scan-fw-412a75e0665c8e93,7.5148912,sha256:71f7d696724247aa6223feb8f0e15a6ca56694356c2299af682e855210502fed
10959687498.0,2,lower,-3254.9737889481935,9,radio_pluto_5d4d,1,159.0796700317437,2500000,scan-fw-412a75e0665c8e93,4.5789732,sha256:c014603ab176e69ccf3d281c8fb0f40f313e643c8beea7f019ab5f1ab4689dde
10959687498.0,2,lower,-3220.1270024442615,18,radio_pluto_5d4d,1,168.34155090588385,2500000,scan-fw-412a75e0665c8e93,16.5202296,sha256:c9a05a2715a70295c30e210f4dab73aa1d950ed352180190123ce0c763c47d35
11459687500.0,4,lower,-3215.6037992543365,13,radio_pluto_5d4d,1,88.74854764709835,2500000,scan-fw-412a75e0665c8e93,10.7881904,sha256:fbb9970c73f6e04681e05772458135843f9c5c2ad495a6323ef57187faf0d0f9
10959687498.0,2,lower,-3625.1823918132927,89,radio_pluto_5d4d,0,771.7954836845753,2500000,scan-fw-412a75e0665c8e93,49.1829932,sha256:a228e986330e2ba739c1827cad147075e56856fa3c126fefdf6e080a9af81fe9
10959687498.0,2,lower,-3637.0888308087033,75,radio_pluto_5d4d,1,742.2143950163806,2500000,scan-fw-412a75e0665c8e93,48.6228564,sha256:2fff9a6f3f37ff10c6f536df59278320169ab3f71602dd896928f81e3e80d549
10709687498.0,1,lower,-3146.0701866332465,12,radio_pluto_5d4d,1,225.67308262652682,2500000,scan-fw-412a75e0665c8e93,11.423038,sha256:2bf43a5ae37111d58037e47902f35dc9a616bb8ee4eb3fb09e1740a026cc7daf
10959687498.0,2,lower,-3559.1609635278405,11,radio_pluto_5d4d,0,37.28866220580899,2500000,scan-fw-412a75e0665c8e93,4.4883388,sha256:8c535a95bacd18e3ff54766eb542a07d51dfee113717e47725f8652d75ce3513
10959687498.0,2,lower,-3111.5770785282157,31,radio_pluto_5d4d,0,778.2530947804626,2500000,scan-fw-412a75e0665c8e93,23.0106016,sha256:e8d82761111613674621eafe51233e35a34df74f19a3f86900267314ca0b328f
11459687500.0,4,lower,-3951.562207670029,48,radio_pluto_5d4d,0,315.7927077215248,2500000,scan-fw-412a75e0665c8e93,28.9110172,sha256:2964540d0d254e85181e8521e36ae55e380a88bc9f92b728fde3b22948728e30
11459687500.0,4,lower,-3986.12041727059,31,radio_pluto_5d4d,1,315.05931973027907,2500000,scan-fw-412a75e0665c8e93,26.14701,sha256:cc02103edf5eeb9dbbed07e1c54e68f0d47505b9a0616fa42b728a7dc47ef34b
11459687500.0,4,lower,-3474.8090250523796,25,radio_pluto_5d4d,1,434.6334481081293,2500000,scan-fw-412a75e0665c8e93,19.8403708,sha256:1de45a1f6595b44f3eab199b7134e9e984f641e857896523d656182b5eede320
11459687500.0,4,lower,-3522.7807606388337,30,radio_pluto_5d4d,0,190.64249578454383,2500000,scan-fw-412a75e0665c8e93,15.4910692,sha256:c184a181bb7a6c4ab54fa24e879aeef859638feca637fba42afaa6f8881026b4
11209687498.0,3,lower,-3608.5500120763977,92,radio_pluto_5d4d,0,874.2548066111715,2500000,scan-fw-7fc0a2494f8caa5d,51.6096988,sha256:fb3bbc1b3e515df3958493033d214c8d60dac9e91bd06d7c03b216bccea12fbf
11459687500.0,4,lower,-3345.956033257662,28,radio_pluto_5d4d,0,638.9510177309065,2500000,scan-fw-7fc0a2494f8caa5d,21.4457628,sha256:b03810f3a3cc52c5a840bcb96d84b6ecf01d96b1527771dee5fbe17b7fcafa38
10709687498.0,1,lower,-3608.1582224713597,92,radio_pluto_5d4d,0,704.7398934319411,2500000,scan-fw-7fc0a2494f8caa5d,48.4855464,sha256:ce4a1931cccbed1df313b6c42dac99c524cdcef2c3f1671607b21fe68c820c57
10709687498.0,1,lower,-3632.112500745947,78,radio_pluto_5d4d,1,570.7211703085128,2500000,scan-fw-7fc0a2494f8caa5d,42.4896948,sha256:b926e692996ef0a142ba121856d0a2a6b359570a318e2e289e53bd874b3389e0
11459687500.0,4,lower,-3484.634492228068,18,radio_pluto_5d4d,1,391.63051838493857,2500000,scan-fw-7fc0a2494f8caa5d,12.9673196,sha256:e86b95975d03415457fd4bc6d08f1fa32085034ec3bfbce4c422c980debc06ca
11209687498.0,3,lower,-3726.4815192857277,28,radio_pluto_5d4d,1,157.9201152020594,2500000,scan-fw-7fc0a2494f8caa5d,21.4042884,sha256:95bb27bcd23ea45d50351bd85463119da5cdb284fd13e0f51767a545124136a3
10959687498.0,2,lower,-4372.9137432085545,12,radio_pluto_5d4d,0,33.07864058999294,2500000,scan-fw-7fc0a2494f8caa5d,11.4229216,sha256:25c8eb4b107cdeb40a0f6109ceb3c57c87ef9f41ea7722f64cf006c38a42f614
10959687498.0,2,lower,-4384.1697123371505,14,radio_pluto_5d4d,1,126.95644871335591,2500000,scan-fw-7fc0a2494f8caa5d,11.4229216,sha256:582fdc7a2d839f19b4779d5a80c009b589bd4737d2b3a48b6fdb6b54a38d41aa
11209687498.0,3,lower,-3776.1744328773134,14,radio_pluto_5d4d,0,592.26438738706,2500000,scan-fw-7fc0a2494f8caa5d,21.604226,sha256:df33b8508b0ab8d440ac4ab14e82415d15c38c3f3b2dcb423d24d5977c797cdf
10709687498.0,1,lower,-3328.1421558252855,51,radio_pluto_5d4d,0,972.6008971543823,2500000,scan-fw-7fc0a2494f8caa5d,27.6429628,sha256:7eddd0a2986201a23df2b659f8a589144956b03bcdb8f01eba82d5578c9af170
10709687498.0,1,lower,-3520.6323025006623,27,radio_pluto_5d4d,1,455.84073862885435,2500000,scan-fw-7fc0a2494f8caa5d,20.2616272,sha256:e4d0782cedd33114fcadba2e2b9fa52fbab57dab1533d411aeae14f793637b02
10959687498.0,2,lower,-3254.7270494339914,46,radio_pluto_5d4d,1,703.8826005288628,2500000,scan-fw-7fc0a2494f8caa5d,30.8710952,sha256:08959ce4119dd8240438082cfe4f96df57f136cba0a1f781708c244822e31b1c
11209687498.0,3,lower,-3364.139465679935,29,radio_pluto_5d4d,0,291.9411392176846,2500000,scan-fw-7fc0a2494f8caa5d,13.5697272,sha256:04f12d7b90ec942c4dc2675e78d1e043092beb420a66801a523f351fadc6a53a
10959687498.0,2,lower,-3369.7526382961896,13,radio_pluto_5d4d,0,85.27559978914387,2500000,scan-fw-7fc0a2494f8caa5d,14.12965,sha256:95ae869fea23e6399deaa84ee4870310d0bb1ed3cd4254c5130fa68c728d347a
10959687498.0,2,lower,-3136.667971561594,19,radio_pluto_5d4d,1,496.27479452525256,2500000,scan-fw-7fc0a2494f8caa5d,20.9068468,sha256:9a62ebdb9580be720c99ed04644cc4080bdeb50417396349cbf20e5fc9c671e8
10959687498.0,2,lower,-3105.6132234489746,25,radio_pluto_5d4d,0,523.3428050164246,2500000,scan-fw-7fc0a2494f8caa5d,21.2668384,sha256:ace8148fc727acfaec2eee1d7f58f474315613a0dd5920ef579999f77b0755a2
10709687498.0,1,lower,-3628.3601994779287,48,radio_pluto_5d4d,1,475.54156482272435,2500000,scan-fw-7fc0a2494f8caa5d,33.7949884,sha256:a8d95fed330be0116e6da1b00ce46c2ba3278e9e39926b1c7b1292c136f75768
10709687498.0,1,lower,-3627.727115929665,20,radio_pluto_5d4d,0,134.72319067031935,2500000,scan-fw-7fc0a2494f8caa5d,16.014938,sha256:4230bab11dda36d05a740369cebbb1c59834282693a62fccc9766d5c3710098d
11459687500.0,4,lower,-3473.4911728807947,34,radio_pluto_5d4d,1,813.0587036071593,2500000,scan-fw-7fc0a2494f8caa5d,25.9532912,sha256:a05a95c13139635dff039a5b627c538af4384c3944dd9af3f90d95f89d202f33
11459687500.0,4,lower,-3332.673760891014,36,radio_pluto_5d4d,0,532.7399629367336,2500000,scan-fw-7fc0a2494f8caa5d,21.102872,sha256:0f107d2e89e83fb0dcce2a9c1e10533ee48273c5e12633337ba8dc836e99225d
10709687498.0,1,lower,-3517.578542253821,18,radio_pluto_5d4d,0,58.608019284716384,2500000,scan-fw-7fc0a2494f8caa5d,13.4576288,sha256:d77da3898259b6a7ac7cfc9c7cf4b37966b8aecdbf16268362d52c2da936261b
10959687498.0,2,lower,-3782.747801426949,31,radio_pluto_5d4d,0,318.1151116825872,2500000,scan-fw-7fc0a2494f8caa5d,26.3950272,sha256:e0beaf86030dd74434c91e4e9f498abc7969eb053d147c74e5edd2d621de2a53
10959687498.0,2,lower,-3185.261335495845,21,radio_pluto_5d4d,0,381.29098832808313,2500000,scan-fw-7fc0a2494f8caa5d,13.407046,sha256:270b8a367993034a393c2ebaefccc81f61557e86880abf0f493d1aef5f708048
10959687498.0,2,lower,-4123.986734373924,40,radio_pluto_5d4d,0,874.9848556757205,2500000,scan-fw-7fc0a2494f8caa5d,35.215086,sha256:78ff266b72ca3e4375e434518b8be4ffa1f47d0722214c74e8e8e4db46ddf0d2
11209687498.0,3,lower,-4129.828437484541,47,radio_pluto_5d4d,0,735.1891366597197,2500000,scan-fw-7fc0a2494f8caa5d,33.011018,sha256:0e19977321c22e9658b33e57f79dbfcd05e9bce71fc965ce4e8fc0af98ca376a
11209687498.0,3,lower,-4153.947980057511,58,radio_pluto_5d4d,1,679.4649665884094,2500000,scan-fw-7fc0a2494f8caa5d,34.794914,sha256:8b354590211e6d1d5e99660dc1f99c2fb3c6b507c4bfe45a8f9acfc9c7e9f68f
10959687498.0,2,lower,-4189.073828456108,66,radio_pluto_5d4d,1,424.54362656119264,2500000,scan-fw-7fc0a2494f8caa5d,34.2737136,sha256:a412803251e76ef96fc1f0ae8e9e0fb8955e3c4b8030275fd560e1ba70222518
10959687498.0,2,lower,-3224.4505267649033,32,radio_pluto_5d4d,0,446.92836515878463,2500000,scan-fw-7fc0a2494f8caa5d,14.729496,sha256:6723fb4e651fad1a8564055f84405086de2d387f6e805f30326bf5509f440fe2
10959687498.0,2,lower,-3340.216794731807,15,radio_pluto_5d4d,0,35.0637732900142,2500000,scan-fw-7fc0a2494f8caa5d,5.1909132,sha256:d9546dd29d9f858a75fceef2c209a6cea1018ac75277d0471b09861296466dff
10959687498.0,2,lower,-3927.8574284143892,44,radio_pluto_5d4d,0,380.02369822977425,2500000,scan-fw-51dadc5c6aa0e74b,24.981532,sha256:32beb0b50f6512f26026ff3ccb18b107be0b81afac450c0d642388e8ab9eec31
10709687498.0,1,lower,-3949.4023292840666,38,radio_pluto_5d4d,0,284.2035424984229,2500000,scan-fw-51dadc5c6aa0e74b,22.3949568,sha256:2065d292ed3148c7d86dc3453b81c31d9fa5e9919bbe6642d25bc7c9d1f9f79a
10959687498.0,2,lower,-4007.304713150946,8,radio_pluto_5d4d,0,79.18958661924341,2500000,scan-fw-51dadc5c6aa0e74b,9.421586,sha256:c2b15fc5dd47400dac6b25dcc5043890112e5876292d671fd71291868b15113d
11459687500.0,4,lower,-3675.8411120382834,46,radio_pluto_5d4d,1,233.83262923196713,2500000,scan-fw-51dadc5c6aa0e74b,32.4043216,sha256:cdcd994aff597d178064e7e7bb1e020bc7c1fd8d0db688ce999bba94420824a3
11459687500.0,4,lower,-3594.085325276745,72,radio_pluto_5d4d,1,807.3589176726111,2500000,scan-fw-51dadc5c6aa0e74b,39.42679,sha256:f336bf126aca3ccfc0d277f012134ebdd2af7e8bd8d7ff5f1ba52ea36aec3fa4
11459687500.0,4,lower,-3590.795197311879,74,radio_pluto_5d4d,0,768.1705351808461,2500000,scan-fw-51dadc5c6aa0e74b,39.1454548,sha256:b5c52924fd1fe2b40f278978c8806cff42acec0f0e9e9f18096a234280b571d9
10709687498.0,1,lower,-3597.192526339112,8,radio_pluto_5d4d,1,24.335974812401542,2500000,scan-fw-51dadc5c6aa0e74b,4.9882696,sha256:385c4d9b488b07439283747ea532ebbd4489d269e09d3f87537278000ac7a7d7
11459687500.0,4,lower,-3298.205509690008,11,radio_pluto_5d4d,0,70.80861279456781,2500000,scan-fw-51dadc5c6aa0e74b,5.7296744,sha256:8b7124bcd8c0d86f2887d8bb8ff98649c8a590da56baceff81714abd993efde5
11209687498.0,3,lower,-4017.4498420751124,8,radio_pluto_5d4d,1,125.65059411881015,2500000,scan-fw-51dadc5c6aa0e74b,7.61363,sha256:dbd3a29c485779756880d8a94219f9159d0a0e829a35328a4d4dffc323c3fd16
11209687498.0,3,lower,-3944.723832688629,26,radio_pluto_5d4d,0,363.18869386189976,2500000,scan-fw-51dadc5c6aa0e74b,23.9109048,sha256:7a5b5030b653b9ab05a8c66baf3cae4422fb8da48ae6237cfb1a532b563d61c8
11459687500.0,4,lower,-2958.6168150248272,9,radio_pluto_5d4d,0,57.80437350336637,2500000,scan-fw-51dadc5c6aa0e74b,4.9109156,sha256:fecdecf0bc07cdef94f898f81d7eaed12bfa8ae498155a0f857917d7b8c1e651
11459687500.0,4,lower,-3000.8288049375647,9,radio_pluto_5d4d,1,37.19850501521598,2500000,scan-fw-51dadc5c6aa0e74b,4.2295872,sha256:55a42960278cda67dd6baa3a1538a65056c60bc70253ccfffac0410f83d323d3
11209687498.0,3,lower,-3793.214143549734,43,radio_pluto_5d4d,0,522.3524886372658,2500000,scan-fw-51dadc5c6aa0e74b,35.512244,sha256:cc27b84e9a64c6cb386c7e9fafc55b75d609818e61ca9d3bdaf1f2db9ab068a3
10959687498.0,2,lower,-3383.956598136447,9,radio_pluto_5d4d,1,128.48881490493167,2500000,scan-fw-51dadc5c6aa0e74b,12.688688,sha256:38d236bfc8586e896eafe82bdf56809c291d47c705d7d253bef4bdbd48ebb35e
11459687500.0,4,lower,-3262.4969382284085,21,radio_pluto_5d4d,1,185.48962961655903,2500000,scan-fw-51dadc5c6aa0e74b,14.2082468,sha256:a9406361ae4be5742be12c77b8b917346b73bfb5c608aca7ff31b3e482b777f5
10959687498.0,2,lower,-3339.0635296173823,10,radio_pluto_5d4d,1,557.8218318952067,2500000,scan-fw-524e4ca2638f3601,17.4575836,sha256:f90119a69e49b8566227843ea99753d4b44c5403f38eb7801c14d36b5537ab26
10709687498.0,1,lower,-3768.388347405489,95,radio_pluto_5d4d,1,862.419432830663,2500000,scan-fw-524e4ca2638f3601,50.8109836,sha256:8f4e155ebcd8bdc9ad893ead829b7bd45205fb9798cde77e759dfea41d8e5c9f
10709687498.0,1,lower,-3760.7091402529877,85,radio_pluto_5d4d,0,842.5297967957123,2500000,scan-fw-524e4ca2638f3601,49.7083072,sha256:1c308e4406dc0027f20de6b0ab0608f10c642c7db26a717e8e49af218d14f835
11209687498.0,3,lower,-3306.7602049407246,16,radio_pluto_5d4d,1,201.23579094859988,2500000,scan-fw-524e4ca2638f3601,13.8295708,sha256:74be17c64323022c1c8367cf20c4e740af2659791e401f23995af54d9edbd6ba
10959687498.0,2,lower,-3854.121769979845,12,radio_pluto_5d4d,0,173.00474902052795,2500000,scan-fw-524e4ca2638f3601,9.8202404,sha256:1cbe36eca46c54c50811fb654d906c8f81fa223f270625b01597f9a71422ea9b
11459687500.0,4,lower,-3832.838201580627,23,radio_pluto_5d4d,1,516.9634949317935,2500000,scan-fw-524e4ca2638f3601,31.9670152,sha256:e8f435bae67b02b7f7248cddf371ad9feb31340f393cf2921d372b9fd7522a0b
10959687498.0,2,lower,-3721.839959383281,24,radio_pluto_5d4d,0,402.6627073186683,2500000,scan-fw-524e4ca2638f3601,20.4842656,sha256:9a65066474b20731480ab2c605a423b43b5d3d33311ef8505783db9c3b756853
10959687498.0,2,lower,-3693.9995298833514,22,radio_pluto_5d4d,1,288.2313423444061,2500000,scan-fw-524e4ca2638f3601,15.7322056,sha256:97582a7f67fdc9860d8fa8b632c166acf6a51a533e2d499bef5343bbcb426924
10959687498.0,2,lower,-3924.1236418396547,8,radio_pluto_5d4d,0,87.21257611751723,2500000,scan-fw-524e4ca2638f3601,10.260262,sha256:5787c07e42dedaff31936c9ab53b1a89ca386ab827309d2dffabb305cf86cf5a
10709687498.0,1,lower,-2914.174986750367,16,radio_pluto_5d4d,0,147.1837448649886,2500000,scan-fw-524e4ca2638f3601,7.9588792,sha256:a4a212dafa8fc8154ec0d0d5691b73e9d7d0f47472fb2c2232804ba769e4fb19
11209687498.0,3,lower,-3665.0237409100237,17,radio_pluto_5d4d,0,63.99255113978644,2500000,scan-fw-524e4ca2638f3601,12.4041616,sha256:1d28b8f87b83f2fb37c4fe0b7a9a0340dc48b9a84d7f16cf4dde73c0c889ce3a
11459687500.0,4,lower,-3653.1889984219843,12,radio_pluto_5d4d,1,295.18647446643064,2500000,scan-fw-524e4ca2638f3601,12.6657252,sha256:fc01da0358c87c2dfdf465afd30ed36f7a7a5c10e210ee4359a2b979965de560
10709687498.0,1,lower,-2856.636285290788,8,radio_pluto_5d4d,0,261.30449274864264,2500000,scan-fw-524e4ca2638f3601,9.857736,sha256:db2308aedebe54aeb217c5a79792f685c498444f81cbbe3a0a441ba6485b21ec
11459687500.0,4,lower,-3217.5256300465608,27,radio_pluto_5d4d,0,498.6079673261911,2500000,scan-fw-524e4ca2638f3601,16.2539644,sha256:2b7ff3dbd909a8e9155b05129e09af932f15847f794a5d2f7930535a07b30568
11459687500.0,4,lower,-3414.4316987793404,15,radio_pluto_5d4d,1,189.0577764483088,2500000,scan-fw-524e4ca2638f3601,7.4552008,sha256:50b8cf565182b3706818810a7293e0429af3b81f5e49e02d5fd76dae3c607a69
10709687498.0,1,lower,-3707.4134913851035,29,radio_pluto_5d4d,0,550.9417251345956,2500000,scan-fw-524e4ca2638f3601,19.5004148,sha256:2269dee9a4eceea27f36d772a8c9969d09747fc7497aed391adfeb54099cdf25
10709687498.0,1,lower,-3714.0842098005623,27,radio_pluto_5d4d,1,574.2797799939236,2500000,scan-fw-524e4ca2638f3601,20.060416,sha256:69a725de59372dbfed6ef292e70d214549468062c6c29509f963426acafff5b0
11459687500.0,4,lower,-3445.647228092262,55,radio_pluto_5d4d,0,673.6159360856054,2500000,scan-fw-524e4ca2638f3601,27.4750856,sha256:8438087766fc35572012af0ae126527a8755c0d54a0846692b68208bae3438e8
11459687500.0,4,lower,-3992.536068962112,47,radio_pluto_5d4d,1,196.60077043930622,2500000,scan-fw-524e4ca2638f3601,26.5145152,sha256:f85d7727ec762dbf9a63d0f21f82f7bd1c1cf60291e23a1c06c84e30d258a9f9
11459687500.0,4,lower,-3957.528660119961,54,radio_pluto_5d4d,0,310.138928453682,2500000,scan-fw-524e4ca2638f3601,28.2398648,sha256:ea6abf657e6a24d0942d5f0b55c7d1ab6fcaff4047c1fd382479a99ad09e4bf5
10709687498.0,1,lower,-3826.456373333542,8,radio_pluto_5d4d,0,86.46631103542352,2500000,scan-fw-524e4ca2638f3601,8.376272,sha256:7694342f33c03ea2579c0ba537629f11a032bfeb87119b5c4e3521b9edba7cf7
11209687498.0,3,lower,-4159.243865626328,20,radio_pluto_5d4d,0,130.39543475186866,2500000,scan-fw-524e4ca2638f3601,11.8454856,sha256:66c223b97f7bccefef00df8f10e21150732edd2dc54d01dfd6a14f5ad71d78cf
10709687498.0,1,lower,-3762.8974184316567,40,radio_pluto_5d4d,1,169.06883715394042,2500000,scan-fw-524e4ca2638f3601,24.6776688,sha256:12c0b27927fb653abc6b1a925b6760a060fcce58dff55514d529f4475b8a593d
11459687500.0,4,lower,-3528.362851825145,46,radio_pluto_5d4d,0,884.8022828564867,2500000,scan-fw-524e4ca2638f3601,32.1320472,sha256:ccdceca172a41eb93cb0ce7adc11e2e9e439787a739f6aa9141fdae67a30ce9b
11459687500.0,4,lower,-3214.6875175892023,13,radio_pluto_5d4d,1,219.2196296114468,2500000,scan-fw-524e4ca2638f3601,9.9402172,sha256:2309b7f8398f439f7148ea1eb93244e9eb79cc7523bbf24fc3109de51b22e8b2
10709687498.0,1,lower,-3615.0929014936764,17,radio_pluto_5d4d,0,168.31212936488382,2500000,scan-fw-524e4ca2638f3601,12.7455896,sha256:98460e9bfd0f252dc475bfdbcd7d080c39f83a24820d49753c5c9bb1df24ce37
11459687500.0,4,lower,-3678.801618586937,11,radio_pluto_5d4d,1,143.16111962223042,2500000,scan-fw-524e4ca2638f3601,6.0309824,sha256:45e85bfcf49d732785f1805d2bca7bb07ce8916a17670eaab53ede2aca6352b2
11459687500.0,4,lower,-4301.272511861716,11,radio_pluto_5d4d,1,46.30451700499105,2500000,scan-fw-8634c361a1e38331,5.673482,sha256:c07f6fe133fdd7f93b6645b50321aba7952379d41cabfd80aba44c22d06ad27b
11459687500.0,4,lower,-4249.0593605358345,14,radio_pluto_5d4d,0,62.24679876151289,2500000,scan-fw-8634c361a1e38331,7.6775788,sha256:c42773f00fb83f554df99338c843d59d4660032c31c0e79bb42045ec6b929017
11459687500.0,4,lower,-3525.6226898802656,22,radio_pluto_5d4d,0,470.9683197143346,2500000,scan-fw-8634c361a1e38331,22.1375504,sha256:1d374464f4ec0b8709a66de30c6498d2ca9c6a268dbaf9702161e724143ed2d3
11459687500.0,4,lower,-3524.156902060766,21,radio_pluto_5d4d,1,506.45702557472504,2500000,scan-fw-8634c361a1e38331,20.3737272,sha256:21c0c59a3ffbaede8c25cdfd1f08198de1d3c19896a34e677637d2dcda22eb5b
11459687500.0,4,lower,-3589.0070510516557,13,radio_pluto_5d4d,1,192.92721362654999,2500000,scan-fw-8634c361a1e38331,10.6816804,sha256:de3eaa198aed453797535eb4cc5617e8972142719a9a298eac597c4b91c10b69
10959687498.0,2,lower,-3559.5212920666545,8,radio_pluto_5d4d,1,84.07863502736062,2500000,scan-fw-8634c361a1e38331,6.3923204,sha256:8fd718e5facc3bf7a958a6668d280b3ca2883c3712eead6da3b84d328ed103db
11459687500.0,4,lower,-3645.9642957154006,16,radio_pluto_5d4d,0,83.70937124114852,2500000,scan-fw-8634c361a1e38331,9.6016024,sha256:dc214980ddf7d2a8c14f23f2e9b206fb5dbd121c0770c5b819aba28d5495e919
11209687498.0,3,lower,-3891.86527872689,59,radio_pluto_5d4d,0,351.28737144594317,2500000,scan-fw-8634c361a1e38331,34.8139572,sha256:7a8fbc86fd9f5b9ddaa0babe3e59629f441792f14f104c190a1ea573c883291f
11209687498.0,3,lower,-3543.435421428923,30,radio_pluto_5d4d,1,496.9255565300562,2500000,scan-fw-8634c361a1e38331,20.7039364,sha256:f0dcbd79f5d8e15ea103005735641683d16ede8cdcadf662d77420db7c02ba55
10709687498.0,1,lower,-3526.2809306541963,24,radio_pluto_5d4d,1,141.22170140827487,2500000,scan-fw-8634c361a1e38331,12.5494832,sha256:25b83217bf6d56eb7ca2c160598d669c86ed5e188a0b521b8394600b3a918553
10959687498.0,2,lower,-3619.3457897758385,71,radio_pluto_5d4d,0,1087.0371053390609,2500000,scan-fw-8634c361a1e38331,41.1255468,sha256:604537e3705faca3435b3762e62a7b8defa023279b3d1df01d17a149deee736c
10959687498.0,2,lower,-3683.870905831245,63,radio_pluto_5d4d,1,634.4118296149464,2500000,scan-fw-8634c361a1e38331,36.9162456,sha256:f9ec787ab0e6e63b842042fe13a660d8eb371394159bcd2473ed88c5433126cb
10709687498.0,1,lower,-3981.823079029494,18,radio_pluto_5d4d,0,141.06980219458916,2500000,scan-fw-8634c361a1e38331,14.6688416,sha256:608aca2b00c3cd8e07d89dbbad407c41d374a13a9c278a5beda53417da2f1a6e
10709687498.0,1,lower,-4036.5844792004677,9,radio_pluto_5d4d,1,102.17322816559745,2500000,scan-fw-8634c361a1e38331,8.5163676,sha256:c39f00e477edb118903696da7756ed5d798280a4c32269be1edfebf432526c5c
10959687498.0,2,lower,-3016.1374419406256,11,radio_pluto_5d4d,1,66.47953175294379,2500000,scan-fw-8634c361a1e38331,5.6695756,sha256:a38d59f3cc3d8edfb42b216e7aed38b4ed9fb8f638fb877d27f7d0283d04a0cc
