glrt_cfo_hz,glrt_margin,glrt_trajectory_id,pss_aligned_cfo_hz,pss_coarse_cfo_hz,pss_fine_cfo_hz,pss_fine_peak_to_median,pss_minus_glrt_hz,pss_mode_id,pss_robust_z,pss_timing_track_residual_us,pss_unwrapped_cfo_hz,receiver_id,target_index,time_s,track_rank,visit_index
105493.7658077029,0.4375506913419724,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,119699.38199917105,-200000.0,-224228.6530528104,1.1268510325951528,14205.616191468143,sha256:d8777cb593eb6fc64b9387b6be6896583e1297657fe614c8c6f6561c84b88112,11.481740121699705,0.04979746304873377,-224228.6530528104,0,4,176.6874806,2,1301
102557.04754555777,0.4455524275924032,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,106396.39885809773,-200000.0,-237531.63619388372,1.1703448895503024,3839.3513125399622,sha256:7f2e9c94adc280d52fe2e023f41ca0a31598db346de901b83fe2bf401b909c0f,20.8295543649776,0.03370486101339238,-237531.63619388372,0,4,177.4903046,2,1307
98426.62752782898,0.544437965860382,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,89555.36915586685,-200000.0,-254372.6658961146,1.1554929693022489,-8871.258371962133,sha256:0bc47cad60725c6c7d8a9ff75331d5ea9006837903b70d16a841e332739eb51e,15.173443958533696,-0.00683552639805466,-254372.6658961146,0,4,178.5536597,2,1315
97982.16694900484,0.5046233454699152,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,105363.09223790793,-200000.0,-238564.94281407353,1.1547616042522726,7380.92528890309,sha256:42c31ec0121b446fea497c0b4a8b503596a1b9f348f28d06e706d425af2ed9aa,20.81666384016872,0.0067705307741543555,-238564.94281407353,0,4,178.6736637,2,1316
97541.5121534181,0.504631728321074,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,95589.61524388206,-200000.0,-248338.4198080994,1.1479743250436005,-1951.8969095360371,sha256:207b3c3b019ba20a709d133f0c24f979bc3a36e7a675077d6b4ab125ca9606c9,16.972855123964735,0.02595258681320923,-248338.4198080994,0,4,178.7937152,2,1317
92937.32510466412,0.5139174465519027,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,92157.9425931148,-200000.0,-251770.09245886665,1.1644426235244656,-779.3825115493237,sha256:1be37ec863561a485566f867c7a70c762adea515490db69777cbdcc0543504dc,17.610471078631797,0.012111903351466093,-251770.09245886665,0,4,179.997722,2,1326
92465.26286259174,0.46151175524724863,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,92490.60975607517,-200000.0,-251437.4252959063,1.149538525514472,25.346893483423628,sha256:36cf741859aaeef1e5683b94af6e225093c18a2ea6d8e4435a37dd8e104821a9,16.01220061025341,-0.04162924622239713,-251437.4252959063,0,4,180.1184784,2,1327
89065.19150454123,0.5195743154562045,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,93558.71001854457,-200000.0,-250369.32503343688,1.1378134583197863,4493.518514003343,sha256:550fa552dcdcd9438e29d875ee837ebd927419eaec5ef5c49a080479d54fbc9f,14.895260579079288,-0.09962733759142067,-250369.32503343688,0,4,181.0641728,2,1334
87994.50629131125,0.5222674844912852,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,91946.54779770153,-200000.0,-251981.48725427993,1.1574143092345424,3952.0415063902765,sha256:c6ef30d7b34626e1da09ff4fe807a6706bdcdf295a2804546c2b250f3c29f2a0,16.358486541821907,0.01071109118197175,-251981.48725427993,0,4,181.345165,2,1336
86907.40596173314,0.4881119920551891,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,85834.58413975916,-200000.0,-258093.4509122223,1.1789422025085285,-1072.8218219739792,sha256:c4b387a17fe5564d14095b5d9a02cb5dc0441198eaa4278c1ec4d1236fd9fe1c,17.261921179104164,-0.0029185379662056282,-258093.4509122223,0,4,181.6256839,2,1338
85441.08584181344,0.4264862707853915,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,84346.4985201756,-200000.0,-259581.53653180585,1.1551820720080732,-1094.5873216378386,sha256:014347f4d46a0ec33e4cfc8aeb9ec76254e579d630ba8966416d705553dd11a8,11.161481238529708,-0.016000222781572225,-259581.53653180585,0,4,182.0267233,2,1341
82274.17528335538,0.606331809753204,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,69354.55193819589,-200000.0,-274573.48311378557,1.2646315260904002,-12919.623345159489,sha256:0fda2d6d92f089c282ab900938afb483ff93b1b07a6ccc2daf76f105e5848c84,15.753185816032216,-0.08502208319869677,-274573.48311378557,0,4,182.8689424,2,1347
80200.0,0.5711894528254525,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,77916.0676036948,-200000.0,-266011.96744828665,1.1894709240560524,-2283.932396305201,sha256:8f46f79ad25544230190d69307e7bcbdf11a0affd56b48c6a132ac7678d8f8c7,11.568890892085346,-0.0521847303025123,-266011.96744828665,0,4,183.3912142,2,1351
76558.79954816324,0.4117379340357653,sha256:b92b3d43d146a181aedf35f743c2ed09e9de911fa57f062cfbc942aee5b6e41c,73533.68055163388,-200000.0,-270394.3545003476,1.1827950279752923,-3025.1189965293597,sha256:e66a11129531284da0e473ba858b2ccb2650e7b6413b5687a774f76c8248ded5,8.597329711158322,0.020588667274637658,-270394.3545003476,0,4,184.3561196,2,1358
