session_id,tracklet_id,channel,edge,candidate_count,training_leader_norad,catalog_number,name,training_rank,heldout_rank,training_rms_hz,heldout_rms_hz,leader_training_gain_hz,leader_heldout_gain_hz,leader_heldout_gain_percent,tau_s
scan-hop-e31b77794a04c236,sha256:95a04127167f70264175958c033a77917504d5c236a1df0e5afa517600be2140,2,lower,566,58711,100110,STARLINK-38101,5,,771.4114200220438,6451.844146643916,721.0872570835968,6407.806608811698,99.31744262832008,-2.0
scan-hop-e31b77794a04c236,sha256:95a04127167f70264175958c033a77917504d5c236a1df0e5afa517600be2140,2,lower,566,58711,59940,STARLINK-31946,,5,1669.5978825240165,5283.389664369552,1619.2737195855696,5239.352126537334,99.16649082067141,5.0
scan-hop-e31b77794a04c236,sha256:5886e2d8c9a30cb54e331e5f89f11b54e63662836e820c6110d466a574adb92a,2,upper,566,58711,58711,STARLINK-31031,1,1,54.769909377068075,55.167490415325965,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:5886e2d8c9a30cb54e331e5f89f11b54e63662836e820c6110d466a574adb92a,2,upper,566,58711,48594,STARLINK-2251,2,2,339.1782998274199,2983.8437611127765,284.4083904503518,2928.6762706974505,98.15112670662246,-5.0
scan-hop-e31b77794a04c236,sha256:5886e2d8c9a30cb54e331e5f89f11b54e63662836e820c6110d466a574adb92a,2,upper,566,58711,55449,STARLINK-5699,3,4,697.0280008052544,4565.229172853595,642.2580914281863,4510.061682438269,98.79157237618277,-5.0
scan-hop-e31b77794a04c236,sha256:5886e2d8c9a30cb54e331e5f89f11b54e63662836e820c6110d466a574adb92a,2,upper,566,58711,100110,STARLINK-38101,4,,715.79931734715,6209.494407881768,661.0294079700819,6154.326917466442,99.11156228202249,-2.0
scan-hop-e31b77794a04c236,sha256:5886e2d8c9a30cb54e331e5f89f11b54e63662836e820c6110d466a574adb92a,2,upper,566,58711,57263,STARLINK-5509,5,3,739.6909954400946,3528.9356343614195,684.9210860630266,3473.7681439460935,98.43671021148255,5.0
scan-hop-e31b77794a04c236,sha256:5886e2d8c9a30cb54e331e5f89f11b54e63662836e820c6110d466a574adb92a,2,upper,566,58711,59940,STARLINK-31946,,5,1629.14020808807,5037.385527610836,1574.3702987110019,4982.21803719551,98.9048388273452,5.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,59621,STARLINK-31758,1,1,88.24338898580181,117.09206209023239,0.0,0.0,0.0,0.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,58721,STARLINK-30972,2,3,92.53206053161966,873.1704332642233,4.288671545817849,756.078371173991,86.59001065204413,3.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,64257,STARLINK-34352,3,2,109.76670914419596,587.3493026441726,21.523320158394142,470.25724055394016,80.06432261635474,-2.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,69037,STARLINK-37608,4,,352.63638431018353,3162.4871319725407,264.39299532438173,3045.3950698823082,96.29746913729895,-5.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,59940,STARLINK-31946,5,,370.2685624972347,3631.7266686736725,282.0251735114329,3514.63460658344,96.77585697458352,-5.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,69482,STARLINK-37814,,4,2148.985258404538,2492.432878331689,2060.7418694187363,2375.3408162414567,95.30209767700512,5.0
scan-hop-e31b77794a04c236,sha256:e6dcf162c0e742c24ca12c7b2086a0135f712044ef562b128a4d42feaf7badc8,2,upper,577,59621,63592,STARLINK-33666,,5,376.7904603933615,2587.220622923049,288.5470714075597,2470.1285608328167,95.47421425707633,5.0
scan-hop-e31b77794a04c236,sha256:a65be35b0ffd4fbb6bd14d95d87624df3b64f1294e715afb0e4cf6a6022ea5a4,2,lower,579,59621,59621,STARLINK-31758,1,1,59.06425288412638,80.69651125846525,0.0,0.0,0.0,0.0
scan-hop-e31b77794a04c236,sha256:a65be35b0ffd4fbb6bd14d95d87624df3b64f1294e715afb0e4cf6a6022ea5a4,2,lower,579,59621,64257,STARLINK-34352,2,2,92.0998733635727,639.529599045897,33.035620479446315,558.8330877874319,87.38189579045991,-2.0
scan-hop-e31b77794a04c236,sha256:a65be35b0ffd4fbb6bd14d95d87624df3b64f1294e715afb0e4cf6a6022ea5a4,2,lower,579,59621,58721,STARLINK-30972,3,3,93.42446792193022,937.1571268877842,34.36021503780383,856.4606156293189,91.38922290155854,3.0
scan-hop-e31b77794a04c236,sha256:a65be35b0ffd4fbb6bd14d95d87624df3b64f1294e715afb0e4cf6a6022ea5a4,2,lower,579,59621,59940,STARLINK-31946,4,,338.2661792405684,3900.7988226800258,279.201926356442,3820.1023114215604,97.93128241350773,-5.0
scan-hop-e31b77794a04c236,sha256:a65be35b0ffd4fbb6bd14d95d87624df3b64f1294e715afb0e4cf6a6022ea5a4,2,lower,579,59621,63592,STARLINK-33666,5,5,346.65662764665785,2717.9914668803144,287.59237476253145,2637.294955621849,97.03102411314454,5.0
scan-hop-e31b77794a04c236,sha256:a65be35b0ffd4fbb6bd14d95d87624df3b64f1294e715afb0e4cf6a6022ea5a4,2,lower,579,59621,69482,STARLINK-37814,,4,2080.348478518512,2317.2382731031266,2021.2842256343856,2236.5417618446613,96.51755660196305,5.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,69482,STARLINK-37814,1,1,87.74291555263127,107.0500469740173,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,64858,STARLINK-34654,2,2,708.8772776020179,1969.0068912720924,621.1343620493866,1861.956844298075,94.5632467083517,5.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,69037,STARLINK-37608,3,3,1135.3952232869592,6900.004291129074,1047.652307734328,6792.954244155057,98.44855100870524,-5.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,58721,STARLINK-30972,4,,2021.6551162648952,8965.466227251374,1933.912200712264,8858.416180277356,98.80597345123414,-5.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,64257,STARLINK-34352,5,,2553.1802279592994,11355.817224189557,2465.4373124066683,11248.767177215539,99.05731093711172,-5.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,67314,STARLINK-36476,,4,2632.9596860517613,8150.834288926329,2545.2167704991302,8043.784241952311,98.68663693581092,5.0
scan-hop-e31b77794a04c236,sha256:7f683fec0ff7605cb933c0b0aacc4339b28ee43a3bbb30c00c25c7132cd70fd5,4,upper,584,69482,61204,STARLINK-11302,,5,3616.3223580627896,8460.187874771525,3528.5794425101585,8353.137827797507,98.73466111440334,5.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,69482,STARLINK-37814,1,1,56.202538378687244,143.00206664480496,0.0,0.0,0.0,-2.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,64858,STARLINK-34654,2,2,681.5132295353363,1956.9950183983158,625.3106911566491,1813.9929517535109,92.69277308831151,5.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,69037,STARLINK-37608,3,3,1176.5560637362328,7116.190786465343,1120.3535253575455,6973.188719820538,97.99046890484178,-5.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,58721,STARLINK-30972,4,,2045.4900731266107,9142.175277711041,1989.2875347479235,8999.173211066236,98.4357982394688,-5.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,64257,STARLINK-34352,5,,2589.9441348653327,11580.808939675011,2533.7415964866454,11437.806873030206,98.76518067615389,-5.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,67314,STARLINK-36476,,4,2602.7198283408466,8158.654750047717,2546.5172899621593,8015.652683402912,98.24723473383932,5.0
scan-hop-e31b77794a04c236,sha256:edbbfee0e54b8bc2312477cbabf41714fdef076e0a2d784150c569d2dc4d3469,4,lower,586,69482,61204,STARLINK-11302,,5,3535.605501377551,8290.931668470706,3479.4029629988636,8147.929601825901,98.27519906853625,5.0
scan-hop-e31b77794a04c236,sha256:952e3109b3403e8656cae38d2b46ef8d7fa89a2c3883752512a4b609900c2a88,2,upper,585,69482,69482,STARLINK-37814,1,1,82.33669645611897,92.00320286215747,0.0,0.0,0.0,-2.0
scan-hop-e31b77794a04c236,sha256:952e3109b3403e8656cae38d2b46ef8d7fa89a2c3883752512a4b609900c2a88,2,upper,585,69482,64858,STARLINK-34654,2,2,696.0203574445767,1980.6044639324864,613.6836609884577,1888.601261070329,95.35479170437266,5.0
scan-hop-e31b77794a04c236,sha256:952e3109b3403e8656cae38d2b46ef8d7fa89a2c3883752512a4b609900c2a88,2,upper,585,69482,69037,STARLINK-37608,3,3,1256.7162942293578,7342.195580895503,1174.3795977732389,7250.192378033345,98.74692519630571,-5.0
scan-hop-e31b77794a04c236,sha256:952e3109b3403e8656cae38d2b46ef8d7fa89a2c3883752512a4b609900c2a88,2,upper,585,69482,58721,STARLINK-30972,4,,2112.02788251438,9318.368562254036,2029.691186058261,9226.365359391879,99.01266834159324,-5.0
scan-hop-e31b77794a04c236,sha256:952e3109b3403e8656cae38d2b46ef8d7fa89a2c3883752512a4b609900c2a88,2,upper,585,69482,67314,STARLINK-36476,5,5,2618.2349236978384,8172.830041112883,2535.8982272417193,8080.826838250726,98.8742797488833,5.0
scan-hop-e31b77794a04c236,sha256:952e3109b3403e8656cae38d2b46ef8d7fa89a2c3883752512a4b609900c2a88,2,upper,585,69482,61204,STARLINK-11302,,4,3504.1812906136574,8127.711286632617,3421.8445941575383,8035.70808377046,98.86803062242785,5.0
scan-hop-e31b77794a04c236,sha256:7c24c5db77fbb52c9ac2d19dff935eab7dd71244abfc33840a4ef8d02c6a534f,2,lower,585,69482,69482,STARLINK-37814,1,1,30.51115350260578,30.99998435851286,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:7c24c5db77fbb52c9ac2d19dff935eab7dd71244abfc33840a4ef8d02c6a534f,2,lower,585,69482,64858,STARLINK-34654,2,2,714.1572099183977,1934.2616837593775,683.6460564157919,1903.2616994008647,98.39732210906115,5.0
scan-hop-e31b77794a04c236,sha256:7c24c5db77fbb52c9ac2d19dff935eab7dd71244abfc33840a4ef8d02c6a534f,2,lower,585,69482,69037,STARLINK-37608,3,3,1415.4862366066768,7327.730724435852,1384.975083104071,7296.730740077339,99.57694973349474,-5.0
scan-hop-e31b77794a04c236,sha256:7c24c5db77fbb52c9ac2d19dff935eab7dd71244abfc33840a4ef8d02c6a534f,2,lower,585,69482,58721,STARLINK-30972,4,,2238.9970913444745,9183.71516423377,2208.4859378418687,9152.715179875257,99.66244614729294,-5.0
scan-hop-e31b77794a04c236,sha256:7c24c5db77fbb52c9ac2d19dff935eab7dd71244abfc33840a4ef8d02c6a534f,2,lower,585,69482,67314,STARLINK-36476,5,5,2638.3384014424646,7904.277651920091,2607.827247939859,7873.277667561578,99.60780749710908,5.0
scan-hop-e31b77794a04c236,sha256:7c24c5db77fbb52c9ac2d19dff935eab7dd71244abfc33840a4ef8d02c6a534f,2,lower,585,69482,61204,STARLINK-11302,,4,3424.2089305340505,7671.817808783902,3393.6977770314447,7640.8178244253895,99.59592387187534,5.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,67314,STARLINK-36476,1,1,76.75498181317424,25.109104470980473,0.0,0.0,0.0,0.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,67040,STARLINK-35786,2,2,84.8676894866798,175.24804958035645,8.112707673505554,150.13894510937598,85.67224883180957,-1.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,69482,STARLINK-37814,3,,289.28595689045994,2180.3477539688365,212.5309750772857,2155.238649497856,98.84838992196198,4.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,52301,STARLINK-3768,4,,500.8599514605471,4987.311782650743,424.10496964737285,4962.202678179763,99.49654030938417,1.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,64858,STARLINK-34654,5,4,938.8931926875146,1415.3574631091476,862.1382108743403,1390.248358638167,98.22595315138108,5.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,58060,STARLINK-30558,,3,1221.8035379861997,1104.1372539274303,1145.0485561730254,1079.0281494564497,97.72590731979496,5.0
scan-hop-e31b77794a04c236,sha256:8da26bce6b8df17b3f3598b451cdf61a36ba3ddafd1c5359e8cead241fd9d8e6,4,upper,580,67314,58446,STARLINK-30975,,5,1750.567205448901,1501.455924929926,1673.8122236357267,1476.3468204589453,98.32768288072442,5.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,67040,STARLINK-35786,1,2,89.15578711359068,252.13665961348636,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,67314,STARLINK-36476,2,1,94.35872788913443,121.39969369453132,5.202940775543752,-130.73696591895504,-107.69134743281838,0.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,69482,STARLINK-37814,3,,302.87942219910593,1573.1597757692207,213.72363508551524,1321.0231161557344,83.97259683999992,3.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,52301,STARLINK-3768,4,,520.7546696038806,4946.514496014679,431.59888249028995,4694.377836401192,94.90274091349315,0.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,64858,STARLINK-34654,5,5,928.2833783019972,1361.5316071608468,839.1275911884065,1109.3949475473605,81.48139504897298,5.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,58060,STARLINK-30558,,3,1139.6952501362177,911.9603185377715,1050.5394630226272,659.8236589242852,72.35223348119358,5.0
scan-hop-e31b77794a04c236,sha256:b8444ed63f6f666a122deaf46fda159687a4c2ccee94f23c1f29d9fe1de6cb80,4,lower,580,67040,58446,STARLINK-30975,,4,1639.1619711693684,1216.2182265562765,1550.0061840557778,964.0815669427901,79.26879781045449,5.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,67333,STARLINK-36427,1,1,29.779749879327046,81.60917335077907,0.0,0.0,0.0,0.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,66986,STARLINK-36135,2,3,432.23110195134745,3490.966270841361,402.4513520720204,3409.357097490582,97.66227551287368,5.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,68532,STARLINK-36249,3,5,449.35755859395016,4965.292030175772,419.57780871462313,4883.682856824993,98.35640738037536,-5.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,56028,STARLINK-5779,4,,485.9603628562136,5619.4185153742565,456.18061297688655,5537.809342023477,98.54772921562075,-5.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,65810,STARLINK-35268,5,,551.9094550102112,6026.697349143067,522.1297051308842,5945.088175792288,98.64587238046086,5.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,63021,STARLINK-32929,,2,1268.166328828928,1311.6918415924952,1238.386578949601,1230.0826682417162,93.77832728976196,-5.0
scan-hop-e31b77794a04c236,sha256:cf1df8028d63a2ad35db07f992309ccf352f4a38ae00e59b43d8f89f29523a53,2,lower,575,67333,66208,STARLINK-35751,,4,1627.669034755621,4015.893609623429,1597.889284876294,3934.2844362726496,97.96784523486338,5.0
scan-hop-e31b77794a04c236,sha256:aeab104c80bf112384db0baf9e7e74d1277928a64204045e9d7eadf7c026a536,2,lower,590,66208,66208,STARLINK-35751,1,1,22.929156410551585,44.790123006330006,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:aeab104c80bf112384db0baf9e7e74d1277928a64204045e9d7eadf7c026a536,2,lower,590,66208,67333,STARLINK-36427,2,2,1121.470399305127,7741.401057294421,1098.5412428945756,7696.610934288091,99.42142097180037,-5.0
scan-hop-e31b77794a04c236,sha256:aeab104c80bf112384db0baf9e7e74d1277928a64204045e9d7eadf7c026a536,2,lower,590,66208,65439,STARLINK-35045,3,4,1520.1418498840058,12327.458467208144,1497.2126934734542,12282.668344201813,99.63666376872837,-5.0
scan-hop-e31b77794a04c236,sha256:aeab104c80bf112384db0baf9e7e74d1277928a64204045e9d7eadf7c026a536,2,lower,590,66208,68165,STARLINK-36971,4,,1953.8443140789816,16345.882081439373,1930.91515766843,16301.091958433042,99.72598528006519,-5.0
scan-hop-e31b77794a04c236,sha256:aeab104c80bf112384db0baf9e7e74d1277928a64204045e9d7eadf7c026a536,2,lower,590,66208,59934,STARLINK-31971,5,3,4572.184500961744,9708.547368617019,4549.255344551192,9663.757245610688,99.53865268092407,5.0
scan-hop-e31b77794a04c236,sha256:aeab104c80bf112384db0baf9e7e74d1277928a64204045e9d7eadf7c026a536,2,lower,590,66208,58445,STARLINK-30961,,5,5398.863835095238,13508.770599567884,5375.934678684686,13463.980476561554,99.6684367191211,5.0
scan-hop-e31b77794a04c236,sha256:89fef5d174c1d7f8a683101235962937cf67381f2be70c8398fa43ca4a49da58,2,upper,582,66208,66208,STARLINK-35751,1,1,110.79844488642452,57.68995609722882,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:89fef5d174c1d7f8a683101235962937cf67381f2be70c8398fa43ca4a49da58,2,upper,582,66208,67333,STARLINK-36427,2,2,413.32206153793396,4120.348971457781,302.5236166515094,4062.659015360552,98.59987694011224,-4.0
scan-hop-e31b77794a04c236,sha256:89fef5d174c1d7f8a683101235962937cf67381f2be70c8398fa43ca4a49da58,2,upper,582,66208,65439,STARLINK-35045,3,3,577.0180994194399,5877.285791111727,466.21965453301533,5819.595835014498,99.0184252025914,-5.0
scan-hop-e31b77794a04c236,sha256:89fef5d174c1d7f8a683101235962937cf67381f2be70c8398fa43ca4a49da58,2,upper,582,66208,68165,STARLINK-36971,4,4,868.6096989407289,8404.781904322348,757.8112540543044,8347.09194822512,99.3136055551,-4.0
scan-hop-e31b77794a04c236,sha256:89fef5d174c1d7f8a683101235962937cf67381f2be70c8398fa43ca4a49da58,2,upper,582,66208,69309,STARLINK-37619,5,,3177.4973126879745,15879.647419526671,3066.69886780155,15821.957463429442,99.63670505664824,-5.0
scan-hop-e31b77794a04c236,sha256:89fef5d174c1d7f8a683101235962937cf67381f2be70c8398fa43ca4a49da58,2,upper,582,66208,59934,STARLINK-31971,,5,3559.7072678122204,9102.933523314585,3448.908822925796,9045.243567217356,99.36624873784399,5.0
scan-hop-e31b77794a04c236,sha256:a043600b8b7bcd47e8020fdd14f7b94321387b31063d94a14686710e0f5dfc8a,4,lower,586,66208,66208,STARLINK-35751,1,1,84.7547085655077,38.22198277593441,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:a043600b8b7bcd47e8020fdd14f7b94321387b31063d94a14686710e0f5dfc8a,4,lower,586,66208,67333,STARLINK-36427,2,2,680.6715465446835,4861.903705646423,595.9168379791757,4823.681722870489,99.2138473920916,-5.0
scan-hop-e31b77794a04c236,sha256:a043600b8b7bcd47e8020fdd14f7b94321387b31063d94a14686710e0f5dfc8a,4,lower,586,66208,65439,STARLINK-35045,3,3,862.3550468900427,7490.911273958956,777.600338324535,7452.689291183022,99.48975523300072,-5.0
scan-hop-e31b77794a04c236,sha256:a043600b8b7bcd47e8020fdd14f7b94321387b31063d94a14686710e0f5dfc8a,4,lower,586,66208,68165,STARLINK-36971,4,5,1107.5549786168247,9839.591452716299,1022.8002700513169,9801.369469940364,99.61154908758552,-5.0
scan-hop-e31b77794a04c236,sha256:a043600b8b7bcd47e8020fdd14f7b94321387b31063d94a14686710e0f5dfc8a,4,lower,586,66208,59934,STARLINK-31971,5,4,3645.6041006662367,8827.944590905481,3560.849392100729,8789.722608129547,99.56703417899438,5.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,66208,STARLINK-35751,1,1,16.569670879620944,119.48269828924225,0.0,0.0,0.0,-1.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,67333,STARLINK-36427,2,5,1725.052547863137,6649.737052934132,1708.4828769835162,6530.254354644891,98.20319664765509,-5.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,59934,STARLINK-31971,3,2,2001.5915865773616,3983.670550827907,1985.0219156977407,3864.1878525386646,97.00068826563957,5.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,65439,STARLINK-35045,4,,2815.8609285074335,11050.389320715576,2799.2912576278127,10930.906622426333,98.91874670817927,-5.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,58445,STARLINK-30961,5,,2818.9842720099023,6851.3421595886775,2802.4146011302814,6731.859461299436,98.25606873067898,5.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,58718,STARLINK-31097,,3,3251.4177369299273,6048.333956325686,3234.8480660503064,5928.851258036444,98.02453536540786,5.0
scan-hop-e31b77794a04c236,sha256:a6295856448b0e5323f978052f568de5e5eb72aeadaf13b28093c743ba2a31da,1,upper,572,66208,64262,STARLINK-34325,,4,3140.6777285057146,6496.052305864514,3124.108057626094,6376.569607575272,98.16068755817476,5.0
scan-hop-e31b77794a04c236,sha256:420f98ebcf9810d35505ba5c10d1a21d4b35eca9849c8112a1300c36cd4d7a03,1,lower,571,66208,66208,STARLINK-35751,1,1,52.22186226322304,200.00844873454682,0.0,0.0,0.0,-2.0
scan-hop-e31b77794a04c236,sha256:420f98ebcf9810d35505ba5c10d1a21d4b35eca9849c8112a1300c36cd4d7a03,1,lower,571,66208,67333,STARLINK-36427,2,5,1778.4778315408828,6609.896093337344,1726.2559692776597,6409.887644602797,96.97410600847188,-5.0
