session_id,tracklet_id,channel,edge,candidate_count,training_leader_norad,catalog_number,name,training_rank,heldout_rank,training_rms_hz,heldout_rms_hz,leader_training_gain_hz,leader_heldout_gain_hz,leader_heldout_gain_percent,tau_s
scan-hop-99bee37023f62a10,sha256:95b562275b7e1d2db280d46aa55d464feefb248c80447bd9d9ec2ac063633220,1,lower,584,66559,62566,STARLINK-11525,3,,624.4626439159586,5974.389438681561,577.6880049239386,5923.208352782167,99.143325248133,-5.0
scan-hop-99bee37023f62a10,sha256:95b562275b7e1d2db280d46aa55d464feefb248c80447bd9d9ec2ac063633220,1,lower,584,66559,69148,STARLINK-37395,4,2,629.206120321688,1266.6550185190097,582.431481329668,1215.4739326196159,95.95935079788059,5.0
scan-hop-99bee37023f62a10,sha256:95b562275b7e1d2db280d46aa55d464feefb248c80447bd9d9ec2ac063633220,1,lower,584,66559,59401,STARLINK-31507,5,,765.8670713154271,6419.1020863709655,719.0924323234071,6367.9210004715715,99.20267530862203,-3.0
scan-hop-99bee37023f62a10,sha256:95b562275b7e1d2db280d46aa55d464feefb248c80447bd9d9ec2ac063633220,1,lower,584,66559,64161,STARLINK-34341,,3,1645.5451142560019,3793.1622138769867,1598.7704752639818,3741.9811279775927,98.65070136699791,5.0
scan-hop-99bee37023f62a10,sha256:95b562275b7e1d2db280d46aa55d464feefb248c80447bd9d9ec2ac063633220,1,lower,584,66559,53687,STARLINK-4569,,4,2675.037151372371,3969.856962685038,2628.2625123803514,3918.675876785644,98.71075743079727,5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,66559,STARLINK-35419,1,1,86.18159777805053,127.41858390635319,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,69148,STARLINK-37395,2,3,592.8082081730007,3153.249732222267,506.62661039495015,3025.831148315914,95.95913439381935,5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,66198,STARLINK-35518,3,,905.7696400101047,8064.2340484989545,819.5880422320541,7936.8154645926015,98.41995429274439,-5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,59401,STARLINK-31507,4,,967.9840119137292,9438.487569525942,881.8024141356786,9311.068985619588,98.65001057671834,-5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,62566,STARLINK-11525,5,,1092.5283173502864,9783.088333667436,1006.3467195722359,9655.669749761082,98.69756277812746,-5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,53687,STARLINK-4569,,2,2847.9832673164965,2626.1907575291175,2761.801669538446,2498.7721736227645,95.14815960946278,5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,64161,STARLINK-34341,,4,1872.5491171954525,3694.8843674358673,1786.367519417402,3567.4657835295143,96.55148656262882,5.0
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,2,lower,590,66559,47838,STARLINK-2429,,5,3042.2583055264327,7904.004993605942,2956.076707748382,7776.586409699589,98.3879237929451,5.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,66559,STARLINK-35419,1,1,51.77824706871514,67.11818771173552,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,69148,STARLINK-37395,2,2,588.3343586797129,2026.5378251977038,536.5561116109977,1959.4196374859682,96.68803676510761,5.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,66198,STARLINK-35518,3,5,618.457282822453,6211.888922336672,566.6790357537378,6144.770734624937,98.91952047837829,-5.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,62566,STARLINK-11525,4,,747.2216882982543,7529.4931390725205,695.4434412295392,7462.374951360785,99.10859620332953,-5.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,59401,STARLINK-31507,5,,795.4660083990876,7611.835583574132,743.6877613303725,7544.717395862397,99.11823912938198,-4.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,53687,STARLINK-4569,,3,2681.484218874601,3423.4257517631595,2629.705971805886,3356.307564051424,98.03944374499234,5.0
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,1,upper,586,66559,64161,STARLINK-34341,,4,1693.5482472311676,3785.702320378242,1641.7700001624523,3718.5841326665063,98.22706113604227,5.0
scan-hop-99bee37023f62a10,sha256:c16da5294d37085f70c3691644214c9bdc914c180cd18087dfb8c96d45be438b,2,lower,586,66624,66624,STARLINK-35927,1,1,84.12454655806242,65.69721291083727,0.0,0.0,0.0,-4.0
scan-hop-99bee37023f62a10,sha256:c16da5294d37085f70c3691644214c9bdc914c180cd18087dfb8c96d45be438b,2,lower,586,66624,58361,STARLINK-30885,2,2,319.4168939053597,3469.6416285430328,235.29234734729727,3403.9444156321956,98.10651300784559,-5.0
scan-hop-99bee37023f62a10,sha256:c16da5294d37085f70c3691644214c9bdc914c180cd18087dfb8c96d45be438b,2,lower,586,66624,68216,STARLINK-37014,3,4,329.5398050228159,4080.8311839351322,245.4152584647535,4015.133971024295,98.39010216424867,-2.0
scan-hop-99bee37023f62a10,sha256:c16da5294d37085f70c3691644214c9bdc914c180cd18087dfb8c96d45be438b,2,lower,586,66624,60059,STARLINK-11181,4,,721.753386950089,8755.24405381322,637.6288403920265,8689.546840902382,99.24962442500704,-1.0
scan-hop-99bee37023f62a10,sha256:c16da5294d37085f70c3691644214c9bdc914c180cd18087dfb8c96d45be438b,2,lower,586,66624,53620,STARLINK-4615,5,3,759.9631958450275,3652.4796008119756,675.838649286965,3586.7823879011385,98.20129829345981,5.0
scan-hop-99bee37023f62a10,sha256:c16da5294d37085f70c3691644214c9bdc914c180cd18087dfb8c96d45be438b,2,lower,586,66624,61522,STARLINK-32260,,5,3423.814008275078,5565.1971838548525,3339.6894617170155,5499.499970944015,98.81949891907817,5.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,66615,STARLINK-35988,1,1,37.69996028880121,102.9764645282387,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,49425,STARLINK-3139,2,3,129.04321303892954,1239.8259806845253,91.34325275012833,1136.8495161562867,91.69428079968256,-5.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,63032,STARLINK-32776,3,,394.043458652345,3798.8017849960806,356.3434983635438,3695.825320467842,97.28923828205623,4.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,58407,STARLINK-30954,4,,599.1731973547347,5673.526647893435,561.4732370659335,5570.550183365197,98.18496552639841,-5.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,53410,STARLINK-4492,5,2,612.5897002400337,1011.1559923681791,574.8897399512325,908.1795278399404,89.81596654665888,-5.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,60059,STARLINK-11181,,4,4058.8968666981114,2562.0432036888055,4021.19690640931,2459.0667391605666,95.98068977213286,5.0
scan-hop-99bee37023f62a10,sha256:310f78a9d267cdda77d151cece7179292348f91afa97774632d29f59ce78d288,4,lower,580,66615,61522,STARLINK-32260,,5,2997.7525260146317,2634.9367634974833,2960.0525657258304,2531.960298969245,96.09188099104311,5.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,66615,STARLINK-35988,1,1,54.84434681086394,66.60902590501462,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,49425,STARLINK-3139,2,3,75.6910200631523,534.9676148380983,20.846673252288355,468.35858893308364,87.54896108521017,-4.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,63032,STARLINK-32776,3,5,203.74037704088263,2148.530619453615,148.8960302300187,2081.9215935486004,96.89978698456,5.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,58407,STARLINK-30954,4,,259.267164043804,2977.115728225884,204.42281723294002,2910.5067023208694,97.76263229294388,-5.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,53620,STARLINK-4615,5,,342.3261431075074,3576.2562569784072,287.48179629664344,3509.6472310733925,98.13746496003915,-5.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,53410,STARLINK-4492,,2,389.15296709167677,323.99749888092936,334.3086202808128,257.38847297591474,79.44149996988287,-5.0
scan-hop-99bee37023f62a10,sha256:f0d295a401d6295fb43f7913fd7150c115f6fbf93b92f36d362369a3bdf0b577,4,upper,572,66615,55609,STARLINK-5719,,4,502.655833054998,1918.0880869689959,447.8114862441341,1851.4790610639811,96.52732184942185,5.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,63447,STARLINK-33799,1,1,53.090011059784324,30.713620866317275,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,61522,STARLINK-32260,2,2,315.6738415346025,2147.4876266362794,262.58383047481817,2116.774005769962,98.56978822669979,-5.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,60059,STARLINK-11181,3,,968.3139927916027,8332.284528360813,915.2239817318184,8301.570907494495,99.63139015762391,1.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,68216,STARLINK-37014,4,,1437.0407704312934,9451.355734595394,1383.950759371509,9420.642113729076,99.67503475978695,-5.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,66615,STARLINK-35988,5,3,1719.8732684193753,4727.916692112193,1666.783257359591,4697.203071245876,99.35037728313704,5.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,49425,STARLINK-3139,,4,2320.633794483006,7466.221115675437,2267.5437834232216,7435.5074948091205,99.58863231626192,2.0
scan-hop-99bee37023f62a10,sha256:55ecb2f30f8aa8132a169d523ec8bf69cb351e4b74fa665d7744f39160959481,2,upper,576,63447,53410,STARLINK-4492,,5,2362.230869509389,7620.008397105713,2309.1408584496044,7589.294776239396,99.59693455353694,-5.0
scan-hop-99bee37023f62a10,sha256:577b121ef0652c5424fb79ed798cbcde4ef93cf6b81aefbfdd14e08224c1269a,2,lower,574,63447,63447,STARLINK-33799,1,1,60.116405799352,19.960485864219887,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:577b121ef0652c5424fb79ed798cbcde4ef93cf6b81aefbfdd14e08224c1269a,2,lower,574,63447,61522,STARLINK-32260,2,2,267.8714914801341,2135.5405999311233,207.75508568078212,2115.5801140669037,99.06531929831428,-5.0
scan-hop-99bee37023f62a10,sha256:577b121ef0652c5424fb79ed798cbcde4ef93cf6b81aefbfdd14e08224c1269a,2,lower,574,63447,60059,STARLINK-11181,3,4,844.8032087268608,7229.99177519603,784.6868029275088,7210.0312893318105,99.72392104327562,0.0
scan-hop-99bee37023f62a10,sha256:577b121ef0652c5424fb79ed798cbcde4ef93cf6b81aefbfdd14e08224c1269a,2,lower,574,63447,68216,STARLINK-37014,4,,1436.2908441722134,9315.940924968725,1376.1744383728615,9295.980439104505,99.78573838085725,-5.0
scan-hop-99bee37023f62a10,sha256:577b121ef0652c5424fb79ed798cbcde4ef93cf6b81aefbfdd14e08224c1269a,2,lower,574,63447,66615,STARLINK-35988,5,3,1624.3354342778753,4554.447522882517,1564.2190284785233,4534.487037018297,99.56173639582114,5.0
scan-hop-99bee37023f62a10,sha256:577b121ef0652c5424fb79ed798cbcde4ef93cf6b81aefbfdd14e08224c1269a,2,lower,574,63447,49425,STARLINK-3139,,5,2210.3166329416017,7238.194468214122,2150.20022714225,7218.233982349902,99.72423391010183,2.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,66576,STARLINK-35814,1,1,78.27535424754093,181.55343234682343,0.0,0.0,0.0,0.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,59153,STARLINK-31308,2,2,135.288049380962,1038.7012495930812,57.012695133421076,857.1478172462578,82.52111158834667,-2.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,64012,STARLINK-34078,3,4,686.7373731325015,6882.838874856365,608.4620188849606,6701.285442509541,97.36223038708555,-5.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,66615,STARLINK-35988,4,,1104.3112593746168,9547.674182014596,1026.035905127076,9366.120749667773,98.09845383403609,0.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,63447,STARLINK-33799,5,,1391.8019918217055,11857.497294219462,1313.5266375741646,11675.943861872638,98.4688722430885,-1.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,52550,STARLINK-3965,,3,1510.3912168909012,6477.452561136828,1432.1158626433603,6295.899128790004,97.19714763430146,5.0
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,3,upper,584,66576,69658,STARLINK-37851,,5,4778.984035658336,6910.169642031978,4700.708681410795,6728.616209685154,97.37266316527887,5.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,66576,STARLINK-35814,1,1,94.00249917677579,205.2488115865086,0.0,0.0,0.0,0.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,59153,STARLINK-31308,2,2,146.49831021488114,1204.4314589937094,52.49581103810536,999.1826474072008,82.95886328326296,-2.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,64012,STARLINK-34078,3,5,683.8791509644449,8040.784723693809,589.8766517876691,7835.5359121073,97.44740322444275,-5.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,66615,STARLINK-35988,4,,1080.9852546085249,11246.770874567193,986.9827554317491,11041.522062980684,98.17504229546769,0.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,63447,STARLINK-33799,5,,1365.0314635970294,13906.631363598124,1271.0289644202537,13701.382552011615,98.52409396481332,-1.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,69658,STARLINK-37851,,3,4668.153975858211,6302.511939488948,4574.151476681435,6097.263127902439,96.74338083676598,5.0
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,3,lower,586,66576,52550,STARLINK-3965,,4,1494.5041279391808,7075.416180802387,1400.501628762405,6870.167369215878,97.09912736803516,5.0
scan-hop-99bee37023f62a10,sha256:3f93a22cebc7f1ebe01751a37835556f4af9d35fc126b9fbb9721c586c19cf12,1,lower,571,66501,66501,STARLINK-35897,1,1,104.39831408637525,37.44765773846636,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:3f93a22cebc7f1ebe01751a37835556f4af9d35fc126b9fbb9721c586c19cf12,1,lower,571,66501,68685,STARLINK-36278,2,2,219.0493516419457,1700.1341289159063,114.65103755557044,1662.68647117744,97.79737038969125,0.0
scan-hop-99bee37023f62a10,sha256:3f93a22cebc7f1ebe01751a37835556f4af9d35fc126b9fbb9721c586c19cf12,1,lower,571,66501,59153,STARLINK-31308,3,4,733.1877700730363,7005.325273431179,628.7894559866611,6967.877615692712,99.46544012909018,-5.0
scan-hop-99bee37023f62a10,sha256:3f93a22cebc7f1ebe01751a37835556f4af9d35fc126b9fbb9721c586c19cf12,1,lower,571,66501,65293,STARLINK-34951,4,3,904.495793917312,4780.625786014768,800.0974798309367,4743.178128276301,99.21667874845976,5.0
scan-hop-99bee37023f62a10,sha256:3f93a22cebc7f1ebe01751a37835556f4af9d35fc126b9fbb9721c586c19cf12,1,lower,571,66501,66576,STARLINK-35814,5,5,989.3477829289261,8124.810543977009,884.9494688425509,8087.362886238542,99.53909500368316,-5.0
scan-hop-99bee37023f62a10,sha256:8b8ca5c99d9db5f9fa821100b821f710fa981f66351296a08b654e1a11e6b25c,1,upper,570,66501,66501,STARLINK-35897,1,1,87.16289531848952,30.419851044503904,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:8b8ca5c99d9db5f9fa821100b821f710fa981f66351296a08b654e1a11e6b25c,1,upper,570,66501,68685,STARLINK-36278,2,2,162.56319197318618,1653.3288094782542,75.40029665469666,1622.9089584337503,98.16008462018493,0.0
scan-hop-99bee37023f62a10,sha256:8b8ca5c99d9db5f9fa821100b821f710fa981f66351296a08b654e1a11e6b25c,1,upper,570,66501,59153,STARLINK-31308,3,4,706.1695535354709,6899.564890329318,619.0066582169814,6869.145039284814,99.55910479098267,-5.0
scan-hop-99bee37023f62a10,sha256:8b8ca5c99d9db5f9fa821100b821f710fa981f66351296a08b654e1a11e6b25c,1,upper,570,66501,65293,STARLINK-34951,4,3,881.6774398048426,4690.826450352966,794.5145444863531,4660.406599308462,99.35150337863779,5.0
scan-hop-99bee37023f62a10,sha256:8b8ca5c99d9db5f9fa821100b821f710fa981f66351296a08b654e1a11e6b25c,1,upper,570,66501,66576,STARLINK-35814,5,5,974.3577151693873,7986.814786123536,887.1948198508978,7956.394935079032,99.6191241207026,-5.0
scan-hop-99bee37023f62a10,sha256:d860211a88547557db0509a522eb4efebb1b67e500c362f4be83ef38448a397a,2,lower,578,69658,69658,STARLINK-37851,1,1,51.14594946418785,217.9609662290569,0.0,0.0,0.0,-2.0
scan-hop-99bee37023f62a10,sha256:d860211a88547557db0509a522eb4efebb1b67e500c362f4be83ef38448a397a,2,lower,578,69658,68685,STARLINK-36278,2,2,2234.5592390495785,5607.019826597552,2183.413289585391,5389.0588603684955,96.11271276061602,5.0
scan-hop-99bee37023f62a10,sha256:d860211a88547557db0509a522eb4efebb1b67e500c362f4be83ef38448a397a,2,lower,578,69658,66501,STARLINK-35897,3,3,3423.0116912463573,10914.433968194697,3371.8657417821696,10696.47300196564,98.00300256647108,3.0
scan-hop-99bee37023f62a10,sha256:d860211a88547557db0509a522eb4efebb1b67e500c362f4be83ef38448a397a,2,lower,578,69658,65293,STARLINK-34951,4,4,5490.985020100015,16400.186698639493,5439.839070635828,16182.225732410436,98.67098484770824,0.0
scan-hop-99bee37023f62a10,sha256:d860211a88547557db0509a522eb4efebb1b67e500c362f4be83ef38448a397a,2,lower,578,69658,59153,STARLINK-31308,5,,6774.321143870486,25646.766862720884,6723.175194406298,25428.805896491827,99.15014252129427,-5.0
scan-hop-99bee37023f62a10,sha256:d860211a88547557db0509a522eb4efebb1b67e500c362f4be83ef38448a397a,2,lower,578,69658,65661,STARLINK-35220,,5,7651.753807728958,16636.680274345603,7600.607858264771,16418.719308116546,98.68987705098137,5.0
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,4,upper,566,69658,69658,STARLINK-37851,1,1,117.15528707549953,46.887798575451946,0.0,0.0,0.0,-2.0
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,4,upper,566,69658,68685,STARLINK-36278,2,2,1590.5028053365252,4368.279938321506,1473.3475182610257,4321.392139746054,98.92663017852587,5.0
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,4,upper,566,69658,66501,STARLINK-35897,3,3,2220.4209318648973,7462.4423498624255,2103.265644789398,7415.554551286974,99.37168293733866,5.0
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,4,upper,566,69658,65293,STARLINK-34951,4,4,3681.1603294695115,11684.49913648545,3564.005042394012,11637.611337909999,99.59871794222619,3.0
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,4,upper,566,69658,59153,STARLINK-31308,5,,4098.458654721305,15447.360317542492,3981.3033676458053,15400.47251896704,99.6964672435186,-5.0
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,4,upper,566,69658,66200,STARLINK-35551,,5,4989.888339354166,13725.341882243498,4872.733052278667,13678.454083668046,99.65838520469855,5.0
scan-hop-99bee37023f62a10,sha256:78dd8140fd75dc5e5fcd81dd2b5b1c90f5ad63816d9f96d0aa5ddda1cc1b5ef3,2,upper,572,69658,69658,STARLINK-37851,1,1,39.79003947139181,127.54573746185343,0.0,0.0,0.0,-2.0
scan-hop-99bee37023f62a10,sha256:78dd8140fd75dc5e5fcd81dd2b5b1c90f5ad63816d9f96d0aa5ddda1cc1b5ef3,2,upper,572,69658,68685,STARLINK-36278,2,2,1895.8304242981676,4748.240142765709,1856.0403848267758,4620.694405303855,97.31383136431761,5.0
scan-hop-99bee37023f62a10,sha256:78dd8140fd75dc5e5fcd81dd2b5b1c90f5ad63816d9f96d0aa5ddda1cc1b5ef3,2,upper,572,69658,66501,STARLINK-35897,3,3,2808.2378305871794,8520.161262613208,2768.4477911157874,8392.615525151356,98.5030126363743,4.0
scan-hop-99bee37023f62a10,sha256:78dd8140fd75dc5e5fcd81dd2b5b1c90f5ad63816d9f96d0aa5ddda1cc1b5ef3,2,upper,572,69658,65293,STARLINK-34951,4,4,4546.220164146036,13011.920313104356,4506.4301246746445,12884.374575642503,99.01977775460705,1.0
scan-hop-99bee37023f62a10,sha256:78dd8140fd75dc5e5fcd81dd2b5b1c90f5ad63816d9f96d0aa5ddda1cc1b5ef3,2,upper,572,69658,59153,STARLINK-31308,5,,5398.938540141889,18534.35107981132,5359.148500670497,18406.805342349468,99.31184136464977,-5.0
scan-hop-99bee37023f62a10,sha256:78dd8140fd75dc5e5fcd81dd2b5b1c90f5ad63816d9f96d0aa5ddda1cc1b5ef3,2,upper,572,69658,66200,STARLINK-35551,,5,5902.216027011468,14810.462877199863,5862.425987540077,14682.91713973801,99.13881329355206,5.0
scan-hop-99bee37023f62a10,sha256:4a3d636f8bcd34c908f4f776b037614a15fcb044f9a4ff86782e44a07526a2fe,4,lower,572,69658,69658,STARLINK-37851,1,1,13.447745151762712,88.31575675149719,0.0,0.0,0.0,-3.0
scan-hop-99bee37023f62a10,sha256:4a3d636f8bcd34c908f4f776b037614a15fcb044f9a4ff86782e44a07526a2fe,4,lower,572,69658,68685,STARLINK-36278,2,2,1463.3408143964118,3863.956684227635,1449.893069244649,3775.6409274761377,97.71436990709562,5.0
scan-hop-99bee37023f62a10,sha256:4a3d636f8bcd34c908f4f776b037614a15fcb044f9a4ff86782e44a07526a2fe,4,lower,572,69658,66501,STARLINK-35897,3,3,2437.4712404381057,6862.600534190547,2424.023495286343,6774.284777439049,98.71308614990055,-2.0
scan-hop-99bee37023f62a10,sha256:4a3d636f8bcd34c908f4f776b037614a15fcb044f9a4ff86782e44a07526a2fe,4,lower,572,69658,65293,STARLINK-34951,4,5,3874.2531446352286,11063.557804344926,3860.805399483466,10975.242047593429,99.20174180572533,-5.0
scan-hop-99bee37023f62a10,sha256:4a3d636f8bcd34c908f4f776b037614a15fcb044f9a4ff86782e44a07526a2fe,4,lower,572,69658,66200,STARLINK-35551,5,,4565.402628368631,12147.869265096942,4551.954883216868,12059.553508345445,99.27299384917448,5.0
scan-hop-99bee37023f62a10,sha256:4a3d636f8bcd34c908f4f776b037614a15fcb044f9a4ff86782e44a07526a2fe,4,lower,572,69658,65661,STARLINK-35220,,4,4650.576960747204,10665.670012464272,4637.129215595442,10577.354255712775,99.17196241166013,5.0
scan-hop-99bee37023f62a10,sha256:a4f291d697678b64f94314afe3e8be78839ebde4539589e34ee31fdec83803cc,4,lower,576,63447,63447,STARLINK-33799,1,1,23.296219393911166,19.486822299806025,0.0,0.0,0.0,-1.0
scan-hop-99bee37023f62a10,sha256:a4f291d697678b64f94314afe3e8be78839ebde4539589e34ee31fdec83803cc,4,lower,576,63447,61522,STARLINK-32260,2,2,282.9712765261817,2290.20554780166,259.6750571322706,2270.718725501854,99.14912343485888,-5.0
scan-hop-99bee37023f62a10,sha256:a4f291d697678b64f94314afe3e8be78839ebde4539589e34ee31fdec83803cc,4,lower,576,63447,60059,STARLINK-11181,3,,939.7558264585684,7689.33315191181,916.4596070646572,7669.846329612004,99.746573312473,0.0
scan-hop-99bee37023f62a10,sha256:a4f291d697678b64f94314afe3e8be78839ebde4539589e34ee31fdec83803cc,4,lower,576,63447,68216,STARLINK-37014,4,,1589.1200754151016,9775.900689315207,1565.8238560211905,9756.4138670154,99.80066468636383,-5.0
scan-hop-99bee37023f62a10,sha256:a4f291d697678b64f94314afe3e8be78839ebde4539589e34ee31fdec83803cc,4,lower,576,63447,66615,STARLINK-35988,5,3,1741.823109433916,4679.4113465588025,1718.526890040005,4659.924524258997,99.58356252834801,5.0
