session_id,capture_start_utc,channel,edge,receiver_id,observation_count,support_span_s,normalized_rate_hz_per_s,linear_fit_residual_rms_hz
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,3,lower,0,22,18.0282546,-3518.8934068620574,219.632984730569
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,2,upper,0,17,13.3749372,-3544.3725328171254,105.04877634621135
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,2,lower,0,14,11.9869363,-3536.5060016045018,104.54382403344044
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,3,upper,0,11,10.974923,-3481.455861428725,134.0950083494229
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,2,upper,0,8,8.9710062,-4018.599899722614,176.42942872202653
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,4,lower,0,12,11.5149626,-3964.3729505607143,26.53546450242071
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,2,lower,0,25,23.2389796,-4306.538184329872,181.9145210346121
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,2,upper,0,16,14.5242816,-4325.952060777664,69.02304312450286
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,4,upper,0,15,13.5136117,-4328.740157055038,97.143370507665
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,4,lower,0,15,13.5149423,-4323.040390708086,87.96997765919053
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,3,lower,0,20,13.2375019,-2823.2629593364773,318.29568677107125
scan-hop-24e4b051b0fbc5ca,2026-09-14T16:20:12.023849Z,3,upper,0,17,12.4790849,-2849.407527512803,302.0891126861846
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,24,23.4748718,-4187.823415419049,662.2634435214252
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,25,24.4813723,-4135.829051893478,182.33922035736154
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,25,23.4748899,-4137.456865693652,182.01277578950388
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,13,12.137639,-3568.521173037575,142.9839049577465
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,lower,0,26,27.1203188,-3653.7061796853995,424.38195960880483
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,upper,0,21,20.4508641,-4131.506703659525,628.7214726500073
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,35,30.8695719,-3569.5288636757464,820.3701761240617
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,upper,0,33,27.4680878,-3602.503332969172,571.320491694219
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,45,30.2430303,-3689.0666388463264,193.00553330817772
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,45,29.6136798,-3692.289767953901,229.3157418496708
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,37,28.9854592,-3692.0123867827315,172.1435871361101
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,upper,0,34,23.566975,-3699.2195310930024,188.3615206738487
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,21,16.6536762,-3688.665815762922,140.7132196780574
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,37,32.6296045,-3611.0605209395026,692.2567214271097
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,lower,0,27,24.8109118,-3598.439021743858,535.9919487742275
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,14,12.9990291,-3653.0169775973877,138.36731682672678
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,14,13.1363661,-4233.987035100542,80.48436805129471
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,10,9.0963246,-3604.2914217039165,141.8244989353998
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,16,15.1483498,-3844.0933470733103,257.294975641397
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,lower,0,13,12.1139045,-3885.2510238548057,150.95211300744194
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,31,30.2443526,-3938.221574074895,247.45383399894433
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,lower,0,9,8.0825207,-3844.8172059231833,92.1576570868508
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,11,10.0938475,-3937.796674604911,72.76775728739088
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,upper,0,15,14.1229595,-3955.5482465582822,130.00921842921593
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,lower,0,16,15.1282927,-3930.748548504913,160.13832497340047
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,lower,0,17,16.1373392,-3912.243365183531,207.09666013014575
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,18,17.1469163,-3896.575992884541,246.68917346083228
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,12,11.0931557,-3870.53780671191,121.64144945548993
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,lower,0,27,24.452429,-3644.5539907728803,750.5306461604966
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,upper,0,20,16.0190225,-3774.3405377246045,259.36460165078637
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,lower,0,33,28.9977794,-3506.3861963181853,881.634770921121
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,upper,0,28,27.9905991,-3861.858231173097,305.045551646458
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,21,19.9238087,-3841.598333286395,283.08955378376396
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,32,27.9911103,-3863.0300033450176,288.8259440768273
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,31,28.1177759,-3864.7574849700322,288.1919153584974
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,upper,0,54,50.4083722,-3593.687865766389,919.5335588553753
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,lower,0,14,13.2469462,-3886.351059787943,130.7164262162169
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,12,11.3602784,-3880.7020076129265,121.14511282494387
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,upper,0,15,14.1217006,-3893.3246628422658,172.01834820178473
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,3,upper,0,15,14.1214345,-3895.8220642074,177.54322585197625
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,14,13.1150285,-3895.4677998107095,155.8868377716198
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,15,14.1215777,-3610.4750350032814,186.0862212986465
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,15,14.1215765,-3606.1351064064897,187.3296375125118
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,lower,0,24,23.1988697,-3470.3533459758705,615.975164491724
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,lower,0,15,14.1428992,-4096.516632309339,295.0821670399331
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,4,upper,0,12,11.1242478,-4148.246507005045,172.11958407397918
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,13,12.126876,-4144.985261394098,214.19148744775288
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,15,14.1468958,-4099.868309733472,331.05213403568297
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,upper,0,11,10.112251,-4161.246482267731,161.8506637475789
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,2,lower,0,29,26.8585433,-3931.313267598871,285.1580138119952
scan-hop-c2313aebc38416ef,2026-09-14T16:30:12.553220Z,1,lower,0,16,13.8844195,-3898.9174792811664,166.8720376414372
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,15,14.149455,-4047.128409857669,262.2534395360309
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,lower,0,9,8.0869286,-4133.048162324003,81.7596123333026
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,lower,0,12,11.1242669,-3843.1900311097975,116.87081284287596
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,14,13.1401332,-4050.4073787669395,223.72525566828762
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,upper,0,15,14.1495613,-4032.6997893139983,283.2391777640102
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,upper,0,9,8.0909408,-3869.2136007380072,80.34439767146344
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,9,8.0922972,-3742.7824813179654,21.70860583169785
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,15,14.4976344,-3978.828562352244,120.51842099493514
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,16,13.3656335,-3982.926088139137,102.76752852603276
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,lower,0,38,28.9948494,-3515.2725356721994,816.1082899768153
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,upper,0,12,11.1069338,-3665.720737350682,54.55075195011796
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,upper,0,21,14.0068716,-3306.5522367641097,317.5645940168323
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,upper,0,30,22.8053929,-3912.9300027653803,153.3330074342274
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,27,26.2176147,-3714.7451015342363,169.87124652935017
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,upper,0,14,13.1121005,-3728.6157893603854,112.45551265101906
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,23,22.3176237,-3728.0012293525274,95.69956359891069
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,16,14.890893,-4317.29282144434,224.9135685497692
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,upper,0,16,14.8869714,-3918.7166516239495,94.82654783035758
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,15,13.8787116,-4313.381529863477,153.95653949200815
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,lower,0,15,13.8816354,-3919.7082416228623,32.28563609824758
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,lower,0,11,10.0935935,-4297.215077601633,98.35711249633498
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,upper,0,11,10.0922592,-4291.662539212325,111.51629228561369
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,15,14.1349525,-3938.4987532903506,65.70870400740883
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,21,20.1775556,-3603.5204214119262,397.65670922305276
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,lower,0,16,15.144006,-3593.4650331462944,130.3137129520189
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,15,14.1349507,-3929.516588353651,62.38442862053195
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,25,24.2215257,-3543.8695720082887,611.9839810167867
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,10,9.1002742,-3625.286331344106,45.27553705855334
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,15,14.1375135,-3745.4310566983972,298.94871210622875
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,15,14.1350053,-3680.703965841208,124.35818275835055
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,15,14.1336703,-3679.695874665887,158.77331404516917
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,14,13.1270242,-3764.612899741564,253.57636730810893
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,15,14.140139,-3652.3285501853666,174.99111390696757
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,11,10.1069527,-3683.8054313434327,73.99579650949873
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,17,15.7562336,-3946.3921481979,197.47446171651328
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,lower,0,13,11.2215712,-2832.6409510332755,237.95665466103128
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,45,38.9683206,-3628.2965090207226,858.2147230650836
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,lower,0,47,40.9990889,-3628.587560770915,861.0080252110242
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,upper,0,46,40.244423,-3630.9208438840374,841.6312402928029
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,44,39.0922945,-3638.1104748467774,797.8970213868998
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,25,23.3185012,-4316.282087591145,142.9803573355853
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,upper,0,27,23.0669857,-4316.442120021509,137.2675600891245
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,26,22.3131727,-4317.831187755275,133.4136316779651
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,23,20.4242639,-4323.7576249567155,98.82551222748417
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,upper,0,8,11.2336308,-4285.253499043341,69.15130139373109
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,4,lower,0,11,9.7403075,-4017.6808200814494,31.47004760374143
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,10,8.8627462,-3630.339470257585,110.43850208826498
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,lower,0,14,13.1428425,-4013.4519347740616,49.25509403884
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,upper,0,14,13.3935058,-4011.3906343297012,55.84199530008537
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,19,18.1830282,-3608.544024654701,257.8891648461199
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,lower,0,23,18.5191053,-3261.3777311030544,614.3654300633971
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,upper,0,18,16.7537525,-3321.8468540265276,461.21774128543615
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,2,lower,0,19,15.9977476,-3317.0425086788036,449.289832870256
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,3,upper,0,16,13.4790543,-3365.7392127210637,321.2056022514696
scan-hop-499abcb9ca352397,2026-09-14T16:40:12.231571Z,1,lower,0,15,12.6003783,-3387.63602285996,264.5505106290932
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,lower,0,17,16.5322481,-3904.9678260430087,186.89259216237537
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,lower,0,28,27.3761891,-3763.1536151181085,835.992935205174
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,25,23.5949476,-3815.3367911924597,535.4741937028601
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,upper,0,19,19.5562285,-3863.976091358499,302.5221688379677
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,upper,0,27,25.6119737,-3770.2970516526866,719.9722517772941
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,upper,0,18,17.5389702,-3877.0493940397746,235.5180891500918
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,upper,0,15,13.7337187,-3337.605041187853,268.6688644317948
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,lower,0,15,13.7323848,-3345.003400803474,256.6554928495027
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,lower,0,10,9.0826315,-4225.780683289095,68.13340100600458
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,upper,0,13,12.1135497,-4265.824218362611,54.35658873699603
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,10,9.0869027,-4252.573692669076,104.08380698826889
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,upper,0,14,13.1456518,-3675.3391010538176,61.98385458209861
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,lower,0,14,13.1468789,-3678.7007956418274,68.29931428089304
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,lower,0,11,10.1214487,-3687.4064051367714,34.03181882277926
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,20,18.0242017,-3752.7563371473952,176.833278076994
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,upper,0,20,17.775016,-3879.8295394750276,127.48628643344965
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,upper,0,12,10.8442411,-3728.4547732575024,80.89122362204222
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,29,23.8376467,-3864.8009545437067,252.26688355056245
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,lower,0,30,25.4776184,-3831.3228976253176,383.1967895588384
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,upper,0,30,23.8376181,-3838.823138463539,342.34455798508225
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,upper,0,37,29.0031291,-3582.4822284376423,787.7049789956892
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,lower,0,37,28.8786224,-3591.1127932424024,766.392483110215
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,upper,0,37,28.2464872,-3601.149238693034,748.3012574790558
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,lower,0,35,28.1244584,-3605.251487169684,699.5508285079709
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,lower,0,17,16.1390077,-3919.1153682786376,223.2062105321873
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,upper,0,17,16.1402525,-3917.446771874602,217.97026715105676
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,25,24.201718,-3973.337927043636,220.6196475374225
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,upper,0,14,13.1109282,-3949.921025586573,216.6699643371925
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,upper,0,17,16.1335902,-3963.9635745425267,163.74528605308353
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,lower,0,11,10.0896009,-3927.8139705294598,89.01570648977176
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,upper,0,11,10.0904845,-3791.331331544098,109.65130605488609
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,lower,0,34,33.3070229,-3869.924309697947,378.42547434197587
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,upper,0,10,9.0857112,-2906.468758399263,172.1470040433176
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,lower,0,15,14.1297196,-4264.172235987166,335.76475849549377
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,upper,0,29,28.2736432,-3892.7217721567336,179.88642712631096
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,lower,0,29,28.2803689,-3552.8607059323563,850.8259656989434
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,upper,0,43,42.4244036,-3655.7010363710046,861.6476683269594
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,lower,0,11,10.1243155,-3733.8593421219916,59.26569754015175
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,lower,0,24,23.2576095,-3734.44846323073,165.75354323005195
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,25,24.257669,-3714.276353126772,314.4120636908514
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,upper,0,23,22.2430075,-3720.1331782323605,268.0424315940387
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,1,upper,0,21,20.2256257,-3731.2768167860436,191.09233305348175
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,lower,0,15,14.1642595,-3678.024196388542,179.64492836986156
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,2,lower,0,15,14.1589866,-3645.766620414681,213.9262344023728
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,3,upper,0,13,12.142925,-3658.000407462992,173.63644547473203
scan-hop-031a0825dc751a64,2026-09-14T16:50:12.617542Z,4,lower,0,23,21.8013585,-3727.7449944051873,177.01605315896023
