session_id,alias_changes,attempted,case,cfo_rms_hz,common,delay_rms_ns,profile,raw_cfo_rms_hz,recovered
scan-hop-aab019dd63812034,0,16,frequency,27.892720481843853,9,0.09962255814161664,grid512,27.892720481840858,9
scan-hop-aab019dd63812034,0,16,frequency,11.435588659527843,9,0.01238542213107604,grid8192,11.435588659528646,9
scan-hop-aab019dd63812034,0,16,frequency,0.046166205307036474,9,0.0998300815821219,local512,0.046166205308423164,9
scan-hop-aab019dd63812034,0,16,frequency,0.04449825013373958,9,0.2487374388121026,joint512,0.04449825013431351,9
scan-hop-aab019dd63812034,0,16,delay,2.3990409301586264,9,2.0125418868798763,grid512,2.3990409301586264,9
scan-hop-aab019dd63812034,0,16,delay,7.313857600492084,9,2.011981225381179,grid8192,7.313857600492084,9
scan-hop-aab019dd63812034,0,16,delay,0.5920845578678395,9,2.0118535555126598,local512,0.5920845578678395,9
scan-hop-aab019dd63812034,0,16,delay,0.5318429944569291,9,1.6845391240594374,joint512,0.5318429944566193,9
scan-hop-36d2dd2ffc2e973d,0,16,frequency,24.614555338025237,10,0.19489507312866816,grid512,24.6145553380247,10
scan-hop-36d2dd2ffc2e973d,0,16,frequency,10.093623837013599,10,0.014009872584951935,grid8192,10.09362383701309,10
scan-hop-36d2dd2ffc2e973d,0,16,frequency,0.06319967670050311,10,0.19450951287514445,local512,0.0631996766996113,10
scan-hop-36d2dd2ffc2e973d,0,16,frequency,0.08128281922955945,10,0.169263250083606,joint512,0.08128281922906135,10
scan-hop-36d2dd2ffc2e973d,0,16,delay,1.8763730604645026,10,3.4292629693406873,grid512,1.8763730604657212,10
scan-hop-36d2dd2ffc2e973d,0,16,delay,1.8690155313314416,10,3.5157899774622425,grid8192,1.8690155313312515,10
scan-hop-36d2dd2ffc2e973d,0,16,delay,1.0806505252106948,10,3.4297233075953613,local512,1.0806505252118024,10
scan-hop-36d2dd2ffc2e973d,0,16,delay,1.1670277817562096,10,3.7385452852952072,joint512,1.1670277817567336,10
scan-hop-d0217fb020ce235b,0,16,frequency,22.517421647258693,5,0.18908693846637997,grid512,22.517421647259205,5
scan-hop-d0217fb020ce235b,0,16,frequency,11.15957693879196,5,0.007552914291637206,grid8192,11.159576938789206,5
scan-hop-d0217fb020ce235b,0,16,frequency,0.03600047175748802,5,0.18908693846637997,local512,0.03600047175968869,5
scan-hop-d0217fb020ce235b,0,16,frequency,0.03610818168944512,5,0.18908693846637997,joint512,0.0361081816910346,5
scan-hop-d0217fb020ce235b,0,16,delay,1.792556546994972,5,2.199394216888224,grid512,1.7925565469951261,5
scan-hop-d0217fb020ce235b,0,16,delay,12.65796394517446,5,2.1409003751236986,grid8192,12.657963945174481,5
scan-hop-d0217fb020ce235b,0,16,delay,0.5119453639310582,5,2.199394216888224,local512,0.5119453639310468,5
scan-hop-d0217fb020ce235b,0,16,delay,0.4480196343345823,5,1.3187532379038174,joint512,0.44801963433455744,5
scan-hop-d185309146aa8ab6,0,16,frequency,30.93814134013163,11,0.18893567770619502,grid512,30.93814134013147,11
scan-hop-d185309146aa8ab6,0,16,frequency,12.35412959588561,11,0.01272949591176593,grid8192,12.354129595884237,11
scan-hop-d185309146aa8ab6,0,16,frequency,0.06354260182356902,11,0.1889421038706476,local512,0.06354260182364657,11
scan-hop-d185309146aa8ab6,0,16,frequency,0.08019121842177264,11,0.21758569468265926,joint512,0.0801912184221849,11
scan-hop-d185309146aa8ab6,0,16,delay,1.200973031369437,11,2.7288458102068605,grid512,1.200973031369437,11
scan-hop-d185309146aa8ab6,0,16,delay,7.8293616501671695,11,2.759024820202749,grid8192,7.8293616501671695,11
scan-hop-d185309146aa8ab6,0,16,delay,0.7409606870221705,11,2.7264173416347566,local512,0.7409606870221705,11
scan-hop-d185309146aa8ab6,0,16,delay,0.7839702529252504,11,2.492708195393224,joint512,0.7839702529252504,11
scan-hop-cf54d8096b706750,0,16,frequency,26.37618676151719,8,0.3066444507108191,grid512,26.376186761514884,8
scan-hop-cf54d8096b706750,0,16,frequency,8.986430505915065,8,0.011184471706082368,grid8192,8.986430505917518,8
scan-hop-cf54d8096b706750,0,16,frequency,0.1722716374740519,8,0.30794596808511915,local512,0.17227163747075425,8
scan-hop-cf54d8096b706750,0,16,frequency,0.29407665885057216,8,0.5960279850516145,joint512,0.2940766588522439,8
scan-hop-cf54d8096b706750,0,16,delay,1.431704526257391,8,3.157724867957573,grid512,1.431704526257391,8
scan-hop-cf54d8096b706750,0,16,delay,9.123440757348966,8,3.1449173325374202,grid8192,9.123440757348966,8
scan-hop-cf54d8096b706750,0,16,delay,1.251314302272529,8,3.157693829399584,local512,1.251314302272529,8
scan-hop-cf54d8096b706750,0,16,delay,1.4287947701975823,8,3.292846894649299,joint512,1.4287947701975823,8
