attempt_count,completed_at,created_at,error,id,kind,max_attempts,outcome,scheduled_for,started_at,state,updated_at
1,2026-08-23T09:43:47.713085+00:00,2026-08-23T09:42:00.175836+00:00,,1039,scheduled_recording,3,capture cap-20260823T094200-286af7ccf451 committed,2026-08-23T09:42:00+00:00,2026-08-23T09:42:00.186979+00:00,succeeded,2026-08-23T09:43:47.713085+00:00
1,2026-08-23T09:44:52.902064+00:00,2026-08-23T09:43:47.716025+00:00,,1040,scanner_sweep,3,scan burst scan-burst-1227231d081a4060 published; scans=4; active_edges=32,2026-08-23T09:42:00.000001+00:00,2026-08-23T09:43:47.721454+00:00,succeeded,2026-08-23T09:44:52.902064+00:00
1,2026-08-23T09:46:45.501062+00:00,2026-08-23T09:45:00.245215+00:00,,1041,scheduled_recording,3,capture cap-20260823T094500-4c44f53f328a committed,2026-08-23T09:45:00+00:00,2026-08-23T09:45:00.256705+00:00,succeeded,2026-08-23T09:46:45.501062+00:00
1,2026-08-23T09:47:51.10355+00:00,2026-08-23T09:46:45.504276+00:00,,1042,scanner_sweep,3,scan burst scan-burst-fee91179e481445a published; scans=4; active_edges=24,2026-08-23T09:45:00.000001+00:00,2026-08-23T09:46:45.510958+00:00,succeeded,2026-08-23T09:47:51.10355+00:00
1,2026-08-23T09:49:49.562724+00:00,2026-08-23T09:48:00.212101+00:00,,1043,scheduled_recording,3,capture cap-20260823T094800-8799dba1652a committed,2026-08-23T09:48:00+00:00,2026-08-23T09:48:00.223452+00:00,succeeded,2026-08-23T09:49:49.562724+00:00
1,2026-08-23T09:50:58.757651+00:00,2026-08-23T09:49:49.565975+00:00,,1044,scanner_sweep,3,scan burst scan-burst-57910b570a0f4680 published; scans=4; active_edges=16,2026-08-23T09:48:00.000001+00:00,2026-08-23T09:49:49.571393+00:00,succeeded,2026-08-23T09:50:58.757651+00:00
0,2026-08-23T09:54:00.117995+00:00,2026-08-23T09:51:00.020015+00:00,,1045,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T09:54:00+00:00,2026-08-23T09:51:00+00:00,,cancelled,2026-08-23T09:54:00.117995+00:00
1,2026-08-23T09:56:48.507543+00:00,2026-08-23T09:54:00.11617+00:00,,1046,scheduled_recording,3,capture cap-20260823T095458-7d2412e2ff8f committed,2026-08-23T09:54:00+00:00,2026-08-23T09:54:58.53835+00:00,succeeded,2026-08-23T09:56:48.507543+00:00
1,2026-08-23T09:57:49.225762+00:00,2026-08-23T09:56:48.511377+00:00,,1047,scanner_sweep,3,scan burst scan-burst-0da7f16aa303404d published; scans=4; active_edges=8,2026-08-23T09:54:00.000001+00:00,2026-08-23T09:56:48.516571+00:00,succeeded,2026-08-23T09:57:49.225762+00:00
1,2026-08-23T09:59:38.959185+00:00,2026-08-23T09:57:49.229436+00:00,,1048,scheduled_recording,3,capture cap-20260823T095749-8569a833587a committed,2026-08-23T09:57:00+00:00,2026-08-23T09:57:49.238563+00:00,succeeded,2026-08-23T09:59:38.959185+00:00
1,2026-08-23T10:00:40.666018+00:00,2026-08-23T09:59:38.962087+00:00,,1049,scanner_sweep,3,scan burst scan-burst-d14399fdfd484e87 published; scans=4; active_edges=8,2026-08-23T09:57:00.000001+00:00,2026-08-23T09:59:38.967457+00:00,succeeded,2026-08-23T10:00:40.666018+00:00
1,2026-08-23T10:02:28.547377+00:00,2026-08-23T10:00:40.705781+00:00,,1050,scheduled_recording,3,capture cap-20260823T100040-7bc5ba3cc0ac committed,2026-08-23T10:00:00+00:00,2026-08-23T10:00:40.723389+00:00,succeeded,2026-08-23T10:02:28.547377+00:00
1,2026-08-23T10:03:30.704299+00:00,2026-08-23T10:02:28.549959+00:00,,1051,scanner_sweep,3,scan burst scan-burst-68594eea578f4bfc published; scans=4; active_edges=20,2026-08-23T10:00:00.000001+00:00,2026-08-23T10:02:28.555397+00:00,succeeded,2026-08-23T10:03:30.704299+00:00
1,2026-08-23T10:05:17.78844+00:00,2026-08-23T10:03:30.706571+00:00,,1052,scheduled_recording,3,capture cap-20260823T100330-f8009ee92145 committed,2026-08-23T10:03:00+00:00,2026-08-23T10:03:30.715232+00:00,succeeded,2026-08-23T10:05:17.78844+00:00
1,2026-08-23T10:06:18.839172+00:00,2026-08-23T10:05:17.796677+00:00,,1053,scanner_sweep,3,scan burst scan-burst-86d249770cfb4a29 published; scans=4; active_edges=17,2026-08-23T10:03:00.000001+00:00,2026-08-23T10:05:17.805129+00:00,succeeded,2026-08-23T10:06:18.839172+00:00
1,2026-08-23T10:08:05.102596+00:00,2026-08-23T10:06:18.878604+00:00,,1054,scheduled_recording,3,capture cap-20260823T100618-ebdd7c1ebdac committed,2026-08-23T10:06:00+00:00,2026-08-23T10:06:18.896444+00:00,succeeded,2026-08-23T10:08:05.102596+00:00
1,2026-08-23T10:09:05.437098+00:00,2026-08-23T10:08:05.10634+00:00,,1055,scanner_sweep,3,scan burst scan-burst-f92b37e07159438d published; scans=4; active_edges=20,2026-08-23T10:06:00.000001+00:00,2026-08-23T10:08:05.111239+00:00,succeeded,2026-08-23T10:09:05.437098+00:00
1,2026-08-23T10:10:50.319011+00:00,2026-08-23T10:09:05.441246+00:00,,1056,scheduled_recording,3,capture cap-20260823T100905-29d563ac02d9 committed,2026-08-23T10:09:00+00:00,2026-08-23T10:09:05.449725+00:00,succeeded,2026-08-23T10:10:50.319011+00:00
1,2026-08-23T10:11:53.154262+00:00,2026-08-23T10:10:50.321862+00:00,,1057,scanner_sweep,3,scan burst scan-burst-618a9b1b602d4492 published; scans=4; active_edges=16,2026-08-23T10:09:00.000001+00:00,2026-08-23T10:10:50.32727+00:00,succeeded,2026-08-23T10:11:53.154262+00:00
1,2026-08-23T10:13:51.497997+00:00,2026-08-23T10:12:00.244233+00:00,,1058,scheduled_recording,3,capture cap-20260823T101200-1b98ddd3d643 committed,2026-08-23T10:12:00+00:00,2026-08-23T10:12:00.256939+00:00,succeeded,2026-08-23T10:13:51.497997+00:00
1,2026-08-23T10:15:06.403883+00:00,2026-08-23T10:13:51.500363+00:00,,1059,scanner_sweep,3,scan burst scan-burst-fea56696109740a8 published; scans=4; active_edges=26,2026-08-23T10:12:00.000001+00:00,2026-08-23T10:13:51.505132+00:00,succeeded,2026-08-23T10:15:06.403883+00:00
0,2026-08-23T10:18:00.477157+00:00,2026-08-23T10:15:06.407769+00:00,,1060,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T10:18:00+00:00,2026-08-23T10:15:00+00:00,,cancelled,2026-08-23T10:18:00.477157+00:00
1,2026-08-23T10:19:54.422795+00:00,2026-08-23T10:18:00.475393+00:00,,1061,scheduled_recording,3,capture cap-20260823T101809-80205045e4c6 committed,2026-08-23T10:18:00+00:00,2026-08-23T10:18:09.566965+00:00,succeeded,2026-08-23T10:19:54.422795+00:00
1,2026-08-23T10:20:57.995166+00:00,2026-08-23T10:19:54.430483+00:00,,1062,scanner_sweep,3,scan burst scan-burst-fe623e1834a84d01 published; scans=4; active_edges=20,2026-08-23T10:18:00.000001+00:00,2026-08-23T10:19:54.438339+00:00,succeeded,2026-08-23T10:20:57.995166+00:00
1,2026-08-23T10:22:43.693611+00:00,2026-08-23T10:21:00.011484+00:00,,1063,scheduled_recording,3,capture cap-20260823T102100-41a973bd84ae committed,2026-08-23T10:21:00+00:00,2026-08-23T10:21:00.022047+00:00,succeeded,2026-08-23T10:22:43.693611+00:00
1,2026-08-23T10:23:57.645429+00:00,2026-08-23T10:22:43.698595+00:00,,1064,scanner_sweep,3,scan burst scan-burst-e0613b9ea4bd42df published; scans=4; active_edges=27,2026-08-23T10:21:00.000001+00:00,2026-08-23T10:22:43.707444+00:00,succeeded,2026-08-23T10:23:57.645429+00:00
0,2026-08-23T10:27:00.34109+00:00,2026-08-23T10:24:00.171055+00:00,,1065,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T10:27:00+00:00,2026-08-23T10:24:00+00:00,,cancelled,2026-08-23T10:27:00.34109+00:00
1,2026-08-23T10:29:06.450708+00:00,2026-08-23T10:27:00.339437+00:00,,1066,scheduled_recording,3,capture cap-20260823T102721-5eb863f3e015 committed,2026-08-23T10:27:00+00:00,2026-08-23T10:27:21.629938+00:00,succeeded,2026-08-23T10:29:06.450708+00:00
1,2026-08-23T10:30:06.26403+00:00,2026-08-23T10:29:06.456392+00:00,,1067,scanner_sweep,3,scan burst scan-burst-531f6ddad9014d1c published; scans=4; active_edges=14,2026-08-23T10:27:00.000001+00:00,2026-08-23T10:29:06.463511+00:00,succeeded,2026-08-23T10:30:06.26403+00:00
1,2026-08-23T10:31:51.075677+00:00,2026-08-23T10:30:06.267719+00:00,,1068,scheduled_recording,3,capture cap-20260823T103006-b22ba294d7f7 committed,2026-08-23T10:30:00+00:00,2026-08-23T10:30:06.277134+00:00,succeeded,2026-08-23T10:31:51.075677+00:00
1,2026-08-23T10:32:50.43215+00:00,2026-08-23T10:31:51.078344+00:00,,1069,scanner_sweep,3,scan burst scan-burst-9d1f6e74c129419f published; scans=4; active_edges=7,2026-08-23T10:30:00.000001+00:00,2026-08-23T10:31:51.081628+00:00,succeeded,2026-08-23T10:32:50.43215+00:00
1,2026-08-23T10:34:45.826752+00:00,2026-08-23T10:33:00.006916+00:00,,1070,scheduled_recording,3,capture cap-20260823T103300-f5e88b1f6dff committed,2026-08-23T10:33:00+00:00,2026-08-23T10:33:00.016531+00:00,succeeded,2026-08-23T10:34:45.826752+00:00
1,2026-08-23T10:35:49.28025+00:00,2026-08-23T10:34:45.830383+00:00,,1071,scanner_sweep,3,scan burst scan-burst-f965d80dbe67470f published; scans=4; active_edges=24,2026-08-23T10:33:00.000001+00:00,2026-08-23T10:34:45.834733+00:00,succeeded,2026-08-23T10:35:49.28025+00:00
1,2026-08-23T10:37:47.160592+00:00,2026-08-23T10:36:00.116268+00:00,,1072,scheduled_recording,3,capture cap-20260823T103600-a42d17d4fcb0 committed,2026-08-23T10:36:00+00:00,2026-08-23T10:36:00.128066+00:00,succeeded,2026-08-23T10:37:47.160592+00:00
1,2026-08-23T10:38:48.906798+00:00,2026-08-23T10:37:47.164362+00:00,,1073,scanner_sweep,3,scan burst scan-burst-c1d6254e57ac4979 published; scans=4; active_edges=16,2026-08-23T10:36:00.000001+00:00,2026-08-23T10:37:47.170132+00:00,succeeded,2026-08-23T10:38:48.906798+00:00
1,2026-08-23T10:40:44.500758+00:00,2026-08-23T10:39:00.248049+00:00,,1074,scheduled_recording,3,capture cap-20260823T103900-f15ba31ea9b2 committed,2026-08-23T10:39:00+00:00,2026-08-23T10:39:00.259636+00:00,succeeded,2026-08-23T10:40:44.500758+00:00
1,2026-08-23T10:41:46.676398+00:00,2026-08-23T10:40:44.504139+00:00,,1075,scanner_sweep,3,scan burst scan-burst-58c6b079bfea47be published; scans=4; active_edges=21,2026-08-23T10:39:00.000001+00:00,2026-08-23T10:40:44.510177+00:00,succeeded,2026-08-23T10:41:46.676398+00:00
1,2026-08-23T10:43:44.926381+00:00,2026-08-23T10:42:00.015602+00:00,,1076,scheduled_recording,3,capture cap-20260823T104200-597c155f2bcf committed,2026-08-23T10:42:00+00:00,2026-08-23T10:42:00.025147+00:00,succeeded,2026-08-23T10:43:44.926381+00:00
1,2026-08-23T10:44:46.253651+00:00,2026-08-23T10:43:44.929186+00:00,,1077,scanner_sweep,3,scan burst scan-burst-97a27c082fe64f4a published; scans=4; active_edges=16,2026-08-23T10:42:00.000001+00:00,2026-08-23T10:43:44.935965+00:00,succeeded,2026-08-23T10:44:46.253651+00:00
1,2026-08-23T10:46:43.299979+00:00,2026-08-23T10:45:00.115573+00:00,,1078,scheduled_recording,3,capture cap-20260823T104500-c60e191df8ff committed,2026-08-23T10:45:00+00:00,2026-08-23T10:45:00.161015+00:00,succeeded,2026-08-23T10:46:43.299979+00:00
1,2026-08-23T10:47:43.813342+00:00,2026-08-23T10:46:43.303676+00:00,,1079,scanner_sweep,3,scan burst scan-burst-042cdfaad08d4037 published; scans=4; active_edges=12,2026-08-23T10:45:00.000001+00:00,2026-08-23T10:46:43.30937+00:00,succeeded,2026-08-23T10:47:43.813342+00:00
1,2026-08-23T10:49:43.742389+00:00,2026-08-23T10:48:00.229082+00:00,,1080,scheduled_recording,3,capture cap-20260823T104800-e74d8882b242 committed,2026-08-23T10:48:00+00:00,2026-08-23T10:48:00.27606+00:00,succeeded,2026-08-23T10:49:43.742389+00:00
1,2026-08-23T10:50:44.637847+00:00,2026-08-23T10:49:43.745422+00:00,,1081,scanner_sweep,3,scan burst scan-burst-edf682443764427d published; scans=4; active_edges=16,2026-08-23T10:48:00.000001+00:00,2026-08-23T10:49:43.749733+00:00,succeeded,2026-08-23T10:50:44.637847+00:00
1,2026-08-23T10:52:45.498716+00:00,2026-08-23T10:51:00.001003+00:00,,1082,scheduled_recording,3,capture cap-20260823T105100-d8b8323460c7 committed,2026-08-23T10:51:00+00:00,2026-08-23T10:51:00.011983+00:00,succeeded,2026-08-23T10:52:45.498716+00:00
1,2026-08-23T10:53:48.552975+00:00,2026-08-23T10:52:45.502306+00:00,,1083,scanner_sweep,3,scan burst scan-burst-85911e6c1bac4a71 published; scans=4; active_edges=32,2026-08-23T10:51:00.000001+00:00,2026-08-23T10:52:45.508017+00:00,succeeded,2026-08-23T10:53:48.552975+00:00
1,2026-08-23T10:55:44.855289+00:00,2026-08-23T10:54:00.152273+00:00,,1084,scheduled_recording,3,capture cap-20260823T105400-45b265314705 committed,2026-08-23T10:54:00+00:00,2026-08-23T10:54:00.162153+00:00,succeeded,2026-08-23T10:55:44.855289+00:00
1,2026-08-23T10:56:47.228501+00:00,2026-08-23T10:55:44.858081+00:00,,1085,scanner_sweep,3,scan burst scan-burst-606b7ab0f7684002 published; scans=4; active_edges=22,2026-08-23T10:54:00.000001+00:00,2026-08-23T10:55:44.863293+00:00,succeeded,2026-08-23T10:56:47.228501+00:00
1,2026-08-23T10:58:51.310348+00:00,2026-08-23T10:57:00.113559+00:00,,1086,scheduled_recording,3,capture cap-20260823T105700-5b47e25426e2 committed,2026-08-23T10:57:00+00:00,2026-08-23T10:57:00.124385+00:00,succeeded,2026-08-23T10:58:51.310348+00:00
1,2026-08-23T11:00:06.593584+00:00,2026-08-23T10:58:51.313212+00:00,,1087,scanner_sweep,3,scan burst scan-burst-62e414cde4024a18 published; scans=4; active_edges=19,2026-08-23T10:57:00.000001+00:00,2026-08-23T10:58:51.319247+00:00,succeeded,2026-08-23T11:00:06.593584+00:00
0,2026-08-23T11:03:00.750608+00:00,2026-08-23T11:00:06.63322+00:00,,1088,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T11:03:00+00:00,2026-08-23T11:00:00+00:00,,cancelled,2026-08-23T11:03:00.750608+00:00
1,2026-08-23T11:05:20.50338+00:00,2026-08-23T11:03:00.748897+00:00,,1089,scheduled_recording,3,capture cap-20260823T110332-725635ff80b1 committed,2026-08-23T11:03:00+00:00,2026-08-23T11:03:32.932918+00:00,succeeded,2026-08-23T11:05:20.50338+00:00
1,2026-08-23T11:06:22.313313+00:00,2026-08-23T11:05:20.507208+00:00,,1090,scanner_sweep,3,scan burst scan-burst-1790f02d013b4e56 published; scans=4; active_edges=16,2026-08-23T11:03:00.000001+00:00,2026-08-23T11:05:20.517717+00:00,succeeded,2026-08-23T11:06:22.313313+00:00
1,2026-08-23T11:08:08.399824+00:00,2026-08-23T11:06:22.352303+00:00,,1091,scheduled_recording,3,capture cap-20260823T110622-a02d007ca14a committed,2026-08-23T11:06:00+00:00,2026-08-23T11:06:22.370634+00:00,succeeded,2026-08-23T11:08:08.399824+00:00
1,2026-08-23T11:09:20.232047+00:00,2026-08-23T11:08:08.403278+00:00,,1092,scanner_sweep,3,scan burst scan-burst-1d7f35e8242a4b12 published; scans=4; active_edges=25,2026-08-23T11:06:00.000001+00:00,2026-08-23T11:08:08.409036+00:00,succeeded,2026-08-23T11:09:20.232047+00:00
1,2026-08-23T11:13:29.362265+00:00,2026-08-23T11:09:20.271578+00:00,,1093,scheduled_recording,3,capture cap-20260823T111139-5bde5bd4dd04 committed,2026-08-23T11:09:00+00:00,2026-08-23T11:11:39.10504+00:00,succeeded,2026-08-23T11:13:29.362265+00:00
1,2026-08-23T11:14:29.98382+00:00,2026-08-23T11:13:29.365231+00:00,,1094,scanner_sweep,3,scan burst scan-burst-d61062da31e543b0 published; scans=4; active_edges=19,2026-08-23T11:09:00.000001+00:00,2026-08-23T11:13:29.375425+00:00,succeeded,2026-08-23T11:14:29.98382+00:00
1,2026-08-23T11:16:16.013022+00:00,2026-08-23T11:13:29.369498+00:00,,1095,scheduled_recording,3,capture cap-20260823T111430-17ab4cda0851 committed,2026-08-23T11:12:00+00:00,2026-08-23T11:14:29.99289+00:00,succeeded,2026-08-23T11:16:16.013022+00:00
1,2026-08-23T11:17:15.515128+00:00,2026-08-23T11:16:16.01653+00:00,,1096,scanner_sweep,3,scan burst scan-burst-80213988a64f4798 published; scans=4; active_edges=15,2026-08-23T11:12:00.000001+00:00,2026-08-23T11:16:16.025131+00:00,succeeded,2026-08-23T11:17:15.515128+00:00
1,2026-08-23T11:19:00.311897+00:00,2026-08-23T11:16:16.020576+00:00,,1097,scheduled_recording,3,capture cap-20260823T111715-35a82d19c4c5 committed,2026-08-23T11:15:00+00:00,2026-08-23T11:17:15.55805+00:00,succeeded,2026-08-23T11:19:00.311897+00:00
1,2026-08-23T11:20:02.939824+00:00,2026-08-23T11:19:00.315393+00:00,,1098,scanner_sweep,3,scan burst scan-burst-f83b1f6916f247b8 published; scans=4; active_edges=32,2026-08-23T11:15:00.000001+00:00,2026-08-23T11:19:00.323094+00:00,succeeded,2026-08-23T11:20:02.939824+00:00
1,2026-08-23T11:21:46.291675+00:00,2026-08-23T11:19:00.319249+00:00,,1099,scheduled_recording,3,capture cap-20260823T112002-cd1078bbb46d committed,2026-08-23T11:18:00+00:00,2026-08-23T11:20:02.947918+00:00,succeeded,2026-08-23T11:21:46.291675+00:00
1,2026-08-23T11:22:46.685931+00:00,2026-08-23T11:21:46.29466+00:00,,1100,scanner_sweep,3,scan burst scan-burst-8f2d6a19140b4c2f published; scans=4; active_edges=16,2026-08-23T11:18:00.000001+00:00,2026-08-23T11:21:46.304559+00:00,succeeded,2026-08-23T11:22:46.685931+00:00
1,2026-08-23T11:24:30.45889+00:00,2026-08-23T11:21:46.299608+00:00,,1101,scheduled_recording,3,capture cap-20260823T112246-00eaaa171336 committed,2026-08-23T11:21:00+00:00,2026-08-23T11:22:46.695614+00:00,succeeded,2026-08-23T11:24:30.45889+00:00
1,2026-08-23T11:25:31.428923+00:00,2026-08-23T11:24:30.462476+00:00,,1102,scanner_sweep,3,scan burst scan-burst-0db8b25760c1447a published; scans=4; active_edges=8,2026-08-23T11:21:00.000001+00:00,2026-08-23T11:24:30.471198+00:00,succeeded,2026-08-23T11:25:31.428923+00:00
1,2026-08-23T11:27:16.109611+00:00,2026-08-23T11:24:30.466412+00:00,,1103,scheduled_recording,3,capture cap-20260823T112531-8460cc6f3fd7 committed,2026-08-23T11:24:00+00:00,2026-08-23T11:25:31.437445+00:00,succeeded,2026-08-23T11:27:16.109611+00:00
1,2026-08-23T11:28:21.200238+00:00,2026-08-23T11:27:16.112939+00:00,,1104,scanner_sweep,3,scan burst scan-burst-b35103a007174843 published; scans=4; active_edges=24,2026-08-23T11:24:00.000001+00:00,2026-08-23T11:27:16.121115+00:00,succeeded,2026-08-23T11:28:21.200238+00:00
1,2026-08-23T11:30:08.366176+00:00,2026-08-23T11:27:16.116738+00:00,,1105,scheduled_recording,3,capture cap-20260823T112821-12d694a8feba committed,2026-08-23T11:27:00+00:00,2026-08-23T11:28:21.21057+00:00,succeeded,2026-08-23T11:30:08.366176+00:00
1,2026-08-23T11:31:11.546641+00:00,2026-08-23T11:30:08.373559+00:00,,1106,scanner_sweep,3,scan burst scan-burst-ee66068b4388458f published; scans=4; active_edges=18,2026-08-23T11:27:00.000001+00:00,2026-08-23T11:30:08.384816+00:00,succeeded,2026-08-23T11:31:11.546641+00:00
1,2026-08-23T11:32:54.851443+00:00,2026-08-23T11:30:08.380367+00:00,,1107,scheduled_recording,3,capture cap-20260823T113111-10142f2c1489 committed,2026-08-23T11:30:00+00:00,2026-08-23T11:31:11.5914+00:00,succeeded,2026-08-23T11:32:54.851443+00:00
1,2026-08-23T11:34:10.279794+00:00,2026-08-23T11:32:54.855062+00:00,,1108,scanner_sweep,3,scan burst scan-burst-2079d2abd2f045bd published; scans=4; active_edges=17,2026-08-23T11:30:00.000001+00:00,2026-08-23T11:32:54.861464+00:00,succeeded,2026-08-23T11:34:10.279794+00:00
0,2026-08-23T11:36:00.987858+00:00,2026-08-23T11:34:10.284057+00:00,,1109,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T11:36:00+00:00,2026-08-23T11:33:00+00:00,,cancelled,2026-08-23T11:36:00.987858+00:00
1,2026-08-23T11:39:11.408463+00:00,2026-08-23T11:36:00.986425+00:00,,1110,scheduled_recording,3,capture cap-20260823T113719-e85d040a0afd committed,2026-08-23T11:36:00+00:00,2026-08-23T11:37:19.530836+00:00,succeeded,2026-08-23T11:39:11.408463+00:00
1,2026-08-23T11:40:12.27894+00:00,2026-08-23T11:39:11.411778+00:00,,1111,scanner_sweep,3,scan burst scan-burst-af0ba497083a4244 published; scans=4; active_edges=11,2026-08-23T11:36:00.000001+00:00,2026-08-23T11:39:11.420528+00:00,succeeded,2026-08-23T11:40:12.27894+00:00
1,2026-08-23T11:41:59.349489+00:00,2026-08-23T11:39:11.416603+00:00,,1112,scheduled_recording,3,capture cap-20260823T114012-49c3afc433c0 committed,2026-08-23T11:39:00+00:00,2026-08-23T11:40:12.287345+00:00,succeeded,2026-08-23T11:41:59.349489+00:00
1,2026-08-23T11:43:14.961645+00:00,2026-08-23T11:41:59.352359+00:00,,1113,scanner_sweep,3,scan burst scan-burst-fc2c159bf81a4c1a published; scans=4; active_edges=13,2026-08-23T11:39:00.000001+00:00,2026-08-23T11:41:59.358004+00:00,succeeded,2026-08-23T11:43:14.961645+00:00
0,2026-08-23T11:45:00.615782+00:00,2026-08-23T11:43:14.966136+00:00,,1114,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T11:45:00+00:00,2026-08-23T11:42:00+00:00,,cancelled,2026-08-23T11:45:00.615782+00:00
1,2026-08-23T11:47:21.904278+00:00,2026-08-23T11:45:00.613614+00:00,,1115,scheduled_recording,3,capture cap-20260823T114537-e7e1cf063697 committed,2026-08-23T11:45:00+00:00,2026-08-23T11:45:37.903764+00:00,succeeded,2026-08-23T11:47:21.904278+00:00
1,2026-08-23T11:48:19.670964+00:00,2026-08-23T11:47:21.910192+00:00,,1116,scanner_sweep,3,scan burst scan-burst-a1abe75812f64381 published; scans=4; active_edges=0,2026-08-23T11:45:00.000001+00:00,2026-08-23T11:47:21.918093+00:00,succeeded,2026-08-23T11:48:19.670964+00:00
1,2026-08-23T11:50:06.276852+00:00,2026-08-23T11:48:19.723622+00:00,,1117,scheduled_recording,3,capture cap-20260823T114819-6119ff0fc686 committed,2026-08-23T11:48:00+00:00,2026-08-23T11:48:19.733354+00:00,succeeded,2026-08-23T11:50:06.276852+00:00
1,2026-08-23T11:51:10.93974+00:00,2026-08-23T11:50:06.280357+00:00,,1118,scanner_sweep,3,scan burst scan-burst-dccec94728e94281 published; scans=4; active_edges=23,2026-08-23T11:48:00.000001+00:00,2026-08-23T11:50:06.285007+00:00,succeeded,2026-08-23T11:51:10.93974+00:00
1,2026-08-23T11:53:01.492725+00:00,2026-08-23T11:51:10.943394+00:00,,1119,scheduled_recording,3,capture cap-20260823T115110-180c32b1c8f9 committed,2026-08-23T11:51:00+00:00,2026-08-23T11:51:10.950922+00:00,succeeded,2026-08-23T11:53:01.492725+00:00
1,2026-08-23T11:54:05.821349+00:00,2026-08-23T11:53:01.49875+00:00,,1120,scanner_sweep,3,scan burst scan-burst-0399c5c135134a53 published; scans=4; active_edges=32,2026-08-23T11:51:00.000001+00:00,2026-08-23T11:53:01.509855+00:00,succeeded,2026-08-23T11:54:05.821349+00:00
1,2026-08-23T11:55:51.507132+00:00,2026-08-23T11:54:05.872407+00:00,,1121,scheduled_recording,3,capture cap-20260823T115405-ae0cea9fadb2 committed,2026-08-23T11:54:00+00:00,2026-08-23T11:54:05.880972+00:00,succeeded,2026-08-23T11:55:51.507132+00:00
1,2026-08-23T11:56:55.319252+00:00,2026-08-23T11:55:51.509514+00:00,,1122,scanner_sweep,3,scan burst scan-burst-b12837136154477e published; scans=4; active_edges=17,2026-08-23T11:54:00.000001+00:00,2026-08-23T11:55:51.514461+00:00,succeeded,2026-08-23T11:56:55.319252+00:00
1,2026-08-23T11:58:44.8838+00:00,2026-08-23T11:57:00.101108+00:00,,1123,scheduled_recording,3,capture cap-20260823T115700-5d76364aed04 committed,2026-08-23T11:57:00+00:00,2026-08-23T11:57:00.111164+00:00,succeeded,2026-08-23T11:58:44.8838+00:00
1,2026-08-23T11:59:48.005599+00:00,2026-08-23T11:58:44.885867+00:00,,1124,scanner_sweep,3,scan burst scan-burst-b9d3dc9f5fe94b04 published; scans=4; active_edges=22,2026-08-23T11:57:00.000001+00:00,2026-08-23T11:58:44.890178+00:00,succeeded,2026-08-23T11:59:48.005599+00:00
1,2026-08-23T12:01:52.795603+00:00,2026-08-23T12:00:00.099829+00:00,,1125,scheduled_recording,3,capture cap-20260823T120000-c785295408a6 committed,2026-08-23T12:00:00+00:00,2026-08-23T12:00:00.111502+00:00,succeeded,2026-08-23T12:01:52.795603+00:00
1,2026-08-23T12:02:53.198311+00:00,2026-08-23T12:01:52.799071+00:00,,1126,scanner_sweep,3,scan burst scan-burst-4a0e965e7a1f4541 published; scans=4; active_edges=5,2026-08-23T12:00:00.000001+00:00,2026-08-23T12:01:52.803591+00:00,succeeded,2026-08-23T12:02:53.198311+00:00
1,2026-08-23T12:04:53.654335+00:00,2026-08-23T12:03:00.04246+00:00,,1127,scheduled_recording,3,capture cap-20260823T120300-951fa50b00a5 committed,2026-08-23T12:03:00+00:00,2026-08-23T12:03:00.052691+00:00,succeeded,2026-08-23T12:04:53.654335+00:00
1,2026-08-23T12:05:58.534801+00:00,2026-08-23T12:04:53.658461+00:00,,1128,scanner_sweep,3,scan burst scan-burst-24c0cdc53ad14486 published; scans=4; active_edges=12,2026-08-23T12:03:00.000001+00:00,2026-08-23T12:04:53.66598+00:00,succeeded,2026-08-23T12:05:58.534801+00:00
0,2026-08-23T12:09:00.189929+00:00,2026-08-23T12:06:00.049433+00:00,,1129,scheduled_recording,3,superseded by newer scheduled_recording intent scheduled-dwell:a88ebdf9fa294286:2026-08-23T12:09:00+00:00,2026-08-23T12:06:00+00:00,,cancelled,2026-08-23T12:09:00.189929+00:00
1,2026-08-23T12:11:05.036522+00:00,2026-08-23T12:09:00.188352+00:00,,1130,scheduled_recording,3,capture cap-20260823T120914-2fb2b61aab4b committed,2026-08-23T12:09:00+00:00,2026-08-23T12:09:14.277957+00:00,succeeded,2026-08-23T12:11:05.036522+00:00
1,2026-08-23T12:12:07.203338+00:00,2026-08-23T12:11:05.041128+00:00,,1131,scanner_sweep,3,scan burst scan-burst-1441546795944900 published; scans=4; active_edges=13,2026-08-23T12:09:00.000001+00:00,2026-08-23T12:11:05.049853+00:00,succeeded,2026-08-23T12:12:07.203338+00:00
