acquisition_restarts,acquisition_state,analysis_failed,analysis_queued,analysis_running,analysis_succeeded,api_restarts,api_state,capture_http,capture_json,observed_utc,queue_leased,queue_queued,root_used_percent,worker_active,worker_failed
0,active,3,0,1,57,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T10:55:11Z,1,0,20,20,0
0,active,3,0,2,57,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T10:56:11Z,1,0,20,20,0
0,active,3,0,2,57,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T10:57:11Z,1,0,20,20,0
0,active,3,0,2,57,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T10:58:11Z,1,0,20,20,0
0,active,3,0,3,57,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T10:59:11Z,1,0,20,20,0
0,active,3,0,3,57,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:00:11Z,0,0,20,20,0
0,active,3,0,2,58,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:01:11Z,0,0,20,20,0
0,active,3,0,2,58,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:02:11Z,0,0,20,20,0
0,active,3,0,2,58,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:03:11Z,0,0,20,20,0
0,active,3,0,1,59,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:04:11Z,1,0,20,20,0
0,active,3,0,1,59,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:05:11Z,1,0,20,20,0
0,active,3,0,2,59,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:06:11Z,1,0,20,20,0
0,active,3,0,2,59,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:07:11Z,1,0,20,20,0
0,active,3,0,3,59,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:08:12Z,1,0,20,20,0
0,active,3,0,3,59,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:09:12Z,1,0,20,20,0
0,active,3,0,2,60,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:10:12Z,0,0,20,20,0
0,active,3,0,2,60,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:11:12Z,0,0,20,20,0
0,active,3,0,2,60,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:12:12Z,1,0,20,20,0
0,active,3,0,0,62,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:13:12Z,1,0,20,20,0
0,active,3,0,1,62,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:14:12Z,1,0,20,20,0
0,active,3,0,1,62,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:15:12Z,1,0,20,20,0
0,active,3,0,1,62,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:16:12Z,1,0,20,20,0
0,active,3,0,1,63,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:17:12Z,1,0,20,20,0
0,active,3,0,1,63,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:18:12Z,1,0,20,20,0
0,active,3,0,2,63,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:19:12Z,1,0,20,20,0
0,active,3,0,2,63,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:20:12Z,1,0,20,20,0
0,active,3,0,1,64,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:21:13Z,1,0,20,20,0
0,active,3,0,2,64,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:22:13Z,1,0,20,20,0
0,active,3,0,1,65,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:23:13Z,1,0,20,20,0
0,active,3,0,1,65,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:24:13Z,1,0,20,20,0
0,active,3,0,2,65,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:25:13Z,1,0,20,20,0
0,active,3,0,2,65,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:26:13Z,1,0,20,20,0
0,active,3,0,1,66,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:27:13Z,1,0,20,20,0
0,active,3,0,2,66,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:28:13Z,1,0,20,20,0
0,active,3,0,2,66,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:29:13Z,1,0,20,20,0
0,active,3,0,2,67,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:30:13Z,1,0,20,20,0
0,active,3,0,2,67,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:31:13Z,1,0,20,20,0
0,active,3,0,2,67,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:32:13Z,1,0,20,20,0
0,active,3,0,3,67,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:33:13Z,1,0,20,20,0
0,active,3,0,3,67,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:34:14Z,0,0,20,20,0
0,active,3,0,3,67,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:35:14Z,0,0,20,20,0
0,active,3,0,2,68,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:36:14Z,0,0,20,20,0
0,active,3,0,2,68,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:37:14Z,0,0,20,20,0
0,active,3,0,1,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:38:14Z,1,0,20,20,0
0,active,3,0,2,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:39:14Z,1,0,20,20,0
0,active,3,0,2,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:40:14Z,1,0,20,20,0
0,active,3,0,2,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:41:14Z,1,0,20,20,0
0,active,3,0,3,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:42:14Z,1,0,20,20,0
0,active,3,0,3,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:43:14Z,1,0,20,20,0
0,active,3,0,3,69,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:44:14Z,0,0,20,20,0
0,active,3,0,2,70,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:45:14Z,0,0,20,20,0
0,active,4,0,0,71,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:46:14Z,1,0,20,20,0
0,active,4,0,0,71,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:47:15Z,1,0,20,20,0
0,active,4,0,1,71,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:48:15Z,1,0,20,20,0
0,active,4,0,1,71,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:49:15Z,1,0,20,20,0
0,active,4,0,2,71,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:50:15Z,1,0,20,20,0
0,active,4,0,2,71,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:51:15Z,1,0,20,20,0
0,active,4,0,1,72,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:52:15Z,1,0,20,20,0
0,active,4,0,2,72,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:53:15Z,1,0,20,20,0
0,active,4,0,1,73,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:54:15Z,1,0,20,20,0
0,active,4,0,1,73,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:55:15Z,1,0,20,20,0
0,active,4,0,2,73,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:56:16Z,1,0,20,20,0
0,active,4,0,2,73,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:57:17Z,1,0,20,20,0
0,active,4,0,1,74,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:58:17Z,1,0,20,20,0
0,active,4,0,2,74,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T11:59:17Z,1,0,20,20,0
0,active,4,0,2,74,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:00:17Z,1,0,20,20,0
0,active,4,0,2,74,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:01:17Z,1,0,20,20,0
0,active,4,0,3,74,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:02:17Z,1,0,20,20,0
0,active,4,0,2,75,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:03:17Z,1,0,20,20,0
0,active,4,0,2,75,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:04:17Z,1,0,20,20,0
0,active,4,0,3,75,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:05:17Z,1,0,20,20,0
0,active,4,0,3,75,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:06:17Z,0,0,20,20,0
0,active,4,0,2,76,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:07:17Z,0,0,20,20,0
0,active,4,0,2,76,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:08:17Z,0,0,20,20,0
0,active,4,0,2,76,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:09:17Z,1,0,20,20,0
0,active,4,0,1,77,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:10:18Z,1,0,20,20,0
0,active,4,0,2,77,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:11:18Z,1,0,20,20,0
0,active,4,0,2,77,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:12:18Z,1,0,20,20,0
0,active,4,0,2,77,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:13:18Z,1,0,20,20,0
0,active,4,0,3,77,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:14:18Z,1,0,20,20,0
0,active,4,0,3,77,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:15:18Z,1,0,20,20,0
0,active,4,0,1,79,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:16:18Z,1,0,20,20,0
0,active,4,0,2,79,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:17:18Z,1,0,20,20,0
0,active,4,0,2,79,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:18:18Z,1,0,20,20,0
0,active,4,0,1,80,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:19:18Z,1,0,20,20,0
0,active,4,0,2,80,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:20:18Z,1,0,20,20,0
0,active,4,0,1,81,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:21:18Z,1,0,20,20,0
0,active,4,0,1,81,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:22:18Z,1,0,20,20,0
0,active,4,0,2,81,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:23:19Z,1,0,20,20,0
0,active,4,0,1,82,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:24:19Z,1,0,20,20,0
0,active,4,0,1,82,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:25:19Z,1,0,20,20,0
0,active,4,0,1,83,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:26:19Z,1,0,20,20,0
0,active,4,0,1,83,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:27:19Z,1,0,20,20,0
0,active,4,0,1,83,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:28:19Z,1,0,20,20,0
0,active,4,0,1,84,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:29:19Z,1,0,20,20,0
0,active,4,0,1,84,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:30:19Z,1,0,20,20,0
0,active,4,0,1,84,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:31:19Z,1,0,20,20,0
0,active,4,0,2,84,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:32:19Z,1,0,20,20,0
0,active,4,0,1,85,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:33:19Z,1,0,20,20,0
0,active,4,0,1,85,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:34:19Z,1,0,20,20,0
0,active,4,0,2,85,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:35:19Z,1,0,20,20,0
0,active,4,0,1,86,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:36:19Z,1,0,20,20,0
0,active,4,0,1,86,0,active,200,"{""schema_version"":1,""generation"":14,""desired_state"":""running"",""observed_state"":""running"",""changed_utc_ns"":1787470352793293150,""operator_id"":""web-ui"",""reason"":""operator started capture from web UI""}",2026-08-23T12:37:20Z,1,0,20,20,0
