blocked_status,common_blocked_rms_hz,common_full_rms_hz,common_heldout_rms_hz,episode_id,heldout_count,label,maximum_retained_gap_s,observations,own_heldout_rms_hz,profile,reason,retained_count,retained_full_rms_hz,retained_span_s,retention,sample_rate_hz,segment_count,session_id,span_s,split,status,training_retention
ok,135.82489736086268,130.72653374871123,1380.512133186548,E04,65,CH2LU RX0+1,1.0147868690000053,159,1380.512133186548,baseline,,159,130.72653374871123,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,135.82489736086268,130.72653374871123,1380.512133186548,E04,65,CH2LU RX0+1,1.0147868690000053,159,1380.512133186548,margin_0.05,,159,130.72653374871123,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,135.82489736086268,130.72653374871123,1380.512133186548,E04,65,CH2LU RX0+1,1.0147868690000053,159,1380.512133186548,margin_0.075,,159,130.72653374871123,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,135.82489736086268,130.72653374871123,1380.512133186548,E04,65,CH2LU RX0+1,1.0147868690000053,159,1380.512133186548,margin_0.1,,159,130.72653374871123,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,135.82489736086268,130.72653374871123,1380.512133186548,E04,65,CH2LU RX0+1,1.0147868690000053,159,1380.512133186548,margin_0.15,,159,130.72653374871123,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,135.82489736086268,130.72653374871123,1380.512133186548,E04,65,CH2LU RX0+1,1.0147868690000053,159,1380.512133186548,margin_0.2,,159,130.72653374871123,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,155.04335127840048,145.67378982482964,1230.0101660817022,E04,65,CH2LU RX0+1,11.066679305999997,159,1230.0101660817022,top_1,,56,126.17786573361475,39.195874185,0.3522012578616352,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,0.32978723404255317
ok,139.61627424582682,134.72159275585136,752.7179629493452,E04,65,CH2LU RX0+1,9.054909834999997,159,752.7179629493452,top_2,,102,112.67025016840418,41.708069339000005,0.6415094339622641,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,0.6170212765957447
ok,136.85089349856662,131.56305548808976,1133.6258316813612,E04,65,CH2LU RX0+1,4.030668573,159,1133.6258316813612,top_4,,139,129.15982375911256,42.209400066,0.8742138364779874,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,0.8617021276595744
ok,136.13569754747974,131.78624857999012,1247.4268056479589,E04,65,CH2LU RX0+1,1.0147868690000053,159,1247.4268056479589,bounded_score_weight,,159,131.78624857999012,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,136.1103651831903,131.97971640914085,1214.307005582912,E04,65,CH2LU RX0+1,1.0147868690000053,159,1214.307005582912,production_score_weight,,159,131.97971640914085,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,139.0618789975057,131.90272222201045,1009.544918592729,E04,65,CH2LU RX0+1,1.0147868690000053,159,1009.7231139725944,integer_epoch,,159,131.43846146175596,42.209400066,1.0,2500000,4,scan-hop-8c7ccd34793a0d9e,42.209400066,development,ok,1.0
ok,111.6173998430102,100.25808701349831,437.7472669028478,E02,64,CH2LU RX0+1,1.0133278349999983,153,437.7472669028478,baseline,,153,100.25808701349831,50.324144039000004,1.0,5000000,4,scan-hop-444c34930efd42e1,50.324144039000004,development,ok,1.0
ok,111.6173998430102,100.25808701349831,437.7472669028478,E02,64,CH2LU RX0+1,1.0133278349999983,153,437.7472669028478,margin_0.05,,153,100.25808701349831,50.324144039000004,1.0,5000000,4,scan-hop-444c34930efd42e1,50.324144039000004,development,ok,1.0
ok,111.6173998430102,100.25808701349831,437.7472669028478,E02,64,CH2LU RX0+1,1.0133278349999983,153,437.7472669028478,margin_0.075,,153,100.25808701349831,50.324144039000004,1.0,5000000,4,scan-hop-444c34930efd42e1,50.324144039000004,development,ok,1.0
