visit_index,track_elapsed_s,geometry_phase_deg,geometry_delay_ns,geometry_delay_samples,geometry_phase_rate_deg_s,geometry_equivalent_frequency_hz,geometry_change_per_120ms_deg,edge_pilot_phase_deg,edge_pilot_phase_se_deg,broadband_phase_deg,broadband_phase_se_deg,edge_frequency_se_hz,broadband_minus_edge_frequency_hz,rolling_constant_phase_rms_deg,rolling_geometry_rate_rms_deg,rolling_geometry_rms_improvement_deg,rolling_median_coherence,heldout_phase_valid
376,0.0,-345.45653318499063,-0.08575287607646512,-0.00021438219019116278,15.973835915380619,0.04437176643161283,1.9168603098456742,143.56564866139215,7.470163250492036,27.567661002636267,1.0321891901658917,2.9657382900745066,-4.865115576307289,64.36500083631002,64.06264036452463,0.3023604717853914,0.17433667583859433,True
453,9.7968004,-181.51603103365443,-0.04505782991455393,-0.00011264457478638483,17.366603271229053,0.048240564642302926,2.0839923925474864,128.16452802442168,3.835471470477516,-169.9301751876728,1.234502737245191,3.0497884373972965,-0.9495171313174069,65.81348941818906,65.35794363266542,0.4555457855236398,0.16136961007629577,True
486,13.998552,-107.78534808660164,-0.02675561962054273,-6.688904905135682e-05,17.698483930289655,0.049162455361915706,2.1238180716347586,67.37718395144414,1.5956943342754977,-171.58943695088237,0.8666340241380065,0.6351596350922539,-3.4299972605658695,68.85733937561704,68.61471563845994,0.2426237371571034,0.22620066169530217,True
513,17.450626,-46.42235196843324,-0.01152344741847847,-2.8808618546196172e-05,17.831220872912468,0.04953116909142352,2.139746504749496,-165.2313423128494,4.059082350233532,0.36410781222664146,1.472323392790506,1.6209822129345663,-24.93984714592807,78.72345735605946,78.59499701195021,0.1284603441092429,0.21450990228944786,True
537,20.495472,7.909280820907494,0.0019633253765273147,4.908313441318287e-06,17.839212407502234,0.04955336779861732,2.140705488900268,-16.534379596672263,6.551233479176372,169.316019341931,1.7176066256205775,2.6289511037852726,0.04023068759124726,81.90990273481053,81.59433331184925,0.3155694229612749,0.19840499119950622,True
564,23.9285964,68.99508930141799,0.017126691130142452,4.281672782535613e-05,17.725416075660405,0.04923726687683446,2.1270499290792486,-144.02519143030713,5.2673660429973435,-98.71089103712565,0.940093527543748,2.1094659214593543,-1.3716486115008593,72.4349330658946,72.47282634258237,-0.03789327668776821,0.22361742179860428,True
588,26.9698864,122.6140881426575,0.03043656638589492,7.609141596473729e-05,17.519192612753898,0.048664423924316386,2.1023031135304677,-17.414067864814076,6.146883372559104,57.546721296363586,0.9628156847813831,4.874630255061509,1.5680115693248808,57.26061011338386,57.282812738643905,-0.022202625260042907,0.20624213536417896,True
614,30.2807628,180.10068041401527,0.04470649660737438,0.00011176624151843595,17.189121286821774,0.047747559130060485,2.062694554418613,159.88188402389432,2.29026593111677,32.80850728122275,1.2024005872355483,0.9303955256348568,7.624125135014765,67.40298304417156,67.50708614281993,-0.1041030986483662,0.1905823915079953,True
638,33.3435156,232.16340142399136,0.057630056112272544,0.00014407514028068135,16.794792625574928,0.046652201737708135,2.0153751150689914,-111.94432955686351,5.282966743127506,95.1817286221326,1.2065656975487722,2.132833119570278,-2.106665399041958,62.436907201882775,62.306041437826444,0.1308657640563311,0.1702794247074503,True
668,37.170744,295.3326128509306,0.07331058619054319,0.000183276465476358,16.197931811726107,0.04499425503257252,1.9437518174071329,161.96901808947192,3.136458247381011,44.17535505747294,1.5301575222971133,1.266088975136229,-77.0953425609041,75.80829661494981,75.7984782051325,0.009818409817313523,0.14327453622434863,True
697,40.8743328,354.1106072125713,0.08790108190369804,0.00021975270475924508,15.530201818657474,0.043139449496270764,1.863624218238897,47.8948986923811,6.578363962924428,-91.48852846940981,1.5536788532182595,2.6444572733158096,46.27608990401495,83.99506231475867,83.74561441636325,0.2494478983954167,0.13692513312119214,True
724,44.3066512,406.2639562723606,0.10084713806209131,0.0002521178451552283,14.851221087317867,0.0412533919092163,1.782146530478144,37.34621942626943,6.039387470792665,99.52005917305536,22.28496854783865,4.985005648911376,36.31920149701182,72.66196765197715,72.52699261011787,0.13497504185927767,0.09256479205098046,False
