index,session_id,episode_id,causal_norad,retrospective_norad,identity_changed,identical_tle,material_improvement,pipeline_causal_heldout_hz,pipeline_retrospective_heldout_hz,causal_age_h,retrospective_age_h
59,scan-fw-9c432e95cfac4f8b,sha256:20e8511c760398ef182eb75fa5048c825453c3c351c14811c9312852b88906c7,66624,66624,False,False,True,122.55786197703374,53.8915113296354,20.468327666675,-9.233659773325
60,scan-fw-0a4527c2676967c7,sha256:774f6602979c931fd25fc7e41c7c742d35887c703952f342b19c222d5d4ef449,66626,66626,False,True,True,74.69176058158536,53.58830485212682,3.338272585533889,3.338272585533889
61,scan-fw-0a4527c2676967c7,sha256:1f2600f45e1272b7703b977b6b8a72bbdde43a10060e925f654f06fcdfac8183,66618,66618,False,True,False,149.005622818049,130.20077198530225,3.287416105533889,3.287416105533889
62,scan-fw-0a4527c2676967c7,sha256:b56a4d025556709095ed2f24b45cba532181f8d0ad70905d0c72e528ca1d21a7,66618,66618,False,True,True,194.4990508263363,116.02156765011163,3.287416105533889,3.287416105533889
63,scan-fw-0a4527c2676967c7,sha256:f5005db9160241be05bf3dcef07327b02a2118eca5c0257b1cde9f47a03516b2,66618,66618,False,True,True,156.79336676322492,21.214343064192654,3.287416105533889,3.287416105533889
64,scan-fw-0a4527c2676967c7,sha256:0528227ebf4b87b3e446a8db494ce563e410275c2d416b19f8bb318676c08473,66618,66618,False,True,False,75.69690586348007,85.98065075399609,3.287416105533889,3.287416105533889
65,scan-fw-268cf33c4b083540,sha256:853f4429882421241e9b0a0fcc050640403b0c0f71f8c853822c8d239a743158,58069,58069,False,False,True,188.28822240175907,39.75406977498351,22.44842752057889,-1.090589839421111
66,scan-fw-268cf33c4b083540,sha256:e586c16a0a5576843e14855228d35af4f1982f61bb05fe3b3c45b2557c479333,58069,58069,False,False,True,277.7001790705173,100.50282752397199,22.44842752057889,-1.090589839421111
67,scan-fw-268cf33c4b083540,sha256:508a4df554e0277e4a139d33f00c54d3899bf10a3a0f1a62cc066e7df280ca22,61523,61523,False,False,True,416.581832351324,85.0574998641324,22.04994592057889,4.854255280507778
68,scan-fw-268cf33c4b083540,sha256:d5136fa6381302c63fe13a59fbd49a02a3df87675fa86e55be5ded5326d2a9dc,64025,64025,False,False,False,67.0296409164748,47.656978529735376,20.533741600507778,17.39467888057889
69,scan-fw-268cf33c4b083540,sha256:39f1064fd5c59cf8cb34b33240938e9ecbf0b3e7e8e7e07ea86b8799838b6367,57409,57409,False,False,False,72.16404155292356,53.36106091815509,9.87423280057889,-7.3877763194211115
70,scan-fw-268cf33c4b083540,sha256:04d7eac703d22df78abb9f3a812ac976ae56c6ac021d2ef829b121a50745283b,57409,57409,False,False,True,93.98922263675189,52.5740122152228,9.87423280057889,-7.3877763194211115
71,scan-fw-494cdb3ae1f42bec,sha256:95c52fed6733cd596ee8277a239eff0afc3242f4d311e7f96d70c8f609a4e51a,59369,59369,False,False,False,42.971342184875155,44.71194009620152,31.822466996627778,-7.409466123372222
72,scan-fw-494cdb3ae1f42bec,sha256:1025fa8cb2028d7e5ea12442ca39f071535a02ddf0105733196f7fc57c99fef7,59369,59369,False,False,False,47.387394810170626,52.31842661360919,31.822466996627778,-7.409466123372222
73,scan-fw-494cdb3ae1f42bec,sha256:db5cf6e98d02b05812f39fa73ff3906b7e9a63ec0285e0e43f818ff23773c71a,67704,67704,False,False,True,531.5044187841969,68.71494784317173,25.16255243669889,1.6705102766277777
74,scan-fw-494cdb3ae1f42bec,sha256:f206346103d006e911a1b8d741c3af6601dbbd9041dd5972fcbc0c22e376f900,67704,67704,False,False,True,306.8237082567846,41.46143266142111,25.16255243669889,1.6705102766277777
75,scan-fw-f56ff9b54a60fc9c,sha256:6ae95f66636d064806030e23c3268a4a9226acd73ca7dddf5361a6cd9ef2f9ad,58859,58859,False,False,True,131.5746290857313,90.9112688061598,24.018473147682222,3.617691227682222
76,scan-fw-f56ff9b54a60fc9c,sha256:5bbe2d8a95b29cce8a50004d1411a3bb2919e320c1b2e6eba6a3450b6888cd22,58859,58859,False,False,True,119.4595095142516,80.35524856880824,24.018473147682222,3.617691227682222
77,scan-fw-f56ff9b54a60fc9c,sha256:3f0fe00320e9ae24bff47be61fd25a755efec055a814dc9c2979e8627dbdb497,58859,58859,False,False,False,110.01770281203856,99.03161771388555,24.018473147682222,3.617691227682222
78,scan-fw-f56ff9b54a60fc9c,sha256:113abd40786005d5d222a2c4686963f73ba10f3da4544b3af09048e84308cfd4,58859,58859,False,False,False,87.17811411070421,68.06706752067687,24.018473147682222,3.617691227682222
79,scan-fw-f56ff9b54a60fc9c,sha256:6a6517c7f897a995cf913eddaf9e8b97a77cea46ef2f26c3aa586cb1172697dd,65207,65207,False,False,True,131.83722171495157,40.70048697193639,23.652806267682223,-2.9227266123177778
80,scan-fw-f56ff9b54a60fc9c,sha256:1923c87a4fa36181c3ddd82bc57fd44ac44493bf1d4763a272a9d4c9b1ab1b48,65207,65207,False,False,True,135.6951393068828,22.274381890862248,23.652806267682223,-2.9227266123177778
81,scan-fw-8cc2bf3afeb44437,sha256:23b31aac8a37867bc4b461295cace39393d9ed3662253250c054abc51f852028,65211,65211,False,False,False,120.73151763565075,125.49435492278855,20.530011633990277,-2.9190244460097223
82,scan-fw-8cc2bf3afeb44437,sha256:a723a5a3125bf48a918b15830d104f33699d6d58088326efab877f7f5a5e1faa,63572,63572,False,False,False,32.4260892993329,27.187387887201638,28.494524913919168,4.955361873990277
83,scan-fw-8cc2bf3afeb44437,sha256:8d26847799dda8f7709348aeef54fb98f17d12d05103af0cc6730d88f7744e83,63572,63572,False,False,False,39.87496689596848,24.39548032217577,28.494524913919168,4.955361873990277
84,scan-fw-8cc2bf3afeb44437,sha256:7bbccbf9d1d82862f220201427efd437085afc5167bc645cff55f9ffb1230057,63572,63572,False,False,False,22.897235500987897,21.83759158310075,28.494524913919168,4.955361873990277
85,scan-fw-1f8c05375035758c,sha256:a33207cee0e8fe930a676eee08e2893f2527fb27fb7f7200cd25706a3c4eeb93,59366,59366,False,False,False,42.12598228374621,40.08385896910434,9.863190573564166,0.4475700936352778
86,scan-fw-1f8c05375035758c,sha256:9f56d26ecc624dcd08341c84ee52db1ebad17d0ec45381a065b978f27e1565dc,59366,59366,False,False,False,120.22080647237962,106.9612731391456,9.863190573564166,0.4475700936352778
87,scan-fw-6f09c0e970553e7b,sha256:32f3730e72492b0a71d2eb80f494b91fa2b91169c6c6954587a550ff84d921d6,63468,63468,False,False,False,50.28192292941609,36.2811694074176,9.87750454292139,8.30823910292139
88,scan-fw-6f09c0e970553e7b,sha256:6a6feaaaee861fd747a933a6954bb0c32df8312f28955d999da694e0e7826e66,54779,54779,False,False,False,33.59947295081971,19.85185110434559,25.57369006292139,2.124696702921389
89,scan-fw-6f09c0e970553e7b,sha256:9264b01107609a69b67b5824745bfe1d015b4af9812132528864a449535b264a,59353,59353,False,False,False,142.8303569749942,121.5858448908412,9.84757486292139,-7.414395857149723
90,scan-fw-b623e058c7e3a4c4,sha256:33b4cfd95ef6504136a5c61cab9a9061dd7895659337795840c64177f9b1d6b0,63483,63483,False,False,False,51.01847368605911,57.80757609471622,9.8563897236675,2.0099550036675
91,scan-fw-b623e058c7e3a4c4,sha256:2aaacea4b2be37fdf40838f50ed4400e82033df8e4aa7d9ee4f6b6eae51ca051,63483,63483,False,False,False,48.89348353566993,56.82594853986262,9.8563897236675,2.0099550036675
92,scan-fw-b623e058c7e3a4c4,sha256:202d086a4556827d9a0dd7afaaac5aab3d34422e77b932ca732b0fd58dd30ee2,59367,59367,False,False,False,25.3933837889289,44.53238317915621,27.1810585236675,0.5032846837386111
93,scan-fw-b06315212ddf5fc7,sha256:a2d5e38ccf4949d6792315d092c763586225831f034709918d3780f1822fefe2,60262,60262,False,False,True,221.10331602609114,136.75455309831386,11.4638131558725,2.0678052358725
94,scan-fw-b06315212ddf5fc7,sha256:7ef6a0c5757767df155cb42d375421e79e522599d4ea280af5ec2fec6031050c,69956,69956,False,False,False,119.75188316733343,111.09945075850388,4.8691101958725,-2.9471534041275
95,scan-fw-b06315212ddf5fc7,sha256:09da21aed5ea5f484bfdefc08a0bb4c4fb5639954a7a21b5bf9793bbafbe228f,69956,69956,False,False,False,109.66111050575846,142.57773450117068,4.8691101958725,-2.9471534041275
96,scan-fw-58e52b6878d5b070,sha256:5ed29b25fe8eb3df6dafe8b97c9e400740728a985318906747f037e8b51b2a33,65915,65915,False,False,True,58.05050308691803,18.076164083492014,20.506607724153888,-2.942293475775
97,scan-fw-58e52b6878d5b070,sha256:9a5fdd91d1395ed997dfeb319b6b322ebaee2d422fe5e1d605a88763d7ef71b8,69526,69526,False,False,True,101.96558192042563,49.41207215271336,28.65694268415389,-5.734929875846111
98,scan-fw-58e52b6878d5b070,sha256:3520b4911cbc4a5f670ab953a8b5c2bfceb96466df0b99ecb2c06db12b29c486,65915,65915,False,False,False,70.05709974297653,68.34562616224662,20.506607724153888,-2.942293475775
99,scan-fw-219c32625329e76d,sha256:a5fd249f60e7c593c8e3ed95608def02d261c466862f1af631a6909c4fb200c6,62200,62200,False,True,False,32.38384388802162,101.78305890735986,9.848192592082222,9.848192592082222
100,scan-fw-219c32625329e76d,sha256:0600fcb5c06ab1a03e49ce9a58cac441e816a0139c087fd46ba7132eea6f7a4b,62200,62200,False,True,False,25.954507446729977,57.08614791536398,9.848192592082222,9.848192592082222
101,scan-fw-219c32625329e76d,sha256:8f873029302b9e1fb8d4ea1398d4c4c954ddbef53efafafc797771f88e4b8ea3,59846,59846,False,False,True,199.24494214647163,124.56165553029753,9.860631792082222,9.860631552082221
102,scan-fw-219c32625329e76d,sha256:895b9f5a8d6c9fc6dc8feb0e9ea60410cd411316615e3b8dbf1a0ac9b5e241a1,59846,59846,False,False,True,172.5550831863291,120.97625884662823,9.860631792082222,9.860631552082221
103,scan-fw-219c32625329e76d,sha256:5bc63e8b900cec1a2996662ff5f372e48ee6281938e9ebc8fc9b36a81f4cb466,65364,65364,False,False,True,124.21395027125753,55.2379683107934,4.875242592082222,3.3119903520822223
104,scan-fw-219c32625329e76d,sha256:f02127d3f2312070262486340c0e91cfd1cd8858c15fc0e8017600250e383193,65364,65364,False,False,True,70.80992116802705,36.39603055551675,4.875242592082222,3.3119903520822223
105,scan-fw-219c32625329e76d,sha256:85863edcc0ec4c1009f74a635b9afb4d6f74324d88ea8de2d77e786f8131d086,65364,65364,False,False,True,56.39793333577139,29.494267906741847,4.875242592082222,3.3119903520822223
106,scan-fw-ae29339ef0a8b774,sha256:26f7dab91cab2dee0f4f3ffc0b0b396b6c05b0a41c8c2b43ef303d311bf139c2,63087,63087,False,False,True,101.0639091201869,50.21970597484356,13.127221549721112,2.1406030697922223
107,scan-fw-ae29339ef0a8b774,sha256:c140806cb71ba870dbb02e1204a21da59aef1e2d7cdebc0bf43975820691aa2a,59877,59877,False,False,False,84.55643665341873,84.26577739077531,8.272513069792222,3.5646896297922224
108,scan-fw-ae29339ef0a8b774,sha256:bef9edf8069a3ff3e88c608ed4e3b16dc0a455a603f4a19c5f56b22828828e17,59958,59958,False,False,True,221.01736131813445,107.3925103192693,11.451795469792222,2.0721901097922224
109,scan-fw-ae29339ef0a8b774,sha256:fdd21309feda8aeddee1ac0ba99e5d02caa6ab3913a085bb1af4eb1f6cff5f67,63091,63091,False,False,True,71.51497357263949,47.25847815908269,13.136080189792223,11.566562509792222
110,scan-fw-ae29339ef0a8b774,sha256:c2fb623d37e22eeb73668ab5c9389a8c9e22d352b18a3b2105b5f1484500682e,63087,63087,False,False,True,150.8068258413165,36.274398911270765,13.127221549721112,2.1406030697922223
111,scan-fw-ae29339ef0a8b774,sha256:f529e8fbcdf8885b93a7dff63449d7656df9d42c1e09f550fdc44c364903e30d,59877,59877,False,False,False,28.624676326929293,31.05271462150888,8.272513069792222,3.5646896297922224
112,scan-fw-ae29339ef0a8b774,sha256:9da0f559bc5bfbacf25f502aaf52814134a86e556ce4cfe3d4b3bdfc6898288d,66853,66853,False,True,True,131.79554190758427,78.59184778792236,4.910216029863333,4.910216029863333
113,scan-fw-7bd15a039c17b925,sha256:c24363f701f5680c1f60123a08b9b432a7e623f4565c4e5099e4efefb9d53fd8,66875,66875,False,False,True,213.5290645672812,104.7047031628735,17.50769613960222,4.9534607796022225
114,scan-fw-7bd15a039c17b925,sha256:6548e5394e07fcddef05e3bb5aaf60a25bff7e9d5202a99ad9c5501b9280f66b,66875,66875,False,False,True,179.0653180349255,122.17731533844628,17.50769613960222,4.9534607796022225
115,scan-fw-7bd15a039c17b925,sha256:ee8a065165a6a692d7993fb873487ea1276248345c1f87f72aa04ee5ffcc2dec,62604,62604,False,False,True,442.0477616186977,81.9113041214411,9.866746779602222,-7.395224420397778
116,scan-fw-7bd15a039c17b925,sha256:d65c8c1bff269fe9ee50d14ae07aa4dff32189e8d8ada8b54c6dbec54e06bf7f,62604,62604,False,False,True,343.6727028397631,117.56065323970967,9.866746779602222,-7.395224420397778
117,scan-fw-7bd15a039c17b925,sha256:9d457d37b2ded70d29c0908793b629d86bc4c10e26ebed493326a5edd186a2df,59849,59849,False,False,True,64.35565056881805,30.56353949325969,8.285445339602223,2.008344459602222
