session_id,sample_rate_hz,visit_index,target_index,state,reason,accepted_observations,timing_sigma_ns,cfo_sigma_hz
scan-fw-1eb7b9ff15d2402d,15000000,861,6,acquiring,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,862,7,acquiring,accepted PSS observation,2,615.1956752907989,141464.94361502674
scan-fw-1eb7b9ff15d2402d,15000000,863,2,acquiring,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,864,0,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,865,3,acquiring,accepted PSS observation,2,732.1146623400778,141595.80795044536
scan-fw-1eb7b9ff15d2402d,15000000,866,7,tracking,accepted PSS observation,3,522.5793606565994,115630.74452765597
scan-fw-1eb7b9ff15d2402d,15000000,867,2,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,868,0,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,869,4,acquiring,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,870,1,acquiring,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,871,3,tracking,accepted PSS observation,3,676.4737155525253,115929.37006279835
scan-fw-1eb7b9ff15d2402d,15000000,872,2,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,873,1,acquiring,accepted PSS observation,1,1071.2491746001242,200000.0
scan-fw-1eb7b9ff15d2402d,15000000,874,6,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,875,3,tracking,accepted PSS observation,4,605.6838354756659,100710.1906321452
scan-fw-1eb7b9ff15d2402d,15000000,876,4,acquiring,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,877,4,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,878,2,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,879,2,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,880,6,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,881,3,tracking,accepted PSS observation,5,581.1661406065812,90910.9661038255
scan-fw-1eb7b9ff15d2402d,15000000,883,7,tracking,accepted PSS observation,4,506.92507833401737,102482.98552873483
scan-fw-1eb7b9ff15d2402d,15000000,884,0,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,885,1,acquiring,accepted PSS observation,2,992.8373778727394,141672.47777026007
scan-fw-1eb7b9ff15d2402d,15000000,886,1,tracking,accepted PSS observation,3,710.067258118095,115656.00972156225
scan-fw-1eb7b9ff15d2402d,15000000,889,1,tracking,accepted PSS observation,4,672.3789264111815,100326.15240119034
scan-fw-1eb7b9ff15d2402d,15000000,890,7,tracking,accepted PSS observation,5,441.98610064611427,93027.50129488479
scan-fw-1eb7b9ff15d2402d,15000000,891,7,tracking,accepted PSS observation,6,372.1041391724869,84642.67078069126
scan-fw-1eb7b9ff15d2402d,15000000,892,4,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,894,0,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,895,6,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,896,4,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,898,6,lost,no observation inside prediction gate,0,,
scan-fw-1eb7b9ff15d2402d,15000000,902,3,tracking,accepted PSS observation,6,682.667357932595,89869.2924454676
scan-fw-1eb7b9ff15d2402d,15000000,910,1,tracking,accepted PSS observation,5,901.7433720390275,94300.0559093291
scan-fw-1eb7b9ff15d2402d,15000000,915,4,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,855,3,acquiring,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,856,7,acquiring,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,857,2,acquiring,accepted PSS observation,1,1112.0676366709995,200000.0
scan-fw-21908ec249658ee2,10000000,858,3,acquiring,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,859,7,acquiring,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,860,6,acquiring,accepted PSS observation,1,1069.5938530010635,200000.0
scan-fw-21908ec249658ee2,10000000,861,6,acquiring,accepted PSS observation,2,852.4176675757284,141423.09530325345
scan-fw-21908ec249658ee2,10000000,862,0,acquiring,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,863,6,tracking,accepted PSS observation,3,999.0002768810117,115493.7960610231
scan-fw-21908ec249658ee2,10000000,864,6,tracking,accepted PSS observation,4,837.2354695266984,100039.45522609378
scan-fw-21908ec249658ee2,10000000,865,3,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,866,4,acquiring,accepted PSS observation,1,1199.1874142053632,200000.0
scan-fw-21908ec249658ee2,10000000,867,2,acquiring,accepted PSS observation,2,1117.559527573799,141595.65027888722
scan-fw-21908ec249658ee2,10000000,868,4,coasting,no observation inside prediction gate,1,3055.5835195612312,200019.76368733082
scan-fw-21908ec249658ee2,10000000,869,6,coasting,no observation inside prediction gate,4,2330.808306195928,100483.84912730756
scan-fw-21908ec249658ee2,10000000,870,6,tracking,accepted PSS observation,5,1106.7814208751395,89894.12890325936
scan-fw-21908ec249658ee2,10000000,871,4,coasting,no observation inside prediction gate,1,7121.663236505256,200123.4473881196
scan-fw-21908ec249658ee2,10000000,872,7,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,873,4,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,874,7,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,875,5,acquiring,accepted PSS observation,1,1056.5538196675263,200000.0
scan-fw-21908ec249658ee2,10000000,877,5,acquiring,accepted PSS observation,2,1025.3764341568512,141428.30230819262
scan-fw-21908ec249658ee2,10000000,878,4,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,880,0,acquiring,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,881,3,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,882,4,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,883,2,coasting,no observation inside prediction gate,2,3402.9231564202414,144495.2477827731
scan-fw-21908ec249658ee2,10000000,885,2,coasting,no observation inside prediction gate,2,3711.273346167804,145105.09837694778
scan-fw-21908ec249658ee2,10000000,886,2,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,887,5,tracking,accepted PSS observation,3,1060.408646928286,115928.52810836029
scan-fw-21908ec249658ee2,10000000,889,5,coasting,no observation inside prediction gate,3,1258.6735209188705,116213.39250150922
scan-fw-21908ec249658ee2,10000000,890,0,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,891,3,acquiring,accepted PSS observation,1,1120.9948480375492,200000.0
scan-fw-21908ec249658ee2,10000000,892,7,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,893,7,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,894,3,coasting,no observation inside prediction gate,1,4356.921309830018,200044.37198197548
scan-fw-21908ec249658ee2,10000000,896,2,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,908,5,coasting,no observation inside prediction gate,3,3398.441818518341,122214.55344364201
scan-fw-21908ec249658ee2,10000000,910,5,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,911,0,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,914,0,lost,no observation inside prediction gate,0,,
scan-fw-21908ec249658ee2,10000000,919,0,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,855,7,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,856,6,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,857,5,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,858,0,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,859,6,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,860,6,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,861,4,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,862,4,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,863,4,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,864,2,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,865,4,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,866,4,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,867,2,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,868,5,acquiring,accepted PSS observation,1,1004.9669419871545,200000.0
scan-fw-22b118f8048f0441,15000000,869,4,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,872,1,acquiring,accepted PSS observation,1,1014.4392081563948,200000.0
scan-fw-22b118f8048f0441,15000000,873,2,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,874,1,coasting,no observation inside prediction gate,1,2985.8508380921376,200019.73284286374
scan-fw-22b118f8048f0441,15000000,875,0,acquiring,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,876,7,acquiring,accepted PSS observation,1,1199.300815149007,200000.0
scan-fw-22b118f8048f0441,15000000,877,2,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,878,6,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,879,0,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,880,1,acquiring,accepted PSS observation,2,1128.3514922806046,141533.01524497094
scan-fw-22b118f8048f0441,15000000,881,0,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,882,7,coasting,no observation inside prediction gate,1,8500.33714618282,200177.4564342395
scan-fw-22b118f8048f0441,15000000,884,0,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,886,5,acquiring,accepted PSS observation,2,934.0030424826389,141983.90261765764
scan-fw-22b118f8048f0441,15000000,887,0,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,890,2,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,891,5,tracking,accepted PSS observation,3,809.41559347296,116208.83480401464
scan-fw-22b118f8048f0441,15000000,893,6,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,894,2,lost,ambiguous timing modes,0,,
scan-fw-22b118f8048f0441,15000000,896,7,coasting,no observation inside prediction gate,1,28084.618653103793,201976.72269317572
scan-fw-22b118f8048f0441,15000000,897,6,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,899,7,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,901,1,coasting,no observation inside prediction gate,2,4864.626723097455,145768.90296084373
scan-fw-22b118f8048f0441,15000000,904,5,coasting,no observation inside prediction gate,3,1484.4131652537833,119684.6718400882
scan-fw-22b118f8048f0441,15000000,909,5,coasting,no observation inside prediction gate,3,1779.0957447926662,121747.53778785645
scan-fw-22b118f8048f0441,15000000,913,1,acquiring,accepted PSS observation,1,980.8411990250781,200000.0
scan-fw-22b118f8048f0441,15000000,915,7,lost,no observation inside prediction gate,0,,
scan-fw-22b118f8048f0441,15000000,928,1,acquiring,accepted PSS observation,2,881.107437804545,141812.58020506022
scan-fw-243a58c567f74f48,10000000,855,6,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,856,2,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,857,6,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,858,5,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,859,7,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,860,5,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,861,7,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,862,5,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,863,0,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,864,2,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,865,5,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,866,1,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,867,7,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,868,1,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,869,4,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,870,1,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,871,2,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,872,4,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,873,2,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,874,6,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,875,1,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,876,6,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,877,2,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,878,2,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,879,1,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,880,5,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,881,1,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,883,5,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,884,0,acquiring,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,886,7,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,889,4,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,891,6,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,893,7,acquiring,accepted PSS observation,1,1040.1951829496866,200000.0
scan-fw-243a58c567f74f48,10000000,894,0,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,895,6,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,897,4,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,898,7,coasting,no observation inside prediction gate,1,7092.746179426982,200123.30950945106
scan-fw-243a58c567f74f48,10000000,902,4,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,904,4,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,915,0,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,919,0,lost,no observation inside prediction gate,0,,
scan-fw-243a58c567f74f48,10000000,924,0,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,855,6,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,856,3,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,857,0,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,858,6,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,859,5,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,860,3,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,861,3,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,862,2,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,863,3,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,864,5,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,865,0,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,866,0,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,867,3,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,868,1,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,869,7,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,870,2,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,871,5,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,872,6,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,873,7,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,874,0,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,875,7,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,876,6,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,877,1,acquiring,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,878,6,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,879,5,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,880,6,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,881,5,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,882,3,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,884,5,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,885,7,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,886,2,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,887,7,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,888,7,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,890,0,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,893,1,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,894,0,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,897,1,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,898,1,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,899,1,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,907,2,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,919,2,lost,no observation inside prediction gate,0,,
scan-fw-2527f988a321cc59,15000000,922,2,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,855,5,acquiring,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,856,7,acquiring,accepted PSS observation,1,992.9722966277234,200000.0
scan-fw-2bffdce1ac68a499,15000000,857,2,acquiring,accepted PSS observation,1,925.9935935957427,200000.0
scan-fw-2bffdce1ac68a499,15000000,858,7,acquiring,accepted PSS observation,2,940.144415709754,141428.33270236652
scan-fw-2bffdce1ac68a499,15000000,859,5,acquiring,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,860,1,acquiring,accepted PSS observation,1,1078.6472566573418,200000.0
scan-fw-2bffdce1ac68a499,15000000,861,5,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,862,5,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,863,5,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,864,3,acquiring,accepted PSS observation,1,921.7040546468011,200000.0
scan-fw-2bffdce1ac68a499,15000000,865,3,acquiring,accepted PSS observation,2,793.3383098341187,141423.09939876295
scan-fw-2bffdce1ac68a499,15000000,866,4,acquiring,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,867,4,acquiring,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,868,2,acquiring,accepted PSS observation,2,963.7144510574849,141632.03586525563
scan-fw-2bffdce1ac68a499,15000000,869,2,tracking,accepted PSS observation,3,733.0775812389036,115630.25687621575
scan-fw-2bffdce1ac68a499,15000000,870,3,tracking,accepted PSS observation,3,845.9254631091951,115584.8718884379
scan-fw-2bffdce1ac68a499,15000000,871,4,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,872,0,acquiring,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,873,0,acquiring,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,874,5,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,876,4,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,877,0,acquiring,accepted PSS observation,1,1094.8632593785096,200000.0
scan-fw-2bffdce1ac68a499,15000000,879,7,tracking,accepted PSS observation,3,1000.5685539814392,117279.99134971987
scan-fw-2bffdce1ac68a499,15000000,880,3,tracking,accepted PSS observation,4,814.2657541329565,101029.00819130027
scan-fw-2bffdce1ac68a499,15000000,881,1,coasting,no observation inside prediction gate,1,29474.71734128418,202178.20701400595
scan-fw-2bffdce1ac68a499,15000000,882,2,coasting,no observation inside prediction gate,3,1879.8240559108633,118031.58211444216
scan-fw-2bffdce1ac68a499,15000000,883,1,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,884,3,tracking,accepted PSS observation,5,753.1333630297989,90854.40936465784
scan-fw-2bffdce1ac68a499,15000000,886,3,tracking,accepted PSS observation,6,668.5424070761015,83123.44176057205
scan-fw-2bffdce1ac68a499,15000000,887,4,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,888,1,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,889,4,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,893,7,tracking,accepted PSS observation,4,937.3219660302424,104338.27632354083
scan-fw-2bffdce1ac68a499,15000000,894,0,coasting,no observation inside prediction gate,1,23872.771516170877,201427.86688032703
scan-fw-2bffdce1ac68a499,15000000,895,2,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,897,7,tracking,accepted PSS observation,5,779.8511413070217,93706.41844865152
scan-fw-2bffdce1ac68a499,15000000,899,0,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,900,2,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,902,0,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,906,1,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,910,1,lost,no observation inside prediction gate,0,,
scan-fw-2bffdce1ac68a499,15000000,915,7,tracking,accepted PSS observation,6,831.9200779867931,92242.49045805748
scan-fw-31415115acbbe1eb,15000000,855,2,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,856,2,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,857,7,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,858,6,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,859,2,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,860,1,acquiring,accepted PSS observation,1,1078.1792474459546,200000.0
scan-fw-31415115acbbe1eb,15000000,861,5,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,862,2,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,863,1,coasting,no observation inside prediction gate,1,4347.495282675728,200044.40231558357
scan-fw-31415115acbbe1eb,15000000,864,6,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,865,2,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,866,7,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,867,1,coasting,no observation inside prediction gate,1,9880.783740108398,200241.80400340835
scan-fw-31415115acbbe1eb,15000000,868,2,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,869,1,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,870,5,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,871,4,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,872,1,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,873,3,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,874,6,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,875,1,acquiring,accepted PSS observation,1,1048.7359658751436,200000.0
scan-fw-31415115acbbe1eb,15000000,876,6,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,877,7,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,878,4,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,879,7,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,880,5,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,881,6,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,883,3,acquiring,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,884,5,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,885,5,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,886,4,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,889,3,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,890,5,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,893,7,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,894,4,acquiring,accepted PSS observation,1,1158.39202950225,200000.0
scan-fw-31415115acbbe1eb,15000000,895,7,acquiring,accepted PSS observation,1,1093.060161394266,200000.0
scan-fw-31415115acbbe1eb,15000000,896,3,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,898,6,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,900,4,coasting,no observation inside prediction gate,1,8490.427753971728,200177.27605098783
scan-fw-31415115acbbe1eb,15000000,909,4,coasting,no observation inside prediction gate,1,21072.413411693848,201111.35790748688
scan-fw-31415115acbbe1eb,15000000,913,3,lost,no observation inside prediction gate,0,,
scan-fw-31415115acbbe1eb,15000000,915,3,lost,no observation inside prediction gate,0,,
scan-fw-36922603b4fbdc90,10000000,856,1,acquiring,no observation inside prediction gate,0,,
scan-fw-36922603b4fbdc90,10000000,857,4,acquiring,no observation inside prediction gate,0,,
scan-fw-36922603b4fbdc90,10000000,858,5,acquiring,no observation inside prediction gate,0,,
scan-fw-36922603b4fbdc90,10000000,859,0,acquiring,accepted PSS observation,1,970.7949567437113,200000.0
scan-fw-36922603b4fbdc90,10000000,860,2,acquiring,no observation inside prediction gate,0,,
scan-fw-36922603b4fbdc90,10000000,861,5,acquiring,accepted PSS observation,1,1077.0245480347153,200000.0
scan-fw-36922603b4fbdc90,10000000,862,7,acquiring,no observation inside prediction gate,0,,
scan-fw-36922603b4fbdc90,10000000,863,4,acquiring,no observation inside prediction gate,0,,
