session_id,sample_rate_hz,visit_index,target_index,state,reason,accepted_observations,timing_sigma_ns,cfo_sigma_hz
scan-fw-61a62066d401f816,10000000,864,0,acquiring,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,865,5,acquiring,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,866,7,acquiring,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,867,3,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,868,7,acquiring,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,869,3,acquiring,accepted PSS observation,1,1149.4273180356045,200000.0
scan-fw-61a62066d401f816,10000000,870,4,coasting,no observation inside prediction gate,2,13947.883790846068,142887.95412759937
scan-fw-61a62066d401f816,10000000,871,1,acquiring,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,872,6,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,873,1,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,874,5,acquiring,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,875,0,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,876,1,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,877,3,coasting,no observation inside prediction gate,1,11287.75947093382,200316.1490043709
scan-fw-61a62066d401f816,10000000,878,0,acquiring,accepted PSS observation,1,1064.327857558962,200000.0
scan-fw-61a62066d401f816,10000000,879,1,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,880,1,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,881,7,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,883,0,coasting,no observation inside prediction gate,1,7087.99081081443,200123.0131101863
scan-fw-61a62066d401f816,10000000,887,6,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,889,3,coasting,no observation inside prediction gate,1,28077.40792483868,201976.00026595927
scan-fw-61a62066d401f816,10000000,890,0,coasting,no observation inside prediction gate,1,16856.743828125353,200710.20923520977
scan-fw-61a62066d401f816,10000000,891,4,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,892,4,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,895,5,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,896,6,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,897,6,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,902,7,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,905,7,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,906,5,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,916,7,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,919,5,lost,no observation inside prediction gate,0,,
scan-fw-61a62066d401f816,10000000,921,5,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,855,3,acquiring,accepted PSS observation,1,887.3092815919086,200000.0
scan-fw-66f79be3ab5755cb,10000000,856,3,acquiring,accepted PSS observation,2,839.1262968817551,141423.09623362793
scan-fw-66f79be3ab5755cb,10000000,857,4,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,858,4,acquiring,accepted PSS observation,1,1084.484023098278,200000.0
scan-fw-66f79be3ab5755cb,10000000,859,5,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,860,4,coasting,no observation inside prediction gate,1,3009.605396953828,200019.7213298404
scan-fw-66f79be3ab5755cb,10000000,861,6,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,862,1,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,863,3,tracking,accepted PSS observation,3,872.7827177151105,115683.76328303132
scan-fw-66f79be3ab5755cb,10000000,864,4,coasting,no observation inside prediction gate,1,8491.652606856815,200177.74399636494
scan-fw-66f79be3ab5755cb,10000000,865,4,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,866,2,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,867,5,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,868,1,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,869,1,acquiring,accepted PSS observation,1,1060.8225658851863,200000.0
scan-fw-66f79be3ab5755cb,10000000,870,2,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,871,1,coasting,no observation inside prediction gate,1,2997.742498020274,200019.6700050074
scan-fw-66f79be3ab5755cb,10000000,872,6,acquiring,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,873,6,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,874,0,acquiring,accepted PSS observation,1,1187.4903456175882,200000.0
scan-fw-66f79be3ab5755cb,10000000,875,2,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,876,4,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,877,3,tracking,accepted PSS observation,4,923.219804235427,101973.11935054034
scan-fw-66f79be3ab5755cb,10000000,878,3,tracking,accepted PSS observation,5,702.7509010205976,91047.83401192691
scan-fw-66f79be3ab5755cb,10000000,879,5,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,880,6,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,881,0,coasting,no observation inside prediction gate,1,9890.19890088275,200241.64965281048
scan-fw-66f79be3ab5755cb,10000000,882,0,coasting,no observation inside prediction gate,1,11284.097031158166,200315.7182554295
scan-fw-66f79be3ab5755cb,10000000,884,6,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,886,2,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,887,1,coasting,no observation inside prediction gate,1,25273.405814767113,201600.9231890471
scan-fw-66f79be3ab5755cb,10000000,888,1,acquiring,accepted PSS observation,2,1010.5407101035144,142047.71443306148
scan-fw-66f79be3ab5755cb,10000000,889,5,acquiring,accepted PSS observation,1,1019.5297539327171,200000.0
scan-fw-66f79be3ab5755cb,10000000,890,5,acquiring,accepted PSS observation,2,857.0948691006789,141423.094953497
scan-fw-66f79be3ab5755cb,10000000,892,5,tracking,accepted PSS observation,3,1011.114386049069,115493.75407832547
scan-fw-66f79be3ab5755cb,10000000,895,3,tracking,accepted PSS observation,6,829.3539284816333,88275.12325258451
scan-fw-66f79be3ab5755cb,10000000,900,2,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,903,0,acquiring,accepted PSS observation,1,1082.9635692153113,200000.0
scan-fw-66f79be3ab5755cb,10000000,905,6,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,911,2,lost,no observation inside prediction gate,0,,
scan-fw-66f79be3ab5755cb,10000000,916,0,acquiring,accepted PSS observation,2,1138.112296936714,141715.78183644995
scan-fw-66f79be3ab5755cb,10000000,920,0,coasting,no observation inside prediction gate,2,1524.6635815434674,142191.02605528012
scan-fw-7253df2bd4332d69,15000000,856,2,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,857,2,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,858,1,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,859,4,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,860,4,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,861,4,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,862,0,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,863,1,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,864,6,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,865,7,acquiring,accepted PSS observation,1,966.3175836652819,200000.0
scan-fw-7253df2bd4332d69,15000000,866,6,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,867,4,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,868,2,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,869,4,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,870,7,acquiring,accepted PSS observation,2,1099.230537840174,141464.86954767266
scan-fw-7253df2bd4332d69,15000000,871,2,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,872,1,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,873,5,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,874,0,acquiring,accepted PSS observation,1,1068.8264271009543,200000.0
scan-fw-7253df2bd4332d69,15000000,875,1,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,876,2,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,877,4,acquiring,accepted PSS observation,1,1002.9916815044589,200000.0
scan-fw-7253df2bd4332d69,15000000,878,7,tracking,accepted PSS observation,3,1022.8070065917977,115887.93461037839
scan-fw-7253df2bd4332d69,15000000,879,6,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,880,1,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,881,0,coasting,no observation inside prediction gate,1,9882.282783336761,200241.92872239588
scan-fw-7253df2bd4332d69,15000000,882,5,acquiring,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,884,6,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,885,2,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,886,0,coasting,no observation inside prediction gate,1,16873.270660865262,200711.58538889547
scan-fw-7253df2bd4332d69,15000000,888,1,acquiring,accepted PSS observation,1,1076.3590668940012,200000.0
scan-fw-7253df2bd4332d69,15000000,891,6,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,894,5,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,899,7,tracking,accepted PSS observation,4,780.8361297067082,104196.59129494752
scan-fw-7253df2bd4332d69,15000000,903,5,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,906,6,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,907,0,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,912,0,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,913,5,lost,no observation inside prediction gate,0,,
scan-fw-7253df2bd4332d69,15000000,914,7,coasting,no observation inside prediction gate,4,1260.0749502259296,111987.83817558999
scan-fw-7253df2bd4332d69,15000000,920,5,acquiring,accepted PSS observation,1,1072.121050045535,200000.0
scan-fw-7253df2bd4332d69,15000000,921,7,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,855,7,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,856,7,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,857,1,acquiring,accepted PSS observation,1,981.9370234722434,200000.0
scan-fw-732c90485eefd8ff,15000000,858,5,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,859,6,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,860,0,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,861,0,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,862,4,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,863,4,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,864,0,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,865,7,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,866,2,acquiring,accepted PSS observation,1,1020.9341997585245,200000.0
scan-fw-732c90485eefd8ff,15000000,867,0,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,868,6,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,869,6,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,870,2,coasting,no observation inside prediction gate,1,5702.377102842292,200078.81713999435
scan-fw-732c90485eefd8ff,15000000,871,4,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,872,6,lost,ambiguous timing modes,0,,
scan-fw-732c90485eefd8ff,15000000,873,4,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,874,6,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,875,0,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,876,6,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,877,7,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,878,1,coasting,no observation inside prediction gate,1,29474.771059738694,202178.71497504858
scan-fw-732c90485eefd8ff,15000000,879,5,acquiring,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,880,0,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,882,4,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,884,4,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,886,5,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,888,1,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,890,5,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,891,2,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,892,7,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,893,7,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,895,2,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,896,1,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,897,1,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,902,5,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,905,5,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,908,2,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,917,2,lost,no observation inside prediction gate,0,,
scan-fw-732c90485eefd8ff,15000000,918,1,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,855,1,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,856,6,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,857,3,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,858,0,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,859,0,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,860,1,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,861,5,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,862,6,acquiring,accepted PSS observation,1,983.2929753874309,200000.0
scan-fw-7367d02117142473,10000000,863,0,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,864,3,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,865,1,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,866,0,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,867,0,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,868,6,coasting,no observation inside prediction gate,1,8480.07123238253,200177.7758118689
scan-fw-7367d02117142473,10000000,869,5,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,870,4,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,871,1,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,872,2,acquiring,accepted PSS observation,1,899.945748263995,200000.0
scan-fw-7367d02117142473,10000000,873,0,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,874,6,acquiring,accepted PSS observation,2,1023.8550538413976,141672.12711701676
scan-fw-7367d02117142473,10000000,876,4,acquiring,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,877,6,tracking,accepted PSS observation,3,778.5392631532374,115776.94622676395
scan-fw-7367d02117142473,10000000,879,5,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,880,6,tracking,accepted PSS observation,4,674.8702879147231,100448.52001749276
scan-fw-7367d02117142473,10000000,881,2,acquiring,accepted PSS observation,2,811.4459374829424,141562.53102501205
scan-fw-7367d02117142473,10000000,882,3,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,884,5,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,886,3,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,887,5,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,888,5,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,889,1,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,890,1,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,891,4,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,893,3,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,894,3,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,895,4,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,896,4,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,900,2,tracking,accepted PSS observation,3,729.6870851441557,117535.27940046319
scan-fw-7367d02117142473,10000000,903,4,lost,no observation inside prediction gate,0,,
scan-fw-7367d02117142473,10000000,914,2,tracking,accepted PSS observation,4,676.024243877979,104636.97328391888
scan-fw-7367d02117142473,10000000,925,2,tracking,accepted PSS observation,5,670.6773535275289,96495.68335244348
scan-fw-7367d02117142473,10000000,927,2,tracking,accepted PSS observation,6,574.3842824717963,87686.24525188877
scan-fw-75519ddd5a7aba8c,20000000,854,2,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,855,3,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,856,3,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,857,6,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,858,2,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,859,0,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,860,3,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,861,6,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,862,3,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,863,2,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,864,7,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,865,6,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,866,3,acquiring,accepted PSS observation,1,947.0449061594303,200000.0
scan-fw-75519ddd5a7aba8c,20000000,867,5,acquiring,accepted PSS observation,1,979.3539945777146,200000.0
scan-fw-75519ddd5a7aba8c,20000000,868,5,acquiring,accepted PSS observation,2,782.7491046359975,141423.09611080424
scan-fw-75519ddd5a7aba8c,20000000,869,5,tracking,accepted PSS observation,3,842.7154629884718,115478.61642724073
scan-fw-75519ddd5a7aba8c,20000000,870,3,coasting,no observation inside prediction gate,1,5694.431123615457,200078.9546012204
scan-fw-75519ddd5a7aba8c,20000000,871,5,tracking,accepted PSS observation,4,807.295724439946,100049.97556330453
scan-fw-75519ddd5a7aba8c,20000000,872,4,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,874,4,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,875,5,tracking,accepted PSS observation,5,850.8891985494352,89718.14868724672
scan-fw-75519ddd5a7aba8c,20000000,877,4,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,878,0,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,879,5,tracking,accepted PSS observation,6,803.3999563885783,82326.36826766132
scan-fw-75519ddd5a7aba8c,20000000,880,6,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,884,2,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,885,7,acquiring,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,886,2,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,887,7,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,888,7,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,889,2,acquiring,accepted PSS observation,1,1137.8147552664764,200000.0
scan-fw-75519ddd5a7aba8c,20000000,890,7,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,892,4,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,893,6,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,895,6,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,898,4,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,899,0,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,900,0,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,901,0,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,904,4,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,911,7,lost,no observation inside prediction gate,0,,
scan-fw-75519ddd5a7aba8c,20000000,922,0,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,855,2,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,856,3,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,857,1,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,858,3,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,859,1,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,860,0,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,861,2,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,862,2,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,863,7,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,864,5,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,865,0,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,866,5,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,867,6,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,868,2,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,869,5,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,870,2,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,871,2,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,872,7,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,873,3,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,875,1,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,877,0,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,879,3,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,880,5,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,881,5,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,883,7,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,885,1,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,887,0,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,888,6,acquiring,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,893,1,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,895,1,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,897,5,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,898,7,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,899,7,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,900,3,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,901,0,acquiring,accepted PSS observation,1,933.8990388832647,200000.0
scan-fw-75d1334d430bd557,10000000,904,0,acquiring,accepted PSS observation,2,984.5064641663213,141437.04840270293
scan-fw-75d1334d430bd557,10000000,905,7,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,906,3,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,909,6,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,926,6,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,936,6,lost,no observation inside prediction gate,0,,
scan-fw-75d1334d430bd557,10000000,937,6,lost,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,855,6,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,856,4,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,857,1,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,858,2,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,859,6,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,860,3,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,861,3,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,862,1,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,863,7,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,864,4,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,865,7,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,866,2,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,867,1,lost,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,868,1,acquiring,accepted PSS observation,1,1195.3354041297855,200000.0
scan-fw-7851abe2d25a9813,10000000,869,5,acquiring,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,870,4,lost,no observation inside prediction gate,0,,
scan-fw-7851abe2d25a9813,10000000,871,3,lost,no observation inside prediction gate,0,,
